source,target
SPT_0778,SPT_0441
SPT_0778,SPT_1478
SPT_0778,SPT_1857
SPT_0778,SPT_0319
SPT_0778,SPT_1183
SPT_0778,SPT_0002
SPT_0778,SPT_1336
SPT_0778,SPT_1304
SPT_0778,SPT_2221
SPT_0778,SPT_1115
SPT_0778,SPT_1163
SPT_0778,SPT_1211
SPT_0778,SPT_0070
SPT_0519,SPT_0517
SPT_0519,SPT_1038
SPT_1190,SPT_0481
SPT_1190,SPT_1189
SPT_0481,SPT_1189
SPT_0498,SPT_0299
SPT_0498,SPT_0293
SPT_0951,SPT_0952
SPT_1734,SPT_1735
SPT_0245,SPT_0336
SPT_2139,SPT_2140
SPT_2025,SPT_2139
SPT_2025,SPT_2140
SPT_1748,SPT_1547
SPT_0521,SPT_0112
SPT_0521,SPT_0111
SPT_1342,SPT_2265
SPT_1803,SPT_1802
SPT_0140,SPT_0746
SPT_0140,SPT_0482
SPT_0140,SPT_1190
SPT_0140,SPT_0481
SPT_0140,SPT_1189
SPT_0140,SPT_1068
SPT_0356,SPT_0746
SPT_0360,SPT_0746
SPT_0296,SPT_0746
SPT_2020,SPT_0746
SPT_0298,SPT_0746
SPT_0515,SPT_0746
SPT_0297,SPT_0746
SPT_2019,SPT_0746
SPT_0358,SPT_0746
SPT_2018,SPT_0746
SPT_0356,SPT_0482
SPT_0356,SPT_1190
SPT_0356,SPT_0481
SPT_0356,SPT_1189
SPT_0360,SPT_0482
SPT_0360,SPT_1190
SPT_0360,SPT_0481
SPT_0360,SPT_1189
SPT_0296,SPT_0482
SPT_0296,SPT_1190
SPT_0296,SPT_0481
SPT_0296,SPT_1189
SPT_2020,SPT_0482
SPT_2020,SPT_1190
SPT_2020,SPT_0481
SPT_2020,SPT_1189
SPT_0298,SPT_0482
SPT_0298,SPT_1190
SPT_0298,SPT_0481
SPT_0298,SPT_1189
SPT_0515,SPT_0482
SPT_0515,SPT_1190
SPT_0515,SPT_0481
SPT_0515,SPT_1189
SPT_0297,SPT_0482
SPT_0297,SPT_1190
SPT_0297,SPT_0481
SPT_0297,SPT_1189
SPT_2019,SPT_0482
SPT_2019,SPT_1190
SPT_2019,SPT_0481
SPT_2019,SPT_1189
SPT_0358,SPT_0482
SPT_0358,SPT_1190
SPT_0358,SPT_0481
SPT_0358,SPT_1189
SPT_2018,SPT_0482
SPT_2018,SPT_1190
SPT_2018,SPT_0481
SPT_2018,SPT_1189
SPT_0356,SPT_1068
SPT_0360,SPT_1068
SPT_0296,SPT_1068
SPT_2020,SPT_1068
SPT_0298,SPT_1068
SPT_0515,SPT_1068
SPT_0297,SPT_1068
SPT_2019,SPT_1068
SPT_0358,SPT_1068
SPT_2018,SPT_1068
SPT_0772,SPT_0746
SPT_0772,SPT_0482
SPT_0772,SPT_1190
SPT_0772,SPT_0481
SPT_0772,SPT_1189
SPT_0772,SPT_1068
SPT_1622,SPT_0746
SPT_1047,SPT_0746
SPT_1622,SPT_0482
SPT_1622,SPT_1190
SPT_1622,SPT_0481
SPT_1622,SPT_1189
SPT_1047,SPT_0482
SPT_1047,SPT_1190
SPT_1047,SPT_0481
SPT_1047,SPT_1189
SPT_1622,SPT_1068
SPT_1047,SPT_1068
SPT_1197,SPT_0746
SPT_1197,SPT_0482
SPT_1197,SPT_1190
SPT_1197,SPT_0481
SPT_1197,SPT_1189
SPT_1197,SPT_1068
SPT_2175,SPT_0746
SPT_0098,SPT_0746
SPT_2174,SPT_0746
SPT_0099,SPT_0746
SPT_0329,SPT_0746
SPT_0327,SPT_0746
SPT_2176,SPT_0746
SPT_2177,SPT_0746
SPT_0328,SPT_0746
SPT_0100,SPT_0746
SPT_0101,SPT_0746
SPT_2175,SPT_0482
SPT_2175,SPT_1190
SPT_2175,SPT_0481
SPT_2175,SPT_1189
SPT_0098,SPT_0482
SPT_0098,SPT_1190
SPT_0098,SPT_0481
SPT_0098,SPT_1189
SPT_2174,SPT_0482
SPT_2174,SPT_1190
SPT_2174,SPT_0481
SPT_2174,SPT_1189
SPT_0099,SPT_0482
SPT_0099,SPT_1190
SPT_0099,SPT_0481
SPT_0099,SPT_1189
SPT_0329,SPT_0482
SPT_0329,SPT_1190
SPT_0329,SPT_0481
SPT_0329,SPT_1189
SPT_0327,SPT_0482
SPT_0327,SPT_1190
SPT_0327,SPT_0481
SPT_0327,SPT_1189
SPT_2176,SPT_0482
SPT_2176,SPT_1190
SPT_2176,SPT_0481
SPT_2176,SPT_1189
SPT_2177,SPT_0482
SPT_2177,SPT_1190
SPT_2177,SPT_0481
SPT_2177,SPT_1189
SPT_0328,SPT_0482
SPT_0328,SPT_1190
SPT_0328,SPT_0481
SPT_0328,SPT_1189
SPT_0100,SPT_0482
SPT_0100,SPT_1190
SPT_0100,SPT_0481
SPT_0100,SPT_1189
SPT_0101,SPT_0482
SPT_0101,SPT_1190
SPT_0101,SPT_0481
SPT_0101,SPT_1189
SPT_2175,SPT_1068
SPT_0098,SPT_1068
SPT_2174,SPT_1068
SPT_0099,SPT_1068
SPT_0329,SPT_1068
SPT_0327,SPT_1068
SPT_2176,SPT_1068
SPT_2177,SPT_1068
SPT_0328,SPT_1068
SPT_0100,SPT_1068
SPT_0101,SPT_1068
SPT_1683,SPT_0140
SPT_1683,SPT_0356
SPT_1683,SPT_0360
SPT_1683,SPT_0296
SPT_1683,SPT_2020
SPT_1683,SPT_0298
SPT_1683,SPT_0515
SPT_1683,SPT_0297
SPT_1683,SPT_2019
SPT_1683,SPT_0358
SPT_1683,SPT_2018
SPT_1683,SPT_0772
SPT_1683,SPT_1622
SPT_1683,SPT_1047
SPT_1683,SPT_1197
SPT_1683,SPT_2175
SPT_1683,SPT_0098
SPT_1683,SPT_2174
SPT_1683,SPT_0099
SPT_1683,SPT_0329
SPT_1683,SPT_0327
SPT_1683,SPT_2176
SPT_1683,SPT_2177
SPT_1683,SPT_0328
SPT_1683,SPT_0100
SPT_1683,SPT_0101
SPT_1683,SPT_0366
SPT_1683,SPT_0746
SPT_1683,SPT_1008
SPT_1683,SPT_0482
SPT_1683,SPT_0481
SPT_1683,SPT_1803
SPT_1683,SPT_1802
SPT_1683,SPT_1302
SPT_1683,SPT_1190
SPT_1683,SPT_1189
SPT_1683,SPT_1068
SPT_1683,SPT_1660
SPT_1683,SPT_1559
SPT_1683,SPT_1324
SPT_1683,SPT_1557
SPT_1683,SPT_0498
SPT_1683,SPT_0299
SPT_1683,SPT_0293
SPT_1683,SPT_1039
SPT_1683,SPT_0519
SPT_1683,SPT_0517
SPT_1683,SPT_1038
SPT_1683,SPT_1615
SPT_1740,SPT_0140
SPT_1739,SPT_0140
SPT_1740,SPT_0356
SPT_1740,SPT_0360
SPT_1740,SPT_0296
SPT_1740,SPT_2020
SPT_1740,SPT_0298
SPT_1740,SPT_0515
SPT_1740,SPT_0297
SPT_1740,SPT_2019
SPT_1740,SPT_0358
SPT_1740,SPT_2018
SPT_1739,SPT_0356
SPT_1739,SPT_0360
SPT_1739,SPT_0296
SPT_1739,SPT_2020
SPT_1739,SPT_0298
SPT_1739,SPT_0515
SPT_1739,SPT_0297
SPT_1739,SPT_2019
SPT_1739,SPT_0358
SPT_1739,SPT_2018
SPT_1740,SPT_0772
SPT_1739,SPT_0772
SPT_1740,SPT_1622
SPT_1740,SPT_1047
SPT_1739,SPT_1622
SPT_1739,SPT_1047
SPT_1740,SPT_1197
SPT_1739,SPT_1197
SPT_1740,SPT_2175
SPT_1740,SPT_0098
SPT_1740,SPT_2174
SPT_1740,SPT_0099
SPT_1740,SPT_0329
SPT_1740,SPT_0327
SPT_1740,SPT_2176
SPT_1740,SPT_2177
SPT_1740,SPT_0328
SPT_1740,SPT_0100
SPT_1740,SPT_0101
SPT_1739,SPT_2175
SPT_1739,SPT_0098
SPT_1739,SPT_2174
SPT_1739,SPT_0099
SPT_1739,SPT_0329
SPT_1739,SPT_0327
SPT_1739,SPT_2176
SPT_1739,SPT_2177
SPT_1739,SPT_0328
SPT_1739,SPT_0100
SPT_1739,SPT_0101
SPT_1740,SPT_0366
SPT_1739,SPT_0366
SPT_1740,SPT_0746
SPT_1739,SPT_0746
SPT_1740,SPT_1008
SPT_1739,SPT_1008
SPT_1740,SPT_0482
SPT_1740,SPT_0481
SPT_1739,SPT_0482
SPT_1739,SPT_0481
SPT_1740,SPT_1803
SPT_1740,SPT_1802
SPT_1739,SPT_1803
SPT_1739,SPT_1802
SPT_1740,SPT_1302
SPT_1739,SPT_1302
SPT_1740,SPT_1190
SPT_1740,SPT_1189
SPT_1739,SPT_1190
SPT_1739,SPT_1189
SPT_1740,SPT_1068
SPT_1739,SPT_1068
SPT_1740,SPT_1660
SPT_1739,SPT_1660
SPT_1740,SPT_1559
SPT_1740,SPT_1324
SPT_1740,SPT_1557
SPT_1739,SPT_1559
SPT_1739,SPT_1324
SPT_1739,SPT_1557
SPT_1740,SPT_0498
SPT_1740,SPT_0299
SPT_1740,SPT_0293
SPT_1739,SPT_0498
SPT_1739,SPT_0299
SPT_1739,SPT_0293
SPT_1740,SPT_1039
SPT_1740,SPT_0519
SPT_1740,SPT_0517
SPT_1740,SPT_1038
SPT_1739,SPT_1039
SPT_1739,SPT_0519
SPT_1739,SPT_0517
SPT_1739,SPT_1038
SPT_1740,SPT_1615
SPT_1739,SPT_1615
SPT_0366,SPT_0746
SPT_0366,SPT_0482
SPT_0366,SPT_1190
SPT_0366,SPT_0481
SPT_0366,SPT_1189
SPT_0366,SPT_1068
SPT_1008,SPT_0746
SPT_0482,SPT_0746
SPT_0481,SPT_0746
SPT_1803,SPT_0746
SPT_1802,SPT_0746
SPT_0689,SPT_0746
SPT_1660,SPT_0746
SPT_1559,SPT_0746
SPT_1324,SPT_0746
SPT_1557,SPT_0746
SPT_0498,SPT_0746
SPT_0299,SPT_0746
SPT_0293,SPT_0746
SPT_1039,SPT_0746
SPT_0519,SPT_0746
SPT_0517,SPT_0746
SPT_1038,SPT_0746
SPT_1615,SPT_0746
SPT_1008,SPT_0482
SPT_1008,SPT_1190
SPT_1008,SPT_0481
SPT_1008,SPT_1189
SPT_1008,SPT_1068
SPT_0482,SPT_1068
SPT_0481,SPT_1068
SPT_1008,SPT_0140
SPT_1008,SPT_0356
SPT_1008,SPT_0360
SPT_1008,SPT_0296
SPT_1008,SPT_2020
SPT_1008,SPT_0298
SPT_1008,SPT_0515
SPT_1008,SPT_0297
SPT_1008,SPT_2019
SPT_1008,SPT_0358
SPT_1008,SPT_2018
SPT_1008,SPT_0772
SPT_1008,SPT_1622
SPT_1008,SPT_1047
SPT_1008,SPT_1197
SPT_1008,SPT_2175
SPT_1008,SPT_0098
SPT_1008,SPT_2174
SPT_1008,SPT_0099
SPT_1008,SPT_0329
SPT_1008,SPT_0327
SPT_1008,SPT_2176
SPT_1008,SPT_2177
SPT_1008,SPT_0328
SPT_1008,SPT_0100
SPT_1008,SPT_0101
SPT_1008,SPT_0366
SPT_1008,SPT_1803
SPT_1008,SPT_1802
SPT_1008,SPT_1302
SPT_1008,SPT_1660
SPT_1008,SPT_1559
SPT_1008,SPT_1324
SPT_1008,SPT_1557
SPT_1008,SPT_0498
SPT_1008,SPT_0299
SPT_1008,SPT_0293
SPT_1008,SPT_1039
SPT_1008,SPT_0519
SPT_1008,SPT_0517
SPT_1008,SPT_1038
SPT_1008,SPT_1615
SPT_1803,SPT_0482
SPT_1803,SPT_1190
SPT_1803,SPT_0481
SPT_1803,SPT_1189
SPT_1802,SPT_0482
SPT_1802,SPT_1190
SPT_1802,SPT_0481
SPT_1802,SPT_1189
SPT_1803,SPT_1068
SPT_1802,SPT_1068
SPT_0689,SPT_1302
SPT_0689,SPT_0482
SPT_0689,SPT_1190
SPT_0689,SPT_0481
SPT_0689,SPT_1189
SPT_1660,SPT_0482
SPT_1660,SPT_1190
SPT_1660,SPT_0481
SPT_1660,SPT_1189
SPT_1559,SPT_0482
SPT_1559,SPT_1190
SPT_1559,SPT_0481
SPT_1559,SPT_1189
SPT_1324,SPT_0482
SPT_1324,SPT_1190
SPT_1324,SPT_0481
SPT_1324,SPT_1189
SPT_1557,SPT_0482
SPT_1557,SPT_1190
SPT_1557,SPT_0481
SPT_1557,SPT_1189
SPT_0498,SPT_0482
SPT_0498,SPT_1190
SPT_0498,SPT_0481
SPT_0498,SPT_1189
SPT_0299,SPT_0482
SPT_0299,SPT_1190
SPT_0299,SPT_0481
SPT_0299,SPT_1189
SPT_0293,SPT_0482
SPT_0293,SPT_1190
SPT_0293,SPT_0481
SPT_0293,SPT_1189
SPT_1039,SPT_0482
SPT_1039,SPT_1190
SPT_1039,SPT_0481
SPT_1039,SPT_1189
SPT_0519,SPT_0482
SPT_0519,SPT_1190
SPT_0519,SPT_0481
SPT_0519,SPT_1189
SPT_0517,SPT_0482
SPT_0517,SPT_1190
SPT_0517,SPT_0481
SPT_0517,SPT_1189
SPT_1038,SPT_0482
SPT_1038,SPT_1190
SPT_1038,SPT_0481
SPT_1038,SPT_1189
SPT_1615,SPT_0482
SPT_1615,SPT_1190
SPT_1615,SPT_0481
SPT_1615,SPT_1189
SPT_0689,SPT_0140
SPT_0689,SPT_0356
SPT_0689,SPT_0360
SPT_0689,SPT_0296
SPT_0689,SPT_2020
SPT_0689,SPT_0298
SPT_0689,SPT_0515
SPT_0689,SPT_0297
SPT_0689,SPT_2019
SPT_0689,SPT_0358
SPT_0689,SPT_2018
SPT_0689,SPT_0772
SPT_0689,SPT_1622
SPT_0689,SPT_1047
SPT_0689,SPT_1197
SPT_0689,SPT_2175
SPT_0689,SPT_0098
SPT_0689,SPT_2174
SPT_0689,SPT_0099
SPT_0689,SPT_0329
SPT_0689,SPT_0327
SPT_0689,SPT_2176
SPT_0689,SPT_2177
SPT_0689,SPT_0328
SPT_0689,SPT_0100
SPT_0689,SPT_0101
