Gene.NewLT,mean_CTRL,Total_CTRL,sd_CTRL,se_CTRL,M_CTRL,mean.EXPT,Total_EXPT,sd_EXPT,se_EXPT,M_EXPT,Value,Df,tstat,pval,Sig,Gene
SPT_RS00035,0.385595273,6,0.601224529,0.245448886,NA,0.339905532,6,0.526579386,0.214975134,NA,0.045689741,10,-0.099234053,0.922913549,FALSE,SPT_0001
SPT_RS00040,0.265014166,7,0.452770378,0.171131117,NA,0.405730512,7,0.507377334,0.191770606,NA,-0.140716346,12,0.387753313,0.704988849,FALSE,SPT_0002
SPT_RS00060,0.904948582,13,0.536628473,0.14883396,NA,0.848727133,13,0.382461174,0.106075644,NA,0.056221449,24,-0.220554456,0.827304833,FALSE,SPT_0006
SPT_RS00065,0.594757158,14,0.540966755,0.144579447,NA,0.63943032,14,0.50297562,0.134425889,NA,-0.044673162,26,0.160115799,0.874027338,FALSE,SPT_0007
SPT_RS00080,0.955034259,6,0.063721911,0.026014361,NA,0.995767802,6,0.037590608,0.015346302,NA,-0.040733543,10,0.984837779,0.347931736,FALSE,SPT_0010
SPT_RS00085,0.685435356,140,0.465221906,0.039318427,NA,0.673552304,140,0.463177681,0.039145659,NA,0.011883052,278,-0.151445745,0.879733946,FALSE,SPT_0011
SPT_RS00110,0.707521113,8,0.442763774,0.156540633,NA,0.757069499,8,0.467655155,0.165341066,NA,-0.049548386,14,0.15393353,0.879859075,FALSE,SPT_0016
SPT_RS00115,0.226390051,5,0.506223543,0.226390051,NA,0.202742327,5,0.453345625,0.202742327,NA,0.023647724,8,-0.055105896,0.957405459,FALSE,SPT_0017
SPT_RS00120,0.470259956,18,0.488405779,0.115118346,NA,0.648024658,18,0.473476692,0.111599527,NA,-0.177764702,34,0.784078907,0.43842248,FALSE,SPT_0019
SPT_RS00125,0.565193582,14,0.510963314,0.13656069,NA,0.55824342,14,0.504513595,0.13483693,NA,0.006950162,26,-0.02560878,0.979764927,FALSE,SPT_0022
SPT_RS00130,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_0023
SPT_RS00135,0.502103027,2,0.71008091,0.502103027,NA,0.455891349,2,0.644727728,0.455891349,NA,0.046211678,2,-0.048237943,0.965910448,FALSE,SPT_0024
SPT_RS00140,0.912322277,3,0.126058838,0.072780104,NA,0.950611012,3,0.066836781,0.038588234,NA,-0.038288735,4,0.343802698,0.748306632,FALSE,SPT_0025
SPT_RS00145,0.993817599,2,0.036651606,0.025916599,NA,0.487349507,2,0.689216283,0.487349507,NA,0.506468092,2,-0.98675538,0.427781446,FALSE,SPT_0026
SPT_RS00160,0.526223655,8,0.47358208,0.16743655,NA,0.577934765,8,0.489474237,0.173055276,NA,-0.05171111,14,0.151871811,0.881454902,FALSE,SPT_0029
SPT_RS00165,0.60161103,27,0.45228879,0.087043018,NA,0.488305002,27,0.464741949,0.08943963,NA,0.113306029,52,-0.642023623,0.523678222,FALSE,SPT_0030
SPT_RS00170,0.68884952,41,0.484424941,0.075654465,NA,0.683539689,41,0.47568815,0.074290008,NA,0.005309831,80,-0.035411982,0.971839441,FALSE,SPT_0031
SPT_RS00175,0.595886302,28,0.494340714,0.093421614,NA,0.685928306,28,0.483851963,0.091439426,NA,-0.090042004,54,0.487079398,0.628173464,FALSE,SPT_0032
SPT_RS00180,0.796087134,17,0.475732362,0.115382046,NA,0.590471912,17,0.510151407,0.12372989,NA,0.205615222,32,-0.859911996,0.396234314,FALSE,SPT_0034
SPT_RS00185,0.632839727,11,0.512061623,0.154392388,NA,0.639189908,11,0.511206368,0.154134519,NA,-0.006350182,20,0.020582262,0.98378285,FALSE,SPT_0035
SPT_RS00190,0.593560536,20,0.5027758,0.112424087,NA,0.50226231,20,0.516148805,0.115414381,NA,0.091298225,38,-0.400714708,0.690874386,FALSE,SPT_0036
SPT_RS00200,0.735933768,24,0.402905865,0.082242815,NA,0.72288967,24,0.379992818,0.077565709,NA,0.013044098,46,-0.081623292,0.935300402,FALSE,SPT_0038
SPT_RS00205,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0039
SPT_RS00210,0.634602846,130,0.480703389,0.042160476,NA,0.718161036,130,0.463067471,0.040613704,NA,-0.08355819,258,1.009471677,0.313694266,FALSE,SPT_0040
SPT_RS00215,0.464132488,10,0.49289158,0.155866003,NA,0.476271064,10,0.506123733,0.160050378,NA,-0.012138576,18,0.038423383,0.969773066,FALSE,SPT_0041
SPT_RS00220,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0042
SPT_RS00225,0,2,0,0,NA,0.459664886,2,0.650064316,0.459664886,NA,-0.459664886,2,1,0.422649731,FALSE,SPT_0043
SPT_RS00230,0.484738374,24,0.464432934,0.094801976,NA,0.487392778,24,0.499701717,0.102001186,NA,-0.002654404,46,0.013487608,0.989297101,FALSE,SPT_0044
SPT_RS00235,0,6,0,0,NA,0.146978005,6,0.360021115,0.146978005,NA,-0.146978005,10,1,0.340893132,FALSE,SPT_0045
SPT_RS00240,0.337830924,26,0.380548132,0.074631629,NA,0.526240805,26,0.431153419,0.084556142,NA,-0.188409881,50,1.183570071,0.242179999,FALSE,SPT_0046
SPT_RS00245,0.501918413,35,0.474217234,0.080157343,NA,0.55851656,35,0.467073203,0.078949781,NA,-0.056598147,68,0.355723528,0.723148796,FALSE,SPT_0047
SPT_RS00295,0.652474594,8,0.548320218,0.193860472,NA,0.630893865,8,0.524453278,0.185422235,NA,0.021580729,14,-0.056898796,0.955429918,FALSE,SPT_0058
SPT_RS00300,0.720600231,47,0.479611243,0.06995849,NA,0.735749936,47,0.475042487,0.069292068,NA,-0.015149705,92,0.108794576,0.913602365,FALSE,SPT_0059
SPT_RS00305,0.683076768,27,0.404131638,0.07777517,NA,0.805382373,27,0.396088095,0.076227189,NA,-0.122305606,52,0.794180076,0.430700154,FALSE,SPT_0060
SPT_RS00310,0.876167759,9,0.346075584,0.115358528,NA,0.874414956,9,0.329931278,0.109977093,NA,0.001752803,16,-0.007778631,0.993889776,FALSE,SPT_0061
SPT_RS00315,0.620975959,32,0.500975033,0.088560711,NA,0.53685273,32,0.515524455,0.09113271,NA,0.08412323,62,-0.468148636,0.641319926,FALSE,SPT_0062
SPT_RS00320,0.496011375,26,0.510471992,0.100111794,NA,0.628142187,26,0.50895141,0.099813584,NA,-0.132130811,50,0.660900646,0.511709865,FALSE,SPT_0063
SPT_RS00325,0.441512411,17,0.279723275,0.067842859,NA,0.751418335,17,0.366677851,0.088932442,NA,-0.309905924,32,1.976752218,0.056740788,FALSE,SPT_0064
SPT_RS00330,0.671392164,60,0.489849396,0.063239285,NA,0.653038822,60,0.485209699,0.062640303,NA,0.018353341,118,-0.145800771,0.884327441,FALSE,SPT_0065
SPT_RS00335,0.306875651,3,0.531524219,0.306875651,NA,0.283710205,3,0.49140049,0.283710205,NA,0.023165446,4,-0.039224519,0.970591037,FALSE,SPT_0066
SPT_RS00345,0.493906728,12,0.516184722,0.149009694,NA,0.413594307,12,0.511159661,0.147559084,NA,0.080312421,22,-0.270805382,0.78906524,FALSE,SPT_0067
SPT_RS00350,0.711067314,16,0.507857587,0.126964397,NA,0.676388869,16,0.474873216,0.118718304,NA,0.034678445,30,-0.141151351,0.888693945,FALSE,SPT_0069
SPT_RS00355,0.303674798,13,0.478129494,0.132609262,NA,0.232116943,13,0.441949197,0.122574653,NA,0.071557855,24,-0.280416792,0.781560758,FALSE,SPT_0070
SPT_RS00360,0.800086948,6,0.394145266,0.160909131,NA,0.837003874,6,0.41448735,0.169213752,NA,-0.036916926,10,0.11182783,0.913172745,FALSE,SPT_0071
SPT_RS00365,0.57267089,34,0.504796248,0.086571842,NA,0.588339399,34,0.510179609,0.087495081,NA,-0.015668509,66,0.09001428,0.928548482,FALSE,SPT_0072
SPT_RS00370,0.567873341,49,0.481875825,0.068839404,NA,0.620432498,49,0.48197976,0.068854251,NA,-0.052559157,96,0.38171081,0.703519474,FALSE,SPT_0073
SPT_RS00375,0,4,0,0,NA,0,4,0,0,NA,0,6,NA,NA,FALSE,SPT_0074
SPT_RS00380,0.568012663,4,0.404812797,0.202406398,NA,0.743460552,4,0.496312412,0.248156206,NA,-0.175447889,6,0.38939736,0.710427732,FALSE,SPT_0075
SPT_RS00385,0.300012233,10,0.485230357,0.153443312,NA,0.414861794,10,0.53995876,0.170749953,NA,-0.114849561,18,0.354262638,0.727258238,FALSE,SPT_0076
SPT_RS00395,0.834467113,6,0.410004945,0.167383818,NA,0.860746724,6,0.424584105,0.173335735,NA,-0.02627961,10,0.077129739,0.940041732,FALSE,SPT_0078
SPT_RS00400,0.819720049,24,0.441940502,0.090210727,NA,0.73535132,24,0.44182145,0.090186426,NA,0.08436873,46,-0.467683266,0.642219299,FALSE,SPT_0079
SPT_RS00410,0.53166911,115,0.499973288,0.04662275,NA,0.663545206,115,0.486234405,0.045341592,NA,-0.131876096,228,1.433991629,0.152944676,FALSE,SPT_0080
SPT_RS00415,0.552363773,72,0.503840398,0.05937816,NA,0.635970208,72,0.491053491,0.057871209,NA,-0.083606435,142,0.713065118,0.476975647,FALSE,SPT_0081
SPT_RS00420,0.657359118,42,0.457597241,0.070608787,NA,0.68951966,42,0.472088124,0.072844779,NA,-0.032160542,82,0.224187821,0.823168813,FALSE,SPT_0082
SPT_RS00425,0.949497542,3,0.22687041,0.130983692,NA,1.055635267,3,0.110458418,0.063773197,NA,-0.106137725,4,0.544975459,0.614732164,FALSE,SPT_0083
SPT_RS00430,0.646443767,126,0.483169902,0.043044196,NA,0.661457366,126,0.481391086,0.042885726,NA,-0.015013599,250,0.174719109,0.861441765,FALSE,SPT_0084
SPT_RS00435,0.709975113,48,0.466336183,0.06730983,NA,0.758669195,48,0.479484088,0.069207567,NA,-0.048694082,94,0.356687741,0.72212501,FALSE,SPT_0085
SPT_RS00440,0.584194163,47,0.512177836,0.074708816,NA,0.647200162,47,0.497110825,0.072511066,NA,-0.063005998,92,0.427972075,0.669671645,FALSE,SPT_0086
SPT_RS00445,0.771440422,16,0.465439534,0.116359883,NA,0.813271415,16,0.418439726,0.104609931,NA,-0.041830994,30,0.18930637,0.851127674,FALSE,SPT_0087
SPT_RS00450,0.707674668,66,0.463302709,0.057028621,NA,0.745568615,66,0.448293913,0.055181166,NA,-0.037893947,130,0.337706251,0.736129259,FALSE,SPT_0088
SPT_RS00455,0.531065686,42,0.493509816,0.076150218,NA,0.643108138,42,0.487678868,0.075250483,NA,-0.112042452,82,0.740039192,0.461389796,FALSE,SPT_0089
SPT_RS00460,0.734959606,53,0.458313285,0.062954171,NA,0.737766067,53,0.449231361,0.061706673,NA,-0.002806461,104,0.022512769,0.982082064,FALSE,SPT_0090
SPT_RS00465,0.569593796,16,0.521398457,0.130349614,NA,0.617462126,16,0.494570737,0.123642684,NA,-0.04786833,30,0.188463706,0.851782273,FALSE,SPT_0091
SPT_RS00470,0.77324554,37,0.44887587,0.073794738,NA,0.801084195,37,0.43332686,0.071238497,NA,-0.027838656,72,0.191946733,0.848324253,FALSE,SPT_0092
SPT_RS00475,0.605685856,26,0.495333878,0.097142966,NA,0.586714715,26,0.514057938,0.100815056,NA,0.018971141,50,-0.095834163,0.924035361,FALSE,SPT_0093
SPT_RS00480,0.724395049,28,0.443836922,0.083877294,NA,0.780143172,28,0.427635055,0.080815429,NA,-0.055748123,54,0.338497791,0.736300744,FALSE,SPT_0094
SPT_RS00485,0.529464005,201,0.491244478,0.034649714,NA,0.584215999,201,0.481915496,0.033991698,NA,-0.054751994,400,0.797652497,0.425545433,FALSE,SPT_0095
SPT_RS00490,0.576653695,71,0.496693004,0.058946615,NA,0.632444467,71,0.463169312,0.054968084,NA,-0.055790772,140,0.489759199,0.625070863,FALSE,SPT_0096
SPT_RS00495,0.473154101,118,0.505416702,0.046527379,NA,0.548167417,118,0.487922299,0.044916888,NA,-0.075013315,234,0.820317312,0.412870072,FALSE,SPT_0097
SPT_RS00500,0.561016347,18,0.518774208,0.122276253,NA,0.761283959,18,0.430228283,0.101405779,NA,-0.200267612,34,0.89532275,0.376909624,FALSE,SPT_0098
SPT_RS00505,0.584063714,66,0.510667936,0.062858878,NA,0.584185386,66,0.508631512,0.062608211,NA,-0.000121672,130,0.00096975,0.999227738,FALSE,SPT_0099
SPT_RS00510,0.540844547,36,0.52273569,0.087122615,NA,0.650079903,36,0.502657838,0.083776306,NA,-0.109235357,70,0.639181077,0.524791311,FALSE,SPT_0100
SPT_RS00515,0.333696465,22,0.507612944,0.108223443,NA,0.398958379,22,0.493554509,0.105226175,NA,-0.065261914,42,0.305748562,0.761306455,FALSE,SPT_0101
SPT_RS00520,0.589727808,71,0.489170491,0.058053857,NA,0.718693609,71,0.465494645,0.055244051,NA,-0.128965801,140,1.138289348,0.256943844,FALSE,SPT_0102
SPT_RS00525,0.590708023,60,0.51042888,0.065896085,NA,0.764317277,60,0.460684107,0.059474062,NA,-0.173609254,118,1.384773465,0.16873448,FALSE,SPT_0103
SPT_RS00530,0.558612013,24,0.52904477,0.107990812,NA,0.542703469,24,0.520407343,0.106227704,NA,0.015908544,46,-0.074263159,0.941123,FALSE,SPT_0104
SPT_RS00535,0.676082912,20,0.517177658,0.11564444,NA,0.650750394,20,0.493056855,0.110250865,NA,0.025332518,38,-0.112142738,0.911300534,FALSE,SPT_0105
SPT_RS00545,0.893523851,15,0.263284405,0.067979741,NA,1.00087302,15,0.047164942,0.012177936,NA,-0.107349169,28,1.339225053,0.191268169,FALSE,SPT_0107
SPT_RS00550,0.713802555,19,0.447092124,0.102569968,NA,0.812676191,19,0.437233847,0.100308324,NA,-0.098873635,36,0.487354436,0.628961823,FALSE,SPT_0109
SPT_RS00560,0.532399751,73,0.505104098,0.059117963,NA,0.644406684,73,0.472488936,0.055300647,NA,-0.112006934,144,0.97892234,0.329260107,FALSE,SPT_0111
SPT_RS00565,0.402012959,15,0.515391903,0.133073617,NA,0.479479145,15,0.530839098,0.137062066,NA,-0.077466186,28,0.286767689,0.776401588,FALSE,SPT_0112
SPT_RS00580,0.583725346,41,0.538007822,0.084022706,NA,0.548978092,41,0.499299536,0.077977487,NA,0.034747255,80,-0.214488971,0.830711558,FALSE,SPT_0116
SPT_RS00585,0.522659512,31,0.519007355,0.093216473,NA,0.59482645,31,0.48500435,0.087109353,NA,-0.072166938,60,0.400203007,0.690428346,FALSE,SPT_0117
SPT_RS00590,0.381665668,21,0.501656787,0.109470486,NA,0.505668306,21,0.4982493,0.108726911,NA,-0.124002638,40,0.568304848,0.573004794,FALSE,SPT_0118
SPT_RS00595,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_0119
SPT_RS00605,0.539482372,7,0.517965796,0.195772669,NA,0.571536191,7,0.534743874,0.202114186,NA,-0.032053819,12,0.080560137,0.93711975,FALSE,SPT_0120
SPT_RS00610,0.612985789,13,0.512137279,0.142041324,NA,0.505259112,13,0.498805274,0.138343692,NA,0.107726678,24,-0.384209824,0.704206068,FALSE,SPT_0121
SPT_RS00615,0.643713065,76,0.52136062,0.059804165,NA,0.67570067,76,0.490542942,0.056269135,NA,-0.031987605,150,0.27558108,0.783249115,FALSE,SPT_0122
SPT_RS00620,0.68223574,50,0.495066166,0.070012929,NA,0.742116933,50,0.459863701,0.065034548,NA,-0.059881192,98,0.44340845,0.658447693,FALSE,SPT_0123
SPT_RS00630,0.579806155,70,0.500325937,0.059800387,NA,0.648999288,70,0.478142403,0.057148948,NA,-0.069193133,138,0.591650504,0.555052632,FALSE,SPT_0124
SPT_RS00635,0.542920397,30,0.52399933,0.095668751,NA,0.535728491,30,0.51164383,0.093412956,NA,0.007191906,58,-0.038035968,0.969789622,FALSE,SPT_0125
SPT_RS00640,0.657594446,52,0.511689592,0.070958579,NA,0.596947045,52,0.497421916,0.068980009,NA,0.0606474,102,-0.433385825,0.665649648,FALSE,SPT_0126
SPT_RS00655,0.851297401,12,0.431378801,0.124528333,NA,0.911005647,12,0.301159019,0.08693712,NA,-0.059708246,22,0.282354611,0.780310941,FALSE,SPT_0130
SPT_RS00660,0.524258417,57,0.529033154,0.070072153,NA,0.559981381,57,0.502327806,0.066534943,NA,-0.035722964,112,0.261501525,0.794186058,FALSE,SPT_0131
SPT_RS00665,0.670110419,30,0.491718654,0.089775133,NA,0.644208854,30,0.472285531,0.086227146,NA,0.025901566,58,-0.147166082,0.883511309,FALSE,SPT_0132
SPT_RS00670,0.527135617,13,0.510115971,0.141480715,NA,0.532871093,13,0.51485389,0.142794777,NA,-0.005735475,24,0.020175764,0.984069963,FALSE,SPT_0133
SPT_RS00675,0.571094666,33,0.508219351,0.088469633,NA,0.57485779,33,0.474692475,0.082633353,NA,-0.003763123,64,0.021993323,0.982521709,FALSE,SPT_0134
SPT_RS00680,0.584802011,56,0.519641505,0.069440017,NA,0.685464508,56,0.468276017,0.062576015,NA,-0.100662497,110,0.762502063,0.447392405,FALSE,SPT_0135
SPT_RS00685,0.179770825,10,0.380699547,0.120387767,NA,0.161483761,10,0.351804815,0.111250451,NA,0.018287064,18,-0.078946662,0.937946094,FALSE,SPT_0136
SPT_RS00690,0.219437663,9,0.435460897,0.145153632,NA,0.103603408,9,0.310810225,0.103603408,NA,0.115834255,16,-0.465652167,0.64774012,FALSE,SPT_0137
SPT_RS00700,0.693039047,36,0.472413036,0.078735506,NA,0.684909901,36,0.466938219,0.077823036,NA,0.008129145,70,-0.051923998,0.958737144,FALSE,SPT_0138
SPT_RS00705,0.826189383,25,0.382067915,0.076413583,NA,0.777043073,25,0.411008854,0.082201771,NA,0.04914631,48,-0.309845857,0.758019406,FALSE,SPT_0139
SPT_RS00710,0.406040317,25,0.475871105,0.095174221,NA,0.407561496,25,0.477412804,0.095482561,NA,-0.001521179,48,0.007978626,0.993667114,FALSE,SPT_0140
SPT_RS00715,0.601645198,35,0.506387378,0.085595089,NA,0.572505743,35,0.507938157,0.085857219,NA,0.029139455,68,-0.169956619,0.865548884,FALSE,SPT_0141
SPT_RS00725,0.801208368,11,0.414812175,0.125070577,NA,0.752214912,11,0.485211387,0.146296738,NA,0.048993455,20,-0.180542949,0.858543246,FALSE,SPT_0143
SPT_RS00730,0.557413301,113,0.505785448,0.047580293,NA,0.612430104,113,0.488203736,0.045926344,NA,-0.055016803,224,0.588373246,0.556874564,FALSE,SPT_0144
SPT_RS00735,0.603410707,37,0.537355954,0.088340775,NA,0.681668654,37,0.483428261,0.079475117,NA,-0.078257947,72,0.466332158,0.642385625,FALSE,SPT_0145
SPT_RS00740,0.621716649,31,0.50855386,0.09133897,NA,0.620750312,31,0.506389154,0.090950177,NA,0.000966336,60,-0.005301119,0.995787925,FALSE,SPT_0146
SPT_RS00745,0.620456196,24,0.494942482,0.101029711,NA,0.748549268,24,0.444895416,0.090813896,NA,-0.128093072,46,0.667695285,0.507664323,FALSE,SPT_0147
SPT_RS00755,0.726828413,23,0.495850748,0.103392028,NA,0.662444604,23,0.495757813,0.10337265,NA,0.064383809,44,-0.311386886,0.75697714,FALSE,SPT_0149
SPT_RS00760,0.862384849,28,0.372591547,0.070413184,NA,0.783655645,28,0.423525991,0.080038889,NA,0.078729204,54,-0.523284278,0.60291727,FALSE,SPT_0150
SPT_RS00775,0.288575801,7,0.492851771,0.18628046,NA,0.410476381,7,0.513437483,0.194061128,NA,-0.12190058,12,0.320502896,0.754099485,FALSE,SPT_0153
SPT_RS00780,0.748335812,30,0.425435931,0.077673619,NA,0.843957272,30,0.394777077,0.072076103,NA,-0.09562146,58,0.63854182,0.525634537,FALSE,SPT_0154
SPT_RS00790,0.643028468,107,0.504237603,0.048746489,NA,0.650328485,107,0.487252152,0.047104443,NA,-0.007300016,212,0.076160098,0.939363551,FALSE,SPT_0155
SPT_RS00795,0.613478503,88,0.507942252,0.054146826,NA,0.635327706,88,0.477952551,0.050949913,NA,-0.021849203,174,0.207896107,0.835553222,FALSE,SPT_0156
SPT_RS00800,0.580433504,19,0.514007022,0.117921298,NA,0.59576755,19,0.52395827,0.120204271,NA,-0.015334045,36,0.064394787,0.949012133,FALSE,SPT_0157
SPT_RS00805,0.600434933,14,0.548775602,0.146666449,NA,0.562084599,14,0.508105756,0.135796975,NA,0.038350334,26,-0.135770973,0.893048083,FALSE,SPT_0158
SPT_RS00810,0.580608279,48,0.501139544,0.072333263,NA,0.581019194,48,0.482009248,0.069572042,NA,-0.000410915,94,0.002895699,0.997695706,FALSE,SPT_0159
SPT_RS00815,0.617526599,28,0.509035826,0.096198729,NA,0.517170783,28,0.495061262,0.093557784,NA,0.100355816,54,-0.52886625,0.599065471,FALSE,SPT_0160
SPT_RS00820,0.703436277,66,0.489423037,0.060243811,NA,0.742695077,66,0.462147904,0.056886475,NA,-0.0392588,130,0.335172065,0.738035535,FALSE,SPT_0161
SPT_RS00830,0.470284294,16,0.487958908,0.121989727,NA,0.49197661,16,0.508924827,0.127231207,NA,-0.021692316,30,0.087040504,0.9312177,FALSE,SPT_0162
SPT_RS00835,0.673045855,45,0.488369753,0.072801864,NA,0.66350826,45,0.47768341,0.071208839,NA,0.009537595,88,-0.066228378,0.947346236,FALSE,SPT_0163
SPT_RS00840,0.388411115,3,0.672747785,0.388411115,NA,0.32759822,3,0.567416761,0.32759822,NA,0.060812895,4,-0.084933104,0.936395722,FALSE,SPT_0165
SPT_RS00845,0.710747139,16,0.428455782,0.107113946,NA,0.712806848,16,0.430102994,0.107525749,NA,-0.002059709,30,0.009596121,0.992407052,FALSE,SPT_0166
SPT_RS00850,0.741977659,41,0.468046403,0.073096568,NA,0.596457928,41,0.441917642,0.069015941,NA,0.145519732,80,-1.023975535,0.308933242,FALSE,SPT_0167
SPT_RS00860,0.166925933,11,0.372572464,0.112334824,NA,0.175795179,11,0.391146369,0.117935068,NA,-0.008869246,20,0.038516741,0.969657565,FALSE,SPT_0169
SPT_RS00865,0.231848896,3,0.401574068,0.231848896,NA,0.368482434,3,0.638230297,0.368482434,NA,-0.136633537,4,0.22759688,0.831119759,FALSE,SPT_0170
SPT_RS00875,0.349252238,3,0.604922621,0.349252238,NA,0.656034964,3,0.568176136,0.328036645,NA,-0.306782727,4,0.452956979,0.674061771,FALSE,SPT_0172
SPT_RS00880,0.733218861,14,0.500269245,0.13370258,NA,0.63632983,14,0.496332518,0.132650445,NA,0.096889031,26,-0.363761708,0.718977283,FALSE,SPT_0173
SPT_RS00885,0.449497392,17,0.359494973,0.087190338,NA,0.600309306,17,0.409474161,0.099312072,NA,-0.150811914,32,0.808632521,0.424697933,FALSE,SPT_0174
SPT_RS00890,0.664498678,18,0.445133696,0.104919018,NA,0.810453353,18,0.380491997,0.089682824,NA,-0.145954675,34,0.750016925,0.458403389,FALSE,SPT_0175
SPT_RS00895,0.50752652,10,0.320294672,0.101286069,NA,0.746338875,10,0.297632344,0.094119611,NA,-0.238812355,18,1.222136199,0.237419539,FALSE,SPT_0176
SPT_RS00930,0.527661232,136,0.514729267,0.044137671,NA,0.554209863,136,0.505079677,0.043310225,NA,-0.026548632,270,0.303593718,0.76167125,FALSE,SPT_0181
SPT_RS00935,0.648771457,194,0.491040812,0.035254676,NA,0.682173551,194,0.470038182,0.033746775,NA,-0.033402094,386,0.484078142,0.62860494,FALSE,SPT_0182
SPT_RS00960,0.677091015,48,0.469463164,0.067761171,NA,0.686002836,48,0.470806403,0.067955051,NA,-0.008911821,94,0.065665114,0.947783902,FALSE,SPT_0188
SPT_RS00965,0.639441907,8,0.531282791,0.187836832,NA,0.767757943,8,0.475005078,0.167939656,NA,-0.128316035,14,0.360664742,0.723733864,FALSE,SPT_0189
SPT_RS00970,0.569024651,56,0.508789245,0.067989823,NA,0.634938059,56,0.486741894,0.065043622,NA,-0.065913408,110,0.495464945,0.62126033,FALSE,SPT_0190
SPT_RS00975,0.684084947,48,0.496825148,0.071710533,NA,0.640451974,48,0.481307292,0.069470724,NA,0.043632973,94,-0.309056415,0.757962585,FALSE,SPT_0191
SPT_RS00985,0.758787065,23,0.473660358,0.098765012,NA,0.743417483,23,0.453322251,0.094524224,NA,0.015369583,44,-0.079515978,0.936982777,FALSE,SPT_0193
SPT_RS00990,0.664319471,12,0.493783072,0.142542895,NA,0.730027751,12,0.448977941,0.129608768,NA,-0.06570828,22,0.241439937,0.811450297,FALSE,SPT_0194
SPT_RS00995,0.565966587,19,0.501477975,0.115046938,NA,0.551594231,19,0.495221219,0.113611539,NA,0.014372356,36,-0.062855121,0.950229574,FALSE,SPT_0195
SPT_RS01000,0.339326293,27,0.46136292,0.088789335,NA,0.558256636,27,0.482970565,0.092947729,NA,-0.218930343,52,1.204654339,0.233791042,FALSE,SPT_0196
SPT_RS01005,0.632603744,63,0.491937336,0.061978279,NA,0.640530178,63,0.46636547,0.058756526,NA,-0.007926434,124,0.06565161,0.947760927,FALSE,SPT_0197
SPT_RS01010,0.510183721,25,0.502704953,0.100540991,NA,0.543430503,25,0.498478588,0.099695718,NA,-0.033246781,48,0.166037395,0.868824928,FALSE,SPT_0198
SPT_RS01015,0.504056214,34,0.52053745,0.089271436,NA,0.607632352,34,0.46701656,0.080092679,NA,-0.103576138,66,0.611558932,0.542930491,FALSE,SPT_0199
SPT_RS01020,0.492142626,26,0.503487328,0.098741989,NA,0.762207965,26,0.436648798,0.085633875,NA,-0.27006534,50,1.464754304,0.14924788,FALSE,SPT_0200
SPT_RS01025,0.670421326,54,0.485570697,0.066077802,NA,0.790885511,54,0.433699827,0.059019071,NA,-0.120464185,106,0.962967193,0.33775565,FALSE,SPT_0201
SPT_RS01030,0.623916905,119,0.495873726,0.04545667,NA,0.676442964,119,0.463903157,0.042525933,NA,-0.052526058,236,0.597005054,0.551076315,FALSE,SPT_0202
SPT_RS01035,0.552511234,68,0.514314051,0.06236974,NA,0.558255143,68,0.505722248,0.061327831,NA,-0.005743909,134,0.0464351,0.963032593,FALSE,SPT_0203
SPT_RS01040,0.646181421,62,0.492464375,0.062543038,NA,0.720155853,62,0.473605425,0.060147949,NA,-0.073974432,122,0.602932895,0.547672516,FALSE,SPT_0204
SPT_RS01045,0.31808318,4,0.636166359,0.31808318,NA,0.289337013,4,0.578674026,0.289337013,NA,0.028746167,6,-0.04732501,0.963790103,FALSE,SPT_0205
SPT_RS01055,0.51515583,51,0.517457892,0.072458598,NA,0.565132172,51,0.48345473,0.067697203,NA,-0.049976342,100,0.356577048,0.722159734,FALSE,SPT_0207
SPT_RS01060,0.507677976,18,0.524329143,0.123585564,NA,0.670039353,18,0.493357829,0.116285556,NA,-0.162361377,34,0.676869217,0.503068412,FALSE,SPT_0208
SPT_RS01065,0.526370033,15,0.510454604,0.131798812,NA,0.588549192,15,0.500564983,0.129245323,NA,-0.062179159,28,0.238194047,0.81346516,FALSE,SPT_0209
SPT_RS01070,0.651244648,70,0.479766152,0.057343023,NA,0.687725971,70,0.461918418,0.055209811,NA,-0.036481323,138,0.324126207,0.746333233,FALSE,SPT_0211
SPT_RS01075,0.642272584,45,0.488323197,0.072794924,NA,0.709882525,45,0.469895242,0.070047847,NA,-0.067609941,88,0.473317203,0.637158926,FALSE,SPT_0212
SPT_RS01080,0.65765132,123,0.516782843,0.04659674,NA,0.661349118,123,0.48760364,0.04396574,NA,-0.003697798,244,0.040831452,0.967463656,FALSE,SPT_0213
SPT_RS01085,0.503061925,86,0.510785695,0.055079438,NA,0.600150499,86,0.504953431,0.054450529,NA,-0.097088573,170,0.886411054,0.376648276,FALSE,SPT_0214
SPT_RS01090,0.593129379,96,0.502868281,0.051323779,NA,0.640941155,96,0.493917843,0.050410279,NA,-0.047811776,190,0.469968238,0.638916671,FALSE,SPT_0215
SPT_RS01095,0,4,0,0,NA,0,4,0,0,NA,0,6,NA,NA,FALSE,SPT_0216
