Gene.NewLT,mean_CTRL,Total_CTRL,sd_CTRL,se_CTRL,M_CTRL,mean.EXPT,Total_EXPT,sd_EXPT,se_EXPT,M_EXPT,Value,Df,tstat,pval,Sig,Gene
SPT_RS08400,0.268294195,4,0.53658839,0.268294195,NA,0.246037083,4,0.492074165,0.246037083,NA,0.022257112,6,-0.043273885,0.966887389,FALSE,SPT_1687
SPT_RS08405,0.245586377,4,0.491172755,0.245586377,NA,0.246385803,4,0.492771606,0.246385803,NA,-0.000799425,6,0.00162494,0.998756165,FALSE,SPT_1688
SPT_RS08410,0.498043765,36,0.46143872,0.076906453,NA,0.701536913,36,0.477059528,0.079509921,NA,-0.203493148,70,1.300970878,0.19753467,FALSE,SPT_1689
SPT_RS08415,0.632603387,16,0.515246649,0.128811662,NA,0.480023636,16,0.498031054,0.124507763,NA,0.152579751,30,-0.602321558,0.551485972,FALSE,SPT_1690
SPT_RS08425,0.442657412,31,0.505024708,0.090705115,NA,0.489359214,31,0.490419355,0.088081916,NA,-0.046701802,60,0.261214707,0.794821488,FALSE,SPT_1693
SPT_RS08430,0.488318886,6,0.536048196,0.21884076,NA,0.670359577,6,0.519383903,0.212037591,NA,-0.18204069,10,0.422487437,0.681609577,FALSE,SPT_1694
SPT_RS08435,0.3188119,3,0.552198408,0.3188119,NA,0.327180196,3,0.566692722,0.327180196,NA,-0.008368296,4,0.012954177,0.990284707,FALSE,SPT_1695
SPT_RS08445,0.550590993,27,0.548563158,0.105571029,NA,0.634715109,27,0.498296292,0.095897166,NA,-0.084124116,52,0.417555319,0.677991366,FALSE,SPT_1697
SPT_RS08455,0.487183876,17,0.482424463,0.117005119,NA,0.555341504,17,0.489854971,0.118807281,NA,-0.068157628,32,0.289033266,0.774420191,FALSE,SPT_1699
SPT_RS08460,0.343688686,6,0.532442461,0.217368724,NA,0.586660463,6,0.47209636,0.192732532,NA,-0.242971777,10,0.59246777,0.566692268,FALSE,SPT_1700
SPT_RS08465,0.700766957,20,0.491556848,0.109915453,NA,0.415195628,20,0.483888829,0.108200832,NA,0.285571329,38,-1.309261845,0.198307454,FALSE,SPT_1701
SPT_RS08475,0.585366049,71,0.497519906,0.05904475,NA,0.63660057,71,0.491752987,0.058360343,NA,-0.051234521,140,0.436390963,0.663225333,FALSE,SPT_1703
SPT_RS08480,0.577272137,19,0.51341402,0.117785254,NA,0.5309145,19,0.518044538,0.118847568,NA,0.046357637,36,-0.195905355,0.845785893,FALSE,SPT_1704
SPT_RS08485,0.453477941,13,0.512201579,0.142059158,NA,0.546873217,13,0.529192608,0.146771622,NA,-0.093395276,24,0.32335638,0.749226053,FALSE,SPT_1705
SPT_RS08495,0.144060009,42,0.313728874,0.048409416,NA,0.223420163,42,0.372572339,0.05748916,NA,-0.079360154,82,0.74939774,0.45576205,FALSE,SPT_1708
SPT_RS08500,0.153164769,7,0.405235889,0.153164769,NA,0.240129304,7,0.410520316,0.155162095,NA,-0.086964535,12,0.282053059,0.782708266,FALSE,SPT_1709
SPT_RS08505,0,1,NA,NA,NA,0.804849223,1,NA,NA,NA,-0.804849223,0,NA,NA,FALSE,SPT_1710
SPT_RS08510,0.608392564,32,0.486144299,0.085938983,NA,0.613212453,32,0.488465492,0.086349315,NA,-0.004819889,62,0.027975717,0.977771374,FALSE,SPT_1711
SPT_RS08515,0.456689961,21,0.492972713,0.107575465,NA,0.429534467,21,0.510120656,0.111317453,NA,0.027155494,40,-0.12405835,0.901890405,FALSE,SPT_1712
SPT_RS08520,0.47029065,12,0.496020414,0.14318876,NA,0.578456075,12,0.435488196,0.125714614,NA,-0.108165425,22,0.402246441,0.691384158,FALSE,SPT_1713
SPT_RS08525,0.463676364,2,0.655737403,0.463676364,NA,0.494701151,2,0.699613077,0.494701151,NA,-0.031024787,2,0.032372198,0.977115394,FALSE,SPT_1714
SPT_RS08530,0.757558684,15,0.507712313,0.131090755,NA,0.715822814,15,0.453377982,0.117061692,NA,0.04173587,28,-0.168186414,0.867645606,FALSE,SPT_1715
SPT_RS08535,0.243782108,8,0.452910851,0.160128167,NA,0.737102155,8,0.457366242,0.161703386,NA,-0.493320047,14,1.532851714,0.14759497,FALSE,SPT_1716
SPT_RS08540,0.716712611,41,0.48963211,0.076467688,NA,0.665122509,41,0.485515048,0.075824711,NA,0.051590102,80,-0.338756905,0.735680404,FALSE,SPT_1717
SPT_RS08550,0.692529609,68,0.485983519,0.058934158,NA,0.691647936,68,0.4541916,0.055078822,NA,0.000881672,134,-0.007733087,0.993841451,FALSE,SPT_1719
SPT_RS08555,0.603773771,81,0.513429753,0.05704775,NA,0.598438154,81,0.514575539,0.05717506,NA,0.005335617,160,-0.046712363,0.962800731,FALSE,SPT_1720
SPT_RS08560,0.608625029,48,0.52915718,0.07637726,NA,0.61325016,48,0.484526759,0.069935414,NA,-0.004625131,94,0.031611281,0.97484907,FALSE,SPT_1721
SPT_RS08565,0.75665274,60,0.457915061,0.05911658,NA,0.674572253,60,0.456430467,0.05892492,NA,0.082080486,118,-0.695352789,0.48820135,FALSE,SPT_1722
SPT_RS08570,0.440100402,54,0.503279671,0.068487688,NA,0.592099667,54,0.480758446,0.065422938,NA,-0.151999265,106,1.135079931,0.258901977,FALSE,SPT_1723
SPT_RS08575,0.495546396,107,0.519905995,0.05026121,NA,0.547660161,107,0.493394698,0.047698266,NA,-0.052113765,212,0.531993104,0.595287827,FALSE,SPT_1724
SPT_RS08585,0.431400533,26,0.516861157,0.101364812,NA,0.469798022,26,0.517979269,0.101584092,NA,-0.03839749,50,0.189197816,0.850703704,FALSE,SPT_1726
SPT_RS08590,0.771655571,17,0.452084327,0.109646555,NA,0.704413741,17,0.469957168,0.113981355,NA,0.06724183,32,-0.300686215,0.765598773,FALSE,SPT_1727
SPT_RS08595,0.59728994,17,0.52453782,0.127219108,NA,0.68433651,17,0.463482028,0.112410903,NA,-0.087046571,32,0.363254044,0.718803848,FALSE,SPT_1728
SPT_RS08600,0.499301562,10,0.530160069,0.167651334,NA,0.575498689,10,0.498527161,0.15764813,NA,-0.076197127,18,0.234236867,0.8174447,FALSE,SPT_1729
SPT_RS08610,0.625516056,12,0.48267037,0.139334934,NA,0.658533889,12,0.491128418,0.141776562,NA,-0.033017833,22,0.117454582,0.907565561,FALSE,SPT_1730
SPT_RS08615,0.502364906,12,0.525947653,0.15182801,NA,0.635199525,12,0.474135828,0.136871224,NA,-0.132834619,22,0.460114209,0.64994941,FALSE,SPT_1731
SPT_RS08620,0.190994702,5,0.427077136,0.190994702,NA,0.143064076,5,0.319900998,0.143064076,NA,0.047930626,8,-0.143479618,0.889459659,FALSE,SPT_1732
SPT_RS08625,0.610400376,55,0.489075358,0.065946908,NA,0.708366904,55,0.465296702,0.062740595,NA,-0.097966528,108,0.761274606,0.448152138,FALSE,SPT_1733
SPT_RS08630,0.54297547,17,0.528828938,0.128259857,NA,0.636727411,17,0.485507841,0.117752948,NA,-0.093751941,32,0.381085615,0.705658195,FALSE,SPT_1734
SPT_RS08635,0.715771498,51,0.496693353,0.069550981,NA,0.712502221,51,0.476040705,0.066659032,NA,0.003269277,100,-0.024001737,0.980899053,FALSE,SPT_1735
SPT_RS08640,0.454299874,21,0.490844218,0.10711099,NA,0.692079624,21,0.460358513,0.100458464,NA,-0.23777975,40,1.145543077,0.258791875,FALSE,SPT_1736
SPT_RS08645,0.611451934,25,0.479221303,0.095844261,NA,0.67210653,25,0.476177028,0.095235406,NA,-0.060654596,48,0.317430929,0.752293374,FALSE,SPT_1737
SPT_RS08650,0.675590888,22,0.479456445,0.102220458,NA,0.774057574,22,0.444221159,0.094708269,NA,-0.098466686,42,0.500011792,0.619676544,FALSE,SPT_1738
SPT_RS08655,0.330915795,6,0.512654566,0.20929035,NA,0.648725286,6,0.507515203,0.207192214,NA,-0.317809491,10,0.763079943,0.463037171,FALSE,SPT_1739
SPT_RS08660,0.688431633,50,0.507583275,0.071783115,NA,0.678514217,50,0.472422563,0.06681064,NA,0.009917416,98,-0.071557452,0.943099933,FALSE,SPT_1740
SPT_RS08675,0.495077523,83,0.508334777,0.055796991,NA,0.63134921,83,0.483555327,0.053077093,NA,-0.136271688,164,1.251644869,0.212481604,FALSE,SPT_1742
SPT_RS08685,0.638535768,47,0.490505945,0.071547646,NA,0.691348099,47,0.462698839,0.067491562,NA,-0.052812331,92,0.379837688,0.704941334,FALSE,SPT_1743
SPT_RS08690,0.553828938,153,0.515736511,0.041694826,NA,0.637550332,153,0.487732609,0.039430844,NA,-0.083721394,304,1.031996336,0.302894144,FALSE,SPT_1744
SPT_RS08695,0.703023555,76,0.475101895,0.054497925,NA,0.642938481,76,0.483532729,0.055465008,NA,0.060085074,150,-0.546412069,0.585594555,FALSE,SPT_1745
SPT_RS08700,0.647471613,71,0.509534364,0.060470604,NA,0.635545536,71,0.47552098,0.056433958,NA,0.011926077,140,-0.102015499,0.918890342,FALSE,SPT_1746
SPT_RS08705,0.485307462,60,0.530903976,0.068539409,NA,0.529182376,60,0.488031896,0.063004647,NA,-0.043874915,118,0.333537801,0.739320317,FALSE,SPT_1747
SPT_RS08710,0.583591543,83,0.486327174,0.053381342,NA,0.625827699,83,0.474394879,0.052071603,NA,-0.042236156,164,0.400521347,0.689293833,FALSE,SPT_1748
SPT_RS08715,0.597601305,84,0.514952157,0.056185887,NA,0.615343077,84,0.489899064,0.05345237,NA,-0.017741772,166,0.161820996,0.871643612,FALSE,SPT_1749
SPT_RS08720,0.627749208,77,0.514452,0.058627246,NA,0.600974202,77,0.488809065,0.055704963,NA,0.026775007,152,-0.234186035,0.815155695,FALSE,SPT_1750
SPT_RS08735,0.485477523,180,0.510375292,0.038041128,NA,0.612246281,180,0.479024945,0.035704411,NA,-0.126768758,358,1.719002377,0.086478374,FALSE,SPT_1752
SPT_RS08740,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1754
SPT_RS08745,0.672743927,3,0.595372193,0.343738296,NA,0.604521234,3,0.523761207,0.302393674,NA,0.068222693,4,-0.105586314,0.920993654,FALSE,SPT_1755
SPT_RS08750,0.716580667,59,0.467434531,0.060854793,NA,0.748235406,59,0.443422518,0.057728695,NA,-0.031654738,116,0.266940524,0.789988933,FALSE,SPT_1756
SPT_RS08755,0.679209203,67,0.50010061,0.061097014,NA,0.632591267,67,0.494283893,0.060386389,NA,0.046617936,132,-0.383739138,0.701789191,FALSE,SPT_1757
SPT_RS08765,0.562213721,7,0.535360495,0.202347247,NA,0.715768683,7,0.520220687,0.196624938,NA,-0.153554962,12,0.384876359,0.707063497,FALSE,SPT_1758
SPT_RS08770,0.426751938,7,0.532255951,0.20117384,NA,0.562381914,7,0.526790204,0.199107982,NA,-0.135629976,12,0.338836212,0.740588518,FALSE,SPT_1759
SPT_RS08775,0.707483612,1,NA,NA,NA,0.877019494,1,NA,NA,NA,-0.169535882,0,NA,NA,FALSE,SPT_1761
SPT_RS08790,0.283204895,15,0.486742866,0.125676468,NA,0.341556116,15,0.500717592,0.129284726,NA,-0.058351221,28,0.228863146,0.820638676,FALSE,SPT_1764
SPT_RS08795,0.646508764,44,0.508637368,0.076679968,NA,0.640749664,44,0.493279517,0.074364685,NA,0.0057591,86,-0.038128459,0.969673631,FALSE,SPT_1765
SPT_RS08800,0.577773741,55,0.485670053,0.065487737,NA,0.660556316,55,0.472196493,0.063670962,NA,-0.082782575,108,0.640936894,0.522921412,FALSE,SPT_1766
SPT_RS08805,0.560134124,35,0.525296946,0.08879139,NA,0.606567145,35,0.504743887,0.085317289,NA,-0.046433022,68,0.266689875,0.79051503,FALSE,SPT_1767
SPT_RS08810,0.743806638,31,0.459636546,0.082553161,NA,0.767581993,31,0.427252142,0.07673675,NA,-0.023775355,60,0.149258386,0.881850316,FALSE,SPT_1768
SPT_RS08815,0.589347853,39,0.506224871,0.081060854,NA,0.59757812,39,0.508721924,0.081460703,NA,-0.008230268,76,0.050641083,0.959744386,FALSE,SPT_1769
SPT_RS08820,0.551582309,47,0.511587787,0.074622748,NA,0.551547236,47,0.485124264,0.070762647,NA,3.51E-05,92,-0.000241239,0.999808041,FALSE,SPT_1770
SPT_RS08825,0.746826902,31,0.491552706,0.088285472,NA,0.750845989,31,0.425477619,0.076418036,NA,-0.004019086,60,0.024401947,0.980612972,FALSE,SPT_1771
SPT_RS08830,0.594103681,40,0.525974289,0.083163837,NA,0.604681241,40,0.482462274,0.076283983,NA,-0.010577559,78,0.066338688,0.947277926,FALSE,SPT_1772
SPT_RS08835,0.572260945,22,0.500544691,0.106716487,NA,0.406880495,22,0.500829795,0.106777271,NA,0.16538045,42,-0.774638337,0.442892692,FALSE,SPT_1773
SPT_RS08840,0.782745429,36,0.467297319,0.077882886,NA,0.735505061,36,0.464069513,0.077344919,NA,0.047240369,70,-0.304329296,0.761779919,FALSE,SPT_1774
SPT_RS08845,0.591594849,16,0.543612168,0.135903042,NA,0.559701354,16,0.510628091,0.127657023,NA,0.031893496,30,-0.121010351,0.904489717,FALSE,SPT_1775
SPT_RS08850,0.56011615,36,0.547874547,0.091312425,NA,0.596610145,36,0.51345779,0.085576298,NA,-0.036493995,70,0.206310468,0.837147295,FALSE,SPT_1776
SPT_RS08855,0.650073796,62,0.500377075,0.063547952,NA,0.738611283,62,0.442451905,0.056191448,NA,-0.088537487,122,0.739418164,0.461073474,FALSE,SPT_1778
SPT_RS08860,0.511551143,39,0.510179821,0.081694153,NA,0.546459646,39,0.514493152,0.082384839,NA,-0.034908503,76,0.212754255,0.832088275,FALSE,SPT_1779
SPT_RS08865,0.717143091,40,0.488153617,0.077183864,NA,0.750160595,40,0.446126117,0.070538733,NA,-0.033017504,78,0.223510176,0.823722814,FALSE,SPT_1780
SPT_RS08870,0.994508123,7,0.136405606,0.051556473,NA,1.017430365,7,0.054897554,0.020749325,NA,-0.022922242,12,0.317018031,0.756677505,FALSE,SPT_1781
SPT_RS08875,0.752669283,13,0.431821186,0.119765648,NA,0.871088306,13,0.402666033,0.111679464,NA,-0.118419023,24,0.511650568,0.613571322,FALSE,SPT_1782
SPT_RS08880,0.639610147,44,0.502123811,0.075698013,NA,0.669852841,44,0.478148641,0.07208362,NA,-0.030242694,86,0.204644473,0.83833346,FALSE,SPT_1783
SPT_RS08890,0.511215471,4,0.599518428,0.299759214,NA,0.433122287,4,0.500254957,0.250127478,NA,0.078093184,6,-0.142016864,0.891715382,FALSE,SPT_1785
SPT_RS08895,0.574773136,42,0.508950432,0.078532757,NA,0.532526738,42,0.495081237,0.076392693,NA,0.042246399,82,-0.272688566,0.785778153,FALSE,SPT_1786
SPT_RS08900,0.622026393,30,0.491678408,0.089767785,NA,0.689258136,30,0.443159481,0.080909481,NA,-0.067231744,58,0.393911533,0.695090863,FALSE,SPT_1787
SPT_RS08905,0.412748225,31,0.496613099,0.089194346,NA,0.598206147,31,0.490668593,0.088126681,NA,-0.185457923,60,1.045887938,0.299808081,FALSE,SPT_1788
SPT_RS08910,0.61830766,25,0.522301326,0.104460265,NA,0.575858235,25,0.525408631,0.105081726,NA,0.042449425,48,-0.20258195,0.840318049,FALSE,SPT_1789
SPT_RS08915,0.518800161,2,0.733694224,0.518800161,NA,0.493989508,2,0.698606661,0.493989508,NA,0.024810653,2,-0.02449734,0.982680363,FALSE,SPT_1790
SPT_RS08920,0.446246832,17,0.490776106,0.11903069,NA,0.401059759,17,0.494296966,0.119884624,NA,0.045187074,32,-0.189134272,0.851182088,FALSE,SPT_1791
SPT_RS08925,0.670911135,10,0.465781571,0.147293066,NA,0.691517822,10,0.479038013,0.151485121,NA,-0.020606687,18,0.068969849,0.945774037,FALSE,SPT_1792
SPT_RS08930,0.882568708,15,0.37028016,0.095605926,NA,0.953232084,15,0.278836367,0.07199524,NA,-0.070663376,28,0.421616254,0.676524504,FALSE,SPT_1793
SPT_RS08940,0.623017254,9,0.472313377,0.157437792,NA,0.76787902,9,0.454980061,0.15166002,NA,-0.144861766,16,0.468659952,0.645634429,FALSE,SPT_1795
SPT_RS08945,0.553273645,11,0.531100066,0.160132695,NA,0.623357111,11,0.498637634,0.150344903,NA,-0.070083466,20,0.225727932,0.823703723,FALSE,SPT_1796
SPT_RS08950,0.80712537,19,0.440688221,0.101100812,NA,0.850929354,19,0.382947734,0.087854235,NA,-0.043803985,36,0.231822253,0.817988803,FALSE,SPT_1797
SPT_RS08955,0,1,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,FALSE,SPT_1798
SPT_RS08960,0.659313238,9,0.502900328,0.167633443,NA,0.669031193,9,0.502255713,0.167418571,NA,-0.009717955,16,0.029004318,0.977219851,FALSE,SPT_1799
SPT_RS08970,0.471790945,41,0.388272404,0.060637962,NA,0.483018049,41,0.351849258,0.054949622,NA,-0.011227103,80,0.097130704,0.922865528,FALSE,SPT_1800
SPT_RS08975,0.536043617,48,0.488103575,0.070451683,NA,0.566746287,48,0.490089481,0.070738323,NA,-0.03070267,94,0.217456398,0.828324004,FALSE,SPT_1802
SPT_RS08980,0.518633009,6,0.568144176,0.231943889,NA,0.496193063,6,0.544080389,0.222119889,NA,0.022439947,10,-0.049420253,0.961557544,FALSE,SPT_1803
SPT_RS09010,0.415482971,20,0.335592324,0.075040725,NA,0.601291224,20,0.40787378,0.09120335,NA,-0.185808253,38,1.11768346,0.27071889,FALSE,SPT_1809
SPT_RS09015,0.402594461,16,0.383723546,0.095930886,NA,0.538105096,16,0.434087269,0.108521817,NA,-0.135510635,30,0.662796982,0.512521195,FALSE,SPT_1810
SPT_RS09020,0.543098323,25,0.393922328,0.078784466,NA,0.649136845,25,0.424693677,0.084938735,NA,-0.106038522,48,0.647669488,0.520284681,FALSE,SPT_1811
SPT_RS09025,0.535506057,52,0.344319526,0.047748527,NA,0.710554467,52,0.360236947,0.049955876,NA,-0.17504841,102,1.791612289,0.076160494,FALSE,SPT_1812
SPT_RS09030,0.492393251,62,0.412503889,0.052388046,NA,0.63004538,62,0.442731686,0.05622698,NA,-0.137652128,122,1.267339637,0.207447619,FALSE,SPT_1813
SPT_RS09035,0,5,0,0,NA,0,5,0,0,NA,0,8,NA,NA,FALSE,SPT_1814
SPT_RS09040,0.597746895,101,0.520138355,0.051755701,NA,0.633076646,101,0.492181441,0.048973884,NA,-0.035329751,200,0.350738576,0.726153635,FALSE,SPT_1815
SPT_RS09050,0.639549117,41,0.478833609,0.074781246,NA,0.611601028,41,0.476419645,0.074404248,NA,0.027948089,80,-0.187337844,0.85187007,FALSE,SPT_1817
SPT_RS09055,0.717195479,38,0.500422142,0.081179191,NA,0.788494681,38,0.420678975,0.068243141,NA,-0.071299201,74,0.477165629,0.634650435,FALSE,SPT_1818
SPT_RS09060,0.606870381,47,0.51084344,0.074514174,NA,0.690473676,47,0.470155671,0.068579253,NA,-0.083603295,92,0.584256709,0.560477549,FALSE,SPT_1819
SPT_RS09065,0.705397563,129,0.441427323,0.038865509,NA,0.758572567,129,0.408287065,0.035947672,NA,-0.053175004,256,0.710770539,0.477873485,FALSE,SPT_1821
SPT_RS09070,0.500107354,33,0.530714522,0.09238554,NA,0.510541516,33,0.505142632,0.087934045,NA,-0.010434161,64,0.057864826,0.954036591,FALSE,SPT_1822
SPT_RS09075,0.148075023,13,0.361531349,0.100270755,NA,0.301534011,13,0.471356035,0.130730642,NA,-0.153458988,24,0.664320604,0.512817759,FALSE,SPT_1823
SPT_RS09190,0.519774068,55,0.527062623,0.07106911,NA,0.610447035,55,0.519285401,0.070020429,NA,-0.090672967,108,0.642662581,0.521805073,FALSE,SPT_1846
SPT_RS09195,0.648194776,39,0.522123367,0.083606651,NA,0.690246821,39,0.47026004,0.075301872,NA,-0.042052044,76,0.264630515,0.792010469,FALSE,SPT_1847
SPT_RS09200,0.515871331,16,0.418419151,0.104604788,NA,0.683107629,16,0.548318989,0.137079747,NA,-0.167236298,30,0.691961106,0.494282888,FALSE,SPT_1848
SPT_RS09205,0.433344628,15,0.490606389,0.126674025,NA,0.387960866,15,0.493409602,0.127397811,NA,0.045383762,28,-0.178625709,0.8595178,FALSE,SPT_1849
SPT_RS09215,0.720409722,65,0.474183894,0.058815273,NA,0.721498171,65,0.473399812,0.05871802,NA,-0.001088449,128,0.009260775,0.992625494,FALSE,SPT_1851
SPT_RS09225,0.581729647,10,0.506707404,0.16023495,NA,0.390420385,10,0.505670391,0.159907018,NA,0.191309261,18,-0.597576326,0.557566452,FALSE,SPT_1855
SPT_RS09230,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_1856
SPT_RS09235,0.792702825,19,0.432732521,0.099275649,NA,0.81275588,19,0.438859533,0.100681282,NA,-0.020053055,36,0.100286873,0.920673009,FALSE,SPT_1857
SPT_RS09240,0.706855014,26,0.487927354,0.095690427,NA,0.773931839,26,0.439086863,0.086112019,NA,-0.067076825,50,0.368954472,0.713719465,FALSE,SPT_1858
SPT_RS09245,0.52217987,13,0.504345741,0.139880341,NA,0.534518564,13,0.516847173,0.143347614,NA,-0.012338695,24,0.043564537,0.965611954,FALSE,SPT_1859
SPT_RS09250,0.58702237,9,0.55889371,0.186297903,NA,0.745904856,9,0.434811469,0.144937156,NA,-0.158882486,16,0.479666874,0.637955315,FALSE,SPT_1860
SPT_RS09255,0.786259883,8,0.48832084,0.172647489,NA,0.743472199,8,0.461829067,0.163281232,NA,0.042787684,14,-0.127371317,0.900457918,FALSE,SPT_1861
SPT_RS09275,0.4733104,16,0.48987852,0.12246963,NA,0.505043235,16,0.522044292,0.130511073,NA,-0.031732836,30,0.125435795,0.90101538,FALSE,SPT_1864
SPT_RS09280,0.739991884,19,0.457454945,0.104947362,NA,0.797420051,19,0.423642139,0.097190172,NA,-0.057428167,36,0.284104419,0.777958098,FALSE,SPT_1865
SPT_RS09285,0.507328798,20,0.52097891,0.116494426,NA,0.54507912,20,0.509368813,0.113898329,NA,-0.037750322,38,0.163852036,0.870716027,FALSE,SPT_1866
SPT_RS09290,0.723440669,16,0.512023032,0.128005758,NA,0.751315798,16,0.450757907,0.112689477,NA,-0.027875128,30,0.115810886,0.908574174,FALSE,SPT_1867
SPT_RS09295,0.575822154,21,0.5137734,0.112114547,NA,0.678654385,21,0.50151355,0.109439229,NA,-0.102832231,40,0.46414118,0.645062851,FALSE,SPT_1868
SPT_RS09305,0.563733209,6,0.632736437,0.258313569,NA,0.550617183,6,0.611772812,0.249755205,NA,0.013116026,10,-0.025815453,0.979912436,FALSE,SPT_1870
SPT_RS09310,0.736082224,17,0.425806831,0.103273326,NA,0.882394755,17,0.232549953,0.056401648,NA,-0.146312531,32,0.916314734,0.366356132,FALSE,SPT_1871
SPT_RS09315,0.558283512,48,0.521860115,0.075324019,NA,0.585270561,48,0.501004717,0.072313802,NA,-0.026987049,94,0.182792248,0.855354698,FALSE,SPT_1872
SPT_RS09320,0.676386117,20,0.512394703,0.114574939,NA,0.626778521,20,0.473825879,0.105950688,NA,0.049607596,38,-0.224951616,0.823222245,FALSE,SPT_1873
SPT_RS09325,0.634536851,17,0.496419186,0.120399337,NA,0.549039783,17,0.479332027,0.116255093,NA,0.085497068,32,-0.361273896,0.720269117,FALSE,SPT_1874
SPT_RS09330,0.354228156,12,0.52431784,0.151357523,NA,0.394043827,12,0.496057417,0.143199442,NA,-0.039815671,22,0.135171378,0.893705498,FALSE,SPT_1875
SPT_RS09340,0.648967961,40,0.545910358,0.086316006,NA,0.580408391,40,0.506003443,0.080006169,NA,0.06855957,78,-0.412209434,0.681316631,FALSE,SPT_1878
SPT_RS09345,0.703109981,63,0.488364106,0.061528094,NA,0.656771788,63,0.488280433,0.061517552,NA,0.046338193,124,-0.376593524,0.707119334,FALSE,SPT_1879
SPT_RS09350,0.674569058,45,0.494782869,0.073757875,NA,0.654957641,45,0.471792288,0.070330642,NA,0.019611417,88,-0.136106729,0.892047787,FALSE,SPT_1880
SPT_RS09365,0.573596013,26,0.503181454,0.098682002,NA,0.565091294,26,0.498739809,0.097810924,NA,0.008504719,50,-0.043282569,0.965648677,FALSE,SPT_1884
SPT_RS09370,0.768615385,93,0.453972967,0.047074804,NA,0.773456999,93,0.422358036,0.043796488,NA,-0.004841614,184,0.053279903,0.957566695,FALSE,SPT_1885
SPT_RS09380,0.491565814,6,0.538846639,0.219983219,NA,0.844755021,6,0.414063234,0.169040608,NA,-0.353189207,10,0.907885797,0.38529513,FALSE,SPT_1888
SPT_RS09385,0.695331477,35,0.491656567,0.083105128,NA,0.670393361,35,0.500040897,0.084522338,NA,0.024938116,68,-0.148771058,0.882174605,FALSE,SPT_1889
SPT_RS09390,0.542992389,11,0.534935786,0.161289208,NA,0.646006959,11,0.441354717,0.133073454,NA,-0.10301457,20,0.349958003,0.730028626,FALSE,SPT_1890
SPT_RS09395,0.675643708,62,0.492548126,0.062553675,NA,0.711412967,62,0.467138047,0.059326591,NA,-0.035769259,122,0.293478676,0.769654946,FALSE,SPT_1891
SPT_RS09400,0.643899782,51,0.488154745,0.068355337,NA,0.718599617,51,0.476445154,0.066715666,NA,-0.074699836,100,0.553041246,0.581469421,FALSE,SPT_1892
SPT_RS09405,0.625335556,47,0.503910201,0.073502857,NA,0.633175296,47,0.486576108,0.07097442,NA,-0.00783974,92,0.054262791,0.956843455,FALSE,SPT_1893
SPT_RS09415,0.765129938,11,0.497996873,0.150151707,NA,0.808803959,11,0.402431147,0.121337556,NA,-0.043674021,20,0.160868318,0.873810953,FALSE,SPT_1894
SPT_RS09420,0.636857092,23,0.486043345,0.101347043,NA,0.702802706,23,0.480253882,0.100139857,NA,-0.065945614,44,0.327294795,0.744997047,FALSE,SPT_1895
SPT_RS09425,0.606488696,51,0.52099427,0.07295379,NA,0.559921969,51,0.497175545,0.069618501,NA,0.046566727,100,-0.326618352,0.744639183,FALSE,SPT_1897
SPT_RS09430,0,2,0,0,NA,0,2,0,0,NA,0,2,NA,NA,FALSE,SPT_1898
SPT_RS09435,0.616093938,45,0.496746623,0.074050614,NA,0.65538633,45,0.474965888,0.070803734,NA,-0.039292392,88,0.271254484,0.786830598,FALSE,SPT_1899
SPT_RS09440,0.052604497,33,0.119981765,0.020886144,NA,0.097767094,33,0.191643607,0.03336087,NA,-0.045162597,64,0.832536081,0.408202392,FALSE,SPT_1900
SPT_RS09445,0.514091006,27,0.450333696,0.08666676,NA,0.576900739,27,0.442518683,0.08516276,NA,-0.062809733,52,0.365535171,0.716194719,FALSE,SPT_1901
SPT_RS09450,0.52543087,19,0.345590119,0.079283811,NA,0.514311284,19,0.352316418,0.08082693,NA,0.011119586,36,-0.069449344,0.945016297,FALSE,SPT_1902
SPT_RS09455,0.364279034,22,0.388026315,0.082727488,NA,0.567189012,22,0.48774998,0.103988645,NA,-0.202909978,42,1.086729754,0.283353952,FALSE,SPT_1903
SPT_RS09460,0.682995627,74,0.502267001,0.058387353,NA,0.661088368,74,0.481556786,0.055979839,NA,0.021907259,146,-0.191551951,0.848359324,FALSE,SPT_1904
SPT_RS09465,0.561036932,11,0.53808638,0.162239148,NA,0.545106461,11,0.522392278,0.157507198,NA,0.015930471,20,-0.049822214,0.960758279,FALSE,SPT_1905
SPT_RS09480,0.674125862,73,0.471327357,0.055164695,NA,0.672223023,73,0.476702646,0.055793825,NA,0.001902839,144,-0.017149101,0.986341406,FALSE,SPT_1909
SPT_RS09485,0.705338143,48,0.466478714,0.067330403,NA,0.629930107,48,0.477853951,0.068972277,NA,0.075408036,94,-0.55323957,0.58141282,FALSE,SPT_1910
SPT_RS09490,0.645855781,8,0.535809498,0.189437265,NA,0.616786636,8,0.512101048,0.181055062,NA,0.029069145,14,-0.078460855,0.938571877,FALSE,SPT_1911
SPT_RS09515,0.826138004,67,0.397102049,0.048513737,NA,0.808997327,67,0.383004712,0.046791473,NA,0.017140677,132,-0.179850373,0.857545836,FALSE,SPT_1916
