"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L210MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L210MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L210MIN.C","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC210MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC210MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC210MIN.C"
"1","SPT_0092",8093.63727719457,-4.75744658695144,0.227905098928265,-20.8746825293667,9.09712466367339e-97,1.95952065255525e-93,630.493898125469,428.329517359878,587.245995354966,17276.6445980827,16118.3317682727,13520.7778859718
"2","SPT_0087",4475.0822505669,-4.96977102539718,0.240181114739622,-20.6917643411925,4.10899630804005e-95,4.42538902375914e-92,267.27458724884,204.420153886615,310.672074961982,10093.9196163037,8829.71520027351,7144.49187072671
"3","SPT_0084",22082.9280500192,-4.77862399567401,0.238347201849799,-20.0490039681078,2.05926656793029e-89,1.47855339577395e-86,1764.69759529683,1173.25041711619,1464.05568427206,51707.9989404461,40572.8506407938,35814.7150221902
"4","SPT_0085",9766.49661737788,-4.7874840461753,0.239870823710802,-19.9585925962688,1.26217073098981e-88,6.79678938638015e-86,746.998205387784,481.166930017012,706.318916072102,21706.3092088615,19001.5040785661,15956.6823653628
"5","SPT_0089",15443.3719671352,-4.65749603216461,0.248464247592919,-18.7451356776102,2.12130162701565e-78,7.79296721774109e-76,1213.01543443704,859.690689544346,1253.51311082221,37106.3001976466,28902.9955527686,23324.7168175923
"6","SPT_0091",2636.81403657224,-4.81388263376391,0.25682382340037,-18.7439100081436,2.17074295758805e-78,7.79296721774109e-76,213.305680208209,116.502163973516,180.233102721847,5668.06546970623,5210.95741715807,4431.82038566559
"7","SPT_0086",5960.63523358595,-4.78124156573392,0.264705558392374,-18.0624902430143,6.29190671773003e-73,1.93610958142721e-70,471.157124957891,258.123753636489,441.652287750831,13590.0205026603,11300.0452068075,9702.8125257026
"8","SPT_2219",5421.22377468623,3.7976891545387,0.21284435540765,17.8425645691434,3.30187782124657e-71,8.89030603370638e-69,11285.4981167187,10169.9026558591,8964.02596780548,628.726589916993,673.726365418372,805.46295239879
"9","SPT_0568",2246.14634093768,-3.51883545590352,0.199750359670729,-17.6161658066799,1.85135421607114e-69,4.43090775713025e-67,348.65627246884,339.112246807669,364.254889284693,3978.12460529298,4595.05586953009,3851.67416224179
"10","SPT_1765",6378.76694159443,-3.89609028357015,0.226908378166345,-17.1703236127929,4.42943559676888e-66,9.54100427544016e-64,860.075915377678,578.61297795025,875.727207819663,12041.0668129558,12585.6388302406,11331.4799052226
