"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L120MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L120MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L120MIN.C","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC120MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC120MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC120MIN.C"
"1","SPT_2219",3475.41029545503,2.35117661615664,0.132154979078902,17.7910558689801,8.29029176594475e-71,1.78324175885471e-67,6069.59873146513,5978.87924430062,5479.73490679238,1030.48106984804,1042.82747263975,1250.94034768425
"2","SPT_1247",2055.85756269988,2.12401339557962,0.134422128998626,15.801069447437,3.05883002275252e-56,3.28977168947034e-53,3589.70986029016,2985.94320153961,3515.40844743602,747.737503575687,701.922445421931,794.423917935903
"3","SPT_1590",8010.99706923553,-2.9169464929664,0.185759537121866,-15.7028087933529,1.44691249305689e-55,1.03743625752179e-52,1470.01777572691,1474.49052039895,2277.09025439797,15479.3586161637,15382.9622458729,11982.0630028528
"4","SPT_2047",6388.07946851032,1.8063031380482,0.119311823973532,15.1393472825367,8.90935518046338e-52,4.79100574829418e-49,9971.41627858377,9682.08815969283,10287.2399373641,2574.49940012449,2786.57177115211,3026.66126414463
"5","SPT_2045",4322.21818582167,1.74954374049852,0.115804375115288,15.1077516609954,1.43968740125951e-51,6.19353520021842e-49,6481.65631196074,6487.35869882844,7104.40837605831,1926.40345454237,2043.41892420826,1890.06334933193
"6","SPT_1588",2502.79490436225,-2.59148600225073,0.171802718259433,-15.0840803248376,2.06126753734161e-51,7.38964412136968e-49,677.019091066018,712.270827265888,634.018914835482,5287.81567164173,4351.31578988639,3354.32913147802
"7","SPT_0172",2726.01830628955,2.65272310961464,0.181515625034046,14.6142962024183,2.27695168120236e-48,6.99674723752327e-46,5816.89522672182,4857.02771692391,3574.84772070185,751.995689814729,610.411066434258,744.932417140756
"8","SPT_1857",21690.0496686117,2.4346141083712,0.167407918708647,14.5430044597134,6.46899096657704e-48,1.7393499461384e-45,40291.1222301545,31433.8202675294,39040.2807693116,5204.35522135652,6421.88644192615,7748.83308139199
"9","SPT_1589",5928.39404901325,-2.74539095219743,0.189279961133572,-14.5043930469747,1.13638191663736e-47,2.71595278076328e-45,1682.17556888827,1217.75334984168,1395.40770095488,13062.4121068837,10352.8532601988,7859.76230731214
"10","SPT_1058",1799.69700403565,-1.93499772647374,0.146963815920378,-13.1664907743147,1.36810291641269e-39,2.9427893732037e-37,601.585209053092,754.227874594313,826.488942553397,2844.46840767972,2955.51585543704,2815.89573489633
"11","SPT_2248",6392.32442597989,1.44808666155351,0.112606155971307,12.8597468678578,7.58245676608787e-38,1.48271495489591e-35,9014.34890054476,9791.97566460061,9370.17686411993,3479.78979454471,3223.01065555486,3474.6446765145
