"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L30MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L30MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L30MIN.C","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC30MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC30MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC30MIN.C"
"1","SPT_1782",2066.70101157229,1.04305379552823,0.181701318489867,5.7404855627748,9.44054695545415e-09,1.87583668004874e-05,2687.47449818068,2675.65101502338,3141.13138488655,1127.21764923988,1198.9395262522,1569.79199585102
"2","SPT_RS01550",572.470205198845,1.03612193892682,0.185584505666012,5.58301963414703,2.36378047494153e-08,2.34841590185441e-05,782.778705632965,855.761092879546,714.769439505696,315.491840266852,357.4603528579,408.559800050114
"3","SPT_2131",1300.4551449209,1.19696739664636,0.221452763137321,5.40506869134945,6.47835606626092e-08,4.29083116788682e-05,1419.64903792376,1929.11771992846,2256.42901491014,639.052525553316,601.825904811606,956.656666398096
"4","SPT_0249",2870.01041373393,-0.832112086102453,0.161613379664257,-5.14878216043203,2.62183158707723e-07,8.97469408357657e-05,2281.29713455249,1888.69483413415,1888.53297987044,3842.38399833951,3881.57513103325,3437.57840447375
"5","SPT_0652",1331.16784822345,-0.804764189459326,0.156490598210384,-5.14257213316683,2.71002337702362e-07,8.97469408357657e-05,966.150039698118,1006.27183785836,875.942940570705,1726.73283419709,1698.44156357906,1713.46787343738
"6","SPT_1520",819.329794248853,-0.93638996926567,0.18089651766722,-5.17638471619597,2.26226730254143e-07,8.97469408357657e-05,638.842067065694,475.613954133054,520.310106698999,1141.74157027518,1017.85320813775,1121.61785918244
"7","SPT_0023",438.050460958308,1.53166271356891,0.303141052533653,5.05264034932672,4.35743940834033e-07,0.000102702501620642,1007.55646997089,227.916270967919,884.702369976412,171.059514415787,165.603101323999,171.465039094838
"8","SPT_0163",29316.5943402037,-1.02666656354596,0.203697917610865,-5.04014265628016,4.65184959529835e-07,0.000102702501620642,18626.9784184247,13306.0099175271,23145.9162616403,39156.4911111759,45645.8694649393,36018.3008675149
"9","SPT_1198",5634.20059163722,-0.88615134689448,0.175471892178052,-5.05010424116987,4.41569036526469e-07,0.000102702501620642,4331.90130044238,3361.1199507269,3836.63007969969,7533.0737103103,8405.36716720102,6337.11134144301
"10","SPT_1204",51.4255943990565,-1.52976304464832,0.308660445659696,-4.95613566998769,7.19090136638298e-07,0.000135204073001237,13.8021434242588,20.6414735970946,22.7745164548383,96.0192557333896,71.357433903837,83.9587432809206
"11","SPT_RS09270",3746.91177864753,1.08341393496444,0.218944888736667,4.94834084145941,7.48487570716463e-07,0.000135204073001237,5507.05522627927,6617.31241066857,3598.37359986446,2229.42187891895,2659.74737126472,1869.56018488923
"12","SPT_1705",794.524844371743,-0.964993405574271,0.196029934980595,-4.92268390370989,8.53652789849108e-07,0.000141350674452515,522.509715346941,516.896901327243,508.046905531009,1235.34017250268,1161.91444262285,822.440928899723
"13","SPT_0498",12640.4190936139,-0.718568634019667,0.14782198890317,-4.86104022379486,1.16770521522583e-06,0.000178479250973364,9927.68459159188,8536.96945519836,9768.51567324451,16044.8983214996,15392.3370397286,16172.1094804207
"14","SPT_0757",12142.8642053935,0.855878361263398,0.176673569000492,4.84440522770566,1.26991515467502e-06,0.000180237243738518,12575.7243942747,17758.5477847004,17320.8957068451,8085.78959415376,8088.29781466605,9027.92993772096
"15","SPT_1056",2216.61742621922,-1.05135111981853,0.220215129143771,-4.77420022823292,1.80422808931243e-06,0.000239000080897587,1687.80496730936,893.603794474219,1487.35111308906,3240.44815987641,3370.62897694822,2619.86754561802
"16","SPT_0583",5395.7214596914,-0.754811532721747,0.158657752701249,-4.75748281991015,1.96021933790844e-06,0.000243434739026504,3927.69567158908,3465.18738011225,4428.76750752549,6639.85256663919,7048.90273968941,6863.92289259301
"17","SPT_1049",3306.62099065118,-0.94266399801975,0.19922088072023,-4.73175299000686,2.22589173927794e-06,0.000260167463879133,2352.27958644868,1597.99408097507,2559.5052723476,4399.13430469277,5007.81085670418,3923.00184273879
"18","SPT_0884",1814.48667428246,0.764610165208887,0.164499332020711,4.64810498508663,3.34998410357965e-06,0.000369801022989598,2038.77375724052,2535.46100684312,2361.54216777862,1263.58113007133,1265.58467678503,1421.97730697616
"19","SPT_0135",3434.44576700881,0.741183424176878,0.160422753030041,4.62018890822852,3.83390804088855e-06,0.00040094606722345,3736.43739842435,4517.90253356407,4784.40034139719,2535.23110516227,2530.49617023135,2502.20705327363
"20","SPT_1057",7524.62560163418,-1.23348182578506,0.267672123360148,-4.60818186929923,4.06205289285618e-06,0.000403564954905262,4582.31161685393,1727.00329095691,5462.38017739892,11034.1455643202,12146.2469804427,10195.6659798324
"21","SPT_1399",2678.6929160634,1.04740022272391,0.228846795705395,4.5768620858134,4.72002405300558e-06,0.000446604180634385,3797.56117644607,4880.84844431299,2503.44492415108,1742.87052423632,1881.54743170966,1265.8849955243
"22","SPT_0065",4548.07910075578,0.808816508328563,0.177842641493403,4.54793350760351,5.41752451473063e-06,0.000489300964125898,4785.40029866802,6591.5105686722,6257.73636743712,3078.2643749822,2974.79717378354,3600.7658209916
"23","SPT_0112",6433.71757803964,0.849714381862279,0.187758550015862,4.52556957747328,6.02330601502233e-06,0.000498679543827057,7013.46059429838,10776.5693404831,7475.2970548304,4472.56079437125,4360.20848485993,4504.20919939474
"24","SPT_1181",5460.59019708372,-1.08146222301287,0.238523536628846,-4.53398535967409,5.78810427245234e-06,0.000498679543827057,3375.60993461873,1946.31894792604,4376.21093109124,7451.57837561221,9166.73752328819,6447.0854699659
"25","SPT_2088",798.130526720723,0.871016155563261,0.19296959251878,4.51374822423637,6.36918242805748e-06,0.000504359406761239,1112.05841304028,933.16661886865,1112.4475345248,482.516932172832,484.018820536404,664.574841181372
"26","SPT_2247",2397.03875866871,0.732192373306781,0.1624851773602,4.50621025992817,6.59956948957837e-06,0.000504359406761239,3060.13237063567,2904.42734739118,3118.35686843171,1778.37344232261,1544.95576235194,1975.98676087913
"27","SPT_1621",225.933792382907,-1.11235435868889,0.248471625531382,-4.47678625802849,7.57750445448537e-06,0.000557648198187497,110.417147394071,104.067429385352,176.940473995282,305.809226243316,391.119519793673,267.248957485747
"28","SPT_1073",1565.79322321864,0.738384789173024,0.165659115525923,4.45725420438743,8.30161386145438e-06,0.000589118097953923,1731.18313235704,2149.29343829747,2063.72156798458,1081.22523262808,1143.06530913882,1226.27065890584
"29","SPT_0864",1551.5151654219,0.880775540821096,0.199514137362161,4.41460215534651,1.01195921447852e-05,0.000693366537644417,1677.94629343489,2545.78174364166,1934.08201278012,883.538529647577,1071.03469189627,1196.70772113087
"30","SPT_RS05765",257.273565089292,0.886980099039676,0.205014023030006,4.32643624046076,1.5154115804607e-05,0.00100370760345847,331.251442182212,310.482165356297,383.663007969969,170.252629913825,158.198084598129,189.794060515321
