"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L240MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L240MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L240MIN.C","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC240MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC240MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC240MIN.C"
"1","SPT_0086",5352.124813102,-4.66466438374615,0.21404521372619,-21.7928927376683,2.70980852122693e-105,5.83421774620159e-102,385.808484939042,362.705655950405,423.153711452144,10958.3450790654,10454.0165371893,9528.71941001571
"2","SPT_0087",3987.7396082083,-4.65659312960488,0.221782401469468,-20.9962246722535,7.10091895477158e-98,7.64413925481161e-95,264.978355040551,337.316260033877,277.828194387772,7723.09154856529,7993.62410845189,7329.59918277044
"3","SPT_0084",19533.464872175,-4.23635642373772,0.226318040452168,-18.7185980192908,3.49222303803908e-78,2.50625206696605e-75,1836.30000043102,2201.62333161896,1649.872046672,40096.8570991181,37688.6783110019,33727.4584442083
"4","SPT_0089",14015.2776668163,-4.44360769410585,0.242947893933795,-18.2903733889406,9.87364620160125e-75,5.31449006801187e-72,944.912814074603,1394.60324712931,1192.52409591059,27490.8090736041,29234.3934433979,23834.4233267812
"5","SPT_0085",9212.54795510523,-4.27183199211377,0.252962330938837,-16.887225763059,5.58689564964118e-64,2.40571726673549e-61,742.999307533704,1126.20106172601,728.764725278693,17799.2019791385,17855.0784604873,17023.0421964672
"6","SPT_1525",4522.51726029449,-3.80664547700186,0.243162099273326,-15.6547648189326,3.08250640386608e-55,1.10610604792061e-52,467.951775001612,685.513689746265,591.987768041636,9335.41075242735,7618.46728876833,8435.77228778173
"7","SPT_0088",2491.98786422167,-4.1733021704351,0.274891530404032,-15.1816324217091,4.67988265190288e-52,1.43939819279242e-49,257.029004389334,174.098714856194,307.748153783378,4229.53669718313,5472.25212598498,4511.26248913299
"8","SPT_0092",6050.13125430471,-3.37675176776404,0.223470701955563,-15.1104898235631,1.38109285120911e-51,3.71686613581651e-49,1042.42484872953,1171.53926871981,886.91308208404,11715.5571704183,11312.3700380554,10171.9831178212
"9","SPT_1275",538.480424466204,-3.97152404756,0.264303393396035,-15.0263831142305,4.9321019624016e-51,1.17986839167229e-48,52.9956710081101,59.8464332318168,72.6627585321864,896.38814552682,1102.93453702023,1046.05500147807
"10","SPT_0082",1389.68463646159,-3.28172591096772,0.218761520284734,-15.0013855576443,7.19025178605325e-51,1.54806120953727e-48,270.277922141362,252.080430885531,234.016825272777,2380.14641799095,2691.05421893157,2510.53200354736
"11","SPT_0999",7070.50108482196,-3.13636619930213,0.238615838730431,-13.1439983866509,1.84228834257888e-39,3.60586072870211e-37,1212.01099595548,1748.24126168095,1250.22687474497,12782.9667384469,13047.636034401,12381.9246037024
"12","SPT_0090",2617.44854332713,-2.93452095601835,0.237872255671229,-12.3365415093816,5.75763530312875e-35,1.03301573396968e-32,503.988831287127,721.784255341306,547.107828948227,4736.70367425751,4861.79376745395,4333.31290267465
"13","SPT_0091",1711.39116272582,-3.02146512027621,0.245148385651744,-12.3250459604025,6.64056122475385e-35,1.09977910129962e-32,315.324242498255,435.246787140486,346.2166730063,3354.37879720826,3208.0547831598,2609.12569334184
"14","SPT_0135",5912.46510349126,4.2750320297104,0.347329891974212,12.3082755861042,8.17512254752821e-35,1.25721706034487e-32,6211.62259886059,17154.1639981744,10524.3457174045,462.347569798044,587.259615264376,535.051121445677
"15","SPT_0083",309.194263099658,-3.99973364404417,0.326382361029096,-12.2547481776676,1.58440752100412e-34,2.27415292848125e-32,30.2075324746228,47.1517352735526,26.7142494603626,435.220033814996,709.881543959534,605.990483614879
"16","SPT_1056",595.104402834247,-3.45576248286544,0.283582936436739,-12.1860734157266,3.68765652447597e-34,4.96220281074798e-32,91.1525541339494,72.541131190081,118.61126760401,1263.19961034109,882.877886605134,1142.24396713122
"17","SPT_RS00290",183.269253006678,3.65692893691319,0.302800861268803,12.0770096940605,1.39708662115426e-33,1.7693691149089e-31,366.200086666041,288.350996480572,368.656642553005,24.7686198106095,25.1872069752216,26.4519655546177
"18","SPT_1274",9337.10165935138,-3.86649616337723,0.327501120321093,-11.8060547688704,3.63207595233673e-32,4.34436640298943e-30,612.100000143672,1323.87564421898,1406.23809159349,15235.0600996973,20391.0325101504,17054.3036103045
"19","SPT_1729",273.412694588011,-4.15392310414448,0.358130220764476,-11.5989181121811,4.17320494367033e-31,4.72890012827485e-29,28.6176623443795,29.0164524760324,21.3713995682901,527.217764540117,332.07343933121,702.179449268034
"20","SPT_1787",2636.03245894607,3.3703008018852,0.291328414953382,11.5687335285318,5.93522869143317e-31,6.38927368632781e-29,5133.16069384555,5779.7146275697,3574.36657779652,575.575546075116,356.597825070242,396.779483319266
"21","SPT_0960",7273.05463264174,-3.17302552972675,0.277502961710968,-11.4342041979054,2.82111359210968e-30,2.89231312562483e-28,1747.26727313739,930.340007512789,1495.99796978031,12870.2466368272,12657.8971475212,13936.5787610716
"22","SPT_0746",29823.0476280892,-2.29818374251359,0.202054834585842,-11.3740596567474,5.63064367797517e-30,5.5103526539457e-28,10736.9229462431,9657.03808967953,9408.75865993972,52116.7144557811,48674.2774796157,48344.5741372759
"23","SPT_0026",226.341164487387,3.98659742371612,0.351191522833102,11.3516334094735,7.27900347703585e-30,6.81378021132965e-28,325.393419989796,598.464332318168,360.108082725689,29.4864521554875,20.5474583218913,24.0472414132889
"24","SPT_1789",1707.72589483805,2.97464757424235,0.2671133045766,11.1362763414479,8.35396306392535e-29,7.4942010319297e-27,3516.26277138811,3001.3893029896,2611.58502724505,474.142150660239,345.992685291201,296.983431454117
"25","SPT_2159",758.545421766231,3.55643219325437,0.319708310818388,11.1239904403818,9.58851916049423e-29,8.25763270101763e-27,997.378528372632,2018.456975364,1202.14122571632,116.766350535731,123.947571167538,92.5818794411621
"26","SPT_RS00285",252.937771902325,4.16510010017816,0.376102833906551,11.0743651062546,1.67060035808109e-28,1.38338560421099e-26,272.397748981686,656.497237270233,517.187869552621,21.230245551951,23.8615645028415,26.4519655546177
"27","SPT_0197",725.453870074318,2.63487595808253,0.238880438417704,11.0301034925062,2.73550077280261e-28,2.18130857920149e-26,1345.03013018583,1372.84090777228,1045.06143888939,202.866790829754,184.927124897021,201.996827871626
"28","SPT_0957",4909.07219786519,-3.44751960354084,0.315131935264707,-10.9399245768125,7.42616620375777e-28,5.7101913702466e-26,1017.51688335571,442.500900259494,864.473112537335,8085.18518103468,9321.25504454054,9723.50206546335
"29","SPT_0038",5866.40631690712,2.25577156548594,0.209440260622273,10.7704772653728,4.74534895056677e-27,3.52301251398974e-25,10134.892123591,8848.20447691013,10211.254713729,1921.33722245157,1914.89055135303,2167.85881340799
"30","SPT_0958",7298.51179309417,-3.80468151630608,0.358074170626877,-10.625400624807,2.27035233174057e-26,1.62935619007915e-24,1305.28337692975,422.552089182222,944.615860918423,12392.5661119083,14058.4384195908,14667.6149000355
"31","SPT_0062",1597.37495445952,2.57534559868535,0.244111701167793,10.5498654360495,5.08698973648861e-26,3.5329964202129e-24,2748.88545519067,3273.4185449524,2219.41984516693,430.502201470118,485.18514489111,426.838535085877
"32","SPT_1788",1253.20084865235,3.11380226911057,0.296010239858689,10.5192383567442,7.04406856937684e-26,4.73933738433386e-24,2616.92623438048,2388.41674443342,1769.55188425442,336.145554572558,219.393829178904,188.770845094317
"33","SPT_1079",5138.28135349793,-3.08300061313528,0.293480160958922,-10.5049711130791,8.19478834151186e-26,5.34647857553789e-24,1246.98813882083,656.497237270233,1203.20979569473,10138.6217091428,9636.757952967,7947.61328709197
"34","SPT_0163",20663.9697815024,-3.40415649103669,0.324949495527531,-10.475955611226,1.11406681934867e-25,6.85310246302196e-24,3962.48632127639,1994.88110772723,4089.41730739231,45942.251374422,28275.9539358671,39718.8286423292
"35","SPT_0198",3706.10799748668,2.89626572438799,0.276465474442544,10.4760485200835,1.11297331222214e-25,6.85310246302196e-24,6199.9635512388,8659.59753581592,4838.48486226088,953.002133665356,778.814952523298,806.784949415841
