"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L90MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L90MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.11L90MIN.C","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC90MIN.A","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC90MIN.B","X.ExpOut.181029_NS500751_0096_AH53GNBGX9.Out.Rep.Bams.19F.NDC90MIN.C"
"31","SPT_0061",657.470003463687,1.12311535163842,0.137826051056658,8.14878858552454,3.67587937796722e-16,2.40236503863277e-14,916.614553926605,884.400027665126,920.837757115381,368.575771656079,411.989045673017,442.402864745916
"32","SPT_0081",44304.8395129698,1.02060741856921,0.127148443096783,8.02689670208811,9.99691898966882e-16,6.32929933533407e-14,55862.5647587492,64365.1133256375,58695.4448851229,30688.5733328175,30025.8474797006,26191.4932957909
"33","SPT_RS08580",44.2752962196537,-2.76787623337206,0.346218547723178,-7.99459258198131,1.30003038497964e-15,7.98139866657196e-14,4.92803523616454,6.00271511989905,12.4624658857721,103.413346004224,68.6648409455028,70.1803741263602
"34","SPT_1727",483.532920457391,-2.26926310251571,0.286377195394985,-7.92403563903134,2.29923678634976e-15,1.37007462621901e-13,101.024722341373,82.0371066386203,239.556288693174,848.519762085938,738.147040164155,891.912602821084
"35","SPT_2208",4966.34150642831,-1.74947096843017,0.221548026687018,-7.89657662309787,2.86668055087973e-15,1.65939851316638e-13,1425.84486166361,2330.05391904081,2644.81220464718,8715.88893117649,8573.09149554996,6108.35762649181
"36","SPT_0718",451.868203405205,-1.56688152129539,0.19977043210832,-7.84341058263211,4.384713788693e-15,2.46761948219223e-13,160.982484381375,257.116297635676,238.171570261422,611.199391127527,663.76012913986,779.97934788537
"37","SPT_0167",9894.13295255936,0.890086627251549,0.113551497818413,7.83861634898858,4.55538018467267e-15,2.49437844706671e-13,13367.2955780963,13133.9406823391,12192.4457915803,7207.11472921743,6926.56583037759,6537.43510374538
"38","SPT_0422",1252.93411531154,-1.21216910391184,0.156198152048944,-7.76045739345248,8.4623630371383e-15,4.51177566137952e-13,617.647082932622,753.34074754733,855.755990823016,1878.6757857434,1750.95344411032,1661.23164071258
"39","SPT_RS04180",242.562825450458,-1.34165823458374,0.173512037841212,-7.73236399777375,1.05567576814702e-14,5.48410027247656e-13,125.664898522196,131.059280117796,145.395435334007,353.991838245227,381.23291899951,318.032581484012
"40","SPT_2121",4716.33348245748,0.918134632624638,0.119862311357231,7.65991096140537,1.86062033706461e-14,9.42404200723227e-13,5797.83345534758,6245.82508225496,6537.25571630333,3315.85613277645,3374.59082896752,3026.63967909505
"41","SPT_0908",1129.34056810833,-1.05368435387222,0.138317277112553,-7.61787952935772,2.57876798627789e-14,1.2742887659022e-12,675.140827354542,749.338937467397,753.286826873334,1438.50615916132,1454.12105877299,1705.6495990204
"42","SPT_RS00570",1135.57766133834,0.929424954014943,0.122484618369315,7.58809527587002,3.24642178517233e-14,1.5660120325617e-12,1499.76539020608,1532.69326061422,1455.33907177183,730.522482670862,779.632048235396,815.513714531629
"43","SPT_1422",948.48367459205,-1.06050057497019,0.140012337633653,-7.57433661128508,3.60967368710417e-14,1.70074392792396e-12,568.366730570977,691.312691308373,560.810964859743,1274.10545525717,1304.63197796455,1291.67422759149
"44","SPT_2200",848.260937688866,1.19775723196594,0.158340066881048,7.56446081878792,3.89476707960272e-14,1.7933632052898e-12,1305.10799837758,1285.58148817838,981.765368112489,513.089293636341,527.860964768552,476.160513059862
"45","SPT_1199",910.332508581479,-1.08018031681944,0.142926366584884,-7.55760006099311,4.10574159651655e-14,1.84849610545389e-12,589.72154992769,633.286445149349,505.422227589645,1231.67946715287,1320.36767068123,1181.51769098809
"46","SPT_1198",6321.02893429672,-1.454741744534,0.192726994507799,-7.54819919362739,4.41317604520958e-14,1.94371623208578e-12,3639.35402190751,3821.72862633573,2298.63259670907,9769.90957314262,10015.7684141654,8380.78037352003
"47","SPT_0395",4672.48057001309,-1.00931988100351,0.135256767496193,-7.46225050093644,8.50569762338307e-14,3.66649859254768e-12,2636.49885134803,3220.45666182584,3348.24916797743,6138.51015384046,6265.66673627713,6425.50184880966
"48","SPT_1085",608.161245888426,-1.57621835092667,0.211797879559733,-7.44208749494177,9.91065423753869e-14,4.18312197609446e-12,221.761585627404,252.11403503576,400.183626776459,853.823010598975,904.802331208969,1016.28288608299
"49","SPT_0118",916.783795360425,0.906067074746833,0.123620504703545,7.32942384371978,2.31144283503008e-13,9.55710853830806e-12,1173.69372541319,1187.53714122003,1242.09243328195,609.873578999268,626.566673627713,660.939219620405
"50","SPT_1453",491.192754387903,-1.06320527472125,0.146132434508756,-7.27562829084018,3.44811825572531e-13,1.3971775172199e-11,295.682114169872,344.155666874212,300.483899690282,669.535124770935,633.719261226203,703.580459595915
"51","SPT_1726",796.198857815861,-2.02945157105033,0.279255513868933,-7.26736436797034,3.66569082046817e-13,1.45621364750363e-11,169.195876441649,203.091861556584,448.648771887795,1158.75980009861,1203.78049282585,1593.71634408469
"52","SPT_1879",66.4165580069633,-1.9362370175338,0.26863041076193,-7.20781021047449,5.68588014593014e-13,2.21530637993355e-11,21.354819356713,20.0090503996635,33.2332423620589,106.064970260742,113.01088405614,104.826381606462
"53","SPT_2199",303.888300220641,1.13991040453532,0.158425030027065,7.19526708841767,6.23386150287012e-13,2.38298177449337e-11,429.560404752342,409.185080673118,426.493276979755,182.96207369978,204.56400531681,170.56495990204
"54","SPT_RS10825",3409.45038020231,0.934401950119736,0.130242730035238,7.17431176286711,7.26718351624395e-13,2.72653959331671e-11,4268.49985372452,4210.90465660918,5016.83487823913,2277.74523634944,2223.7394843705,2458.97817192108
"55","SPT_RS09270",884.813395780465,1.15864217194428,0.162018381905055,7.15130072477372,8.59594403124342e-13,3.16643320132712e-11,1034.88739959455,1385.6267401767,1279.47983093927,510.437669379822,596.525805714055,501.922928878399
"56","SPT_2220",1967.58845896715,0.925362717099349,0.129554859609782,7.14263224001427,9.15603583340001e-13,3.31252296401222e-11,2677.5658116494,2356.06568456038,2738.97305800635,1248.91502482024,1373.29681891006,1410.71435585646
"57","SPT_0070",5966.3715890068,0.893159584562117,0.126414750002913,7.06531148099043,1.60256113811419e-12,5.69612081722692e-11,7408.47963836736,7285.29525051747,8679.41513022437,4251.8794953275,3959.67249452399,4213.48752508008
"58","SPT_0222",738.365712885404,-1.40546908403292,0.199823529805897,-7.03355148114015,2.01341637646707e-12,7.03307168745222e-11,283.362026079461,409.185080673118,477.727858954596,1165.38886073991,1160.86496723491,933.665483630438
"59","SPT_2131",1824.31207722137,1.61160823641919,0.229382402944571,7.02585819893355,2.12754448760655e-12,7.30577140998452e-11,2531.36743297652,1917.86748080774,3965.83358853902,820.677707392493,756.028509160379,954.097744452036
"60","SPT_1222",4197.27557916055,-1.09830236335114,0.156522347575309,-7.01690448913499,2.26837555331961e-12,7.65954811837588e-11,2111.66309869651,2913.317738191,2862.21299843232,5402.68442265656,5959.53598706176,5934.23922992514
"61","SPT_0894",755.976844572202,-1.31098602280395,0.18796653544185,-6.97457140294805,3.06804692792182e-12,1.01899394688027e-10,321.143629556723,489.221282271772,454.187645614804,1161.41142435513,1174.45488367204,935.44220196275
"62","SPT_0864",1918.5802191677,0.90665882728049,0.131171874500509,6.91199108599282,4.77897894013466e-12,1.56164698914723e-10,2509.19127441378,2261.02269516197,2773.59101880016,1347.02512231143,1277.45214509029,1343.19905922856
"63","SPT_1203",110.610064725146,-1.5819075220344,0.22922982788367,-6.90096719366379,5.1649661023652e-12,1.66098751164951e-10,48.459013155618,64.0289612789231,42.926271384326,175.007200930225,183.106242521341,150.132699080441
"64","SPT_0163",44703.7668624225,-1.32886429628687,0.192720283975047,-6.89530063404703,5.37510075018926e-12,1.69225085315352e-10,20627.9341593787,32232.5792888179,20989.5619885037,64295.2591599337,73498.5596445622,56578.7069333387
"65","SPT_2246",4412.59963562316,0.991136608060478,0.143770588175179,6.89387600510346,5.42923521495454e-12,1.69225085315352e-10,5612.21079478538,5413.44858562896,6696.49833595486,3224.37509592656,2878.20124963232,2650.86375181087
"66","SPT_RS11220",1039.51062070514,-1.40092648122325,0.203337045047566,-6.88967660022567,5.59193658661865e-12,1.71655507946809e-10,441.880492842754,468.211779352126,738.054924124057,1661.24259670888,1333.95758711836,1593.71634408469
"67","SPT_0602",560.062877996539,-1.07961989883776,0.156934025165027,-6.87945076093263,6.00837606929167e-12,1.79014263476249e-10,311.287559084393,335.151594194363,418.184966389241,763.667785877344,753.882732880832,778.202629553057
"68","SPT_1223",1893.75240617504,-1.08720467978725,0.158000605847005,-6.88101589205304,5.94272205256213e-12,1.79014263476249e-10,1080.06105592606,1146.51858790072,1351.48518939039,2403.69738853407,2356.77761370241,3023.97460159658
"69","SPT_0412",50599.2980191323,-0.977128671842055,0.142772946628551,-6.84393433711379,7.70472480617363e-12,2.26228586337794e-10,33133.6449103523,36220.3830334708,31701.7437765406,68667.7875589328,76039.1587595458,57833.0700759516
"70","SPT_1950",5666.20015020952,0.867806614701616,0.127143231525219,6.82542518615699,8.76652785361108e-12,2.53728363305944e-10,7054.48244056954,6775.06446532606,8230.76635833658,4042.40117906254,3863.11256194438,4031.37389601801
"71","SPT_1237",1806.45283529484,-0.814590199404325,0.11940166631348,-6.82226826940323,8.96141145075165e-12,2.55715769003139e-10,1372.45781327182,1223.55343193942,1305.78948114256,2401.04576427755,2265.22449244174,2270.64602869591
"72","SPT_1314",238.548732594617,-1.60611217340414,0.235885908776238,-6.80885171028893,9.83808206970726e-12,2.76832698239263e-10,69.813832512331,114.051587278082,149.549590629265,379.182268682153,363.351450003285,355.343666462583
"73","SPT_1109",54.2347170154492,-2.08422849773661,0.30717274221013,-6.78520002374052,1.15925784801677e-11,3.21733753435887e-10,14.7841057084936,20.0090503996635,16.6166211810294,98.1100974911866,110.149849016744,65.7385782955779
"74","SPT_0501",3820.66019091721,-0.97523281099655,0.145539444706982,-6.70081442841844,2.0726111208384e-11,5.67447314975486e-10,2106.73506346034,2789.26162571309,2740.3577764381,4999.63753566574,5179.90393882636,5108.06520539963
"75","SPT_0394",7672.31717811229,-0.805828556669095,0.120450822324567,-6.69010423604838,2.23011690043961e-11,6.02428912038754e-10,5312.42198458537,5915.67575066051,5412.86434972034,9274.05583717365,9568.73168925975,10550.1534572741
"76","SPT_0168",1187.28447056223,1.24543502427857,0.18654774233303,6.67622673264621,2.45172569652221e-11,6.53578455415e-10,1491.5519981458,1757.79507761044,1822.28945618623,596.615457716675,578.644336717831,876.810496996424
"77","SPT_0964",1256.61137750391,-0.970513490385263,0.146081024892331,-6.643665671846,3.0597619390512e-11,8.05075024482823e-10,781.09358493208,865.391429785446,870.987893572292,1561.80668708943,1537.09107491547,1923.29759472873
"78","SPT_2248",4279.40720355841,0.921926524082331,0.139068061405643,6.62931887281577,3.37239363298949e-11,8.75957628261117e-10,5485.72455705716,5141.32550019353,6272.77449583861,2873.03488193786,2681.50509067385,3222.07869564947
"79","SPT_0564",807.3597668393,-1.36237491536765,0.206508198710088,-6.59719528753557,4.19008689254861e-11,1.07457165117766e-09,314.572915908503,436.197298712664,555.272091132733,1162.73723648339,1347.54750355549,1027.83155524302
"80","SPT_1248",897.225309024663,1.5559471194241,0.236063262033911,6.59122942730741,4.36199199971984e-11,1.10467447392905e-09,846.800721414274,1521.68828289441,1736.43691341758,426.911505299487,489.952250496556,361.562180625678
"81","SPT_2084",4324.89677327181,0.835749826321905,0.12707455101625,6.57684658051661,4.80530131356277e-11,1.20191857546644e-09,5478.33250420291,5056.28703599496,6168.92061345718,3126.26499843538,2978.33747601118,3141.23801152924
"82","SPT_0805",1365.58918136437,-1.16635004737459,0.177643872830831,-6.56566437551886,5.18013739862529e-11,1.27987297190425e-09,988.892404057018,776.351155506943,697.898089603236,2072.24435646925,2067.09781596357,1591.05126658622
"83","SPT_2104",943.183399094277,0.797663853513823,0.122232801692594,6.52577575305757,6.76504709487102e-11,1.65132354388056e-09,1149.05354923237,1212.54845421961,1244.86187014545,698.702991592639,678.780563096689,675.152966278908
"84","SPT_RS03570",256.738966670731,-1.31122915483199,0.201174036575479,-6.51788459958662,7.13058147062953e-11,1.71982834041612e-09,117.451506461922,136.061542717712,175.859240832561,361.946711014783,424.863703350298,324.251095647107
"85","SPT_2086",1792.75196097899,0.811202810108075,0.125039255190659,6.4875851097414,8.72230701270574e-11,2.07898753032257e-09,2202.01041135952,2211.00006916282,2466.18352695112,1352.32837082446,1210.21782166449,1314.77156591156
"86","SPT_0855",396.201906419886,-0.929653091193891,0.14424427576447,-6.44499122247238,1.15607107099481e-10,2.72348836027381e-09,270.220598783022,263.119012755575,275.558967918738,531.65066343197,492.098026776103,544.564168853909
"87","SPT_2201",607.878724136999,0.974775725160022,0.15186685976724,6.41862040641403,1.37514820801188e-10,3.20235663153112e-09,889.5103601277,849.384189465715,693.743934307979,405.698511247339,416.28059823211,392.654751441155
"88","SPT_0094",3144.95591671687,0.722128812346195,0.112684774415217,6.40839737305876,1.47057215284663e-10,3.38565816098553e-09,3771.58963407793,3963.79288417334,4048.91669444417,2416.95550981666,2414.71357325018,2253.76720453893
"89","SPT_1269",1747.22527754974,-0.763721232663969,0.119269188882359,-6.40334054268841,1.52013609312611e-10,3.46044463446461e-09,1336.31888820662,1281.57967809845,1243.4771517137,2139.86077501047,2138.62369194847,2343.49148032074
"90","SPT_1060",8282.77190310191,-0.780624513945301,0.121962523391226,-6.40052773786294,1.54840816716884e-10,3.48563882964897e-09,5985.92013352786,6551.96355336981,5626.11098821021,10992.3083553977,10653.7792279507,9886.54916015522
"91","SPT_1313",104.434922549625,-1.84870530954802,0.290937464223148,-6.35430474546952,2.09371399114734e-10,4.6613896110599e-09,27.9255330049324,39.0176482793438,52.6193004065932,222.736437547559,172.377361123606,111.933254935714
"92","SPT_0088",132.347120089994,1.27785747445086,0.20221850949668,6.31919144113678,2.62935383854061e-10,5.79029443139486e-09,174.123911677814,190.085978796803,207.707764762868,64.9647942847046,77.2479460636906,79.9523249540812
"93","SPT_1378",330.646385318107,-1.07336961079045,0.170173024218425,-6.30751916010335,2.83543487423238e-10,6.17697962924173e-09,201.228105476719,202.091409036601,222.939667512145,526.347414918933,408.412751873772,422.858963090474
"94","SPT_0397",4194.25457641414,-1.30951685855762,0.209062437828198,-6.26375963162616,3.7580461762836e-10,8.0145279506848e-09,1630.35832396444,2205.9978065629,3121.15534517003,5612.16273892152,6002.4515126527,6593.40173121323
"95","SPT_RS03595",129.409192606284,-1.27406737629428,0.203359497005395,-6.26509897524226,3.72588677452603e-10,8.0145279506848e-09,70.6351717183584,66.0298663188895,83.0831059051471,200.197631367151,182.390983761492,174.118396566666
"96","SPT_0823",218.173186187921,-1.08881329643967,0.174493468846085,-6.23985128864669,4.37987085191565e-10,9.24335244373031e-09,142.913021848772,146.066067917543,119.085785130711,319.520722910486,295.401867817632,286.05165150238
"97","SPT_2203",1974.526406685,0.784128680827901,0.125778256845792,6.23421488333447,4.54049471773568e-10,9.48354876096132e-09,2269.36022625377,2561.15845115693,2696.04678662202,1437.18034703306,1414.06656822145,1469.34606082278
"98","SPT_1110",2478.41760975366,-0.814271102062066,0.130750807461523,-6.2276563936455,4.73464028949395e-10,9.78814410868852e-09,1748.63116963238,1813.82041872949,1784.90205852891,3481.58264880886,3227.24752443863,2814.32183838366
"99","SPT_0211",2128.7825172805,0.776135636981402,0.12494100746037,6.21201679702785,5.23088339162759e-10,1.07048179307449e-08,2606.93063993104,2852.29013447203,2635.11917562492,1669.19746947843,1573.56927166777,1435.58841250884
"100","SPT_0065",3832.32135200816,1.47227516777488,0.237148292228322,6.20824697467103,5.35789019844283e-10,1.08550855420452e-08,4494.36813538206,4367.97570224654,8405.24088073738,1720.90414248054,1696.5937783618,2308.84547284064
"101","SPT_1073",1857.02947528507,0.798135355713447,0.128842110299148,6.19467776381747,5.84043920793233e-10,1.17155740943276e-08,2459.91092205213,2136.96658268406,2509.10979833544,1311.22819484843,1419.07337954039,1305.88797424999
"102","SPT_0071",1088.45716280158,1.22504009901076,0.197829194927008,6.19241310395442,5.92500159893281e-10,1.17686796465077e-08,1458.6984299047,1204.54483405974,1971.83904681549,727.870858414344,548.603468804173,619.186338811051
"103","SPT_1308",1857.35812148586,-0.766828098873271,0.124303889619819,-6.16897911415805,6.87323051402736e-10,1.35195776906985e-08,1287.859875051,1412.63895821624,1398.56561606998,2264.48711506685,2248.77354096522,2531.82362354591
"104","SPT_0191",1276.99794761474,0.847981539680966,0.137543952881747,6.1651677294022,7.04084678634875e-10,1.37161111434063e-08,1568.75788351238,1547.70004841397,1836.13664050375,867.081131881568,866.893616936972,975.418364439791
"105","SPT_0937",780.499574281749,-0.847617740282667,0.137647270552554,-6.1578971880815,7.37171846401337e-10,1.42239062934201e-08,521.550395827414,534.241645671015,602.352517812317,1083.18850878783,955.585703158247,986.078674433669
"106","SPT_1388",556.758948638259,-0.918907197319035,0.149458864218804,-6.14822815710534,7.83532727980158e-10,1.49758236498849e-08,393.421479687136,410.185533193101,336.486578915846,698.702991592639,706.675654730799,795.08145371003
"107","SPT_0060",2856.5021114947,0.949273972754754,0.156256526243355,6.0750996811253,1.23910725450864e-09,2.34619747442478e-08,3556.39876209874,3292.48924326463,4523.87511653526,2019.21187133888,1769.55017186639,1977.48750386428
"108","SPT_1111",7661.22354132348,-0.718944768292299,0.118863373844119,-6.04849706887124,1.46203281622733e-09,2.74266526451535e-08,5424.1241166051,6016.72145517881,5835.20347140483,9425.19841979521,9017.98244417603,10248.1113407809
"109","SPT_1423",536.052588261512,-0.959880340057193,0.159250869661481,-6.02747314408774,1.66542913574134e-09,3.09555910918528e-08,393.421479687136,383.173315153556,296.329744395025,755.712913107788,704.529878451252,683.148198774316
"110","SPT_RS00575",1402.12247777822,0.921599371048125,0.152952422434168,6.02539898604605,1.68692950909674e-09,3.1070174413e-08,1960.53668478746,1844.83444684897,1735.05219498582,1093.7950058139,976.328207193867,802.188327039282
"111","SPT_1200",1238.85046806711,-0.80619511332203,0.134390644529029,-5.99889312345614,1.98667055491792e-09,3.62612121104838e-08,861.584827122767,903.408625544806,918.068320251876,1492.86445641995,1488.45347924574,1768.72309981751
"112","SPT_0989",168.996791859193,-1.1944113113717,0.199565830168674,-5.98504919585773,2.163244669336e-09,3.91315508935244e-08,88.7046342509617,122.055207437947,87.2372612004045,250.578492241004,235.320131990317,230.085024034523
"113","SPT_1931",179.178264243911,-1.08686191054463,0.181880714891637,-5.97568527917965,2.29124962711535e-09,4.10802809250947e-08,105.952757577538,124.056112477914,106.623319244939,229.365498188855,256.777894785786,252.294003188434
"114","SPT_RS11225",492.738373815033,-1.45601887502901,0.245195389252124,-5.93819842807829,2.88171136301013e-09,5.12135721180572e-08,176.587929295896,196.088693916702,369.719821277905,831.284204418567,739.577557683853,643.172036297276
"115","SPT_0314",870.648630308366,0.849227268335835,0.143440702804877,5.92040649362295,3.21146847208183e-09,5.61507810200457e-08,1112.09328496113,1249.56519745898,1014.99861047455,620.480076025342,572.922266639039,653.832346291153
"116","SPT_2190",3715.75234965804,0.918000796133792,0.155061723290293,5.92022825913777,3.21495093698189e-09,5.61507810200457e-08,4450.01581825658,4422.00013832563,5808.89382120154,2556.16578328389,2308.85527679253,2748.58326008808
