"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN240min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN240min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN240min.c","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC240min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC240min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC240min.c"
"34","SP_0045",15331.4620559558,-1.91573013591764,0.15733665777526,-12.1759935860216,4.1728139554489e-34,2.71846556215274e-32,6413.17312651446,5872.5500252841,6733.02604013319,29469.2348311634,21877.152012619,21623.6363000205
"35","SP_0053",1709.68033654661,-1.68018710067289,0.138254625735619,-12.1528454598393,5.54031956123195e-34,3.50623080803679e-32,805.067943622787,725.914856110259,887.759062999242,2751.06117423688,2642.87742434323,2445.40155796724
"36","SP_1897",264.659868552475,2.75913767941822,0.228210478836808,12.0903198375534,1.188232451385e-33,7.31093022171603e-32,470.960027980974,418.595784398035,500.674661010556,78.0610651331187,64.8768359980896,54.7908367940774
"37","SP_0342",3199.36743064105,1.59914611525088,0.133910228762103,11.9419265431309,7.15465513003113e-33,4.28312462514026e-31,5096.56142504461,4781.41034728655,4587.48642659136,1644.01334143992,1695.33416173955,1391.39888174433
"38","SP_1271",4888.56157424506,1.52938203476402,0.128917937777542,11.8632213726773,1.83766269011109e-32,1.07116391015686e-30,7760.93048113737,7364.49516684276,6713.52556648136,2266.13637568266,2630.92642823832,2595.35542708788
"39","SP_2017",724.654216057487,2.38026604111872,0.202334716163509,11.7640021754605,5.98295184859488e-32,3.39800983195838e-30,960.796209388039,1441.7136474309,1267.0432755272,193.969919421689,240.727207256069,243.675037321028
"40","SP_0048",2754.09038642555,-2.07885139962903,0.17689325433127,-11.7520105980748,6.89582894269313e-32,3.81856527701632e-30,1301.51077872898,823.587205803134,984.286407575766,4430.55681801004,4500.40367607801,4484.19743235738
"41","SP_0726",1048.990976796,1.75045154909045,0.149124543986792,11.73818542738,8.12101653710609e-32,4.38732966577805e-30,1495.93515901772,1737.52133507218,1636.08973938795,423.422141176614,512.185547353339,488.791938768217
"42","SP_0720",384.418908277823,2.16889900844579,0.186998427840432,11.5984879311206,4.19423268495263e-31,2.21195842789764e-29,683.316754024499,648.823465816954,564.538712220276,134.832748866296,136.582812627557,138.418956111353
"43","SP_0051",4598.51731671734,-1.67195292878352,0.144306336157205,-11.5861366403352,4.84496783347165e-31,2.49572180259063e-29,2090.53399193959,1974.3767830774,2465.83489327302,6249.61618429393,7428.39772178126,7382.34432593885
"44","SP_1650",5608.47127504422,-1.80235831383123,0.1563521176912,-11.5275593349554,9.58217927059677e-31,4.82375615553906e-29,2269.85744948746,2557.27141285166,2580.88768781877,7226.56224186902,10161.7612594902,8854.48759874814
"45","SP_1546",1870.54690776169,2.37345751464996,0.206108371159001,11.5155803779507,1.10115644108201e-30,5.42013670443698e-29,2648.32432568059,3823.17483083538,2987.96007530058,603.199139665008,713.645195978986,446.977879109579
"46","SP_0386",2628.18402313452,1.87078497147083,0.16277086643439,11.493364951921,1.42452808392973e-30,6.8594124041399e-29,4923.84462119587,3985.03186746929,3518.86047047146,1211.12925297445,1070.46779396848,1059.77013272755
"47","SP_1899",521.735447429068,2.02968055915663,0.181969563149232,11.1539563212124,6.84917934145694e-29,3.22785792368662e-27,773.922290469736,796.727309637593,953.085649732849,217.624787643846,211.703359572714,177.349287517672
"48","SP_0648",4742.69396067369,1.54001710530752,0.138278585177025,11.1370614859559,8.28066056016764e-29,3.82117982099402e-27,7932.7034773148,6817.53000856266,6483.41997738985,2332.3700067047,2258.73826382823,2631.40203024187
"49","SP_0054",4807.70026648507,-1.67370927798703,0.150950556260731,-11.0877980144445,1.43783520722312e-28,6.49960200816164e-27,2593.58348074492,1942.63326942721,2280.5803935807,8108.88882655548,6979.38172526817,6941.13390333391
"50","SP_2236",690.876637289207,2.15965007266453,0.195370885247287,11.0541039414905,2.09417525521746e-28,9.27719638061336e-27,1342.09450859508,1088.69786925522,973.561147067263,276.761958199239,203.166933783491,260.977406834947
"51","SP_0050",9731.71763711861,-1.80707050250948,0.16379364800846,-11.032604282775,2.66047398706111e-28,1.13325959256545e-26,3820.53345344084,4305.60647235412,4676.21358170716,18405.8529636605,13958.7634505363,13223.3359010127
"52","SP_1003",1662.08985114835,2.02170527368637,0.183230713157961,11.0336593622461,2.6294359319221e-28,1.13325959256545e-26,2799.33355308931,2580.64301081388,2653.52695217182,832.651361419933,522.429258300406,583.954971094772
"53","SP_1509",12239.9497003455,-1.34624897576957,0.122277505513893,-11.0097844252851,3.42823022098513e-28,1.43274149801548e-26,6397.12839610228,7016.01417633139,7213.22520380933,16579.69713691,17062.6078674976,19171.0254214224
"54","SP_1950",1126.21130697301,2.90570778990634,0.264727558853306,10.9762194857713,4.97302519387213e-28,2.03986126007903e-26,2976.76939529457,1621.70983472205,1413.78433975717,283.858418665886,211.703359572714,249.442493825668
"55","SP_0910",3276.38146907844,2.38054317798524,0.218926154568115,10.8737267261714,1.53787942779555e-27,6.19345987739483e-26,7404.17118138425,4890.59408105037,4306.67960600511,981.677031219523,855.349864080076,1219.8170507313
"56","SP_0173",14157.8598942512,-1.51726661022838,0.14007410549241,-10.8318850575176,2.43098497503691e-27,9.61541378519065e-26,8371.57404447142,7146.12769931512,6309.37825004733,21734.092922518,20173.2814250902,21212.7050240649
"57","SP_0387",869.648831051729,1.81316588889972,0.167517622511719,10.8237322241896,2.65731033354343e-27,1.03262147171907e-25,1245.82612612201,1481.48024694871,1352.84535959522,326.437181465769,442.186855881716,369.117216296942
