"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN20min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN20min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN20min.c","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC20min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC20min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC20min.c"
"1","SP_0099",762.524936267725,-0.741807520280583,0.209744946394697,-3.53671224518875,0.000405140821398631,0.515820005869407,631.847467818177,577.125546059225,407.719181025553,967.822165706052,1017.71202624565,972.923230751691
"2","SP_0959",5059.70817271255,0.812838657550648,0.232467542481449,3.49656837627349,0.000471283696545826,0.515820005869407,6120.80172735597,6908.44500057784,7257.87368385448,4530.79033859819,3375.46506118195,2164.87322470686
"3","SP_0010",313.085787018918,0.829699580074076,0.275232445027142,3.01454132703088,0.00257368145202716,0.528685200839091,301.215925067883,281.144706884892,736.728095443856,222.599098112392,200.33195721681,136.494939387676
"4","SP_0160",238.768067202346,-0.72741612343906,0.242368667913861,-3.00127953707938,0.00268847637744158,0.528685200839091,168.257333143388,189.902493304835,134.594555898397,226.746907393989,324.255251264388,388.851862209077
"5","SP_0647",4046.52394244756,-0.745000559291049,0.224243133364769,-3.32228928534984,0.000892820771224266,0.528685200839091,2853.31491519381,3021.3783407445,2572.25151272492,3716.43711631124,5054.52938208566,7061.23238762524
"6","SP_0911",102.580376980662,-0.753891918158519,0.25187854356956,-2.99307716915681,0.00276179907020155,0.528685200839091,70.5974824377851,79.3733077485052,55.8842892911472,124.434278447921,153.459415944928,131.733488013687
"7","SP_1025",389.58688233333,0.817745111427615,0.27456489091323,2.97833094649397,0.00289822860213298,0.528685200839091,321.218545091922,367.936080778118,942.94899395485,244.720747614245,206.752853281451,253.944073279397
"8","SP_1278",482.152297683579,-0.629334226165012,0.209180692619753,-3.00856746520584,0.00262482516518833,0.528685200839091,408.288773431857,318.235037608493,358.918815729058,536.450000419926,707.582746323475,563.438412588663
"9","SP_RS06950",153.374553542849,-0.711819661239999,0.234382374087378,-3.03700166879712,0.00238944132909278,0.528685200839091,102.366349534788,125.36531784577,95.239422594772,189.416623859613,222.16300383659,185.696603585559
"10","SP_1684",2175.91815327423,-0.690594257610034,0.217687941320438,-3.17240474332694,0.0015118214623554,0.528685200839091,1566.08748541153,1198.75948898677,1941.78227720085,2267.46907393989,2995.99010376165,3085.42049034468
"11","SP_RS08940",182.973475534588,-0.80573427561565,0.249351749865537,-3.23131590634573,0.0012322167046956,0.528685200839091,80.0104800961564,156.521195653594,118.852502576947,225.364304300123,253.625394553333,263.466976027375
"12","SP_1836",31.7896987677892,0.933456734749667,0.29063246954857,3.21181159214446,0.0013190084712534,0.528685200839091,29.4156176824105,32.6394910367685,96.0265252608445,5.53041237546315,12.8417921292827,14.2843541219661
