"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN30min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN30min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN30min.c","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC30min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC30min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC30min.c"
"1","SP_0352",3144.2222928879,1.41573103597855,0.121629184475583,11.6397313858728,2.58829484952986e-31,5.7123667329124e-28,4442.08184591973,4441.97272939008,4944.67903572174,1631.15228524794,1682.39158049299,1723.05628055494
"2","SP_1040",402.909561060558,2.04643363628799,0.181555565967421,11.2716656489353,1.8111088310557e-29,1.99855859506996e-26,607.180428366041,641.358386271712,734.061940314218,149.94897689499,143.146430772677,141.761203743706
"3","SP_0353",5467.11667012064,1.43307089164545,0.133677676400086,10.7203456122052,8.16974828452206e-27,6.01021148798006e-24,7356.25279615772,8142.98788781685,8669.33452471952,2770.39878043793,3219.95265455716,2643.77337703468
"4","SP_1004",2121.9222012305,1.48847554558086,0.140567899173529,10.5890146636065,3.35100518101493e-26,1.84891710862499e-23,2977.61872282545,3405.23576146381,3107.94894472093,939.924074683233,1175.4848079921,1125.32089569746
"5","SP_0071",5536.50265533191,1.47090926585219,0.143230543131035,10.2695223637219,9.66821393007356e-25,4.26754962873447e-22,7143.77653446948,8511.2030554646,9031.63977423083,2613.13521930416,3219.95265455716,2699.30869396521
"6","SP_1032",852.154294602582,1.46158831214307,0.152250108021189,9.59991642133781,8.00092756093545e-22,2.94300785449742e-19,1137.63331778911,1317.42557932989,1342.89228351474,418.759947670156,422.702989693435,473.511649618152
"7","SP_0664",35597.268822681,1.41638003999181,0.148651984327901,9.5281610023282,1.60093993409555e-21,5.0475349064984e-19,46945.4495963402,55352.2468923606,54920.7501052687,17487.3422688633,22554.8252628055,16322.998810448
"8","SP_0641",898.004275051603,1.56991700055038,0.168435308260547,9.32059326968388,1.1569157516139e-20,3.19164132976483e-18,1243.87144863323,1370.99786806553,1483.8762827811,415.102655550766,510.27492381319,363.902471465802
"9","SP_1804",4981.72734849427,1.60687038694587,0.173929080928698,9.23865277943141,2.49620253477466e-20,6.12124332694186e-18,5577.50186931625,8865.081976831,8444.86279404404,2569.24771387148,2340.86516204731,2092.80457485554
"10","SP_0166",1395.37078500372,1.40415719556883,0.15535977290401,9.03810020652129,1.59418198953057e-19,3.19850877353996e-17,1812.68810752778,2266.63599101203,2077.7418439366,771.688637191292,809.198352779663,634.271777574933
