"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC30min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC30min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC30min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN30min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN30min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN30min.c"
"27","SP_0913",263.312347630654,0.418491265950668,0.0954846259729556,4.38281306216981,1.17156636352598e-05,0.000779715480688682,213.177432703173,215.439801569403,217.704571711979,329.343703883649,297.499896890467,306.70867902525
"28","SP_2109",3733.07850985246,0.297106108129427,0.0680868938213071,4.36363140473374,1.27921042853717e-05,0.000795394770029719,3551.61647314909,3192.29381649798,3188.25293338945,4477.84700497707,3981.13595924668,4007.32487185449
"29","SP_0353",3724.06680065,-0.300659663867837,0.0693077563221732,-4.33803775828838,1.43760461294612e-05,0.000813327109963175,4130.01109244562,4273.13201018232,4050.93273157524,2951.81965654724,3391.24345983297,3547.26185331662
"30","SP_0416",3796.55692958357,-0.270745754423091,0.0623571952228182,-4.34185266761354,1.41286267742891e-05,0.000813327109963175,4325.49077601872,4222.18340845982,3993.96331094033,3256.61600361969,3543.18546725771,3437.90261120516
"31","SP_0641",1068.64938026056,-0.307901161080116,0.0710974168528502,-4.33069406329314,1.48640080494684e-05,0.000813327109963175,1241.25576853206,1207.48186082311,1136.33647944991,944.050430697542,957.617693853436,925.154048207311
"32","SP_1580",1673.26337377528,0.292096335104536,0.0674675207318928,4.32943632633677,1.49491484886971e-05,0.000813327109963175,1522.00642518643,1408.36491904323,1532.07049064598,1801.16230602207,1939.49503595116,1836.48106580283
"33","SP_1124",907.24537497652,0.314600575911085,0.0728267159942549,4.31985119219028,1.56134449455973e-05,0.000823727504554086,806.052028560677,799.165209875691,785.364155895551,1066.78721475356,974.216400546895,1011.88724022675
"34","SP_1090",619.804232126287,0.375486341087704,0.0871998426625616,4.30604379116518,1.6620016907307e-05,0.000851042630459456,518.061383625824,582.26973397136,467.963098072478,714.941767126307,653.733679003945,781.855730957809
"35","SP_2108",3199.24565676594,0.271555714894561,0.0645241367383373,4.20859121286337,2.56967796760794e-05,0.00127823124045869,2960.35076357614,2682.07996210558,2975.6349170913,3658.57897140315,3419.33357885267,3499.49574756679
"36","SP_1517",1909.86789523952,-0.287526767790521,0.0698262087267052,-4.11774852213272,3.82591852078758e-05,0.00185025670685866,2029.61004796266,2297.78193768448,2031.57023228422,1643.65009981685,1770.95432183295,1685.64073185598
"37","SP_0499",7898.49685015812,0.232754155153977,0.0582174388174471,3.99801433869026,6.38760826073826e-05,0.003005628643769,7167.58839768027,7217.23335257501,7264.61844203384,8127.22071757602,8903.29090565334,8711.02928543025
"38","SP_1682",294.892149517042,0.376454735814273,0.0945366425299914,3.98210393070438,6.83078959420227e-05,0.00312958017987004,252.595146674703,231.452219253616,257.379703939863,365.141932566655,346.019193379041,316.764701288373
"39","SP_0283",17930.8319531132,0.233640483932533,0.0607844106068133,3.84375667379333,0.000121165146171797,0.00540893639705379,16432.3600672744,15638.3093801358,17034.874080921,20579.8902665929,18521.6030227173,19377.9549010379
"40","SP_0386",266.591342050794,0.365309687764393,0.0967170777505137,3.77709600270106,0.000158667583715938,0.0069060065812362,238.919613256009,229.268707751223,201.427594387719,311.955992809047,293.669426115054,324.306717985715
"41","SP_0442",199.708982416337,-0.419776543481144,0.113071612499162,-3.71248392238376,0.000205235101759543,0.0087149832234967,276.728440942987,235.091405090937,224.825749291343,102.280653380015,150.665183832941,208.662461959801
"42","SP_0352",2974.09669385306,-0.250203404101449,0.0685872131313218,-3.64795991378731,0.000264330866320706,0.0107023264712639,3204.90147882808,3235.23620937837,3334.74572930779,2535.53739729058,2563.8617723436,2970.29757596994
"43","SP_1883",1485.27608452262,0.243238578647106,0.0666472503415649,3.64964161912931,0.000262606430004598,0.0107023264712639,1329.74451418243,1396.7195243638,1316.40054109954,1621.14835607324,1671.3620816722,1576.28148974452
"44","SP_0385",239.620269566699,0.365900957361315,0.100552006619275,3.63892248064967,0.000273781190149026,0.0108330239102149,197.893012999927,183.414966200978,218.721882794745,292.522668666844,300.053544074077,245.115542663622
"45","SP_1802",1138.65898828692,-0.25771584014467,0.0712483457465613,-3.61714840455939,0.000297866537998934,0.0115241253923588,1274.23793736538,1178.36837412454,1305.21011918911,1047.35389061136,1003.5833431584,1023.20026527276
"46","SP_0358",5031.51721988286,-0.244507343774778,0.0679655893013269,-3.59751671821382,0.000321269851848238,0.0119006555759103,5573.18208968899,5604.34618947434,5321.55427395029,4137.25242922162,4586.35034176205,4966.41799519984
"47","SP_0664",16436.1018984263,-0.212980329211657,0.0591171008128567,-3.60268562367217,0.000314946344737915,0.0119006555759103,17122.5722833473,18664.6563224519,17421.4522923722,14522.8299734284,15258.0419220647,15627.0585968931
"48","SP_0262",1049.98496635451,0.253513735856074,0.0721548732974268,3.51346657918828,0.000442300051400342,0.015715191622204,927.522943044371,921.441854009677,993.912927862634,1192.59241841098,1170.8472336848,1093.59242111462
"49","SP_0282",27569.263368955,0.187634008938593,0.0533776069635743,3.51521957637849,0.000439390529568874,0.015715191622204,25164.5903766817,26138.8161951418,25717.624172331,30133.9260988201,29218.831074856,29041.7922958991
"50","SP_1278",109.489369276463,0.396335919945514,0.113082749169485,3.50483095659001,0.000456897289723571,0.0159091636281747,70.7909965202989,88.0682972631682,97.6618639455607,121.713977522218,139.173771506699,139.527308900831
"51","SP_1100",1184.45516490904,0.241790844587301,0.0702008461214578,3.44427251160146,0.000572598260277068,0.0195469327674975,1135.87371689389,1023.33905745466,1064.10739257351,1303.0555240614,1278.10041539639,1302.25488307442
"52","SP_0348",2176.62029619552,-0.256999160345432,0.0753082052728618,-3.41263159059833,0.000643388560588123,0.0213087991140142,2509.05816075923,2397.49562962707,2277.75951431365,1735.70268785886,1968.86197856266,2170.84380605167
"53","SP_0647",213.659655982806,0.344833068646439,0.101112351505856,3.41039510515655,0.000648688313063041,0.0213087991140142,195.479683573098,165.219037014373,179.046750566861,254.678826916238,231.105070116629,256.428567709635
"54","SP_2107",1650.58738133237,0.222646169384957,0.0660948037635849,3.36858809932082,0.000755542466812262,0.0243592487911139,1554.18415087747,1473.870264115,1504.6030914113,1736.72549439266,1871.82338558552,1762.3179016123
"55","SP_0868",1892.23573765317,-0.240929176922053,0.0720024596636844,-3.34612425807962,0.000819496627809303,0.0259407932548363,1913.7702354749,2137.65776084235,2154.66487329893,1674.33429583085,1855.22467889206,1617.7625815799
"56","SP_1861",221.459696649909,-0.332901393385098,0.0996591795008965,-3.34039869736338,0.000836581948571911,0.026008735222566,259.030691812912,248.920311272756,257.379703939863,193.310434888229,197.90765672971,172.20938125598
"57","SP_1089",466.89408636176,0.295195336912155,0.0885447206358227,3.3338558729692,0.000856510265560995,0.0261611293393279,452.901489101458,415.595022622058,357.076190050956,515.494493035277,527.328143415292,532.969179945516
"58","SP_0008",191.394606691209,-0.346593449869211,0.105512223635308,-3.2848653732024,0.00102031111358127,0.0306269249783619,217.199648414554,242.369776765579,209.566083049849,143.192914732021,188.969891587078,147.069325598173
"59","SP_0496",1708.67849250385,0.221958182868774,0.0680709665375353,3.26068798724025,0.00111142266212911,0.0317210959797832,1457.65097380434,1612.88716310067,1621.59386592941,1845.14298697548,1804.15173521987,1910.64422999336
"60","SP_0663",418.240699291535,-0.283470211917764,0.0868213170789519,-3.26498400916894,0.00109470256477691,0.0317210959797832,457.728147955115,454.898229665125,490.343941893336,368.210352168055,349.849664154455,388.413859913124
"61","SP_1685",63.5917540339047,0.379862735626603,0.116211019653574,3.2687324899048,0.00108030385219373,0.0317210959797832,48.2665885365675,41.4867185454594,51.8828652210791,76.7104900350115,67.6716503656428,95.532211499668
"62","SP_0555",363.640751962569,-0.331394843257884,0.10337804843376,-3.20565969544517,0.0013475324989732,0.0373850900233263,370.848288589293,453.442555330197,435.409143423958,242.405148510636,385.600724724983,294.138651196346
"63","SP_0894",3924.85505580372,0.203016988126207,0.0634225421475046,3.20102255841529,0.00136940810624365,0.0373850900233263,3638.49633251491,3554.02888872769,3684.70074177938,4415.45580641526,3916.01795606465,4340.43060932044
"64","SP_1034",493.188137816406,-0.302372408381425,0.0944914895296778,-3.19999621009738,0.00137429394686553,0.0373850900233263,498.754748211197,590.275942813466,588.005805838897,505.266427697276,404.753078602052,372.072823735549
"65","SP_0820",2353.01984306543,0.211899310811454,0.067109671749216,3.15750778223602,0.00159123989308215,0.0419749796038791,2088.33439734882,2184.96717672753,2218.75547151321,2719.64257337461,2531.94118254848,2374.47825687991
"66","SP_2240",1054.44790185093,0.223877628264875,0.0708288236603304,3.16082657730576,0.00157322135359968,0.0419749796038791,946.829578458998,932.35941152164,1012.22452735243,1128.15560678157,1167.01676290939,1140.10152408156
"67","SP_0758",2510.70352533604,0.201638138361499,0.0642132234507916,3.14013418927676,0.00168870463115804,0.0436150751705901,2315.18736347069,2195.15689707203,2451.71970946668,2748.28115632101,2691.54413152406,2662.3318941618
"68","SP_1160",1325.16477697526,-0.213561410852828,0.0680657597362049,-3.13757477593,0.00170351815715113,0.0436150751705901,1495.45980149132,1386.5298040193,1418.13164937616,1228.39064709398,1229.58111890781,1192.89564096296
"69","SP_1870",162.102154210229,0.348269370109091,0.1129096796714,3.08449524542676,0.00203897869044777,0.0514472739140518,156.866412743844,118.637458296665,118.008085600886,249.564794247237,174.924832077228,154.611342295515
"70","SP_0415",1084.332109272,-0.219546594537735,0.0717419381929,-3.06022669679507,0.00221169514583936,0.0546890671689563,1176.90031714997,1185.64674579918,1165.83850085013,960.415335238344,952.510399486217,1064.68135710814
"71","SP_RS08485",2036.78670446926,0.227856531248815,0.0745964677853287,3.05452172218841,0.00225419689578643,0.0546890671689563,1953.18794944643,1730.79678422987,1883.04281420034,2290.06382917854,2385.10646949096,1978.52238026944
"72","SP_1900",1481.68971782567,0.25055231266924,0.0820534573115972,3.0535253586911,0.00226169605753294,0.0546890671689563,1305.61121991415,1406.9092447083,1283.84658645102,1885.03244179368,1423.65830486211,1585.08050922475
"73","SP_0421",4109.52605085718,-0.18555055907183,0.0611226550950036,-3.03570842567992,0.00239971301963823,0.0572315118793174,4493.61939275443,4297.8784738761,4392.7492553847,3833.47888868298,4007.94925467458,3631.48103977027
"74","SP_1975",5123.74919978019,0.25265358073649,0.0833719674178633,3.03043803044951,0.00244199293541163,0.0574528337912386,4184.7132261204,5364.15992421115,4240.15259296976,6065.24274543491,5915.52370083062,4972.7030091143
"75","SP_1421",507.904548614072,0.252038362652496,0.0847020491709336,2.97558754622179,0.00292427869520291,0.0678822561113103,436.812626255936,464.360112842159,463.893853741413,509.357653832476,580.954734271084,592.048310741363
"76","SP_1512",1555.13628706978,-0.226013318480349,0.0763986107534471,-2.95834330299195,0.0030929744877018,0.070853533988011,1639.45512395874,1715.51220371312,1723.32497420604,1232.48187322918,1504.0981911458,1515.94535616578
"77","SP_0556",14378.0279728922,-0.179714683184402,0.0611986981257844,-2.93657689931616,0.00331856530517751,0.0723617180989005,14428.4921998646,16000.0444523655,15603.5173874689,12794.2869313061,13940.3599753224,13501.4668910254
"78","SP_1139",198.608558485113,-0.310624144507662,0.105603217709882,-2.94142689251216,0.00326703950574752,0.0723617180989005,202.719671853583,246.736799770364,234.998860119006,141.147301664421,178.755302852641,187.293414650665
"79","SP_1648",1345.6167983973,-0.221532371395704,0.0754000561404974,-2.93809292373615,0.00330238025705183,0.0723617180989005,1626.58403368232,1359.59982882313,1401.8546720519,1247.82397123619,1247.45664919308,1190.38163539718
"80","SP_1949",53.9104341295659,-0.339549732538383,0.115651634897355,-2.93597001754229,0.0033250645881172,0.0723617180989005,67.5732239511944,72.0558795789558,63.073287131508,29.6613894802044,38.3047077541374,52.7941168813955
"81","SP_0729",443.724277743779,0.246650672839793,0.0857848517770105,2.87522409528593,0.00403740832626935,0.0857210719028652,420.723763410413,372.65262974167,402.855188775438,487.878716622673,504.345318762809,473.890049149669
"82","SP_1202",1298.45914638088,-0.194500758403143,0.0676343327583262,-2.8757696050339,0.00403043781660456,0.0857210719028652,1378.81554586128,1406.9092447083,1397.78542772084,1163.95383546457,1193.83005833728,1249.46076619303
"83","SP_1577",1586.80858793828,-0.203032152911956,0.0708332732176984,-2.86633870904086,0.00415249698191775,0.0871023764520339,1676.45950850344,1800.66915230643,1653.13050949517,1369.53794875841,1569.21619432783,1451.83821423838
"84","SP_1040",173.42898896493,-0.306254762248411,0.107512947731313,-2.84853841989132,0.00439205500187745,0.0910305685508171,199.501899284479,196.516035215334,202.444905470485,117.622751387018,173.648008485423,150.840333946844
"85","SP_1163",1287.62778063432,-0.215728914307532,0.0761317518880691,-2.83362603588451,0.00460231552464457,0.0942662509224258,1472.13095036531,1374.15657217241,1346.91987358253,1310.215169798,1131.26570233886,1091.07841554884
"86","SP_1683",409.577604659846,0.246748581746753,0.0873453001788866,2.82497834733411,0.00472838112044206,0.0957222271010422,366.826072877913,378.475327081384,356.05887896819,434.692776865065,487.74661206935,433.665960097177
"87","SP_0959",4748.70613306112,-0.231870091891129,0.0825889552735701,-2.80751937257319,0.00499246768981104,0.0975874123894996,4747.82342571369,5541.02435590495,5294.0868747156,3574.70883563154,4540.38469245709,4794.20861394386
"88","SP_1359",1771.71347553374,-0.184966668574434,0.0659614330439445,-2.80416388848323,0.00504472551123203,0.0975874123894996,1928.25021203587,1920.76228493802,1838.28112655863,1651.83255208725,1721.15820175258,1569.99647583007
"89","SP_RS09620",175.112259513797,0.292160302996984,0.103957011498554,2.81039536232771,0.00494806755825784,0.0975874123894996,154.453083317016,150.662293665089,146.492795918341,186.150789151628,201.738127505124,211.176467525582
"90","SP_2218",598.141854529868,-0.230170865728338,0.0818087943558067,-2.81352228132428,0.00490019900856795,0.0975874123894996,689.407772930639,620.845103846963,650.061781887639,506.289234231076,550.310968067774,571.936266215117
"91","SP_0217",3944.05249900196,-0.205139330900819,0.0734809290611775,-2.79173567239505,0.00524261639063241,0.0981894213788855,4212.06429295779,4380.85191096702,4181.14855016932,3152.28973717207,3958.1531345942,3779.80736815134
"92","SP_0605",15653.6398463505,0.164524091590272,0.0589357048375975,2.79158605201436,0.00524504088927993,0.0981894213788855,13923.3019065152,14988.3507895903,15176.246732707,16123.5221988256,17254.9940196471,16455.4234308178
"93","SP_RS04870",1282.59410042098,0.253641766518544,0.0907281013774328,2.79562519955514,0.00517994339745411,0.0981894213788855,949.242907885827,1316.65743594274,1165.83850085013,1333.7397200754,1620.28913800001,1309.79689977176
"94","SP_0065",165.186419450439,0.296359557734235,0.106504736218044,2.78259510570033,0.0053926057599582,0.0998779428519917,144.799765609702,151.390130832554,126.146574263016,187.173595685428,209.399069055951,172.20938125598
"95","SP_1280",183.651081232912,-0.302569971703684,0.108983720665271,-2.77628594304453,0.00549838277354729,0.10076509903943,218.00409155683,214.711964401939,201.427594387719,116.599944853217,191.523538770687,159.639353427077
"96","SP_0615",420.351784284964,-0.24360247587273,0.0888820695317576,-2.74073811687846,0.00613013455871487,0.111172544445027,449.683716532354,474.549833186658,464.91116482418,351.845447627253,357.510605705283,423.609937834054
"97","SP_0189",2764.13584752095,0.198892906371358,0.0743766194676053,2.67413211026599,0.00749229300897568,0.134475073490996,2539.62700016572,2329.07893588544,2781.32850028295,3006.02840283865,3204.8272154295,2723.92503052343
"98","SP_1462",64.4926040005907,-0.310073578142629,0.11620997637051,-2.66821823587699,0.00762547088464815,0.135468824593596,75.6176553739557,90.979645933025,67.142531462573,48.0719070886072,52.3497672639878,52.7941168813955
"99","SP_0378",188.780235398832,-0.279899735172546,0.105151318792683,-2.66187565107384,0.00777065793778821,0.136653691613023,205.133001280412,195.060360880406,243.137348781136,147.284140867222,172.371184893618,169.6953756902
"100","SP_0757",2791.91189904797,-0.170827222232945,0.0642606146767246,-2.65835026777014,0.00785242346797377,0.136710692577423,2903.23530047453,2969.57564325394,3043.79475963664,2593.83736971719,2466.82317936645,2774.20514183904
"101","SP_1907",150.621753271247,0.286580905263098,0.108106844689093,2.65090435381112,0.00802765711964428,0.138377733121789,114.23092620321,127.371504306235,145.475484835575,160.580625806624,183.86259721986,172.20938125598
"102","SP_0359",6104.23527327314,-0.183436058627504,0.0696825813357426,-2.63245211516603,0.00847709717687752,0.14469241357788,6896.49105873321,6410.78977102467,6299.19022448867,6291.28298940474,5450.75991341376,5276.89768257377
"103","SP_1552",1140.24485274954,0.192274312988619,0.0734071946918221,2.61928430579352,0.00881144764679708,0.148939129641492,995.900610137842,1098.30628570348,1071.22857015287,1284.64500645299,1251.28711996849,1140.10152408156
"104","SP_0246",62.0218946644663,-0.301199340251276,0.116187523588454,-2.59235528005699,0.00953212764055317,0.156560700209463,69.1821102357467,89.5239715980966,66.1252203798067,46.0262940210069,45.9656493049649,55.3081224471762
"105","SP_1545",215.042777830188,-0.271550480649175,0.104703178617983,-2.5935266171808,0.00949971855476203,0.156560700209463,225.244079837315,250.375985607685,252.293148526032,149.329753934822,208.122245464147,204.89145361113
"106","SP_1923",7889.43906185613,-0.151457642604579,0.0583360771916508,-2.59629460697189,0.00942352273793179,0.156560700209463,8328.39985198472,8394.87388953208,8275.82565830351,7438.87192032852,7087.64775810723,7811.01529288075
"107","SP_1226",1045.04636586045,-0.181707901842264,0.070348412106103,-2.58297090726373,0.00979535825820485,0.159380548855464,1131.04705804023,1110.67951755037,1112.93832454629,976.780239779147,1006.13699034201,932.696064904653
"108","SP_1215",259.047221286192,0.249770907011168,0.0970890646691246,2.57259566628205,0.010093905505073,0.162503403198571,233.288511260076,222.718173244045,233.981549036239,258.770053051439,301.330367665881,304.194673459469
"109","SP_RS08940",62.6960746695805,-0.297776169200815,0.115872528332569,-2.56985994424977,0.0101739637844022,0.162503403198571,83.6620867967169,66.9610194067064,78.3329533730018,30.6841960140046,57.4570616312061,59.0791307958473
"110","SP_0945",3733.04218717762,0.199535618663696,0.0778356750206732,2.5635496655062,0.0103607876486128,0.163983011783953,3004.59513640132,3717.06441423967,3592.12543324766,4326.47163797465,4115.20243638616,3642.79406481629
"111","SP_0115",40.8959647287059,-0.287623551173993,0.112646898054735,-2.55331976415574,0.0106701486700568,0.166645109731887,52.2888042479481,56.0434618947434,45.7789987244816,20.4561306760031,26.8132954278962,43.9950974011629
"112","SP_0357",5101.36294168298,-0.151857197863407,0.0597009164462026,-2.54363260906134,0.0109706405599152,0.166645109731887,5410.68457494921,5516.27789221117,5240.16938732899,4601.60659556689,4834.05411857214,5005.38508146945
"113","SP_1023",650.808704313047,-0.207808303827634,0.0815458251142113,-2.54836226792214,0.0108230014816416,0.166645109731887,695.038874926571,682.711263081419,737.550535005537,539.019043312681,635.858148718681,614.67436083339
"114","SP_1606",1641.92881455181,0.169961922491895,0.0668026743945677,2.54423829632959,0.010951634293595,0.166645109731887,1542.92194688561,1601.24176842124,1461.87602593511,1798.09388642067,1747.97149718047,1699.46776246778
"115","SP_2012",66479.1860051675,0.135221956777653,0.0531855168883777,2.54245826098576,0.0110075747381775,0.166645109731887,62497.1877234321,64722.920116754,62328.6154189231,68754.0780085801,71447.2177266089,69125.0970367071
"116","SP_0387",187.283658775631,0.261262975067891,0.103227749085063,2.53093744059653,0.01137581361768,0.170735271623973,169.737503020262,149.934456497625,173.96019515303,220.926211300833,201.738127505124,207.405459176911
"117","SP_0638",373.904335395443,0.225558369211114,0.0896597580649019,2.51571467600704,0.0118791307874541,0.175267514414895,332.235017760039,315.153493511999,369.283923044151,417.305065790463,400.922607826638,408.52590443937
"118","SP_1559",1532.44389672587,-0.186472584462106,0.0741125539916068,-2.51607284351884,0.0118670653041375,0.175267514414895,1723.92165389773,1646.36767280402,1558.52057879791,1279.53097378399,1518.14325065565,1468.17925041595
"119","SP_1713",203.892566785883,-0.254579901367605,0.101574016427053,-2.50634867383073,0.0121985261205844,0.178467512402835,223.635193552763,219.806824574188,241.102726615603,177.968336881227,167.2638905264,193.578428565117
"120","SP_0163",287.01326326277,-0.242232675396611,0.0969168397982987,-2.49938685475858,0.0124408419209843,0.180495881536947,320.972813768174,315.881330679463,315.36643565754,218.880598233233,269.409777870767,281.568623367442
"121","SP_RS00155",667.789701367991,-0.194035544126201,0.0779556470075082,-2.48905052519817,0.0128084761728985,0.181297211520458,748.936565459072,706.729889607738,700.927336025951,593.227789604089,642.242266677704,614.67436083339
