"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN90min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN90min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN90min.c","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC90min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC90min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC90min.c"
"17","SP_RS01375",95.6735059658142,0.895736401095782,0.189458662693252,4.72787249926939,2.26884574628437e-06,0.000277866873162592,106.664989376404,153.220483530498,154.322297197704,46.858238290095,62.6561403957341,50.3188870044498
"18","SP_RS08480",7833.9303303746,-0.486104540353038,0.103101933301905,-4.71479558903726,2.41953524529372e-06,0.000279859576705641,7119.888040875,5792.44693086459,6372.12888354399,9086.74956921523,8888.95473745382,9743.41382029497
"19","SP_1269",24639.6711979882,0.599791060685746,0.127832298110333,4.69201500365785,2.70527282597859e-06,0.000296440948615128,23652.9613942177,34973.4661826009,32380.0425970943,19558.6286622857,19476.8153144903,17796.1130372404
"20","SP_2126",7378.55745952548,-0.460736232299165,0.098941442940205,-4.65665568044737,3.21387275030007e-06,0.000334564153306237,6551.00809753418,6249.97042122078,5586.69749034373,8801.85148041145,8089.83215994757,8991.98510769518
"21","SP_1631",9959.49533191201,-0.443255499831421,0.0969978136006938,-4.56974733117335,4.88312576018346e-06,0.000484127039652474,8865.04578372784,8407.8849520596,7748.3613100459,10744.5940399188,12177.8885333086,11813.1973724113
"22","SP_0459",25938.3009685127,-0.496845546185078,0.110616609955507,-4.49159982741218,7.06901529421783e-06,0.000657399954061134,24512.2071419721,19197.4576062537,19642.6947836122,29799.028058203,29881.8432195524,32596.5750014826
"23","SP_1767",838.326401144573,0.509278510393878,0.113529962185689,4.48585114087245,7.26234339260619e-06,0.000657399954061134,980.725318988608,1002.70335036005,1012.30820325956,636.334875979491,739.547886638173,658.338771641552
"24","SP_0438",472.440884956309,-0.727574336601652,0.163308023271337,-4.45522713475493,8.38044225063604e-06,0.000701566064846066,358.512880959582,267.957682825429,352.407633899234,796.590050931616,520.76497017438,538.412090947613
"25","SP_2114",3010.1558112622,-0.394991797383758,0.0886802937752738,-4.45411015873169,8.42418425607668e-06,0.000701566064846066,2531.81203950382,2640.38089060695,2561.28946990816,3427.21154853755,3376.24153247177,3523.99938654497
"26","SP_0425",6141.63127968363,0.690830935029076,0.155981074525909,4.42894073610401,9.46970376531163e-06,0.000758304739976108,5711.02130619499,10681.9619890169,7323.39916328506,4346.57018378922,4859.44590511833,3927.38913069731
"27","SP_2202",1146.40971446619,0.696029948061269,0.158779026628925,4.38363909162843,1.16713071263376e-05,0.000899987460630923,1028.13198093368,1716.78206895335,1698.69692810905,908.112658062042,683.054645297757,843.680005441276
"28","SP_0355",4195.96291521117,0.449948639273842,0.103669658642355,4.34021530664142,1.42343176897113e-05,0.000987861647665966,4564.37267039864,4908.04404685832,5212.40833669259,3734.60159172057,3592.97014925046,3163.38069634641
"29","SP_0426",3720.41582634885,0.731477348584804,0.168011818971001,4.35372554779054,1.33843253312062e-05,0.000987861647665966,3232.54176137937,6880.66869063701,4606.63573724489,2326.98011348612,2964.35444560801,2311.31420973773
"30","SP_0579",2394.6628649058,-0.406702202339504,0.0936306634016285,-4.34368600588629,1.40111738688815e-05,0.000987861647665966,2085.89312558302,2056.71774636752,1973.94341340943,2677.47973589603,2693.18688717401,2880.75628100475
"31","SP_0283",9383.76943877361,-0.491766093046673,0.113724569499877,-4.32418513615219,1.53096689693692e-05,0.00102821712239441,8660.60455408973,6896.34706569595,7387.89206360649,10873.9227775995,10161.593392377,12322.256779273
"32","SP_2188",1354.82689385588,-0.497562572913066,0.116128652491145,-4.28458061158514,1.83084218630747e-05,0.0011911916974663,1198.49967229877,1131.69361789038,970.84848162436,1595.99159616064,1506.82881902528,1725.09917613589
"33","SP_2193",1391.20886210337,0.516427627448473,0.120941851339984,4.27004896755487,1.95430055419677e-05,0.00123298598601142,1891.8221032454,1483.03174989287,1623.83909737882,1220.18852507407,1064.12723688493,1064.24446014411
"34","SP_0944",4265.66561871846,-0.417579179442502,0.0992444529138566,-4.2075820580618,2.58117686792173e-05,0.00158059124676854,3611.79505693992,3868.99537249802,3345.5692041741,5091.61617260173,4604.71274416518,5071.3051619318
"35","SP_1907",230.700278417487,0.766766988756397,0.184140013375232,4.16404329891035,3.12660781639314e-05,0.00185988499249443,426.659957505618,223.060517883934,299.431322920918,179.935635033965,124.285130948915,130.82910621157
"36","SP_0681",17651.755860819,-0.402815311137901,0.0970622231341602,-4.15007299576403,3.32369262945715e-05,0.00192220223736938,15146.4284914494,15783.8477638766,14186.1347528456,21800.3267820838,18562.6519546181,20431.1454200401
"37","SP_0415",398.305488009427,0.661363329881527,0.159720309027683,4.14075914270176,3.46158290787321e-05,0.00194784205788974,528.880572324672,532.352098592009,468.725186264667,227.731038089862,263.977509536126,368.166523249225
"38","SP_RS05365",474.778879707112,0.710033782359633,0.17302991674063,4.10353189630186,4.06890325827986e-05,0.00222933067993123,432.585790248752,611.456627298452,833.801068441324,295.206901227599,290.683405442504,384.939485584041
"39","SP_1414",11435.2380882856,-0.512869620632963,0.12608654373235,-4.06759996309883,4.7499834081903e-05,0.00253576037329544,8980.59952221894,9999.24002054147,8534.94436218046,15291.7174835896,14882.3740687507,10922.5530724326
"40","SP_0418",14159.5645396612,0.466234893055672,0.115356220388601,4.0416970275644,5.30657670743551e-05,0.00276207317622018,14064.9640158276,18340.1355518947,17558.1921125089,10675.2438472495,11838.9290852661,12479.9226252203
"41","SP_0847",3236.7919422781,-0.366031367470381,0.0912037200637776,-4.01333813154135,5.98660603771906e-05,0.00304002774891002,2891.80637864919,2860.59079484381,2661.48379719323,3595.90120638189,3641.24619185045,3769.72328475003
"42","SP_2100",8127.06748241615,-0.343091792291211,0.0856426592839593,-4.00608522855002,6.17333815897176e-05,0.00306021191594743,7472.47508909145,6838.6221393426,7041.24272437881,9230.13577838292,9051.24441257719,9128.68475072394
"43","SP_1809",792.660897119312,0.492118315487553,0.123459307336585,3.98607708162414,6.71746969598654e-05,0.00325250509466139,900.726576956305,956.380878595015,969.696822690049,733.800011622888,586.502560097773,608.858532753843
"44","SP_0272",37405.870537421,-0.38095664882976,0.0957058325496279,-3.98049563627396,6.87717273217181e-05,0.00325415309735948,35646.8468663201,31041.7573098671,29844.089623741,42424.5117830863,42364.7952560992,43113.2223854126
"45","SP_0421",2134.27904482095,0.593032213625856,0.149963464273548,3.95451129712574,7.66912483009508e-05,0.00354824842139066,2042.9308381953,3391.51758661228,2522.13306614158,1483.53182426441,1869.41271344649,1496.14824026564
"46","SP_0449",239.682137756974,0.655852218851624,0.166859192536087,3.93057289133042,8.474369653623e-05,0.0037814439166615,287.402888041979,255.129921413573,383.502425125637,176.186975970757,153.0453265404,182.825289449501
"47","SP_1082",664.327448025183,0.583807234546135,0.148596108232644,3.92881914263944,8.53640077248273e-05,0.0037814439166615,622.212438029026,860.885321417867,983.516729901783,477.954030558969,528.982168914804,512.413999328647
"48","SP_RS02810",63.5981780462958,0.769303804654228,0.197256005407898,3.90002729226627,9.61818450962329e-05,0.0041718875310491,71.109992917603,80.5298355299826,124.379164905612,35.6122611004722,33.8959448042496,36.0618690198557
"49","SP_0191",812.166295894076,0.435334949667948,0.11177580254398,3.89471549082958,9.83140567101526e-05,0.00417734420552118,899.245118770521,955.668225183245,980.06175309885,662.575489421944,658.403049076485,717.04413981341
"50","SP_0420",2312.4103930146,0.55761613390557,0.143745580864725,3.87918801086709,0.000104805728231746,0.00436411052356992,2312.55622800788,3402.92004120059,2777.80134955867,1463.85136418257,2065.59833337412,1851.73504176375
"51","SP_0730",52008.8718677404,-0.459533859705061,0.119455620639772,-3.84690027345655,0.000119621630681235,0.00478946605919867,51308.8228064221,38469.7438207433,38914.5553903762,62979.3465914193,56384.3634571054,63996.399140376
"52","SP_1092",1054.85804966033,0.466759777206786,0.121250765587682,3.84954086635644,0.000118339439293037,0.00478946605919867,1186.6480068125,1150.93526000816,1392.35565158227,793.77855663421,944.977855148776,860.452967776092
"53","SP_1429",2685.0828153207,-0.38147294301616,0.0994259087789839,-3.83675590900702,0.000124670274759155,0.00489742475563324,2174.78061673003,2488.58571389999,2253.79653444706,3092.64372714627,3178.00161285904,2922.68868684179
"54","SP_0424",1817.94730151768,0.633085948863086,0.16632421815062,3.80633653897459,0.000141040434893549,0.00533902155360671,1570.3456769304,3292.45876237628,2094.86760151211,1256.73795094035,1345.56629374445,1347.70752360251
"55","SP_0581",7644.87792619079,-0.32713777622924,0.0859233014383601,-3.80732316790602,0.000140479120188511,0.00533902155360671,6528.78622474742,6880.66869063701,6801.69766604207,8204.87752459564,8623.95007807514,8829.28737304746
"56","SP_RS08385",295.128708284624,0.615947924681291,0.16299884107556,3.77884849129548,0.000157555244380507,0.00585767890714672,299.254553528246,409.063058355841,409.990580614795,198.678930350003,260.896060008467,192.889066850391
"57","SP_1126",235.821242462953,0.613981864561708,0.163541317015684,3.75429203925775,0.000173832098068986,0.00634944610841455,299.254553528246,307.153620472766,289.066392512117,149.009197762502,154.072476382953,216.371214119134
"58","SP_0085",27637.5500369519,-0.344357449029492,0.091864436785426,-3.7485392724263,0.000177867488946847,0.00638482951702301,26024.7759496569,24207.4110909951,22248.8989519585,31005.1591117901,30662.4770998927,31676.5780174179
"59","SP_1012",3842.08846920091,0.418863849306275,0.112133422051799,3.73540592663608,0.000187412631369704,0.00661344234765634,4109.56500736314,4062.83710049939,5172.1002739917,3246.33874873778,3271.47224853136,3190.21743608212
"60","SP_2063",15316.0634100272,-0.381341531379092,0.103518281577254,-3.68380855602306,0.000229774841039454,0.00797318698406906,14872.3587270795,12011.7732553793,12561.1439965325,17768.643959604,16753.8410818823,17928.6194396855
"61","SP_1045",467.59126881279,0.467500981565245,0.127340560219708,3.67126531215694,0.000241352638594473,0.00807540366968871,527.399114138889,537.340672474397,591.952692235968,375.803071086562,405.724187808442,367.327875132484
"62","SP_1162",3666.45767693057,-0.382941293777081,0.104397634665794,-3.66810316156092,0.00024435659519231,0.00807540366968871,3500.68569300616,3097.19172755137,2837.68761414285,4103.84450944652,4116.8165689525,4342.51994848402
"63","SP_1489",172658.795753773,-0.443841753898941,0.120935894386564,-3.67005805968762,0.000242495383487005,0.00807540366968871,172355.808250412,133177.818977885,124455.174395276,200097.797805427,190126.463006406,215739.712087228
"64","SP_0390",423.935872529282,0.472770199170376,0.129077847215366,3.66267496219984,0.000249595163174766,0.00811964265202912,472.585161264903,530.92679176847,500.971636425381,334.567821391279,361.556744578662,343.007079747
"65","SP_1128",32261.0174911473,-0.345319066081652,0.0948446210241148,-3.64089246551845,0.000271694605557369,0.00870258721185297,30679.5175693883,26790.0670552487,27053.6200259049,37271.9799007074,34274.9630961517,37495.9572994825
"66","SP_0845",8548.24050220673,-0.379230644023971,0.104484298871892,-3.62954671772211,0.000283919345112331,0.00882268770931153,7918.39400301225,6559.26200192885,7553.7309501473,10052.0292779912,8989.61542202401,10216.4113581368
"67","SP_0953",1339.84861222515,0.491700966850861,0.135334550006813,3.63322571232628,0.000279899966215586,0.00882268770931153,1352.57132362024,1643.37876754106,1802.34623219706,943.724919162514,1261.34000665511,1035.73042417493
"68","SP_1502",1616.54678872791,-0.394931856605229,0.109293854214886,-3.61348640728453,0.000302107200045622,0.00924981162492626,1525.9019313569,1368.29455059793,1239.18501331887,1834.96861144012,1913.58015667627,1817.35046897738
"69","SP_1445",6790.66078417282,-0.309650831786133,0.0860089132092774,-3.60021793360752,0.000317950576924006,0.00959381306022872,6011.75731790902,5994.8404998072,6076.152537426,7808.45682866144,7180.80454928815,7671.95297194512
"70","SP_0254",4533.19047297407,-0.347214350769184,0.0981609027448113,-3.53719598190571,0.00040439946415196,0.011996729677789,4346.59831708848,3856.16761108616,3658.82043430675,5139.41157565762,5018.65413071405,5179.49076899137
"71","SP_2013",494.60988893309,0.46710468796409,0.132169411845911,3.53413608671166,0.00040911037806101,0.011996729677789,597.027648870709,630.698269416236,527.459791914539,368.305752960147,413.941386548866,430.226483888046
"72","SP_0340",1420.53484181863,-0.450335839750677,0.127644868056697,-3.52803717538137,0.000418653355981926,0.0121060595438107,1401.45944375109,997.002123065891,1122.86746095344,1692.51956703823,1595.16370548484,1714.19675061826
"73","SP_1025",1872.89303784836,0.480366560089126,0.136432975313978,3.52089778137318,0.000430088376029854,0.0121194668801897,1748.12065922441,2626.12782237156,2311.37948116262,1627.8551981979,1377.4079388636,1546.46712727009
"74","SP_1267",71067.7301489278,0.474772140196709,0.134859886082525,3.5204845116522,0.000430759149439981,0.0121194668801897,66324.8829775226,92900.0734514821,93950.0325432408,61438.647716441,63205.6655615,48587.07864338
"75","SP_0217",10663.1117658222,0.421600710220748,0.120401791876391,3.50161491494727,0.000462447493343176,0.0128375424152066,10318.3562639814,13995.8003537463,12831.7838460956,8739.99860586853,9823.66109417706,8269.07043106459
"76","SP_2012",57010.2803542726,-0.281800919409413,0.0809392296090708,-3.48163579972884,0.000498361009569144,0.0136524687095126,49581.4425617987,51736.4997342491,52310.6521142843,64044.9029301361,63236.4800567765,61151.7047283911
"77","SP_0366",5748.50446641984,-0.352525588292208,0.101864957977361,-3.4607150024109,0.00053874283548502,0.0136788119936562,5302.13884691877,5258.66952544904,4430.43192029527,6680.11045063595,6233.77239445427,6585.90366076574
"78","SP_RS01905",142.92164251292,0.595787942690171,0.171941787521787,3.46505611740646,0.000530120848359223,0.0136788119936562,157.03456769304,178.163352942439,208.450267110331,100.276629940803,103.742134097855,109.862903293049
"79","SP_RS04695",4459.04640627439,-0.383410177609706,0.110495521225906,-3.46991600524541,0.000520621147201455,0.0136788119936562,4398.4493535909,3558.2784849664,3496.43652456887,4968.84758828168,5347.34208033101,4984.9244059075
"80","SP_1416",1273.2637979513,-0.351722013451632,0.101568389633695,-3.46290824064566,0.000534370595876214,0.0136788119936562,1164.42613402575,1092.49768024304,1066.43617317219,1401.06132487384,1444.17267862954,1470.98879676342
"81","SP_1702",12305.8875175896,-0.332857537771215,0.0958828271225333,-3.47150316443882,0.000517553231759029,0.0136788119936562,11853.146944453,10612.1219546635,9937.66494417153,13912.2109483292,13508.0475794147,14012.1327345058
"82","SP_1779",488.072228725354,0.461734673454971,0.132901539717911,3.47426127970393,0.000512261955161262,0.0136788119936562,577.768692455524,591.502331768899,559.706242075254,391.734872105195,452.973080565881,354.748153381371
"83","SP_0436",6733.04370904755,-0.370321020318486,0.107645749019833,-3.44018248458893,0.000581322087020765,0.0139116389100831,5955.46190684925,5987.71396568951,5457.71168970088,7451.39705289091,6881.90394510522,8664.07369404952
"84","SP_0786",1099.54092455338,-0.403267288675384,0.117020750042968,-3.4461177913089,0.000568702411688981,0.0139116389100831,865.171580497503,999.1400833012,925.933783186222,1404.80998393705,1176.08656972321,1226.10354667509
"85","SP_0837",713.574588423621,0.421149476902129,0.122364656408577,3.44175752429613,0.000577948055777873,0.0139116389100831,780.72846390785,890.104111300427,815.374525492345,577.293495733971,558.769514348842,659.177419758293
"86","SP_1078",501.550899285163,0.518629642262714,0.150259845746004,3.45155180805519,0.000557372739004364,0.0139116389100831,524.436197767322,567.272115768727,734.758400090559,455.462076179724,353.339545838238,374.03706006641
"87","SP_RS07865",260.035809899535,0.503483542268175,0.146281352299779,3.4418846582466,0.000577676507761341,0.0139116389100831,290.365804413546,308.578927296305,340.891044556122,213.673566602833,205.429968510604,201.275548017799
"88","SP_0718",99.1755879890295,0.645705777937761,0.188600378076631,3.42367170481175,0.00061781207939578,0.0141349972450771,155.553109507257,125.427000471477,115.165893431122,73.0988517325483,50.3303422850979,75.4783305066747
"89","SP_0742",2998.13052273193,0.427515784644801,0.124613093329068,3.43074530311075,0.000601925470159248,0.0141349972450771,2838.47388396099,4005.82482755781,3631.18061988328,2398.20463568706,2464.13247228469,2650.96669701777
"90","SP_0977",3515.74115002473,0.353147960026014,0.103103261841039,3.42518707672395,0.000614376218489725,0.0141349972450771,3620.68380605462,4114.86079955858,4193.19017982716,3289.44832796467,2978.73454340375,2897.52924333957
"91","SP_2189",4847.8310638153,-0.437197200558241,0.12761895893157,-3.42580134032177,0.000612988546274225,0.0141349972450771,4758.44369273627,3655.19934896709,3663.427070044,5134.72575182861,5346.31493048846,6528.87558882737
"92","SP_0010",1205.02271181862,0.370126468385008,0.108401203124573,3.41441291901222,0.00063919622654976,0.0143097477814688,1328.86799264771,1332.66188000945,1455.69689296938,1025.25825378728,974.765200582814,1112.88605091508
"93","SP_1659",13757.8315624244,-0.284418923720267,0.0832621653251232,-3.41594435611498,0.000635612335905133,0.0143097477814688,12707.94831765,11899.8866697314,12418.3382886779,15347.0102047719,15414.4376871931,14759.3682065219
"94","SP_2121",2379.93374776082,-0.341768853008514,0.100216803582919,-3.4102948885786,0.000648926741939883,0.0143730369863706,2194.03957314521,2125.13247389742,1918.6637845625,2578.14027072103,2654.155193157,2809.47119108178
"95","SP_RS07630",174.357091615286,0.617327259030816,0.181404376374602,3.40304501670913,0.000666392999228088,0.0146045286778198,197.033938709192,213.796023530927,266.033213825892,145.260538699295,137.638078902104,86.3807560243055
"96","SP_RS01935",292.326160858703,0.614493332930521,0.180872606082563,3.39738198193497,0.000680339268631377,0.014754857888443,238.514767911127,390.534069649827,503.274954294004,213.673566602833,225.972965361664,181.98664133276
"97","SP_0001",1628.46271594882,0.370311486290031,0.109449548780781,3.38339893051306,0.000715945536439846,0.0153669959470903,1635.52983710487,1979.75117789639,1946.30359898596,1367.32339330497,1419.52108240827,1422.34720599245
"98","SP_0434",4428.86749653031,-0.309738428708672,0.0922678264396564,-3.3569494444658,0.000788075210249026,0.0167425774259028,4065.12126178964,3648.78546826116,4069.96267385586,4839.51885060102,4931.34639409704,5018.47033057713
"99","SP_0562",1501.03402816382,-0.345468140560545,0.103143957370499,-3.34937837724805,0.00080993105374885,0.017033095493991,1299.23882893204,1339.78841412714,1285.25137069132,1823.7226342505,1595.16370548484,1663.03921549707
"100","SP_1589",3371.4714640314,-0.324153184855657,0.097072236602249,-3.33929861103197,0.000839902259998535,0.0171438873070289,3188.09801580587,2933.99409625609,2787.01462103316,3774.89967665006,3616.59459562918,3928.22777881405
"101","SP_1649",1469.69568937026,-0.377542423678418,0.11302844759564,-3.34024249389921,0.000837052663428564,0.0171438873070289,1306.64611986096,1252.13204447946,1223.06178823852,1675.6506012538,1495.53017075719,1865.15341163161
"102","SP_1845",1229.39277764263,-0.419787788740218,0.125579755086766,-3.34279827548777,0.000829381674552569,0.0171438873070289,1208.86987959925,969.208640006871,914.41719384311,1459.16554035356,1316.80609815297,1507.88931390001
"103","SP_1898",2165.70996175069,0.460844133435949,0.138197614885632,3.33467501459653,0.0008539914144192,0.0172622342215609,2134.78124571387,2915.46510755008,2637.2989595727,1834.96861144012,2027.59378919966,1444.15205702771
"104","SP_0627",1629.86512385157,-0.337038727680667,0.101830242615987,-3.30980972864494,0.000933594112471028,0.0186898359823527,1485.90256034075,1409.62844848058,1384.29403904209,1925.87359372291,1709.17733800822,1864.31476351487
"105","SP_0417",14037.2192401805,0.401121202724794,0.121667018752706,3.29687705704445,0.000977662866567104,0.0193856579827877,13611.6378109778,19158.2616686064,15823.7937574362,11435.2844723148,12814.7214356915,11379.6162960563
"106","SP_2196",718.537429342787,0.370758946134176,0.112782320023829,3.28738534599963,0.0010112235695673,0.0198619572815012,808.876169437734,801.022434829208,847.620975653059,645.70652363751,614.235605846705,593.762866652508
"107","SP_RS03990",296.983676135726,0.570319222611189,0.17402227568256,3.27727712084129,0.00104813443032963,0.0203945409714607,281.477055298845,340.648330825944,500.971636425381,205.239083710616,200.294219297839,253.271731255731
"108","SP_2206",579.750487907681,0.399569290405381,0.122034840629411,3.27422306895759,0.00105952934940904,0.020425371346941,659.248892673611,647.80195129871,699.056973126911,498.571655406611,521.792120016933,452.031334923308
"109","SP_1916",137.321102876144,-0.574202015704538,0.175561256863716,-3.27066475805808,0.00107295021233172,0.0204943334135289,100.739156633271,114.737199294931,86.3744200733416,194.930271286795,169.479724021248,157.665845947276
"110","SP_RS00115",290.005886468829,0.546943897934149,0.167767806275439,3.26012427578735,0.00111363406526217,0.0208881632781607,259.255182512094,429.730007297164,389.260719797193,224.919543792456,237.271613629747,199.598251784318
"111","SP_1812",341.293596556912,-0.449949358074208,0.138004379297479,-3.26039912910523,0.00111255532594621,0.0208881632781607,272.588306184145,300.027086355068,266.033213825892,393.609201636798,431.402933872268,384.1008374673
"112","SP_0189",3637.86442781987,0.392531960148337,0.120930100925497,3.24594089597403,0.0011706314043177,0.0215686246353049,4078.45438546169,3730.74061061468,4749.44144509948,2762.761729584,3013.65763805055,3492.13075810882
"113","SP_1363",1489.43318956721,0.350078633986974,0.107776237691077,3.24819868912494,0.00116138141229743,0.0215686246353049,1642.93712803379,1688.98858589433,1721.73010679528,1433.86209167691,1230.52551137852,1218.55571362443
"114","SP_2201",442.677908538238,0.440922127848148,0.136290790627713,3.23515716518628,0.00121575789913562,0.0222035784736873,509.621615909488,518.099030356614,532.066427651784,333.630656625477,422.15858528929,340.491135396777
"115","SP_0423",2365.12579441039,0.493637581060629,0.153663913434085,3.21244962482605,0.0013160822650014,0.0235826569089596,2198.48394770256,3828.37412802714,2529.04301974744,1944.61688903894,2016.29514093157,1673.9416410147
"116","SP_0568",6879.55728736269,-0.283970580420422,0.0885192826577633,-3.20800815250978,0.00133657709666534,0.0235826569089596,6275.45687497846,6215.76305745583,6011.65963710458,7172.12195268195,7952.19408104547,7650.14812090986
"117","SP_1766",342.38611411929,0.481362387990635,0.14997623534417,3.20959108545423,0.00132923923980044,0.0235826569089596,370.364546445849,441.13246188548,418.052193154973,258.657475361325,324.579350246754,241.530657621359
"118","SP_1857",234.407315046775,0.495407696859766,0.154123586630805,3.21435354373428,0.00130738590272365,0.0235826569089596,309.62476082873,285.061364707903,254.51662448278,190.244447457786,199.267069455285,167.729623348166
"119","SP_1646",627.451270004617,-0.400255020134661,0.125011734295438,-3.20173959981025,0.00136600420563758,0.0238993340851885,555.546819668773,537.340672474397,498.668318556759,660.70115989034,714.8962904169,797.55435902053
"120","SP_0097",1915.0552120018,-0.435616230461047,0.136961303781639,-3.18057888201445,0.00146981117744644,0.0255012239286958,1982.19105257818,1361.16801648024,1410.78219453125,2098.31191063046,2180.63911574006,2457.23898205063
"121","SP_2002",1157.88908367918,0.363221634464329,0.114615318287279,3.16904965140809,0.00152938266125298,0.0263154933944521,1239.9805015007,1305.5810503622,1405.02389985969,1029.94407761629,1070.29013594024,896.514836795948
"122","SP_RS03975",70.3779579483433,0.605648853245844,0.191422059937457,3.16394491545921,0.00155646251183656,0.0265619258167518,102.220614819054,84.8057560006012,92.1327147448977,43.1095792268874,51.3574921276509,48.6415907709682
"123","SP_0386",740.180940177599,0.356083348624078,0.112759031361205,3.15791422048867,0.00158902307838932,0.0268971223512729,871.097413240637,813.850196241063,834.952727375636,645.70652363751,666.620247816909,608.858532753843
"124","SP_1469",28117.9741284404,-0.350764121714744,0.111218806897887,-3.15382021708604,0.00161148327157103,0.027057323962991,25715.1511888282,22616.768675925,24874.6813221881,27334.284724144,35479.8098614663,32687.1489980906
