"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN60min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN60min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.KAN60min.c","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC60min.a","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC60min.b","X.ExpOut.181113_NS500751_0099_AHC5NGBGX9.Out.Rep.Bams.WT4.NDC60min.c"
"1","SP_1522",597.376859276436,0.674230712263221,0.191395310378704,3.52271281323015,0.000427153948939197,0.942728765308807,702.210019585008,842.339714240552,681.909214194148,391.006691127732,504.771150878326,462.02436563285
"2","SP_RS00015",47.859641208857,0.277070267555071,0.247084976251892,1.12135618991504,0.262136276498326,0.953036789895121,76.6532057449225,52.4788887448024,61.3979560672892,41.8215919634044,0,54.8062047327236
"3","SP_0006",508.850075447422,0.382263859959415,0.255312754388246,1.49723761695868,0.134331440570738,0.953036789895121,680.547157091877,727.475207753204,512.085080391007,290.231770733987,252.385575439163,590.375661275295
"4","SP_0007",29.0731029244781,0.666638873047085,0.267288437683539,2.49408047285743,0.0126283910441163,0.953036789895121,33.6607555662486,64.5276132015172,45.7218821777685,7.55811902953091,0,22.9702475718033
"5","SP_0009",11.3814845690211,0.26891210702279,0.252072863454965,1.06680307962159,0.286060767642752,0.953036789895121,15.3306411489845,14.9939682128007,20.0305388588319,3.02324761181236,0,14.9105115816969
"6","SP_0010",232.374889171193,0.427626290877009,0.269901178187365,1.58438097139447,0.113107049496344,0.953036789895121,309.945571055556,415.279369608104,283.040223005234,84.1470585287774,0,301.837112829485
"7","SP_0012",185.073051296823,0.467476956927612,0.223172911013569,2.09468503504527,0.0361990004038442,0.953036789895121,266.286571261709,281.672402854755,219.90048095022,143.100386959119,0,199.478465755134
"8","SP_0013",3542.84415715646,0.288290315103382,0.179460435527455,1.60642825955517,0.10817984588161,0.953036789895121,3537.04553291679,3958.94310704412,4157.64315269842,2684.14000468741,3533.39805614828,3385.8950894437
"9","SP_0014",35.8799877911961,0.361950640611715,0.269991233050995,1.34060145776419,0.180049883717439,0.953036789895121,64.6553126718042,44.4464057736591,44.4155426869751,17.6356110689055,0,44.1270545458326
"10","SP_RS00105",769.330661951758,0.281524763108737,0.187869925577632,1.49850894039134,0.134001071554263,0.953036789895121,768.198431487158,1002.45387479867,904.422374125954,697.866323726687,504.771150878326,738.271816693748
"11","SP_RS00115",92.9091062626459,0.478567951689393,0.244691297972029,1.95580290617486,0.050488376410089,0.953036789895121,127.977526113262,139.229704833149,125.408591116165,61.4727014401847,0,103.366114073115
"12","SP_RS00120",144.683095519455,0.499768309218512,0.231678703062949,2.15716120045234,0.030993106431144,0.953036789895121,233.958914925807,203.221819169923,171.565919790865,106.82141561737,0,152.530503612764
"13","SP_0018",56.3987639509644,0.588473751259245,0.229391215974327,2.56537177659455,0.0103065306999374,0.953036789895121,88.6510988180408,71.7568478755461,83.1702809138456,41.8215919634044,0,52.9927641349497
"14","SP_0022",771.590878408501,-0.408404188053039,0.268821956090235,-1.51923672453284,0.128702920411532,0.953036789895121,402.929242372223,436.163825333077,384.934703287118,457.518138587604,2523.85575439163,424.14360647935
"15","SP_0024",532.153435587165,-0.155532588967832,0.1767642908385,-0.879886928689314,0.378920566489478,0.953036789895121,510.243730415115,497.746194778508,522.100349820423,633.37037467469,504.771150878326,524.688812955928
"16","SP_0027",716.151733569385,-0.230846099246041,0.1888972561761,-1.22207227314532,0.221680297256767,0.953036789895121,654.218447292535,705.252004866374,726.760203378054,953.330746924832,504.771150878326,752.577848076186
"17","SP_0029",309.183222765653,0.267193241920187,0.246435614195579,1.08423144435663,0.278262193017482,0.953036789895121,442.255669667444,452.228791275363,315.263263778137,246.394680362708,0,398.956931510268
"18","SP_0031",88.7200547765861,0.340791132156664,0.237763249878255,1.4333213073558,0.151766035506729,0.953036789895121,97.3162438152929,131.464971294377,129.327609588545,73.0618172854655,0,101.149686675835
"19","SP_0032",6023.27531645616,-0.227929451319213,0.22258542048659,-1.02400889879014,0.305831071770167,0.953036789895121,5129.43256356566,5458.60767775656,4935.35059621741,4897.15725653406,10095.4230175665,5623.68078709675
"20","SP_0034",3117.52715478064,-0.2845820992189,0.175955468287191,-1.61735296998222,0.105802111359206,0.953036789895121,2815.17229968418,2850.9959558911,2418.03439745856,3603.71115328034,4038.16920702661,2979.07991534308
"21","SP_0041",14.7918299273445,0.365592261342786,0.23188233522879,1.57662834032643,0.114881067785823,0.953036789895121,25.6621601841697,28.3814398313727,19.5950923619008,1.00774920393745,0,14.1045379826862
"22","SP_RS00245",79.6259813591519,0.29268178202836,0.266583247055625,1.09790013161363,0.272248100500623,0.953036789895121,68.321335555257,36.9494216672588,51.3826866378732,27.2092285063113,252.385575439163,41.507640349048
"23","SP_0043",953.551200569523,-0.373997361098868,0.26974705478739,-1.38647430791653,0.165602120115626,0.953036789895121,555.902379054482,613.949448427713,551.275265114809,602.130149352629,2776.2413298308,621.80863163671
"24","SP_0050",1263.86270458936,-0.583874544734263,0.254375583537632,-2.29532464010205,0.0217145265427009,0.953036789895121,465.251631390921,493.997702725308,467.234091207101,582.479039875849,5047.71150878326,526.502253553702
"25","SP_0054",153.885627792094,-0.184106288564471,0.199454930604061,-0.923047066356766,0.35598267807436,0.953036789895121,143.641442069833,118.612998540548,116.264214680611,152.170129794556,252.385575439163,140.239406227852
"26","SP_0056",2474.1010600004,-0.243354808758713,0.222985771968741,-1.09134680033678,0.275120311878822,0.953036789895121,2026.97737974182,2062.20612812484,1920.31905146628,2343.52077375655,4542.94035790494,1948.64266900798
