"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.c"
"233","SP_2171",227.457869474148,0.215509608411192,0.112481006380966,1.91596444008755,0.0553696221204984,0.475275726356209,222.381451209572,217.088003484083,175.102446094031,222.165413205888,283.107757839107,244.902145012205
"234","SP_0228",7070.69521195789,0.177880934961462,0.0932029270477004,1.9085337831764,0.0563222610689792,0.475293342354255,7264.98276169862,6968.52491183908,5441.64524784527,6734.94857030011,8227.81921219905,7786.25056786525
"235","SP_1361",1851.51444254381,-0.169840233181094,0.0889498634445588,-1.90939284900592,0.0562114325855785,0.475293342354255,2017.09372646428,1996.30509870572,1915.54379216052,1756.97848758796,1952.26391343218,1470.90163691221
"236","SP_RS08480",1529.86090987842,-0.159079146954392,0.0831527656102048,-1.91309508213001,0.0557358812306651,0.475293342354255,1816.63720706411,1485.24375717027,1579.77042025494,1442.04070403236,1400.20378564592,1455.26958510292
"237","SP_2055",366.881127893268,0.204916945931126,0.107173193688539,1.91201679149961,0.0558740403399744,0.475293342354255,410.309438147238,302.114138182016,293.440912410327,365.392932342285,411.685864524368,418.343481753372
"238","SP_RS02385",231.332405977896,-0.202297847530394,0.106299305254985,-1.9030966105106,0.0570279401548069,0.478523811214855,245.87244957678,264.123737572302,244.373743449911,208.330936925668,220.588127982971,204.705440359746
"239","SP_1607",3056.33744506577,0.133956092935466,0.0704325945421384,1.90190484684364,0.0571835954401751,0.478523811214855,2906.61953130257,2949.68324733998,2848.78210376058,3231.57090051495,3315.89961369054,3085.46927378599
"240","SP_1383",5477.01819088899,-0.155577530181992,0.0820553314327542,-1.89600757763669,0.0579590425292514,0.479912640711741,5644.10387436124,5932.83422855043,5846.68991710674,5471.12847246588,5509.98473694362,4457.36791590603
"241","SP_RS07255",518.053810084823,-0.17128350092678,0.0903788004749101,-1.89517342592226,0.0580694295261207,0.479912640711741,549.689361792674,577.092275928522,533.004149099413,482.579084362973,503.695885822078,462.262103503281
"242","SP_2075",613.585740895515,0.167301031392442,0.0882307354972416,1.89617632052577,0.0579367332544846,0.479912640711741,595.105291969277,576.187742580672,546.473568029723,639.64107977959,693.614006705813,630.492756308017
"243","SP_0013",8674.66286675391,-0.144511475989836,0.0766306061037608,-1.88581930037408,0.0593193091716318,0.486991248963476,9433.98494427085,8996.48867771956,9034.1316968294,8765.361412603,8473.17926899294,7344.83120010768
"244","SP_0071",6871.30280107618,-0.141402641254324,0.075010973272718,-1.88509274156763,0.059417317839722,0.486991248963476,6683.97206874966,7433.45505263416,7600.60068210354,6238.53500965691,6909.00890693188,6362.2450863809
"245","SP_0358",5337.97771142717,-0.12741424781566,0.0676539062868651,-1.88332433127216,0.0596564279980258,0.486991248963476,5548.5738143346,5706.70089158784,5520.5375587228,4919.3770067018,5095.93964110393,5236.73735611205
"246","SP_0205",95.9472068300501,0.2363249038473,0.125727514036417,1.87965940198936,0.0601545119124248,0.488098515318275,70.4729951016249,78.6944012629803,99.0964392729955,106.606846629932,120.320797081621,100.491761631148
"247","SP_0475",82.4574209135354,-0.237846749087094,0.126839570730741,-1.87517781491079,0.0607682651571253,0.488098515318275,81.4354610063221,97.6896015678376,100.058540625161,74.8689304576619,76.6750177480915,64.0169740761387
"248","SP_0875",68.9970496334089,0.241865854486512,0.12882823324678,1.87742894853801,0.0604593269771551,0.488098515318275,54.812329523486,69.6490677844768,50.9913716647453,83.0068576813208,82.5730960364063,72.9495751100185
"249","SP_1631",8114.5590811713,-0.158727054338679,0.0845969621929648,-1.8762736890791,0.0606177079876025,0.488098515318275,8816.95472049218,8239.39426556882,8806.11367636629,8088.28586759458,8253.77075666764,6482.83520033828
"250","SP_0430",216.622782713378,0.208257447369367,0.111275225469369,1.87155268830882,0.0612685140847874,0.490148112678299,175.399454475155,184.524802961471,227.055919110941,232.744718596645,227.665821928949,252.345979207105
"251","SP_0670",888.659015376513,-0.206079594800996,0.110420525272092,-1.86631601591448,0.0619971653372657,0.494001317428412,1221.53191509483,881.015480806239,816.824047988089,948.882314278628,791.522106291837,672.178227799457
"252","SP_1485",163.217375712622,0.23328160663037,0.125139093283457,1.86417849537999,0.0622966422308224,0.494417795482718,178.531587590783,115.780268524845,136.618392007431,142.413726414031,172.22388601879,233.736393719855
"253","SP_0109",60.3286459717729,0.241656674395685,0.129818661818987,1.86149411039716,0.0626744315816584,0.49545005202892,46.9819967344166,54.2720008710209,50.9913716647453,69.9861741234665,51.9030889371696,87.8372434998182
"254","SP_0478",143.924143283695,-0.217960625805553,0.117790465467039,-1.8504097504101,0.064254514747415,0.495844671391124,155.040589223575,170.052269395865,152.012013642071,115.558566575956,130.937338000587,139.944082864117
"255","SP_RS03820",163.17971280644,-0.215721044894627,0.116669906136272,-1.84898618708634,0.0644598072808461,0.495844671391124,194.192253168922,173.670402787267,175.102446094031,162.758544473178,121.500412739283,151.854217575957
"256","SP_RS04170",165.715488651975,0.231035394600298,0.12464161985693,1.853597497092,0.0637967659566433,0.495844671391124,164.436988570458,127.539202046899,146.239405529081,152.179239082421,154.529651153846,249.368445529145
"257","SP_1119",471.545973705311,0.173723682717523,0.093818989574875,1.85168997774035,0.0640703540086855,0.495844671391124,410.309438147238,434.176006968167,467.581257152192,475.25494986168,511.953195425719,530.000994676869
"258","SP_1548",1189.66538902892,0.153038803776423,0.0825913998992436,1.85296294726958,0.063887669656573,0.495844671391124,1039.86819438842,1181.32055229255,1129.50698744172,1306.95111211962,1303.47530171756,1176.87018621367
"259","SP_1604",367.753608568665,0.18787978275422,0.101260855947901,1.85540385764549,0.0635385769362485,0.495844671391124,333.572176814358,315.682138399771,365.598513822702,355.627419673894,405.787786236054,430.253616465211
"260","SP_1871",78.2136816921838,0.23713649660748,0.127803616950047,1.85547562945864,0.0635283362139767,0.495844671391124,79.8693944485082,61.5082676538236,61.5744865385603,89.5171994602479,97.9080995860246,78.9046424659384
"261","SP_1092",596.43909962955,0.192571764706651,0.104483356495488,1.84308555128555,0.0653165205711811,0.497708603892498,588.841025738021,521.0112083618,532.042047747248,516.75837870234,662.943999606576,757.037937621315
"262","SP_RS05540",139.781586969476,-0.225592018268198,0.122445894922144,-1.84238122814683,0.0654194056657506,0.497708603892498,186.361920379852,146.534402351756,138.542594711761,108.234432074663,110.883871820317,148.132300478507
"263","SP_2231",1085.41553269395,-0.165938979937932,0.0900774579792493,-1.84218098135227,0.0654486814118634,0.497708603892498,1205.87124951669,1093.58081755107,1177.61205504997,917.144398106358,963.745992310627,1154.53868362897
"264","SP_0606",296.603630875649,0.185535397582138,0.101156188289197,1.83414777405123,0.0666320614312014,0.503720734853488,281.891980406499,274.978137746506,262.653669141046,320.634332612161,335.010846776277,304.452818571404
"265","SP_0848",3206.3345342028,-0.143209671800043,0.0781114944080905,-1.83340074191705,0.0667429973680872,0.503720734853488,3260.55057336851,3157.72591734556,3730.06694234372,3127.40543205211,2969.09261033764,2993.16572976923
"266","SP_1965",456.211047606113,-0.173599692173939,0.0953593831924813,-1.82047834583337,0.0686861909592527,0.516437526009419,526.198363425466,476.689074317133,467.581257152192,454.096339080167,386.913935713446,425.787315948271
"267","SP_0129",456.58241625288,-0.177603594571308,0.0978565971770817,-1.81493736441617,0.0695335356669793,0.519694211959524,466.687834228538,482.116274404235,518.572628816938,416.661873851336,476.56472569583,378.891160520402
"268","SP_0156",484.977467307576,0.167271392184293,0.0924672622221734,1.80897961250746,0.0704541707453757,0.519694211959524,469.819967344166,465.834674142929,420.438290896107,509.434244201047,542.623202524955,501.71442473625
"269","SP_0499",8666.72550203053,0.149379491968596,0.0827896624123362,1.8043254147433,0.0711803078705148,0.519694211959524,8779.36912310464,8387.73773461627,7315.8186818627,9575.89896407943,9681.1057024398,8260.42280608037
"270","SP_0500",193.252427711209,-0.203060290360836,0.112754560661632,-1.80090533960931,0.0717178012504143,0.519694211959524,198.890452842363,224.324270266886,211.662297476301,187.986118866521,149.811188523194,186.840238291986
"271","SP_0522",439.474873402644,0.172099002970844,0.0954045481493801,1.80388677803263,0.0712490581494695,0.519694211959524,451.027168650399,400.708273097704,377.143730048682,480.951498918241,450.613181227246,476.405388473591
"272","SP_0619",278.183501756815,0.185916045868219,0.103092863377334,1.80338424773149,0.0713278897610247,0.519694211959524,278.759847290872,240.605870528192,250.146351562901,299.475721830648,309.059302307692,291.053917020584
"273","SP_1032",1935.09830053009,0.134271275669034,0.0744005265648796,1.80470867436597,0.0711202817142708,0.519694211959524,1793.1462086969,1932.08323100834,1780.84960285742,1980.77148623858,2079.66240445977,2044.0768699195
"274","SP_1070",199.547619155914,-0.208933527773344,0.115950990536193,-1.80191240115475,0.071559188802625,0.519694211959524,263.099181712733,175.479469482967,223.207513702281,179.848191642862,171.044270361127,184.607088033516
"275","SP_1895",114.966735971583,0.225096859103745,0.12441042078633,1.80930871932617,0.0704030551458002,0.519694211959524,83.0015275641359,123.016535307647,95.2480338643355,113.930981131225,130.937338000587,143.665999961567
"276","SP_1953",231.176052317877,0.205184808658389,0.113634683944133,1.80565300607749,0.0709725574743372,0.519694211959524,225.5135843252,193.570136439974,211.662297476301,249.020573043962,208.791971406342,298.497751215484
"277","SP_0440",291.130074932658,-0.194130829008227,0.108103214889135,-1.79579144993346,0.0725276910511042,0.523665639358153,285.024113522127,344.627205530983,319.417648918782,263.668842046548,228.845437586612,305.197201990894
"278","SP_2190",5059.60543227154,0.150668521305305,0.0840910566667509,1.79173062246556,0.0731761267759092,0.526446955222369,4273.79563627409,4712.61874230031,5286.7469301467,5449.156068962,5730.57286492659,4904.74235101951
"279","SP_0231",1620.80649594946,0.154887573388487,0.0865936736502945,1.78867077535011,0.0736678521941634,0.528084961965329,1440.78123318877,1544.03842478054,1579.77042025494,1695.94403341051,1531.1411236465,1933.16374041549
"280","SP_RS04245",57.0993362835109,0.231303811738905,0.129645856629353,1.78412035488479,0.0744041104129554,0.53145793152111,39.1516639453471,55.1765342188712,50.0292703125803,67.5447959563689,63.6992455137991,66.9945077540987
"281","SP_2195",177.093221393791,0.211946511664603,0.119004844888878,1.78099061313437,0.074913984232049,0.533195617309957,170.701254801714,146.534402351756,161.633027163721,222.165413205888,148.631572865531,212.893657974136
"282","SP_0526",243.101347445086,-0.199133979310447,0.112048241745827,-1.77721645790898,0.0755326326285111,0.535692429989441,269.363447943988,239.701337180342,289.592507001666,221.351620483522,184.02004259542,254.579129465575
"283","SP_1306",8728.5939181469,-0.139112712709621,0.0785030895489264,-1.77206672385703,0.0763834818937403,0.539812592888624,9289.90682095197,9121.31427972291,9175.56059559765,8556.21668295497,8940.30706942747,7288.25806022644
"284","SP_1677",109.255278488578,0.215371885780618,0.122136432211307,1.76337135350413,0.0778378780217669,0.548154070575824,97.0961265844609,104.02133500279,90.4375271035105,122.882701077249,116.781950108632,124.312031054828
"285","SP_0211",10414.0223289581,0.122028212298995,0.0696238353739682,1.75267868602109,0.0796571762655996,0.558997728179647,9448.07954329117,10545.9543025872,9812.47169073089,10703.0018845562,10802.9201928773,11171.7063597057
"286","SP_RS05365",134.705999758061,0.211553618251497,0.121236917679795,1.74496038253168,0.0809917653726056,0.562990750314036,139.379923645436,110.353068437742,113.527959555471,132.64821374564,140.374263261891,171.952569902187
"287","SP_1836",181.335011303876,0.201377416913269,0.115435123647514,1.74450730895549,0.0810706680452212,0.562990750314036,172.267321359527,161.911469265212,159.708824459391,179.034398920496,182.840426937757,232.247626880875
"288","SP_1949",51.7065823619967,0.22664521441367,0.129722832571698,1.74714974935814,0.080611365661759,0.562990750314036,40.717730503161,46.1312007403677,43.2945608474252,52.082734231417,48.3642419641808,79.6490258854284
"289","SP_0425",9019.61207851963,0.124178067651492,0.0719366708483444,1.72621371252058,0.0843089719951916,0.567158821378432,7991.63764452426,8615.68013827456,9176.52269694982,9210.50603173714,9494.72642852906,9628.59953110296
"290","SP_0435",3013.41897741105,-0.145304075147071,0.0842481571961205,-1.72471517458618,0.0845788149823303,0.567158821378432,3074.18865298866,3251.797385522,3226.88793516143,3082.64683232199,2991.50530783323,2453.48775063899
"291","SP_RS02330",64.0768431043261,-0.224147376985667,0.129615937506532,-1.72931956746732,0.083751916445136,0.567158821378432,75.1711947750665,71.4581344801775,72.1576014123754,46.3861851748557,73.1361707751027,46.1517720083791
"292","SP_0781",200.664481262962,0.194311655099943,0.112082747054003,1.73364465278782,0.0829811524670549,0.567158821378432,187.927986937666,160.102402569512,201.079182602486,205.88955875857,218.228896667645,230.758860041895
"293","SP_0884",46.7964963488947,-0.225421624313951,0.129759869834173,-1.73722141215177,0.0823480968515636,0.567158821378432,53.2462629656721,63.3173343495243,46.1808649039202,35.8068797840992,41.2865480182031,40.9410880719492
"294","SP_RS06435",33.4155732540979,-0.218831834868242,0.126966221243597,-1.72354373253648,0.0847902437960756,0.567158821378432,36.0195308297194,39.7994673054153,42.3324594952602,26.8551598380744,35.3884697298884,20.0983523262296
"295","SP_1451",97.4642686391569,0.214541870196177,0.124288715867407,1.72615726776881,0.0843191234069908,0.567158821378432,81.4354610063221,81.4080013065313,95.2480338643355,102.537883018102,113.243103135643,110.913129504008
"296","SP_1453",55.1865201932322,0.225356730262932,0.129862069835389,1.7353545230612,0.0826780298910815,0.567158821378432,42.2837970609749,37.9904006097146,58.6881824820653,52.8965269537828,70.7769394597768,68.4832745930786
"297","SP_RS08765",18.6310618348901,-0.199430682561613,0.115453412716278,-1.72736931606955,0.0841013576331116,0.567158821378432,18.7927986937666,23.517867044109,26.9388378606201,17.0896471696837,16.5146192072812,8.93260103387982
"298","SP_1997",1136.78511329798,0.134373397794885,0.0773794407238821,1.73655168010813,0.0824663347809995,0.567158821378432,1080.58592489158,1051.0677502021,1103.53025093326,1197.90288732259,1177.25642634762,1210.36744009072
"299","SP_2238",39.8502324102695,-0.221650741007054,0.12845553099933,-1.7255056227062,0.0844363913731256,0.567158821378432,50.1141298500443,53.3674675231705,38.4840540866002,38.2482579511968,22.412697495596,36.4747875550093
"300","SP_1215",149.296977236716,0.204157158661771,0.11892921887179,1.71662742426535,0.0860472683877799,0.571742647094883,156.606655781389,132.966402134001,114.490060907636,152.993031804787,181.660811280094,157.064901512387
"301","SP_1590",1395.86883099565,-0.135978076164476,0.0792013014658073,-1.7168666883988,0.086003532607978,0.571742647094883,1526.91489386854,1439.1125564299,1443.15202824751,1229.64080349486,1351.83954368174,1384.55316025137
"302","SP_RS08365",104.651778859926,0.210889783855848,0.123018524407604,1.71429290727871,0.0864749451103519,0.572681755697695,92.3979269110193,101.307734959239,85.6270203426854,114.74477385359,113.243103135643,120.590113957378
"303","SP_1222",363.315681162107,0.174796383013221,0.102058470407309,1.71270823789166,0.0867662288433858,0.572714381804526,302.25084565808,365.43147253154,338.659675962082,357.255005118626,384.554704398121,431.742383304191
"304","SP_0510",614.40893277757,-0.150290500692589,0.0878356062609824,-1.71104301649649,0.0870731721779443,0.57284981696016,629.558756241182,697.395211192618,625.365878907253,578.606625602148,575.652440939518,579.874683782698
"305","SP_1130",134.104659722962,-0.204611901039718,0.119889790433693,-1.70666660021298,0.0878840385490964,0.574405480713048,139.379923645436,165.529602656614,138.542594711761,115.558566575956,110.883871820317,134.733398927687
"306","SP_RS07275",17.4579913690558,-0.195477926204423,0.114504064005103,-1.70717020310923,0.0877904215945062,0.574405480713048,25.0570649250222,20.804267000558,20.2041283954651,9.76551266839068,11.7961565766295,17.1208186482697
"307","SP_0905",1579.84978140731,-0.128522834476403,0.0754952462535822,-1.70239638724676,0.0886810868405349,0.577726950101204,1655.33235160928,1664.34136004464,1652.89012301948,1582.82684500166,1472.16034076336,1451.54766800547
"308","SP_1616",15.3974650375734,0.179847453741107,0.105801654773609,1.699854828603,0.0891582353586667,0.578459203281859,4.69819967344166,18.9952003048573,7.69681081732004,13.0206835578542,27.1311601262478,20.8427357457196
"309","SP_1685",52.7770194639508,0.220570943591566,0.129845377245569,1.69872003355508,0.0893719469070472,0.578459203281859,37.5855973875333,52.4629341753202,43.2945608474252,56.9654905656123,66.058476829125,60.2950569786888
"310","SP_RS06945",202.995007090576,-0.188109211548392,0.110902748376475,-1.69616365962212,0.0898548904938372,0.579708970927982,214.551118420502,215.278936788383,231.866425871766,206.703351480936,168.685039045801,180.885170936066
"311","SP_RS06390",18.5529722852758,0.196069760967997,0.11583098262988,1.69272293574947,0.0905082174366692,0.580206950818514,20.3588652515805,9.94986682635382,12.5073175781451,20.3448180591473,23.5923131532589,24.5646528431695
"312","SP_RS09030",488.180037830991,-0.188914556981095,0.111605352757516,-1.69270158028665,0.0905122843276882,0.580206950818514,502.707365058257,484.829874447786,602.275446455293,546.054916707512,447.074334254257,346.138290062843
"313","SP_0107",1502.23771565885,0.14165361884308,0.084451463652406,1.67733764125288,0.0934764758907969,0.591910299853094,1326.45837446836,1510.57069091008,1413.32688633039,1663.39232451588,1672.69500256606,1426.9830151623
"314","SP_0421",4312.41343793854,0.12074600406911,0.0721580744012574,1.6733540226928,0.094257623306747,0.591910299853094,3982.50725652071,4319.14673598541,4042.74988179735,4309.03246492739,4491.9764243805,4729.06786401988
"315","SP_0546",29.6218301375841,0.209369618932079,0.125177521794335,1.67258159397076,0.0944096928265685,0.591910299853094,15.6606655781389,27.1360004355104,27.9009392127851,41.5034288406604,28.3107757839107,37.2191709744993
"316","SP_0648",1712.37230103971,0.133327845606386,0.0793086479482231,1.68112619563796,0.0927384051946091,0.591910299853094,1539.44342633105,1711.37709413286,1616.33027163721,1818.82673448776,1907.43851844098,1680.81776120839
"317","SP_1116",456.782881110321,-0.156323397227986,0.0933856778819372,-1.67395473024908,0.0941394966501998,0.591910299853094,476.084233575421,515.584008274698,466.619155800027,443.51703368941,403.428554920728,435.464300401641
"318","SP_RS05915",503.660039787445,-0.15018058861165,0.089518530229229,-1.67764806043045,0.0934158245894318,0.591910299853094,518.368030636396,548.147208797311,534.928351803743,474.441157139314,465.948184776864,480.12730557104
"319","SP_1267",3413.89568652899,0.129366790243593,0.0773392281201275,1.67271892140756,0.0943826425472748,0.591910299853094,3542.44255377501,3116.11738334445,3081.61063098451,3558.71557490604,3420.88540722254,3763.60256894137
"320","SP_1672",1213.58602503633,-0.148394730215717,0.0891230030634987,-1.66505531809771,0.0959017199607844,0.599385749754903,1268.51391182925,1288.0554873389,1295.95052136626,1065.25467357695,1322.34915224016,1041.39240386649
"321","SP_RS02895",21.7045513637591,-0.19909611498191,0.119754247554267,-1.66253906686432,0.096404736993661,0.600652566938698,31.3213311562777,21.7088003484083,26.9388378606201,20.3448180591473,16.5146192072812,13.3989015508197
"322","SP_0261",561.356046373122,0.145812500687594,0.0885727757485314,1.64624512955959,0.0997133012931867,0.603932337476119,529.330496541093,540.006408666658,517.610527464773,617.66867627571,565.035900020551,598.484269269948
"323","SP_0312",392.299725085016,-0.160980693425857,0.0978975321568748,-1.64437948413138,0.100097840190699,0.603932337476119,378.98810699096,449.553073881623,426.210899009097,374.344652288309,342.088540722254,382.613077617852
"324","SP_0647",206.675587505417,0.179811400987317,0.109471916464457,1.64253451291042,0.100479279744082,0.603932337476119,189.49405349548,193.570136439974,185.685560967846,222.979205928254,240.641594163241,207.682974037706
"325","SP_0767",295.035904516316,0.171952246457636,0.10441120348862,1.64687543781045,0.0995836514530975,0.603932337476119,286.590180079941,271.360004355104,263.615770493211,300.289514553013,292.544683100411,355.815274516213
"326","SP_0980",1422.37664769612,-0.140384159264101,0.0849743736327317,-1.65207642330917,0.0985189725112172,0.603932337476119,1631.84135324207,1487.05282386597,1385.42594711761,1254.8683778882,1462.72341550205,1312.34796856084
"327","SP_1007",144.30933545499,-0.197756286582218,0.1198719794643,-1.64972904815603,0.0989983661960517,0.603932337476119,161.30485545483,154.675202482409,157.784621755061,120.441322910152,159.248113784498,112.401896342988
"328","SP_1022",1091.78936028953,-0.131279522484852,0.0795946435530261,-1.64935122044228,0.0990757018923601,0.603932337476119,1185.51238426511,1115.28961789948,1141.0522036677,1044.09606279544,1076.98909544627,987.79679766321
"329","SP_1061",49.1003683432073,0.214160027002784,0.129825388539332,1.64960050890125,0.0990246708544827,0.603932337476119,36.0195308297194,49.7493341317691,38.4840540866002,50.4551487866852,56.6215515678214,63.2725906566487
"330","SP_1533",368.965003165574,0.171759690273707,0.104217179143771,1.64809383332817,0.0993334175572384,0.603932337476119,341.402509603427,354.577072357336,330.000763792597,358.068797840992,364.50123821785,465.239637181241
"331","SP_1601",1970.44978514527,0.155214877566325,0.0936590930155226,1.6572323366467,0.0974725112020523,0.603932337476119,1840.12820543132,1748.46296139472,1951.14154219063,2020.6473296345,1789.47695267469,2472.84171954573
"332","SP_1990",155.739325693321,-0.189090101653556,0.115248634314728,-1.64071446727236,0.100856700358512,0.603932337476119,173.833387917341,178.193069526519,157.784621755061,146.48269002586,134.476184973576,143.665999961567
"333","SP_1994",1078.61530852478,-0.13738086642758,0.0830819299304196,-1.65355892120748,0.0982171650132203,0.603932337476119,1068.05739242907,1239.21068655498,1100.64394687677,1017.24090295736,993.236383752201,1053.30253857833
"334","SP_2107",1277.10579844929,0.13713050280052,0.0835491399628894,1.64131555227774,0.100731929377355,0.603932337476119,1315.49590856366,1139.71201829144,1172.80154828914,1380.19245713255,1406.10186393423,1248.33099448471
"335","SP_1870",134.67300037554,0.203685764438076,0.124407518221868,1.63724642488907,0.101578990271737,0.606441732965593,95.530060026647,130.25280209045,130.845783894441,169.268886252105,167.505423388138,114.635046601458
"336","SP_0111",79.0145315366427,0.207649710888342,0.127268997646795,1.63158125488365,0.102767729752828,0.606906560228244,64.2087288703693,75.9808012194292,67.3470946515503,79.7516867918572,96.7284839283616,90.0703937582882
"337","SP_0284",10849.0250986183,0.117251903965951,0.0719924327908876,1.62866983960003,0.103382930834536,0.606906560228244,10043.1848352605,10983.7484429468,10073.2011571676,11682.8083222847,11668.7580856019,10642.4497484483
"338","SP_0842",649.104431574548,0.141648659268823,0.0871361760478604,1.6256010499132,0.104034551727359,0.606906560228244,659.314020839646,595.182942885529,585.919723468488,668.937617784762,695.973238021138,689.299046447726
"339","SP_1078",161.035105640656,0.192456503038928,0.118266444400305,1.62731283598504,0.103670673109187,0.606906560228244,140.94599020325,161.911469265212,135.656290655266,176.593020753398,148.631572865531,202.472290101276
"340","SP_1510",13251.5965269693,-0.123215532548978,0.0756137030944293,-1.62953971973971,0.103198813555688,0.606906560228244,13920.7656324076,13860.1644891109,13841.7521535979,12951.5111764531,13602.1481485114,11333.237561735
"341","SP_1546",1250.86161089941,-0.144949744895351,0.0890481857349908,-1.62776752495244,0.103574188959867,0.606906560228244,1353.0815059512,1240.11521990283,1375.80493359596,1245.91665794218,1270.44606330299,1019.80528470128
"342","SP_1682",201.373532838147,0.178971874220796,0.109441418145747,1.63532122712859,0.10198172596586,0.606906560228244,191.060120053294,186.333869657172,177.988750150526,214.841278704595,228.845437586612,209.171740876686
"343","SP_2028",570.305886660928,0.148280184756827,0.091228765060279,1.62536656786761,0.104084475079144,0.606906560228244,508.971631289513,530.961075188154,564.753493720858,600.579029106027,652.327458687609,564.242631973409
"344","SP_1558",605.440196936392,0.147141123746295,0.0908435123915462,1.61972076896476,0.105292272695467,0.611675893587586,598.237425084904,576.187742580672,537.814655860238,658.358312394005,583.909750543158,678.133295155376
"345","SP_1821",230.480937802943,0.173224594872832,0.107015333754859,1.6186894793006,0.105514091643859,0.611675893587586,214.551118420502,196.283736483525,228.018020463106,245.765402154499,248.898903766882,249.368445529145
"346","SP_0931",326.353318254942,0.161302365427384,0.0999590797509567,1.61368397777632,0.10659599101334,0.616161797764972,281.891980406499,318.395738443322,309.796635397132,329.586052558185,357.423544271873,361.025958452643
"347","SP_0291",312.588494529536,-0.160954645169993,0.0998744264310211,-1.61157015786376,0.107055508910484,0.617034633489821,349.232842392497,325.632005226125,328.076561088267,279.1309037715,289.005836127422,304.452818571404
"348","SP_2224",1113.08506731286,-0.137042706877694,0.0851668621013574,-1.60910832566073,0.107592657072074,0.618348603862492,1151.05891999321,1105.33975107312,1265.16327809698,1038.39951373888,982.619842833234,1135.92909814172
"349","SP_0341",3498.88521136799,-0.119690373550109,0.0744536879881286,-1.60758152865702,0.107926860361073,0.61849203645314,3799.27746925649,3636.2240583584,3539.57087461505,3443.97080105245,3479.86619010569,3094.40187481987
"350","SP_RS01950",15.9752739199903,-0.177211977825339,0.110430877714757,-1.60473213192308,0.108552767411658,0.620301528066618,31.3213311562777,14.4725335656056,15.3936216346401,11.3930981131225,10.6165409189665,12.6545181313297
"351","SP_0002",1704.32095116908,-0.134531073297473,0.085592238560289,-1.57176720179731,0.116004550545378,0.620552786698169,1877.71380281885,1791.88056209154,1718.3130149667,1447.73725308892,1580.68498126835,1809.59609278015
"352","SP_0006",1039.75540797821,-0.145102518662099,0.0922628460061708,-1.57270802867272,0.11578643994277,0.620552786698169,1130.70005474163,1089.05815081182,1084.28822388996,829.254784090842,1005.03254032883,1100.1986940062
"353","SP_0042",186.208281885647,-0.183220506937175,0.115003102908494,-1.59317881260091,0.111120082876019,0.620552786698169,222.381451209572,209.851736701281,177.026648798361,192.05508247835,152.17041983852,163.764352287797
"354","SP_0141",124.168442844399,-0.190172096723644,0.121108340006439,-1.57026425028641,0.116353647505907,0.620552786698169,145.644189876691,139.298135568954,123.148973077121,100.096504851004,127.398491027598,109.424362665028
"355","SP_0178",103.308948228324,-0.197001052674421,0.123435951457807,-1.59597791686939,0.110493723799569,0.620552786698169,100.228259700089,113.971201829144,126.997378485781,95.2137485168091,89.6507899823839,93.7923108557381
"356","SP_0199",286.299522891895,0.163286748643632,0.103537915450463,1.57707201205684,0.114778956284801,0.620552786698169,274.06164761743,277.691737790057,248.222148858571,328.77225983582,283.107757839107,305.941585410384
"357","SP_0226",19456.4890891878,0.117899544622168,0.0743267264041751,1.58623351687859,0.112686347286113,0.620552786698169,17814.007095133,18891.1789698545,19039.0236579933,20519.7834944559,21865.3558304404,18609.5854872496
"358","SP_0675",1076.54341324966,-0.130462171998085,0.0818129470240034,-1.59463968410535,0.110792833042579,0.620552786698169,1149.49285343539,1125.23948472583,1116.99966986357,988.758157674556,1108.83871820317,969.931595595451
"359","SP_0687",22.4487319220071,0.190675169660244,0.120959611853094,1.57635401386555,0.11494424004682,0.620552786698169,17.2267321359527,16.2816002613063,20.2041283954651,28.4827452828061,21.233081837933,31.2641036185794
"360","SP_0795",226.81113618828,0.175047816658555,0.109484422744904,1.59883764530057,0.109856681975217,0.620552786698169,192.626186611108,221.610670223335,211.662297476301,225.420584095352,237.102747190252,272.444331533335
"361","SP_RS04045",155.753873139401,0.18362734844314,0.115425896226372,1.59086785934945,0.111639317172206,0.620552786698169,150.342389550133,142.011735612505,135.656290655266,165.199922640276,160.427729442161,180.885170936066
"362","SP_0844",440.26398807594,0.148682547651828,0.0936943116877921,1.58688980124287,0.112537605190729,0.620552786698169,425.970103725377,410.658139924058,406.006770613632,458.165302691996,443.535487281268,497.24812421931
"363","SP_0897",28176.1817290653,-0.119330578101129,0.0753158308204718,-1.58440233349578,0.113102191244947,0.620552786698169,28436.6365567845,29932.8175470637,30005.05486997,28596.6762639374,27897.9103037287,24187.9948329076
