"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC45min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN45min.c"
"75","SP_RS10845",1759.76008233352,-0.305917107578204,0.103609492063578,-2.95259731020092,0.00315112733871193,0.0840300623656515,1937.22433201578,2018.91843240198,2014.64023143352,1788.71640376023,1660.89884598943,1138.16224840019
"76","SP_0366",2816.91086799569,-0.214246433946443,0.0728203895551842,-2.94212150271572,0.00325972000650312,0.0857821054342927,3061.66012052615,3203.85711808593,2870.91043486038,2613.08843151687,2550.32905186729,2601.6200511175
"77","SP_0198",1191.15478386333,-0.239778022259728,0.0819876302741523,-2.92456339398946,0.0034493981253337,0.0873265348185746,1346.81723971994,1356.80002177552,1206.47509561492,1074.20639352297,1027.44523782443,1135.18471472223
"78","SP_1803",578.861072465178,-0.271769256760354,0.0928941497420219,-2.92557989405242,0.00343814880618906,0.0873265348185746,613.898090663043,666.641077365706,644.607905950553,545.241123985146,544.982433840281,457.795802986341
"79","SP_2115",404.918158828644,-0.281634144037526,0.096176106574301,-2.92831716804785,0.00340802201134264,0.0873265348185746,461.989634555096,464.930140795079,431.021405769922,382.482579511968,330.292384145625,358.792808194173
"80","SP_0824",325.475768717992,0.295604467769557,0.101513958581648,2.91195882713807,0.00359169975018854,0.0886839444490998,281.891980406499,307.541338269118,264.577871845376,350.744663339699,355.064312956547,393.034445490712
"81","SP_1274",1127.53808425093,-0.251993877471331,0.0865061636966279,-2.91301644533745,0.00357955749470721,0.0886839444490998,1168.28565212916,1323.33228790506,1227.64132536255,1123.84774958729,942.512910472694,979.60858004882
"82","SP_2083",3259.83666137133,-0.217764501972474,0.0751585543148586,-2.89740141967343,0.00376267969243892,0.0917726754253395,3802.40960237211,3430.89498839637,3361.58212446453,3107.87440671533,2984.42761388725,2871.83123239236
"83","SP_0737",1655.96631850928,0.23152937402799,0.0800266797236814,2.89315231904437,0.00381396286863007,0.0919027197260258,1531.61309354198,1459.01229008261,1531.66535264669,1886.37153044413,1885.02582094539,1642.10982339491
"84","SP_0545",93.9377194277528,0.369775199339573,0.12835103479694,2.88096780773589,0.00396456131146136,0.0943943169395561,81.4354610063221,58.7946676102726,80.8165135818604,144.855104581128,106.165409189665,91.5591605972682
"85","SP_0391",444.017380956831,0.274190839140687,0.0953486249459449,2.8756664219975,0.00403175544844824,0.0948648340811351,371.157774201891,390.75840627135,419.476189543942,527.337684093097,458.870490830886,496.50374079982
"86","SP_1162",1805.80785471611,-0.250854318678407,0.0874348137555997,-2.86904389571415,0.00411714655933688,0.0957475944031832,2018.6597930221,2046.05443283749,1889.56705565207,1694.31644796578,1788.29733701703,1397.95206180219
"87","SP_1804",2951.4804857684,-0.233236858895929,0.0818710710109925,-2.84883116851632,0.0043880159077133,0.0997276342662114,3011.5459906761,3260.8427190005,3379.86205015566,2785.61248865844,2877.08258903993,2393.93707707979
"88","SP_1847",124.95308744117,-0.354947880678823,0.124571550270529,-2.84934946950562,0.0043808730921301,0.0997276342662114,125.285324625111,148.343469047457,171.254040685371,80.5654795142231,101.446946559013,122.823264215848
"89","SP_0429",35.2834509271156,0.361160752761533,0.128083888428841,2.81972039724716,0.00480655106195471,0.108012383414713,21.9249318093944,23.517867044109,28.8630405649502,43.1310142853922,43.645779333529,50.618072525319
"90","SP_RS01910",74.1195478460224,0.359093626376903,0.128357158235125,2.79761278073104,0.00514817904811189,0.113146792266195,62.6426623125554,63.3173343495243,50.0292703125803,96.027541239175,76.6750177480915,96.0254611142081
"91","SP_1810",138.833980372493,0.348402117620104,0.124413176980313,2.80036348300337,0.00510450932396871,0.113146792266195,98.6621931422748,118.493868568396,120.262669020626,121.255115632518,179.301579964768,195.028455906376
"92","SP_0058",6216.39994664168,-0.201958690986781,0.0725015504090768,-2.78557754761472,0.00534324575447682,0.11615751640167,6599.40447462771,7003.80171240524,6472.05579601399,5964.28686221961,5356.63470144744,5902.21613313609
"93","SP_1539",25038.6961982765,-0.246149602216924,0.0901845736700843,-2.72939807995761,0.00634500590350775,0.135516286405837,29053.6667805632,27371.1791059515,26118.1654072234,23748.0992240814,25380.610490276,18560.4561815633
"94","SP_2192",947.225992285969,0.249714131636903,0.0915327555991958,2.72813956055636,0.00636926546107432,0.135516286405837,851.940207450754,834.884280065871,870.701723709329,983.061608617995,941.333294815031,1201.43483905684
"95","SP_0505",233.310607302319,-0.298947416967739,0.110360285336451,-2.70883149727594,0.00675206222008562,0.142148678317592,263.099181712733,276.787204442206,255.918959675891,187.172326144155,181.660811280094,235.225160558835
"96","SP_1163",1608.7097968527,-0.222014671143093,0.0821601597462422,-2.70221810459962,0.00688785635235541,0.143497007340738,1716.40894736402,1729.46776108986,1794.31902178773,1533.18548893734,1566.52959337639,1312.34796856084
"97","SP_0557",1397.38152734487,-0.255888950665064,0.0949054490427787,-2.69625140859638,0.00701247178497961,0.144587047112982,1758.69274442499,1406.54935590729,1470.09086610813,1375.30970079835,1298.7568390869,1074.88965774354
"98","SP_0521",232.232327161466,0.306298553414799,0.113850246348252,2.69036355422434,0.00713742157954764,0.145661664888727,214.551118420502,191.761069744274,190.496067728671,268.551598380744,311.418533623018,216.615575071586
"99","SP_0415",1185.51910543139,0.269141082988463,0.100343528420667,2.6821967218469,0.00731404357515418,0.146280871503084,950.602400593029,1052.8768168978,1148.74901448502,1207.66839999098,1151.30488187904,1601.91311874245
"100","SP_0568",5291.90338282977,-0.210668554557195,0.0785341496178096,-2.68250889049445,0.00730722095242105,0.146280871503084,5609.65041008934,5651.52435736897,5897.68128877148,5004.01144982786,5254.00813923076,4334.54465169018
"101","SP_2106",3189.02101835802,0.237999828424261,0.0894009601508914,2.66216188307781,0.00776405285551128,0.153743620901213,2845.54293554783,3054.60911569062,2751.60986719191,3771.11547544353,3786.56626109806,2924.68245517615
"102","SP_1681",243.725320150262,0.282828654793243,0.106677858834084,2.6512404531209,0.00801967245396134,0.157248479489438,225.5135843252,209.851736701281,204.927588011146,260.413671157085,299.622377046388,262.022963660475
"103","SP_0679",137.719108917143,0.319355772050523,0.120800751242897,2.64365716905508,0.00820156790561486,0.159253745740094,128.417457740739,116.684801872695,103.906946033821,147.296482748226,143.913110234879,186.095854872496
"104","SP_RS02475",158.42090512224,-0.308579491510156,0.117295117716999,-2.63079570161373,0.00851852269872218,0.163817744206196,158.172722339202,179.097602874369,207.813892067641,131.834421023274,126.218875369935,147.387917059017
"105","SP_1582",472.484504603528,-0.286635432146717,0.109465617123211,-2.61849738465448,0.00883179685918403,0.168224702079696,651.483688050576,501.111474709093,451.225534165387,476.068742584046,393.991629659424,361.025958452643
"106","SP_0867",1527.46580734894,-0.218877511064609,0.083776820545411,-2.61262613739282,0.00898495297180913,0.169527414562436,1799.41047492815,1534.99309130204,1644.23121084999,1488.42688920721,1408.46109524956,1289.27208255665
"107","SP_1241",7921.63478254621,-0.186326377016911,0.0715014837886318,-2.60590923634141,0.00916307392098735,0.171272409738081,8323.6437547808,8395.87853474693,8712.78984520629,7731.84465519832,7524.76828023194,6840.88362511296
"108","SP_0191",371.754714988415,0.247383761704916,0.0954527537876126,2.59168805391784,0.00955063280069972,0.176863570383328,325.741844025288,335.581872052479,339.621777314247,404.454983015847,410.506248866705,414.621564655922
"109","SP_2116",211.372063288384,0.291518897405724,0.112791965899955,2.58457147261977,0.0097500094151138,0.177272898456615,189.49405349548,166.434136004464,192.420270433001,249.020573043962,265.413522974163,205.449823779236
"110","SP_2239",1847.79571858988,-0.202479812919163,0.0782832220377435,-2.58650331001372,0.00969552391697671,0.177272898456615,2079.73638877684,1942.0330978347,1956.91415030362,1601.54407761607,1673.87461822372,1832.67197878434
"111","SP_1520",1030.11872281991,-0.25522590102716,0.0995999263001701,-2.56251094260824,0.010391831289429,0.187240203413135,1281.04244429176,1076.39468394191,1071.78090631182,991.199535841654,741.978248669993,1018.3165178623
"112","SP_0342",1070.47522054695,0.203068335986146,0.0794453197335082,2.55607676660274,0.0105859761853685,0.187778759688791,1017.94326257903,1009.45921620099,933.238311600055,1144.19256764644,1170.17873240164,1147.83923285356
"113","SP_1586",7931.05867391712,-0.178762044190768,0.0699572429097181,-2.55530430811096,0.0106094999224167,0.187778759688791,8245.34042689011,8428.44173526954,8713.75194655845,7668.36882285378,7571.95290653845,6958.49620539238
"114","SP_1059",141.30544803587,0.303179294957414,0.11901860453173,2.54732691708368,0.0108551687196512,0.190317950597002,117.454991836041,118.493868568396,123.148973077121,158.689580861349,186.379273910746,143.665999961567
"115","SP_1588",2681.96594543367,-0.20523264628731,0.0806572068021236,-2.54450475567307,0.0109432821593276,0.190317950597002,3039.73518871675,2958.72858081849,2687.14907659686,2522.75743933426,2637.62061053435,2245.80477660129
"116","SP_0876",47.0834411283647,0.324660902397126,0.129489966063813,2.50722826073746,0.012168210382666,0.20979673073562,39.1516639453471,31.6586671747622,36.5598513822702,43.1310142853922,67.2380924867879,64.7613574956287
"117","SP_2202",230.844866184136,0.300800362588458,0.120455386790013,2.49719311526379,0.0125180764151047,0.213984212224011,198.890452842363,191.761069744274,199.154979898156,212.399900537497,230.025053244275,352.837740838253
"118","SP_0230",23237.6481909031,0.1617742306991,0.0654612447733336,2.47129780772211,0.0134623655716991,0.228175687655917,22231.8808547259,22085.9907544619,21208.5622071254,24409.7127073649,24051.1836440898,25438.5589776508
"119","SP_2197",696.483654923314,-0.211748208978719,0.0859893772482068,-2.46249264449853,0.0137975002936284,0.231890761237452,706.296017574062,799.607479499707,755.249561449529,633.130738000662,651.147843029946,633.470289985977
