"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC60min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC60min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.NDC60min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN60min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN60min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.T4.KAN60min.c"
"1","SP_RS02535",2984.93166625042,0.553214664073092,0.133188696969269,4.15361570960288,3.27262606873454e-05,0.0724886674224701,1982.97759443923,2631.94034696299,2369.32935918575,3550.23765965976,3881.45665595398,3493.64838130081
"2","SP_0515",3681.814544954,0.399304495216155,0.106365305861104,3.75408590219805,0.000173975197229686,0.192677530931877,3237.66159964806,3081.76829534037,3064.45095644999,4222.79163158218,4463.87379593643,4020.34099076695
"3","SP_1404",2380.26905684415,-0.604136088774907,0.168875417861782,-3.57740692176625,0.000347019728848645,0.25621623313325,3141.21678028215,3817.57957513647,2184.4565939559,1710.5112829208,1447.69990320331,1980.15020556627
"4","SP_0034",9112.50685230829,-0.397095057075514,0.125005602767127,-3.17661807379356,0.00149003121024614,0.290414332712126,10263.7117581271,11828.0918478965,9505.41809705796,8172.32511394234,7735.10348939857,7170.39080742732
"5","SP_0109",382.566440369316,-0.494009980607213,0.156292575376258,-3.16080261277886,0.00157335078670226,0.290414332712126,494.84304515779,537.708242927923,362.350619850506,281.731270128132,294.784118599576,323.981345551972
"6","SP_0211",19961.4870416613,0.335560802992406,0.101315856180843,3.31202652419429,0.000926227637826827,0.290414332712126,16666.9266812617,17413.7037896686,18296.4878292678,22859.4210645694,21827.5324044446,22704.850480756
"7","SP_0213",20445.2344707056,0.43414331346461,0.135807125251538,3.19676388599274,0.00138978638269695,0.290414332712126,18363.2738779593,16904.2959805789,15307.4649610316,23331.797555085,21030.5823479611,27733.9921016178
"8","SP_0516",1828.08634667738,0.42380081523947,0.123070190696001,3.44356998914798,0.000574087982156215,0.290414332712126,1384.47890229939,1593.76127405229,1601.73763795142,2015.54363554073,2316.16093185381,2056.83569836665
"9","SP_0794",340.790139283023,0.465647625627184,0.14356155421042,3.2435398752,0.0011805428488179,0.290414332712126,261.392501085172,257.682897580417,306.149299220631,423.656045305461,433.833231146545,362.02686135991
"10","SP_0950",4049.83861082934,0.366263601894179,0.115041427293885,3.1837539789777,0.00145378514648032,0.290414332712126,3372.86461745073,3326.04572426053,3744.78273249584,4334.00134347487,4942.20274309801,4579.13450419604
"11","SP_1300",356.808216713987,-0.503625128979245,0.15263468846099,-3.29954569342841,0.00096841460732292,0.290414332712126,416.425294832239,521.323781232058,363.829601972344,292.322671260768,259.82319887348,287.124752113032
"12","SP_RS11300",956.906388856544,-0.532285773884355,0.164906807017293,-3.22779746641106,0.00124747263479053,0.290414332712126,1017.62804732813,1584.82429494546,964.296343438896,777.408843135521,685.710766445913,711.570037845341
"13","SP_0215",54192.2356619935,0.339220713182658,0.108941353402199,3.11379198613673,0.00184699655675926,0.292221240944411,45536.3763959409,44935.1309491678,51200.8820759374,58788.6311268123,62608.6506985773,62083.7427255253
"14","SP_0650",1131.52890295179,-0.565522955549281,0.180703088629681,-3.12956994724213,0.00175062388224606,0.292221240944411,1311.46927268595,2122.53253787338,953.943468586025,874.849733555777,726.233650673887,800.144754335696
"15","SP_0101",2754.15077745969,-0.403886264427144,0.138412052088052,-2.91799925175743,0.0035228519527132,0.312553654917901,3506.26492834937,3458.61091434525,2657.73087294432,2440.25882095946,2103.21714806759,2358.82198009216
"16","SP_0176",277.481644573023,0.481146686968857,0.15719613554304,3.06080480481735,0.00220742951033509,0.312553654917901,194.692345635852,205.550519457212,257.342889199951,346.338817037214,372.651621625879,288.31367448203
"17","SP_0217",10526.7274822361,0.297755736843067,0.0988473227309356,3.01227922635359,0.00259293968750314,0.312553654917901,9252.39318496306,9157.42459147055,9668.10613046022,11980.9929612384,11332.8999557567,11768.5480695273
"18","SP_0293",500.443761532364,-0.462352603180767,0.153675660363233,-3.00862610310531,0.00262431866846284,0.312553654917901,554.332372990967,741.769265867328,505.811885668869,372.817319868806,421.914735785376,406.016989012839
"19","SP_0778",492.731651930946,0.399034220444396,0.135931754728103,2.9355482186084,0.00332958858850817,0.312553654917901,374.963036039419,437.911976234929,428.904815333251,513.682954932872,611.816095206666,589.11103383854
"20","SP_RS04170",2164.64127568446,-0.528228320187351,0.176789949791969,-2.98788658975765,0.00280913772726953,0.312553654917901,2759.04291662659,3719.27280496128,1723.0141719422,1574.94134842305,1573.24138767428,1638.33502447933
"21","SP_1010",3890.35567349458,-0.553898732823342,0.181609692173574,-3.04994037594619,0.00228886801027692,0.312553654917901,4817.73420103532,6888.9213948522,3351.37348808672,3046.08696574626,2026.1442113987,3211.87377984827
"22","SP_1012",5132.62581825225,-0.528946751860534,0.178935352438498,-2.95607740254871,0.00311578887307881,0.312553654917901,6446.47988883154,8999.53796058313,4095.30149537163,3863.74313318581,3289.5047196826,4101.18771185882
"23","SP_1064",619.821739241834,-0.397920101734258,0.133713755637042,-2.97590999399035,0.00292120583289477,0.312553654917901,730.997649586463,798.370133543952,627.08841965965,543.338878104254,496.603973382034,522.531381174649
"24","SP_1078",400.157233285043,0.406262910569931,0.140106092409634,2.89968054624008,0.00373543148060689,0.312553654917901,380.371156751526,327.689233917294,289.880495880404,471.317350402325,470.383283587463,461.301879171248
"25","SP_1299",70393.8234589666,-0.526996609604489,0.182132056274929,-2.89348629990201,0.00380990911186606,0.312553654917901,90783.4183337841,125053.659145428,54210.6106938793,53782.075811415,41570.122687042,56963.0540822507
"26","SP_RS09155",401.354729199697,-0.433500558611167,0.147100093906596,-2.94697676322645,0.00320897316291436,0.312553654917901,493.941691705772,534.729249892311,394.888226530959,321.97859443215,308.291746675567,354.298865961423
