"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN150min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN150min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.KAN150min.c","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC150min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC150min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.WT4.NDC150min.c"
"13","SP_1649",2968.25306777636,-1.27540863581918,0.122126915267365,-10.4433050898485,1.57238954151194e-25,2.57388072641339e-23,1745.66224803973,1649.81641788963,1708.29886299998,4520.75155311423,3686.66757362337,4498.32175099122
"14","SP_0502",5327.42480358734,-1.38461370398407,0.144210349559122,-9.60134767176619,7.8905872731472e-22,1.19936926551837e-19,2846.26581624826,2640.68830220549,3080.7043630641,8686.55194890887,6283.84234190729,8426.49604919
"15","SP_2194",3820.85047713206,1.11129197146344,0.116557655818488,9.53426837267575,1.50946135702439e-21,2.14142251183193e-19,5097.29817483159,5163.53257456172,5530.70766911344,2337.99696370722,2176.78461511254,2618.78286546586
"16","SP_1883",1017.52749957605,1.36294187186645,0.147830661735388,9.21961557816786,2.98167252135959e-20,3.96562445340826e-18,1523.22822051173,1399.39785445996,1524.49455495568,588.984887420404,627.283736407558,441.775743700968
"17","SP_0820",5950.96885776342,1.51611971963181,0.168476148136883,8.99901699082051,2.27747669718737e-19,2.85086494800867e-17,8383.09362947517,9943.09001853126,8609.24962855349,2387.92415946206,2581.76779931953,3800.68791123899
"18","SP_0385",483.20318076704,1.32884502617156,0.151139755605673,8.79216074451346,1.46710660009129e-18,1.73444602499682e-16,743.819388053624,701.171977603094,657.370701711385,303.4637366974,268.521459093762,224.871821442978
"19","SP_0387",228.262948963607,1.44214048626438,0.167178059333524,8.62637413075409,6.33276254446793e-18,7.09269404980409e-16,353.22523571446,305.412444025997,359.679802800418,127.938439121783,118.853760582485,104.468011536501
"20","SP_1648",1413.65924338481,-1.4601948147197,0.178381033642144,-8.18581877739897,2.70458464372882e-16,2.87767806092746e-14,671.750763134553,638.321828350155,826.758985595349,2036.87356431083,1613.32975012891,2694.92056878907
"21","SP_2192",2042.19667773117,1.24950149973882,0.153375759608008,8.14666869740205,3.74086751108936e-16,3.79074574457055e-14,3284.90571853347,2550.34121265439,2901.94566347592,1211.51460948859,1349.21028216784,955.262580066822
"22","SP_1907",323.042180795833,1.68498822404291,0.207684881327034,8.11319636401273,4.9305297965689e-16,4.76916700322664e-14,532.951929957082,344.693787309084,644.396279967081,124.817989387106,136.461725113223,154.931373041422
"23","SP_0386",579.353123563097,1.49893478274528,0.186748193345694,8.02650218934419,1.00291044470186e-15,9.27910185358937e-14,922.656346186134,775.806529840958,924.787949885644,342.469358380871,314.74236598695,195.656191098024
"24","SP_1884",1388.63261133451,1.34990815549514,0.168685166250286,8.00253030839839,1.21888157226506e-15,1.08074166074169e-13,2037.49569215646,2028.88138057142,2019.68498486327,890.888399250466,816.569355112997,538.275856052482
"25","SP_1894",519.395135608167,1.11819490148914,0.149977111391866,7.45577035796801,8.93442439665295e-14,7.60498204643099e-12,734.922026952504,762.058059691878,658.091502919402,330.76767187583,363.164268446481,267.36728376291
"26","SP_1241",4451.20663293802,-0.945926211157867,0.129337231849059,-7.31364200110449,2.599972706616e-13,2.12797766141494e-11,2700.34909418989,3279.01013055564,3005.02023622233,6436.7076902063,5211.95750109859,6074.19514535539
"27","SP_0342",1359.81262664931,0.843402068030854,0.115764024903885,7.2855282004155,3.20412439765941e-13,2.52532471045156e-11,1785.70037299476,1705.79233206803,1783.26218863374,929.113908500267,911.212164465716,1043.79479323335
"28","SP_0912",49.1300038326411,1.74893592577273,0.262118095928437,6.67232042708804,2.51790054805095e-11,1.91360441651872e-09,80.0762499100791,70.7064179095557,90.8209522101256,18.7226984080658,13.2059733980539,21.2477311599664
"29","SP_1896",147.181876439995,1.26873182098511,0.191180780895837,6.63629374793888,3.21668500869293e-11,2.36038127534433e-09,220.654555307774,239.616194026827,178.758699588184,87.3725925709739,81.4368359546654,75.2523811915476
"30","SP_RS01915",103.174607311181,1.39245890067401,0.211795010282677,6.57455951778811,4.87974082911331e-11,3.46136282811771e-09,135.239888737023,152.21520522196,174.433892340082,60.0686573925445,52.8238935922154,44.2661065832633
"31","SP_RS01910",97.274506147673,1.41893111622405,0.216391371973929,6.55724441913055,5.4811137318266e-11,3.76251936171839e-09,148.585930388702,150.251138057806,134.789825899155,46.8067460201646,66.0298669902693,37.1835295299412
"32","SP_2106",1826.83090883585,0.74804479885401,0.115597338279745,6.47112476797469,9.72760675367700e-11,6.46885849119521e-09,2317.76256684173,2342.15009325403,2243.85416055651,1372.21777082449,1457.05906491861,1227.94179661972
"33","SP_0828",962.534347206465,0.762567741740519,0.12153125415174,6.27466364157157,3.50390938799679e-10,2.25949065989611e-08,1210.93084586242,1299.23042908809,1144.63231833079,723.944338445212,735.132519158331,661.335632353954
"34","SP_2191",1037.55942853979,0.986082741688932,0.157870328737966,6.24615625730176,4.20676341574514e-10,2.63293898491343e-08,1674.48335923077,1283.51789177485,1230.4076620848,722.384113577873,737.333514724673,577.230029845753
"35","SP_RS10845",1675.21890810947,-0.778282921372421,0.125707663520334,-6.19121300625026,5.97029631293155e-10,3.62994015826238e-08,1238.51266527589,1319.85313431171,1102.10504705779,2018.15086590276,2042.52388556566,2330.16785054298
"36","SP_0501",479.12125999036,-1.10382931451851,0.178434113848659,-6.18620111765588,6.16313690038748e-10,3.64309870111793e-08,247.346638611133,318.178880593,314.990127903372,717.703438975857,497.424997993362,779.083475865434
"37","SP_1717",253.92286585932,0.98829968366444,0.159939309965806,6.17921687842551,6.44203487477614e-10,3.70504059824963e-08,321.194735750429,380.046996263862,322.198139983541,163.823611070576,184.883627572754,151.39008451476
"38","SP_1898",487.694561899735,1.13680744019906,0.185427384092247,6.13074193849123,8.74701885476881e-10,4.89833055867053e-08,677.089179795225,708.046212677634,656.649900503368,252.756428508889,404.983184206985,226.642465706308
"39","SP_1722",348.138227786451,1.06736321239718,0.175340025117794,6.08739055261413,1.14765777345723e-09,6.26209164594096e-08,484.016443900923,506.729328351816,441.851140514341,227.012718197798,266.320463527419,162.899272226409
"40","SP_1563",1013.34919271757,-0.677011157441076,0.112304135978068,-6.02837243299115,1.65619046360232e-09,8.81093326636437e-08,748.268068604184,797.411268646655,774.140497410118,1211.51460948859,1280.97941961122,1267.78129254466
"41","SP_1415",243.255220263231,-0.962961069690751,0.160534693276276,-5.99846083135141,1.99196552996347e-09,1.03387869457616e-07,184.175374793182,137.484701490803,159.297066971728,325.306884840144,334.551326084031,318.715967399496
"42","SP_0536",40.8566602390623,1.64902158862686,0.275200609195735,5.99207099666703,2.0718543275742e-09,1.04567469217304e-07,69.3994165887352,63.8321828350155,67.0345123455689,14.8221362397188,8.80398226536924,21.2477311599664
"43","SP_1266",86.1811778716105,1.3943700646395,0.232826697505681,5.98887532906521,2.1129704776053e-09,1.04567469217304e-07,143.24751372803,103.113526118102,141.277036771306,32.7647222141152,46.2209068931885,50.4633615049202
"44","SP_0769",967.725160704339,-0.762199082537785,0.130345534980108,-5.8475273637421,4.98933781576066e-09,2.41302519816788e-07,745.598860273848,770.896361930572,611.960225606322,1227.89697059565,1210.54756148827,1239.45098433137
"45","SP_RS01905",80.3674436617144,1.38453997873189,0.239421733608908,5.7828500272808,7.34455367085278e-09,3.47315782479438e-07,136.129624847135,106.059626864333,122.536205362868,53.0476454895198,35.2159290614769,29.2156303449538
"46","SP_1809",579.744266019889,1.00133952349492,0.174445479408663,5.74012881783621,9.46045605964035e-09,4.37648923802493e-07,855.926137927735,606.896753723686,898.118305189019,348.710257850226,332.350330517689,436.463810910976
"47","SP_0955",155.92227592313,1.0082483459369,0.176043750892169,5.72726007499392,1.02065636040415e-08,4.6211845424256e-07,205.52904143587,228.813824623979,198.941133412656,91.2731547393209,110.049778317115,100.92672300984
"48","SP_0720",125.298656489493,1.14012266399683,0.200100046685023,5.69776310842894,1.213895588861e-08,5.38160377728375e-07,161.931972040382,195.424682833355,172.271488716032,85.812367703635,77.0348448219808,59.3165828215728
"49","SP_1271",7329.79813226517,0.883531704852179,0.155203686895241,5.69272368799168,1.25028635465478e-08,5.42981502592931e-07,9179.40744802541,9949.9642536058,9722.88749493955,5296.18331218162,5984.50694488474,3845.83933995392
"50","SP_1895",226.665289588509,1.08946740922868,0.191699317416002,5.68320964265329,1.32190062836439e-08,5.62600907431886e-07,287.384763566173,384.957164174247,269.579651798309,142.760575361502,162.873671909331,112.435910721489
"51","SP_1897",245.232505335127,1.06873617644517,0.189198048792337,5.64876954739747,1.6160031472792e-08,6.74285234786303e-07,317.635791309981,337.819552234544,353.913393136283,110.775965581056,198.089600970808,153.160728778091
"52","SP_0267",440.441919392097,0.92200820276621,0.163344559568408,5.6445602179978,1.65604012184352e-08,6.7770257293904e-07,606.800027096377,527.352033575436,611.239424398305,290.20182532502,365.365264012823,241.692941944618
"53","SP_2195",337.025395736271,0.936242627147254,0.167149205376642,5.60123887539634,2.12825207934525e-08,8.54513287706923e-07,493.803541112155,363.35242536855,490.144821451471,244.955304172195,224.501547766916,205.394734546342
"54","SP_2193",1012.12846067609,0.99636690368625,0.179249679824554,5.55854216677807,2.72037241484884e-08,1.07202824051821e-06,1522.33848440162,995.782052226242,1599.45788058943,748.907936322633,627.283736407558,579.000674109084
"55","SP_0545",144.054543054519,1.09479183520511,0.197463106600987,5.54428548223621,2.95156939255362e-08,1.14198903042802e-06,216.205874757214,204.26298507205,179.479500796201,96.7339417750068,101.245796051746,66.3991598748949
"56","SP_2075",642.259780969669,0.709417274407741,0.128276119962131,5.53039236466749,3.19515302312731e-08,1.21415814878838e-06,786.526721339,821.962108198584,794.32293123459,489.13049591072,526.037940355812,435.578488779311
"57","SP_1269",4612.92562459464,0.912090961349442,0.16515211050489,5.52273270115089,3.33767311010697e-08,1.22896318701959e-06,6546.67829820403,5922.64453350736,5847.86020064086,3206.26210238127,3836.33527213464,2317.77334069967
"58","SP_1546",714.5120153118,0.695500452610897,0.125948424349381,5.52210522841938,3.34961770898197e-08,1.22896318701959e-06,879.949012900759,950.608507450693,838.291804923619,514.094093788141,530.439931488496,573.688741319092
"59","SP_RS10820",609.041638900248,-0.683089938069014,0.124171001995768,-5.50120339765235,3.77207748275794e-08,1.36050523445914e-06,473.339610579579,449.77138059134,464.195977962864,706.001752470816,770.348448219808,790.592663577082
"60","SP_2026",5476.25077508931,0.580088314521076,0.106549629416021,5.44430156820286,5.20090444691637e-08,1.84458744383967e-06,6695.26422859273,6941.99539170346,6131.85587659951,4511.39020391019,4274.33338983676,4302.66555989319
"61","SP_RS10835",1643.47601993765,-0.598480339044984,0.111079554260801,-5.38785326451551,7.13042284601329e-08,2.48746554365841e-06,1369.30387346235,1268.78738804369,1257.79810798944,2072.75873625962,1998.50397423882,1893.704039632
"62","SP_0366",3798.71274358697,-1.07473019206536,0.199891199761283,-5.37657582399245,7.59157369523469e-08,2.60562400378378e-06,2420.97195561473,2088.78542907812,2464.41933020968,5427.24220103808,3354.31724310568,7036.54030247553
"63","SP_0282",15786.3935202627,-0.566486113938189,0.105476388171755,-5.37073864356958,7.84147868619645e-08,2.64867724511525e-06,12906.5120132845,13353.6926490852,11705.0908169859,18923.9674159525,18411.3279124534,19417.7703138143
"64","SP_0391",842.02285152825,0.932744061675423,0.175069481334602,5.32785071712592,9.93817518130453e-08,3.30444324778375e-06,1334.60416516799,825.890242526893,1205.90042101222,588.204774986735,600.87178961145,496.665715864214
"65","SP_RS11205",635.734275556326,0.871322703912478,0.164362826632612,5.30121513339558,1.15034435006492e-07,3.7660504260587e-06,1011.62995719733,769.914328348495,723.684412848937,488.35038347705,371.96825071185,448.85832075429
"66","SP_1268",17471.4854640086,0.895206598181124,0.17128790153459,5.22632707950097,1.72910375305018e-07,5.57504967650118e-06,22731.8678772512,26575.7927981722,19883.3013231453,12418.6098315833,14326.2801413221,8893.0608125776
"67","SP_0298",154.860067889603,0.994826725825534,0.190661875337169,5.21775380666044,1.81105963758052e-07,5.7521416548826e-06,202.859833105534,184.622313430506,245.072410725736,91.2731547393209,90.2408182200347,115.091877116485
"68","SP_0845",5594.7353806801,-0.824393374494034,0.158909281018609,-5.18782395345112,2.12765593053837e-07,6.65831150027303e-06,3701.30221806588,3961.52347009927,4197.22543428223,6574.78759096578,5958.09499808863,9175.47857257882
"69","SP_1267",10786.0597673723,0.847015619505257,0.164621867699354,5.14521935234112,2.67208399231271e-07,8.24086193571225e-06,14245.5648590031,14701.0427236951,13192.1037091247,8142.03347020763,8944.84598161514,5490.76786058798
"70","SP_0737",1986.97818589766,0.99485741593507,0.195046013769276,5.10062931668989,3.3852599118103e-07,1.02911901319033e-05,2752.8435246865,2988.3281902608,2360.62395625525,1296.54686475856,1677.15862155284,846.367957871994
"71","SP_RS02600",127.986822551875,1.02639498633712,0.202325956068833,5.07297731976581,3.91639193298627e-07,1.17381437090067e-05,190.403527563966,173.819944027658,157.855464555694,76.4510184996021,105.647787184431,63.7431934798991
"72","SP_1808",183.746976665958,0.852085134474667,0.168238590585442,5.06474246788179,4.08952823109496e-07,1.2086827883014e-05,240.228749730237,240.598227608905,234.260392605483,111.556078014726,147.466702944935,128.371709091464
"73","SP_0287",1168.7024992799,-0.92574125059653,0.185102288052144,-5.00124153157819,5.69622960730982e-07,1.6604899458021e-05,731.363082512056,842.584813422205,764.770081705899,2099.28255900438,1162.12565902874,1412.0888000061
"74","SP_1615",84.2862892695024,1.0379076458965,0.208168135752954,4.98591026980345,6.16707630687949e-07,1.77345113257291e-05,112.106749874111,121.772164177568,116.048994490716,50.7073081885116,48.4219024595308,56.660616426577
"75","SP_2055",469.183902853466,-0.697925651969146,0.140372494618032,-4.97195446920191,6.62812737457196e-07,1.87089900958146e-05,375.46863846726,350.585988801547,331.56855568776,613.168372864156,627.283736407558,517.028124892515
"76","SP_2229",1253.30727826656,-0.634924304531218,0.127741304894742,-4.97039156641146,6.68178217707663e-07,1.87089900958146e-05,991.166026664757,876.955988794906,1048.76575766455,1436.96710281905,1490.07399841374,1675.91479524235
"77","SP_1270",11832.7671651748,0.842588658663652,0.170065886255968,4.95448368402034,7.25226013937521e-07,2.00426098397279e-05,15506.3209270318,16996.0552050094,13721.1717958091,9121.07457446273,9668.97352294176,5983.00696579387
"78","SP_0725",72.6334673643589,1.25550641393965,0.25581974493556,4.90777760041901,9.21142227074622e-07,2.51306494771128e-05,123.673319305567,91.3291231331761,103.074572746412,40.5658465508093,55.0248891585577,22.1330532916317
"79","SP_2225",1015.09739363496,-0.682403418636078,0.139337535924554,-4.89748447256577,9.70713021018146e-07,2.61478140345141e-05,833.682735174935,766.968227602263,712.151593520667,1230.23730789666,1102.6987787375,1444.84571887771
"80","SP_2150",74.3682804410311,1.09890706736834,0.225638400495939,4.87021298215648,1.11478022567055e-06,2.96531540028367e-05,101.429916552767,111.951828356796,98.0289642902943,45.2465211528257,55.0248891585577,34.5275631349454
"81","SP_RS08505",25.8616548721442,1.4809601135999,0.304900344157798,4.85719397165862,1.19060947388925e-06,3.12792217337818e-05,42.7073332853755,33.3891417906235,48.2936809371303,10.9215740713717,11.0049778317115,8.85322131665266
"82","SP_1870",208.380724434858,0.861141998320932,0.179223669789735,4.80484524913045,1.54871243560743e-06,4.01909763777148e-05,224.213499748222,323.089048503386,273.183657838394,138.860013193155,138.662720679565,152.275406646426
"83","SP_0641",1598.71969033877,-0.732413401833953,0.154397744785616,-4.74367940316046,2.09870906194979e-06,5.38078660702307e-05,1217.1589986332,930.967835809149,1394.02953630463,2107.08368334107,1846.6352801612,2096.44280778335
"84","SP_2125",1250.19083077052,-0.634606200547385,0.134598751533392,-4.71480005065238,2.41948223051077e-06,6.12935498396061e-05,931.553707287254,1101.84167909058,875.05266653248,1420.58474171199,1503.2799718118,1668.83221818903
"85","SP_0910",759.007753735812,0.923778634094016,0.19616220250327,4.70925908409199,2.48618883478701e-06,6.2242468710903e-05,1065.01412380405,686.441473871936,1296.00057201433,551.539490604272,433.596126569435,521.454735550842
"86","SP_1869",103.672505669211,0.967338116787799,0.206146184641881,4.69248615233054,2.6990480959354e-06,6.67857482343084e-05,162.821708150494,132.574533580417,123.977807778902,66.3095568618998,77.0348448219808,59.3165828215728
"87","SP_0721",59.1343005164376,1.1813954599169,0.255504366663573,4.62377796256009,3.7681321450694e-06,9.21676460311228e-05,86.3044026808631,100.167425371871,69.9177171776363,36.6652843824622,39.6179201941616,22.1330532916317
"88","SP_0102",1165.13201363301,-0.557543388218012,0.120884334004383,-4.61220548394465,3.98418835179234e-06,9.63449183251603e-05,1008.960748867,959.446809689387,840.45420854767,1402.6421557376,1377.82322453029,1401.46493442612
"89","SP_1810",205.041556189992,0.900120247657304,0.195605215267293,4.60171906166867,4.19018141195481e-06,0.00010018770836674,283.825819125725,222.921623131516,315.710929111389,142.760575361502,101.245796051746,163.784594358074
"90","SP_0835",1250.91658540209,0.627173650391157,0.136422846774991,4.59727725390151,4.28047853238349e-06,0.000101209536854579,1310.58129019496,1648.83438430755,1625.40672407804,990.74279076015,1041.07090287991,888.863420191927
"91","SP_1716",742.483087363737,0.800108120616344,0.174293010888356,4.59059211002361,4.41990347956296e-06,0.000103357742906703,985.827610004085,1042.91966416595,833.966997675518,500.832182415761,677.906634433431,413.445435487679
"92","SP_0547",115.718725008299,0.933943253011998,0.20527389929115,4.54974186312571,5.37117653862498e-06,0.000124237648632543,172.608805361726,140.430802237034,148.485048851475,71.7703438975857,99.0448004854039,61.9725492165686
"93","SP_0606",245.566857877715,0.678120105494938,0.150006070040706,4.52061776774047,6.16594316777678e-06,0.000141087387753,303.400013548189,320.142947757155,294.086892870883,188.007096514328,173.878649741042,193.885546834693
"94","SP_0846",2100.90882173987,-0.596347306476194,0.133018772619512,-4.48318154447259,7.35383147953268e-06,0.000163009931129641,1671.81415090043,1405.29005595242,1890.66156862825,2613.37665279252,2513.53693676292,2510.77356540269
"95","SP_0862",45434.810445065,-0.521717354112904,0.116353071770975,-4.48391560422086,7.3285657005144e-06,0.000163009931129641,38656.3647760356,35094.9341226915,37467.9675939249,55251.4631146359,47970.6983684306,58167.4346946713
"96","SP_1229",1017.55422936172,-0.649195938710856,0.144673027563181,-4.48733222526459,7.21205657308826e-06,0.000163009931129641,793.644610219896,705.100111931402,851.266226667923,1440.8676649874,1069.68384524236,1244.76291712136
"97","SP_2058",2823.85245803687,-0.518193188718003,0.115723729408423,-4.47784729516578,7.53995029286139e-06,0.000165412517765042,2173.62531700359,2456.06598877498,2297.91425115778,3585.39674514461,3083.59478844557,3346.51765769471
"98","SP_0911",25.1807041099407,1.36542811924981,0.306861581883194,4.44965482765958,8.60084077507709e-06,0.000186761113973102,48.9354860561595,32.4071082085463,36.7608616088603,10.9215740713717,13.2059733980539,8.85322131665266
"99","SP_1014",697.465022759604,0.530742835930651,0.119978604859899,4.42364567041271,9.70491419285286e-06,0.00020773751965682,860.374818478295,819.99804103443,801.530943314759,549.979265736934,594.268802912423,558.638265080783
"100","SP_RS09030",281.59401571624,-0.735090920922608,0.166220779874002,-4.42237680198481,9.76210148763254e-06,0.00020773751965682,186.844583123518,196.406716415432,235.701995021516,304.24384913107,374.169246278192,392.197704327713
"101","SP_2152",114.589552932316,0.827948296082185,0.187590152968054,4.41360211600864,1.01664730512326e-05,0.00021420054111904,155.703819269598,138.46673507288,153.530657307593,82.6919179689574,79.2358403883231,77.9083475865434
"102","SP_0095",3251.31312800648,0.586526737921538,0.133564692348825,4.39133072975402,1.1265902335151e-05,0.00023503764871766,3613.21834316479,3637.45238801381,4539.60600809024,2743.65542921531,2337.45729145553,2636.48930809916
"103","SP_1240",237.993220207516,0.836653433484,0.192189847725831,4.35326549962998,1.34124552469721e-05,0.000277103929762686,279.377138575165,347.639888055315,299.853302535018,168.504285672592,211.295574368862,121.289132038141
"104","SP_0199",326.561621134499,0.665956677994791,0.153200088430092,4.34697319576729,1.38029079651261e-05,0.000280023783585871,440.419374505435,357.460223876087,411.577489777632,224.67238089679,272.923450226446,252.316807524601
"105","SP_0238",105.259588566743,-0.923269520973088,0.212404566176031,-4.34674987263657,1.38169630058818e-05,0.000280023783585871,80.0762499100791,59.9040485067069,69.9177171776363,151.341812131865,105.647787184431,164.669916489739
"106","SP_2240",1848.98993596252,0.684685907535554,0.157949789648447,4.33483266460485,1.4587104128994e-05,0.000292842996099049,2413.85406673383,2528.73647384869,1971.39130392614,1194.35213594787,1291.98439744294,1693.62123787565
"107","SP_0716",114.22226005533,0.836849579757197,0.193557044527096,4.32352943702881,1.53552638460303e-05,0.000305383191255631,169.049860921278,133.556567162494,144.160241603374,78.7913558006104,83.6378315210077,76.1377033232129
"108","SP_2042",151.179315406477,-0.762820895441743,0.176587502617558,-4.31978981600872,1.56177879274396e-05,0.000307728265829551,107.658069323551,112.933861938874,108.840982410547,219.211593861104,180.481636440069,177.949748464718
"109","SP_0724",62.6378061801218,1.17347629647986,0.272209813173607,4.31092576273676,1.62572482734446e-05,0.000317389213998992,97.870972112319,74.6345522378643,96.5873618742605,23.4033730100823,59.4268802912423,23.9036975549622
"110","SP_0722",63.8775580315588,1.02979921658674,0.239070975051973,4.30750414751462,1.65107000914242e-05,0.000319406998132278,95.201763781983,80.5267537303273,88.6585485860749,42.1260714181481,48.4219024595308,28.3303082132885
"111","SP_0770",2571.78765889944,-0.503635828942042,0.117098283353979,-4.30096679914249,1.70054540299646e-05,0.000326014470051934,2081.98249766206,2311.70705220964,1947.60486406158,3016.69478099961,3189.24257563001,2883.49418283377
"112","SP_RS00125",92.8079980141548,0.887189163867595,0.206939270037853,4.28719577345234,1.80942815753239e-05,0.000343791349931154,116.555430424671,126.682332087954,122.536205362868,56.9482076578669,79.2358403883231,54.8899721632465
"113","SP_0768",1506.21087766135,-0.505256578171124,0.118377033943159,-4.26819765068393,1.97058689658023e-05,0.000371098134152455,1154.87747092536,1298.24839550601,1259.96051161349,1685.82296915959,1718.97753731334,1919.3783814503
"114","SP_2224",1448.00846461044,-0.540393378209105,0.126921954180984,-4.25768246081786,2.06557058083333e-05,0.000385573175088889,1242.96134582645,1025.24305968856,1244.82368624513,1725.60870327673,1626.53572352697,1822.87826909878
"115","SP_1776",2003.13467425792,0.699306629820044,0.164338643767149,4.25527808791515,2.08789352854532e-05,0.000386351080760386,2670.09806644608,2215.46776116608,2635.97001771769,1136.62381585633,1589.11879889915,1771.5295854622
"116","SP_0100",119.260395469837,-0.843436976284107,0.199136235999854,-4.23547714482624,2.28066901068162e-05,0.000417245990641282,75.6275693595192,91.3291231331761,81.4505365059063,144.320800228841,134.260729546881,188.573614044702
"117","SP_0231",1386.81248530365,0.745503770572604,0.176068842017813,4.23416069549195,2.29406865155216e-05,0.000417245990641282,1832.8563868307,1681.2414925161,1765.24215843331,1080.45572063213,1250.16548168243,710.913671727209
"118","SP_0490",194.875712454613,0.754044320930131,0.178457190229573,4.22535130111655,2.38568314835192e-05,0.00043023167285533,235.780069179677,231.75992537021,277.508465086495,163.823611070576,140.863716245908,119.518487774811
"119","SP_0648",1891.85404768457,0.446698317878452,0.106661676896782,4.18799264060631,2.81432640524778e-05,0.000503267780703132,2219.0018586193,2109.40813430174,2241.69175693246,1568.02599167551,1553.90286983767,1659.09367474071
"120","SP_0060",195.196914736086,-0.837029435819876,0.201009633168459,-4.1641259805613,3.12547514818315e-05,0.000554250926277812,119.224638755007,158.107406714423,124.698608986918,188.787208947997,310.340374854266,270.023250157906
"121","SP_0283",7115.42786748,-0.445737966736913,0.107420727437026,-4.14945958170152,3.3326112308434e-05,0.000586098900763203,6377.62843728275,6052.27296634155,5563.1437234742,8335.50135375764,8438.61700135641,7925.40372266746
"122","SP_RS01935",105.379593769441,0.843287550410085,0.2041388115472,4.13095160111239,3.61264643675941e-05,0.00062501720466862,151.255138719038,137.484701490803,129.02341623502,87.3725925709739,61.6278758575846,65.5138377432297
"123","SP_1429",1229.96743845405,-0.491255740422969,0.118868732028457,-4.1327583128031,3.5843557671885e-05,0.00062501720466862,1030.31441550968,930.967835809149,1088.40982410547,1504.83688454829,1386.62720679565,1438.64846395606
