,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC45MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF45MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF45MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF45MIN.C
30,SP_1759,712.6690678,1.977476289,0.124201953,-15.92145891,4.50E-57,3.32E-55,289.6048934,283.4600614,285.4336423,1101.971468,1054.336567,1261.207775
31,SP_0211,4073.22757,-1.715109547,0.107918389,15.89265337,7.12E-57,5.09E-55,6508.252603,6251.289783,6010.16464,2032.496068,1909.307674,1727.854652
32,SP_0435,1371.028481,-2.120664897,0.133662279,15.86584418,1.09E-56,7.56E-55,2192.241693,2061.484627,2456.094267,570.6170545,446.6553092,499.0779339
33,SP_RS08485,1256.146956,-2.214604351,0.140380961,15.77567455,4.57E-56,3.07E-54,2278.674161,2145.385013,1798.512964,475.0779605,383.3951152,455.8365244
34,SP_1758,545.7905548,2.009216958,0.127417584,-15.76875735,5.10E-56,3.33E-54,191.9474293,223.7343629,225.2155743,846.7642988,895.2275939,891.8540695
35,SP_0519,1128.954095,-2.05488649,0.130668723,15.72592467,1.00E-55,6.36E-54,1992.436766,1726.83111,1757.163224,464.6079229,454.3232115,378.3623325
36,SP_1539,10694.40281,-1.85529793,0.118741024,15.62474257,4.94E-55,3.04E-53,16390.73896,14998.26054,18987.55975,4593.72904,4826.9445,4369.184078
37,SP_0553,2057.248698,-2.055406834,0.132151585,15.55340286,1.51E-54,9.03E-53,3542.608695,3237.038059,3201.192495,912.2020344,780.2090594,670.2418462
38,SP_0447,961.0036197,1.754452612,0.113316658,-15.48274226,4.54E-54,2.64E-52,423.1823442,437.0404291,448.8253335,1587.519466,1456.901438,1412.552708
39,SP_0209,4861.242556,-2.034888977,0.131847292,15.43368048,9.72E-54,5.52E-52,6788.8775,8040.216658,8675.416329,1832.256597,1711.859189,2118.829062
40,SP_1540,5178.346808,-1.821760574,0.11885243,15.32792031,4.98E-53,2.76E-51,8286.291949,7429.213282,8549.761294,2012.864747,2476.732444,2315.21713
41,SP_1357,682.7327365,1.866079041,0.123769983,-15.07699201,2.29E-51,1.24E-49,303.0748884,283.9340749,289.849634,1162.174184,1075.423298,981.9403392
42,SP_0988,1157.88602,-1.620844506,0.108727439,14.90740998,2.95E-50,1.56E-48,1761.201851,1765.226202,1726.251283,574.5433187,559.7568682,560.3365972
43,SP_1897,401.7704654,2.265984625,0.152780676,-14.83161802,9.15E-50,4.71E-48,157.1499421,135.093842,120.436136,710.6538088,703.5300363,583.7590273
44,SP_0057,784.9479844,1.951251152,0.131710958,-14.81464554,1.18E-49,5.93E-48,345.7298727,325.1732477,291.4554491,1375.501203,1121.430712,1250.397423
45,SP_0486,1373.101149,2.199771635,0.150879383,-14.57967014,3.78E-48,1.86E-46,564.6172921,441.3065505,449.2267873,2230.11803,2643.509319,1909.828917
46,SP_0219,4600.641998,-1.505377286,0.103390525,14.56010878,5.04E-48,2.43E-46,6976.334931,6839.540512,6633.62237,2578.246783,2332.959276,2243.148114
47,SP_1600,1754.762003,1.482559274,0.102005448,-14.53411857,7.37E-48,3.47E-46,915.9596627,965.0914466,882.395423,2633.214481,2557.245418,2574.665587
48,SP_1577,1108.542199,-1.815355505,0.125310789,14.48682528,1.47E-47,6.77E-46,1852.124318,1773.284431,1568.078491,501.2530548,506.081552,450.4313482
49,SP_1898,612.7911663,1.894940143,0.131258489,-14.43670542,3.04E-47,1.37E-45,236.8474128,286.3041423,246.0911712,964.5522229,910.5633985,1032.38865
50,SP_2073,2251.187617,1.728991964,0.11992616,-14.4171377,4.04E-47,1.79E-45,1151.684576,935.7026108,1026.517332,3673.674477,3521.484133,3198.062573
51,SP_1923,3843.425723,-1.393139872,0.096749213,14.39949568,5.21E-47,2.26E-45,5377.89552,5740.30325,5604.294862,2092.698785,2076.084549,2169.277373
52,SP_1896,282.7194488,2.383705896,0.165757757,-14.38065973,6.84E-47,2.92E-45,103.269962,91.48460176,76.27621946,492.0917718,417.9006755,515.2934624
53,SP_0837,507.152515,1.769327752,0.123151278,-14.36710834,8.32E-47,3.48E-45,230.1124153,224.6823898,230.4344735,786.5615821,749.5374502,821.5867792
54,SP_0221,6960.65691,-1.574665479,0.109661469,14.3593323,9.31E-47,3.82E-45,9922.896346,10753.94384,10644.54715,3582.061647,3738.102373,3122.390106
55,SP_0085,7452.021478,-1.850975357,0.129255022,14.32033605,1.63E-46,6.58E-45,13633.87998,10327.80572,11134.32077,3177.656441,3431.386281,3007.079681
56,SP_0218,5338.639905,-1.695517633,0.1186979,14.28431025,2.74E-46,1.08E-44,8574.774342,7208.323,8743.663473,2531.131614,2656.928148,2317.018855
57,SP_0552,544.8518905,-1.95784673,0.138143129,14.17259577,1.35E-45,5.26E-44,908.1021656,794.920607,904.8768351,221.1795464,216.6182401,223.4139487
58,SP_2064,532.1549707,1.753298948,0.123917711,-14.14889716,1.90E-45,7.24E-44,239.092412,254.0712256,231.2373811,798.3403745,808.963693,861.2247378
59,SP_1714,556.2099951,-3.005192566,0.213454822,14.07882256,5.13E-45,1.92E-43,1217.912051,784.018297,979.5472394,79.83403745,124.6034124,151.344933
60,SP_1356,1093.076576,1.541108588,0.110279323,-13.97459239,2.23E-44,8.22E-43,596.0472805,530.8950983,545.575696,1656.883466,1654.349922,1574.707993
61,SP_1176,16867.68944,-1.955824754,0.140100898,13.9601158,2.73E-44,9.91E-43,32604.12299,24600.35162,23494.68141,6357.930392,7343.933431,6805.116809
62,SP_1072,4998.46476,1.555234756,0.11169054,-13.92449854,4.50E-44,1.61E-42,2619.914035,2512.271447,2444.853561,8230.758385,7458.951966,6724.039167
63,SP_1647,2816.574783,-1.361688511,0.098609012,13.80896621,2.25E-43,7.91E-42,4146.513473,3927.6757,4108.879506,1591.44573,1600.674606,1524.259682
64,SP_1358,730.9281673,1.673595284,0.121375775,-13.78854458,2.99E-43,1.03E-41,365.9348652,334.1795038,341.2357186,1064.017581,1065.83842,1214.362915
65,SP_0232,1364.668842,-1.574638739,0.114212261,13.7869501,3.05E-43,1.04E-41,2186.629195,1897.949976,2057.85211,671.3911674,680.5263294,693.6642763
66,SP_1067,984.3444552,-1.573883658,0.114312942,13.76820177,3.96E-43,1.33E-41,1449.146966,1487.454302,1490.196456,463.2991681,506.081552,509.8882862
67,SP_0370,801.7414233,-1.831903145,0.13414791,13.65584562,1.86E-42,6.16E-41,1216.789552,1256.609737,1295.089916,379.5388666,289.463312,372.9571563
68,SP_0272,8343.719175,-1.986810036,0.146200595,13.58961663,4.61E-42,1.50E-40,16447.98644,11745.58004,11912.73966,3459.038704,3475.476719,3021.493484
69,SP_1655,3921.132659,-1.466862171,0.108111076,13.56810261,6.19E-42,1.99E-40,6124.357745,5729.40094,5455.75696,2156.827766,1907.390698,2153.061845
70,SP_1249,760.2917055,-2.066086645,0.152817776,13.51993659,1.19E-41,3.77E-40,1342.509506,1170.813297,1177.86541,236.8846029,350.8065304,282.8708867
71,SP_0499,5097.70532,-1.536677785,0.113941452,13.48655613,1.88E-41,5.85E-40,8263.841957,7092.189697,7432.515406,2506.265274,2842.874779,2448.544809
72,SP_1190,320.3248325,1.868900914,0.13889547,-13.45544901,2.86E-41,8.80E-40,133.5774508,132.7237746,142.1146405,527.428149,488.8287718,497.2762085
73,SP_0754,449.7223456,1.788267251,0.133357537,-13.40957013,5.31E-41,1.61E-39,176.2324351,211.8840258,208.3545153,718.506337,713.1149142,670.2418462
74,SP_RS00615,578.2597799,1.628139125,0.121697995,-13.3785205,8.07E-41,2.42E-39,276.1348983,293.888358,272.1856673,891.261959,826.2164732,909.8713235
75,SP_1219,2145.362134,-1.544818184,0.115678733,13.35438372,1.12E-40,3.30E-39,3448.31873,3133.70312,3026.560097,1153.012901,1121.430712,989.1472407
76,SP_1761,319.7776163,2.097141596,0.157478783,-13.31697864,1.84E-40,5.37E-39,101.0249628,124.6655454,128.4652117,516.9581113,461.9911138,585.5607527
77,SP_1474,1463.330716,-1.42007672,0.106682014,13.31130398,1.99E-40,5.72E-39,2058.664242,2126.898488,2216.024902,806.1929027,797.4618396,774.741919
78,SP_0480,722.5332506,-1.660079845,0.124927713,13.28832336,2.71E-40,7.68E-39,1135.969582,1103.503383,1059.436543,321.9536592,373.8102373,340.5260993
79,SP_0002,1555.889008,1.422557863,0.10739058,-13.2465796,4.72E-40,1.32E-38,837.3846916,811.5110788,875.1692549,2173.841577,2214.10679,2423.320654
80,SP_1277,795.7552802,-1.777257048,0.135665795,13.10025898,3.28E-39,9.09E-38,1373.939494,1197.832066,1137.318578,365.1425647,320.1349212,380.1640579
81,SP_0215,11572.43227,-1.68587214,0.129026263,13.06611613,5.14E-39,1.41E-37,19955.79765,15894.14602,17255.68811,5982.31779,5563.063121,4783.580918
82,SP_1378,632.9764063,-1.650169176,0.126456548,13.04929802,6.41E-39,1.73E-37,974.3296412,933.8065568,976.7370629,281.3822631,316.30097,315.3019438
83,SP_0745,724.1977505,-1.963076967,0.150867063,13.01196518,1.05E-38,2.79E-37,994.5346338,1216.792605,1253.740176,249.97215,322.0518967,308.0950422
84,SP_0979,2136.38877,-1.329642824,0.102922604,12.91886109,3.52E-38,9.29E-37,3132.896346,3010.459615,3041.815341,1248.551995,1244.117149,1140.492174
85,SP_0445,844.8375254,1.519819679,0.118158786,-12.86251945,7.32E-38,1.91E-36,444.5098363,417.6058764,442.0006191,1290.432146,1330.38105,1144.095625
86,SP_0961,7980.469694,-1.814179874,0.141239315,12.84472296,9.21E-38,2.37E-36,15140.27442,10909.89427,11344.2811,3546.72527,3709.347739,3232.295355
87,SP_0050,280.3587698,1.935513096,0.151107447,-12.80885315,1.46E-37,3.72E-36,131.3324516,105.7050062,110.8012451,461.9904134,454.3232115,418.0002912
88,SP_0877,437.9580241,1.886288339,0.147980239,-12.74689348,3.24E-37,8.17E-36,221.1324186,166.3787317,170.6178593,679.2436957,739.9525723,650.4228669
89,SP_2065,1034.994425,1.615165682,0.126813003,-12.73659356,3.70E-37,9.21E-36,565.7397917,510.0385052,446.8180645,1621.547088,1606.425533,1459.397568
90,SP_0905,794.7534599,-1.676526884,0.132263781,12.67563105,8.07E-37,1.99E-35,1316.692015,1178.397513,1148.559284,376.9213571,333.5537502,414.3968404
91,SP_0556,8536.73095,-1.609921742,0.127207273,12.65589386,1.04E-36,2.53E-35,14971.89949,11848.44096,11852.5216,3990.393118,4537.481188,4019.649352
92,SP_0045,274.7964479,2.10673695,0.167750016,-12.55878837,3.56E-36,8.47E-35,124.5974541,97.17276353,88.72128685,497.3267907,412.1497488,428.8106435
93,SP_RS09370,1193.062527,1.847491922,0.1471016,-12.55929182,3.53E-36,8.47E-35,620.7422714,453.630901,471.3067455,2052.127389,1893.971869,1666.595989
94,SP_0896,3501.684111,-1.406833804,0.112073853,12.55273879,3.84E-36,9.05E-35,5330.750537,5041.60738,4911.385626,1906.855616,2095.254304,1724.251201
95,SP_0224,5141.814554,-1.402105039,0.111842107,12.53646834,4.72E-36,1.10E-34,6686.730038,7898.486628,7836.779369,2964.329423,2725.939269,2738.622597
96,SP_0271,6835.645107,-1.797796444,0.143502991,12.52793708,5.25E-36,1.21E-34,12948.03273,9327.163258,9678.247888,3148.863838,3178.345505,2733.217421
97,SP_0225,8291.932549,-1.358219199,0.108980392,12.46296856,1.19E-35,2.71E-34,11543.78575,11797.72152,12512.91308,5122.465944,4470.387043,4304.321964
98,SP_0217,2720.258561,-1.362407059,0.109609018,12.42969856,1.80E-35,4.08E-34,3891.706067,4013.946154,3862.386881,1443.556448,1681.18758,1428.768237
99,SP_0852,1262.4561,-1.477537728,0.119171683,12.39839604,2.67E-35,5.96E-34,2019.376756,1805.043334,1763.586485,697.5662616,674.7754027,614.388359
100,SP_0434,1305.906066,-1.583819799,0.128045466,12.36919865,3.84E-35,8.50E-34,2164.179203,2006.499064,1721.032383,662.2298844,667.1075004,614.388359
101,SP_1895,324.7854957,2.186782095,0.176825383,-12.36690149,3.95E-35,8.66E-34,141.4349479,114.2372488,92.73582471,514.3406019,471.5759917,614.388359
102,SP_1221,1781.998767,1.435654714,0.11672359,-12.29961068,9.10E-35,1.98E-33,849.7321871,970.7796083,1044.181299,2538.984142,2551.494491,2736.820872
103,SP_RS04240,557.6146351,1.71188855,0.139794742,-12.24572913,1.77E-34,3.81E-33,303.0748884,229.4225246,248.0984401,879.4831666,885.6427161,799.9660745
104,SP_RS10010,717.9461328,1.435054003,0.117614039,-12.20138356,3.06E-34,6.51E-33,378.2823607,400.5413911,376.5636519,1009.049883,1125.264663,1017.974847
105,SP_0212,15979.92626,-1.820796448,0.149305937,12.19507067,3.30E-34,6.86E-33,30396.16631,22995.81599,21588.57883,7758.297934,7054.470119,6086.228377
106,SP_0336,1603.020811,-1.290468659,0.105810351,12.19605311,3.26E-34,6.86E-33,2317.961646,2357.269039,2163.033002,929.2158457,933.5671055,917.078225
107,SP_RS02535,504.522305,-2.410104938,0.197634955,12.19473014,3.32E-34,6.86E-33,680.2347495,910.1058828,966.7007182,113.86166,201.2824355,154.9483838
108,SP_2116,379.9879899,1.809634249,0.148452528,-12.18998604,3.51E-34,7.21E-33,161.6399405,174.9109744,163.7931449,650.451092,500.3306253,628.8021621
109,SP_0479,1013.755691,-1.394375162,0.114651765,12.16182898,4.96E-34,1.01E-32,1527.721937,1494.090491,1392.643186,539.2069414,555.922917,572.948675
110,SP_0502,3533.868875,-1.363028368,0.112219923,12.14604621,6.02E-34,1.21E-32,5310.545544,5080.476485,4903.758004,1965.749578,2166.182401,1776.501237
111,SP_1001,1012.618664,-1.460381105,0.121730477,11.99684039,3.69E-33,7.37E-32,1580.479418,1411.612145,1476.948481,561.4557716,483.0778451,562.1383226
112,SP_0375,3187.12593,-1.468470659,0.122475204,11.98994255,4.01E-33,7.87E-32,5222.990577,4618.313342,4237.344718,1630.708371,1573.836948,1839.561626
113,SP_1354,6177.87676,-1.40564436,0.117235767,11.98989352,4.01E-33,7.87E-32,7878.824599,9434.290305,9645.328678,3184.200215,3366.209111,3558.407651
114,SP_0107,1163.058949,-1.349976951,0.112697111,11.97880709,4.59E-33,8.92E-32,1567.009423,1732.045258,1720.63093,651.7598467,640.2698423,666.6383954
115,SP_1852,126.4177081,2.389303182,0.201383269,-11.86445725,1.81E-32,3.49E-31,47.14498264,38.86910541,34.12357186,193.6956974,233.8710203,210.801871
116,SP_1355,7235.696022,-1.158824371,0.09797214,11.82810102,2.79E-32,5.33E-31,9470.529012,10195.08194,10356.30333,4567.553946,4552.816993,4271.890907
117,SP_0588,2787.328355,-1.230286485,0.104232094,11.80333653,3.75E-32,7.10E-31,4130.798479,3880.748366,3733.92167,1697.454862,1709.942214,1571.104543
118,SP_0222,2943.930499,-1.332435802,0.112896104,11.80231869,3.80E-32,7.13E-31,3807.518598,4464.258961,4393.510241,1748.496296,1669.685727,1580.11317
119,SP_0954,96.95473662,2.860902682,0.243204742,-11.76335073,6.03E-32,1.12E-30,26.93999008,21.33060663,20.07268933,201.5482257,182.1126797,129.7242283
120,SP_0581,2367.708833,-1.528188602,0.130022337,11.75327741,6.79E-32,1.25E-30,4047.733509,3339.424971,3192.761965,1307.445958,1109.928858,1208.957739
121,SP_0284,5913.693895,-1.17668015,0.100240296,11.7385941,8.08E-32,1.48E-30,8618.551826,8289.073736,7726.781031,3591.22293,3492.729499,3763.804346
122,SP_0953,652.4390239,1.635437813,0.139812376,-11.69737515,1.31E-31,2.39E-30,361.4448669,300.5245467,287.842365,1036.533732,1056.253542,872.0350902
123,SP_0210,9143.47662,-1.818779913,0.155965007,11.66146139,2.01E-31,3.61E-30,17472.82857,13120.21913,12307.77019,3893.545269,4617.994162,3448.502402
124,SP_0213,4632.46052,-1.641456759,0.141577585,11.59404405,4.42E-31,7.89E-30,6786.632501,7181.304232,7141.862864,2283.776973,2630.09049,1771.096061
125,SP_2066,2344.667915,1.191717,0.102965502,-11.57394443,5.59E-31,9.90E-30,1503.026946,1399.761808,1371.366135,3431.554856,3153.424822,3208.872925
126,SP_1774,700.3847119,1.725356206,0.149953521,-11.50593993,1.23E-30,2.16E-29,390.6298561,300.5245467,280.6161969,1160.86543,1100.343981,969.3282614
127,SP_RS09580,1017.941563,1.942813254,0.169354868,-11.47184774,1.83E-30,3.19E-29,543.2897999,339.3936521,364.9214921,1726.247465,1658.183873,1475.613097
128,SP_1757,482.5570381,1.719783361,0.1513688,-11.36154456,6.50E-30,1.12E-28,271.6449,207.6179045,193.5007252,718.506337,713.1149142,790.9574475
129,SP_1068,3555.360178,-1.217932442,0.107446765,11.33521742,8.78E-30,1.51E-28,4725.72326,5038.763299,5175.542217,2071.75871,2005.156452,2315.21713
130,SP_1887,6288.8544,1.177922704,0.104118203,-11.31332149,1.13E-29,1.92E-28,4152.125971,3793.529885,3588.193945,9144.269175,8568.880824,8486.126601
131,SP_1241,3780.405152,-1.193677209,0.106330669,11.22608577,3.04E-29,5.13E-28,5339.730534,5161.058777,5310.43069,2508.882783,2133.593816,2228.734311
132,SP_0216,7407.802921,-1.698831878,0.151737967,11.19582604,4.27E-29,7.17E-28,14244.51975,9795.014564,10060.83335,3693.305798,3465.891841,3187.25222
133,SP_1998,1468.864627,1.475977739,0.131841114,-11.19512495,4.31E-29,7.17E-28,910.3471648,727.1366793,684.0772524,2241.896822,2058.831768,2190.898078
134,SP_RS09360,183.2790758,1.880485674,0.168128675,-11.1848004,4.84E-29,8.00E-28,78.57497106,76.79018386,76.27621946,286.617282,260.7086783,320.7071199
135,SP_1541,2078.863602,-1.749122727,0.157129807,11.13170544,8.79E-29,1.44E-27,3155.346338,2839.340749,3658.046904,1132.072826,931.6501299,756.724665
136,SP_0449,392.177984,1.986044669,0.178428718,-11.1307456,8.89E-29,1.45E-27,121.2299554,176.3330148,162.5887836,524.8106396,759.122328,608.9831828
137,SP_1767,507.3689478,1.79301831,0.161114737,-11.1288287,9.08E-29,1.47E-27,177.3549347,244.1169425,245.2882636,698.8750163,768.7072059,909.8713235
138,SP_0235,7922.126761,-1.05925509,0.095324372,11.11211195,1.10E-28,1.76E-27,11073.45842,10654.401,10428.96647,5114.613415,5342.61093,4918.710323
139,SP_RS00125,186.2323551,1.866004914,0.16800451,-11.10687395,1.16E-28,1.85E-27,84.187469,77.26419734,77.07912704,310.1748668,258.7917027,309.8967676
140,SP_1276,1006.038904,-1.40502964,0.126542607,11.10321397,1.21E-28,1.91E-27,1569.254422,1482.714167,1344.067278,594.1746394,496.4966742,549.5262449
141,SP_0579,714.1763644,-1.422902002,0.128490117,11.07401904,1.68E-28,2.63E-27,1130.357084,1039.03755,961.481819,399.1701872,391.0630175,363.9485294
142,SP_2088,179.9036483,1.970276968,0.178005604,-11.06862326,1.78E-28,2.78E-27,85.30996858,59.25168508,73.86749674,289.2347914,279.8784341,291.8795137
143,SP_0446,442.3369076,1.587641988,0.143775075,-11.04253979,2.38E-28,3.69E-27,251.4399074,216.6241606,193.0992714,676.6261862,705.4470119,610.7849082
144,SP_0806,1812.670634,-1.196391608,0.108585413,11.01797724,3.13E-28,4.81E-27,2634.50653,2499.947097,2451.276821,1129.455317,1148.26837,1012.569671
145,SP_1659,3795.550157,-1.181251721,0.107373739,11.00130942,3.77E-28,5.75E-27,5778.627872,5111.287362,4941.093206,2326.965878,2355.962983,2259.363643
146,SP_1907,109.4915506,-2.921597144,0.266216516,10.97451497,5.07E-28,7.69E-27,171.7424368,204.2998102,209.9603304,24.86633953,17.25278018,28.82760629
147,SP_0648,3245.69402,1.123627819,0.102412115,-10.97162987,5.23E-28,7.88E-27,2137.239213,2055.796465,1917.744739,4458.927305,4650.582747,4253.873653
148,SP_1475,516.8280855,-1.46686,0.133743299,10.96772704,5.46E-28,8.18E-27,766.6672177,770.7459195,743.4924129,253.8984142,306.7160921,259.4484566
149,SP_0227,4784.204513,-1.338799547,0.122372559,10.94035752,7.39E-28,1.10E-26,6538.560092,6660.83743,7419.267431,3050.707234,2637.758392,2398.096498
150,SP_1926,430.4581665,-1.979851807,0.181207716,10.92586922,8.67E-28,1.28E-26,625.2322698,751.3113668,698.5295888,222.4883011,128.4373636,156.7501092
151,SP_1899,604.4646045,1.621044262,0.148408796,-10.92283142,8.97E-28,1.32E-26,301.9523888,300.0505332,279.0103817,799.6491292,843.4692534,1102.655941
152,SP_1376,422.1901787,-1.697797055,0.155945996,10.88708336,1.33E-27,1.94E-26,563.4947925,667.4109807,708.5659334,175.3731314,214.7012645,203.5949694
153,SP_1377,360.2235026,-1.655164773,0.153585283,10.77684488,4.43E-27,6.41E-26,516.3498099,557.9138667,569.2614695,159.6680749,203.199411,154.9483838
154,SP_0501,454.5375582,-1.846073332,0.171825215,10.74390233,6.33E-27,9.11E-26,661.1522565,722.3965445,757.9447492,192.3869427,249.2068249,144.1380314
155,SP_1942,928.3736235,-1.279464039,0.119355344,10.71978843,8.22E-27,1.17E-25,1294.242023,1384.593377,1271.404142,509.1055831,586.5945262,524.3020894
156,SP_1763,275.7875826,1.802623733,0.168249336,-10.71400205,8.75E-27,1.24E-25,110.0049595,121.8214645,129.6695731,439.7415833,350.8065304,502.6813846
157,SP_0555,332.8532477,-1.739704166,0.163088748,10.66722378,1.45E-26,2.04E-25,478.1848239,577.8224329,486.5619894,149.1980372,134.1882903,171.1639123
158,SP_1298,295.579802,-1.964476494,0.184214302,10.66408241,1.50E-26,2.10E-25,520.8398082,504.3503434,397.037795,134.8017354,93.93180322,122.5173267
159,SP_1762,337.1872609,1.652433873,0.155248155,-10.64382297,1.86E-26,2.60E-25,131.3324516,164.4826778,182.6614729,543.1332056,475.4099428,526.1038147
160,SP_1888,4955.13171,1.00921448,0.094858276,-10.63918219,1.96E-26,2.71E-25,3394.43875,3330.418715,3124.113368,6690.354089,6550.305543,6641.159799
