,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF90MIN.C
318,SP_1589,1825.10514,-1.070570862,0.12453146,8.596790395,8.20E-18,5.71E-17,2718.494825,2422.062121,2292.998304,1260.060389,1057.66933,1199.345872
319,SP_0553,2982.51951,-1.134039373,0.132122341,8.583252205,9.22E-18,6.40E-17,4787.367573,3600.604837,3933.095871,1923.512612,1949.378093,1701.158072
320,SP_1370,460.8751456,-1.182925766,0.137947633,8.57517986,9.89E-18,6.85E-17,684.3347059,607.9428204,632.4336291,284.3366673,276.6009456,279.6021052
321,SP_1985,528.0651952,-1.251920494,0.146118021,8.567871954,1.05E-17,7.27E-17,848.9717511,720.7184542,667.2277123,293.31572,305.5781875,332.5793462
322,SP_2100,8977.884449,1.045703171,0.12226181,-8.552982911,1.20E-17,8.25E-17,6770.946431,5374.393778,5375.344729,12105.75832,12543.19431,11697.66913
323,SP_2156,2459.929668,1.022609089,0.119914771,-8.527799181,1.49E-17,1.02E-16,1749.516553,1537.781655,1567.780453,3416.030698,3524.686335,2963.782315
324,SP_0687,95.79074352,1.974595152,0.231636095,-8.524557229,1.53E-17,1.05E-16,45.62231373,31.36805707,36.84079393,140.6718249,155.4233885,164.8180831
325,SP_1939,2709.395614,-1.128312334,0.132617944,8.507991478,1.77E-17,1.21E-16,4016.747187,3569.23678,3589.930697,1676.089828,1438.324917,1966.044276
326,SP_1996,786.8688881,1.32575609,0.156148869,-8.490334232,2.06E-17,1.40E-16,501.845451,432.4310725,403.8842594,1164.283827,1321.098802,897.6699167
327,SP_1568,1271.623715,-1.06630436,0.125630785,8.487604075,2.11E-17,1.43E-16,1840.76118,1638.607553,1696.723232,913.8680254,761.311174,778.4711244
328,SP_1941,674.910603,-1.244353083,0.147193164,8.45387824,2.82E-17,1.90E-16,1065.181847,912.6610891,880.7678697,456.9340127,392.5099133,341.4088863
329,SP_0686,174.9138399,1.71545874,0.203371122,-8.435114683,3.31E-17,2.23E-16,100.1707323,59.00182164,82.55066788,276.3552872,237.0865248,294.3180055
330,SP_1955,106.5650851,2.002677621,0.237653839,-8.426868393,3.55E-17,2.38E-16,29.75368287,36.59606658,55.94342782,163.6182928,185.7177777,167.7612631
331,SP_1329,28.64033144,4.056641522,0.481773532,-8.420224969,3.76E-17,2.51E-16,1.983578858,3.734292509,0.682236925,59.86035101,40.83156816,64.7499612
332,SP_0500,177.6344847,-1.617170576,0.192262752,8.41125263,4.06E-17,2.71E-16,301.5039864,239.7415791,268.1191114,95.77656162,85.61457839,75.05109139
333,SP_0411,1991.247032,-1.011293412,0.120264063,8.408941041,4.14E-17,2.75E-16,2864.287871,2605.042454,2532.463464,1445.627477,1281.584381,1218.476543
334,SP_1666,8061.110875,-1.149976044,0.136995244,8.394277119,4.69E-17,3.11E-16,13335.60066,10434.36013,9648.194588,5208.84821,5252.783671,4486.877993
335,SP_1810,246.4574141,1.67269396,0.199363381,-8.390176525,4.85E-17,3.21E-16,99.17894289,105.3070487,140.5408065,286.3320123,391.1927659,456.1929085
336,SP_0219,10062.05756,-0.99300221,0.118653306,8.368938406,5.81E-17,3.83E-16,14481.11745,12836.25707,12931.11867,7342.869724,6825.457619,5955.52484
337,SP_1373,1368.947158,-1.030523616,0.123455394,8.347335664,6.98E-17,4.59E-16,1970.685595,1829.056471,1726.059419,927.8354407,953.6146886,806.431335
338,SP_1722,536.5174768,1.20450809,0.144397459,-8.341615527,7.33E-17,4.80E-16,316.3808278,338.3269013,313.8289853,800.1333585,632.2307328,818.2040552
339,SP_2073,2855.645755,0.908155678,0.109055593,-8.327456209,8.26E-17,5.40E-16,2027.217593,1980.668747,1936.188392,3990.690067,3576.055082,3623.054647
340,SP_1952,185.183183,1.918773079,0.230577865,-8.321584028,8.68E-17,5.65E-16,46.61410316,93.35731272,83.91514173,261.3901994,247.6237037,378.198637
341,SP_1874,1519.076949,-1.170838833,0.140705088,8.321225949,8.71E-17,5.65E-16,2498.317571,1906.729755,1923.908127,991.6864817,966.7861622,827.0335953
342,SP_1879,852.9213801,-1.161875664,0.139942468,8.302523737,1.02E-16,6.60E-16,1349.825413,1128.503196,1069.747498,577.6523873,515.0046177,476.7951688
343,SP_0211,8738.03327,-0.983122002,0.11843957,8.300621157,1.04E-16,6.69E-16,12868.46784,10387.30804,11613.71917,5752.579732,6253.815665,5552.309173
344,SP_0208,12416.79704,-1.393335574,0.16794745,8.296259196,1.07E-16,6.92E-16,23681.94798,14253.79451,16220.86512,7620.222684,6972.978123,5750.973827
345,SP_1626,11890.47024,-1.477907089,0.178219163,8.292638488,1.11E-16,7.10E-16,22767.51813,13950.56995,15997.09141,6465.915582,7412.905342,4748.821018
346,SP_1951,121.8235664,1.845284477,0.222525276,-8.29247135,1.11E-16,7.10E-16,45.62231373,47.79894411,60.71908629,172.5973454,167.2777147,236.9259944
347,SP_1695,189.0352829,1.584907261,0.191341995,-8.283112441,1.20E-16,7.66E-16,94.21999575,109.7881998,76.41053556,325.2412405,273.9666509,254.5850747
348,SP_1366,703.5800715,-1.129464163,0.136372778,8.282181943,1.21E-16,7.70E-16,989.8058501,928.3451176,983.1034084,404.0573693,406.9985342,509.1701494
349,SP_1665,3789.213897,-0.864288575,0.104470967,8.273002538,1.31E-16,8.29E-16,4912.333041,4866.529997,4910.059147,2561.025351,2717.275004,2768.060841
350,SP_1319,47.13033532,2.721319173,0.329344692,-8.262829921,1.42E-16,9.00E-16,11.90147315,13.44345303,8.86908002,100.7649242,69.80881008,77.99427145
351,SP_1889,10817.23473,1.008885532,0.122301152,-8.249190736,1.59E-16,1.01E-15,7877.783434,6605.963448,6991.564004,14220.82406,13059.51607,16147.75737
352,SP_1748,1467.455853,-1.192628372,0.144805015,8.236098523,1.78E-16,1.12E-15,2380.294629,1764.079781,1999.636426,1013.635277,862.7315207,784.3574846
353,SP_2154,69.74543324,2.173868007,0.264058678,-8.232518697,1.83E-16,1.15E-15,17.85220972,24.64633056,29.33618776,117.725357,118.5432624,110.369252
354,SP_0129,607.6420306,-1.215395085,0.148265207,8.197439633,2.46E-16,1.54E-15,921.3723795,858.887277,777.7500941,398.0713342,392.5099133,297.2611855
355,SP_0742,4321.856343,-0.92690408,0.113127602,8.193438773,2.54E-16,1.58E-15,6022.145412,5556.627253,5440.157237,3183.573001,3001.778833,2726.856321
356,SP_RS04045,416.5167891,1.157439895,0.141307543,-8.190927877,2.59E-16,1.61E-15,257.8652515,263.6410511,249.0164775,633.5220482,550.5675964,544.4883101
357,SP_1105,6520.706787,-1.065087896,0.13007738,8.188110012,2.65E-16,1.65E-15,9724.49535,8287.141935,8510.905635,3812.106687,4909.00821,3880.582902
358,SP_2042,180.0459435,-1.768399851,0.216407399,8.171623781,3.04E-16,1.88E-15,218.1936744,276.3376456,346.5763577,87.79518148,89.56602047,61.80678115
359,SP_1325,47.67335301,2.685889882,0.328902192,-8.166226753,3.18E-16,1.96E-15,14.87684143,13.44345303,7.504606171,98.76957917,76.39454688,75.05109139
360,SP_1225,1181.746821,-1.05509946,0.129274495,8.161698578,3.30E-16,2.03E-15,1424.20962,1587.821175,1783.367321,797.140341,716.5281638,781.4143045
361,SP_1646,455.1950126,-1.344850942,0.165641412,8.119050205,4.70E-16,2.88E-15,802.357648,601.2210939,564.8921736,267.3762345,268.6980614,226.6248642
362,SP_1051,271.0749498,1.325115539,0.163418554,-8.108721458,5.12E-16,3.13E-15,142.8176778,168.0431629,148.0454126,340.2063282,424.1214499,403.2156675
363,SP_1686,78.45296565,2.090870098,0.257897744,-8.107360933,5.17E-16,3.16E-15,33.72084058,29.87434007,23.19605544,123.7113921,152.7890938,107.426072
364,SP_0767,380.8252622,-1.241453162,0.15316348,8.105412345,5.26E-16,3.20E-15,543.500607,477.9894411,587.4059921,204.522866,233.1350827,238.3975844
365,SP_1751,1285.727987,-1.103924652,0.136505975,8.087006104,6.11E-16,3.71E-15,2050.02875,1520.60391,1707.639022,846.0262943,821.8999526,768.1699943
366,SP_1586,13132.97401,-0.991946069,0.122864424,8.073501166,6.83E-16,4.13E-15,18511.74969,15999.20282,18013.10152,9792.155753,8786.690038,7694.944253
367,SP_1683,480.3755713,1.069040566,0.132460104,-8.070660771,6.99E-16,4.22E-15,300.512197,326.3771653,299.5020099,658.4638611,657.2565326,640.1416619
368,SP_0264,4289.438667,-1.016192049,0.126047104,8.062002373,7.51E-16,4.52E-15,6482.335707,5431.901883,5341.232883,3048.887211,2918.79855,2513.475767
369,SP_0930,1517.102032,-1.062862482,0.131899014,8.058153373,7.75E-16,4.65E-15,1833.818654,2071.785484,2260.250931,888.9262125,1097.183751,950.6471576
370,SP_1908,88.83013508,1.856486286,0.231170652,-8.030804372,9.68E-16,5.80E-15,33.72084058,38.08978359,40.25197855,151.6462226,138.3004728,130.9715124
371,SP_2016,492.512606,-1.129390704,0.140823498,8.019902355,1.06E-15,6.32E-15,660.5317597,703.5407086,669.95666,339.2086557,271.3323561,310.5054958
372,SP_0566,293.988875,-1.227572395,0.153579712,7.993063524,1.32E-15,7.84E-15,432.420191,417.4939025,390.2395209,177.585708,172.5463041,173.6476232
373,SP_2131,448.5951081,1.098350674,0.137481062,-7.989105276,1.36E-15,8.07E-15,260.8406198,304.7182687,286.5395083,628.5336856,591.3991646,619.5394015
374,SP_1764,218.7513891,1.422502848,0.17826335,-7.979782981,1.47E-15,8.68E-15,119.0147315,126.2190868,107.1111972,297.30641,283.1866824,379.670227
375,SP_1367,800.5704391,-0.967358384,0.121386208,7.969261079,1.60E-15,9.43E-15,1044.354269,1079.210535,1058.831707,521.7827263,565.0562174,534.1871799
376,SP_1812,211.6990583,-1.427083235,0.179117306,7.967310741,1.62E-15,9.55E-15,345.1427213,284.5530892,300.1842468,106.7509593,129.0804413,104.4828919
377,SP_1096,184.1058871,1.404724052,0.176472572,-7.960013482,1.72E-15,1.01E-14,106.1214689,100.8258977,92.78422175,243.4320941,281.869535,279.6021052
378,SP_0433,2731.773181,-1.208923597,0.152062169,7.950193023,1.86E-15,1.09E-14,4766.539995,3402.687334,3306.802374,1740.938542,1749.171694,1424.499146
379,SP_0101,1630.772123,1.035883532,0.130434579,-7.941786141,1.99E-15,1.16E-14,1191.139104,1071.74195,935.3468237,2380.446625,2207.538975,1998.419257
380,SP_0776,5196.058598,-1.324865124,0.166942168,7.936072344,2.09E-15,1.22E-14,5998.342466,7561.94233,8802.220802,3736.283576,2530.240078,2547.322337
381,SP_RS00115,198.3317589,1.51262611,0.190832608,-7.926455138,2.25E-15,1.31E-14,88.26925917,110.5350583,105.0644864,320.2528779,231.8179353,334.0509362
382,SP_1531,1140.951124,1.07329565,0.135408332,-7.926363427,2.26E-15,1.31E-14,654.5810231,719.2247372,820.0487834,1476.555325,1747.854547,1427.442326
383,SP_0769,656.101563,-1.14324355,0.144280479,7.923757642,2.30E-15,1.33E-14,840.0456463,968.6754767,906.6928728,415.031767,341.1411662,465.0224486
384,SP_0601,1403.805495,1.102852884,0.139231248,-7.921015597,2.36E-15,1.36E-14,1080.058688,792.4168703,793.4415434,1947.456753,1924.352293,1885.106825
385,SP_0805,517.1943624,-1.159780252,0.146634184,7.909344354,2.59E-15,1.49E-14,624.8273402,758.0613793,764.1053556,287.3296849,345.0926083,323.749806
386,SP_1876,1000.074263,-1.18690529,0.150148326,7.904885245,2.68E-15,1.54E-14,1527.355721,1365.257341,1292.156735,731.2939548,591.3991646,492.9826591
387,SP_0552,804.0959964,-1.041231271,0.131820677,7.898846343,2.81E-15,1.61E-14,1151.467527,996.3092413,1107.270529,545.7268667,555.8361859,467.9656287
388,SP_0127,211.9329046,-1.381749008,0.175214874,7.886025744,3.12E-15,1.78E-14,308.4465124,314.4274292,301.5487207,134.6857898,108.0060835,104.4828919
389,SP_0212,34461.21486,-1.138408209,0.144576451,7.874091564,3.43E-15,1.95E-14,59022.3807,41346.83351,42162.92418,23026.28169,21913.38063,19295.48844
390,SP_1331,21.57611448,4.267597091,0.542931495,-7.860286487,3.83E-15,2.18E-14,0.991789429,0,2.046710774,41.90224571,44.78301024,39.73293074
391,SP_2085,177.0776353,1.466541426,0.186936792,-7.84511924,4.33E-15,2.45E-14,86.28568032,103.0664732,88.6908002,253.4088193,227.8664933,303.1475456
392,SP_0283,12470.62111,-1.039417541,0.13257582,7.840174347,4.50E-15,2.54E-14,19151.45387,15548.10029,15737.15914,9158.633705,7012.492544,8215.887122
393,SP_RS11485,151.4751823,1.497774828,0.191065343,-7.839071215,4.54E-15,2.56E-14,81.32673317,79.91385969,73.68158786,240.4390766,193.6206619,239.8691745
394,SP_0079,1915.771718,-0.913262885,0.116655763,7.828699244,4.93E-15,2.77E-14,2320.787264,2583.383557,2613.649658,1292.983582,1421.202001,1262.624243
395,SP_0383,596.9072881,-1.146739641,0.146694725,7.817183894,5.40E-15,3.03E-14,740.8667034,898.4707776,833.6935219,390.0899541,312.1639243,406.1588475
396,SP_0462,265.4142849,1.289648244,0.165054846,-7.813452764,5.56E-15,3.11E-14,152.7355721,170.2837384,136.4473849,420.0201296,370.1184081,342.8804764
397,SP_0921,1892.040157,-0.93737219,0.120288661,7.792689507,6.56E-15,3.66E-14,2731.388087,2344.388837,2396.016079,1357.832295,1327.684539,1194.931102
398,SP_1324,33.25308724,3.171110804,0.407680368,-7.778424108,7.34E-15,4.09E-14,2.975368287,10.45601902,2.728947699,57.86500598,59.2716312,66.22155123
399,SP_1093,1132.922752,0.893947809,0.115196513,-7.760198504,8.48E-15,4.71E-14,795.415122,753.5802282,822.7777311,1449.618167,1463.350717,1512.794548
400,SP_1744,741.7462167,-1.081587642,0.13948193,7.754320887,8.88E-15,4.92E-14,937.2410103,1060.539072,1032.906704,504.8222935,517.6389124,397.3293074
401,SP_0259,404.9148641,-1.413054382,0.183066153,7.718818344,1.17E-14,6.49E-14,759.7107025,524.2946682,491.2105857,215.4972636,248.940851,189.8351135
402,SP_0567,365.8505803,-1.136169762,0.147327639,7.711857541,1.24E-14,6.83E-14,475.0671364,525.0415267,513.0421673,244.4297666,209.4264302,228.0964542
403,SP_1749,1698.542759,-1.050338403,0.136542303,7.692402886,1.44E-14,7.94E-14,2571.709989,2180.079967,2139.494996,1277.020822,1045.815004,977.1357781
404,SP_0637,508.6968879,1.077005028,0.140026355,-7.691445161,1.45E-14,7.98E-14,341.1755635,329.3645993,306.3243792,663.4522237,634.8650275,776.9995344
405,SP_1130,231.021142,1.430116088,0.186031198,-7.687506742,1.50E-14,8.21E-14,101.1625217,138.9156813,128.9427788,329.2319306,283.1866824,404.6872575
406,SP_2133,687.8277679,1.143671922,0.148834672,-7.684176723,1.54E-14,8.40E-14,445.3134536,418.240761,416.846761,1074.493301,1014.203467,757.8688641
407,SP_2108,2119.758753,0.819588482,0.106745354,-7.677977996,1.62E-14,8.80E-14,1547.191509,1563.174844,1481.136363,2714.666918,2737.032214,2675.35067
408,SP_0556,13117.56956,-1.078113786,0.140580738,7.66900077,1.73E-14,9.41E-14,21988.96343,15673.57252,15868.14863,8232.793609,9027.728005,7914.211167
409,SP_0175,151.2345393,1.603964325,0.209769854,-7.646305186,2.07E-14,1.12E-13,63.47452345,73.93899167,81.86843096,182.5740706,281.869535,223.6816842
410,SP_0384,1136.803727,-0.99858918,0.130630055,7.644406024,2.10E-14,1.13E-13,1586.863086,1534.794221,1436.108726,853.0100019,750.7739952,659.2723322
411,SP_0890,139.6936838,1.455649562,0.190698834,-7.633237881,2.29E-14,1.23E-13,74.38420717,77.67328418,68.90592939,194.5461408,210.7435776,211.9089639
412,SP_1119,918.4189718,0.968549072,0.126924144,-7.630928551,2.33E-14,1.25E-13,573.2542899,646.7794625,637.2092876,1334.885828,1136.698172,1181.686792
413,SP_0224,11050.37107,-0.864817199,0.113419088,7.624970517,2.44E-14,1.31E-13,13954.47726,13277.65044,15623.90781,8255.740077,7298.313521,7892.137316
414,SP_0523,1065.617313,-0.973177936,0.127690234,7.621396735,2.51E-14,1.34E-13,1576.945192,1404.840842,1262.820548,720.3195572,716.5281638,712.2495732
415,SP_1576,1249.833465,-0.938299848,0.123157782,7.618680936,2.56E-14,1.37E-13,1644.386873,1625.1641,1666.02257,826.0728439,958.883278,778.4711244
416,SP_RS01765,51.33485767,2.242081764,0.29471772,-7.607556706,2.79E-14,1.49E-13,13.885052,18.67146254,17.73816004,83.80449142,85.61457839,88.29540164
417,SP_2066,3223.170678,0.781806874,0.102861676,-7.60056516,2.95E-14,1.57E-13,2401.122207,2336.920252,2361.904233,4081.478266,4073.936784,4083.662326
418,SP_0622,1164.174817,-1.010505159,0.132973853,7.599277127,2.98E-14,1.58E-13,1538.265404,1563.174844,1578.696244,859.9937095,804.7770369,640.1416619
419,SP_0604,810.3600172,0.933960885,0.123367774,-7.570541752,3.72E-14,1.96E-13,595.0736573,519.8135172,551.929672,1084.470026,1086.646572,1024.226659
420,SP_1032,1901.473617,-1.08786266,0.144081213,7.550343593,4.34E-14,2.29E-13,2066.88917,2630.435643,3078.253004,1197.20702,1199.921245,1236.135623
421,SP_RS00615,733.2061216,0.946803886,0.12551895,-7.543115065,4.59E-14,2.41E-13,483.0014519,494.4203281,519.8645366,993.6818268,894.3430574,1013.925529
422,SP_1771,1076.312294,0.886334562,0.117501713,-7.543162908,4.59E-14,2.41E-13,786.4890171,727.4401807,748.4139063,1457.599547,1323.733097,1414.198016
423,SP_1988,1077.108202,-0.957247754,0.126915639,7.542394006,4.61E-14,2.42E-13,1582.895929,1328.661275,1363.791612,769.2055105,732.3339321,685.7609527
424,SP_RS02250,1302.168361,-0.952112747,0.126312449,7.53775858,4.78E-14,2.50E-13,1538.265404,1781.257527,1837.264038,830.063534,866.6829628,959.4766978
425,SP_0844,787.8874966,-1.05277015,0.139884567,7.525992138,5.23E-14,2.73E-13,1170.311526,991.8280903,1037.000125,535.7501415,559.787628,432.647468
426,SP_0214,16514.04411,-1.081130624,0.143820738,7.517209556,5.60E-14,2.91E-13,27688.77728,19228.61899,20527.14459,10979.38605,11239.21842,9421.119355
427,SP_1193,147.4919757,1.683864106,0.224011945,-7.516849636,5.61E-14,2.91E-13,66.44989174,77.67328418,60.71908629,161.6229477,284.5038297,233.9828143
428,SP_0784,1488.434678,-0.829826342,0.111077589,7.470690987,7.98E-14,4.13E-13,1867.539495,1923.9075,1930.730497,1068.507266,1102.45234,1037.470969
429,SP_1687,105.5126947,1.646257135,0.220380168,-7.470078416,8.01E-14,4.14E-13,59.50736573,44.0646516,47.0743478,142.6671699,164.64342,175.1192132
430,SP_2239,2047.873977,0.937244152,0.125672428,-7.457834364,8.80E-14,4.53E-13,1434.127514,1516.122759,1251.22252,2417.360508,2875.332687,2793.077872
431,SP_0110,719.763275,1.005928958,0.1349319,-7.455086306,8.98E-14,4.62E-13,420.5187179,526.5352437,480.9770319,953.7749261,902.2459415,1034.527789
432,SP_0631,28104.85863,-0.876364165,0.11757177,7.453865564,9.06E-14,4.65E-13,35468.37356,33262.83709,40586.95688,21172.60615,19761.16184,18377.21626
433,SP_1026,1692.502022,0.846628353,0.113775749,-7.441202169,9.98E-14,5.10E-13,1160.393632,1198.707895,1261.456074,2245.760835,2254.95628,2033.737418
434,SP_0454,1336.557143,0.842934578,0.113375098,-7.434918157,1.05E-13,5.34E-13,998.7319549,964.9411842,901.2349774,1711.008366,1720.194452,1723.231922
435,SP_1315,41.41094156,2.575285895,0.346756328,-7.426788454,1.11E-13,5.67E-13,9.917894289,9.709160522,12.28026464,52.87664339,72.4431048,91.23858169
436,SP_1684,446.8274218,1.103655075,0.14861153,-7.426443111,1.12E-13,5.67E-13,280.6764084,290.5279572,274.9414806,601.5965277,526.858944,706.3632131
437,SP_1213,343.852434,-1.222395249,0.165032116,7.407014348,1.29E-13,6.55E-13,570.2789216,422.721912,457.0987395,203.5251934,222.5979038,186.8919335
438,SP_1948,193.5899785,1.442887673,0.195088844,-7.396054239,1.40E-13,7.09E-13,74.38420717,109.0413413,122.8026464,271.3669246,316.1153664,267.829385
439,SP_1600,2476.515748,0.85744552,0.115991566,-7.392309176,1.44E-13,7.26E-13,1733.647922,1880.589707,1657.835727,3360.161037,2931.970023,3294.890071
440,SP_2225,1169.307616,-0.950988223,0.128642877,7.392466994,1.44E-13,7.26E-13,1476.77446,1471.311248,1683.76073,830.063534,703.3566902,850.5790358
441,SP_0443,10857.72539,-0.835615962,0.113430209,7.366784971,1.75E-13,8.78E-13,15573.07761,12941.56412,13291.33977,7902.564006,7887.078391,7550.72843
442,SP_1732,5341.993398,-0.815889498,0.110773982,7.365353178,1.77E-13,8.85E-13,7160.719677,6436.426568,6870.125831,4157.301378,3649.815334,3777.5716
443,SP_0610,122.2176266,1.550530309,0.210586093,-7.362928339,1.80E-13,9.00E-13,68.43347059,64.97668965,50.48553242,162.6206202,202.8406934,183.9487534
444,SP_0452,2821.038102,0.879044209,0.119439813,-7.359725296,1.84E-13,9.19E-13,2025.234014,1912.704623,2009.86998,4136.350255,3395.605894,3446.463844
445,SP_RS04950,102.7151925,1.642741225,0.223237182,-7.358725855,1.86E-13,9.24E-13,55.54020802,44.8115101,46.39211088,137.6788073,181.7663357,150.1021828
446,SP_0225,17682.07463,-0.796268649,0.10837084,7.347628288,2.02E-13,1.00E-12,23308.04337,21070.37205,23020.72055,12765.21985,12134.87863,13793.21333
447,SP_1371,1194.059457,-1.044427954,0.142379266,7.335534042,2.21E-13,1.09E-12,1905.227493,1453.386644,1480.454126,842.0356042,791.6055633,691.6473128
448,SP_1662,2972.601118,-0.997802729,0.136019035,7.335758059,2.20E-13,1.09E-12,3249.102169,4304.892404,4354.036053,2099.102975,1812.394767,2016.078337
449,SP_0420,5919.274524,-2.255800464,0.307533682,7.335133009,2.22E-13,1.09E-12,11431.36496,9111.673721,9202.693876,2731.627351,1535.793822,1502.493418
450,SP_1208,2438.827639,0.960190825,0.131075073,-7.325502852,2.38E-13,1.17E-12,1821.917181,1575.871439,1554.817951,3407.051645,3527.32063,2745.986991
451,SP_1277,984.4336743,-0.931174918,0.127233736,7.318616502,2.51E-13,1.23E-12,1417.267094,1273.393745,1192.550144,717.3265396,633.5478801,672.5166425
452,SP_0757,3803.252563,-0.855828667,0.117018551,7.313615325,2.60E-13,1.27E-12,4424.372642,5316.885674,4977.600602,2822.41555,2751.520835,2526.720077
453,SP_1374,952.7412977,-0.92567923,0.12658296,7.312826574,2.62E-13,1.28E-12,1360.735096,1250.241132,1142.064612,672.4312764,674.3794483,616.5962214
454,SP_1092,1195.346386,0.947167411,0.129548337,-7.311305038,2.65E-13,1.29E-12,711.1130205,889.5084756,837.7869435,1490.52274,1533.159527,1709.987612
455,SP_0611,1281.519764,-0.855340372,0.117019167,7.30940402,2.68E-13,1.31E-12,1649.34582,1735.699158,1574.602822,949.784236,861.4143734,918.272177
456,SP_1770,381.9051199,1.223421766,0.167527254,-7.302822299,2.82E-13,1.37E-12,185.4646232,223.310692,270.1658222,479.8804806,518.9560598,613.6530414
457,SP_0614,536.2114037,-1.027714802,0.140818927,7.298129737,2.92E-13,1.41E-12,774.587544,728.1870392,663.1342907,388.0946091,342.4583136,320.806626
458,SP_0636,412.9088273,1.08022445,0.148235165,-7.287234765,3.16E-13,1.53E-12,273.7338824,246.4633056,270.1658222,488.8595333,574.2762489,623.9541716
459,SP_1231,385.1322482,-1.158536961,0.159026083,7.285200901,3.21E-13,1.55E-12,508.787977,501.8889132,589.4527029,246.4251117,194.9378093,269.300975
460,SP_1984,766.1807538,-0.996964486,0.137195806,7.266727131,3.68E-13,1.77E-12,959.0603778,1101.61629,1010.392885,582.6407498,463.6358707,479.7383489
461,SP_1949,197.8109835,1.580697892,0.217613263,-7.263793909,3.76E-13,1.81E-12,75.3759966,112.0287753,102.3355387,206.518211,347.726903,342.8804764
462,SP_1655,8329.393373,-0.874523713,0.120488254,7.258165695,3.92E-13,1.88E-12,9530.104622,11861.60672,10993.5658,6147.658049,5393.718439,6049.706602
463,SP_0633,60.11680371,2.306362345,0.317980844,-7.25314871,4.07E-13,1.95E-12,16.86042029,19.41832104,19.78487081,92.78354407,63.22307328,148.6305928
464,SP_0591,2834.84305,-0.860509348,0.118778922,7.244630057,4.34E-13,2.07E-12,4130.802971,3444.51141,3409.820149,2007.317104,2040.261261,1976.345407
465,SP_0381,247.0069526,-1.153844402,0.159297811,7.243316119,4.38E-13,2.09E-12,351.0934578,336.0863258,338.3895146,151.6462226,148.8376517,155.9885429
466,SP_0979,3265.465361,-0.906783747,0.125224754,7.241250002,4.45E-13,2.11E-12,4920.267357,3974.034088,3906.48863,2391.421023,2166.707407,2233.873661
467,SP_0918,835.0084535,-0.921720032,0.127370997,7.236498536,4.60E-13,2.18E-12,1154.442895,1079.210535,1053.373812,630.5290306,534.7618281,557.7326203
468,SP_1685,148.447057,1.370275072,0.189419122,-7.234090499,4.69E-13,2.22E-12,75.3759966,84.3950107,85.27961558,211.5065736,238.4036721,195.7214736
469,SP_1007,160.8834966,1.325337958,0.183292346,-7.230732681,4.80E-13,2.27E-12,91.24462746,92.61045421,88.6908002,225.4739888,256.8437352,210.4373739
470,SP_0593,1829.779527,-0.851472951,0.117956398,7.218539775,5.25E-13,2.48E-12,2220.616531,2469.861065,2382.371341,1329.897465,1186.749771,1389.180986
471,SP_1565,1039.33566,-0.965575833,0.133820605,7.215449593,5.38E-13,2.53E-12,1497.602038,1386.916238,1250.540283,789.1589608,634.8650275,676.9314126
472,SP_0929,723.0189012,-0.963333458,0.133691437,7.205648189,5.78E-13,2.71E-12,1070.140794,913.4079476,891.0014236,494.8455684,511.0531756,457.6644985
473,SP_0118,5780.553572,1.21222786,0.16840635,-7.19823132,6.10E-13,2.86E-12,4485.863587,2947.850506,2942.487856,8230.798264,9432.092244,6644.228973
474,SP_0065,225.5618257,1.20760936,0.168184665,-7.180258453,6.96E-13,3.25E-12,135.8751518,138.1688228,131.6717265,326.238913,272.6495035,348.7668365
475,SP_1682,286.9433097,1.226807083,0.170931216,-7.177197405,7.12E-13,3.32E-12,174.5549395,164.3088704,171.923705,400.0666793,326.6525453,484.153119
476,SP_1145,564.2457244,1.207618332,0.168290785,-7.17578406,7.19E-13,3.35E-12,245.9637784,352.5172128,413.4355763,756.2357678,790.288416,827.0335953
477,SP_0825,517.7456523,0.922593586,0.128726278,-7.167095945,7.66E-13,3.56E-12,363.9867204,359.9857978,345.8941208,688.3940366,675.6965956,672.5166425
478,SP_0831,1953.004701,0.88317398,0.12323212,-7.166751476,7.68E-13,3.56E-12,1461.897618,1268.165736,1380.165299,2760.559854,2586.877415,2260.362282
479,SP_1063,110.266299,1.669196249,0.233525999,-7.147796194,8.82E-13,4.08E-12,33.72084058,58.25496313,60.71908629,152.6438951,162.0091253,194.2498836
480,SP_0592,894.2868908,-1.004947542,0.140750481,7.139922617,9.34E-13,4.31E-12,1341.891097,1026.93044,1222.568569,652.477826,547.9333017,573.9201106
481,SP_0919,1285.471089,-0.838087135,0.117629511,7.12480338,1.04E-12,4.80E-12,1568.019087,1657.279015,1727.423893,953.7749261,860.097226,946.2323876
482,SP_1677,179.3655277,1.229569976,0.172673648,-7.120773711,1.07E-12,4.92E-12,112.0722055,101.5727562,105.7467233,251.4134742,258.1608825,247.2271246
