,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC60MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF60MIN.C
339,SP_2110,1482.927151,1.290604247,0.164227991,-7.85861313,3.88E-15,2.54E-14,1106.180095,729.7163127,721.3184439,2067.541887,1916.811481,2355.994686
340,SP_0384,769.582105,-0.978393579,0.12457218,7.85402951,4.03E-15,2.62E-14,1014.223803,1003.71211,1052.092533,535.1798861,512.2513442,500.0329543
341,SP_0589,677.9549324,-1.10869012,0.14122346,7.85060869,4.14E-15,2.69E-14,1058.849651,856.5010003,870.0649026,425.9595012,405.5949059,450.759634
342,SP_1096,130.0698776,1.560623267,0.199053522,-7.840219294,4.50E-15,2.91E-14,72.34796464,57.05310939,64.52471956,195.504489,184.7710127,206.2179702
343,SP_RS04985,149.3857947,1.622573904,0.208317831,-7.788934317,6.76E-15,4.36E-14,85.87094868,67.61850002,61.80788926,207.5187314,276.4054174,197.0932812
344,SP_1328,27.37121041,3.230955474,0.415682918,-7.772644321,7.69E-15,4.95E-14,4.056895213,4.930515626,3.396037871,48.05696937,43.5638973,60.22294705
345,SP_0752,713.4754324,0.980301231,0.126138397,-7.771632229,7.75E-15,4.97E-14,444.9061751,489.5297658,500.5759822,972.0614258,944.8859105,928.8933348
346,SP_0232,1642.970778,-1.004317517,0.129336692,7.765139955,8.16E-15,5.22E-14,2039.265994,2191.966376,2363.642358,1126.062169,1189.745057,947.1427127
347,SP_1996,416.1519371,1.414129628,0.182724131,-7.739150913,1.00E-14,6.39E-14,302.2386934,189.4726719,180.6692148,600.7121171,623.4143925,600.4045327
348,SP_2024,154.0924596,1.574407671,0.203804037,-7.725105429,1.12E-14,7.11E-14,93.30858991,57.75746877,76.75045589,233.7316237,214.8150798,248.1915393
349,SP_0868,2016.598391,-0.949693975,0.12295498,7.723916298,1.13E-14,7.16E-14,2760.041043,2630.782266,2600.006594,1548.745058,1284.383869,1275.631515
350,SP_1326,36.12807372,2.844525692,0.368928582,-7.710233984,1.26E-14,7.95E-14,5.409193618,12.67846875,4.75445302,61.16341556,61.59033757,71.17257378
351,SP_1565,631.9603713,-1.029571093,0.133596767,7.706556924,1.29E-14,8.16E-14,920.9152134,838.1876565,791.9560316,416.1296666,417.6125328,406.961127
352,SP_0240,578.2137259,-1.319696062,0.171444539,7.697510055,1.39E-14,8.73E-14,1039.917473,793.8130159,654.7561016,344.0442125,331.9869415,304.7646108
353,SP_0408,610.2112135,-1.083767002,0.140887209,7.692444256,1.44E-14,9.06E-14,899.2784389,760.7081252,833.3876936,364.7960856,432.6345663,370.4623712
354,SP_0611,955.7395227,-0.917896892,0.119756561,7.664689784,1.79E-14,1.12E-13,1227.886951,1298.134329,1230.044917,658.5989211,660.9694763,658.8025419
355,SP_1226,1079.726454,-0.962025239,0.125582026,7.66053287,1.85E-14,1.16E-13,1318.490944,1503.102907,1469.805191,767.819306,742.0884575,677.0519198
356,SP_0866,378.4306617,-1.314752146,0.171849609,7.650597245,2.00E-14,1.24E-13,465.1906511,519.1128595,641.1719501,220.6251775,181.766606,242.716726
357,SP_1572,13669.76351,-0.881349061,0.11525821,7.646735617,2.06E-14,1.28E-13,15992.95708,18090.76619,19155.01201,9042.355668,10019.69638,9717.793728
358,SP_RS10025,74.94109491,2.165367553,0.283638685,-7.634246195,2.27E-14,1.41E-13,14.87528245,28.17437501,33.96037871,104.8515695,112.6652517,155.1197121
359,SP_RS01765,46.58536275,2.302758135,0.301692264,-7.632804702,2.30E-14,1.42E-13,15.55143165,14.79154688,13.58415149,80.82308484,78.11457448,76.64738715
360,SP_0449,386.3867388,1.624626879,0.212996011,-7.627499098,2.39E-14,1.47E-13,106.1554247,225.3950001,224.1384995,552.6551477,611.3967656,598.5795949
361,SP_2117,169.9635512,1.670197345,0.219886569,-7.595722451,3.06E-14,1.88E-13,58.14883139,93.6797969,85.58015436,238.1004391,210.3084697,333.9636154
362,SP_0148,1233.735819,-0.999123813,0.131908723,7.574357407,3.61E-14,2.21E-13,1869.552544,1521.41625,1554.706138,869.394264,766.1237112,821.2220052
363,SP_2152,145.1825089,1.567406751,0.207377055,-7.558245797,4.09E-14,2.49E-13,91.9562915,64.80106252,58.41185139,207.5187314,214.8150798,233.592037
364,SP_1883,1253.566888,0.908399885,0.120502125,-7.53845531,4.76E-14,2.89E-13,929.705153,798.7435315,877.536186,1612.092881,1706.503012,1596.820566
365,SP_0555,371.3771403,-1.324823637,0.175870281,7.532959134,4.96E-14,3.01E-13,513.8733937,629.6972814,458.4651126,222.8095852,237.3481301,166.0693388
366,SP_0237,12833.48061,-0.796341007,0.105839484,7.524044648,5.31E-14,3.21E-13,16802.98382,16106.58583,16011.63936,9316.498834,8872.013017,9891.162818
367,SP_1143,109.8981893,1.944713623,0.258478815,-7.523686687,5.33E-14,3.21E-13,30.4267141,47.89643751,52.29898322,148.5397235,243.3569436,136.8703342
368,SP_0383,395.0528547,-1.133429885,0.150798644,7.516180866,5.64E-14,3.39E-13,582.8406123,532.4956877,520.2730019,264.3133315,256.8767738,213.5177213
369,SP_1371,691.2522003,-1.009864796,0.134549271,7.505538952,6.12E-14,3.67E-13,1000.02467,841.7094534,937.3064525,475.1086744,462.6786334,430.6853183
370,SP_0233,1666.533625,-0.935376103,0.124648093,7.504134865,6.18E-14,3.70E-13,2114.994705,2315.933626,2151.050388,1233.098146,1182.234041,1001.890846
371,SP_0885,200.3778433,1.277518098,0.170324349,-7.50050185,6.36E-14,3.80E-13,117.6499612,119.7410938,110.031627,266.4977392,310.9560946,277.390544
372,SP_RS02475,150.6723726,-1.559940618,0.208305887,7.488701543,6.96E-14,4.14E-13,204.8732083,251.4562969,220.7424616,60.07121171,81.11898119,85.7720761
373,SP_1607,2386.952692,-0.863852194,0.115377798,7.487161411,7.04E-14,4.18E-13,3316.511837,3096.363813,2844.521321,1700.561393,1714.014028,1649.743762
374,SP_1118,1903.85828,-0.894437802,0.119759137,7.468639329,8.10E-14,4.80E-13,2618.049711,2408.204704,2414.582927,1415.496189,1201.762684,1365.053466
375,SP_0236,19306.46066,-0.80547752,0.107999664,7.458148378,8.77E-14,5.18E-13,25912.74203,23878.48718,23978.7442,13327.07137,13808.25324,14933.46593
376,SP_0557,1012.911345,-1.132802385,0.152141849,7.44569881,9.64E-14,5.68E-13,1143.368301,1385.474891,1659.983312,689.1806289,600.8813421,598.5795949
377,SP_1566,668.3806391,-0.984495691,0.132250614,7.444167244,9.76E-14,5.73E-13,947.2850323,848.0486878,874.8193557,467.4632475,414.6081261,458.0593851
378,SP_1877,655.0008303,-0.970909644,0.130827513,7.421295577,1.16E-13,6.80E-13,891.1646485,873.4056253,840.8589769,418.3140743,428.1279563,478.1337008
379,SP_0259,273.0685501,-1.331690417,0.179454703,7.420760771,1.16E-13,6.81E-13,442.2015782,349.3622501,389.1859401,169.2915966,169.7489792,118.6209563
380,SP_2208,27.356964,3.192592609,0.430748859,-7.411726209,1.25E-13,7.27E-13,6.761492022,3.521796876,2.037622723,40.41154242,42.06169395,69.34763599
381,SP_1533,531.0760893,0.993344935,0.134034839,-7.411095057,1.25E-13,7.28E-13,331.9892583,376.1279064,351.8295235,678.2585904,700.0267636,748.2244936
382,SP_1272,842.2351863,-0.979658841,0.132521544,7.392449662,1.44E-13,8.36E-13,1174.471164,1113.592172,1070.431137,563.5771862,501.7359207,629.6035373
383,SP_1752,118.9973556,-1.799135878,0.243414545,7.391242281,1.45E-13,8.41E-13,206.2255067,169.7506094,179.9900072,32.76611548,54.07932079,71.17257378
384,SP_0500,140.872838,-1.494293274,0.202255384,7.388150785,1.49E-13,8.59E-13,202.1686115,209.8990938,215.308801,67.71663865,82.62118454,67.5226982
385,SP_0989,632.8292542,-0.994334742,0.135263927,7.351071088,1.97E-13,1.13E-12,815.4359379,866.3620315,850.367883,383.3635511,467.1852435,414.2608782
386,SP_1854,183.7797152,1.375799965,0.18765563,-7.331514445,2.28E-13,1.31E-12,120.354558,85.93184378,95.76826797,240.2848468,288.4230442,271.9157306
387,SP_1666,5699.749924,-0.997982638,0.136193873,7.327661782,2.34E-13,1.34E-12,8921.112574,7034.43708,6887.164803,3898.075538,4123.54821,3334.161341
388,SP_1855,171.2967825,1.345955571,0.183922951,-7.318040309,2.52E-13,1.44E-12,93.98473911,104.2451875,87.61777708,216.2563622,262.8855872,262.7910417
389,SP_0050,203.2795459,1.35805341,0.185882081,-7.305994216,2.75E-13,1.57E-12,137.258288,104.2451875,97.12668312,328.7533586,274.903214,277.390544
390,SP_1985,356.420859,-1.19969525,0.164509601,7.292554622,3.04E-13,1.73E-12,558.499241,481.7818126,457.7859051,250.1146815,187.7754194,202.5680946
391,SP_0770,2299.16062,-0.827316341,0.113523155,7.287644018,3.15E-13,1.79E-12,2837.798202,2925.908845,3070.018236,1644.858997,1560.789286,1755.590153
392,SP_1193,117.882654,1.678192153,0.23061754,-7.276949338,3.41E-13,1.93E-12,49.35889176,63.39234377,52.29898322,207.5187314,208.8062664,125.9207075
393,SP_0239,634.8138202,-0.942480847,0.129530975,7.276104033,3.44E-13,1.94E-12,796.5037602,866.3620315,847.6510527,430.3283166,444.6521932,423.3855671
394,SP_0565,125.9595847,-1.70757502,0.235198018,7.260159057,3.87E-13,2.17E-12,158.8950625,214.1252501,213.2711783,74.26986175,49.57271073,45.62344473
395,SP_0826,248.1409224,1.374895915,0.189690074,-7.248117344,4.23E-13,2.37E-12,116.2976628,152.8459844,138.5583452,335.3065817,291.4274509,454.4095095
396,SP_1984,508.1580323,-1.047856234,0.144650905,7.244035106,4.36E-13,2.44E-12,740.3833764,705.0637346,615.3620623,322.2001355,357.5243986,308.4144864
397,SP_2085,143.6976108,1.505001991,0.207809636,-7.242214642,4.41E-13,2.46E-12,70.31951703,59.87054689,91.01381495,243.5614584,205.8018597,191.6184679
398,SP_1560,794.9743151,-0.926021024,0.127953797,7.237151568,4.58E-13,2.55E-12,1114.293885,980.4682503,1036.470758,537.3642938,573.8416817,527.4070211
399,SP_1092,794.3639391,1.019311491,0.140960897,-7.231164905,4.79E-13,2.66E-12,453.6961147,521.2259377,592.2690048,1140.260819,967.4189608,1091.312798
400,SP_1685,82.82908461,1.689145265,0.233673163,-7.228666063,4.88E-13,2.70E-12,43.94969814,35.21796876,35.31879386,128.8800542,127.6872852,125.9207075
401,SP_1026,1264.373771,0.950903629,0.131758815,-7.217002008,5.31E-13,2.94E-12,970.9502544,756.481969,847.6510527,1639.397978,1583.322337,1788.439034
402,SP_1189,95.04040316,1.603631551,0.222276231,-7.214588564,5.41E-13,2.98E-12,43.27354894,52.82695314,42.1108696,145.2631119,151.7225389,135.0453964
403,SP_0459,15034.60691,-1.043795577,0.144742892,7.211377085,5.54E-13,3.04E-12,25432.67609,17016.61815,18455.42821,9939.055028,9660.669778,9703.194226
404,SP_1367,546.247923,-0.949679432,0.132562713,7.164001203,7.84E-13,4.30E-12,747.1448684,708.5855315,707.7342924,370.2571049,360.5288053,383.2369358
405,SP_1061,76.46048602,1.860847719,0.260013766,-7.156727702,8.26E-13,4.52E-12,23.66522208,35.21796876,35.99800144,113.5892003,100.6476248,149.6448987
406,SP_2131,366.9744158,1.011724687,0.1416042,-7.144736441,9.02E-13,4.92E-12,245.4421604,235.2560313,245.1939343,489.3073245,470.1896502,516.4573944
407,SP_1280,248.3518,-1.351701512,0.189416291,7.136141785,9.60E-13,5.22E-12,293.4487538,400.0761251,383.0730719,129.9722581,166.7445724,116.7960185
408,SP_1760,79.40335964,1.783243271,0.249954999,-7.13425728,9.73E-13,5.28E-12,28.39826649,38.73976564,35.99800144,99.39055028,135.198302,138.695272
409,SP_0373,681.393594,-0.968032661,0.135953026,7.120346533,1.08E-12,5.83E-12,936.4666451,932.5718128,844.2550148,466.3710436,501.7359207,406.961127
410,SP_1727,755.000366,-1.083212386,0.152314617,7.111677177,1.15E-12,6.19E-12,1040.593622,1016.390578,1026.282645,460.9100244,389.070669,596.7546571
411,SP_0930,1176.861174,-0.910401989,0.128943231,7.060486849,1.66E-12,8.94E-12,1348.241509,1644.679141,1625.343725,809.3230523,839.7316756,793.8479384
412,SP_RS04950,83.51531095,1.65518162,0.234548287,-7.056890667,1.70E-12,9.15E-12,43.27354894,39.44412501,35.31879386,143.0787043,123.1806751,116.7960185
413,SP_RS04250,130.4083946,1.428335156,0.202421923,-7.056227585,1.71E-12,9.18E-12,75.72871065,61.98362502,71.3167953,197.6888967,213.3128765,162.4194632
414,SP_1456,2842.063542,-0.807929262,0.114504357,7.055882273,1.72E-12,9.18E-12,3841.879767,3343.593954,3683.342675,2122.152079,1966.384192,2095.028582
415,SP_0872,1171.493969,-0.869849653,0.123295707,7.054987347,1.73E-12,9.21E-12,1469.948366,1517.190094,1560.819006,788.5711792,778.1413381,914.2938324
416,SP_2228,2475.091285,-0.78167147,0.110858612,7.051066733,1.78E-12,9.45E-12,3181.281996,2982.257595,3239.140922,1860.023155,1843.203517,1744.640527
417,SP_0066,116.6720495,1.649100115,0.234530039,-7.031509141,2.04E-12,1.09E-11,72.34796464,54.23567189,38.71483173,206.4265275,162.2379624,166.0693388
418,SP_0805,395.3280768,-1.13243794,0.161091737,7.029770512,2.07E-12,1.10E-11,457.7530099,619.8362502,555.5917958,232.6394199,243.3569436,262.7910417
419,SP_1227,517.7206864,-1.077533436,0.153861023,7.003290479,2.50E-12,1.32E-11,601.77279,790.9955784,723.3560666,365.8882895,304.9472811,319.3641131
420,SP_2176,1256.154561,-1.107127346,0.158435393,6.987878951,2.79E-12,1.47E-11,2139.336076,1528.459844,1498.331909,889.0539333,697.0223569,784.7232494
421,SP_0567,257.4205856,-1.178392082,0.168657616,6.986889246,2.81E-12,1.48E-11,388.7857913,355.7014845,330.0948811,158.3695581,138.2027087,173.36909
422,SP_1213,258.0253447,-1.177985508,0.168836306,6.977086464,3.01E-12,1.58E-11,391.4903881,329.6401876,358.6215992,169.2915966,162.2379624,136.8703342
423,SP_1580,1380.081748,0.974617426,0.139834859,-6.969774424,3.17E-12,1.66E-11,1110.23699,831.1440627,838.8213542,1888.420455,1892.776228,1719.091398
424,SP_1878,500.1996209,-1.035362415,0.149132563,6.942564349,3.85E-12,2.01E-11,764.7247477,650.1237033,605.8531563,301.4482624,330.4847382,348.5631178
425,SP_0636,326.7205069,1.072280592,0.154464928,-6.941903281,3.87E-12,2.02E-11,215.6915955,219.7601251,191.5365359,398.654405,491.2204972,443.4598828
426,SP_2108,1699.562767,0.907404967,0.131088192,-6.922095377,4.45E-12,2.31E-11,1356.3553,1092.461391,1084.015289,2315.47216,2046.00097,2303.07149
427,SP_1365,612.1972255,-0.979931289,0.142081901,6.896946626,5.31E-12,2.76E-11,842.481906,776.9083909,819.8035421,356.0584549,407.0971093,470.8339496
428,SP_RS00415,276.2561782,-1.190499269,0.172651932,6.895371841,5.37E-12,2.78E-11,396.2234325,408.5284376,355.2255613,180.2136351,187.7754194,129.570583
429,SP_1416,616.0632191,-1.107015169,0.160608731,6.89262135,5.48E-12,2.83E-11,1040.593622,744.5078596,747.8075393,375.7181241,419.1147361,368.6374334
430,SP_1564,893.3721101,-0.861299948,0.125112773,6.884188766,5.81E-12,2.99E-11,1206.926326,1115.70525,1141.068725,619.2795825,680.49812,596.7546571
431,SP_0867,1039.002416,-0.949976498,0.138094206,6.879191558,6.02E-12,3.09E-11,1257.637516,1435.484407,1428.373529,819.1528869,656.4628663,636.9032885
432,SP_RS04535,472.4672597,-1.095172163,0.159578572,6.862902372,6.75E-12,3.46E-11,585.5452091,703.6550158,645.9264031,293.8028354,246.3613503,359.5127445
433,SP_0767,258.792783,-1.165169725,0.170144849,6.84810459,7.48E-12,3.83E-11,326.5800647,411.3458751,340.2829947,158.3695581,159.2335557,156.9446499
434,SP_0610,86.88730783,1.582289057,0.231550439,-6.833453062,8.29E-12,4.23E-11,43.94969814,40.14848439,42.79007718,112.4969965,148.7181322,133.2204586
435,SP_0347,3399.370159,-0.807837424,0.118294363,6.829044123,8.55E-12,4.34E-11,4749.948146,4278.278845,3974.043517,2515.345465,2562.758924,2315.846055
436,SP_1336,26.22459134,2.745679977,0.402062528,-6.828987491,8.55E-12,4.34E-11,4.733044415,7.043593752,5.433660594,48.05696937,55.58152415,36.49875579
437,SP_0919,1053.34163,-0.874310083,0.128057171,6.827498015,8.64E-12,4.38E-11,1472.652962,1296.72561,1327.850808,778.7413445,668.4804931,775.5985605
438,SP_0283,7310.303853,-1.015450562,0.148985941,6.815747569,9.38E-12,4.74E-11,11885.35068,8523.452799,9017.159756,5062.364841,4057.451263,5316.04378
439,SP_0843,607.8126855,-0.919586732,0.134928018,6.815387556,9.40E-12,4.74E-11,807.9982966,788.1781409,797.3896922,444.5269666,440.1455831,368.6374334
440,SP_1373,991.6893431,-0.869538924,0.12760937,6.814068017,9.49E-12,4.78E-11,1362.440642,1312.925875,1179.104349,750.3440444,660.9694763,684.351671
441,SP_1684,282.8109746,1.160221986,0.170592227,-6.801142157,1.04E-11,5.21E-11,154.1620181,175.3854844,188.8197056,342.9520087,366.5376187,469.0090119
442,SP_0405,1068.790931,-0.794360565,0.116806389,6.800660238,1.04E-11,5.22E-11,1370.554433,1330.53486,1371.9993,777.6491407,773.634728,788.373125
443,SP_0022,333.8537226,-1.142053682,0.167944609,6.80018064,1.04E-11,5.22E-11,496.9696636,434.5897345,453.7106596,204.2421198,249.365757,164.244401
444,SP_0669,658.9028996,-0.950159651,0.139746964,6.799143406,1.05E-11,5.25E-11,983.12094,782.5432659,846.2926375,464.1866359,435.638973,441.634945
445,SP_0332,192.26537,1.199020844,0.176395464,-6.797345104,1.07E-11,5.30E-11,114.2692152,128.1934063,104.5979664,289.4340201,243.3569436,273.7406684
446,SP_0048,50.58188364,1.986967024,0.292720707,-6.787927797,1.14E-11,5.65E-11,21.63677447,16.90462501,19.69701965,93.92953104,85.62559125,65.69776042
447,SP_0980,1003.315481,-0.865386564,0.127519093,6.786329334,1.15E-11,5.70E-11,1425.322518,1221.359157,1247.025106,727.4077636,666.9782898,731.8000535
448,SP_2201,183.8549745,1.18616547,0.174943196,-6.780289243,1.20E-11,5.93E-11,99.39393272,116.2192969,118.1821179,255.5757007,267.3921973,246.3666016
449,SP_1687,72.46129524,1.71397887,0.253232727,-6.768393992,1.30E-11,6.42E-11,29.7505649,35.21796876,33.28117114,120.1424234,88.62999796,127.7456453
450,SP_2058,2749.665426,-0.814526399,0.120419039,6.764099795,1.34E-11,6.60E-11,3877.039525,3168.912829,3489.768517,2045.69781,2020.463513,1896.110363
451,SP_1324,21.26040108,2.998229364,0.443445031,-6.761219884,1.37E-11,6.72E-11,4.056895213,4.226156251,2.716830297,43.68815397,34.55067717,38.32369358
452,SP_0590,1510.568054,-0.81451931,0.120510822,6.75888934,1.39E-11,6.81E-11,1801.937624,1948.962391,2033.547477,1029.94823,1075.577602,1173.434999
453,SP_0756,808.3191285,-1.018815157,0.150818712,6.755230443,1.43E-11,6.97E-11,994.6154765,1170.645282,1090.128157,459.8178205,647.4496462,487.2583897
454,SP_1157,1711.74045,-0.815666174,0.120897209,6.746774254,1.51E-11,7.38E-11,2338.80009,2054.616297,2163.955332,1194.871011,1173.220821,1344.979151
455,SP_RS08765,42.26856935,2.211469804,0.327926954,-6.74378783,1.54E-11,7.51E-11,14.87528245,10.56539063,15.62177421,57.88680401,61.59033757,93.07182726
456,SP_0187,629.8737773,-0.975618656,0.144860808,6.734869636,1.64E-11,7.97E-11,938.4950927,807.195844,766.8253514,413.9452589,473.1940569,379.5870602
457,SP_0522,329.0463555,-1.088297444,0.161942347,6.720277087,1.81E-11,8.79E-11,488.179724,447.2682033,414.3166203,222.8095852,228.33491,173.36909
458,SP_1625,468.2932259,-1.123421452,0.167320582,6.714185663,1.89E-11,9.15E-11,506.4357525,763.5255627,662.2273849,282.880797,289.9252476,304.7646108
459,SP_RS09410,116.214973,1.47380058,0.219637317,-6.710155647,1.94E-11,9.38E-11,56.12038378,64.09670314,61.80788926,216.2563622,145.7137255,153.2947743
460,SP_0742,1954.463718,0.746391889,0.111406843,-6.699695153,2.09E-11,1.01E-10,1460.482277,1422.805938,1488.143795,2522.990892,2514.688417,2317.670992
461,SP_1003,1428.089697,0.946171821,0.141331184,-6.69471376,2.16E-11,1.04E-10,1175.823463,893.8320471,844.2550148,1838.179078,1951.362159,1865.086421
462,SP_1069,665.9311765,0.893480054,0.133711522,-6.682147079,2.35E-11,1.13E-10,455.0484131,471.216422,468.6532262,952.4017565,881.7933696,766.4738715
463,SP_1649,2279.496613,-1.022490107,0.15301604,6.682241341,2.35E-11,1.13E-10,3714.087568,2977.327079,2497.446251,1304.091396,1539.758439,1644.268948
464,SP_1569,1575.329751,-0.882467666,0.132572586,6.656486776,2.80E-11,1.34E-10,2141.364523,1992.632672,2009.096005,1127.154372,1252.837598,928.8933348
465,SP_1598,317.5189235,1.096083107,0.16472698,-6.653937953,2.85E-11,1.36E-10,222.4530875,206.3772969,175.2355542,480.5696937,453.6654133,366.8124957
466,SP_1941,533.8200614,-0.963215663,0.144913176,6.646846696,2.99E-11,1.42E-10,786.3615222,665.6196096,671.736291,362.611678,393.5772791,323.0139887
467,SP_0120,3418.366519,0.931538137,0.140618752,-6.624565539,3.48E-11,1.65E-10,2868.224916,2078.564516,2077.016762,4723.781648,4437.508712,4325.102561
468,SP_0724,79.18344652,1.567831269,0.237427112,-6.603421389,4.02E-11,1.90E-10,41.92125054,36.62668751,38.03562416,120.1424234,105.1542349,133.2204586
469,SP_1590,1096.51374,-0.938390504,0.142106846,6.603415169,4.02E-11,1.90E-10,1704.572139,1279.116625,1351.623073,806.0464407,715.0487971,722.6753646
470,SP_1231,246.3080291,-1.363745309,0.206624461,6.600115495,4.11E-11,1.94E-10,476.0090384,306.3963282,288.6632191,143.0787043,123.1806751,140.5202098
471,SP_2168,116.731079,1.371506513,0.208013877,-6.59334144,4.30E-11,2.02E-10,64.23417421,73.25337502,54.33660594,163.8305774,162.2379624,182.4937789
472,SP_0608,79.43332998,1.630352474,0.247304283,-6.592495909,4.32E-11,2.03E-10,46.65429495,34.51360939,31.92275599,117.9580157,139.704912,105.8463918
473,SP_0769,437.6971042,-0.964602222,0.146373225,6.590018219,4.40E-11,2.06E-10,518.6064381,615.6100939,605.8531563,280.6963893,307.9516878,297.4648597
474,SP_0591,1862.383593,-0.779486401,0.118471997,6.579499127,4.72E-11,2.21E-10,2585.594549,2238.454094,2247.497863,1393.652112,1329.449969,1379.652969
475,SP_1744,575.1719085,-0.926937383,0.140948497,6.576426149,4.82E-11,2.25E-10,708.6043639,741.6904221,817.7659194,428.1439089,351.5155851,403.3112514
476,SP_0897,15698.40431,-0.78583342,0.119621588,6.569327786,5.05E-11,2.35E-10,22707.11866,18948.67591,18048.58287,11709.51747,11231.97449,11544.55646
477,SP_0614,408.6560745,-0.970690804,0.148003099,6.558584309,5.43E-11,2.52E-10,548.357003,533.9044064,548.1205124,290.5262239,297.4362644,233.592037
478,SP_0686,138.0883353,1.351240887,0.206625492,-6.539565263,6.17E-11,2.86E-10,70.31951703,71.84465627,86.25936193,169.2915966,186.2732161,244.5416638
479,SP_1646,341.6293543,-1.198163826,0.183251323,6.538363859,6.22E-11,2.88E-10,599.7443424,431.0679376,404.1285067,203.149916,232.8415201,178.8439034
480,SP_1597,163.7814256,1.308724742,0.200289561,-6.534163522,6.40E-11,2.95E-10,85.87094868,116.9236563,75.39204074,217.348566,229.8371134,257.3162283
481,SP_1876,758.8568422,-0.821166195,0.125667646,6.53442809,6.39E-11,2.95E-10,1022.337594,924.8238596,965.8331706,557.0239631,539.2910046,543.8314612
482,SP_0822,510.4102112,-1.015185347,0.155848303,6.513932626,7.32E-11,3.36E-10,626.1141612,760.0037659,670.3778758,329.8455625,395.0794825,281.0404196
483,SP_2151,56.90362023,1.830356468,0.281356915,-6.505461118,7.75E-11,3.55E-10,28.39826649,19.72206251,23.09305753,84.09969639,76.61237112,109.4962674
484,SP_1668,960.7987391,-0.99486808,0.152974611,6.503484949,7.85E-11,3.59E-10,1288.06423,1290.386375,1267.401334,600.7121171,515.2557509,802.9726273
485,SP_0404,109.0468847,-1.447234079,0.222545951,6.503079812,7.87E-11,3.59E-10,160.2473609,160.5939375,162.3306103,57.88680401,67.59915099,45.62344473
486,SP_0026,752.2212279,-1.082772692,0.166574176,6.500243404,8.02E-11,3.65E-10,870.8801724,1038.930078,1162.803367,417.2218704,417.6125328,605.8793461
487,SP_1983,831.6010158,-0.946937766,0.145686405,6.499836172,8.04E-11,3.66E-10,1306.320259,1021.321094,966.5123782,565.7615939,585.8593086,543.8314612
488,SP_0751,774.0267067,0.840173583,0.130309488,-6.44752426,1.14E-10,5.16E-10,538.8909142,543.0610783,575.2888154,889.0539333,1074.075399,1023.7901
489,SP_1025,1768.36316,0.84714519,0.131445818,-6.44482423,1.16E-10,5.24E-10,1115.646184,1402.379516,1257.892428,2100.308002,2208.238932,2525.7139
490,SP_RS01770,34.55846388,2.415564838,0.374840626,-6.444245018,1.16E-10,5.25E-10,13.52298404,3.521796876,11.54652876,46.96476552,66.09694763,65.69776042
491,SP_1208,1650.894383,0.903696993,0.140465822,-6.433572095,1.25E-10,5.62E-10,1365.821388,1093.87011,976.7004918,2252.124337,2211.243339,2005.60663
492,SP_0633,44.01366306,2.072824702,0.32244586,-6.428442589,1.29E-10,5.80E-10,13.52298404,14.79154688,18.33860451,54.61019246,66.09694763,96.72170283
493,SP_0722,59.37486319,1.695883717,0.263820904,-6.428162785,1.29E-10,5.80E-10,25.01752048,28.87873438,27.16830297,92.83732719,85.62559125,96.72170283
494,SP_0637,393.3819592,1.172040541,0.182666912,-6.416271699,1.40E-10,6.26E-10,227.1861319,238.7778282,249.9483873,451.0801897,459.6742267,733.6249913
495,SP_RS05375,53.47932789,1.867420928,0.29142711,-6.407849049,1.48E-10,6.60E-10,28.39826649,14.79154688,22.41384995,89.56071564,78.11457448,87.59701389
496,SP_1748,1128.752097,-1.036506349,0.161852103,6.404033874,1.51E-10,6.76E-10,1846.563471,1341.80461,1380.828998,711.0247059,877.2867595,615.004035
497,SP_0854,118.6243469,-1.497719687,0.233995448,6.400635984,1.55E-10,6.90E-10,135.2298404,212.0121719,182.7068375,61.16341556,58.58593086,62.04788484
498,SP_0372,442.6958409,-1.01315204,0.158791834,6.380378725,1.77E-10,7.86E-10,586.2213583,660.6890939,535.2155685,273.0509623,345.5067717,255.4912905
499,SP_1225,748.2227324,-0.828329967,0.129916627,6.375857985,1.82E-10,8.08E-10,960.1318671,971.3115784,946.8153585,575.5914286,480.7050737,554.781088
500,SP_1212,175.4329838,-1.184665535,0.186037516,6.367885153,1.92E-10,8.49E-10,264.3743381,246.5257813,224.8177071,114.6814042,103.6520315,98.54664062
501,SP_1726,2222.061743,-0.836771158,0.131414042,6.367440974,1.92E-10,8.50E-10,3248.896917,2620.921235,2694.416447,1704.930209,1422.586578,1640.619073
502,SP_1949,117.3094438,1.584799917,0.249072312,-6.362810482,1.98E-10,8.73E-10,36.51205692,73.25337502,61.12868168,148.5397235,223.8282999,160.5945255
