,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF120MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF120MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF120MIN.C
42,SP_2055,1438.442104,2.128279632,0.130711023,-16.28232715,1.32E-59,6.95E-58,530.5522578,508.8888587,555.2191322,2178.659085,2219.909695,2637.423593
43,SP_1539,22174.4217,-2.081392055,0.128861625,16.15214815,1.10E-58,5.65E-57,31710.45836,35928.35905,40182.77865,8589.622552,7668.778945,8966.532658
44,SP_2240,2133.515516,2.22792693,0.13875032,-16.05709396,5.10E-58,2.57E-56,642.7441384,708.2819867,878.0005551,3443.755876,3454.314025,3673.996514
45,SP_2021,482.3655091,2.412570575,0.152018255,-15.87026881,1.02E-56,5.01E-55,126.8711921,157.097616,165.7763286,774.6580856,854.3288825,815.4609499
46,SP_0730,29253.5861,-2.021961266,0.127650118,15.83986995,1.65E-56,7.95E-55,54466.53673,42043.753,44589.44677,11459.5972,11757.11263,11205.07025
47,SP_0862,43720.25286,-1.724089059,0.109722492,15.7131781,1.23E-55,5.79E-54,70952.45204,64874.60184,65810.57108,19574.80845,21575.16778,19533.91599
48,SP_0176,385.1525469,2.391609587,0.153055452,-15.62577191,4.86E-55,2.24E-53,111.1433584,122.858392,129.8142679,631.4799015,691.1991549,624.4202068
49,SP_1228,1253.275559,-1.932863621,0.124391795,15.53851383,1.90E-54,8.60E-53,1840.156546,2063.081085,2063.871435,503.2606322,539.8416758,509.4419817
50,SP_1894,496.57873,2.14031223,0.138111873,-15.49694593,3.64E-54,1.61E-52,182.4428713,189.322768,173.6704395,810.9868786,800.5128899,822.536533
51,SP_0369,14789.90773,-2.535890486,0.165390991,15.33270022,4.62E-53,2.01E-51,28834.36184,22560.96319,24513.84567,5445.044972,3667.896246,3717.334461
52,SP_1683,673.6842143,2.11380896,0.140268447,-15.06973954,2.56E-51,1.09E-49,255.8394287,230.9469227,265.7683998,997.9733131,1109.954847,1181.622374
53,SP_1471,533.9997162,2.189840253,0.145505386,-15.04989136,3.46E-51,1.45E-49,196.0736605,208.7921307,164.0220817,885.7814524,889.6456277,859.6833442
54,SP_0368,1416.299147,2.000007574,0.134316048,-14.89030988,3.81E-50,1.56E-48,650.0837941,516.2737894,521.8884418,2382.741422,2250.181191,2176.626245
55,SP_0408,1042.35084,-1.820046672,0.122858478,14.8141724,1.19E-49,4.78E-48,1668.198898,1589.102808,1627.063966,477.6167783,432.2096906,459.9129002
56,SP_0375,7339.859399,-2.034131606,0.138054865,14.73422622,3.89E-49,1.54E-47,14147.7107,10707.47811,10617.57914,2764.193748,2914.472349,2887.722344
57,SP_1630,478.9168459,-2.308562015,0.158363134,14.57764793,3.90E-48,1.51E-46,788.4887309,759.305144,850.8097287,186.9864345,144.6304801,143.2805574
58,SP_1722,657.2316981,2.091299352,0.144426843,-14.47999072,1.62E-47,6.19E-46,264.2276066,257.801216,221.0351048,1041.781563,980.4601152,1178.084583
59,SP_1090,1502.423118,1.824954123,0.126159804,-14.46541659,2.00E-47,7.52E-46,661.6175389,700.897056,608.7236616,2554.768942,2236.727192,2251.804315
60,SP_1221,2509.772908,1.624260133,0.112536926,-14.43313048,3.20E-47,1.18E-45,1227.819553,1291.691509,1151.663066,3733.317726,3837.752972,3816.392624
61,SP_2024,219.2631747,2.698560976,0.188706716,-14.30029115,2.18E-46,7.91E-45,49.28054568,57.06537334,64.03001051,363.2879298,425.4826915,356.4324976
62,SP_2108,1961.902236,1.584162336,0.111510384,-14.20641088,8.36E-46,2.99E-44,944.718546,971.4540614,1015.708934,2968.276085,2895.973102,2975.282685
63,SP_1472,1866.49048,2.335116963,0.16803991,-13.89620456,6.68E-44,2.35E-42,780.100553,522.9873627,523.6426887,3544.194304,2911.10885,2916.909125
64,SP_2106,3240.881783,1.839510627,0.132827357,-13.84888376,1.29E-43,4.47E-42,1634.646186,1301.761869,1283.231581,5347.812026,4772.805844,5105.033192
65,SP_1812,371.2573037,-2.628160971,0.189977011,13.83410001,1.59E-43,5.41E-42,783.2461197,538.4285814,605.2151679,113.2603546,87.45098797,99.942611
66,SP_RS10010,790.5667738,2.14043713,0.154910288,-13.81726904,2.01E-43,6.73E-42,351.2549533,271.2283627,245.5945609,1283.261187,1387.443559,1204.618019
67,SP_0981,6131.416706,1.513648211,0.110491138,-13.69927254,1.03E-42,3.39E-41,3274.534982,3037.220576,3194.483538,8515.896472,9469.932948,9296.431719
68,SP_0239,1797.403723,-1.787608201,0.132386891,13.50290941,1.50E-41,4.90E-40,2839.398249,2771.363072,2762.93881,696.6580301,921.5988733,792.4653049
69,SP_2107,1616.555017,1.914753251,0.143203013,-13.3709006,8.95E-41,2.87E-39,811.5562204,616.9773894,589.4269461,2612.467613,2574.758896,2494.143036
70,SP_1081,2015.923729,-1.559758041,0.116699749,13.36556462,9.61E-41,3.04E-39,3056.442355,2976.127059,3011.164741,936.0006662,1071.274603,1044.532952
71,SP_1631,6983.266096,-1.891859976,0.142346321,13.29054355,2.63E-40,8.19E-39,12431.27978,10017.32277,10635.12161,3445.892864,2704.253628,2665.725925
72,SP_1227,1144.155574,-1.766158059,0.133129393,13.26647722,3.62E-40,1.11E-38,1784.584867,1751.571283,1774.420702,463.7263575,595.3394181,495.2908156
73,SP_1649,5779.20766,-1.93505649,0.147230025,13.14308331,1.86E-39,5.66E-38,10340.52642,9153.957241,8065.149954,2193.618,2115.641209,2806.353139
74,SP_1898,573.8314631,2.395120398,0.184146056,-13.00663427,1.12E-38,3.36E-37,184.5399158,215.505704,138.5855022,833.4252508,913.1901244,1157.742281
75,SP_1768,425.3665098,1.832945557,0.140951744,-13.00406436,1.16E-38,3.43E-37,176.1517378,189.322768,188.5815378,647.5073102,681.1086563,669.5270489
76,SP_0001,1240.682064,1.586182571,0.121987668,-13.00281081,1.18E-38,3.44E-37,615.4825599,663.9724027,570.1302306,1902.987656,1846.561246,1844.958288
77,SP_1106,7815.632408,-1.462813355,0.112566985,12.99504781,1.31E-38,3.75E-37,12492.09407,10984.07733,10982.46249,4035.701503,4167.375927,4232.08313
78,SP_1815,181.7017526,-2.559197718,0.197382836,12.96565482,1.92E-38,5.44E-37,311.4111078,323.5942347,300.8533371,49.15071992,52.13424283,53.0668731
79,SP_0177,227.6947799,2.525079427,0.195203821,-12.93560454,2.83E-38,7.95E-37,58.71724592,67.13573334,70.16987453,371.8358811,467.5264357,330.783509
80,SP_0240,879.8199626,-1.799059542,0.140266268,12.82603132,1.17E-37,3.25E-36,1504.629427,1208.4432,1394.626256,379.3153385,420.4374422,371.4681117
81,SP_0117,15475.83111,1.440845187,0.112742861,-12.77992392,2.12E-37,5.80E-36,8775.082699,7588.351939,8540.550854,21707.5223,23176.19356,23067.28529
82,SP_0313,631.6929704,2.3376223,0.183176722,-12.76156861,2.69E-37,7.26E-36,202.364794,189.322768,223.6664751,1376.220158,877.8733793,920.7102483
83,SP_1226,2201.884021,-1.549160384,0.12141357,12.75936769,2.76E-37,7.38E-36,3215.817736,3201.031766,3440.955222,1063.151442,1236.08608,1054.261879
84,SP_1940,2119.062466,-1.443403812,0.113251556,12.74511236,3.32E-37,8.75E-36,2993.53102,3086.229662,3227.814229,1092.000777,1173.861339,1140.937772
85,SP_0373,923.0547547,-1.686972858,0.133029912,12.68115445,7.52E-37,1.96E-35,1460.591492,1457.516771,1320.070765,431.6715401,393.5294459,474.9485142
86,SP_0336,2955.481247,-1.458905598,0.115282751,12.65502063,1.05E-36,2.70E-35,4584.139271,4131.53303,4309.30742,1650.823093,1476.576297,1580.50837
87,SP_1282,563.3557361,1.819355788,0.144776118,-12.56668443,3.22E-36,8.20E-35,256.8879509,266.5288614,216.6494876,946.6856053,825.7391364,867.6433752
88,SP_0066,214.9004968,2.22176623,0.176996581,-12.55259407,3.85E-36,9.68E-35,83.88177989,69.14980534,71.9241214,370.7673872,353.1674514,340.5124357
89,SP_2148,160.3746994,2.485858684,0.198489785,-12.52386202,5.53E-36,1.38E-34,48.23202344,42.96686934,51.75028247,291.6988378,264.0347137,263.5654697
90,SP_1190,481.5270289,1.717981045,0.137653906,-12.48043805,9.55E-36,2.35E-34,207.6074052,225.576064,235.0690797,743.6717622,729.8793996,747.3584628
91,SP_2105,537.6427791,1.918575247,0.154052196,-12.45405973,1.33E-35,3.24E-34,233.8204614,210.8062027,222.7893516,743.6717622,992.2323636,822.536533
92,SP_1572,24513.9091,-1.582640154,0.127192166,12.44290588,1.53E-35,3.68E-34,33399.62771,37111.29067,39953.84944,13404.25612,12333.9528,10880.47788
93,SP_2150,173.4296433,2.668093292,0.217313712,-12.27761134,1.19E-34,2.85E-33,61.86281267,35.58193867,42.10192472,319.4796795,264.0347137,317.5167907
94,SP_1648,3756.355615,-1.855856937,0.151535222,12.24703347,1.74E-34,4.11E-33,6514.468731,5922.714395,5275.020318,1609.15183,1313.446569,1903.331848
95,SP_1681,440.6587515,1.974129763,0.161256294,-12.24218736,1.85E-34,4.31E-33,197.1221827,176.5669787,157.8822177,630.4114076,672.6999075,809.2698148
96,SP_1956,448.9046808,1.719680678,0.140521066,-12.23788526,1.95E-34,4.50E-33,193.976616,220.8765627,207.0011299,691.3155606,672.6999075,707.558308
97,SP_1817,236.0470903,-2.247854144,0.18379566,12.23018078,2.14E-34,4.90E-33,442.4763889,371.2606054,362.2519773,82.27403116,73.99698982,84.02254907
98,SP_0178,378.4484596,1.95765639,0.160102878,-12.22749032,2.22E-34,5.01E-33,169.8606043,157.097616,132.4456382,548.1373765,662.6094089,600.5401139
99,SP_2215,17173.12708,-1.3759882,0.112654936,12.2141847,2.61E-34,5.84E-33,26944.92474,23482.73681,24056.86436,9932.719399,9158.80924,9462.707921
100,SP_2214,13837.47093,-1.374811234,0.112648544,12.20442971,2.94E-34,6.52E-33,18225.41373,20656.32243,21118.50086,7439.923104,7769.683932,7814.981512
101,SP_1667,5105.608306,-1.339850505,0.109856509,12.19636883,3.25E-34,7.13E-33,7542.020534,7015.684134,7430.989713,2763.125254,2845.520609,3036.309589
102,SP_1897,256.9011571,2.132394658,0.175104338,-12.17785167,4.08E-34,8.86E-33,113.2404028,85.93373867,84.20384944,438.0825036,425.4826915,394.4637567
103,SP_RS09325,1025.714804,-1.559592897,0.12845912,12.14077206,6.42E-34,1.38E-32,1499.386815,1673.693832,1431.46544,511.8085835,502.8431809,535.0909704
104,SP_1112,785.156353,-1.651081046,0.136513467,12.09463863,1.13E-33,2.40E-32,1060.055993,1269.536717,1251.655137,378.2468446,364.9396998,386.5037257
105,SP_RS00125,234.2554236,2.430582099,0.201522707,-12.06108302,1.70E-33,3.58E-32,79.68769089,83.91966667,50.87315904,360.0824481,383.4389473,447.5306298
106,SP_1687,119.0536591,3.092302024,0.256622593,-12.04999915,1.94E-33,4.05E-32,19.92192272,28.197008,21.92808579,164.5480623,232.0814681,247.6454078
107,SP_1814,187.4922091,-2.459308352,0.204200618,12.04358917,2.10E-33,4.34E-32,351.2549533,309.4957307,297.3448433,68.38361032,45.40724376,53.0668731
108,SP_1761,492.2254929,1.792677149,0.148969432,-12.03385908,2.36E-33,4.84E-32,203.4133162,222.2192773,228.0520922,747.9457379,862.7376314,688.9849024
109,SP_1758,973.135017,1.513012554,0.125845923,-12.02273798,2.70E-33,5.48E-32,465.5438784,500.1612134,541.1851573,1389.042085,1444.623051,1498.254717
110,SP_1625,647.9238603,-1.939184229,0.162008825,11.96962098,5.13E-33,1.03E-31,856.6426771,1022.477219,1213.061706,242.5481178,272.4434625,280.3699795
111,SP_1950,451.1111403,2.344878631,0.197543086,-11.87021363,1.69E-32,3.37E-31,109.0463139,165.153904,158.7593411,578.055206,901.417876,794.2342007
112,SP_0374,2356.977051,-1.458520554,0.122895036,11.86801847,1.74E-32,3.43E-31,3761.049306,3400.424894,3222.551488,1165.726857,1335.309316,1256.800445
113,SP_1953,409.5240713,2.268576938,0.191196725,-11.86514537,1.80E-32,3.52E-31,99.60961362,151.0554,161.3907114,559.8908095,729.8793996,755.3184938
114,SP_1759,1266.191553,1.534465512,0.129471359,-11.85177575,2.11E-32,4.09E-31,599.7547262,654.5734,682.4020298,1909.398619,2046.689469,1704.331074
115,SP_0648,3821.123915,1.395330578,0.117990695,-11.82576797,2.87E-32,5.53E-31,2288.924069,1946.936267,2055.977324,5777.346578,5596.86323,5260.69602
116,SP_1684,578.5535773,2.075059789,0.175490688,-11.82432991,2.92E-32,5.58E-31,176.1517378,236.3177813,241.2089437,755.4251952,1081.365101,980.8527044
117,SP_1685,166.6221198,2.287637834,0.193603374,-11.8161052,3.22E-32,6.10E-31,58.71724592,53.70858667,54.38165276,250.0275752,289.2609602,293.6366978
118,SP_2168,173.0338463,2.538069497,0.214827534,-11.81445158,3.29E-32,6.17E-31,36.6982787,53.70858667,56.13589963,245.7535996,336.3499537,309.5567597
119,SP_1124,1174.463084,1.488228929,0.12661621,-11.75385778,6.75E-32,1.26E-30,596.6091595,631.7472507,613.1092787,1556.795629,1823.016749,1825.500435
120,SP_1763,517.4254587,1.743791426,0.149661334,-11.65158284,2.25E-31,4.16E-30,211.8014942,252.4303573,241.2089437,710.548451,884.6003784,803.9631274
121,SP_1474,2709.693005,-1.356803336,0.116506988,11.64568199,2.41E-31,4.42E-30,3770.486006,3835.464446,4107.56903,1567.480568,1397.534058,1579.623923
122,SP_1682,393.2373865,1.831107786,0.158353079,-11.56344917,6.31E-31,1.15E-29,197.1221827,156.4262587,161.3907114,603.6990598,565.0679223,675.7181841
123,SP_1767,913.4419355,1.57031182,0.136050359,-11.54213656,8.09E-31,1.46E-29,395.2928877,463.9079174,511.3629607,1326.000944,1402.579307,1381.507596
124,SP_0828,1317.464,1.506355317,0.130539982,-11.5394172,8.35E-31,1.49E-29,743.4022743,688.812624,615.740649,2120.960414,1895.331989,1840.536049
125,SP_1762,647.7205514,1.590921919,0.137905476,-11.53632158,8.65E-31,1.53E-29,288.3436184,347.7630987,323.6585463,924.2472332,1042.684857,959.6259552
126,SP_2110,1177.349644,1.49134405,0.12941274,-11.5239354,9.99E-31,1.76E-29,634.3559604,578.038664,633.2831177,1927.563016,1607.752779,1683.104325
127,SP_1242,6586.020781,-1.491664182,0.130314415,11.44665526,2.44E-30,4.26E-29,10630.96708,8575.247219,10000.08424,3804.906818,3297.911296,3207.008031
128,SP_2088,175.2158047,2.261176405,0.198376414,-11.39841353,4.26E-30,7.37E-29,57.66872367,57.06537334,63.15288708,340.8495577,270.7617128,261.796574
129,SP_0002,2186.814467,1.382254066,0.121730827,-11.35500429,7.00E-30,1.20E-28,1223.625464,1213.142701,1186.748003,3524.961413,2975.015341,2997.393882
130,SP_1540,11155.1404,-1.91321077,0.168551555,11.35089364,7.34E-30,1.25E-28,22015.82165,14393.22987,16653.9426,4049.591924,4352.368401,5465.887929
131,SP_1650,8858.289286,-1.650885205,0.145466704,11.34888717,7.51E-30,1.27E-28,12677.68251,13495.62512,14237.46754,3510.002498,4135.422681,5093.53537
132,SP_0459,22286.41095,-1.379305861,0.121763754,11.32772122,9.57E-30,1.61E-28,34700.84382,28587.06661,33455.24193,13028.14626,12411.31329,11535.85376
133,SP_1375,856.1081668,-1.434412579,0.126754425,11.31646944,1.09E-29,1.81E-28,1264.517832,1265.508573,1222.710064,460.5208757,494.434432,428.9572242
134,SP_1600,2611.482141,1.255041828,0.111514685,-11.25449827,2.20E-29,3.64E-28,1509.872038,1632.741035,1468.304625,3637.153274,3714.985239,3705.836638
135,SP_0768,1955.764043,-1.369645542,0.121864779,11.23905987,2.62E-29,4.30E-28,3125.644823,2708.92684,2640.141529,1085.589814,1086.410351,1087.870899
136,SP_1954,376.2486916,2.096666509,0.186784731,-11.22504232,3.07E-29,5.00E-28,105.9007471,173.8815493,137.7083788,528.9044861,676.063407,635.0335814
137,SP_1757,952.8743769,1.478682587,0.131798812,-11.21924065,3.28E-29,5.30E-28,517.9699908,522.3160054,461.3669251,1540.76822,1360.535563,1314.289557
138,SP_0871,3023.22555,-1.220230045,0.108876153,11.20750515,3.75E-29,6.01E-28,4309.426442,4054.326936,4343.515234,1834.604046,1817.9715,1779.509145
139,SP_1957,329.3663814,1.657859141,0.148717602,-11.14769949,7.35E-29,1.17E-27,160.423904,159.7830453,151.7423537,521.4250287,491.0709325,491.753024
140,SP_0958,574.1176648,1.541679381,0.138653164,-11.11896289,1.01E-28,1.60E-27,295.6832741,261.82936,318.3958057,849.4526594,887.9638779,831.3810119
141,SP_0208,11924.15195,-1.458266178,0.13136402,11.10095575,1.24E-28,1.95E-27,20184.05329,17180.03416,15191.77784,6644.963634,6096.342912,6247.739859
142,SP_1988,1398.876755,-1.311986669,0.118341001,11.08649292,1.46E-28,2.28E-27,2095.995975,1939.551336,1959.493746,816.3293482,758.4691457,823.4209809
143,SP_0869,2943.755727,-1.346410893,0.121771224,11.05688889,2.03E-28,3.14E-27,4527.519069,3932.139902,4239.137545,1803.617722,1587.571782,1572.548339
144,SP_1088,1140.829923,1.453606466,0.13169464,-11.03770411,2.51E-28,3.87E-27,550.4741805,617.6487467,653.4569566,1753.398508,1515.256542,1754.744604
145,SP_1896,170.6162681,2.246245703,0.204033529,-11.00919888,3.45E-28,5.27E-27,69.20246841,61.76487467,43.85617158,309.8632343,265.7164635,273.2943965
146,SP_1219,3661.362223,-1.182796863,0.107835474,10.96853219,5.41E-28,8.21E-27,5300.279967,5022.424211,4946.976155,2207.508421,2206.455697,2284.528887
147,SP_1527,1276.633137,-1.456790327,0.13317038,10.93929689,7.48E-28,1.13E-26,1703.848654,1987.217707,1933.180043,604.7675538,704.6531531,726.1317136
148,SP_1123,809.8037344,1.538591682,0.140901855,-10.91959851,9.29E-28,1.39E-26,381.6620985,406.842544,447.3329502,1062.082948,1237.76783,1323.134036
149,SP_1577,2010.768786,-1.304129988,0.11955937,10.90780248,1.06E-27,1.57E-26,2890.775839,2776.062574,2934.855002,1266.165285,1096.500849,1100.253169
150,SP_1241,10268.9019,-1.266722423,0.116181541,10.90295769,1.12E-27,1.65E-26,15394.40365,13804.44949,14388.33277,6558.415627,5802.036702,5665.773151
151,SP_0078,2885.657984,-1.320913562,0.121307295,10.88898705,1.30E-27,1.91E-26,4098.67347,4485.338344,3802.330076,1710.658752,1532.074039,1684.873221
152,SP_1083,2744.904609,-1.160065502,0.1069127,10.85058654,1.98E-27,2.89E-26,3841.785519,3756.24428,3793.558842,1688.22038,1681.749769,1707.868866
153,SP_1997,3573.257919,1.214203987,0.111953209,-10.84563812,2.09E-27,3.03E-26,2158.90731,2196.681195,2083.16815,4761.208868,4892.210077,5347.371913
154,SP_0334,738.5174376,-1.661408408,0.153264756,10.84012039,2.22E-27,3.20E-26,1261.372265,986.2239227,1126.226486,381.4523263,373.3484487,302.4811767
155,SP_1122,603.7407699,1.388036472,0.129333934,-10.73219093,7.19E-27,1.03E-25,330.2845083,321.5801627,344.7095086,851.5896472,903.0996258,871.1811667
156,SP_1714,892.2531623,-2.118916881,0.197562374,10.72530583,7.74E-27,1.10E-25,1521.405783,1104.382813,1749.861246,398.5482289,238.8084672,340.5124357
157,SP_1249,3344.937096,-1.740113727,0.162404975,10.71465779,8.69E-27,1.23E-25,5009.839304,4062.383224,6422.297767,1475.590091,1442.941302,1656.570889
158,SP_0613,3963.827263,-1.184300631,0.110562677,10.71157704,8.98E-27,1.26E-25,5721.785911,5364.145094,5453.076375,2532.33057,2283.816186,2427.809444
159,SP_1128,35060.63355,-1.385338493,0.12986475,10.66754829,1.44E-26,2.01E-25,59289.73907,44935.28904,48181.26722,19604.72628,19499.88857,18852.89112
160,SP_0847,5135.917606,-1.211526699,0.114794857,10.55384126,4.88E-26,6.75E-25,7553.554279,7292.954712,6708.240005,3189.454325,2875.792105,3195.510208
161,SP_1580,2073.510955,1.272311226,0.120732089,-10.53830212,5.75E-26,7.91E-25,1322.186555,1114.453173,1195.519237,3002.467891,2798.431615,3008.007257
