,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC20MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC20MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC20MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF20MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF20MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.RIF20MIN.C
338,SP_0966,952.7491677,-0.692763386,0.117571585,5.892268855,3.81E-09,2.50E-08,1231.913046,1073.224164,1239.157767,732.7940373,736.6068597,702.7991321
339,SP_1279,521.7826302,-0.834901309,0.14171797,5.891287529,3.83E-09,2.50E-08,621.4695597,718.2732704,685.3634561,419.8856345,377.6869567,308.0169036
340,SP_RS09325,1259.881745,-0.692171306,0.117725838,5.879519056,4.11E-09,2.68E-08,1505.560127,1592.256131,1585.709176,896.4692019,1079.105591,900.1902463
341,SP_1983,1212.323704,-0.843926675,0.143695242,5.873031432,4.28E-09,2.78E-08,1643.887222,1831.680554,1222.819115,885.2365926,885.5703489,804.7483889
342,SP_1702,7882.523835,-0.66984645,0.11431509,5.85965031,4.64E-09,3.00E-08,10075.82583,10731.40449,8312.074236,5970.934189,6179.052448,6025.851818
343,SP_0557,1958.271537,-0.621694191,0.106312962,5.847774169,4.98E-09,3.22E-08,2254.330709,2421.87013,2464.556669,1544.751226,1615.139563,1448.980927
344,SP_1267,8658.312287,0.552180122,0.094446595,-5.846479904,5.02E-09,3.23E-08,7028.620246,7124.132321,6860.513993,9938.719714,10646.78418,10351.10327
345,SP_0769,712.4277353,-0.733020373,0.125679634,5.832451503,5.46E-09,3.51E-08,860.0336809,911.6545355,897.7659324,496.9092414,500.845747,607.3572746
346,SP_RS04535,803.750972,-0.686034705,0.117638452,5.831721609,5.49E-09,3.51E-08,1027.429514,956.0233972,994.9379155,601.7469285,582.9516071,659.4164696
347,SP_1944,129.5464502,-1.130763762,0.193966809,5.829676583,5.55E-09,3.54E-08,183.4337571,178.3125951,173.7056689,71.1398591,77.41409672,93.27272432
348,SP_0770,4069.65674,-0.580512698,0.09962403,5.827034889,5.64E-09,3.59E-08,4733.192356,4885.597676,5034.024682,3097.525745,3249.046181,3418.553803
349,SP_0498,328.7223788,0.870994893,0.149519056,-5.825310286,5.70E-09,3.62E-08,242.5736023,252.8187968,196.0638243,435.3973331,439.8528223,405.6278941
350,SP_0145,843.11183,0.819228218,0.140962696,-5.811666766,6.19E-09,3.91E-08,645.5264458,506.474742,657.8457263,977.771898,1021.631489,1249.420679
351,SP_RS07545,574.322358,0.779984488,0.134226427,-5.810960661,6.21E-09,3.92E-08,440.040543,385.0882336,433.4042432,662.7239506,817.539779,707.1373983
352,SP_1870,292.036494,0.853080875,0.146858711,-5.808854444,6.29E-09,3.96E-08,218.5167161,194.2184134,207.242902,378.6994003,399.9728331,353.5686992
353,SP_0579,1243.245676,-0.778589054,0.134061594,5.807696514,6.33E-09,3.97E-08,1514.581459,1842.563483,1381.046061,951.0275901,967.676209,802.5792558
354,SP_0061,121.279991,1.167609135,0.201262961,-5.801410893,6.58E-09,4.11E-08,87.2062124,68.64616337,61.91489189,163.1402784,168.9034838,177.8689161
355,SP_1299,23878.1196,-0.740905743,0.127713258,5.801322078,6.58E-09,4.11E-08,29102.81806,34933.36282,25934.60034,19846.41603,17564.78937,15886.731
356,SP_0336,2753.785456,-0.599870886,0.103446213,5.798867516,6.68E-09,4.15E-08,3426.10154,3351.10478,3198.936081,2113.870099,2332.979369,2099.720864
357,SP_0342,1057.342331,-0.639741313,0.110381279,5.795741068,6.80E-09,4.22E-08,1318.116889,1270.791171,1281.29429,787.8873117,842.1715371,843.7927851
358,SP_1662,2795.125113,-0.783955854,0.135363902,5.791469105,6.98E-09,4.32E-08,3338.895328,3182.000817,4122.499885,1815.403622,1910.72066,2401.230368
359,SP_1010,856.6941714,-0.897963288,0.155416483,5.777786698,7.57E-09,4.67E-08,1144.706834,969.4177706,1240.017696,517.7698016,509.056333,759.1965933
360,SP_0211,14629.48319,0.580419256,0.10064777,-5.766836731,8.08E-09,4.97E-08,11553.31959,12418.25838,11105.98373,16754.77403,18682.60201,17261.9614
361,SP_0370,1942.287853,-0.73437832,0.127591353,5.755706045,8.63E-09,5.29E-08,2557.046527,2045.15338,2698.457372,1429.750702,1344.190225,1579.128914
362,SP_1602,1547.364653,0.679247977,0.118155798,-5.748748574,8.99E-09,5.50E-08,1192.820606,1279.162654,1080.070892,1790.798859,2101.91002,1839.424889
363,SP_RS05970,1455.154224,-0.735231885,0.127932387,5.747034853,9.08E-09,5.54E-08,1737.107656,1598.953318,2134.343912,1047.841985,1067.376182,1145.302289
364,SP_1082,715.510126,-0.804503971,0.140159281,5.739926496,9.47E-09,5.76E-08,893.1118994,857.2398938,984.6187669,507.0720784,432.8151771,618.2029403
365,SP_RS01765,57.0652941,1.586113968,0.276515991,-5.736065966,9.69E-09,5.88E-08,19.04503489,22.60300501,36.97694932,97.88416703,85.62468274,80.25792558
366,SP_1280,270.0825829,-1.031014401,0.1800211,5.727186443,1.02E-08,6.18E-08,356.8438117,452.8972486,290.6560203,192.5590171,158.347016,169.1923836
367,SP_1803,1752.207022,0.96480258,0.168498173,-5.725893418,1.03E-08,6.21E-08,1008.384479,898.2601622,1602.907757,2558.360497,2241.489982,2203.839254
368,SP_0182,1353.891704,0.603196232,0.1055096,-5.716979633,1.08E-08,6.53E-08,1054.493511,1057.318346,1104.148905,1673.65879,1635.079558,1598.651112
369,SP_0992,2102.495324,-0.727292527,0.127244214,5.715721819,1.09E-08,6.56E-08,2584.110524,2964.34225,2353.625821,1777.426705,1534.206644,1401.259998
370,SP_1625,711.8869645,-0.726089184,0.127097109,5.712869389,1.11E-08,6.65E-08,925.1877477,895.7487172,841.8705439,483.5370874,521.9586825,603.0190084
371,SP_0825,349.8043046,0.801723409,0.140390756,-5.710656664,1.13E-08,6.72E-08,273.6470803,253.6559451,232.1808446,440.2113086,460.9657578,438.164891
372,SP_1162,1070.86892,-0.65922681,0.115529612,5.706128497,1.16E-08,6.88E-08,1345.180886,1368.737526,1236.57798,887.3761372,799.9456661,787.3953239
373,SP_0823,456.5063094,0.769683066,0.135187311,-5.693456415,1.24E-08,7.39E-08,340.8058876,342.3936685,326.7730405,634.3749842,580.6057254,514.0845503
374,SP_1665,3385.602747,-0.554236665,0.097394105,5.690659231,1.27E-08,7.49E-08,3915.258226,4175.695889,4013.288895,2739.152018,2730.606321,2739.615135
375,SP_1864,1733.379533,0.684968738,0.120570086,-5.681083587,1.34E-08,7.91E-08,1340.169034,1145.218921,1481.65776,2038.451151,2203.955875,2190.824455
376,SP_1766,411.0688002,0.99048012,0.174723193,-5.668853134,1.44E-08,8.47E-08,276.6541911,190.8698201,344.8315507,560.0258081,543.0716179,550.9598134
377,SP_0262,1519.594759,-0.662040186,0.116835418,5.666434012,1.46E-08,8.57E-08,1814.290166,1926.278316,1854.00704,1030.190742,1258.565542,1234.236747
378,SP_2146,144.3016967,1.025104717,0.181460953,-5.649175212,1.61E-08,9.45E-08,88.20858266,97.10920672,94.59219594,193.0939033,204.0917095,188.7145818
379,SP_1695,129.21773,1.102015546,0.195255673,-5.64396172,1.66E-08,9.71E-08,85.20147189,81.20338838,76.53368581,197.3729925,185.3246558,149.6701855
380,SP_2092,2242.380908,-0.643710825,0.114110107,5.64113769,1.69E-08,9.85E-08,2504.923274,2906.579015,2821.427226,1866.217808,1778.178343,1576.959781
381,SP_1963,2823.108573,-0.592310382,0.105090339,5.636202016,1.74E-08,1.01E-07,3417.080208,3648.292439,3137.881118,2215.498469,2237.97116,2281.928046
382,SP_2057,3059.317915,-0.640671175,0.11393323,5.623216128,1.87E-08,1.09E-07,3647.625367,4159.790071,3401.019409,2225.12642,2512.439321,2409.9069
383,SP_0278,3137.578897,0.701350144,0.124795214,-5.62000836,1.91E-08,1.10E-07,2501.916163,2647.90018,1983.856328,4165.158517,3897.682476,3628.959716
384,SP_2158,97.45245917,1.218891372,0.21710672,-5.614249849,1.97E-08,1.14E-07,58.13747494,64.4604217,47.29609797,133.1866535,153.6552526,127.9788543
385,SP_1777,257.6815986,-0.95306847,0.169798659,5.612932849,1.99E-08,1.14E-07,372.8817358,370.0195635,290.6560203,187.2101555,186.4975967,138.8245199
386,SP_0287,1762.93718,0.652490008,0.116397643,-5.605697747,2.07E-08,1.19E-07,1346.183256,1471.706771,1270.975142,1971.590381,2144.135891,2373.031637
387,SP_1808,209.5411192,0.956725883,0.170675506,-5.605525402,2.08E-08,1.19E-07,132.312874,123.8979534,165.1063784,294.7222734,259.2199299,281.9873061
388,SP_1573,11779.2,-0.557344142,0.099563397,5.597881913,2.17E-08,1.24E-07,14056.23812,15069.50716,13029.64503,9547.717932,9540.700951,9431.390822
389,SP_2064,764.531489,0.733678237,0.131111516,-5.595833692,2.20E-08,1.25E-07,623.4743002,609.443987,480.7003412,993.2835966,945.3903327,934.8963763
390,SP_0286,884.4596826,-0.641298733,0.114973698,5.577786437,2.44E-08,1.38E-07,1106.616764,1021.320967,1115.327983,707.6543879,663.8845264,691.9534665
391,SP_0928,285.5883641,-0.826299421,0.148607837,5.560268151,2.69E-08,1.53E-07,390.9244004,359.1366352,351.7109831,197.3729925,216.994059,197.3911143
392,SP_1915,164.5185732,0.988161635,0.177736386,-5.559703655,2.70E-08,1.53E-07,119.2820606,98.78350339,109.2109899,236.4196821,221.6858224,201.7293805
393,SP_0121,11957.65351,-0.707446989,0.127407036,5.552652456,2.81E-08,1.59E-07,15993.81983,16776.45261,11881.63974,8983.947921,8895.583478,9214.47751
394,SP_0051,316.939592,1.01803663,0.183513122,-5.547486852,2.90E-08,1.63E-07,211.5001243,263.7017252,141.8882939,447.1648286,418.7398868,418.6426929
395,SP_1099,1033.861829,-0.63223385,0.11450978,5.521221433,3.37E-08,1.89E-07,1245.94623,1237.305237,1299.352801,787.3524255,876.186822,757.0274602
396,SP_0043,753.188176,0.951601123,0.172421561,-5.519037864,3.41E-08,1.91E-07,522.2349042,637.9070304,359.4503446,1114.702755,1034.533838,850.3001845
397,SP_1231,175.0041092,-0.987480563,0.178945521,5.518330699,3.42E-08,1.91E-07,246.5830833,200.9156001,256.2588581,115.5354103,111.4293816,119.3023218
398,SP_0797,24965.04778,0.549430232,0.099673555,-5.512296922,3.54E-08,1.97E-07,19924.11361,21212.50163,19511.79024,28992.43446,31905.16432,28244.2824
399,SP_2229,1581.922062,-0.613730839,0.111338497,5.51229679,3.54E-08,1.97E-07,1900.494008,2040.967638,1818.749949,1336.145624,1215.16673,1180.008419
400,SP_0427,13142.5159,0.652121097,0.118463731,-5.504816447,3.70E-08,2.05E-07,10330.42787,11309.03684,8893.386277,17796.19738,15630.60989,14895.43716
401,SP_RS07255,338.5184945,-0.94073161,0.171312505,5.491318971,3.99E-08,2.20E-07,413.9789163,384.2510852,541.755304,218.7684389,194.7081827,277.6490398
402,SP_2115,876.627036,0.773090246,0.141387321,-5.467889496,4.55E-08,2.51E-07,669.583332,711.5760837,545.1950202,1003.98132,1292.580827,1036.845633
403,SP_0090,64.76917746,1.372418843,0.251639058,-5.453918222,4.93E-08,2.71E-07,40.0948103,30.97448835,30.95744594,85.58178538,105.5646773,95.44185744
404,SP_1326,49.02467535,1.552070718,0.285098153,-5.443987287,5.21E-08,2.86E-07,25.05925644,15.90581834,26.65780067,66.86076983,75.068215,84.59619182
405,SP_2116,373.6536673,0.764721175,0.141001719,-5.423488317,5.84E-08,3.20E-07,264.625748,253.6559451,303.5549561,449.8392594,469.1763438,501.0697516
406,SP_1598,512.1514512,0.780421342,0.144017467,-5.418935345,6.00E-08,3.27E-07,404.957584,383.4139369,336.2322601,641.3285042,749.5092092,557.4672128
407,SP_0872,1158.605137,-0.603762261,0.111762476,5.402191179,6.58E-08,3.58E-07,1460.453465,1305.114252,1436.941449,894.8645434,945.3903327,908.8667788
408,SP_0178,261.8582603,0.81845238,0.151732764,-5.394038549,6.89E-08,3.73E-07,186.4408679,172.4525568,202.9432567,329.4898737,328.4234406,351.399566
409,SP_1557,1638.268961,-0.564391238,0.104634352,5.393938285,6.89E-08,3.73E-07,2014.764218,1898.652421,1959.778314,1270.354627,1347.709047,1338.355137
410,SP_1413,1018.683581,-0.697186058,0.12942267,5.386892888,7.17E-08,3.87E-07,1351.195107,1357.854597,1086.950324,826.9340013,706.1103974,783.0570577
411,SP_0741,423.1053003,-0.739920102,0.13792606,5.364614232,8.11E-08,4.37E-07,547.2941606,507.3118903,534.8758716,280.8152333,334.2881449,334.0465011
412,SP_0062,344.0296471,0.848013992,0.158488445,-5.350636063,8.76E-08,4.71E-07,276.6541911,239.4244235,209.8226892,378.6994003,471.5222255,488.0549528
413,SP_1984,670.844,-0.681626471,0.127484494,5.346740225,8.96E-08,4.80E-07,865.0455322,856.4027455,769.6365033,502.258103,565.3574942,466.3636216
414,SP_0613,3447.932927,-0.614832907,0.115035258,5.344734443,9.05E-08,4.84E-07,4125.75598,4714.819416,3709.733939,2747.710197,2797.46395,2592.114083
415,SP_1999,3121.884184,-0.702016867,0.131371435,5.343755812,9.10E-08,4.86E-07,3674.689364,4687.193521,3280.629341,2278.615036,2463.175805,2347.00204
416,SP_1102,1174.67736,0.601738937,0.112881432,-5.33071672,9.78E-08,5.21E-07,995.3536657,920.0260189,876.267706,1414.239003,1490.807832,1351.369936
417,SP_1690,93.25967246,1.158194815,0.217485871,-5.325379586,1.01E-07,5.35E-07,53.12562365,50.22890003,62.77482094,121.419158,126.6776128,145.3319193
418,SP_1716,643.4763891,-0.693516159,0.130286107,5.323024658,1.02E-07,5.41E-07,852.0147189,808.6852905,727.4999797,466.4207303,457.4469352,548.7906803
419,SP_0110,968.818375,0.611867482,0.115049569,-5.318294426,1.05E-07,5.54E-07,767.8156172,724.1333088,794.5744459,1100.795714,1187.01615,1238.575014
420,SP_1770,386.5034083,0.944279628,0.17810025,-5.301955647,1.15E-07,6.04E-07,207.4906433,223.5186051,346.5514088,503.3278753,463.3116395,574.8202778
421,SP_0409,862.1884318,0.61014336,0.115305744,-5.291526147,1.21E-07,6.38E-07,684.6188859,696.5074137,662.1453716,1092.237536,1061.511478,976.1099057
422,SP_1395,6630.784851,0.555120753,0.105273801,-5.273113988,1.34E-07,7.04E-07,5479.958198,5752.88335,4830.221496,7618.918444,8092.118989,8010.608626
423,SP_0927,355.8398914,-0.779705272,0.147949804,5.270066276,1.36E-07,7.14E-07,467.10454,457.0829903,423.9450236,233.7452513,245.1446396,308.0169036
424,SP_1097,616.5346444,-0.688352866,0.130826037,5.261589208,1.43E-07,7.46E-07,792.8748737,745.8991654,755.8776385,520.9791185,412.8751825,470.7018878
425,SP_0091,95.28972939,1.17656421,0.224105029,-5.250057153,1.52E-07,7.92E-07,56.13273442,56.9260867,53.31560135,115.5354103,118.4670268,171.3615168
426,SP_RS08675,1054.999313,-0.69062992,0.131669285,5.245186236,1.56E-07,8.12E-07,1465.465316,1229.770902,1218.51947,713.0032495,783.5244941,919.7124445
427,SP_1381,263.5668671,-0.90608471,0.172836845,5.242427956,1.58E-07,8.22E-07,388.9196599,300.5362518,343.1116926,167.4193677,153.6552526,227.758978
428,SP_1076,2137.837705,-0.569761003,0.10912297,5.221274687,1.78E-07,9.20E-07,2599.146078,2562.51105,2510.132909,1642.635393,1608.101918,1904.498883
429,SP_1390,583.6239792,-0.818728472,0.156907556,5.217903397,1.81E-07,9.34E-07,788.8653927,884.8657888,571.8528209,403.3041636,408.1834191,444.6722904
430,SP_1712,950.396975,-0.583717605,0.112001772,5.211681891,1.87E-07,9.64E-07,1148.716315,1164.473332,1117.90777,789.4919702,737.7798006,744.0126614
431,SP_1001,1140.824488,-0.665621511,0.128125417,5.195077825,2.05E-07,1.05E-06,1383.270955,1351.994559,1465.319108,754.7243698,867.976236,1021.661701
432,SP_0313,198.2609213,0.864378884,0.166657236,-5.186566778,2.14E-07,1.10E-06,135.3199848,154.8724418,127.2695,270.1175101,256.8740482,245.112043
433,SP_2133,642.9507826,0.893717635,0.172392672,-5.184197358,2.17E-07,1.11E-06,439.0381728,529.9148953,367.1897061,1069.237431,792.908021,659.4164696
434,SP_2094,720.9383353,0.604884582,0.116783351,-5.179544645,2.22E-07,1.14E-06,569.3463063,587.6781303,552.0744527,854.2131954,905.5103435,856.8075839
435,SP_1242,3918.291359,0.602110309,0.116319299,-5.17635779,2.26E-07,1.15E-06,3251.689115,3328.501775,2725.115172,5171.279382,4603.792873,4429.369839
436,SP_1375,684.4878071,-0.752219988,0.145809206,5.158933449,2.48E-07,1.26E-06,860.0336809,992.0207756,740.3989155,485.676632,584.124548,444.6722904
437,SP_0581,4890.938497,-0.531822213,0.103401408,5.143278239,2.70E-07,1.37E-06,6163.574713,5856.689743,5359.937794,3891.296804,4182.707105,3891.424824
438,SP_1429,1556.511069,-0.625526913,0.121643443,5.142298656,2.71E-07,1.37E-06,2027.795031,2040.967638,1615.806693,1221.1451,1246.836134,1186.515819
439,SP_0277,148.944025,0.989383017,0.192620219,-5.136444262,2.80E-07,1.41E-06,82.19436112,108.8292834,99.75177027,197.3729925,171.2493655,234.2663774
440,SP_2159,62.02972539,1.336436709,0.260717438,-5.125996624,2.96E-07,1.49E-06,30.07110773,29.30019168,41.27659459,103.7679148,96.18115047,71.58139308
441,SP_0109,134.2709581,1.002110979,0.195744794,-5.119477047,3.06E-07,1.54E-06,88.20858266,79.52909171,94.59219594,195.7683341,150.13643,197.3911143
442,SP_1025,2145.586701,0.602835578,0.117782876,-5.118193744,3.08E-07,1.55E-06,1631.858779,1539.515786,1915.921932,2557.290724,2450.273455,2778.659531
443,SP_0836,418.6465767,0.776028968,0.151671383,-5.116515423,3.11E-07,1.56E-06,297.7039665,301.3734002,324.1932534,596.3980669,573.5680803,418.6426929
444,SP_0293,161.6256429,-0.955415892,0.18676683,5.115554472,3.13E-07,1.56E-06,207.4906433,237.7501268,199.5035405,95.20973624,127.8505537,101.9492568
445,SP_1249,2822.890847,-0.698380582,0.136674534,5.109807683,3.22E-07,1.61E-06,3569.440487,4127.978434,2824.007013,2011.706843,2343.535837,2060.676468
446,SP_2075,1205.004655,0.573358326,0.112331601,-5.104158755,3.32E-07,1.65E-06,1000.365517,1002.066556,895.1861452,1431.890247,1516.612531,1383.906933
447,SP_0550,1258.310071,-0.589234041,0.115602019,5.097091255,3.45E-07,1.71E-06,1445.417911,1678.482409,1424.902443,1029.120969,995.8267897,976.1099057
448,SP_2054,382.6415468,-0.809743872,0.158933619,5.094855799,3.49E-07,1.73E-06,470.1116508,569.260867,424.8049527,257.8151285,246.3175805,327.5391017
449,SP_0205,354.3913732,0.810138546,0.159393824,-5.082621929,3.72E-07,1.84E-06,262.6210075,298.0248068,205.5230439,499.048786,431.6422363,429.4883585
450,SP_RS07515,51.42787163,1.364520056,0.26851318,-5.081761932,3.74E-07,1.84E-06,26.0616267,26.78874668,28.37765878,79.16315148,80.9329193,67.24312684
451,SP_0448,169.5230055,1.02094326,0.201117533,-5.076351361,3.85E-07,1.89E-06,98.23228524,87.90057505,142.748223,262.0942177,200.572887,225.5898449
452,SP_0826,320.5229766,0.848666867,0.167234646,-5.07470723,3.88E-07,1.90E-06,207.4906433,210.9613801,257.1187872,433.2577885,328.4234406,485.8858197
453,SP_0893,1999.435531,-0.604123308,0.119308069,5.063557856,4.12E-07,2.01E-06,2637.236147,2531.536561,2088.767672,1646.914482,1497.845478,1594.312846
454,SP_1527,308.6517986,0.730494138,0.144454817,-5.056903963,4.26E-07,2.08E-06,234.5546403,226.8671985,229.6010574,404.3739359,353.0551987,403.458761
455,SP_1597,244.2179487,0.793442179,0.156969323,-5.054759509,4.31E-07,2.10E-06,157.3721304,179.1497434,193.4840372,319.8619229,294.4081557,321.0317023
456,SP_2078,3525.655173,-0.487168452,0.096912465,5.026891583,4.98E-07,2.42E-06,4227.997746,4125.466989,4012.428966,2920.478426,2980.442724,2887.116188
457,SP_0686,171.497873,0.921046106,0.183561174,-5.017652064,5.23E-07,2.54E-06,139.3294658,93.76061339,117.8102804,228.9312759,232.2422902,216.9133124
458,SP_1075,1121.160515,-0.542912717,0.108275681,5.014170432,5.33E-07,2.58E-06,1308.093186,1325.205812,1361.267693,885.7714787,916.0668112,930.5581101
459,SP_RS10025,70.49024778,1.255265643,0.250375315,-5.013535958,5.34E-07,2.58E-06,35.08295901,39.34597169,42.13652365,79.16315148,107.9105591,119.3023218
460,SP_1358,873.4864295,0.570248466,0.114122032,-4.99683064,5.83E-07,2.81E-06,717.6971044,693.1588204,693.1028175,1044.097782,1103.737349,989.1247044
461,SP_1019,357.9494409,-0.722744697,0.144710917,4.994403411,5.90E-07,2.84E-06,460.0879482,396.8083102,484.9999865,255.6755838,276.8140428,273.3107736
462,SP_1238,1271.8094,-0.614282031,0.123130665,4.988863092,6.07E-07,2.91E-06,1731.093435,1510.215594,1394.804926,1082.609585,979.4056176,932.7272432
463,SP_0021,210.6257435,-0.818414052,0.164168389,4.98521096,6.19E-07,2.96E-06,261.6186372,268.7246152,285.4964459,165.8147092,145.4446666,136.6553868
464,SP_1013,2508.270261,-0.588498762,0.118214697,4.978219961,6.42E-07,3.06E-06,3069.257728,3114.191802,2879.902402,1832.51998,2301.309966,1852.439688
465,SP_1615,138.0290452,0.920517345,0.184991252,-4.976004731,6.49E-07,3.09E-06,94.22280421,100.4578001,87.71276351,187.7450417,188.8434784,169.1923836
466,SP_RS04045,381.825001,0.68828294,0.138685318,-4.962911349,6.94E-07,3.30E-06,312.7395203,282.9561368,274.3173682,470.1649334,441.0257631,509.7462841
467,SP_1247,2424.104793,-0.585231059,0.118159754,4.952879817,7.31E-07,3.47E-06,2893.842933,3133.446213,2733.714463,2137.40509,1956.465354,1689.754703
468,SP_1129,602.1751157,0.690085432,0.139364329,-4.951664736,7.36E-07,3.48E-06,421.9978784,411.8769802,535.7358007,699.0962093,733.0880371,811.2557883
469,SP_1845,991.2475791,-0.621125778,0.125582165,4.945971266,7.58E-07,3.58E-06,1197.832458,1343.623076,1075.771247,760.6081176,838.6527145,730.9978627
470,SP_0731,517.3804414,-0.794976878,0.161176255,4.932344894,8.12E-07,3.83E-06,574.3581576,600.2353553,800.5939493,310.7688582,410.5293008,407.7970273
471,SP_RS01365,415.9112386,0.666029125,0.135972847,-4.898250936,9.67E-07,4.55E-06,308.7300393,338.2079269,313.8741047,513.4907123,554.8010265,466.3636216
472,SP_1261,382.1228586,-0.696171652,0.14226998,4.893313785,9.92E-07,4.65E-06,471.114021,470.4773636,487.5797736,294.7222734,323.7316772,245.112043
473,SP_0847,2620.514336,-0.507578345,0.103774866,4.891149132,1.00E-06,4.69E-06,3133.409425,3185.34941,2925.478642,2045.939557,2263.775859,2169.133124
474,SP_1888,7534.570304,0.497678852,0.101791086,-4.889218411,1.01E-06,4.73E-06,6406.148316,6435.159242,5854.397,8274.688874,9328.398655,8908.629739
475,SP_0359,16030.9473,0.628200943,0.128545547,-4.886991103,1.02E-06,4.77E-06,12479.50971,10311.99318,14800.23895,20104.23116,18188.79391,20300.9169
476,SP_0095,2577.596785,-0.635904172,0.130325813,4.879341686,1.06E-06,4.94E-06,2945.966187,3724.472937,2777.570844,2100.497945,2125.368837,1791.70396
477,SP_0515,592.1176638,-0.627624925,0.128621478,4.879627668,1.06E-06,4.94E-06,746.7658418,768.5021704,649.2464358,453.5834625,485.5975158,449.0105566
478,SP_1139,301.5194648,-0.775870558,0.159035876,4.878588262,1.07E-06,4.95E-06,362.8580332,334.0221852,452.3226824,225.1870728,213.4752364,221.2515786
479,SP_0460,321.9883464,0.834756614,0.171738707,-4.860620119,1.17E-06,5.41E-06,215.5096054,215.9842701,257.9787162,449.8392594,486.7704567,305.8477704
480,SP_0627,1580.508211,0.659054302,0.135619912,-4.859568882,1.18E-06,5.43E-06,1161.747128,1422.315019,1075.771247,2096.753742,2071.413558,1655.048573
481,SP_1294,459.1785491,0.690916173,0.142432851,-4.850820358,1.23E-06,5.66E-06,301.7134475,394.2968652,346.5514088,524.7233216,578.2598437,609.5264078
482,SP_0004,1557.121912,-0.535301443,0.110405806,4.848489986,1.24E-06,5.71E-06,1707.036549,1832.517703,2001.054909,1281.587236,1266.776128,1253.758946
483,SP_1143,69.6050435,1.231855493,0.254081832,-4.848262798,1.25E-06,5.71E-06,31.07347798,46.04315836,41.27659459,115.5354103,77.41409672,106.2875231
484,SP_RS01770,51.26350288,1.334071067,0.27571609,-4.838568059,1.31E-06,5.98E-06,25.05925644,22.60300501,32.67730405,67.93054215,70.37645157,88.93445807
485,SP_1212,204.0401265,-0.807245586,0.166940358,4.835532852,1.33E-06,6.05E-06,275.6518208,274.5846535,234.7606317,153.5123275,136.0611397,149.6701855
486,SP_2077,566.4108225,-0.61207832,0.126576823,4.835627127,1.33E-06,6.05E-06,678.6046643,735.0162371,647.5265777,460.5369826,423.4316503,453.3488229
487,SP_1207,452.3360171,-0.618432042,0.12797668,4.832380719,1.35E-06,6.14E-06,560.3249739,541.634972,547.7748074,357.303954,357.7469621,349.2304329
488,SP_0216,31356.12156,0.630733419,0.130648388,-4.827716828,1.38E-06,6.27E-06,26667.05833,27261.73549,19511.79024,41384.67698,37774.56038,35536.90797
489,SP_0261,887.1214695,-0.715640651,0.148300726,4.825604491,1.40E-06,6.32E-06,1161.747128,1308.462846,853.9095506,652.0262274,684.9974619,661.5856027
490,SP_RS00470,28.81347128,1.73562366,0.360329292,-4.816770936,1.46E-06,6.60E-06,5.011851288,12.55722501,13.75886486,31.0233972,56.30116125,54.22832809
491,SP_1291,449.8880762,-0.6411086,0.133387936,4.806346221,1.54E-06,6.93E-06,565.3368252,505.6375936,581.3120405,348.2108893,364.7846073,334.0465011
492,SP_1975,4704.572693,-0.695199997,0.144787639,4.801514846,1.57E-06,7.09E-06,5768.640832,7047.951822,4718.430719,4132.530462,3186.880315,3373.002007
493,SP_0647,435.9971555,0.639461055,0.133495348,-4.790137369,1.67E-06,7.48E-06,337.7987768,319.7906635,362.0301317,564.3048974,526.6504459,505.4080178
494,SP_1738,1631.296223,-0.599097179,0.125070907,4.790060227,1.67E-06,7.48E-06,2017.771328,2196.677228,1703.519456,1306.726886,1385.243155,1177.839286
495,SP_1713,285.1702077,-0.77090206,0.161068465,4.786176225,1.70E-06,7.61E-06,371.8793655,400.1569036,317.3138209,210.2102603,235.7611127,175.699783
496,SP_1088,607.2916299,0.627694336,0.131257367,-4.782164625,1.73E-06,7.74E-06,512.2112016,429.4570952,482.4201993,690.0031446,811.6750747,717.9830639
497,SP_1246,423.3968917,-0.641395106,0.134221239,4.77864093,1.76E-06,7.87E-06,534.2633473,524.054857,500.4787094,346.6062308,337.8069675,297.1712379
498,SP_0360,15625.29884,0.665203797,0.139275321,-4.776178513,1.79E-06,7.95E-06,11965.29376,9526.748039,14529.3613,19447.39096,17402.92353,20880.07545
499,SP_0033,969.6923137,-0.541923357,0.113500998,4.774613137,1.80E-06,7.99E-06,1185.804015,1106.710097,1169.503513,815.1665058,803.4644887,737.5052621
500,SP_1907,79.57450012,-1.110912202,0.233377453,4.760152222,1.93E-06,8.55E-06,115.2725796,112.1778767,105.7712736,55.6281605,38.70704836,49.89006185
501,SP_2065,1561.351833,0.663863604,0.139450961,-4.76055238,1.93E-06,8.55E-06,1294.060002,1372.923267,937.3226689,1984.962535,1989.307698,1789.534827
