,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC10MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC10MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC10MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC10MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC10MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC10MIN.C
11,SPT_1542,1737.266065,0.445390574,0.081811745,-5.444090894,5.21E-08,9.80E-06,1484.295599,1424.34391,1446.411772,2063.597988,1906.301693,2098.645426
12,SPT_0089,5533.970129,-0.422307955,0.077937307,5.418559757,6.01E-08,1.04E-05,6231.791034,6268.127874,6678.977884,4935.753208,4616.508529,4472.662247
13,SPT_0092,1247.838283,-0.510040563,0.095358408,5.348669036,8.86E-08,1.41E-05,1537.488825,1434.490616,1499.619563,1113.617285,921.6368135,980.1765921
14,SPT_1862,5980.536311,0.487303179,0.091736052,-5.312013874,1.08E-07,1.60E-05,4559.27325,5389.169433,4696.287594,7599.105186,6765.408815,6873.973588
15,SPT_1787,485.0959369,-0.61656495,0.122510945,5.032733618,4.84E-07,6.68E-05,544.2076215,542.848792,742.1086537,356.890646,347.2489672,377.2709408
16,SPT_1012,847.4696977,0.54032905,0.113678598,-4.753129084,2.00E-06,0.000259253,610.6991542,750.8562731,628.6920482,891.4861779,1111.91022,1091.174313
17,SPT_2050,974.2502485,0.40548611,0.085603293,-4.736805022,2.17E-06,0.000264496,829.6097388,858.6650285,791.115829,1101.029856,1135.694396,1129.386643
18,SPT_1710,117.9473284,0.688701435,0.146163843,-4.711845411,2.45E-06,0.000282442,97.17993241,78.63697455,58.8086103,155.4917752,164.1108132,153.455865
19,SPT_0651,10620.53973,-0.338912713,0.073373173,4.61902763,3.86E-06,0.000420241,11665.68368,11643.34559,12502.43051,9564.22505,8961.877454,9385.676106
20,SPT_2046,1209.558852,0.425780355,0.095229559,-4.471094491,7.78E-06,0.000805829,944.1797644,1027.354022,1071.15683,1507.529783,1292.669956,1414.462755
21,SPT_0084,3352.295291,-0.427373591,0.098918038,4.320481898,1.56E-05,0.001465598,3806.384511,3826.576649,4082.997801,3204.611444,2538.96077,2654.240574
22,SPT_1385,1597.382699,0.44291098,0.102291636,-4.329884595,1.49E-05,0.001465598,1293.004574,1355.853642,1314.792502,1842.207318,2131.062155,1647.376005
23,SPT_0576,186.2967548,0.657080144,0.155082226,-4.236979069,2.27E-05,0.00203991,94.11109244,135.712198,130.2190657,283.5873805,159.3539781,314.7968139
24,SPT_0929,4123.435983,0.512863818,0.124421044,-4.122002208,3.76E-05,0.00324106,3161.928117,3518.370442,3017.44179,5314.116527,5900.854024,3827.904996
25,SPT_0744,87.97550196,0.622899992,0.15161522,-4.108426539,3.98E-05,0.003300046,62.39974608,72.29528305,43.40635522,105.8824946,118.9208792,124.9482537
26,SPT_0551,679.5878097,0.435203058,0.10771144,-4.040453431,5.33E-05,0.00424937,566.712448,618.94909,501.2733925,869.2730672,780.1209673,741.1978933
27,SPT_0927,38238.72524,0.352975193,0.088814743,-3.974286024,7.06E-05,0.005160731,35625.14028,31766.80104,32067.49507,47112.52702,42875.73377,39984.65427
28,SPT_1799,2022.959023,0.422229049,0.106389708,-3.968702001,7.23E-05,0.005160731,1621.370451,1910.117479,1524.823253,2264.996859,2634.097473,2182.348625
29,SPT_2145,438.6416365,0.438428202,0.110073032,-3.983066476,6.80E-05,0.005160731,316.090517,394.453211,376.6551469,496.8332437,528.0087035,519.8089972
30,SPT_0023,186.6610211,0.492471742,0.12782792,-3.852614843,0.000116863,0.007807211,140.143692,158.5422874,144.2211157,245.0846552,205.7331209,226.2412555
31,SPT_1374,749.0380283,0.426508387,0.110531444,-3.85870637,0.000113989,0.007807211,628.0892474,645.5841943,592.286718,810.7785422,801.5267255,1015.962742
32,SPT_0452,5040.774683,0.534058418,0.138917617,-3.844425408,0.000120835,0.007820305,4128.612708,4732.170194,2565.175573,6275.203786,5731.986376,6811.499461
33,SPT_1353,1811.135572,0.375873602,0.098558144,-3.813724429,0.000136888,0.008590765,1513.961052,1542.299372,1586.432273,2083.589788,2313.0111,1827.519847
34,SPT_0549,632.8022707,0.398714451,0.106641006,-3.738847418,0.000184866,0.011260507,505.3356485,526.3603941,571.2836429,789.3058685,645.7403738,758.787696
35,SPT_1950,3780.771558,0.292690078,0.078916161,-3.708873772,0.000208183,0.012318496,3198.754196,3583.055695,3333.888122,4279.726004,4220.502001,4068.703329
36,SPT_0933,39278.07103,0.400192728,0.108110509,-3.701700513,0.000214159,0.012320109,28915.63315,37678.52585,32533.76334,39996.92721,48547.0705,47996.50613
37,SPT_0136,3896.565677,0.327566028,0.089398648,-3.664104934,0.000248205,0.013892773,3676.470285,3517.102104,3046.846095,4310.824359,4505.912111,4322.239106
38,SPT_0087,1257.228286,-0.342401292,0.093842925,3.648663885,0.000263608,0.014366621,1424.964693,1547.372725,1292.389222,1138.051707,1052.449781,1088.141588
39,SPT_0058,215.8790614,0.483543381,0.133034251,-3.634728476,0.000278274,0.014407613,167.7632517,195.3240981,144.2211157,245.0846552,300.8698243,242.0114234
40,SPT_2200,1698.941255,-0.381102145,0.104717979,3.639319145,0.00027336,0.014407613,1846.418716,1780.746972,2234.727191,1573.428678,1371.157737,1387.168234
41,SPT_2088,1483.214655,0.486521954,0.134808497,-3.608985818,0.000307396,0.015527268,1038.290857,1444.637323,998.34617,1594.901352,2232.144902,1590.967327
42,SPT_1107,113.9174066,-0.548542947,0.154069593,3.560358257,0.000370349,0.018233435,141.1666387,149.6639193,149.8219358,64.41802116,115.3532528,63.08067177
43,SPT_1120,479.2689572,0.441051317,0.12407963,-3.554582801,0.000378579,0.018233435,359.0542766,390.6481961,418.6612971,527.9315987,684.984264,494.3341105
44,SPT_0035,39.65496488,0.561769064,0.158812651,-3.53730675,0.00040423,0.018603557,24.55071977,25.36676598,23.80348512,53.31146579,65.40648354,45.49086907
45,SPT_0967,4510.977317,0.309666408,0.087538359,-3.537493856,0.000403944,0.018603557,3929.138109,4284.446774,3744.148189,5400.747659,4760.402793,4946.980375
46,SPT_0516,218.949202,-0.439458961,0.125465986,3.502614334,0.000460716,0.020300912,262.8972908,228.3008938,287.0420265,171.7813898,193.841033,169.8325778
47,SPT_0949,525.039355,0.386624286,0.11021135,-3.508026051,0.000451445,0.020300912,415.3163427,478.1635388,439.6643722,548.6638354,596.9828134,671.4452274
48,SPT_1417,5126.304225,0.392415731,0.112851567,-3.477273222,0.000506541,0.021855149,4554.158517,4779.098711,3606.928098,5502.187532,6727.354134,5588.098356
49,SPT_0091,301.2800195,-0.467458123,0.134955451,3.463795774,0.000532611,0.022510954,358.0313299,313.2795599,424.2621171,276.1830103,190.2734067,245.650693
50,SPT_0143,365.0857436,0.405369461,0.118137607,-3.431332922,0.000600623,0.024877804,327.3429302,332.3046344,252.0369013,425.7512893,409.0878243,443.9908821
51,SPT_1517,3248.760529,0.320708985,0.093875739,-3.416313822,0.000634751,0.025775849,2952.224052,3024.986843,2572.176598,3401.567692,3935.091891,3606.5161
52,SPT_0172,1424.668385,0.495279975,0.145796686,-3.397059207,0.000681142,0.027127801,1072.048097,1292.436727,876.5283344,1959.196368,2160.792374,1187.00841
53,SPT_0321,327.9019414,0.400749842,0.118450534,-3.383267502,0.000716288,0.027234825,265.9661308,305.6695301,249.2364913,418.346919,375.7899781,352.402599
54,SPT_RS01650,202.3293104,0.410983327,0.122144205,-3.36473864,0.000766162,0.027234825,158.5567318,164.8839789,179.2262409,231.0163518,246.1662199,234.1263395
55,SPT_0692,2570.412718,0.295655552,0.08785368,-3.365317784,0.000764555,0.027234825,2216.725406,2359.109236,2273.932931,2741.838303,3133.565166,2697.305263
56,SPT_0870,4218.811817,0.433944664,0.128026017,-3.389503755,0.000700192,0.027234825,3304.117702,4337.716983,2650.588078,5395.5646,4730.672573,4894.210967
57,SPT_1343,831.3623208,0.43320279,0.1284248,-3.373201976,0.000742994,0.027234825,655.7088071,782.5647306,588.086103,787.0845574,1134.505187,1040.224539
58,SPT_RS07785,88.45370347,0.521693982,0.154832931,-3.36939938,0.000753322,0.027234825,53.19322616,73.56362135,63.00922532,92.55462811,104.6503737,143.7511462
59,SPT_1663,5187.723053,-0.295059071,0.087903804,3.356613236,0.000789034,0.027234825,5514.705428,5418.341214,6362.531552,4795.070173,4440.505628,4595.184321
60,SPT_2197,322.4163001,-0.389728309,0.116072152,3.357638343,0.000786114,0.027234825,358.0313299,386.8431812,378.0553519,305.8004913,246.1662199,259.6012261
61,SPT_1070,492.8637896,0.442320291,0.13197366,-3.351580088,0.000803518,0.027280093,291.5397972,440.1133898,462.0676523,587.1665607,563.6849672,612.6103701
62,SPT_2021,9949.451669,0.356465141,0.10654913,-3.345547179,0.000821204,0.027430858,8094.576897,9960.260663,7587.710933,10611.94344,11091.7504,12350.46768
63,SPT_1789,463.7217288,-0.444528348,0.133667541,3.325626731,0.0008822,0.02900057,466.4636756,499.7252899,702.9029136,382.8059418,324.6540001,405.7785521
64,SPT_0214,63.82786337,-0.507681693,0.153288561,3.311934628,0.000926532,0.029981994,78.76689259,76.10029795,88.21291545,41.46447339,52.32518683,46.09741399
65,SPT_0274,8979.656898,0.344753589,0.104231022,-3.307591002,0.000941021,0.029982387,7569.805262,7057.034296,8667.268994,9034.07214,10217.68194,11332.07876
66,SPT_0029,945.8641452,-0.334646574,0.101912285,3.283672578,0.001024639,0.032151926,1031.13023,1040.037405,1134.166056,838.1747121,902.6094728,729.0669949
67,SPT_0672,63.02455403,-0.502820408,0.154351761,3.25762664,0.001123481,0.034727306,86.95046584,77.36863625,75.61107038,48.86884364,51.13597804,38.21233002
68,SPT_0642,4610.391914,0.312911654,0.097242833,-3.217837702,0.001291609,0.039337086,4271.82524,4018.095732,3871.566845,5711.73121,5250.356815,4538.775643
69,SPT_RS06055,6506.918233,0.432490262,0.13524652,-3.197792165,0.00138484,0.041565285,5500.384175,5414.536199,4811.104404,8024.116038,9797.891234,5493.477348
70,SPT_0279,3462.083279,0.260695532,0.082156516,-3.173157101,0.001507909,0.044612567,3107.711944,3113.770524,3153.261676,3704.406435,4111.094793,3582.254303
71,SPT_1365,38267.97186,0.297349791,0.094105084,-3.159763295,0.001578974,0.046057104,31526.19302,37533.93529,32694.78692,38882.56949,45189.93408,43780.41239
72,SPT_0125,5931.266188,-0.220050726,0.070001119,3.143531563,0.001669224,0.048013378,6532.537351,6274.469566,6411.538727,5510.332339,5570.25398,5288.465165
73,SPT_0579,10192.57448,0.304028001,0.097224562,-3.12706991,0.001765579,0.049412364,9262.781979,9989.432444,7741.733484,11565.62633,11404.51231,11191.36034
74,SPT_0694,2436.285127,0.381558183,0.121914425,-3.129721379,0.001749722,0.049412364,1994.745981,2266.520541,1879.075119,2219.089763,3022.968748,3235.310608
75,SPT_1181,8369.040784,-0.334330772,0.107721196,3.103667484,0.00191138,0.052779578,9214.703486,9331.164867,9891.04817,6410.703761,8647.926333,6718.698089
76,SPT_1712,201.0318486,0.396392589,0.127950152,-3.098023579,0.001948159,0.05308734,157.5337852,173.762347,170.8250109,236.939848,206.9223297,260.2077711
77,SPT_0086,1884.138122,-0.298772706,0.09677583,3.087265761,0.002020069,0.054331988,2002.929554,2113.051606,2191.320836,1790.376726,1462.726814,1744.423192
78,SPT_0918,1479.40126,-0.280002062,0.091202114,3.070126889,0.002139678,0.055390926,1703.206184,1510.590914,1697.048469,1414.975154,1265.318154,1285.268687
79,SPT_1330,4046.553943,-0.246204264,0.080012581,3.077069411,0.002090466,0.055390926,4481.529304,4226.103213,4543.665248,3829.540293,3442.759452,3755.72615
80,SPT_1512,77799.21259,0.312741664,0.101765362,-3.073164176,0.002118019,0.055390926,73669.5494,74082.37171,57164.76962,85484.93539,86621.96838,89771.68101
81,SPT_2007,1764.015055,0.243708839,0.079624394,-3.060730865,0.002207975,0.056453278,1584.544372,1563.861123,1667.644163,1990.294723,1863.490176,1914.25577
82,SPT_1952,8089.31331,0.359311006,0.118514338,-3.031793549,0.002431054,0.06139894,7719.155474,6558.577345,6383.534627,8082.610563,11304.61877,8487.383078
83,SPT_0803,4102.845802,0.283182363,0.093586889,-3.025876458,0.002479136,0.061858917,3354.242088,4094.19603,3529.916823,4307.122174,4626.022199,4705.575496
84,SPT_1085,665.6566215,-0.443093835,0.146738745,3.01961037,0.002531001,0.062401216,824.4950055,810.4681732,795.316444,352.4480238,727.7957805,483.4163019
85,SPT_RS06605,528.9833047,-0.352291594,0.116818935,3.015706266,0.002563815,0.062466597,684.3513135,618.94909,509.6746226,452.4070222,487.5756046,420.9421751
86,SPT_2015,104.0577996,0.43183331,0.143711514,-3.004862291,0.002657011,0.063984536,71.60626599,87.51534264,89.61312045,121.4316721,118.9208792,135.2595174
87,SPT_1050,6877.394867,-0.429354677,0.143370759,2.994715793,0.002747007,0.065391389,8204.032189,7705.155167,8952.910815,3996.87906,7715.58664,4689.805328
88,SPT_0497,1311.602915,0.350950525,0.117446736,-2.988167561,0.002806556,0.065776446,1205.031162,1163.06622,994.145555,1442.371324,1775.488726,1289.514502
89,SPT_1905,44.74737015,0.469777089,0.157463131,-2.983410051,0.002850558,0.065776446,26.59661308,39.31848727,19.6028701,42.20491042,58.27123079,82.49010924
90,SPT_2138,5940.970137,0.234270515,0.078546729,-2.982562309,0.002858465,0.065776446,5324.43735,5413.267861,5544.811828,6464.015227,6045.937497,6853.351061
91,SPT_0865,3136.716461,0.213877962,0.072621544,-2.945103471,0.003228467,0.073474227,2889.824306,2868.981233,2916.62703,3437.108669,3263.188924,3444.568606
92,SPT_2214,797.4930141,0.311549406,0.106059532,-2.937495574,0.003308749,0.074482816,672.0759536,716.611139,712.7043486,887.0435558,788.4454288,1008.077658
93,SPT_0168,842.4676145,-0.260006248,0.088839693,2.926690095,0.003425901,0.074638062,923.7208312,943.6436946,910.1332546,747.1009581,730.1741981,800.0327506
94,SPT_1078,3841.321387,0.246130096,0.08415048,-2.924880482,0.003445885,0.074638062,3411.527101,3642.667595,3406.698782,4335.25878,4392.937276,3858.838787
95,SPT_1856,252.1609461,0.365948777,0.125169499,-2.923625798,0.003459804,0.074638062,195.3828115,243.5209534,201.629521,305.0600542,259.2475166,308.1248198
96,SPT_1973,35078.86269,0.297452996,0.101693654,-2.924990729,0.003444665,0.074638062,29510.98811,36088.02963,27421.61486,40621.85606,37984.51801,38846.16946
97,SPT_1165,500.941554,0.334070693,0.114471082,-2.918385038,0.003518496,0.075121701,412.2475028,495.920275,392.057402,563.4725759,522.0626595,619.8889091
98,SPT_2224,859.3221639,0.335148236,0.115243126,-2.908184194,0.003635341,0.07682441,720.1544465,807.9314966,694.5016835,1002.551732,1109.531803,821.2618229
99,SPT_0978,931.4461466,-0.329369326,0.113389824,2.904752075,0.003675441,0.076887257,1017.831924,1084.429246,1061.355395,701.1938625,963.2591212,760.6073308
100,SPT_0465,1628.776129,0.392004036,0.135340328,-2.896431853,0.003774326,0.077400273,1485.318546,1302.583433,1234.980816,2507.860203,1755.272176,1486.641601
101,SPT_1489,523.2530371,0.384025574,0.13271129,-2.893691813,0.003807417,0.077400273,411.2245561,542.848792,347.2508418,536.816843,677.8490112,623.5281787
102,SPT_1944,1610.184824,0.314916512,0.108843103,-2.893307,0.003812085,0.077400273,1594.773838,1435.758955,1190.174256,1672.647239,1877.760682,1889.993973
103,SPT_RS08785,427.5482578,-0.297684399,0.103899793,2.865110599,0.004168636,0.083736083,480.7849288,489.5785835,462.0676523,405.7594896,369.8439342,357.2549584
104,SPT_2004,2690.865577,0.269900366,0.094393025,-2.859325325,0.004245432,0.083736083,2508.265203,2581.068439,2146.514276,3102.431134,3027.725583,2779.188827
105,SPT_2037,386.880032,0.358253192,0.125238878,-2.860558927,0.00422895,0.083736083,273.1267574,390.6481961,320.6469466,407.2403637,463.7914287,465.8264992
106,SPT_1027,791.8617273,0.327121848,0.114987109,-2.844856704,0.004443141,0.086325321,740.6133796,719.1478156,596.487333,772.2758169,971.5835827,951.0624359
107,SPT_1229,2209.92642,0.327390281,0.115130507,-2.843644924,0.004460072,0.086325321,1966.103475,2191.688581,1583.631863,2599.674394,2688.801078,2229.659129
108,SPT_0199,1046.031675,0.306937214,0.108310459,-2.833864944,0.004598876,0.087378651,935.9961911,851.0549987,966.1414549,1001.811295,1279.58866,1241.597453
109,SPT_1240,635.8340793,0.325245081,0.114671095,-2.836330114,0.004563525,0.087378651,528.8634217,542.848792,586.685898,707.8577958,618.3885716,830.3599967
110,SPT_0135,3182.695238,0.243574981,0.086127887,-2.82806172,0.004683078,0.088169581,2862.204746,2669.85212,3144.860446,3545.952912,3355.94721,3517.353996
111,SPT_0109,799.8775371,0.318400464,0.11291108,-2.819922237,0.004803529,0.089622597,767.2099927,645.5841943,679.0994284,894.447926,787.25622,1025.667461
112,SPT_0479,737.3074502,0.368903076,0.13139399,-2.807609963,0.004991064,0.091785867,678.2136336,692.5127113,481.6705224,743.3987729,819.3648574,1008.684203
113,SPT_0541,401.1313286,-0.340141001,0.121319842,2.803671648,0.005052433,0.091785867,495.106182,485.7735686,393.457607,391.6911861,319.8971649,320.8622631
114,SPT_2235,3021.154591,0.293913636,0.104810245,-2.8042453,0.005043452,0.091785867,2698.533281,2852.492835,2458.759992,3352.698849,3823.306265,2941.136321
115,SPT_0074,2016.44316,-0.228404839,0.081679311,2.796361007,0.005168164,0.093071885,2065.3293,2172.663506,2327.140722,1810.368526,1863.490176,1859.666727
116,SPT_0222,1855.777883,-0.348409608,0.125208334,2.782639122,0.005391874,0.096263549,2118.522527,1934.215906,2336.942157,1397.945103,1987.167891,1359.873713
117,SPT_0743,54.77614371,0.437149889,0.157342523,-2.778332776,0.005463863,0.096715043,30.68839971,52.00187026,39.2057402,67.37976926,66.59569233,72.7853905
118,SPT_1153,13017.1253,-0.231168797,0.083648485,2.763574217,0.005717209,0.098669497,13226.70027,14673.40578,14529.92736,12463.77644,11019.20866,12189.73327
119,SPT_1409,240.4397726,0.374705389,0.135538405,-2.76456986,0.00569979,0.098669497,200.4975448,240.9842768,158.2231658,272.4808251,256.869099,313.5837241
120,SPT_RS08780,494.5212773,-0.283758018,0.102626994,2.764945233,0.005693235,0.098669497,588.1943278,559.3371899,499.8731875,453.1474592,431.6827914,434.8927083
121,SPT_0163,30626.0656,-0.206905837,0.074944107,2.760801935,0.005765963,0.098688512,31731.8053,33348.4189,33785.54662,28834.83906,29382.97082,26672.8129
122,SPT_1060,9642.991872,-0.228665409,0.083030198,2.754002919,0.005887124,0.099936348,11274.91805,10480.27937,9640.411474,9097.009287,8791.820596,8573.512457
123,SPT_RS06050,261.0595544,0.357194034,0.130553097,-2.736005828,0.006218992,0.104711653,245.5071977,191.5190832,221.2323911,260.6338327,348.4381759,299.026646
124,SPT_0819,3091.369255,0.233865878,0.085708203,-2.728628891,0.006359823,0.106063848,2583.963256,2828.394407,3051.04671,3341.592293,3309.568067,3433.650797
125,SPT_1286,723.4936032,-0.264814153,0.09712739,2.726462168,0.006401729,0.106063848,801.9901791,740.7095667,849.9244393,688.6064331,637.4159123,622.3150888
126,SPT_0779,4869.581131,-0.210381746,0.077349438,2.719887202,0.006530419,0.107337282,5228.280364,5201.455365,5316.578412,4316.747855,4357.261012,4797.163779
127,SPT_1057,13568.86664,-0.229302861,0.084511511,2.713273718,0.006662205,0.108641156,14508.45244,14620.13557,15070.40649,13042.79819,12988.53842,11182.86871
128,SPT_0565,8150.589403,-0.367647233,0.136212581,2.699069567,0.006953364,0.112503256,9994.188839,8131.316836,10399.32259,6224.113631,8927.390399,5227.204128
129,SPT_0079,404.7407802,0.355725509,0.132962505,-2.675382123,0.007464412,0.113304399,374.3984765,253.6676598,394.857812,507.939799,428.115165,469.4657688
130,SPT_0731,2540.276894,0.293442158,0.109183201,-2.687612709,0.007196481,0.113304399,2464.278497,2265.252202,1992.491725,2723.327377,3253.675254,2542.636308
131,SPT_1049,4541.251889,-0.243781091,0.090992258,2.679141019,0.00738113,0.113304399,4597.122276,4782.903726,5508.406498,4332.297032,3968.389738,4058.392066
132,SPT_1379,1323.508351,0.337589979,0.125366286,-2.692829069,0.007084858,0.113304399,955.4321776,1156.724529,1290.989017,1512.712842,1251.047649,1774.143894
133,SPT_1600,11343.27798,-0.208656372,0.077850244,2.680227582,0.007357212,0.113304399,11892.77783,12825.43688,11938.14789,11089.52532,10028.59774,10285.18222
134,SPT_RS08120,301.757391,0.305337172,0.114032527,-2.67763226,0.007414457,0.113304399,279.2644374,247.3259683,266.0389513,316.9070466,340.1137144,360.8942279
135,SPT_RS08360,657.9762032,0.304945001,0.113641365,-2.683397901,0.007287822,0.113304399,487.9455554,663.3409305,579.6848729,697.4916774,755.1475827,764.2466003
136,SPT_RS09270,1972.006342,0.24167486,0.089925316,-2.687506386,0.007198773,0.113304399,1921.093822,1778.210295,1674.645188,2292.393029,2026.411781,2139.283936
137,SPT_2225,275.9942298,0.348982355,0.130509535,-2.673998921,0.007495269,0.113304399,219.9335312,282.8394407,197.428906,328.754039,340.1137144,286.8957476
138,SPT_0001,2605.08829,-0.346234303,0.130407634,2.655015597,0.007930474,0.11815836,3312.301275,2627.996956,3055.247325,1908.84665,2842.209012,1883.928524
139,SPT_1786,269.5394108,-0.376441209,0.141718695,2.656256534,0.007901348,0.11815836,266.9890775,267.6193811,420.0615021,234.7185369,199.787077,228.0608902
140,SPT_1109,121.0644174,-0.387807529,0.146447255,2.648103777,0.008094467,0.119740298,140.143692,150.9322576,141.4207057,74.04370248,107.0287912,112.8173553
141,SPT_0119,11014.73522,-0.214320118,0.081255983,2.637591832,0.008349701,0.12224221,11629.88054,11355.43279,12697.059,9865.582919,9795.512817,10744.94327
142,SPT_0583,8117.064032,-0.189699698,0.071956893,2.636296395,0.008381648,0.12224221,8539.558692,8603.138683,8899.703025,7894.539559,7444.447035,7320.997195
143,SPT_0106,172.0460888,0.336093396,0.127818094,-2.629466499,0.008551896,0.12385298,151.3961052,157.2739491,131.6192707,190.2923154,203.3547034,198.3401891
144,SPT_0261,21454.17711,-0.194692815,0.074271184,2.621377566,0.008757521,0.125081562,22565.18031,22036.10961,24364.96733,20436.06189,19852.65157,19470.09196
145,SPT_0650,377.0560403,0.279506843,0.106588052,-2.622309325,0.008733612,0.125081562,323.2511436,353.8663855,327.6479717,419.0873561,441.1964617,397.2869232
146,SPT_0517,74.41751173,-0.403811324,0.15426393,2.617665215,0.008853362,0.125584331,105.3635057,83.71032774,82.61209542,45.16665852,67.78490112,61.86758193
147,SPT_0455,20203.68485,0.369900036,0.141586285,-2.612541438,0.00898718,0.1266153,18558.29825,20656.15754,10806.78224,21688.88133,25596.53003,23915.45969
148,SPT_0453,11019.69879,0.290742757,0.111891581,-2.598432818,0.009365037,0.128443651,10882.10654,10319.2004,7978.36813,12495.61523,11188.07631,13254.82616
149,SPT_0920,13011.7241,-0.187913413,0.072281487,2.5997447,0.009329314,0.128443651,14369.33169,13134.91143,14216.28144,12220.17266,11987.22462,12142.42277
150,SPT_1128,2434.865018,0.251170629,0.096603304,-2.600021093,0.009321803,0.128443651,2292.423458,2366.719266,1935.08332,2610.78095,2845.776638,2558.406476
151,SPT_2208,7010.598636,-0.345574178,0.132782619,2.602555821,0.009253175,0.128443651,7759.050393,7412.16902,9084.530086,4963.889815,7804.777299,5039.175203
152,SPT_1135,2064.057209,0.242413968,0.093803846,-2.584264693,0.009758687,0.132093075,1953.828115,1740.160146,1922.481475,2433.816501,2280.902462,2053.154557
153,SPT_RS08580,164.3599838,0.400199324,0.154817072,-2.584981861,0.009738412,0.132093075,124.7994922,87.51534264,170.8250109,149.568279,223.5712528,229.880525
154,SPT_1059,6093.668083,-0.272110868,0.105677959,2.574906533,0.010026718,0.134839822,6967.289681,6207.247636,7069.635081,5755.416994,5978.152595,4584.266512
155,SPT_0829,5114.84423,-0.176505642,0.069352926,2.54503526,0.01092667,0.142143215,5407.296029,5466.538069,5459.399323,4709.919915,4710.456024,4935.456021
156,SPT_1149,1310.610522,-0.223294384,0.087469197,2.552834491,0.010685026,0.142143215,1384.046827,1538.494357,1339.996192,1187.660988,1207.046923,1206.417848
157,SPT_1575,810.9849317,0.229664343,0.08999239,-2.552041811,0.010709367,0.142143215,707.8790866,750.8562731,764.5119339,915.9205997,850.284286,876.4574107
158,SPT_1687,4415.881747,-0.219289344,0.086154405,2.545306239,0.010918194,0.142143215,4548.020837,4550.797817,5243.767751,4197.537494,3910.118507,4045.048077
159,SPT_1933,828.329406,-0.229580123,0.090269184,2.543283461,0.01098161,0.142143215,884.8488583,909.3985605,905.9326396,709.3386698,794.3914728,766.0662351
160,SPT_2094,280.8507694,-0.286643879,0.11250224,2.547894852,0.010837513,0.142143215,298.7004238,306.9378684,336.0492017,250.2677144,240.2201759,252.929232
161,SPT_1662,4447.251465,-0.233759325,0.09202821,2.540083346,0.011082605,0.142559478,4589.96165,4573.627907,5369.786202,4275.283381,3801.900507,4072.949144
162,SPT_1328,1619.841871,0.219707998,0.086575432,-2.537763819,0.011156325,0.142621903,1493.502119,1591.764565,1370.800702,1751.874001,1790.94844,1720.161396
