,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC30MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC30MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC30MIN.C
14,SPT_2191,4925.611448,1.333269404,0.143366129,-9.299751704,1.41E-20,2.08E-18,2805.313518,2713.525404,2749.831029,7852.941938,6732.710903,6699.345899
15,SPT_0330,4707.42486,1.998266819,0.217057367,-9.206169062,3.38E-20,4.67E-18,1638.107395,1851.969331,1821.837296,10026.97001,6778.356401,6127.308728
16,SPT_0807,3322.551787,1.658055788,0.182576805,-9.081415281,1.07E-19,1.39E-17,1543.752409,1598.017213,1495.183502,6151.911866,4839.114349,4307.331385
17,SPT_1322,1078.267549,2.242895888,0.250396403,-8.957380607,3.32E-19,4.05E-17,353.8311973,343.3056403,323.6842139,1208.93588,1816.829126,2423.019239
18,SPT_0277,2041.458238,-1.68980711,0.193031339,8.754055795,2.06E-18,2.37E-16,3337.3708,2851.788223,3275.446679,730.0621293,988.294184,1065.787413
19,SPT_RS06655,931.1135834,-1.647945928,0.189834791,8.680947898,3.92E-18,4.28E-16,1451.144738,1258.473827,1572.392581,481.8116265,464.7541579,358.1045708
20,SPT_2046,511.2502046,1.404610985,0.163245797,-8.604270419,7.68E-18,7.95E-16,288.3069015,259.5954979,276.1709348,684.5250548,769.0574756,789.8453629
21,SPT_2115,9535.892679,1.354609692,0.158502624,-8.546291899,1.27E-17,1.25E-15,4789.389195,5056.468828,5936.190309,14139.99609,14596.87687,12696.43478
22,SPT_1079,15752.07268,1.684761613,0.198679868,-8.47978022,2.26E-17,2.12E-15,6644.163595,6911.259849,7967.382991,18726.02017,27260.04448,27003.56502
23,SPT_0538,1720.69638,1.23114246,0.145637601,-8.453465684,2.83E-17,2.55E-15,1038.778503,951.8501589,1049.74651,2620.585188,2361.117106,2302.100812
24,SPT_0787,2075.56989,-1.234743472,0.147690036,8.360370834,6.25E-17,5.40E-15,2884.81633,2788.770475,3118.058942,1327.919849,1136.296252,1197.557493
25,SPT_1112,328.2090274,-1.468039312,0.175800356,8.350604906,6.79E-17,5.63E-15,450.8071551,502.2608546,509.2829605,152.7695401,180.5071953,173.6264586
26,SPT_0348,281.8193852,-2.191393141,0.266521371,8.222204211,2.00E-16,1.59E-14,445.5652115,445.8270507,528.5852301,86.66733526,59.47746664,124.7940171
27,SPT_1526,3924.239548,1.050762706,0.129334571,-8.124376154,4.50E-16,3.45E-14,2564.184109,2436.999765,2595.412871,5415.973985,5431.81422,5101.052339
28,SPT_2114,19150.90506,1.201596273,0.148957362,-8.066712882,7.22E-16,5.34E-14,11339.1978,10660.34555,12325.24156,25158.49917,29476.61751,25945.52878
29,SPT_0430,921.0516001,1.319057724,0.164554055,-8.015953925,1.09E-15,7.80E-14,540.7938547,526.7155029,481.071951,1301.478967,1195.773719,1480.475607
30,SPT_1050,3148.990346,-2.344478736,0.293930134,7.976312951,1.51E-15,1.04E-13,5838.651585,5787.286589,4614.727234,562.6032103,710.9632058,1379.710251
31,SPT_RS06650,192.3603315,-1.711764436,0.217929729,7.854662347,4.01E-15,2.68E-13,329.3687936,251.1304273,317.7450541,82.26052161,76.76742787,96.88976483
32,SPT_1926,188.634327,-1.450787868,0.193374722,7.50246904,6.26E-14,4.05E-12,275.2020424,279.3473292,285.0796747,88.13627315,94.74898755,109.2916547
33,SPT_1823,1163.087136,-1.437454776,0.193727032,7.420001033,1.17E-13,7.35E-12,1695.768775,1518.069325,1939.135704,716.8416883,511.091254,597.6160694
34,SPT_0808,1466.72843,1.449299506,0.197804429,-7.326931533,2.35E-13,1.43E-11,775.8076623,776.9053668,726.0622964,2699.907834,2038.14063,1783.546791
35,SPT_1588,3062.053199,1.266119825,0.173082147,-7.315138193,2.57E-13,1.52E-11,1658.201513,1661.034961,1964.377133,4641.843719,3719.41646,4727.445405
36,SPT_RS00290,210.8330327,-1.693152401,0.232610909,7.278903668,3.37E-13,1.94E-11,334.6107372,312.2670482,340.0169036,63.16432909,107.1977596,107.7414185
37,SPT_0612,1749.165286,1.01413823,0.140132463,-7.236997115,4.59E-13,2.57E-11,1236.225048,1073.182837,1129.925169,2363.521058,2333.453168,2358.684435
38,SPT_1655,2941.529408,1.131561016,0.160558164,-7.047670371,1.82E-12,9.92E-11,1884.478747,1857.612711,1703.054098,3554.829684,4117.085568,4532.115639
39,SPT_0745,1251.135797,1.293925298,0.184817666,-7.001091004,2.54E-12,1.35E-10,650.0010144,861.5560727,607.2790986,1820.014041,1809.221543,1758.743011
40,SPT_1333,2363.341883,-0.971223271,0.139149566,6.979707538,2.96E-12,1.51E-10,3095.367734,3038.019776,3302.172898,1645.210432,1627.331151,1471.949307
41,SPT_2048,4190.074293,0.982370618,0.14077443,-6.978331324,2.99E-12,1.51E-10,2770.367227,2742.682869,2853.766327,5114.841718,6031.430076,5627.357541
42,SPT_0987,7540.040985,1.122924758,0.161791597,-6.94056293,3.91E-12,1.93E-10,4212.775392,4429.113042,5374.939699,9766.968003,10901.66636,10554.78342
43,SPT_0240,5146.847006,0.940094228,0.137674025,-6.828406668,8.59E-12,4.14E-10,3268.351875,3462.213868,3756.51863,7017.116281,6534.913747,6841.967633
44,SPT_0996,2124.535289,1.193512331,0.174919174,-6.823221877,8.90E-12,4.19E-10,1345.432207,1040.263118,1416.489633,3037.763548,2836.24524,3071.017986
45,SPT_2190,5338.021076,1.191300001,0.175306638,-6.795521357,1.08E-11,4.97E-10,3324.265941,3291.971893,2939.884145,8894.418899,6772.823613,6804.761963
46,SPT_0539,13808.6555,1.320515282,0.194446021,-6.791166391,1.11E-11,5.01E-10,7571.987623,7479.360142,7964.413411,24274.19856,19868.93185,15693.04143
47,SPT_1334,1264.757992,-1.02145682,0.150704008,6.777900822,1.22E-11,5.37E-10,1696.642433,1614.947355,1805.504606,750.6272597,840.2921158,880.5341827
48,SPT_1068,1010.051716,1.410838302,0.20914562,-6.745722437,1.52E-11,6.57E-10,484.879789,548.3484611,562.7353995,1836.172357,1465.497114,1162.677178
49,SPT_1420,481.0145039,1.117866303,0.167948948,-6.655988724,2.81E-11,1.19E-09,278.6966715,296.2774704,320.714634,696.2765579,599.6158555,694.5058343
50,SPT_0207,747.8303539,1.627614603,0.248413641,-6.552033937,5.68E-11,2.35E-09,384.4092021,294.3963436,347.4408535,1587.921855,948.8730724,923.9407974
51,SPT_0923,12588.22429,1.27649677,0.197676094,-6.457517171,1.06E-10,4.24E-09,6873.935459,7149.222389,7422.465071,22161.86588,17790.67851,14131.17842
52,SPT_1085,482.4468525,-2.105577919,0.326041558,6.458004724,1.06E-10,4.24E-09,923.4557422,782.5487472,734.9710362,92.54308681,103.0481689,258.1143335
53,SPT_0109,935.5619937,1.267517673,0.196630947,-6.446175914,1.15E-10,4.48E-09,527.6889956,556.8135317,515.2221204,1662.837687,1156.352607,1194.457021
54,SPT_1466,479.9045094,1.070588895,0.166364858,-6.435186541,1.23E-10,4.73E-09,311.895648,293.4557802,310.3211042,586.1062164,710.2716074,667.3767001
55,SPT_2169,5077.157698,1.288996645,0.202732203,-6.358124786,2.04E-10,7.69E-09,2655.044466,2828.274138,3095.787092,9201.426917,6682.224217,6000.189356
56,SPT_RS08420,2175.13415,1.447392138,0.227906102,-6.350826613,2.14E-10,7.92E-09,1167.206123,1008.283963,1167.044918,4346.587204,2726.281087,2635.401603
57,SPT_0986,6911.7071,0.926629336,0.1465143,-6.324497585,2.54E-10,9.23E-09,4866.271035,4306.8398,4981.470357,8580.066191,9799.258427,8936.336789
58,SPT_2224,659.3241999,1.267114097,0.200755186,-6.311737795,2.76E-10,9.85E-09,346.8419391,458.0543749,320.714634,1000.3467,828.5349422,1001.452609
59,SPT_1656,1689.440666,0.990257349,0.158510377,-6.247271435,4.18E-10,1.47E-08,1094.692569,1124.913824,1132.894749,1978.659332,2518.109954,2287.373568
60,SPT_1275,65.05717841,1.992527513,0.319590849,-6.234620048,4.53E-10,1.56E-08,18.34680283,30.09802874,17.81747967,101.3567141,139.0112883,83.71275681
61,SPT_0744,179.4635992,1.510445355,0.243302528,-6.208095612,5.36E-10,1.79E-08,90.86035685,111.9270444,59.39159889,262.9398816,284.2469626,267.4157509
62,SPT_1151,6433.325243,-0.913122876,0.147068061,6.208845564,5.34E-10,1.79E-08,7834.084807,9276.776796,8234.645186,4303.988005,4709.785439,4240.671227
63,SPT_0072,1771.369679,1.47393828,0.237842067,-6.197130291,5.75E-10,1.84E-08,857.9314464,730.8177603,1082.41189,3454.941907,2141.880397,2360.234671
64,SPT_0431,1231.678615,1.073057375,0.173247604,-6.193779031,5.87E-10,1.84E-08,816.8695544,861.5560727,659.2467477,1671.651314,1562.320897,1818.427106
65,SPT_1340,45498.73563,-1.104910637,0.178344617,6.195368579,5.81E-10,1.84E-08,59598.27849,61309.68454,67081.32615,26699.41501,33895.24,24408.46955
66,SPT_1416,1528.321573,1.253132679,0.202237695,-6.196335861,5.78E-10,1.84E-08,795.9017797,911.4059328,923.5393627,2704.314648,2058.196985,1776.570728
67,SPT_1189,1391.587002,-1.033491207,0.169570804,6.094747354,1.10E-09,3.39E-08,1811.965193,1700.538624,2139.58235,951.87175,937.1158987,808.4481977
68,SPT_2062,1314.765227,-0.99695596,0.163967051,6.080221328,1.20E-09,3.66E-08,1822.449081,1775.783696,1695.630148,771.1923901,830.6097375,992.9263099
69,SPT_0743,102.3205994,1.500150318,0.251440552,-5.966222669,2.43E-09,7.29E-08,44.55652115,63.01774767,43.05890919,133.6733476,165.2920294,164.3250411
70,SPT_RS05190,348.9546599,-1.89048816,0.317142525,5.961004944,2.51E-09,7.42E-08,548.6567702,723.2932532,439.4978318,71.97795641,113.4221457,196.8800021
71,SPT_0125,3820.034666,-1.362388721,0.229740618,5.930116889,3.03E-09,8.83E-08,5158.946223,5480.662921,6132.182585,2702.84571,1943.391642,1502.178914
72,SPT_0950,1374.271475,-1.284613682,0.217310025,5.911433132,3.39E-09,9.76E-08,1797.11302,1726.874399,2403.874965,947.4649364,726.1783717,644.1231566
73,SPT_1084,362.6045629,-2.08800389,0.354746111,5.885910584,3.96E-09,1.12E-07,748.7242867,697.8980414,400.8932925,58.75751543,80.22542011,189.1288209
74,SPT_0978,489.6073853,-1.46884304,0.250454609,5.864707568,4.50E-09,1.26E-07,816.8695544,727.9960701,659.2467477,183.6172357,208.8627317,341.0519722
75,SPT_1244,3110.409603,-1.159955787,0.198133886,5.854403852,4.79E-09,1.32E-07,4068.621941,4733.855583,4233.136211,2150.525065,2035.374236,1440.944582
76,SPT_1295,3128.064138,1.044379975,0.178465361,-5.852003812,4.86E-09,1.32E-07,2236.56263,1835.03919,1946.559654,4957.665365,4034.785353,3757.772639
77,SPT_1067,2683.814831,1.091012276,0.187001799,-5.834234113,5.40E-09,1.45E-07,1590.056245,1696.77637,1750.567377,4447.943918,3572.10599,3045.439088
78,SPT_0282,31266.93872,-1.17916672,0.203411931,5.796939813,6.75E-09,1.77E-07,46364.99171,41266.27853,44068.56638,13929.93797,21996.28868,19975.56903
79,SPT_1056,1892.616053,-1.44596339,0.249432591,5.797010657,6.75E-09,1.77E-07,2690.864414,3035.198086,2751.315819,700.6833715,818.8525639,1358.782062
80,SPT_1925,141.9085204,-1.516041098,0.262990577,5.764621352,8.18E-09,2.12E-07,186.9626574,255.8332443,204.9010162,47.00601235,69.15984492,87.5883474
81,SPT_1188,1446.97434,-0.997288725,0.173732634,5.740364958,9.45E-09,2.42E-07,1862.637315,1784.248766,2185.610839,887.238483,1082.351573,879.7590646
82,SPT_2189,830.2057505,1.083387403,0.189488192,-5.717440176,1.08E-08,2.73E-07,515.4577937,574.6842363,470.6784212,1349.953917,1083.73477,986.725365
83,SPT_RS09270,1823.571821,1.202077269,0.210376567,-5.713931381,1.10E-08,2.75E-07,1115.660343,1215.20791,881.9652435,2933.468958,2764.319002,2030.809471
84,SPT_1712,216.417964,1.152887391,0.202479464,-5.693848501,1.24E-08,3.06E-07,120.5647043,148.6090169,121.7527777,336.3867759,302.2285223,268.9659872
85,SPT_0949,269.8714361,-1.395261921,0.245744424,5.677695131,1.37E-08,3.33E-07,384.4092021,300.039724,510.7677504,165.9899811,135.5532961,122.4686627
86,SPT_0732,153.1119905,-1.332177006,0.235764606,5.650453775,1.60E-08,3.85E-07,262.9708405,209.7456378,197.4770663,67.57114275,80.91701856,99.9902373
87,SPT_2214,543.6480335,1.013777026,0.180060733,-5.630194919,1.80E-08,4.28E-07,338.1053664,376.2253592,345.9560635,810.853713,621.0554074,769.6922918
88,SPT_0576,122.0210194,1.681048203,0.300191039,-5.599927998,2.14E-08,5.05E-07,54.1667512,67.72056466,32.66537939,177.7414842,148.6936666,251.1382704
89,SPT_0853,1418.302239,0.806293918,0.144171476,-5.592603612,2.24E-08,5.21E-07,969.7595779,1053.431006,1046.77693,1931.65332,1694.416201,1813.776398
90,SPT_RS11195,393.3856871,1.331845835,0.238924037,-5.574348443,2.48E-08,5.72E-07,229.771864,204.1022574,204.9010162,769.7234522,449.538992,502.2765409
91,SPT_1693,2119.966141,1.120512256,0.201555496,-5.559323755,2.71E-08,6.16E-07,1251.077221,1218.029601,1437.276693,3675.28259,2664.728825,2473.401916
92,SPT_0341,24518.36827,-0.83585419,0.151146587,5.530089745,3.20E-08,7.20E-07,29082.30345,29838.43324,35866.58657,17619.90994,17675.18157,17027.79483
93,SPT_RS05000,101.8906235,1.52548364,0.276167903,-5.523754286,3.32E-08,7.39E-07,41.06189204,53.61211369,50.48285906,204.1823661,141.0860836,120.9184265
94,SPT_0283,18977.10611,-1.179946098,0.213752641,5.520147452,3.39E-08,7.46E-07,26944.46409,23898.77538,29214.72749,8275.996049,12116.80483,13411.86881
95,SPT_2233,18819.20692,-0.897436938,0.162716142,5.515352847,3.48E-08,7.59E-07,23332.76491,23622.24974,26991.9969,13843.27064,13887.29686,11237.66248
96,SPT_1899,5766.032187,0.791997134,0.14448539,-5.48150326,4.22E-08,9.10E-07,3749.737035,4334.116139,4481.096136,7522.430913,7129.688413,7379.124489
97,SPT_0920,6260.500941,-1.221322045,0.223049587,5.475562914,4.36E-08,9.31E-07,9160.296554,8490.465795,9026.038241,4760.827688,3443.468679,2681.90869
98,SPT_1114,194.5049366,-1.128725078,0.207798401,5.431827545,5.58E-08,1.18E-06,301.4117607,237.9625397,273.2013549,101.3567141,131.4037054,121.6935446
99,SPT_2047,5340.864126,0.890656293,0.164466867,-5.415414715,6.11E-08,1.28E-06,3804.777443,4118.72712,3165.572221,6733.611269,7485.170016,6737.326687
100,SPT_1366,368.0248489,-1.152792403,0.213782733,5.392355066,6.95E-08,1.44E-06,521.5733946,473.1033893,550.8570797,183.6172357,199.1803534,279.8176408
101,SPT_0349,115.1113535,-1.919011187,0.357079962,5.374177744,7.69E-08,1.58E-06,246.3713522,168.3608483,160.357317,19.09619252,29.04713487,67.43527632
102,SPT_0922,125.8962424,-1.771696133,0.332981923,5.320697643,1.03E-07,2.10E-06,249.8659813,221.972962,138.0854674,29.37875772,40.11271006,75.96157562
103,SPT_0445,3975.489639,1.147198022,0.216109005,-5.308423053,1.11E-07,2.22E-06,2392.947283,2486.849625,2314.787567,7337.34474,4561.783371,4759.225248
104,SPT_1224,4014.961959,-1.128888901,0.213012679,5.299632433,1.16E-07,2.31E-06,5931.259256,5160.871365,5657.049794,1887.585183,2323.079191,3129.926963
105,SPT_1082,967.2769221,-1.490598664,0.281625353,5.29284259,1.20E-07,2.38E-06,1540.25778,1605.541721,1251.677947,361.3587199,334.042051,710.7833148
106,SPT_1400,3820.83473,0.947798567,0.179894256,-5.268642735,1.37E-07,2.69E-06,2653.297151,2564.916387,2485.538413,4160.032093,5953.97105,5107.253283
107,SPT_0945,2054.804399,-1.127596426,0.214124892,5.266068853,1.39E-07,2.70E-06,2822.786663,2398.436665,3351.170967,1023.849706,1197.848514,1534.733875
108,SPT_0081,6215.377996,0.858638352,0.163171104,-5.262196128,1.42E-07,2.73E-06,4223.259279,4530.693889,4347.465039,9318.941948,7768.72538,7103.182439
109,SPT_0188,278.5362292,1.008820851,0.192041867,-5.253129789,1.50E-07,2.82E-06,208.8040893,171.1825385,163.3268969,339.3246516,395.594313,392.9848861
110,SPT_2232,15172.69228,-0.842248744,0.160285482,5.254678937,1.48E-07,2.82E-06,18640.35167,20390.47391,19764.03932,9686.176419,12381.68704,10173.42531
111,SPT_0172,302.8140059,0.948765857,0.18071797,-5.249980715,1.52E-07,2.84E-06,195.6992301,221.972962,191.5379064,405.4268565,365.8555797,436.3915008
112,SPT_0624,503.1478099,-0.881327588,0.168030461,5.245046542,1.56E-07,2.89E-06,677.9580473,658.3943787,635.4901081,317.2905833,394.9027145,334.8510272
113,SPT_1083,845.199969,-1.59624416,0.304569622,5.24098283,1.60E-07,2.93E-06,1342.811235,1425.894112,1170.014498,251.1883785,269.7233952,611.5681956
114,SPT_2138,7864.24729,1.226217689,0.23486052,-5.221046466,1.78E-07,3.23E-06,4236.364138,4496.833606,4840.415309,15260.7957,10011.57915,8339.495838
115,SPT_0555,333.5370874,0.914967102,0.175908753,-5.201373364,1.98E-07,3.56E-06,229.771864,205.9833842,247.9599254,475.935875,425.3330463,416.2384297
116,SPT_1187,2237.432327,-0.866356206,0.167003899,5.187640598,2.13E-07,3.80E-06,2994.897147,2712.58484,3023.032383,1367.581172,1793.314779,1533.183639
117,SPT_0280,17207.94297,-1.187629076,0.229762977,5.168931444,2.35E-07,4.17E-06,22117.50763,21455.19167,29311.23884,7396.102255,12213.62861,10753.98878
118,SPT_0788,4110.68878,-1.273340429,0.246459529,5.166529513,2.38E-07,4.19E-06,6096.380482,6109.899834,5569.447186,2783.637294,2652.971651,1451.796236
119,SPT_0347,62.52950259,-1.784959227,0.346064862,5.157874791,2.50E-07,4.35E-06,105.7125306,105.3431006,95.02655822,10.2825652,20.05635503,38.75590593
120,SPT_2147,7280.105173,-1.139306148,0.221175701,5.151136144,2.59E-07,4.47E-06,8221.988638,9535.43173,12715.74132,3613.587199,5164.857219,4429.02493
121,SPT_0329,5800.013157,-1.03590969,0.201295301,5.146218938,2.66E-07,4.55E-06,7771.181483,8049.341561,7826.327944,4572.803639,3731.865232,2848.559086
122,SPT_0040,1023.840303,-1.557861271,0.304157143,5.121896057,3.02E-07,5.13E-06,1774.39793,1644.10482,1319.978285,282.0360741,383.8371393,738.687567
123,SPT_0093,339.8157312,1.117202178,0.218402499,-5.115336056,3.13E-07,5.27E-06,186.0890001,238.9031031,197.4770663,581.6994028,437.0902199,397.6355948
124,SPT_0562,1746.038521,0.743937715,0.145576633,-5.110282468,3.22E-07,5.37E-06,1389.988728,1316.788757,1177.438448,2281.260537,2166.777941,2143.976716
125,SPT_1332,2077.293165,-0.898711794,0.176200337,5.100511211,3.39E-07,5.60E-06,2623.592804,2495.314695,3054.212973,1626.11424,1421.234813,1243.289462
126,SPT_1660,5609.704305,1.379872334,0.270596484,-5.099372733,3.41E-07,5.60E-06,2853.364668,3016.386818,2883.462126,12425.74558,6779.048,5700.218644
127,SPT_0931,130.2110692,1.082413294,0.212678202,-5.08944162,3.59E-07,5.86E-06,83.87109863,85.59126923,72.75470864,198.3066146,169.4416201,171.3011042
128,SPT_1057,6905.053456,-1.68175965,0.33231594,5.060725194,4.18E-07,6.72E-06,11045.64896,10209.81569,11643.72296,1329.388787,2502.203189,4699.541153
129,SPT_RS08125,1521.543508,0.841530045,0.166295838,-5.060439619,4.18E-07,6.72E-06,1132.259832,1048.728189,1048.26172,2273.915847,1854.175442,1771.920019
130,SPT_1181,4144.103115,-1.184985766,0.234251507,5.05860466,4.22E-07,6.73E-06,6112.106313,5949.063493,5495.207687,1684.871755,2439.959329,3183.410113
131,SPT_0432,564.277797,1.023708013,0.202834308,-5.047016061,4.49E-07,7.04E-06,399.2613758,357.4140913,334.0777437,661.0220486,693.6732446,940.2182779
132,SPT_RS10825,5355.141285,0.940760407,0.186358994,-5.048108429,4.46E-07,7.04E-06,3652.761077,3972.939794,3189.32886,8230.458974,7177.408706,5907.9503
133,SPT_1972,843.5120097,-1.555460151,0.308785211,5.03735313,4.72E-07,7.35E-06,1208.268015,1338.421716,1361.552405,195.3687388,370.6967688,586.7644158
134,SPT_1676,2375.196501,-0.848639324,0.169010697,5.021216637,5.13E-07,7.88E-06,2897.921189,2993.813296,3331.868698,1867.020053,1729.687722,1430.868047
135,SPT_1724,252.3846767,-1.539230472,0.306513504,5.021737879,5.12E-07,7.88E-06,458.6700706,378.106486,328.1385839,95.48096258,73.30943562,180.6025216
136,SPT_0237,56.83376613,1.545702779,0.308222342,-5.014895317,5.31E-07,8.08E-06,32.32531926,25.39521175,19.30226964,99.88777624,98.20697979,65.88504008
137,SPT_0340,19811.00347,-0.84827637,0.169351074,5.008981355,5.47E-07,8.27E-06,23019.9956,23931.6951,29989.78786,13462.81572,15114.19251,13347.534
138,SPT_2051,534.5694565,1.482929407,0.297028856,-4.992543239,5.96E-07,8.94E-06,211.4250611,257.7143711,302.8971543,1233.907824,673.6168896,527.8554388
139,SPT_0998,429.0667285,1.131331256,0.22668773,-4.99070353,6.02E-07,8.96E-06,269.0864414,242.6653567,270.2317749,443.6192415,596.1578633,752.6396932
140,SPT_1865,2044.070549,0.93142252,0.187253538,-4.974125073,6.55E-07,9.70E-06,1261.561109,1505.842,1377.885094,3237.5391,2581.045413,2300.550576
141,SPT_0399,4534.477651,-1.746446487,0.352300203,4.957267898,7.15E-07,1.05E-05,8775.887352,7442.678169,5760.985092,788.8196447,1417.085223,3021.410426
142,SPT_0346,32.16360337,-2.080353712,0.420389593,4.948632761,7.47E-07,1.09E-05,81.2501268,54.55267709,34.15016936,1.468937886,7.607582942,13.95212613
143,SPT_2045,2763.520173,0.902765218,0.182741226,-4.940128934,7.81E-07,1.13E-05,1700.137062,2155.771308,1833.715616,3071.549119,4058.2997,3761.64823
144,SPT_0586,22443.3412,-0.828818575,0.167899985,4.936382654,7.96E-07,1.14E-05,26692.8508,27522.76616,32510.96123,13903.49709,17118.44482,16911.52711
145,SPT_0382,333.4794734,0.842527575,0.17095009,-4.928500324,8.29E-07,1.18E-05,244.6240377,222.9135254,239.0511855,465.6533098,397.6691083,430.9656739
146,SPT_0481,991.7059006,0.74436738,0.151678345,-4.907538912,9.22E-07,1.28E-05,705.9150801,727.9960701,773.5755755,1204.529066,1363.140543,1175.079068
147,SPT_1186,1661.099087,-0.944335015,0.192387829,4.908496663,9.18E-07,1.28E-05,2261.898691,2024.092433,2338.544206,904.8657377,1339.626196,1097.567256
148,SPT_1296,3125.183395,0.696458819,0.141802363,-4.911475425,9.04E-07,1.28E-05,2486.428612,2212.205112,2408.329335,4126.246521,3870.184922,3647.705866
149,SPT_1657,177.4808144,1.099307004,0.223912063,-4.909547925,9.13E-07,1.28E-05,92.60767141,99.6997202,138.0854674,252.6573164,220.6199053,261.214806
150,SPT_1242,8009.259714,-0.767861158,0.156927024,4.893109789,9.93E-07,1.37E-05,9177.769699,10075.31512,11186.40765,6251.799642,6037.654462,5326.611711
151,SPT_RS00285,135.9763867,-1.176685751,0.24153606,4.871677335,1.11E-06,1.52E-05,193.0782583,190.9343698,188.5683265,105.7635278,61.55226198,75.96157562
152,SPT_0281,16033.0238,-0.955180938,0.196539406,4.859997084,1.17E-06,1.60E-05,21059.50867,20590.81391,22455.96354,8102.661378,12091.90729,11897.288
153,SPT_1248,945.3315521,0.889807818,0.183300318,-4.854371371,1.21E-06,1.62E-05,550.4040848,766.5591695,639.944478,1326.450911,1228.278846,1160.351824
154,SPT_1898,8196.984034,0.620106393,0.127714182,-4.855423128,1.20E-06,1.62E-05,6434.485848,6731.61224,6127.728215,10090.13434,10052.38346,9745.560105
155,SPT_1058,1535.289907,-1.535925504,0.317686394,4.834722331,1.33E-06,1.77E-05,2523.995874,2216.907929,2362.300846,364.2965957,607.9150369,1136.323162
156,SPT_1330,2241.547151,-0.82132354,0.169887774,4.834506454,1.33E-06,1.77E-05,2848.996382,2659.91329,3135.876421,1797.979972,1625.256356,1381.260487
157,SPT_1856,150.1376685,1.016969227,0.210883191,-4.822429063,1.42E-06,1.87E-05,83.87109863,101.580847,105.420088,223.2785586,199.8719518,186.8034666
158,SPT_0584,1301.172537,-1.169081093,0.243248169,4.806124946,1.54E-06,2.02E-05,1711.494606,1847.266514,1945.074864,503.8456948,812.6281779,986.725365
