,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC120MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC120MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC120MIN.C
15,SPT_2096,838.3736279,4.403009605,0.158475184,-27.78359051,6.85E-170,9.84E-168,75.58533374,73.54826856,69.98693949,1790.586667,1649.082442,1371.452117
16,SPT_2013,3023.143317,2.424231564,0.088335487,-27.44346175,8.32E-166,1.12E-163,961.9951567,931.1736145,940.9355198,4819.671931,5447.709059,5037.374618
17,SPT_0633,1304.338777,3.81030172,0.142348003,-26.76751087,7.72E-158,9.79E-156,171.7848494,208.8245482,131.2255115,2579.446527,2363.766209,2370.985016
18,SPT_1322,3149.510446,3.816659629,0.144630828,-26.38897725,1.83E-153,2.20E-151,454.6572348,307.3266936,454.9151067,6511.224243,5485.548848,5683.390552
19,SPT_2094,659.6416015,3.497906855,0.133216015,-26.25740507,5.88E-152,6.67E-150,111.0875359,97.18878346,106.9244909,1145.155872,1304.252102,1193.240825
20,SPT_2097,595.3571611,3.982793795,0.156242393,-25.49112129,2.47E-143,2.66E-141,64.13301045,78.80171632,64.15469453,1210.040449,1158.385816,996.6272798
21,SPT_0634,596.4489896,3.280211184,0.12912616,-25.40314974,2.33E-142,2.39E-140,112.2327683,114.2624887,103.0363276,1074.579665,1138.245283,1036.337405
22,SPT_1708,2789.083561,2.197144127,0.087217605,-25.1915211,4.96E-140,4.86E-138,989.4807326,936.4270622,1052.720215,4697.871058,4402.232292,4655.770004
23,SPT_0892,1337.489577,2.529618464,0.100982655,-25.05002924,1.74E-138,1.63E-136,355.0220221,395.3219435,423.8098003,2338.121433,2224.003116,2288.659147
24,SPT_1047,37626.3112,-1.902518085,0.075999093,25.0334314,2.65E-138,2.38E-136,59892.21513,61305.10857,57054.90834,16453.3628,15118.82689,15933.44546
25,SPT_2117,4020.106679,1.94874214,0.0788295,-24.72097565,6.36E-135,5.49E-133,1688.072454,1702.117072,1559.153485,6310.878882,6469.993696,6390.424482
26,SPT_1789,1851.326918,2.956919899,0.120225584,-24.59476419,1.44E-133,1.19E-131,420.3002649,413.7090107,417.0055145,3582.31166,3479.429682,2795.205374
27,SPT_0388,1427.327529,2.265198378,0.092930384,-24.37521816,3.13E-131,2.50E-129,495.8855986,471.496936,498.6569439,2247.055359,2410.150468,2440.719869
28,SPT_1788,991.1495806,2.751757962,0.113858214,-24.16828678,4.80E-129,3.69E-127,231.3369305,288.9396265,243.0102066,1696.105616,1813.868622,1673.636482
29,SPT_1776,409.5202941,3.954224632,0.163736435,-24.14993733,7.48E-129,5.56E-127,49.24499016,56.47456336,39.85367388,764.955016,765.9505791,780.6429422
30,SPT_0457,9956.322482,-2.208679591,0.095208188,23.1984205,4.72E-119,3.39E-117,15793.89905,16755.87161,16626.75833,3129.257945,3655.811927,3776.336019
31,SPT_1786,687.3787288,2.928995184,0.126913875,-23.07860492,7.59E-118,5.28E-116,130.5564855,172.050414,169.1351038,1269.233397,1196.835925,1186.461047
32,SPT_1402,15665.94427,-1.638300073,0.071827115,22.80893619,3.74E-115,2.52E-113,23360.44905,23992.49589,23838.32922,7404.810088,7450.776629,7948.804748
33,SPT_1159,1811.061839,-2.451869947,0.107673739,22.77129012,8.83E-115,5.77E-113,2991.346844,3199.349683,3004.578194,627.2175801,493.7482219,550.1305101
34,SPT_0032,888.6768375,2.295402205,0.101711324,-22.56781373,8.98E-113,5.69E-111,296.6151733,300.7598839,299.3885745,1488.930299,1536.173392,1410.193702
35,SPT_2095,508.0574829,3.926215038,0.17418512,-22.54047327,1.67E-112,1.03E-110,84.74719237,42.02758204,53.46224545,925.4589702,978.9519752,963.6969324
36,SPT_1862,13596.01006,3.710054885,0.165257919,-22.4500883,1.28E-111,7.65E-110,2358.033366,1639.075699,1607.755527,30611.86055,23265.97771,22093.35751
37,SPT_2118,3754.446811,2.144195979,0.098149816,-21.84615381,8.46E-106,4.93E-104,1280.369744,1524.813211,1328.77981,6416.743192,5782.163973,6193.810937
38,SPT_0921,12323.55345,-2.042492784,0.09412576,21.69961539,2.07E-104,1.17E-102,20275.19316,20401.76435,18894.52958,4374.586498,4736.076887,5259.170194
39,SPT_RS08125,1675.700276,2.040548971,0.094566128,-21.57801127,2.89E-103,1.60E-101,623.0063872,661.9344171,671.680211,2511.146972,2775.73166,2810.702008
40,SPT_0463,9566.614347,-1.565032052,0.07262742,21.54877661,5.44E-103,2.93E-101,14754.0281,14089.74688,14088.75974,4655.752999,4861.192321,4950.206052
41,SPT_1774,374.3099409,4.944874092,0.230558558,-21.4473674,4.83E-102,2.54E-100,19.4689496,26.26723877,19.44081653,594.2061285,801.9594111,784.5171007
42,SPT_0670,4255.454952,1.912222777,0.089906575,-21.26899818,2.20E-100,1.13E-98,1760.22209,1861.033867,1717.59614,7186.251512,6765.388183,6242.237919
43,SPT_2098,757.39196,3.965953248,0.187873894,-21.10965588,6.48E-99,3.25E-97,120.2493946,69.60818275,70.95898032,1669.92412,1261.529759,1352.081324
44,SPT_2043,2384.829612,1.908979666,0.090942806,-20.99099141,7.93E-98,3.88E-96,987.1902679,1052.002913,959.4042955,3858.924857,3929.845242,3521.610097
45,SPT_0037,3196.484661,1.854037821,0.088361773,-20.98235204,9.51E-98,4.55E-96,1355.955078,1407.923998,1377.381851,4983.590863,5370.198522,4683.857653
46,SPT_2009,2233.433009,2.174982682,0.104137534,-20.88567487,7.23E-97,3.39E-95,831.4386711,828.7313833,754.3036812,4039.918678,3584.404582,3361.801058
47,SPT_0132,2113.205317,1.825615488,0.090201898,-20.23921358,4.42E-91,2.03E-89,948.2523687,945.6205958,886.5012336,3442.297572,3370.792867,3085.767263
48,SPT_0920,12162.76217,-1.941083584,0.096080306,20.20272065,9.26E-91,4.16E-89,18978.79016,19822.57174,19174.47734,4412.151253,5238.369578,5350.212919
49,SPT_0635,631.0949446,3.145319082,0.155900731,-20.17514002,1.62E-90,7.12E-89,150.0254351,114.2624887,111.784695,1125.804332,1293.876675,990.816042
50,SPT_0036,2355.211944,1.681533762,0.083822936,-20.06054489,1.63E-89,7.04E-88,1109.730127,1178.085659,1063.412664,3533.363645,3686.327887,3560.351682
51,SPT_RS08490,1469.467529,1.927713287,0.09664071,-19.94721771,1.58E-88,6.70E-87,635.6039428,584.4460627,604.6093939,2384.792795,2166.633112,2440.719869
52,SPT_0891,5276.729298,-1.881557282,0.094879876,19.83094168,1.61E-87,6.67E-86,7973.107477,8376.622445,8583.120496,2069.476516,2177.618857,2480.429994
53,SPT_1709,1357.258145,2.266264726,0.114790103,-19.74268397,9.27E-87,3.77E-85,427.1716589,441.2896114,518.0977604,2423.495877,2062.268531,2271.225434
54,SPT_1514,8305.894944,-1.367129622,0.070878174,19.28844308,6.72E-83,2.68E-81,11655.02942,12105.25699,12173.83931,4755.92568,4538.94379,4606.374483
55,SPT_0460,6440.4868,-1.828320308,0.094815498,19.28292678,7.47E-83,2.93E-81,9742.491426,10169.36149,10280.30378,2517.976928,2877.044645,3055.742534
56,SPT_0461,5009.312053,-1.727627973,0.090053127,19.18454179,4.98E-82,1.92E-80,7547.081051,8270.240128,7295.166401,2190.139064,2300.903333,2452.342345
57,SPT_2148,372.3130374,2.818861656,0.149488251,-18.85674381,2.59E-79,9.78E-78,76.73056607,110.3224028,86.51163354,646.5691207,628.0184429,685.7260584
58,SPT_0464,11172.27533,-1.409924132,0.074948492,18.81190785,6.03E-79,2.24E-77,15604.93572,16319.83545,16813.39017,6323.400467,6033.005159,5939.085014
59,SPT_0135,3033.746896,1.847512138,0.098862156,-18.68775895,6.23E-78,2.27E-76,1225.398592,1354.076159,1358.913075,5180.521247,4701.899013,4381.673289
60,SPT_1302,20744.14957,-1.671177853,0.089859951,18.59758249,3.36E-77,1.21E-75,32293.26122,31015.04218,31518.42379,9096.3624,9691.258363,10850.54948
61,SPT_1145,1387.086018,-1.831280418,0.099282463,18.44515496,5.70E-76,2.01E-74,2180.522355,2218.268314,2105.44043,578.2695657,568.8174818,671.197964
62,SPT_2048,3124.902447,1.703258647,0.092705153,-18.37285845,2.17E-75,7.53E-74,1384.585886,1469.652009,1532.908383,5088.316847,4842.882745,4431.06881
63,SPT_1244,5806.302917,-2.379276272,0.130026085,18.29845349,8.51E-75,2.91E-73,9183.618049,9126.552112,10976.28501,1584.549676,1799.220962,2167.591693
64,SPT_1340,39467.67916,-1.686397234,0.092300039,18.27081829,1.41E-74,4.76E-73,66212.75236,58453.7998,56212.14894,18436.32655,17882.96248,19608.08482
65,SPT_1242,11693.5361,-2.001860931,0.110137206,18.17606424,7.99E-74,2.65E-72,19401.38089,18710.15418,18122.72917,4324.500157,4210.592068,5391.860123
66,SPT_1872,9253.20589,-1.989964465,0.109979733,18.09391976,3.56E-73,1.16E-71,15332.37043,14972.3261,14123.75321,3213.494063,3668.018311,4209.273234
67,SPT_1153,9010.949346,-1.829035178,0.101285458,18.05822102,6.80E-73,2.19E-71,13711.86668,13149.37973,15390.3224,3573.205052,4017.120886,4223.801329
68,SPT_0757,10557.42899,-1.29319874,0.07167876,18.04158911,9.19E-73,2.91E-71,15434.2961,14629.53863,14949.98791,6280.144082,5937.185046,6113.422148
69,SPT_2260,7343.615233,1.586612952,0.088101814,-18.00885681,1.66E-72,5.19E-71,3617.788929,3370.086735,3979.535143,11197.71204,10864.90216,11031.66639
70,SPT_0743,201.7647559,3.84354234,0.213528022,-18.00017774,1.94E-72,5.98E-71,25.19511125,26.26723877,23.32897983,347.1894046,397.3177904,391.2900107
71,SPT_1874,1907.632865,-2.157036266,0.120005619,17.97446061,3.09E-72,9.37E-71,3394.468624,2964.257895,3010.410439,595.3444544,689.0503616,792.2654178
72,SPT_1731,2036.780312,2.242210865,0.125197232,-17.90942845,9.96E-72,2.98E-70,679.1227713,815.5977639,619.1900063,3746.230592,3250.559987,3109.980754
73,SPT_1873,1921.11596,-2.298832539,0.128738038,17.85666903,2.56E-71,7.57E-70,3208.940987,3447.575089,2944.311663,563.4713287,596.2818452,766.1148478
74,SPT_0599,6132.112678,-1.428077199,0.08003549,17.84304946,3.27E-71,9.53E-70,8393.407742,9288.09563,9167.317033,3243.090537,3401.919146,3298.845982
75,SPT_1660,1904.826697,1.62225352,0.091211767,-17.78557283,9.14E-71,2.63E-69,932.2191161,973.2011965,888.4453152,3043.883501,2871.551773,2719.659283
76,SPT_2045,1972.590644,1.858162948,0.105032356,-17.69133843,4.89E-70,1.39E-68,912.7501665,848.4318124,784.4369468,3356.923128,3096.149233,2836.852578
77,SPT_2012,1388.52255,1.613754816,0.091438885,-17.64845252,1.05E-69,2.93E-68,729.5129938,638.2939022,675.5683743,2128.669464,2068.982042,2090.108523
78,SPT_1703,6633.384283,1.26503584,0.072095272,-17.5467239,6.30E-69,1.74E-67,3917.839799,3754.901783,4001.892082,9352.485731,9519.758671,9253.42763
79,SPT_2047,3872.716244,1.793191204,0.103012045,-17.40758775,7.23E-68,1.97E-66,1881.616717,1731.011035,1565.957771,6383.731741,6146.524527,5527.455671
80,SPT_0611,4040.678898,-1.655620069,0.096116156,17.22520054,1.72E-66,4.63E-65,6271.292236,6097.939481,6059.702511,1724.563764,1981.096079,2109.479315
81,SPT_1079,21351.577,1.440499614,0.083892999,-17.1706773,4.40E-66,1.17E-64,11423.69249,11044.06054,11934.71727,33607.93436,30237.04346,29862.01389
82,SPT_0772,5145.83525,1.402588296,0.081688521,-17.16995591,4.46E-66,1.17E-64,2819.561995,2934.050571,2701.301456,7491.322857,7112.6598,7816.114818
83,SPT_2042,2366.895271,2.053776569,0.120082146,-17.10309675,1.41E-65,3.65E-64,959.704692,954.8141294,821.3744982,4201.560958,3973.788223,3290.129125
84,SPT_1732,2083.353413,2.031562934,0.11944658,-17.00812982,7.15E-65,1.83E-63,896.7169139,832.6714691,708.6177624,3705.250859,3052.206252,3304.657219
85,SPT_0880,810.8482898,-1.860182526,0.109428935,16.99900056,8.35E-65,2.12E-63,1290.676835,1312.048577,1220.883278,306.2096716,359.4780009,375.7933766
86,SPT_0636,303.9251985,2.610959008,0.153866646,-16.96897327,1.39E-64,3.49E-63,89.32812169,81.4284402,81.65142941,496.3100997,577.9722696,496.8608305
87,SPT_2056,398.5692818,2.590273468,0.153120556,-16.91656255,3.40E-64,8.41E-63,129.4112532,90.62197377,112.7567358,764.955016,645.7176993,647.9530128
88,SPT_1026,3497.888232,-1.523399171,0.090137675,16.90080394,4.44E-64,1.09E-62,5281.811503,5225.867154,5081.82944,1649.434253,1796.779685,1951.607356
89,SPT_1357,2296.44236,-1.492076372,0.088525949,16.85467815,9.69E-64,2.35E-62,3295.978644,3559.210854,3323.407585,1117.83605,1227.962203,1254.258822
90,SPT_1598,5352.234141,-1.591126766,0.094427587,16.85023211,1.05E-63,2.50E-62,8034.950023,8250.539698,7857.97804,2368.856233,2745.82602,2855.254831
91,SPT_1180,967.6154693,-1.662894123,0.098825184,16.82662308,1.56E-63,3.69E-62,1488.802028,1449.95158,1475.557974,478.096885,424.1718346,489.1125134
92,SPT_0982,2781.710933,-1.417731315,0.084608269,16.75641555,5.08E-63,1.19E-61,3940.744445,4047.781495,4168.111063,1425.184048,1502.605837,1605.838707
93,SPT_1065,2518.839349,-1.833424109,0.109555011,16.73519164,7.26E-63,1.68E-61,3787.283313,4306.513797,3722.916365,1205.487146,978.9519752,1111.883496
94,SPT_1866,595.4275451,1.979033296,0.11835646,-16.72095711,9.22E-63,2.11E-61,238.2083245,262.6723877,218.7091859,984.6519179,980.1726135,888.1508412
95,SPT_0801,2775.736374,-1.772710089,0.10635545,16.66778796,2.25E-62,5.10E-61,4395.40168,4406.329304,4102.984328,1117.83605,1213.924862,1417.942019
96,SPT_1705,1692.170518,1.726103578,0.103678308,-16.64864729,3.10E-62,6.95E-61,748.9819434,777.5102677,819.4304165,2404.144336,2872.162092,2530.794055
97,SPT_2055,555.448702,1.866966003,0.112458346,-16.60140023,6.81E-62,1.51E-60,219.8846072,235.091787,256.6187781,860.574393,884.9628204,875.559826
98,SPT_1133,2385.1653,-1.656250485,0.100129236,16.5411278,1.86E-61,4.08E-60,3700.245656,3559.210854,3621.824119,1011.97174,1159.606454,1258.13298
99,SPT_0458,7205.046549,-1.8914279,0.114458962,16.52494361,2.43E-61,5.28E-60,11806.20008,10781.38815,11527.43216,2587.414809,3071.126147,3456.717941
100,SPT_1733,1473.200041,2.253523768,0.136983795,-16.45102454,8.25E-61,1.78E-59,548.5662858,516.1512419,450.0549026,2865.166332,2371.09004,2088.171443
101,SPT_1435,8538.639355,-1.09622683,0.066685715,16.43870545,1.01E-60,2.16E-59,11645.86756,11632.44669,11644.07706,5460.549422,5359.212777,5489.682626
102,SPT_2116,4673.179134,1.673350805,0.102822488,-16.27417156,1.51E-59,3.18E-58,2219.460254,2467.807083,1979.075122,6736.612775,7405.00269,7231.116882
103,SPT_0829,4688.650413,-1.331743186,0.082099319,16.22112349,3.58E-59,7.48E-58,6518.662419,6871.509663,6763.460069,2480.412172,2722.023572,2775.834581
104,SPT_1234,1722.827978,-1.588418293,0.098201531,16.1750869,7.56E-59,1.57E-57,2502.33264,2622.783791,2642.979007,783.1682307,840.4095198,945.2946794
105,SPT_2120,2105.033026,1.323608068,0.081858881,-16.16938865,8.29E-59,1.70E-57,1258.61033,1184.652469,1155.756542,2969.892317,3060.75072,3000.535775
106,SPT_1073,1009.12402,-1.615414843,0.099962356,16.16023183,9.62E-59,1.96E-57,1566.677827,1456.51839,1543.600832,532.736529,458.3497091,496.8608305
107,SPT_0744,288.101018,3.354616764,0.208754984,-16.06963675,4.17E-58,8.39E-57,68.71393976,48.59439173,31.10530644,479.2352109,589.5683342,511.3889249
108,SPT_0456,4585.460433,-1.993968047,0.124112282,16.06583989,4.43E-58,8.84E-57,7587.164182,7123.675155,7330.159871,1486.653647,1890.158521,2094.951221
109,SPT_2261,5791.649131,1.794281163,0.112673682,-15.92458094,4.28E-57,8.46E-56,2623.727267,2361.424766,2741.15513,10082.15264,7903.023146,9038.411832
110,SPT_1349,4563.398448,-1.445472716,0.090863133,15.90824208,5.56E-57,1.09E-55,6455.674641,6653.491581,6939.399459,2284.620115,2375.972593,2671.232301
111,SPT_0609,1166.8632,-1.633378308,0.102740433,15.89810614,6.53E-57,1.27E-55,1627.37514,1926.701964,1747.729406,558.9180251,548.6769487,591.7777143
112,SPT_0422,2273.059801,1.385221895,0.087285674,-15.8699799,1.02E-56,1.97E-55,1273.49835,1333.062368,1162.560828,3248.782166,3322.577651,3297.877442
113,SPT_0577,12295.94728,-1.537217045,0.09901456,15.52516164,2.34E-54,4.47E-53,19010.85667,19766.09718,16166.01098,6506.67094,6309.47975,6016.568185
114,SPT_RS02835,5110.805507,-2.219324104,0.143449892,15.47107548,5.44E-54,1.03E-52,9635.984819,8678.69569,6998.693949,1606.177868,1638.707016,2106.573696
115,SPT_2014,1702.018776,1.433402357,0.092683645,-15.46553714,5.93E-54,1.11E-52,880.6836613,872.0723273,996.3418469,2442.847417,2563.950903,2456.216503
116,SPT_1565,10336.28008,-2.09036109,0.135178518,15.46370769,6.10E-54,1.13E-52,14721.96159,16792.64575,18836.20713,3215.770715,4017.120886,4433.974429
117,SPT_0031,600.5373546,2.003105742,0.129778587,-15.43479389,9.55E-54,1.76E-52,242.7892538,262.6723877,208.9887776,1062.05808,940.5018664,886.2137619
118,SPT_0329,9295.652047,-1.309597743,0.084880526,15.42871857,1.05E-53,1.92E-52,13571.0031,13878.29561,12332.28196,5232.884239,5599.068217,5160.379152
119,SPT_0315,3404.482855,1.501051541,0.09744505,-15.40408204,1.54E-53,2.78E-52,1789.998131,1805.872666,1717.59614,5576.658666,4914.900409,4621.871117
120,SPT_1358,6036.917151,-1.336432011,0.087068395,15.34922064,3.58E-53,6.44E-52,8960.297745,8898.027134,8115.568859,3219.185692,3408.022338,3620.401139
121,SPT_0945,2807.572398,-1.395509757,0.09095776,15.34239364,3.98E-53,7.09E-52,4256.828568,4198.818118,3766.658202,1454.780521,1588.660843,1579.688137
122,SPT_2044,629.571666,1.779391689,0.116358684,-15.29229816,8.61E-53,1.52E-51,313.7936582,284.9995407,249.8144924,964.1620514,1005.806019,958.8542342
123,SPT_0133,609.4110043,1.751244145,0.115360256,-15.18065413,4.75E-52,8.26E-51,269.1295974,300.7598839,263.4230639,1010.833414,927.0748443,885.2452223
124,SPT_1772,546.9719761,1.916311785,0.12622965,-15.18115419,4.71E-52,8.26E-51,229.0464659,211.4512721,240.0940841,791.1365121,848.3436693,961.7598531
125,SPT_0459,16861.80569,-1.88215951,0.124144875,15.16099246,6.41E-52,1.10E-50,26386.15287,25182.40181,28185.2958,5811.153804,7696.735261,7909.094623
126,SPT_1444,18649.12885,-1.132891624,0.0750178,15.10163757,1.58E-51,2.70E-50,25653.20418,26645.48701,24607.21352,11211.37195,11861.55339,11915.94307
127,SPT_1875,1169.002784,-2.129714789,0.141186697,15.08438705,2.05E-51,3.48E-50,2171.360496,1909.628259,1646.63716,356.2960119,451.636198,478.4585775
128,SPT_1046,7637.881199,-1.816818248,0.120640219,15.05980562,2.98E-51,5.01E-50,10419.32373,11247.63164,14097.5081,3524.257038,3287.179139,3251.38754
129,SPT_1445,10431.66073,-1.044324799,0.069767651,14.96861061,1.18E-50,1.97E-49,14127.58602,14134.40118,13911.84831,6779.86916,6608.536152,7027.723559
130,SPT_1570,4536.352542,-1.195690075,0.080030737,14.94038564,1.80E-50,2.98E-49,6078.893204,6690.265715,6193.844145,2677.342556,2752.539531,2825.230102
131,SPT_0095,1287.824432,1.534378374,0.103778048,-14.7851921,1.83E-49,3.00E-48,606.9731346,696.0818275,671.680211,2060.369909,1914.571288,1777.270222
132,SPT_1293,1861.434577,-1.197924846,0.081094643,14.77193568,2.22E-49,3.63E-48,2571.046579,2656.931202,2558.411455,1082.547947,1141.296879,1158.373398
133,SPT_2201,517.7933382,1.85833054,0.125868389,-14.76407665,2.50E-49,4.05E-48,200.4156576,241.6585967,225.5134717,815.0413563,876.4183518,747.7125948
134,SPT_0131,3013.67761,2.035117287,0.138137609,-14.73253593,3.98E-49,6.41E-48,1273.49835,1128.177905,1106.18246,5927.263048,4442.513359,4204.430536
135,SPT_2125,637.2314688,1.81237526,0.123251055,-14.70474445,6.01E-49,9.59E-48,281.727153,317.8335891,243.9822474,982.3752661,946.6050583,1050.865499
136,SPT_1189,1476.980668,-1.65563899,0.113765074,14.55313955,5.58E-48,8.84E-47,2159.908173,2192.001076,2389.276351,605.5893877,735.4346198,779.6744026
137,SPT_1587,8655.764811,-1.333316767,0.091988543,14.49437854,1.31E-47,2.07E-46,11558.8299,13250.5086,12413.93339,4538.50543,5042.457119,5130.354423
138,SPT_1025,854.8080761,-1.59389094,0.110066551,14.48115641,1.59E-47,2.49E-46,1211.655804,1300.228319,1348.220626,379.0625302,424.7821538,464.8990227
139,SPT_1164,2588.110656,-1.674785841,0.115657075,14.48061726,1.61E-47,2.49E-46,4020.910708,3942.71254,3885.247183,1034.738258,1242.609864,1402.445385
140,SPT_1264,828.8378809,-1.478232282,0.102203029,14.46368368,2.05E-47,3.16E-46,1213.946269,1241.127032,1210.190829,401.8290486,428.4440689,477.4900379
141,SPT_1704,1399.76882,1.578920986,0.109313333,-14.44399266,2.74E-47,4.18E-46,692.8655593,681.6348462,722.2263339,1839.534681,2245.364287,2216.987214
142,SPT_0802,552.4748116,-1.73771553,0.120796068,14.38553056,6.38E-47,9.68E-46,826.8577418,819.5378497,908.8581726,227.6651833,247.1792705,284.7506514
143,SPT_1333,4271.786124,-1.566271708,0.109231703,14.33898454,1.25E-46,1.88E-45,5952.917648,6242.409294,6996.749868,1921.494147,2135.506834,2381.638952
144,SPT_1215,1080.009032,-1.438685811,0.100424577,14.32603304,1.50E-46,2.25E-45,1534.611321,1686.356729,1519.299811,553.2263955,560.8833324,625.6766013
145,SPT_1958,3969.688109,-1.054255781,0.073769082,14.29129587,2.48E-46,3.69E-45,5387.172877,5500.359799,5200.418421,2530.498513,2574.936648,2624.742399
146,SPT_1336,2258.436902,-1.536960633,0.107598753,14.28418623,2.75E-46,4.05E-45,3582.286726,3200.663044,3310.771054,1038.153236,1119.935707,1298.811645
147,SPT_0119,11336.65816,-1.113915667,0.078386718,14.21051544,7.88E-46,1.15E-44,14634.92394,16348.72941,15575.01016,7035.992491,7087.636713,7337.656241
148,SPT_0999,1580.673476,-1.762200811,0.124007008,14.21049375,7.89E-46,1.15E-44,2521.801589,2748.866538,2071.419001,661.3673576,718.3456825,762.2406892
149,SPT_1060,4879.905337,-1.132700962,0.079826795,14.1894832,1.06E-45,1.54E-44,6833.601309,6725.726488,6566.135781,2886.794525,3039.999868,3227.174049
150,SPT_0040,2330.183236,1.280726234,0.090315093,-14.18064459,1.21E-45,1.73E-44,1399.473906,1293.66151,1370.577565,3550.438534,3145.585087,3221.362811
151,SPT_2223,5943.566515,1.262698479,0.089345619,-14.13274083,2.39E-45,3.41E-44,3648.710201,3594.671626,3225.231462,8173.180082,8921.645869,8097.959851
152,SPT_1428,7256.173818,-1.539300368,0.109307393,14.08230793,4.88E-45,6.92E-44,9781.429325,11707.30832,10957.81623,3294.315203,3741.866933,4054.306893
153,SPT_1072,2712.619851,-1.71939386,0.122438536,14.04291426,8.51E-45,1.20E-43,3775.83099,4519.278431,4218.657186,1055.228125,1337.209338,1369.515038
154,SPT_1330,3599.460154,-1.647703915,0.117439522,14.03023344,1.02E-44,1.42E-43,4846.623218,5556.834362,6000.408021,1528.771706,1752.226384,1911.897231
155,SPT_1253,436.3386826,-1.659474727,0.118834652,13.96456921,2.56E-44,3.57E-43,658.5085894,669.8145887,661.9598027,207.1753168,191.0299054,229.5438924
156,SPT_0669,409.7145251,1.713550508,0.123045089,-13.92619987,4.39E-44,6.07E-43,208.4322839,174.6771378,186.6318386,653.3990762,624.966847,610.1799672
157,SPT_0025,185.0975482,2.449510201,0.176007766,-13.91705749,4.99E-44,6.85E-43,54.97115181,59.10128724,54.43428627,328.9761899,328.3517223,284.7506514
158,SPT_1117,1232.852745,-1.340463827,0.096658079,13.86809919,9.89E-44,1.35E-42,1717.848494,1816.379561,1771.058385,744.4651495,638.3938691,708.9710096
