,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC45MIN.C
562,SPT_0549,458.887867,0.666502133,0.201138646,-3.313645322,0.000920882,0.00332468,304.5342932,373.322598,379.7250846,487.9174884,612.1114754,595.7162626
563,SPT_0917,912.272651,-0.635389128,0.192943648,3.29313318,0.000990775,0.003570663,1280.862147,1124.492916,936.5551493,791.6793488,688.754875,651.2914695
564,SPT_0547,52.2557073,1.133850117,0.344754164,-3.288865615,0.00100592,0.003618816,20.90832461,37.3322598,36.0213519,74.9912093,78.71484286,65.56625532
565,SPT_1233,993.7256131,-0.600295958,0.183520915,3.270994794,0.001071699,0.003848632,1349.950524,1192.369752,1061.128991,831.548093,822.3629636,704.9933548
566,SPT_1265,329.0190871,-0.656145272,0.200863689,3.266619638,0.001088398,0.003901696,442.7110472,356.353389,414.2455468,268.6393953,236.1445286,256.020616
567,SPT_1159,1226.253631,-0.662144381,0.202874809,3.263807789,0.001099257,0.003933673,1498.126911,1480.846305,1550.419021,1205.554884,802.6842528,819.8904118
568,SPT_1060,4272.794588,-0.526501788,0.161462082,3.260838582,0.001110833,0.003968097,4890.729843,4690.289367,5589.313102,3428.712,3512.132002,3525.591215
569,SPT_1019,692.4707773,-0.579670147,0.177924885,3.257948701,0.001122207,0.004001683,834.5148692,867.6922202,793.9706314,587.5893488,572.754054,498.3035404
570,SPT_1408,289.1562415,0.659745889,0.202862621,-3.252180636,0.001145232,0.004076625,204.5379581,220.599717,243.1441253,336.0365581,382.1812765,348.437814
571,SPT_0460,7559.495984,-0.527869438,0.162465383,3.249119465,0.001157628,0.004113535,9375.110943,9437.142765,8035.763252,6547.966604,5926.39909,6034.593251
572,SPT_0106,134.1843367,0.983056142,0.302807826,-3.246468744,0.001168463,0.004144774,115.4503141,83.7147644,61.53647615,226.8721395,192.6442207,124.8881054
573,SPT_2143,167.7244657,1.218312767,0.375985698,-3.240316782,0.00119397,0.004227861,38.18041885,81.4522032,166.5987525,159.4749767,237.1802502,323.4601929
574,SPT_2059,385.6857063,-0.624521134,0.193333976,3.230270985,0.001236729,0.004371644,522.7081152,435.543031,450.2668987,293.3200465,320.0379795,292.2381666
575,SPT_1677,10185.48733,-0.524088997,0.162395196,3.227244455,0.001249886,0.004410468,13159.5177,11494.94218,11480.30503,8554.693395,8762.204876,7661.260824
576,SPT_1274,1485.220756,0.656156093,0.203971107,-3.216907058,0.001295806,0.004564566,1421.766073,1006.839734,1002.594294,2087.413535,1780.405459,1612.30544
577,SPT_1358,3924.173097,-0.566196424,0.176169752,3.213925298,0.001309337,0.004596272,5357.076388,4579.423869,4158.965254,3385.995488,3214.879898,2848.697683
578,SPT_RS07275,42.38376279,1.25481709,0.390393362,-3.214237772,0.001307913,0.004596272,20.90832461,29.4132956,19.51156561,37.02097674,69.39334831,78.05506586
579,SPT_0468,5287.958612,-0.661246617,0.206740761,3.198433695,0.001381763,0.004842137,7732.443875,6093.077311,5704.881606,4809.879209,4230.922804,3156.546863
580,SPT_0657,25845.7586,-0.626457818,0.196098703,3.194604596,0.001400225,0.004889944,35959.59116,28423.42507,30125.8573,23150.45079,21633.11741,15782.10988
581,SPT_0746,25935.10599,-0.577527164,0.180769532,3.194825791,0.001399153,0.004889944,34363.28602,34068.51527,25054.35113,21229.15702,19678.71071,21216.61578
582,SPT_0528,4364.581758,0.67803254,0.21243923,-3.191654104,0.001414606,0.004931677,4123.485236,3346.328015,2513.990184,6331.536279,4998.392522,4873.758312
583,SPT_0169,15755.61922,-0.618822352,0.194020804,3.189463908,0.001425369,0.004960677,22645.53367,19122.03598,15717.31654,14338.50907,11259.32969,11450.99038
584,SPT_0362,275.2161762,1.090831601,0.34264439,-3.183567665,0.001454721,0.005051663,82.72424085,151.5916004,273.1619185,277.1826977,319.0022579,547.634342
585,SPT_1905,33.18113637,-1.305757467,0.410200791,3.183215379,0.001456492,0.005051663,29.08984293,62.220433,55.53291751,20.88362791,14.50010263,16.85989422
586,SPT_RS02140,276.5781116,0.905136017,0.28454117,-3.181037102,0.001467488,0.005081116,113.632199,182.1361766,271.6610289,312.3051628,340.7524119,438.9816904
587,SPT_0099,236.9981975,0.755034334,0.237416295,-3.180212777,0.001471669,0.005086912,202.719843,182.1361766,136.5809593,325.5947442,246.5017447,328.4557171
588,SPT_0784,1820.525989,-0.618400841,0.194656483,3.176882849,0.001488672,0.00513356,2512.635183,2392.658469,1735.02845,1559.627302,1328.830834,1394.375696
589,SPT_1638,4027.328395,-0.572023579,0.180075275,3.176580346,0.001490225,0.00513356,5517.070524,4574.898746,4400.60849,3673.62,3049.164439,2948.608168
590,SPT_1384,738.2605072,0.755661903,0.238227288,-3.172020762,0.001513822,0.005206008,485.436754,566.7715806,574.8407407,1224.54,943.5423927,634.4315753
591,SPT_1402,17471.83851,-0.612432399,0.193305466,3.168210462,0.001533804,0.005265802,25177.25906,20852.8953,17600.93307,15897.18712,13029.37794,12273.37856
592,SPT_0098,84.97769381,0.92483412,0.292248924,-3.164542432,0.00155327,0.005323623,66.36120419,63.3517136,40.52402088,122.454,112.8936562,104.281568
593,SPT_0627,287.8758248,-0.631993149,0.19983732,3.162538151,0.001564002,0.005351367,345.4418848,381.2415622,327.1939464,221.1766046,236.1445286,216.0564223
594,SPT_1637,667.6740087,-0.664526044,0.210198497,3.161421488,0.001570011,0.005362884,979.0550263,829.2286798,658.8905618,593.2848837,478.5033869,467.0815141
595,SPT_RS07280,24.95025175,1.363929345,0.431679871,-3.159585231,0.001579939,0.005387724,12.72680628,10.1815254,15.00889662,30.37618605,38.32169981,43.08639635
596,SPT_1374,380.8322866,0.611789319,0.194040484,-3.15289525,0.001616598,0.005503486,292.7165445,305.445762,300.1779325,409.1292558,502.324984,475.1992409
597,SPT_2138,5971.62685,0.534301489,0.169608427,-3.150206022,0.001631554,0.005545096,5473.43576,4853.193774,4247.517744,7345.341488,6746.69061,7163.581724
598,SPT_1055,1000.774118,-0.542065315,0.172280374,3.146413623,0.001652861,0.005608118,1238.13644,1190.107191,1140.676143,883.7571628,812.0057474,739.9620243
599,SPT_0555,301.4686246,0.633670231,0.201653298,-3.142374748,0.001675834,0.005676573,238.173089,253.4068544,211.6254424,395.8396744,346.9667416,362.7999461
600,SPT_0638,4168.235615,-0.555552509,0.17689312,3.140611176,0.001685957,0.005701345,5425.255707,4642.775582,4859.880727,3821.703907,3356.773759,2903.024009
601,SPT_1021,713.1191174,-0.555266974,0.17690894,3.138716309,0.001696896,0.00572879,865.4228273,903.8931994,783.4644037,598.9804186,592.4327647,534.521091
602,SPT_0156,66.01209434,1.381450071,0.441537002,-3.128730014,0.001755635,0.00591725,9.999633509,28.282015,61.53647615,82.58525581,63.17901861,150.490167
603,SPT_2200,438.556999,-0.680163513,0.217590803,3.125883552,0.001772717,0.005964915,654.521466,549.8023716,423.2508848,374.0067907,320.0379795,309.7225013
604,SPT_1586,1093.149688,0.611733214,0.196170802,-3.118370357,0.001818541,0.006108974,951.7832985,955.932107,667.8958997,1415.340419,1282.223361,1285.723045
605,SPT_1253,584.6825854,-0.653670794,0.209726715,3.116774108,0.001828416,0.006131994,849.9688482,668.5868346,634.8763272,506.9026046,477.4676652,370.2932324
606,SPT_1015,564.0983745,0.590370242,0.18945273,-3.116187571,0.001832057,0.006134065,393.6219372,510.2075506,439.7606711,643.5954418,707.3978641,690.0067822
607,SPT_0772,6227.376694,-0.575427304,0.184876307,3.112498902,0.001855107,0.006201009,8661.500734,6504.86345,7270.309524,5710.722977,4662.818718,4554.044762
608,SPT_2081,13585.34095,0.611557325,0.196653847,-3.109816238,0.001872038,0.00624731,12247.73293,9621.541503,10167.02657,18458.2793,18139.62839,12877.83699
609,SPT_0102,264.0297422,0.715165928,0.230095254,-3.108129861,0.001882753,0.006272752,239.0821466,188.9238602,163.5969732,383.4993488,293.1092175,315.9669066
610,SPT_1443,14061.49671,-0.627962814,0.202685248,3.098216665,0.00194689,0.006475804,19666.55194,15495.15038,16292.15728,11579.97167,12968.27036,8366.878619
611,SPT_0207,490.5897497,0.657889537,0.213056616,-3.087862514,0.002016017,0.006694761,415.4393194,419.7051026,295.6752635,684.4134418,528.2180245,600.0873463
612,SPT_0696,1478.441398,-0.585274092,0.189731897,3.084742736,0.002037283,0.006745572,1966.291571,1898.288847,1476.875428,1329.907395,1074.043316,1125.241829
613,SPT_1787,574.4868267,0.592291272,0.192043106,-3.084157951,0.002041292,0.006745572,470.8918325,474.0065714,421.7499951,654.9865116,623.5044132,801.7816365
614,SPT_1798,2657.249943,-0.595920689,0.193207105,3.084362194,0.002039891,0.006745572,3935.310314,2987.712065,2709.10584,2209.867535,1898.477723,2203.026179
615,SPT_0551,552.8048283,0.700122395,0.22717971,-3.081799851,0.002057531,0.006777161,377.2589006,412.917419,460.7731263,584.7415814,910.399301,570.7386415
616,SPT_1715,231.3457152,0.721965238,0.234237168,-3.082197607,0.002054784,0.006777161,167.2665969,152.722881,198.1174354,303.7618605,334.5380822,231.6674355
617,SPT_0695,495.9821994,-0.585437546,0.190103088,3.079579357,0.002072931,0.006806375,645.4308901,596.1848762,550.8265061,419.5710698,348.0024632,415.8773909
618,SPT_0855,423.3019656,0.73066962,0.237264775,-3.079553719,0.00207311,0.006806375,224.5372252,312.2334456,409.7428778,472.7293953,535.4680758,585.1007737
619,SPT_RS03930,41.75616106,-1.101316651,0.357833685,3.077733305,0.002085815,0.006815006,52.72534032,69.0081166,52.53113818,25.62990698,30.03592688,20.60653739
620,SPT_1249,799.9836951,-0.782116969,0.254109522,3.077873516,0.002084834,0.006815006,1128.140471,1040.778152,890.0275698,767.9479535,618.3258051,354.6822193
621,SPT_2223,5038.053199,0.77961602,0.253255442,-3.078378149,0.002081306,0.006815006,2384.458063,3704.943965,4877.891403,4880.124139,6486.724485,7894.17714
622,SPT_1365,24747.61258,-0.857261762,0.279095983,3.071566104,0.00212939,0.006935044,36587.74995,29104.456,31050.40533,24531.618,18494.88091,8716.565314
623,SPT_1627,23.54347451,1.395608172,0.454319084,-3.071867812,0.002127239,0.006935044,9.090575917,7.9189642,18.01067595,27.5284186,36.25025658,42.46195583
624,SPT_0094,3895.462239,0.626408522,0.204096156,-3.069183338,0.002146448,0.006955394,3560.778587,3187.948731,2371.405666,5477.206046,4738.426396,4037.008006
625,SPT_1026,3373.31871,-0.614255628,0.200074931,3.070127905,0.002139671,0.006955394,4928.001205,3943.644171,3422.02843,3118.305349,2501.267704,2326.665403
626,SPT_2089,3746.799242,-0.49603089,0.16163783,3.068779688,0.00214935,0.006955394,4454.382199,4579.423869,4151.460806,2845.86893,3135.129333,3314.530317
627,SPT_2184,390.5636521,-0.645559706,0.210303067,3.069663776,0.002142999,0.006955394,511.7994241,509.07627,415.7464365,338.8843256,247.5374664,320.3379903
628,SPT_0803,3007.676308,0.541623979,0.176784681,-3.063749513,0.002185818,0.007062143,2550.815602,2615.520747,2147.773107,3455.291163,4032.064253,3244.592978
629,SPT_1177,474.0861379,0.666394211,0.217618686,-3.062210434,0.002197089,0.007087272,296.3527749,374.4538786,420.2491054,508.8011163,700.1478128,544.5121394
630,SPT_RS04535,697.0683665,-0.588445654,0.192284317,3.060289393,0.002211232,0.007121572,893.6036126,866.5609396,759.4501691,597.081907,601.7542592,463.9593114
631,SPT_1226,2300.950492,-0.632753144,0.206864136,3.058786106,0.002222358,0.00714606,2547.179372,2845.170709,3039.301566,1904.207163,2142.908025,1326.93612
632,SPT_1474,2144.994786,-0.561677222,0.18382268,3.055538201,0.00224657,0.007212484,2957.164346,2529.543422,2209.309583,1870.033953,1762.798191,1541.11922
633,SPT_0930,46.15052033,1.061490072,0.34776336,-3.052334419,0.00227069,0.007266923,29.08984293,35.0696986,21.01245527,65.49865116,66.28618346,59.94629058
634,SPT_0936,727.5971935,0.682064587,0.22342778,-3.052729546,0.002267702,0.007266923,447.2563351,546.4085298,669.3967894,822.0555349,760.2196666,1120.246305
635,SPT_RS11220,840.0670246,0.871096059,0.28600862,-3.045698622,0.002321404,0.007417525,406.3487435,461.5624848,878.0204525,844.8376744,955.9710521,1493.66174
636,SPT_0155,63.36236519,1.238203183,0.407749925,-3.036672989,0.002392048,0.007631235,15.45397906,29.4132956,61.53647615,75.94046511,67.32190508,130.5080701
637,SPT_RS06915,191.5412953,-0.770534999,0.253790841,3.036102467,0.002396579,0.007633687,189.0839791,229.6499618,313.6859394,121.5047442,136.7152534,158.6078938
638,SPT_0475,512.2687873,-0.600387176,0.19797801,3.03259527,0.002424605,0.007710854,605.4323561,670.8493958,582.345189,469.8816279,399.788544,345.3156113
639,SPT_1884,30.38631694,1.256471222,0.415456639,-3.024313743,0.002491979,0.007912715,18.18115183,9.0502448,22.51334493,38.91948837,45.57175113,48.08192057
640,SPT_1445,11947.32397,-0.541863697,0.179976066,3.010754199,0.002605997,0.008261825,16639.39016,14014.30407,11974.09773,10359.2287,9606.317994,9090.60519
641,SPT_RS09960,553.4344612,0.62245456,0.206777754,-3.010258827,0.002610252,0.008262403,377.2589006,461.5624848,460.7731263,546.7713488,701.1835344,773.0573722
642,SPT_1664,3934.924473,-0.54797017,0.182149721,3.008350309,0.002626702,0.008301523,5396.165864,4551.141854,4116.940344,3597.679535,3047.092996,2900.526247
643,SPT_RS11225,427.6382262,0.806415606,0.268163342,-3.007180624,0.00263683,0.008307653,217.2647644,278.2950276,424.7517744,472.7293953,454.6817897,718.1066059
644,SPT_1010,4407.077703,-0.466289374,0.155057209,3.007208611,0.002636588,0.008307653,4931.637435,5398.471023,5041.488376,3605.273581,3657.133028,3808.462773
645,SPT_1622,228.2895101,0.754878831,0.251133986,-3.005880816,0.002648128,0.008330312,162.7213089,165.1669676,175.6040905,201.2422326,306.5735985,358.4288624
646,SPT_0218,487.4730434,-0.625701032,0.208212277,3.005111131,0.002654838,0.008338494,730.8823037,509.07627,541.8211681,407.2307442,381.1455549,354.6822193
647,SPT_0817,1958.692847,-0.607643747,0.202295126,3.003748832,0.002666754,0.008362973,2678.992723,2492.211162,1954.15834,1870.033953,1363.009647,1393.751256
648,SPT_1894,22.99552635,1.31189615,0.437639974,-2.9976607,0.002720604,0.008518681,9.999633509,12.4440866,13.50800696,30.37618605,34.17881335,37.46643161
649,SPT_1705,915.2899779,0.762572873,0.25461784,-2.994970321,0.002744715,0.008580936,492.7092147,633.517136,884.0240111,888.5034418,1054.364606,1538.621458
650,SPT_0404,4021.540105,-0.543417838,0.181476911,2.994418593,0.002749684,0.008583245,4239.844608,4622.412531,5496.257943,2836.376372,3410.631283,3523.717893
651,SPT_0212,44.14708701,1.122701925,0.375046811,-2.993498123,0.002757992,0.008595954,26.36267016,27.1507344,25.51512426,42.71651163,56.96468891,86.17279271
652,SPT_RS02535,40.0885628,-1.084061128,0.362651693,2.98926256,0.002796517,0.008702658,49.99816754,62.220433,55.53291751,18.98511628,23.82159718,29.97314529
653,SPT_1802,8656.356744,-0.523310101,0.175317904,2.984921046,0.002836515,0.008813613,11416.85429,9223.330732,10076.97319,7957.611488,6312.723253,6950.647504
654,SPT_1227,1413.082484,-0.564138003,0.189339063,2.979511956,0.00288708,0.00895701,1688.119948,1855.300184,1532.408345,931.2199535,1265.651815,1205.794657
655,SPT_0760,1002.528274,-0.563112722,0.189525195,2.971176051,0.002966617,0.009175709,1289.952723,1152.774931,1157.18593,949.2558139,683.5762669,782.4239801
656,SPT_1544,562.2093548,-0.621907397,0.209305678,2.971287755,0.002965538,0.009175709,525.435288,812.2594708,717.4252586,442.3532093,450.5389032,425.2439988
657,SPT_0251,854.0683523,0.600659773,0.20223555,-2.970099834,0.00297703,0.009193902,613.6138744,793.0277006,615.3647615,940.7125116,1229.401559,932.2897066
658,SPT_1296,2668.054548,0.56326748,0.189802247,-2.967654431,0.003000815,0.009253273,2488.090628,2185.634119,1750.037346,3566.354093,3040.878666,2977.332432
659,SPT_0732,119.538591,-0.940662454,0.317151239,2.965974389,0.003017256,0.009289852,109.086911,157.2480034,214.6272217,63.60013953,62.14329699,110.5259733
660,SPT_1847,60.82721268,0.952118982,0.321945347,-2.957393202,0.003102522,0.009537905,32.7260733,40.7261016,48.02846919,76.88972093,70.42906993,96.16384113
661,SPT_0770,1396.159046,-0.496799459,0.168148957,2.954520019,0.003131558,0.009612605,1792.661571,1618.862539,1502.390552,1135.309953,1199.365632,1128.364032
662,SPT_0673,18.43616505,1.467908295,0.497341491,-2.951509823,0.003162245,0.009692137,12.72680628,7.9189642,3.001779325,26.57916279,37.2859782,23.10429949
663,SPT_0296,13.11186376,1.611139968,0.546308264,-2.94914076,0.003186588,0.009752017,2.727172775,3.3938418,9.005337974,18.03586046,15.53582425,29.97314529
664,SPT_1203,92.57075273,0.820852131,0.278492207,-2.947486899,0.003203683,0.009789568,54.5434555,71.2706778,72.04270379,104.4181395,120.1437075,133.0058322
665,SPT_1357,1711.762901,-0.549953712,0.18732758,2.935786135,0.003327036,0.010151212,2151.73932,2084.950146,1885.117416,1612.785628,1392.009853,1143.975045
666,SPT_RS07710,27.54311119,1.316069125,0.449163863,-2.930042316,0.003389158,0.010325229,6.363403142,15.8379284,21.01245527,29.42693023,44.53602951,48.08192057
667,SPT_0096,11769.42362,0.501164116,0.171375342,-2.924365381,0.003451593,0.010499675,8569.685917,9959.794402,10597.78191,13281.98735,12846.05521,15361.23696
668,SPT_0080,8476.977358,0.55871264,0.19129782,-2.920642997,0.003493099,0.010602555,7696.990629,7329.567007,5427.217019,10156.08795,9001.45657,11250.54497
669,SPT_1564,1319.163211,-0.58784915,0.20129088,2.920396346,0.003495865,0.010602555,1669.938796,1803.261276,1298.269558,1239.728093,974.6140412,929.167504
670,SPT_0217,334.6151072,-0.666275047,0.228486108,2.916041831,0.00354503,0.01073562,496.3454451,424.230225,318.1886084,231.6184186,241.3231367,295.9848097
671,SPT_0216,310.7236861,-0.657413846,0.225486951,2.915529441,0.003550856,0.010737238,420.893665,412.917419,312.1850498,283.8274884,234.0730853,200.4454091
672,SPT_RS05205,89.41802419,-0.835428466,0.287387974,2.906970858,0.003649472,0.011019016,139.9948691,99.5526928,108.0640557,74.04195349,51.78608083,63.06849321
673,SPT_1130,2354.367776,-0.475365803,0.163634476,2.905046745,0.003671983,0.011070509,2666.265916,2962.823891,2605.544454,2020.965628,2040.371585,1830.235184
674,SPT_0598,283.6994783,-0.640472574,0.220532584,2.904208362,0.00368183,0.01108373,379.0770157,354.0908278,307.6823808,224.0243721,256.8589609,180.4633123
675,SPT_0297,12.5475399,1.604585234,0.552884136,-2.902208852,0.003705414,0.0111382,4.545287959,3.3938418,6.003558649,10.44181395,19.67871071,31.22202634
676,SPT_0715,47.59458768,-1.01532383,0.350207063,2.89921003,0.003741042,0.01122866,64.54308901,76.9270808,54.03202784,27.5284186,23.82159718,38.71531266
677,SPT_1604,4317.879894,-0.501785664,0.173318424,2.895166319,0.003789577,0.011357535,5320.714084,4987.816165,4915.413644,3659.381163,3991.67111,3032.283198
678,SPT_0981,109.5631852,-0.722357197,0.249924069,2.890306645,0.003848662,0.011517604,139.0858115,136.8849526,136.5809593,86.38227907,76.64339963,81.80170902
679,SPT_1222,3688.226955,0.916057429,0.317185607,-2.888080066,0.003876012,0.011582369,1185.4111,2463.929147,3794.249066,3178.108465,5192.072464,6315.591489
680,SPT_0805,1336.569758,0.510154654,0.176834233,-2.884931525,0.003914988,0.011681633,1135.412932,1138.068284,1019.104081,1596.648279,1748.298089,1381.886886
681,SPT_1531,138.4926087,-0.676080081,0.234642907,2.881314806,0.003960199,0.011799183,169.0847121,177.6110542,168.0996422,105.3673953,98.39355357,112.3992948
682,SPT_1745,31.81985265,1.333242711,0.463210322,-2.878266411,0.003998673,0.011896345,8.181518325,12.4440866,28.51690358,37.02097674,31.0716485,73.68398217
683,SPT_0405,13499.31311,-0.497187344,0.172910991,2.875394685,0.004035227,0.011969995,14215.84262,15677.28655,17645.95976,9827.645442,11719.19009,11909.95417
684,SPT_0459,19059.54897,-0.45145917,0.157000453,2.87552782,0.004033526,0.011969995,21917.37854,23734.26699,20536.67325,15957.93949,16751.76143,15459.27412
685,SPT_0454,42206.31116,-0.481195094,0.167456901,2.873545915,0.004058921,0.012022701,54466.18561,48856.61527,44583.92742,37865.81442,35537.68011,31927.64414
686,SPT_0736,294.8871172,-0.616451789,0.214945723,2.867941643,0.004131517,0.012219896,414.5302618,360.8785114,300.1779325,246.8065116,207.1443233,239.7851623
687,SPT_RS00575,966.1911427,-0.555714246,0.193821468,2.867144967,0.004141932,0.012232869,1283.589319,1231.964573,945.5604873,861.924279,771.6126043,702.4955927
688,SPT_RS09355,94.07564137,1.015600793,0.354666436,-2.863537934,0.004189386,0.012355037,29.08984293,54.3014688,97.55782805,107.265907,123.2508724,152.9879291
689,SPT_0299,291.8944294,0.930799865,0.325164717,-2.862548782,0.004202486,0.012357744,101.8144503,199.1053856,285.1690358,261.9946046,359.395401,543.8876989
690,SPT_1309,96.80430064,1.042460827,0.364126109,-2.862911505,0.004197678,0.012357744,39.99853404,49.7763464,93.05515906,82.58525581,114.9650994,200.4454091
691,SPT_0325,289.9294962,-0.580258431,0.202879493,2.860113769,0.004234891,0.012424047,385.4404189,352.9595472,307.6823808,235.4154419,225.7873124,232.291876
692,SPT_1635,4209.234591,-0.5040388,0.176241355,2.859934896,0.00423728,0.012424047,5521.615812,5146.195449,4184.480379,3734.372372,3326.737832,3342.0057
693,SPT_0953,929.4116968,0.651310449,0.228029307,-2.856257635,0.004286671,0.012550731,540.8892671,701.393972,909.5391354,948.3065581,1114.436459,1361.904789
694,SPT_1229,993.7370329,-0.635908177,0.223488128,2.845377886,0.004435876,0.012968866,1361.768272,1064.535045,1220.223295,956.8498604,805.7914177,553.2543068
695,SPT_1083,522.4005999,-0.919940924,0.323471183,2.843965619,0.004455586,0.013007745,361.8049215,520.389076,1203.713509,306.6096279,333.5023605,408.3841046
696,SPT_RS04795,198.2431049,-0.619403042,0.218038648,2.84079473,0.004500127,0.013118904,251.8089529,234.1750842,238.6414563,138.5913488,156.3939641,169.8478233
697,SPT_1570,4130.775921,-0.497454097,0.175236881,2.838752282,0.00452903,0.013184221,5233.444555,5046.642756,4267.02931,3847.333814,3205.558403,3184.646687
698,SPT_2156,113.2719794,0.728480168,0.2568953,-2.835708427,0.004572417,0.013291453,90.90575917,85.9773256,75.04448312,145.2361395,126.3580372,156.1101317
699,SPT_RS11215,225.2716492,-0.612032007,0.215946831,2.834179155,0.004594357,0.013336123,270.8991623,289.6078336,259.6539116,179.4093488,197.8228288,154.2368101
700,SPT_0061,457.2141468,-0.596054388,0.21052038,2.831338177,0.004635368,0.013435946,619.9772775,592.7910344,444.26334,408.18,358.3596793,319.7135497
701,SPT_0465,1437.31615,0.680487993,0.240398952,-2.830661227,0.004645189,0.013445206,951.7832985,1505.734479,817.984866,2167.151023,1606.404227,1574.839009
702,SPT_0534,6090.490708,0.527201463,0.186557522,-2.825945886,0.004714123,0.013613522,5844.331257,4699.339612,4351.079131,7932.930837,7472.731464,6242.531947
703,SPT_1446,16566.99153,-0.503895785,0.178321791,2.825766737,0.00471676,0.013613522,23089.15377,18650.29197,16724.41351,13319.95758,13211.66494,14406.46739
704,SPT_RS08785,281.4221549,-0.710775339,0.251789325,2.822897039,0.004759185,0.013716459,438.1657592,314.4960068,301.6788221,247.7557674,234.0730853,152.3634886
705,SPT_2241,697.4997655,0.927038458,0.328784418,-2.819593654,0.00480845,0.013838786,235.4459163,408.3922966,754.9475001,626.5088372,865.8632715,1293.840772
706,SPT_1480,7405.70169,-0.513989299,0.182810105,2.811602231,0.004929542,0.014167197,9686.917697,8693.891411,7833.143148,7152.642558,5670.575851,5397.039474
707,SPT_1234,1908.671219,-0.544427537,0.193991758,2.806446742,0.005009119,0.014375534,2511.726126,2368.901576,1936.147664,1766.56507,1589.832681,1278.854199
708,SPT_1665,1196.134382,-0.525871244,0.188110047,2.795551084,0.005181131,0.014848186,1512.671833,1420.888434,1314.779344,1163.787628,901.0778064,863.6012486
709,SPT_0265,9902.205756,-0.675355819,0.241986996,2.790876495,0.005256553,0.015043082,10545.06806,11244.92916,15002.89306,4814.625488,8772.562092,9033.156661
710,SPT_1856,155.031459,0.654536139,0.234761905,-2.788084974,0.005302063,0.015151953,126.3590052,108.6029376,123.0729523,174.6630698,186.429891,211.0608981
711,SPT_0117,313.7275918,-0.588982918,0.211378983,2.78638354,0.005329977,0.015210299,380.8951309,433.2804698,321.1903877,276.2334419,227.8587556,242.9073649
712,SPT_0298,101.7722293,1.100014203,0.395184718,-2.783544388,0.00537685,0.015298171,36.36230367,38.4635404,109.5649453,87.33153488,119.1079859,219.8030655
713,SPT_0301,133.7490934,0.774071712,0.278051802,-2.783911867,0.005370763,0.015298171,92.72387435,74.6645196,124.573842,130.9973023,197.8228288,181.7121933
714,SPT_0954,498.5322585,0.764352522,0.274635744,-2.783150181,0.005383388,0.015298171,226.3553403,372.1913174,493.7926989,493.6130232,593.4684863,811.7726849
715,SPT_0023,214.6604043,-0.60944755,0.219199664,2.780330678,0.005430357,0.015410062,273.6263351,245.4878902,262.6556909,195.5466977,153.2867993,157.3590128
716,SPT_1587,5521.999329,-0.505214964,0.181833675,2.778445545,0.005461967,0.015478115,7542.450838,6515.044975,5437.723247,4951.318325,4319.994863,4365.463723
717,SPT_1555,632.6424427,-0.497879391,0.179252758,2.777527084,0.005477427,0.015500279,811.7884294,737.5949512,678.4021274,503.1055814,541.6824055,523.2811615
718,SPT_0686,1163.645227,0.482226861,0.174299715,-2.76665319,0.005663497,0.016004506,1051.779634,976.2951578,872.0168938,1463.752465,1342.295215,1275.731996
719,SPT_1644,220.6098966,0.588398554,0.213419842,-2.757000239,0.005833431,0.016461796,167.2665969,183.2674572,174.1032008,289.5230232,267.2161771,242.2829244
720,SPT_0694,1716.568525,-0.690290463,0.250465452,2.756030649,0.005850751,0.016487743,2431.729058,1722.940354,2251.334493,1795.042744,1239.758775,858.6057244
721,SPT_2013,1626.287278,0.578444878,0.210136043,-2.752716149,0.005910312,0.016632486,1177.229581,1357.53672,1353.802475,1583.358698,1752.440975,2533.355217
722,SPT_1713,907.4696511,0.510073186,0.185518661,-2.749444094,0.005969645,0.016776189,812.697487,768.1395274,652.8870031,1178.975721,1079.221924,952.896244
723,SPT_1210,1722.694833,-0.6211818,0.226161996,2.746623268,0.006021225,0.01689774,2384.458063,2114.363441,1798.065815,1520.707814,1591.904125,926.6697418
724,SPT_1708,1123.428631,1.519254885,0.554417921,-2.740270159,0.00613887,0.017204099,177.2662304,282.82015,858.5088868,1194.163814,1475.903304,2751.909402
725,SPT_1431,21.83324661,1.235738429,0.451221401,-2.738652084,0.006169162,0.017265144,13.63586388,13.5753672,7.504448312,34.1732093,25.89304041,36.21755056
726,SPT_1100,449.4756825,-0.578483351,0.211594739,2.733921245,0.006258501,0.017491045,432.7114137,528.3080402,663.3932307,341.732093,363.5382874,367.1710298
727,SPT_1035,164.9318447,0.654840009,0.239842876,-2.730287507,0.006327911,0.017660704,130.9042932,116.5219018,133.5791799,171.8153023,198.8585504,237.9118407
