,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC20MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC20MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.VNC20MIN.C
59,SPT_1189,2040.667534,-0.772012529,0.110670135,6.975798181,3.04E-12,1.11E-10,2359.435127,2397.961418,3046.554932,1460.716277,1448.594446,1530.743001
60,SPT_0277,3302.151676,-0.599660031,0.086695267,6.916871615,4.62E-12,1.66E-10,4280.325381,3701.98502,4012.038582,2668.106626,2533.70675,2616.747698
61,SPT_0651,12717.73764,-0.731616301,0.106583986,6.864223466,6.69E-12,2.36E-10,14790.5364,15221.8961,18040.2751,8606.066391,9211.262314,10436.38953
62,SPT_1590,9135.34314,0.634872501,0.093025826,-6.824690822,8.81E-12,3.06E-10,7289.613928,6740.148683,7242.053939,11703.6579,11852.41347,9984.170919
63,SPT_RS00290,317.4466058,-0.883323648,0.12997624,6.796039382,1.08E-11,3.59E-10,419.431537,469.8960167,363.2145783,215.9116376,217.9368814,218.2889841
64,SPT_0859,426.7440698,0.798055698,0.117445545,-6.79511257,1.08E-11,3.59E-10,308.9989298,333.1537896,270.5577981,557.3170428,534.1739645,556.2628941
65,SPT_0988,12370.07584,0.696834301,0.102534912,-6.79606866,1.08E-11,3.59E-10,9006.628599,8653.296751,10301.58082,13919.67518,15420.17738,16919.09634
66,SPT_0779,4132.406503,-0.635531072,0.094214875,6.745549157,1.52E-11,4.98E-10,4951.41584,5293.167299,4933.046977,3060.177217,2993.965059,3562.666629
67,SPT_0314,623.4459278,-0.705646286,0.106177373,6.645919588,3.01E-11,9.69E-10,722.0593548,826.6689182,791.2889028,465.3402441,445.0179675,490.3001793
68,SPT_2204,3963.97219,-0.768275233,0.115829477,6.63281276,3.29E-11,1.04E-09,4340.850945,4879.211284,5935.593339,2803.733431,2749.35758,3075.086561
69,SPT_RS08420,2453.302129,0.687056103,0.104737426,-6.559795557,5.39E-11,1.68E-09,1811.519499,1736.626284,2021.770944,2760.083425,3004.633298,3385.179324
70,SPT_RS06650,293.0327044,-0.858860635,0.131004471,6.555964312,5.53E-11,1.70E-09,361.0296774,361.7453462,429.9274601,210.4553868,208.0306595,187.0076967
71,SPT_0166,1176.830821,-0.608092768,0.092835864,6.550192375,5.75E-11,1.74E-09,1329.438694,1481.788497,1478.802212,929.1215595,950.9973005,890.8366642
72,SPT_0788,4847.38347,-0.722459125,0.110548786,6.535206302,6.35E-11,1.90E-09,5546.052956,5638.7522,7101.215633,3603.463901,3837.517953,3357.298176
73,SPT_0989,396.3834529,0.746224942,0.114504017,-6.517019741,7.17E-11,2.12E-09,277.14337,298.3466772,298.3548322,484.0473896,509.0274012,511.3810469
74,SPT_0240,6224.906134,0.606021728,0.093302746,-6.495218557,8.29E-11,2.41E-09,4593.571719,5163.883739,4921.928163,7861.677894,6833.007046,7975.368242
75,SPT_0482,737.953499,0.712124246,0.110674268,-6.434415687,1.24E-10,3.51E-09,543.6682201,522.1066852,589.297122,837.1447608,930.4228397,1005.081366
76,SPT_1485,2147.999385,-0.789300716,0.122651203,6.435327953,1.23E-10,3.51E-09,2308.466231,2667.716539,3296.728239,1505.925212,1485.933282,1623.226807
77,SPT_1655,3510.692149,0.661995698,0.104002652,-6.365180939,1.95E-10,5.46E-09,2809.660372,2841.752101,2399.810607,4075.819324,4122.512336,4814.598154
78,SPT_0996,2457.786117,0.772017536,0.121375732,-6.36055927,2.01E-10,5.55E-09,1666.045776,1521.568054,2151.490436,3214.511167,2965.00841,3228.092859
79,SPT_1676,3628.89425,-0.574068562,0.090406458,6.349862334,2.16E-10,5.88E-09,3992.563491,4385.696156,4718.083247,2987.687028,2909.381164,2779.954415
80,SPT_0997,711.5453307,0.801467194,0.127369565,-6.292454494,3.12E-10,8.42E-09,509.6889563,432.602682,580.031444,865.2054791,854.2211329,1027.52229
81,SPT_1588,3524.75228,0.694305462,0.110540556,-6.281002054,3.36E-10,8.95E-09,2669.495909,2494.924088,2794.52849,4064.906823,4007.447759,5117.210609
82,SPT_2138,8155.444197,0.617412706,0.098619931,-6.260526627,3.84E-10,1.01E-08,6328.637874,6163.345107,6623.106648,9123.63075,9429.961213,11263.98359
83,SPT_0282,46258.00733,-0.450521573,0.07246391,6.217185535,5.06E-10,1.31E-08,54980.57246,52497.82719,53222.05454,38454.87595,40649.80048,37742.91339
84,SPT_0705,21004.38772,-0.568692765,0.0920071,6.180966095,6.37E-10,1.63E-08,24031.83429,23479.8835,28173.22058,16948.67382,16217.24723,17175.46689
85,SPT_1950,4812.655983,0.570116896,0.092441253,-6.167342777,6.94E-10,1.76E-08,3576.31751,4094.808145,3858.228327,5829.614214,5347.073764,6169.893934
86,SPT_1823,1672.611835,-0.749171112,0.12194182,6.143676642,8.06E-10,2.02E-08,2152.373989,1908.175623,2309.006962,1275.203751,1370.868705,1020.041982
87,SPT_2137,5088.049485,0.574608497,0.09389587,-6.119635463,9.38E-10,2.32E-08,4140.160918,4087.349478,3930.500615,6004.214239,6785.761988,5580.309669
88,SPT_1656,2084.317785,0.602889571,0.098582829,-6.115563738,9.62E-10,2.36E-08,1694.71578,1633.448058,1586.284077,2446.738738,2328.724159,2815.995898
89,SPT_0656,9855.847387,-0.552258575,0.091049066,6.065505129,1.32E-09,3.19E-08,10956.18886,11449.05374,12938.59278,8194.509191,8111.671686,7485.068063
90,SPT_1800,18410.73444,-0.418726468,0.069057045,6.063486613,1.33E-09,3.19E-08,20571.25865,21273.3612,21494.51987,15631.37899,16006.93052,15486.9574
91,SPT_1523,1995.140142,0.550835088,0.091065749,-6.048762483,1.46E-09,3.46E-08,1541.809093,1587.452945,1693.765942,2380.484264,2537.516835,2229.811772
92,SPT_0538,1817.380583,0.609372082,0.101007923,-6.032913679,1.61E-09,3.75E-08,1395.273518,1495.46272,1380.586025,2051.550289,2111.549295,2469.861652
93,SPT_1153,12758.95936,-0.472819881,0.078385886,6.03195176,1.62E-09,3.75E-08,13997.33296,15139.85076,15507.03873,10766.7417,10883.88978,10258.90223
94,SPT_2114,23179.97535,0.478110853,0.079385977,-6.022610941,1.72E-09,3.93E-08,19371.3659,18143.20731,20332.60384,26573.50017,26480.85512,28178.31974
95,SPT_0636,405.9831454,1.022335809,0.170969729,-5.979630501,2.24E-09,5.02E-08,230.4218823,248.622231,272.4109337,470.7964949,459.4962918,754.1510386
96,SPT_1012,1230.873236,0.721922552,0.120763792,-5.977971888,2.26E-09,5.02E-08,1008.759393,979.5715903,739.4011059,1522.293965,1475.265043,1659.948319
97,SPT_RS06605,400.4742676,-0.734552308,0.122809968,5.981210825,2.21E-09,5.02E-08,472.5241366,520.863574,526.2905114,320.3598666,300.9967417,261.8107753
98,SPT_0242,855.9716337,0.554606131,0.092876103,-5.971462145,2.35E-09,5.17E-08,675.3378671,718.5182477,668.9819529,1032.01086,1019.578837,1021.402038
99,SPT_2203,1235.959361,-0.753490997,0.127787929,5.896417646,3.71E-09,8.09E-08,1535.437981,1362.449826,1823.485434,827.0117237,834.4086891,1032.962514
100,SPT_0807,3067.517292,0.638839992,0.10850401,-5.887708569,3.92E-09,8.44E-08,2421.022543,2310.943637,2372.013573,3261.279031,3727.787495,4312.057471
101,SPT_0539,13994.73472,0.468252611,0.079789611,-5.868591243,4.40E-09,9.38E-08,11621.97006,12207.35154,11231.85489,15846.51116,15779.84944,17280.87123
102,SPT_2081,15632.40855,0.495903195,0.084775885,-5.849578496,4.93E-09,1.04E-07,11839.64971,13067.58446,13791.03516,18049.27754,18995.56146,18051.34294
103,SPT_0485,528.2779262,1.053558188,0.180164285,-5.847763811,4.98E-09,1.04E-07,391.8233852,354.2866792,196.432374,831.6885101,790.2116992,605.2249092
104,SPT_2261,4821.244616,0.675610635,0.116862004,-5.781268601,7.41E-09,1.54E-07,3833.285692,3423.528121,3697.005529,5748.549917,7074.566457,5150.53198
105,SPT_2048,7349.279089,0.462669748,0.080072782,-5.778115091,7.55E-09,1.55E-07,5944.247453,6050.221992,6465.590121,8380.021717,8259.502997,8996.090252
106,SPT_1378,583.2966679,0.603793946,0.104539586,-5.775744597,7.66E-09,1.56E-07,471.4622846,476.1115724,422.5149176,726.4608167,710.9619242,692.2684917
107,SPT_1190,1255.366548,-0.575149079,0.099659352,5.771150082,7.87E-09,1.59E-07,1427.129078,1494.219609,1617.787382,1017.201036,913.6584642,1062.203717
108,SPT_0435,435.9985982,0.720946084,0.12519582,-5.758547581,8.48E-09,1.69E-07,357.8441214,335.6400119,268.7046625,575.2447239,550.1763229,528.3817466
109,SPT_0545,1827.154078,0.527017208,0.092768839,-5.680972336,1.34E-08,2.65E-07,1461.108341,1420.87605,1578.871534,2155.219054,2314.245835,2032.603656
110,SPT_0188,393.6216784,0.703886798,0.124781955,-5.640934204,1.69E-08,3.31E-07,267.5867021,283.4293434,333.5644087,475.4732813,473.9746161,527.7017186
111,SPT_0950,1885.258847,-0.649536594,0.116821738,5.560066183,2.70E-08,5.24E-07,2041.941381,2191.604967,2748.2001,1499.689497,1351.056261,1479.060874
112,SPT_1346,2109.846419,0.571972843,0.103120819,-5.546628215,2.91E-08,5.60E-07,1737.18986,1809.969842,1486.214754,2728.904849,2363.014927,2533.784283
113,SPT_1133,4990.27692,-0.472226704,0.0853115,5.535322976,3.11E-08,5.92E-07,5414.383309,5777.980649,6280.276561,4135.838083,4267.295579,4065.88734
114,SPT_2061,4303.355422,-0.39432144,0.071514089,5.513898691,3.51E-08,6.63E-07,4951.41584,4925.206397,4820.005705,3722.721953,3729.311529,3671.471107
115,SPT_0143,457.7354069,0.628815071,0.114357686,-5.498669073,3.83E-08,7.17E-07,354.6585654,362.9884573,344.6832223,586.9366899,514.3615207,582.7839856
116,SPT_0549,1166.840327,0.669742478,0.122323146,-5.475190115,4.37E-08,8.12E-07,930.1823453,982.0578126,735.6948347,1597.122547,1439.450241,1316.534185
117,SPT_0298,171.5028333,0.847775354,0.155809207,-5.441112038,5.29E-08,9.75E-07,130.6077951,110.6368928,109.3350006,203.4402072,236.9873081,238.0097958
118,SPT_2046,923.3523479,0.748148929,0.138023875,-5.420431295,5.95E-08,1.09E-06,685.9563871,704.844025,618.9472916,1221.420708,925.0887202,1383.856955
119,SPT_0921,9203.410445,-0.519721122,0.095974794,5.415183499,6.12E-08,1.11E-06,11678.24821,10803.87905,10223.74913,8314.546707,7082.186627,7117.85295
120,SPT_0327,18329.43841,-0.461306948,0.085325733,5.406422303,6.43E-08,1.15E-06,19516.83962,21965.77411,22474.8286,15148.89053,14869.23904,16001.05856
121,SPT_0812,488.013329,-0.668931962,0.124079009,5.391177499,7.00E-08,1.25E-06,679.5852751,602.9089103,533.7030539,349.2000492,357.3860048,405.2966808
122,SPT_0787,2613.967024,-0.700389212,0.130150036,5.381398547,7.39E-08,1.31E-06,2960.443355,2806.944988,4076.898328,1859.022583,2075.734492,1904.758394
123,SPT_1493,10997.48611,-0.522376005,0.097288874,5.369329341,7.90E-08,1.38E-06,12485.25573,12168.8151,14472.98906,8575.66728,8579.550165,9702.639332
124,SPT_1420,562.1563548,0.607110059,0.113434312,-5.352084827,8.69E-08,1.51E-06,437.4830209,447.5200159,433.6337313,652.4116991,641.618371,760.2712905
125,SPT_1741,343.7568295,0.658965975,0.123525207,-5.334668046,9.57E-08,1.65E-06,247.4115142,292.1311215,244.6138997,420.1313092,436.6357798,421.6173525
126,SPT_0258,11456.56582,-0.403771877,0.075906069,5.319362247,1.04E-07,1.78E-06,12860.08948,12867.44357,13529.74304,9378.515607,10244.55746,9859.045769
127,SPT_0583,8161.697411,-0.465639347,0.087641951,5.312973347,1.08E-07,1.83E-06,8816.557093,9555.79545,10151.47684,6782.119706,7196.489187,6467.746193
128,SPT_1598,9358.59306,-0.383997432,0.072416392,5.30263135,1.14E-07,1.92E-06,10520.82954,10321.55192,11026.15684,7972.361838,8053.758389,8256.899829
129,SPT_0853,1952.176272,0.548812378,0.103712349,-5.291678229,1.21E-07,2.02E-06,1471.726861,1563.833833,1677.087721,2099.877082,2321.866005,2578.66613
130,SPT_1952,7151.261277,0.464830807,0.088639855,-5.24403847,1.57E-07,2.60E-06,5982.474125,6331.165113,5603.882066,8777.548558,8500.30039,7712.197411
131,SPT_1278,4647.016874,-0.450814282,0.086074689,5.23747791,1.63E-07,2.68E-06,5085.209191,5344.134856,5739.160965,3714.147845,3883.238977,4116.209411
132,SPT_0379,665.1327148,0.528199762,0.100879919,-5.235925739,1.64E-07,2.68E-06,567.0289639,524.5929075,526.2905114,763.8751076,822.216416,786.792382
133,SPT_1478,15177.50925,-0.417156769,0.080052356,5.211049224,1.88E-07,3.04E-06,17290.13599,18635.47933,16303.88704,13056.80809,13003.05924,12775.68581
134,SPT_0432,856.6078674,0.622738463,0.12110527,-5.142125238,2.72E-07,4.37E-06,671.0904592,614.0969107,707.8978006,951.726027,976.9058808,1217.930126
135,SPT_0555,457.1061954,0.615557121,0.119800612,-5.138180087,2.77E-07,4.40E-06,330.2359696,382.8782358,353.9489003,519.9027518,546.3662375,609.3050772
136,SPT_2006,2043.659815,0.430302585,0.083740687,-5.138512704,2.77E-07,4.40E-06,1813.643203,1670.741393,1712.297298,2444.400344,2320.341971,2300.534683
137,SPT_1789,593.1448516,-0.800270133,0.156998648,5.097305903,3.45E-07,5.42E-06,609.5030436,689.9266911,1017.371446,383.4964826,420.6334214,437.9380242
138,SPT_1410,73.50037524,1.106983955,0.21749343,-5.089735156,3.59E-07,5.60E-06,31.85555977,55.94000198,29.65016966,116.9196593,87.63196279,119.0048979
139,SPT_0062,2317.005919,-0.47101175,0.092784393,5.076411411,3.85E-07,5.96E-06,2615.341457,2856.669435,2640.718235,2064.021719,1953.811762,1771.472909
140,SPT_2062,2139.749803,-0.467915115,0.09227678,5.070778545,3.96E-07,6.10E-06,2560.125154,2588.157425,2334.950861,1878.509193,1647.4809,1829.275287
141,SPT_RS00285,194.3055484,-0.789018175,0.156043513,5.05639843,4.27E-07,6.48E-06,287.7618899,228.7324526,237.2013573,151.9955571,142.4971917,117.6448419
142,SPT_0280,24577.88868,-0.395710561,0.078251256,5.056922782,4.26E-07,6.48E-06,27507.27586,27784.77743,28731.0144,21511.65839,22165.55247,19767.05355
143,SPT_0949,392.6403536,-0.592514372,0.117400268,5.0469593,4.49E-07,6.76E-06,501.1941404,436.3320155,492.9340706,300.0937923,300.2347247,325.0533782
144,SPT_0109,990.2655935,0.605694259,0.120162741,-5.040616192,4.64E-07,6.94E-06,774.0901024,793.104917,752.3730551,1141.915339,1062.251792,1417.858355
145,SPT_0803,5921.220137,0.460881106,0.091504461,-5.036706436,4.74E-07,7.04E-06,5307.136258,4666.639277,4881.15918,7068.962603,7269.642826,6333.780679
146,SPT_1043,7476.845941,-0.462532793,0.092056632,5.024437473,5.05E-07,7.45E-06,8432.166671,8374.839852,9310.153273,6548.280387,6528.962236,5666.673223
147,SPT_0804,2529.939116,0.399594171,0.07990479,-5.000878838,5.71E-07,8.37E-06,2285.105488,2133.178742,2097.749503,2885.577192,2880.424516,2897.599257
148,SPT_0079,455.5614522,0.750957176,0.150503166,-4.989643727,6.05E-07,8.81E-06,357.8441214,387.8506804,233.4950861,611.1000861,549.4143058,593.6644335
149,SPT_0805,2788.911576,0.42149479,0.084588466,-4.982887256,6.26E-07,9.06E-06,2419.960691,2487.465422,2207.084504,3148.256694,3314.012227,3156.68992
150,SPT_0141,3277.822387,-0.374983397,0.075473634,4.96840254,6.75E-07,9.70E-06,3760.017905,3771.599245,3598.789342,2783.467357,2894.90284,2858.157633
151,SPT_0586,36454.43771,-0.380975731,0.077307581,4.928051406,8.31E-07,1.19E-05,39387.27595,41518.66947,43150.26253,32331.40366,32253.89642,30085.11821
152,SPT_1112,540.235171,-0.500292325,0.101947989,4.907328998,9.23E-07,1.30E-05,637.1111954,612.8537995,661.5694105,447.4125631,440.4458651,442.0181921
153,SPT_1470,1300.512162,-0.465941046,0.094924657,4.908535457,9.18E-07,1.30E-05,1543.932797,1591.182279,1410.236194,1099.824262,1139.215516,1018.681926
154,SPT_RS02190,365.5006855,0.675630149,0.137760362,-4.904387156,9.37E-07,1.31E-05,278.205222,233.7048972,315.0330526,474.6938169,403.1070288,488.2600953
155,SPT_0382,492.6174623,0.594018306,0.122375271,-4.854071415,1.21E-06,1.67E-05,347.2256015,361.7453462,455.8713585,582.2599035,595.8973469,612.7052171
156,SPT_0484,243.6684704,0.813610094,0.167604129,-4.8543559,1.21E-06,1.67E-05,214.4941025,166.5768948,118.6006786,339.0670121,294.1385881,329.1335462
157,SPT_1416,1433.40898,0.519288826,0.107127019,-4.847412259,1.25E-06,1.72E-05,1053.357176,1204.574709,1245.307126,1624.4038,1591.853654,1880.957415
158,SPT_0106,232.4324541,0.706043957,0.145871143,-4.840189372,1.30E-06,1.77E-05,165.6489108,171.5493394,177.901018,331.2723681,291.8525369,256.3705514
