,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC30MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC30MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC30MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN30MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN30MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN30MIN.C
18,SP_0419,2721.128373,-0.864718091,0.108143073,7.996056181,1.28E-15,1.34E-13,3522.021684,3697.422636,3475.816358,1718.486909,1809.087834,2103.934819
19,SP_1922,4012.781312,-0.743571577,0.09558238,7.779379135,7.29E-15,7.18E-13,4923.964819,5140.509529,5163.123716,2852.7104,2881.475908,3114.903499
20,SP_0424,2920.043928,-0.827334145,0.10836165,7.634934885,2.26E-14,2.11E-12,4001.236331,4034.402927,3335.97409,1992.360386,2129.352631,2026.937205
21,SP_0425,8562.332972,-0.715637889,0.095837029,7.467237847,8.19E-14,7.30E-12,10457.58953,11218.63552,10577.4115,6349.43843,6035.131529,6735.791323
22,SP_0421,3637.772068,-0.813542518,0.109638295,7.420240525,1.17E-13,9.94E-12,4420.034231,5029.74286,4669.99572,2659.615766,2276.329676,2770.914156
23,SP_2107,3938.863192,0.980340054,0.132664353,-7.389626789,1.47E-13,1.20E-11,2825.855995,2797.248433,1920.071132,5186.997672,5242.181295,5660.824626
24,SP_0426,5107.779608,-0.688406895,0.095730413,7.191099167,6.43E-13,5.01E-11,6700.766401,6120.248523,6277.261781,3996.339646,3706.180442,3845.880853
25,SP_0423,3264.110644,-0.721334257,0.102579101,7.031980663,2.04E-12,1.52E-10,4023.206057,4335.501057,3975.384458,2282.278976,2344.374605,2623.91871
26,SP_RS04335,692.2220897,0.928120161,0.134715846,-6.889465431,5.60E-12,4.03E-10,535.512069,421.2253636,402.9665338,910.6984712,831.9626597,1050.967441
27,SP_0742,2222.205703,0.698434712,0.103056818,-6.777181021,1.23E-11,8.49E-10,1680.684032,1783.187372,1526.304748,2707.197825,2827.94723,2807.91301
28,SP_0422,8901.250068,-0.716066587,0.108982112,6.57049652,5.01E-11,3.35E-09,11457.21206,12407.4271,9785.278661,6579.602807,6367.190781,6810.789
29,SP_2106,8135.234958,0.819401689,0.126489101,-6.47804186,9.29E-11,5.99E-09,6784.525981,5591.376678,4627.675034,10034.83486,10905.33388,10867.66332
30,SP_RS11510,206.791795,0.928119075,0.145677442,-6.371055556,1.88E-10,1.17E-08,127.6990318,127.927703,144.442342,294.3448279,280.3451056,265.9917595
31,SP_1275,3272.561496,-0.715381327,0.113388024,6.309143609,2.81E-10,1.69E-08,3988.87836,4213.81373,4177.78774,2088.077783,2446.895631,2719.915736
32,SP_2108,3203.443739,-0.753141808,0.120900732,6.229423074,4.68E-10,2.74E-08,4742.71458,3861.232499,3673.619565,2068.712991,2392.459688,2481.923109
33,SP_1029,1377.359359,0.668110781,0.109565089,-6.097843661,1.08E-09,6.10E-08,1092.993864,962.5779604,1069.977349,1853.487168,1632.171019,1652.948791
34,SP_0366,2954.674052,-0.581991733,0.095777813,6.076477608,1.23E-09,6.76E-08,3454.739399,3505.531081,3758.260937,2298.324088,2355.261793,2355.927013
35,SP_0961,15610.33224,-0.609523769,0.101960409,5.978043595,2.26E-09,1.21E-07,19293.53867,17728.90752,20139.12654,11373.21857,11988.60914,13138.59296
36,SP_0783,1789.149863,0.602279457,0.102728719,-5.862814799,4.55E-09,2.37E-07,1478.837175,1332.320224,1383.702436,2167.750067,2080.360282,2291.928995
37,SP_0427,6770.745407,-0.612429235,0.105028011,5.831103819,5.51E-09,2.78E-07,8040.919682,9101.588041,7694.084754,5556.035266,4921.009233,5310.835469
38,SP_1127,312.3106272,0.840708744,0.146449441,-5.740607404,9.43E-09,4.64E-07,186.7426702,226.2136212,221.7235951,474.7140269,347.4827684,416.9870816
39,SP_0800,2211.996391,0.690977557,0.120660614,-5.726620593,1.02E-08,4.92E-07,1686.176463,1468.048397,1781.14888,2637.484576,2512.218762,3186.901269
40,SP_1972,2070.329546,0.608334033,0.10762741,-5.652222188,1.58E-08,7.41E-07,1537.880813,1739.504742,1555.745225,2318.242159,2595.687208,2674.91713
41,SP_0420,4625.77338,-0.55551747,0.099034425,5.609337028,2.03E-08,9.27E-07,5793.1421,5603.857429,5268.925432,3568.654398,3569.183319,3950.877601
42,SP_2134,4177.760968,-0.800783751,0.144661252,5.535578725,3.10E-08,1.38E-06,5636.607803,6421.346653,4331.430231,2615.906666,2520.384153,3540.890302
43,SP_0918,1172.826779,-0.601189787,0.110505549,5.440358377,5.32E-08,2.31E-06,1515.911088,1502.370463,1277.90072,931.169822,903.6366511,905.9719327
44,SP_0962,2853.450113,-0.537544606,0.099807107,5.385834963,7.21E-08,3.07E-06,3386.084005,3298.038587,3541.137417,2164.430388,2445.081099,2285.929181
45,SP_0237,20378.08832,-0.492544131,0.091602539,5.376970271,7.57E-08,3.15E-06,25245.96128,22994.22457,23724.42467,16757.18384,16590.26085,16956.47468
46,SP_1277,1116.491466,-0.677758696,0.127969078,5.296269268,1.18E-07,4.81E-06,1363.496114,1332.320224,1500.54433,691.0464098,845.5716454,965.970074
47,SP_2176,2923.2958,0.656035307,0.125118572,-5.243308796,1.58E-07,6.28E-06,2563.592392,2187.251703,1871.310342,3259.924297,3934.811401,3722.884664
48,SP_2174,453.9053342,0.781893877,0.150142437,-5.207680744,1.91E-07,7.45E-06,247.1594164,338.5403848,360.6458476,689.3865706,501.7179398,585.9818461
49,SP_1466,706.5745066,-0.673231318,0.13407812,5.021187052,5.14E-07,1.96E-05,996.876313,892.3737332,770.9725007,457.0090749,516.2341912,605.9812265
50,SP_0960,6519.023776,-0.53371449,0.111841904,4.772044024,1.82E-06,6.82E-05,6928.702308,8277.858441,8194.572869,5294.887223,4732.297964,5685.823851
51,SP_0472,249.1989995,0.698599299,0.147832816,-4.725603663,2.29E-06,8.42E-05,190.8619938,154.4493,197.8032072,358.5252791,307.563077,285.9911399
52,SP_0838,23865.80998,-0.596354379,0.127113539,4.691509528,2.71E-06,9.76E-05,25456.04679,30716.68957,31491.19061,20664.44544,19723.95662,15142.53088
53,SP_RS01250,67.39090856,0.903856053,0.193545936,-4.66998207,3.01E-06,0.000106338,42.56634394,48.36291211,30.36049227,99.5903553,83.46844568,99.99690207
54,SP_0920,1663.724334,-0.486236614,0.105629647,4.603221031,4.16E-06,0.000144138,2039.065186,2031.242309,1810.589357,1333.957481,1452.532408,1314.959262
55,SP_2206,917.433649,0.616429547,0.134591741,-4.579995336,4.65E-06,0.00015818,557.4817949,736.3643393,808.6931123,1024.6741,1189.425351,1187.963197
56,SP_1276,1339.198008,-0.587725123,0.12970624,4.531201609,5.86E-06,0.000195951,1606.536207,1695.822112,1605.426031,862.5631328,1008.879474,1255.96109
57,SP_0287,1165.44757,-0.496383406,0.110403122,4.496099376,6.92E-06,0.000223266,1513.164872,1361.962009,1261.340452,928.956703,985.2905654,941.9708175
58,SP_2109,4001.216075,-0.616342683,0.136971611,4.499784133,6.80E-06,0.000223266,6255.879452,4536.753175,4044.385577,2835.005447,3205.369767,3129.903035
59,SP_RS05110,144.8792456,0.812719456,0.181404716,-4.480145132,7.46E-06,0.000236546,64.53606985,87.36526059,128.8020884,211.9061449,208.6711142,167.9947955
60,SP_1126,331.1857659,0.627018807,0.141001015,-4.446909899,8.71E-06,0.000269102,221.0703669,241.8145606,287.9646691,406.1073377,458.1691856,371.9884757
61,SP_RS07275,45.268744,-0.965487615,0.217188786,4.445384281,8.77E-06,0.000269102,78.26714854,96.72582422,39.56064145,7.192636771,20.86711142,28.9991016
62,SP_1215,606.869055,0.549371527,0.124195202,-4.423452088,9.71E-06,0.000293132,503.930588,449.3070545,492.2079808,782.8908486,773.897654,638.9802042
63,SP_0418,14985.13693,-0.589167543,0.133323383,4.419086373,9.91E-06,0.000294368,13931.55244,19958.28176,21148.3829,11271.4151,11284.57095,12316.61843
64,SP_0386,543.5128652,0.510541341,0.116409667,-4.385729755,1.16E-05,0.000337942,459.9911362,447.7469605,414.9267277,640.6979524,628.7351398,668.9792748
65,SP_2055,1096.491701,0.546868276,0.124816859,-4.381365475,1.18E-05,0.00033948,870.550389,984.4192756,760.8523366,1182.358829,1449.810611,1330.958767
66,SP_0102,1179.682931,0.525104553,0.120018714,-4.375188953,1.21E-05,0.000343945,818.37229,929.8159877,1093.897737,1404.22401,1439.830688,1391.956877
67,SP_1298,636.6824273,-0.610034994,0.140073773,4.355097884,1.33E-05,0.000371428,913.116733,761.3258423,683.5710836,402.2343795,519.8632541,539.9832712
68,SP_0520,701.8335981,0.502667656,0.115933632,-4.335822538,1.45E-05,0.000399558,535.512069,603.7563544,575.0093233,899.6328762,801.1156254,795.9753404
69,SP_RS02130,2362.653358,0.619805852,0.143925138,-4.306446128,1.66E-05,0.000449849,1699.907542,1499.250275,2178.595324,3045.251753,3394.988302,2357.926951
70,SP_0446,383.4465745,-0.53737303,0.125199028,4.292150162,1.77E-05,0.000472965,497.0650486,447.7469605,437.9271007,292.6849886,320.264797,304.9905513
71,SP_RS09625,95.20583263,0.747951756,0.175233855,-4.268306229,1.97E-05,0.000519039,64.53606985,59.28356969,70.84114863,124.4879441,136.0898571,115.9964064
72,SP_1626,12946.35662,-0.630715047,0.150395146,4.193719445,2.74E-05,0.000713104,15001.20347,20655.64375,12839.72819,8818.725962,8529.204977,11833.63339
73,SP_1286,3231.32226,-0.467487121,0.11167769,4.186038588,2.84E-05,0.00072755,4017.713625,3694.302448,3653.379237,2350.885665,2702.744562,2968.908022
74,SP_0867,1366.765208,-0.444094941,0.10726796,4.140052075,3.47E-05,0.000877921,1441.763263,1630.298166,1695.587493,1123.711176,1132.267611,1176.963537
75,SP_1092,915.7076443,0.518036954,0.125367442,-4.132149026,3.59E-05,0.000896551,649.4800221,751.9652787,808.6931123,1136.98989,1192.147148,954.9704147
76,SP_1242,3729.45299,-0.380249326,0.092481934,4.111606538,3.93E-05,0.000967296,4285.46966,4257.49636,4184.227844,3245.539023,3120.08679,3283.898264
77,SP_0218,15746.30455,-0.374710958,0.092110964,4.068038603,4.74E-05,0.001152014,17994.57863,18292.10144,17351.48134,13468.48899,13113.61863,14257.5583
78,SP_RS11135,77.41574996,0.75027738,0.185230735,-4.050501546,5.11E-05,0.001225936,41.19323607,56.16338181,57.96093979,110.1026706,97.07743139,101.9968401
79,SP_RS08485,4060.088932,0.441683438,0.10932055,-4.040259943,5.34E-05,0.001264512,3605.781264,3053.103839,3535.617327,4519.742291,4476.449033,5169.839837
80,SP_0235,15437.88698,-0.394089178,0.097965734,4.022724691,5.75E-05,0.001345453,18020.66767,16600.95961,18328.53718,13159.20561,12460.38732,14057.56449
81,SP_0919,1729.018227,-0.389441682,0.097242572,4.004847618,6.21E-05,0.001433451,2003.364381,2010.961088,1908.110939,1488.875812,1478.843114,1483.954027
82,SP_0921,2472.008279,-0.464564102,0.117366549,3.958232623,7.55E-05,0.001702078,3208.95309,3068.704778,2425.159322,2037.729325,2068.565828,2022.937329
83,SP_2042,214.0428368,-0.63243456,0.159719954,3.959646524,7.51E-05,0.001702078,208.7123961,307.338506,288.884684,138.8732177,181.4531428,158.9950743
84,SP_1035,770.8921252,-0.520357444,0.131916872,3.944585968,7.99E-05,0.001780523,914.4898409,767.566218,1087.457632,665.0422615,588.8154484,601.9813504
85,SP_1672,1339.660675,-0.466948268,0.119103494,3.920525352,8.84E-05,0.001944875,1671.072277,1600.656382,1447.183465,954.9608514,1202.127071,1161.964002
86,SP_1470,856.719319,0.457656442,0.116839549,-3.916965172,8.97E-05,0.001950859,764.8210831,722.3234938,645.850472,918.9976675,1043.355571,1044.967627
87,SP_0661,368.6974433,0.547395581,0.14088576,-3.885386138,0.000102167,0.002172218,278.7408974,343.2206666,252.0840873,447.0500393,400.1041799,490.9847891
88,SP_0871,1945.622029,-0.405936129,0.104474474,3.885505376,0.000102117,0.002172218,2176.375973,2415.025418,2116.954325,1731.765623,1568.662419,1664.948419
89,SP_1914,370.6213504,0.514579691,0.13265697,-3.87902491,0.000104876,0.002204753,332.2921043,283.9370969,276.9244901,402.2343795,456.3546541,471.9853778
90,SP_0628,884.9176705,0.449248777,0.115999334,-3.872856528,0.000107567,0.002236202,671.449748,820.609412,720.3716803,1039.612653,973.4961111,1083.966418
91,SP_0261,1181.96996,0.424587592,0.109743894,-3.868894898,0.00010933,0.002247868,907.6243015,1090.505663,992.6960958,1320.125487,1399.910997,1380.957218
92,SP_0416,5780.773719,-0.509030172,0.131956338,3.857565162,0.000114522,0.002329032,6360.23565,8457.269244,5892.695546,4133.553025,4813.044613,5027.844236
93,SP_0944,2699.919724,-0.40749614,0.105840175,3.850108353,0.000118066,0.002350007,3203.460659,3142.029193,2965.208079,2074.799069,2484.093525,2329.927818
94,SP_RS08480,2903.834258,0.493232836,0.1280284,-3.852526748,0.000116905,0.002350007,2791.528298,1954.797706,2334.99786,3189.657768,3364.141267,3787.88265
95,SP_0413,1560.170336,-0.464592005,0.120937649,3.841582916,0.000122243,0.002397131,2113.213011,1748.865306,1633.026478,1175.166193,1322.793411,1367.95762
96,SP_2188,1079.336296,-0.481794116,0.125464686,3.840077492,0.000122995,0.002397131,1421.166645,1254.315527,1150.018647,764.6326168,900.914854,984.9694854
97,SP_0989,1276.351446,0.439918014,0.116589716,-3.773214562,0.000161158,0.003108514,983.1452343,1162.269985,1058.017155,1601.744881,1320.97888,1531.95254
98,SP_1162,1423.078795,-0.413452366,0.110414293,3.744554773,0.000180714,0.003415311,1661.460522,1663.060139,1595.305867,1107.666063,1164.021911,1346.958271
99,SP_RS07915,187.2477919,0.545636678,0.145628843,-3.746762439,0.000179132,0.003415311,145.5494341,140.4084545,154.5625061,222.9717399,225.0018971,234.9927199
100,SP_1949,141.6801827,0.651814607,0.174474186,-3.735879926,0.00018706,0.003499891,72.77471706,135.7281727,100.281626,185.9019966,162.4005628,192.994021
101,SP_0945,5615.59732,-0.379102083,0.101591769,3.731622039,0.000190251,0.003524349,6976.761083,6299.659326,5906.495769,4831.238791,4680.583818,4998.845134
102,SP_0417,19176.74256,-0.396864266,0.106760426,3.717334962,0.000201335,0.003693123,22690.60754,23666.62506,19576.07741,17463.1688,16314.45207,15349.52447
103,SP_0368,994.2679411,-0.400832345,0.108796083,3.684253466,0.000229374,0.004166588,1211.081141,1168.51036,1046.056961,849.8376985,830.1481283,859.9733578
104,SP_1539,24826.83397,-0.401986828,0.110084072,3.651634815,0.000260576,0.004687867,25651.0281,32042.76942,27851.61159,21788.7099,22125.48897,19501.39584
105,SP_1845,1409.27728,-0.507503657,0.139139965,3.647432705,0.000264874,0.004719796,1945.693851,1758.225869,1354.261958,959.3870894,1153.134722,1284.960192
106,SP_1450,186.2953213,0.535414361,0.14820046,-3.612771253,0.000302942,0.005347211,146.922542,132.6079848,160.0825956,235.1438945,215.0219742,227.9929367
107,SP_0430,217.1931865,-0.573259145,0.15946768,3.594829661,0.000324604,0.005676018,218.3241512,274.5765333,310.0450271,189.2216751,136.9971228,173.9946096
108,SP_0103,5245.51139,0.330421318,0.092640785,-3.566693861,0.000361513,0.006262885,4711.133099,4472.789323,4668.155691,5863.105528,5703.072278,6054.81242
109,SP_1163,1362.161009,-0.375632733,0.105690274,3.554089893,0.00037929,0.006510557,1609.282423,1519.531497,1521.704673,1172.953074,1090.533388,1258.960997
110,SP_1179,9296.575051,-0.435366712,0.123319934,3.53038392,0.000414957,0.007058042,12892.10978,10001.76224,9570.915185,7377.985488,8541.906697,7394.770908
111,SP_1714,2263.734687,0.540404531,0.153503838,-3.520462668,0.000430795,0.007261412,1846.830084,1820.629627,1656.026851,1860.126525,3307.890793,3090.904243
112,SP_1778,3679.864409,-0.361405656,0.103802986,3.481649909,0.000498335,0.00832486,3832.344063,4377.623593,4294.629634,3414.842627,3014.843968,3144.90257
113,SP_1369,1218.394417,0.388026791,0.111845159,-3.469321297,0.000521775,0.008639302,1068.277922,1102.986415,961.4155886,1466.744622,1271.986531,1438.955421
114,SP_1278,258.690901,-0.580625554,0.167642353,3.463477717,0.000533241,0.008751697,245.7863086,330.7399151,383.6462205,154.9183305,195.0621285,241.992503
115,SP_0227,12201.87266,-0.321652568,0.093703996,3.432645143,0.000597724,0.009724707,13265.59512,13607.13934,14003.54706,10837.0905,11298.17994,10199.68401
116,SP_0869,2103.411734,-0.366804817,0.106964478,3.429220843,0.000605317,0.009763342,2246.404474,2524.231993,2391.11877,1740.064819,1724.712122,1993.938227
117,SP_0775,3813.164966,-0.411465581,0.120311095,3.42001359,0.00062618,0.010013529,4689.163373,4101.486966,4411.471529,2688.386313,3594.586759,3393.894856
118,SP_0272,21562.31818,-0.442261295,0.130040022,3.400962929,0.000671489,0.010647089,29196.39262,26805.53406,19593.55769,18396.55174,16813.44821,18568.42474
119,SP_2110,3096.55518,-0.500970707,0.147448038,3.397608489,0.000679776,0.010687911,4859.428749,3057.784121,3208.092017,2331.520873,2831.576293,2290.929026
120,SP_0221,18052.54744,-0.324138229,0.095492498,3.394384223,0.000687831,0.010724434,19115.03465,20037.84655,21384.82674,16577.9212,15887.12992,15312.52561
121,SP_0493,3275.331991,-0.398972013,0.118443825,3.368449245,0.000755923,0.011688696,4030.071596,4145.169596,3120.6906,2688.386313,2829.761762,2837.912081
122,SP_0042,411.0613936,-0.436395573,0.129944527,3.358322075,0.000784172,0.011893933,538.2582847,475.8286514,425.9669067,344.1400055,360.1844884,321.9900247
123,SP_0294,24560.08782,-0.436888317,0.130147053,3.35688214,0.000788267,0.011893933,30347.05702,30819.65577,24790.72196,20523.91239,16847.92431,24031.2555
124,SP_1985,629.4961372,-0.415244102,0.123548019,3.360993608,0.000776626,0.011893933,738.7320336,742.604715,701.051367,457.0090749,561.5974769,575.9821559
125,SP_0412,783.2576078,-0.43152989,0.128672614,3.353704221,0.000797375,0.011935116,1054.546844,878.3328877,802.2530079,584.2634177,683.1710826,696.9784074
126,SP_0085,20945.38523,-0.382612978,0.114392933,3.344725651,0.00082364,0.0122304,25662.01297,26142.49414,19980.88397,17616.42729,18001.05903,18269.43401
127,SP_0231,1411.650224,-0.416925147,0.125293547,3.32758676,0.000876017,0.012905732,1772.682259,1499.250275,1633.026478,1337.27716,1235.695902,991.9692685
128,SP_0004,1901.603011,-0.407629339,0.123357682,3.30445037,0.000951628,0.013591576,1790.532661,2282.417433,2507.04065,1606.724399,1604.953048,1617.949875
129,SP_0212,45506.03635,-0.411549188,0.124503858,3.30551353,0.000948025,0.013591576,61045.62965,53710.91414,42993.2171,35363.98189,40917.6837,39004.79162
130,SP_0281,3370.773388,0.333294801,0.100797941,-3.306563587,0.000944479,0.013591576,2884.899633,3212.233421,2784.885155,3711.953854,3719.789427,3910.87884
131,SP_RS01935,153.7703003,0.598185848,0.180985532,-3.305158387,0.000949227,0.013591576,111.2217374,82.68497877,145.3623569,240.1234122,154.2351714,188.9941449
132,SP_0868,2654.713238,-0.355406275,0.10812017,3.287141301,0.0010121,0.014345756,2655.590619,3290.238118,3062.72966,2259.041226,2291.753193,2368.92661
133,SP_1270,5796.49296,0.34745151,0.107153437,-3.24256056,0.001184608,0.016664669,5416.910544,5028.182766,4720.596541,7224.173717,6092.289269,6296.804923
134,SP_0992,3200.464395,0.428057269,0.133252267,-3.212382639,0.001316389,0.01838033,2047.303833,2978.21933,2997.408601,3795.499096,3468.476824,3915.878685
135,SP_0210,26778.56789,-0.432831743,0.135497029,3.194400237,0.001401217,0.019277038,36385.98542,33663.70702,23689.46411,20376.18669,22875.79771,23680.26638
136,SP_0216,21499.26388,-0.397823174,0.124480896,3.19585724,0.001394161,0.019277038,28758.37121,25635.46361,19807.00116,17776.32514,18529.99494,18488.42722
137,SP_0340,1406.547171,-0.479546652,0.151107227,3.17355207,0.001505859,0.020565416,1926.47034,1834.670472,1265.020511,945.0018158,1094.162451,1373.957434
138,SP_0501,760.5252933,-0.443868518,0.140346502,3.162661785,0.001563338,0.02104321,725.0009549,839.3305392,1107.69796,594.2224533,626.9206084,669.9792438
139,SP_1069,568.2279545,-0.398750797,0.12600443,3.164577592,0.001553082,0.02104321,602.7943546,748.8450908,611.80992,471.3943484,454.5401227,519.9838907
140,SP_1018,799.220722,-0.41534498,0.131814586,3.150978919,0.001627242,0.021746932,1119.082913,875.2126998,785.6927394,643.4643512,685.8928798,685.9787482
141,SP_RS04170,301.0638184,0.472897806,0.150366819,-3.144961168,0.001661089,0.022041823,296.5912997,185.6511788,249.3240426,338.0539283,383.773397,352.9890643
142,SP_0854,178.6892212,0.517742965,0.164944313,-3.13889552,0.001695859,0.022344734,111.2217374,129.4877969,178.482894,238.463573,210.4856456,203.9936802
143,SP_1464,147.0143073,-0.539006337,0.17274795,3.120189486,0.001807347,0.023647181,131.8183554,230.893903,180.3229238,122.2748251,109.7791514,106.9966852
144,SP_0219,12813.32486,-0.32321212,0.103704956,3.116650666,0.001829182,0.023766661,15889.60426,13530.69473,13582.18022,10965.4514,11932.35867,10979.65985
145,SP_0391,620.1382989,0.431918165,0.138884822,-3.109901843,0.001871495,0.024148742,449.0062732,555.3934423,545.568846,864.7762518,625.1060769,680.9789031
146,SP_0208,18353.4075,-0.479600704,0.155130457,3.091596015,0.001990836,0.025512698,28000.41567,22162.6945,15529.8518,13033.05783,13980.96465,17413.46053
147,SP_2236,344.5641077,0.450962525,0.146038993,-3.087959708,0.002015358,0.025651256,238.9207692,254.2953121,353.2857283,415.5130935,397.3823827,407.9873604
148,SP_RS07005,595.6129652,0.426546123,0.138415565,-3.081634087,0.002058677,0.025875027,479.2146463,400.9441424,606.2898305,668.9152197,691.336474,726.977478
149,SP_1600,1661.829239,-0.321285418,0.104267528,3.081356447,0.002060598,0.025875027,1909.993046,1940.75686,1724.107955,1388.732177,1502.432022,1504.953376
150,SP_0761,2961.840607,0.29090665,0.095008611,-3.06189774,0.002199386,0.027433672,2629.501569,2602.23669,2712.203976,3171.399536,3396.802833,3258.899038
151,SP_1774,827.2462029,0.386331714,0.126756946,-3.047814933,0.002305118,0.028562096,792.2832405,733.2441514,594.3296366,891.3336799,926.318294,1025.968215
152,SP_0065,273.8004421,-0.420979799,0.138256822,3.044911583,0.002327487,0.028633213,308.9492706,347.9009484,299.0048481,213.0127044,254.9416656,218.9932155
153,SP_1961,23967.92938,-0.36542956,0.120084233,3.04311025,0.002341465,0.028633213,31641.89774,27682.30686,22453.88407,20396.10476,20956.02346,20677.35941
154,SP_1660,1156.355721,0.35531592,0.117742725,-3.017731407,0.002546745,0.0309413,1062.785491,929.8159877,1015.696469,1462.318384,1168.55824,1298.959758
155,SP_1703,244.8718363,0.445510531,0.148840506,-2.993207591,0.002760619,0.033323344,218.3241512,159.1295818,225.4036547,300.9841849,299.3976856,265.9917595
156,SP_1306,7990.811315,-0.283822877,0.094899692,2.990767097,0.002782776,0.033375479,9236.896636,8956.499304,8254.373838,7052.103715,7120.221323,7324.773076
157,SP_1267,5940.530211,0.314533614,0.105489591,-2.981655437,0.002866945,0.034165946,4869.040504,5284.038172,5604.730876,7185.997414,6588.563615,6110.810685
158,SP_1180,4392.30087,-0.32781275,0.111022842,2.952660415,0.003150483,0.037307305,5647.592666,4589.796369,4543.033662,3897.302571,3970.194764,3705.885191
159,SP_1912,97.83202611,0.582153436,0.197810276,-2.942988849,0.003250601,0.038250786,61.78985411,87.36526059,62.56101438,82.99196275,173.2877514,118.9963135
160,SP_0963,267.8517063,-0.429776832,0.146184871,2.939954238,0.003282607,0.038385988,262.263603,368.1821696,309.1250122,205.2667879,222.2800999,239.992565
161,SP_1915,172.7418574,0.450603852,0.153564944,-2.93428852,0.003343133,0.038850942,126.325924,163.8098636,135.2421928,197.5208713,219.5583028,193.99399
162,SP_0670,1707.052997,-0.355455207,0.121712363,2.920452773,0.003495232,0.040367768,1594.178236,2132.648415,2080.153728,1497.175008,1524.206399,1413.956195
