,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC120MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN120MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN120MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN120MIN.C
374,SP_0233,2044.672124,-0.685672062,0.127045872,5.397043212,6.77E-08,4.01E-07,2442.711742,2563.254875,2571.364971,1689.296347,1354.116547,1647.28826
375,SP_1738,1833.466252,-0.630349582,0.117139172,5.381202328,7.40E-08,4.37E-07,2371.50112,2171.797984,2149.188662,1476.450396,1354.116547,1477.742801
376,SP_0066,109.8567828,1.133144738,0.210943882,-5.371782907,7.80E-08,4.59E-07,74.95854982,62.41495322,65.44131833,131.1202907,155.6601264,169.5454583
377,SP_0566,331.3029061,-0.835190389,0.15565094,5.365790832,8.06E-08,4.74E-07,456.310172,401.7583882,418.9840503,246.9731502,207.5468352,256.2448404
378,SP_0911,31.99152558,1.797935647,0.335869523,-5.353077677,8.65E-08,5.07E-07,11.24378247,13.93731965,14.36516744,48.49654586,51.88670881,52.01962925
379,SP_1898,243.6327426,0.983528556,0.183757834,-5.352308179,8.68E-08,5.08E-07,164.9088096,194.5165047,126.0942475,338.5777368,302.4615465,335.2376107
380,SP_0175,92.70427863,1.183383472,0.221339324,-5.346467353,8.97E-08,5.23E-07,48.72305738,53.32539692,64.64325347,129.3241223,121.4908304,138.7190113
381,SP_0499,11286.33553,-0.670371555,0.125569488,5.338650067,9.36E-08,5.44E-07,15479.87752,12832.63558,13341.25023,7863.625102,9316.828054,8883.796685
382,SP_1961,19939.34169,-0.753572124,0.14187841,5.311393911,1.09E-07,6.31E-07,29499.0003,22462.71748,23301.09965,13757.75159,13820.84748,16794.63364
383,SP_0592,942.0445133,-0.8632172,0.162580417,5.309478333,1.10E-07,6.36E-07,1479.494377,1095.594519,1081.377882,638.5378538,584.6746212,772.5878271
384,SP_1869,125.0817513,1.131920704,0.213407238,-5.30404082,1.13E-07,6.53E-07,89.95025978,78.17018413,63.04712376,144.5915534,193.6260109,181.1053759
385,SP_2229,1709.047818,-0.665819928,0.125623386,5.300127241,1.16E-07,6.66E-07,1900.199238,2163.314398,2239.369991,1413.584503,1304.760897,1233.057879
386,SP_1727,1164.14119,-0.64220836,0.121199232,5.298782416,1.17E-07,6.69E-07,1462.628703,1374.340912,1425.343836,846.8933841,964.3334661,911.3068384
387,SP_1203,310.0158191,-0.932258717,0.176692632,5.276160679,1.32E-07,7.55E-07,372.9187854,407.8180924,440.5318014,206.559362,168.3154213,263.9514521
388,SP_RS01915,130.2968708,1.056272557,0.200333149,-5.272580015,1.35E-07,7.68E-07,75.89553169,81.80600665,93.37358835,167.043658,203.7502468,159.9121936
389,SP_0424,3689.038974,-0.739005408,0.140730925,5.251194154,1.51E-07,8.58E-07,5395.141623,4206.646653,4266.454729,2477.81426,2717.0918,3071.084779
390,SP_1714,978.3528128,-1.020821312,0.194390967,5.251382443,1.51E-07,8.58E-07,1359.560697,996.8213402,1592.139391,588.2451396,508.7428522,824.6074563
391,SP_2166,14.57088487,2.772777758,0.528950007,-5.242041256,1.59E-07,9.00E-07,5.621891236,1.817911259,0,40.41378821,16.45188328,23.11983522
392,SP_1012,2019.968929,-0.813126498,0.155389421,5.232830477,1.67E-07,9.43E-07,2074.477866,2982.586405,2691.0747,1482.736985,1617.346679,1271.590937
393,SP_2066,1886.026827,-0.595825606,0.114027964,5.225258659,1.74E-07,9.80E-07,2375.249047,2253.60399,2187.495775,1447.711702,1485.731613,1566.368836
394,SP_2159,39.8945588,1.720559213,0.329372974,-5.223741319,1.75E-07,9.86E-07,12.18076435,22.42090553,17.55742687,80.82757643,58.21435622,48.16632338
395,SP_2199,140.3311225,1.166358154,0.22347444,-5.219201608,1.80E-07,1.01E-06,59.02985798,93.31944462,102.1523018,224.5210456,164.5188328,198.4452523
396,SP_0797,15841.75586,-0.63048835,0.120965602,5.212129254,1.87E-07,1.04E-06,21514.04078,17486.4884,18830.34032,11692.15797,12724.89895,12802.60876
397,SP_1475,975.2556463,-0.820823768,0.157671533,5.205909749,1.93E-07,1.08E-06,1229.320217,1087.110933,1426.939966,670.8688844,601.1265045,836.1673739
398,SP_0156,908.9080773,0.632830906,0.12159534,-5.204400976,1.95E-07,1.08E-06,714.9171689,684.7465741,732.6235393,1049.860409,1132.648887,1138.651885
399,SP_0236,23764.19319,-0.64300505,0.123564452,5.203802874,1.95E-07,1.08E-06,26931.66997,31223.23184,28900.32269,19812.63515,16354.43751,19362.862
400,SP_1473,592.8810616,-0.802388921,0.15482676,5.182495084,2.19E-07,1.21E-06,722.4130239,672.0211953,869.09263,379.8896092,430.2800242,483.5898868
401,SP_0382,642.4492774,-0.710856648,0.137181218,5.181880268,2.20E-07,1.21E-06,802.0564831,792.0033384,798.8629225,427.4880709,494.8220279,539.4628219
402,SP_1841,354.9371653,-0.86212783,0.166471904,5.178818826,2.23E-07,1.23E-06,535.9536312,407.8180924,432.5511529,235.2980558,232.8574249,285.1446344
403,SP_0453,1349.103732,-0.61449619,0.118675238,5.17796469,2.24E-07,1.23E-06,1739.975338,1617.94102,1544.2555,1036.389147,1065.575825,1090.485561
404,SP_0869,3159.927708,-0.605066848,0.1169397,5.17417821,2.29E-07,1.26E-06,4045.887727,3549.168748,3857.047457,2459.852576,2379.195428,2668.414315
405,SP_0590,2262.142537,-0.600012423,0.115989672,5.172981451,2.30E-07,1.26E-06,2547.653712,2775.344522,2867.447034,1864.422763,1810.97269,1707.014501
406,SP_1002,307.0915462,0.924593839,0.17893854,-5.167102852,2.38E-07,1.30E-06,203.3250664,221.7851736,202.7084739,389.7685352,320.1789592,504.783069
407,SP_0381,323.3982152,-0.768173389,0.148768,5.163566009,2.42E-07,1.32E-06,392.5954047,425.997205,407.8111423,237.9923084,250.5748377,225.4183934
408,SP_1400,2266.922764,-0.601517758,0.116509308,5.16283007,2.43E-07,1.32E-06,2670.398337,2658.998201,2877.821877,1822.212806,1670.498918,1901.606447
409,SP_0962,1722.625717,-0.719090843,0.139368079,5.159652385,2.47E-07,1.34E-06,2352.761482,2194.218889,1891.413713,1156.732427,1270.591601,1470.03619
410,SP_0413,1871.189187,-0.674610635,0.131103577,5.145631023,2.67E-07,1.44E-06,2533.598984,2191.189037,2185.899645,1336.349264,1361.709724,1618.388466
411,SP_1207,569.3284081,-0.685332297,0.133182598,5.145809631,2.66E-07,1.44E-06,718.6650964,680.5047812,709.4796585,437.3669969,403.7039051,466.2500103
412,SP_1950,226.1951397,1.266112608,0.246287505,-5.140791071,2.74E-07,1.47E-06,97.44611477,149.0687232,144.4497392,433.7746602,341.6929604,190.7386406
413,SP_0589,979.7079666,-0.689691536,0.134595267,5.124188633,2.99E-07,1.60E-06,1322.081422,1067.719879,1244.183113,709.4865042,739.0692181,795.7076623
414,SP_0682,2721.572333,-0.656634398,0.128633492,5.104692306,3.31E-07,1.77E-06,2862.479621,3540.685162,3604.858962,2087.14764,2184.303888,2049.958723
415,SP_2131,329.6522376,0.810050457,0.158851441,-5.099421513,3.41E-07,1.82E-06,252.0481238,239.9642862,225.0542899,487.6597111,389.7830808,383.4039341
416,SP_0718,103.6274627,1.218523069,0.239144887,-5.095333988,3.48E-07,1.85E-06,44.03814802,72.11047993,66.23938319,173.3302472,117.6942419,148.352276
417,SP_2162,16.15438475,2.409964944,0.472934065,-5.095773643,3.47E-07,1.85E-06,2.810945618,4.847763357,3.990324288,24.24827293,41.76247294,19.26652935
418,SP_1376,1053.095749,-0.608438678,0.119424707,5.094747076,3.49E-07,1.85E-06,1218.076435,1331.922982,1270.519253,821.747027,851.7013421,824.6074563
419,SP_0417,16704.28065,-0.574872093,0.112860784,5.093639035,3.51E-07,1.86E-06,21052.10872,19209.2623,19772.85491,12967.43751,12697.0573,14526.96313
420,SP_RS09130,166.4251876,-0.917833444,0.180575333,5.082828477,3.72E-07,1.96E-06,219.2537582,219.3612919,215.4775116,112.2605228,105.0389471,127.1590937
421,SP_1508,15207.57973,-0.683053928,0.134729173,5.069829433,3.98E-07,2.09E-06,21982.53172,17433.163,16915.78272,10645.8899,11908.63244,12359.47858
422,SP_1062,167.6600924,-2.777760108,0.548522519,5.064076697,4.10E-07,2.15E-06,128.3665166,238.7523453,562.6357247,38.61761985,20.24847173,17.33987642
423,SP_1069,683.8989935,-0.733323131,0.145162098,5.051753473,4.38E-07,2.29E-06,824.544048,778.6719892,964.0623481,530.7677519,454.3250844,551.0227395
424,SP_1081,2260.693965,-0.58989004,0.11700552,5.041557349,4.62E-07,2.41E-06,2731.302159,2686.26687,2739.756656,1808.741544,1650.250446,1947.846118
425,SP_2183,34.28518221,1.729605828,0.343287482,-5.038359733,4.70E-07,2.45E-06,13.11774622,18.17911259,11.97097287,49.39463004,41.76247294,71.28615861
426,SP_0829,2908.56439,0.544591128,0.10816964,-5.034602405,4.79E-07,2.49E-06,2442.711742,2277.842807,2367.858433,3427.089241,3529.561728,3406.32239
427,SP_RS05915,666.1190324,-0.800758879,0.159057973,5.034383778,4.79E-07,2.49E-06,812.3632837,913.8033927,814.8242197,459.8191015,398.6417872,597.2624099
428,SP_2013,488.6257888,0.824380637,0.1644512,-5.012919546,5.36E-07,2.77E-06,297.0232537,426.6031754,325.6104619,641.2321063,566.9572084,674.3285274
429,SP_2023,52.28341468,1.424202677,0.284285178,-5.009767615,5.45E-07,2.81E-06,26.23549244,26.05672804,30.32646459,95.19692335,60.74541519,75.13946448
430,SP_RS02250,1558.909214,-0.666548828,0.13321527,5.003546742,5.63E-07,2.90E-06,1690.315298,2167.556191,1891.413713,1273.483371,1155.428418,1175.258291
431,SP_1545,470.1997686,-0.838604519,0.167879475,4.995277238,5.88E-07,3.02E-06,488.1675557,602.9405675,725.4409556,360.1317572,318.9134297,325.6043461
432,SP_1174,1150.959589,0.933283188,0.18694289,-4.992343853,5.97E-07,3.06E-06,931.3599815,716.8630064,703.0951396,1531.233531,1098.479591,1924.726282
433,SP_RS02600,92.40114043,1.076835522,0.215759964,-4.990895904,6.01E-07,3.07E-06,59.02985798,56.96121944,60.65292918,135.6107116,126.5529483,115.5991761
434,SP_1708,89.30111457,1.155834545,0.231785918,-4.986646957,6.14E-07,3.14E-06,42.16418427,56.35524902,64.64325347,135.6107116,125.2874188,111.7458702
435,SP_0410,960.8969203,0.668053261,0.134129418,-4.980661758,6.34E-07,3.23E-06,739.2786976,788.3675159,693.5183613,1148.649669,1326.274898,1069.292379
436,SP_1743,508.0758593,-0.739165336,0.148947064,4.962604284,6.96E-07,3.53E-06,734.5937882,578.7017507,597.7505784,361.0298414,391.0486103,385.3305871
437,SP_0422,11921.05722,-0.684586316,0.138350495,4.948202865,7.49E-07,3.80E-06,16218.21924,13660.39117,14298.92806,8768.893958,7915.886917,10664.024
438,SP_0220,6983.481627,-0.591973143,0.119737129,4.943939655,7.66E-07,3.87E-06,7880.01755,8678.708349,8662.99403,5806.11424,4965.937692,5907.1179
439,SP_0293,269.4631989,0.994315371,0.201170642,-4.942646495,7.71E-07,3.89E-06,227.6865951,150.2806641,157.218777,293.6735277,435.3421422,352.5774872
440,SP_RS01250,35.89277636,1.659323354,0.335842523,-4.940778013,7.78E-07,3.91E-06,19.67661933,18.78508301,9.576778292,51.1907984,50.62117932,65.5061998
441,SP_RS02605,18.86596451,2.133515236,0.431845203,-4.940462969,7.79E-07,3.91E-06,5.621891236,8.483585874,3.192259431,29.63677802,35.43482553,30.82644696
442,SP_0498,296.9243787,0.754140283,0.152749783,-4.937095617,7.93E-07,3.97E-06,218.3167764,221.7851736,218.669771,374.5011041,337.896372,410.3770752
443,SP_0722,88.01518196,1.226011425,0.248806608,-4.927567784,8.33E-07,4.16E-06,67.46269484,46.05375189,40.70130774,107.7701019,113.8976535,152.2055819
444,SP_1213,555.3431637,0.674765081,0.1370553,-4.923305276,8.51E-07,4.25E-06,445.0663896,381.7613643,453.3008392,690.6267364,658.0753312,703.2283214
445,SP_0064,53.24264776,1.356965021,0.275866394,-4.91892108,8.70E-07,4.33E-06,32.79436555,31.51046182,22.34581602,70.94865042,84.79047537,77.06611741
446,SP_0173,2739.64993,-0.75948728,0.154956199,4.90130297,9.52E-07,4.73E-06,3298.176192,2862.604262,4200.215346,1803.353039,2219.738713,2053.812029
447,SP_2218,917.9429751,-0.662270121,0.135308909,4.894504938,9.86E-07,4.88E-06,989.4528576,1237.997567,1151.60759,710.3845884,674.5272145,743.688033
448,SP_RS03465,48.74222912,1.394243073,0.285363992,-4.885840937,1.03E-06,5.09E-06,24.36152869,29.08658014,24.74001059,79.92949225,78.46282795,55.87293512
449,SP_1840,1703.186982,-0.700290701,0.143362653,4.88474988,1.04E-06,5.11E-06,2430.530978,2056.057634,1851.51047,1140.566912,1411.065374,1329.390525
450,SP_RS03460,67.3154148,1.187541947,0.243406933,-4.878833694,1.07E-06,5.25E-06,42.16418427,39.38807727,39.10517803,96.99309171,86.05600485,100.1859526
451,SP_0867,1873.074817,-0.559213969,0.114808786,4.870829026,1.11E-06,5.46E-06,2202.844383,2139.075581,2359.079719,1478.246564,1483.200554,1576.002101
452,SP_1896,86.08502993,1.158806955,0.238502754,-4.858673262,1.18E-06,5.79E-06,61.8408036,55.7492786,39.90324288,136.5087957,108.8355355,113.6725232
453,SP_1018,561.2689209,-0.747170269,0.154139005,4.847379599,1.25E-06,6.12E-06,809.5523381,656.8719348,646.4325347,391.5647036,383.4554334,479.7365809
454,SP_0166,272.9911032,-2.630650515,0.543093159,4.843829222,1.27E-06,6.21E-06,224.8756495,363.5822518,905.8036135,67.35631369,49.35564984,26.97314109
455,SP_0681,9699.005687,-0.699126341,0.144369489,4.842618381,1.28E-06,6.24E-06,14706.86747,10759.0048,10627.03164,7261.010616,7023.688631,7816.430958
456,SP_2105,269.3198771,0.746802367,0.154253568,-4.841394455,1.29E-06,6.26E-06,208.9469576,190.2747118,202.7084739,359.233673,321.4444887,333.3109578
457,SP_0859,1212.039874,0.614886267,0.127451883,-4.824458071,1.40E-06,6.80E-06,891.069761,1049.540767,925.7552349,1521.354605,1526.228557,1358.290319
458,SP_1988,1514.559254,-0.549590347,0.114018951,4.820166652,1.43E-06,6.94E-06,1873.026764,1750.648542,1782.876892,1227.681078,1256.670777,1196.451473
459,SP_1378,1477.333271,-0.54819397,0.113750975,4.819246337,1.44E-06,6.95E-06,1686.567371,1772.463477,1810.809162,1206.127057,1185.801126,1202.231432
460,SP_0630,7152.397481,-0.551716522,0.115018562,4.79676075,1.61E-06,7.76E-06,7805.995982,9054.41001,8676.561133,5559.14109,5705.00691,6113.269764
461,SP_1948,106.4549762,1.123872495,0.23435559,-4.79558646,1.62E-06,7.79E-06,47.78607551,79.38212497,70.22970748,164.3494054,159.4567149,117.5258291
462,SP_1952,98.93951506,1.448756869,0.303219901,-4.77790826,1.77E-06,8.49E-06,33.73134742,72.71645035,46.28776175,207.4574462,150.5980085,82.84607622
463,SP_0221,11281.67936,-0.632679894,0.132508307,4.774643243,1.80E-06,8.61E-06,13934.79441,13464.05675,13816.89688,8381.819676,7698.215846,10394.29259
464,SP_1060,83.28826724,-2.979050453,0.62463316,4.769280028,1.85E-06,8.83E-06,46.84909364,127.8597585,307.2549702,10.77701019,5.062117932,1.926652935
465,SP_0912,60.39221866,1.267574698,0.266211314,-4.761535791,1.92E-06,9.15E-06,37.47927491,39.38807727,27.13420516,99.68734426,83.52494588,75.13946448
466,SP_2165,9.360086447,2.700003367,0.567504181,-4.757680135,1.96E-06,9.31E-06,2.810945618,0,1.596129715,17.96168365,16.45188328,17.33987642
467,SP_1700,3313.33676,-0.549553085,0.116075101,4.734461412,2.20E-06,1.04E-05,4153.640642,4029.09732,3639.175751,2580.195856,2636.097913,2841.81308
468,SP_RS02385,282.9122623,-0.800806754,0.16923008,4.732059197,2.22E-06,1.05E-05,341.0614017,333.2837308,404.6188828,176.0244998,215.1400121,227.3450464
469,SP_1393,453.8027389,0.824608237,0.174411233,-4.727953723,2.27E-06,1.07E-05,401.9652234,312.0747661,261.7652733,506.519479,620.1094467,620.3822452
470,SP_1510,12906.08272,-0.592093435,0.125858084,4.704452948,2.55E-06,1.20E-05,17646.17961,14571.77068,14403.47455,9545.736776,10335.57929,10933.75541
471,SP_2220,796.673135,-0.664666927,0.141584086,4.694503092,2.67E-06,1.26E-05,851.7165223,1062.266146,1019.926888,612.4934125,563.16062,670.4752215
472,SP_1671,1485.93099,-0.699010222,0.148916137,4.69398573,2.68E-06,1.26E-05,1942.363422,1802.156028,1779.684633,896.2880142,1198.45642,1296.637425
473,SP_1208,1331.691591,-0.655030384,0.139600232,4.69218694,2.70E-06,1.27E-05,1795.257268,1520.985753,1576.976159,1014.835126,901.056992,1181.038249
474,SP_2135,22410.69458,-0.627457687,0.133887081,4.686469237,2.78E-06,1.30E-05,27145.30184,23118.37748,31506.80252,16886.67688,17270.68086,18536.32789
475,SP_0709,94.89256265,1.007750038,0.215547823,-4.67529675,2.94E-06,1.37E-05,66.52571297,56.96121944,63.84518861,136.5087957,116.4287124,129.0857467
476,SP_1707,104.2461734,1.056514107,0.22604481,-4.673914457,2.96E-06,1.38E-05,59.96683986,64.8388349,76.61422634,153.5723952,164.5188328,105.9659114
477,SP_0416,5710.397394,-0.627443638,0.134847985,4.652970061,3.27E-06,1.52E-05,7538.019166,6909.274724,6385.316926,4450.905209,3867.4581,5111.410237
478,SP_0828,816.0231213,0.710013725,0.152715078,-4.649270609,3.33E-06,1.54E-05,664.3201478,621.7256505,560.2415301,908.8611927,913.7122868,1227.27792
479,SP_0213,8602.17331,-0.612573881,0.131801063,4.647715782,3.36E-06,1.55E-05,11004.8521,10020.93283,10229.59535,7124.50182,5699.944792,7533.212977
480,SP_0964,223.0641178,0.796499396,0.171587238,-4.641950108,3.45E-06,1.59E-05,151.7910634,158.1582795,173.978139,244.2788977,296.133899,314.0444285
481,SP_0611,1420.444003,-0.579953914,0.12528883,4.628935515,3.68E-06,1.69E-05,1595.680129,1702.776879,1811.607227,1105.541629,1060.513707,1246.544449
482,SP_0988,2167.034853,-0.533320738,0.115297985,4.625585944,3.74E-06,1.72E-05,2494.245745,2453.574229,2749.333435,1770.123924,1708.464802,1826.466983
483,SP_0519,2995.011859,0.675597021,0.146477191,-4.612301857,3.98E-06,1.82E-05,2476.44309,2003.944178,2410.953935,3341.771243,3342.263365,4394.695345
484,SP_1652,749.2568198,0.628476032,0.136252856,-4.612571426,3.98E-06,1.82E-05,609.9751992,534.4659101,614.5099404,848.6895525,874.4808728,1013.419444
485,SP_0715,3570.305415,0.550837329,0.119507368,-4.609233197,4.04E-06,1.85E-05,2849.361875,2862.604262,2960.022557,3786.322914,4593.872024,4369.648857
486,SP_2125,1857.190063,0.593856916,0.128996984,-4.603649621,4.15E-06,1.89E-05,1596.617111,1508.260374,1323.191534,2174.261806,2084.327059,2456.482492
487,SP_0218,9685.126692,-0.668849529,0.145464284,4.598032664,4.26E-06,1.94E-05,12889.12264,10340.88521,12516.84923,7031.101065,6501.024955,8831.777055
488,SP_1702,9551.366289,-0.611631885,0.133143225,4.593789037,4.35E-06,1.98E-05,13452.24875,10660.83759,10583.13808,7124.50182,7281.856646,8205.614851
489,SP_0529,253.1695229,0.766636221,0.167432534,-4.578776902,4.68E-06,2.12E-05,160.2239002,215.7254694,181.9587876,328.6988108,312.5857823,319.8243873
490,SP_0565,215.6104374,-0.84247523,0.184043059,4.577598503,4.70E-06,2.13E-05,237.9933957,309.044914,288.1014136,176.0244998,134.1461252,148.352276
491,SP_2067,1013.155906,-0.668268906,0.146025296,4.576391393,4.73E-06,2.13E-05,1079.403117,1457.96483,1202.683741,843.3010474,740.3347476,755.2479506
492,SP_1088,447.2639387,-0.655901684,0.143915268,4.557554553,5.18E-06,2.33E-05,491.9154832,557.492786,594.558319,335.8834843,353.0827258,350.6508342
493,SP_RS08485,950.1451127,-0.581309736,0.127650115,4.553930358,5.27E-06,2.37E-05,1203.084725,1078.627347,1140.434682,708.58842,822.594164,747.5413389
494,SP_0384,1326.102049,-0.526491042,0.115655997,4.552215685,5.31E-06,2.38E-05,1559.137836,1532.499191,1608.100688,1040.879568,1094.683003,1121.312008
495,SP_2164,11.71750568,2.35577037,0.518063603,-4.547260908,5.43E-06,2.43E-05,1.873963745,2.423881678,3.990324288,25.14635711,25.31058966,11.55991761
496,SP_0500,275.2469159,-0.796154209,0.175817176,4.528307343,5.95E-06,2.65E-05,315.7628911,344.1911983,395.8401694,220.0306247,217.6710711,157.9855407
497,SP_1017,213.1010356,-0.811785927,0.179252994,4.528716151,5.93E-06,2.65E-05,267.9768156,268.4448959,280.120765,165.2474896,121.4908304,175.3254171
498,SP_1369,1364.823141,-0.594333803,0.131459125,4.521053989,6.15E-06,2.74E-05,1871.1528,1572.493239,1493.179349,1108.235881,1107.338298,1036.539279
499,SP_0816,497.7899098,0.619979716,0.137395169,-4.512383659,6.41E-06,2.85E-05,398.2172959,387.8210685,390.2537154,622.3723385,646.6855659,541.3894748
500,SP_1737,2393.040225,-0.590610287,0.130920831,4.511201773,6.45E-06,2.86E-05,3157.628911,2451.150347,3034.242589,1855.441921,1931.197991,1928.579588
501,SP_1837,4614.197875,-0.641667952,0.142328712,4.508352116,6.53E-06,2.89E-05,6610.407112,5274.366532,5017.43376,3285.19194,3446.036782,4051.751123
502,SP_1986,230.6659237,-0.853585253,0.189528709,4.503725371,6.68E-06,2.95E-05,229.5605588,332.0717899,333.5911105,175.1264156,155.6601264,157.9855407
503,SP_1701,2661.356024,-0.553824183,0.122990908,4.502968496,6.70E-06,2.95E-05,3473.391802,3158.923797,2876.225747,2079.962967,2083.061529,2296.570299
504,SP_1067,2197.90586,-0.582792668,0.129524198,4.499488728,6.81E-06,2.99E-05,2299.353516,2742.622119,2877.023812,1670.43658,1871.718105,1726.28103
505,SP_1895,104.9261194,1.10758669,0.246237628,-4.498039958,6.86E-06,3.00E-05,90.88724166,56.96121944,47.88389146,125.7317856,140.4737726,167.6188054
506,SP_1954,196.1885273,1.05713179,0.234998573,-4.498460464,6.84E-06,3.00E-05,94.63516915,156.9463387,125.2961827,358.3355888,253.1058966,188.8119877
507,SP_1836,289.7170728,-0.765405866,0.170339317,4.493418663,7.01E-06,3.06E-05,305.4560905,424.1792937,367.9078994,213.7440354,218.9366006,208.078517
508,SP_2158,52.41687127,1.280898915,0.285128922,-4.492350002,7.04E-06,3.07E-05,36.54229304,22.42090553,31.12452945,75.43907133,87.32153433,61.65289393
509,SP_1368,1919.260962,-0.586551697,0.130783017,4.484922511,7.29E-06,3.17E-05,2622.612262,2056.663604,2247.350639,1547.399047,1590.77056,1450.76966
510,SP_RS04530,77.7651149,1.065670987,0.237845863,-4.480510929,7.45E-06,3.23E-05,46.84909364,58.17316028,43.09550231,117.6490279,98.71129968,102.1126056
511,SP_1821,411.606114,0.765690023,0.170967923,-4.478559544,7.51E-06,3.26E-05,234.2454682,314.4986478,360.7253157,557.7102774,518.8670881,483.5898868
512,SP_0858,1030.944385,0.662112833,0.148179899,-4.468303986,7.88E-06,3.41E-05,686.8077127,910.1675702,788.4880794,1395.62282,1109.869357,1294.710773
513,SP_1404,1133.351096,-0.668464772,0.149756186,4.463687218,8.06E-06,3.48E-05,1171.227341,1383.430468,1628.850375,819.9508587,964.3334661,832.314068
514,SP_1205,782.8567467,-0.603488508,0.135221246,4.462971054,8.08E-06,3.48E-05,950.099619,959.2511742,924.1591052,603.5125707,553.0363841,707.0816273
515,SP_1403,196.7134562,-0.815898236,0.183104176,4.455923698,8.35E-06,3.59E-05,221.127722,255.7195171,275.3323759,125.7317856,136.6771842,165.6921524
516,SP_1600,1167.646351,-0.540375267,0.121497707,4.447617002,8.68E-06,3.73E-05,1349.253897,1473.72006,1335.960572,992.3830217,956.7402892,897.8202678
517,SP_1182,335.5455764,-0.79474899,0.178877389,4.442981823,8.87E-06,3.80E-05,328.8806373,455.0837851,498.790536,253.2597395,251.8403671,225.4183934
518,SP_1186,16.51108662,2.097341304,0.472503779,-4.438782071,9.05E-06,3.87E-05,5.621891236,6.665674616,2.394194573,28.73869384,15.1863538,40.45971164
519,SP_0219,7759.020944,-0.560303002,0.126666115,4.423464008,9.71E-06,4.15E-05,9543.160374,9365.878805,8868.096699,6181.513428,5482.273721,7113.202637
520,SP_0671,463.0968006,-0.62236591,0.140812724,4.419813002,9.88E-06,4.21E-05,519.0879575,558.7047269,610.5196161,376.2972725,355.6137847,358.357446
521,SP_1144,144.6103181,0.807096488,0.183827277,-4.390515375,1.13E-05,4.81E-05,100.2570604,101.1970601,111.7290801,177.8206681,193.6260109,183.0320289
522,SP_0804,1125.74963,-0.598912878,0.136485159,4.38811723,1.14E-05,4.85E-05,1353.001824,1310.714018,1406.988344,854.9761418,788.424868,1040.392585
523,SP_0646,43.3438833,1.284222641,0.292814513,-4.385788906,1.16E-05,4.89E-05,19.67661933,25.45075762,27.93227002,64.66206114,64.54200364,57.79958806
524,SP_1498,10072.22113,-0.576127182,0.131482307,4.381784852,1.18E-05,4.98E-05,13768.94862,10669.92715,11788.21601,7375.067307,8172.789402,8658.378291
525,SP_1568,1566.96414,-0.579658663,0.132308496,4.381114449,1.18E-05,4.98E-05,2075.414848,1825.182904,1738.18526,1115.420555,1308.557486,1339.02379
526,SP_0226,13537.44099,-0.623389218,0.142479531,4.375289655,1.21E-05,5.11E-05,17936.64399,15448.00391,15963.69135,10724.02322,8756.198493,12396.08499
527,SP_0253,138.3998165,0.845821021,0.193352202,-4.374509383,1.22E-05,5.12E-05,86.20233229,105.438853,102.1523018,192.1900151,159.4567149,184.9586818
528,SP_2141,75.88919461,1.078265417,0.246527221,-4.373818892,1.22E-05,5.12E-05,58.09287611,39.99404769,46.28776175,113.158607,86.05600485,111.7458702
529,SP_0091,19.32754524,1.811234453,0.414551962,-4.36913733,1.25E-05,5.22E-05,8.432836855,6.665674616,7.980648577,30.53486221,39.23141398,23.11983522
530,SP_0705,80.4954265,1.218210399,0.279128039,-4.364342621,1.28E-05,5.33E-05,26.23549244,55.7492786,59.05679947,135.6107116,117.6942419,88.62603502
531,SP_0310,24.01787405,1.734574887,0.398061754,-4.357552244,1.32E-05,5.49E-05,11.24378247,13.93731965,4.788389146,42.20995658,43.02800242,28.89979403
532,SP_1176,36964.59268,-0.548964272,0.127022112,4.321800861,1.55E-05,6.44E-05,48593.75388,38636.06798,44704.40107,28637.21033,32718.99926,28497.12357
533,SP_0312,716.7104507,0.576498293,0.133458594,-4.319679039,1.56E-05,6.49E-05,541.5755224,581.7316028,600.9428378,942.0903075,851.7013421,782.2210917
534,SP_0837,307.8932648,-0.771568822,0.178622607,4.31954742,1.56E-05,6.49E-05,310.1409999,395.0927136,465.271812,241.5846451,225.264248,210.0051699
535,SP_0437,3082.829112,-0.627922011,0.145733489,4.308700869,1.64E-05,6.79E-05,4502.197899,3264.36265,3485.149233,2222.758352,2382.992017,2639.514521
536,SP_1518,7462.215296,0.486547411,0.11291949,-4.30879921,1.64E-05,6.79E-05,6749.080429,6101.516155,5770.806986,8921.568269,8537.261893,8693.058044
537,SP_1850,153.769056,-0.945392483,0.219543219,4.306179383,1.66E-05,6.85E-05,175.2156102,235.7224932,204.3046036,132.916459,101.2423586,73.21281154
