,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC90MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN90MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN90MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN90MIN.C
20,SP_1229,4065.391532,-2.504567273,0.134848923,18.57313522,5.30E-77,5.87E-75,7547.646855,6759.443472,6527.144709,1130.748129,1049.537594,1377.828436
21,SP_0049,428.9207712,-4.92463254,0.273843142,17.98340647,2.63E-72,2.77E-70,565.0644704,835.6720252,1109.087509,24.58148106,24.84112649,14.27801488
22,SP_1972,3884.496912,1.788048825,0.099586165,-17.95479154,4.40E-72,4.43E-70,1796.097781,1759.097664,1633.98239,6105.146024,5994.474337,6018.183273
23,SP_0981,14493.98063,2.243928246,0.126321862,-17.76357803,1.35E-70,1.30E-68,4937.941209,4959.286778,4974.422195,27933.50121,22762.23472,21396.49768
24,SP_0044,217.5968063,-5.09321761,0.297658179,17.11096139,1.23E-65,1.13E-63,384.4987562,373.5566664,523.4307387,11.17340048,3.105140812,9.816135233
25,SP_0787,2189.475374,-1.916236527,0.113326287,16.90902065,3.86E-64,3.42E-62,3290.544604,3647.007971,3481.729501,977.6725423,878.7548497,861.1427727
26,SP_2106,8214.901267,2.655091805,0.162530689,-16.3359414,5.48E-60,4.67E-58,2519.422789,2094.815616,1877.02995,13373.44304,12092.97089,17331.72532
27,SP_2084,472.5258071,2.181557007,0.134100184,-16.26811346,1.66E-59,1.36E-57,167.8198991,165.8462786,167.6442506,736.3270918,810.4417519,787.0755705
28,SP_2240,5990.766196,3.108211249,0.193094001,-16.09688146,2.68E-58,2.12E-56,1096.140101,1185.076321,1199.864309,13298.58126,11998.2641,7166.671096
29,SP_0786,808.1527412,-2.078202433,0.132473424,15.68769318,1.84E-55,1.40E-53,1295.824537,1338.041335,1306.746669,273.7483118,291.8832363,342.6723572
30,SP_0283,10651.43199,-2.416864643,0.156784836,15.41516835,1.29E-53,9.56E-52,20510.14083,16760.13509,16886.68091,2607.871673,3303.869824,3839.893628
31,SP_0617,2413.951979,1.941544142,0.128138764,-15.15188757,7.36E-52,5.26E-50,986.7385207,1044.187492,913.6245622,4264.886964,3379.945774,3894.32856
32,SP_0838,20932.02555,-1.576126934,0.10412838,15.13638204,9.32E-52,6.45E-50,28771.55334,32234.55898,33298.97984,10532.0473,10573.00446,10182.00936
33,SP_0785,891.567753,-1.912956096,0.132148867,14.47576614,1.72E-47,1.16E-45,1494.446823,1344.481967,1411.432817,374.3089162,321.382074,403.3539205
34,SP_0227,9877.79443,-1.57515747,0.109418994,14.39564931,5.51E-47,3.59E-45,15824.99163,13708.08051,14975.9757,4597.854299,5041.196108,5118.668336
35,SP_0798,1510.525394,1.953556714,0.136111674,-14.35260223,1.03E-46,6.49E-45,526.8270251,644.8682969,652.2752283,2591.111572,2150.310012,2497.760229
36,SP_0230,21513.5271,-1.481014865,0.104014277,14.23857285,5.28E-46,3.25E-44,32032.35771,31406.93774,31850.2114,10309.69663,12047.94635,11434.01279
37,SP_1586,12286.04607,-1.681847834,0.11842165,14.20219895,8.88E-46,5.31E-44,19825.05327,17246.40282,19328.86964,5160.993683,6152.836518,6002.120507
38,SP_0913,564.8129634,1.905608814,0.134696554,-14.1474207,1.94E-45,1.13E-43,254.9163025,210.1256248,237.9230631,903.9280991,853.9137232,928.0709674
39,SP_2107,4428.018542,2.655422861,0.190329928,-13.95168322,3.07E-44,1.75E-42,1446.650016,1119.059841,878.4851559,7338.689437,6367.091234,9418.135568
40,SP_0961,15659.66628,-1.487145737,0.110233169,13.49090973,1.77E-41,9.80E-40,24513.38893,21879.63259,23073.41262,7559.922767,8093.549526,8838.091213
41,SP_2087,271.1401445,2.220313385,0.168316565,-13.19129457,9.85E-40,5.32E-38,91.34500838,92.58408757,93.7050833,389.9516769,465.7711218,493.4838894
42,SP_0775,3204.017517,-1.378995529,0.104938285,13.14101452,1.92E-39,1.01E-37,4719.138049,4613.907877,4586.424585,1679.362093,1906.556458,1718.716042
43,SP_0217,5636.444706,-1.237033689,0.094391858,13.10530081,3.07E-39,1.58E-37,8140.327258,7892.189656,7763.612566,3298.387823,3299.212112,3424.93882
44,SP_2063,7437.517965,1.898703239,0.146489268,-12.96138114,2.03E-38,1.02E-36,3584.760503,2782.353101,2877.038886,12133.19558,10057.55109,13190.20862
45,SP_0626,3612.402018,-1.281794258,0.099266945,12.91259903,3.82E-38,1.88E-36,4974.054352,5315.131706,5103.998756,2015.681447,2136.336878,2129.20897
46,SP_0225,16459.50763,-1.438991159,0.113278432,12.70313446,5.68E-37,2.74E-35,24961.61677,22712.88938,24702.27051,7873.895321,9175.691099,9330.682727
47,SP_0224,10618.06384,-1.364923285,0.107918732,12.64769576,1.15E-36,5.43E-35,14944.46823,14312.69486,16765.15713,5807.933571,5766.246487,6111.882746
48,SP_0959,6109.814984,-1.287909507,0.103117796,12.48969194,8.50E-36,3.92E-34,9201.416367,8384.092939,8489.826961,3363.193545,3519.67711,3700.682983
49,SP_0220,8572.709391,-1.306881412,0.104729662,12.47861774,9.77E-36,4.41E-34,13093.13858,11364.49548,12271.70556,4920.765573,4741.55002,5044.601134
50,SP_0221,14495.53081,-1.453824056,0.118134025,12.30656498,8.35E-35,3.70E-33,22309.42507,20584.26044,21045.57605,6988.962002,7387.129991,8657.831275
51,SP_0488,3285.128018,1.2312338,0.1012184,-12.16413027,4.83E-34,2.10E-32,2074.381411,1909.647441,1872.637524,4576.624838,4592.503261,4684.973634
52,SP_0107,3743.223876,1.578614853,0.13006671,-12.13696302,6.73E-34,2.87E-32,1739.803764,1941.850602,1879.958234,5839.219093,4808.310547,6250.201015
53,SP_0209,10778.28303,-1.412590501,0.117340207,12.03841837,2.23E-33,9.33E-32,14451.63005,15321.45887,17399.13058,5582.230881,5637.383144,6277.864669
54,SP_0213,9861.445788,-1.310208821,0.108912723,12.02989681,2.47E-33,1.01E-31,15263.11361,13006.85669,14018.42688,5600.108322,5396.734731,5883.434508
55,SP_1356,2086.32334,1.325299521,0.110173909,-12.02915949,2.50E-33,1.01E-31,1190.671563,1173.000136,1182.294606,2911.788166,2810.152435,3250.033138
56,SP_0228,6588.29481,-1.470447199,0.122666686,11.9873394,4.14E-33,1.64E-31,9236.467359,9514.423886,10401.99632,3082.741193,3873.663163,3420.476941
57,SP_0058,6486.109779,-1.396920715,0.117224421,11.91663561,9.69E-33,3.77E-31,8522.701712,9245.527493,10533.76909,3563.197414,3407.892041,3643.570923
58,SP_2088,307.8456792,2.185536775,0.184557883,-11.8420126,2.37E-32,9.04E-31,90.28285712,107.880589,119.327567,431.2932587,610.1601695,488.1296338
59,SP_0232,2716.11685,-1.448245147,0.124013801,11.67809659,1.65E-31,6.19E-30,4034.050486,3594.677835,4339.71667,1395.55772,1578.964103,1353.734286
60,SP_0517,16279.95313,1.771629913,0.152078803,-11.64942041,2.31E-31,8.53E-30,7638.991863,7000.967178,7034.469886,23189.27536,21369.57907,31446.43541
61,SP_0862,50265.7537,-1.193198889,0.103147649,11.56787291,6.00E-31,2.18E-29,73432.88953,67309.43674,69608.23547,31325.74559,28191.57343,31726.64145
62,SP_1923,9665.254205,-1.271612806,0.110233295,11.53565085,8.72E-31,3.12E-29,13026.22306,14154.89937,13946.68392,5268.258328,5424.680998,6170.779558
63,SP_0233,2588.465201,-1.296938169,0.113881614,11.38847726,4.77E-30,1.68E-28,3492.353344,3586.627045,3991.250892,1395.55772,1577.411532,1487.590676
64,SP_2026,20625.64225,2.068094586,0.182558553,-11.32839057,9.49E-30,3.29E-28,9808.966888,7251.346754,5899.759893,31239.71041,29910.26887,39643.8007
65,SP_0845,12378.79391,-1.38545241,0.123389808,11.2282565,2.96E-29,1.01E-27,18774.58568,17784.1956,17359.59875,6123.023465,6446.272325,7785.087615
66,SP_2085,242.9217777,1.898332517,0.169430373,-11.20420432,3.89E-29,1.30E-27,92.40715964,111.1009051,95.16922523,349.7274351,425.4042912,383.72165
67,SP_0419,4368.42544,-1.308770811,0.116987723,11.18724921,4.71E-29,1.56E-27,6605.518687,5669.366475,6460.526251,2293.899119,2535.347473,2645.894633
68,SP_RS04870,6042.606051,2.229684318,0.199635302,-11.16878776,5.80E-29,1.89E-27,1689.882655,2208.331758,2161.805555,12432.64272,11013.93446,6749.03916
69,SP_1354,11851.32326,-1.294245261,0.116979752,11.06384004,1.88E-28,6.03E-27,15040.06184,17558.77348,18075.56415,6936.44702,7143.376437,6353.716623
70,SP_2086,311.6093603,1.966132555,0.177918666,-11.05073797,2.17E-28,6.88E-27,146.5768739,116.7364582,106.8823606,423.4718783,532.5316492,543.4569415
71,SP_0236,29295.34089,-1.299678654,0.117939106,11.01991276,3.06E-28,9.56E-27,43640.60883,39818.40337,41954.25483,14732.12854,18239.59713,17387.05262
72,SP_0222,6161.898887,-1.305410358,0.118553446,11.01115491,3.38E-28,1.04E-26,9723.994787,8358.33041,8332.431704,3438.055329,3299.212112,3819.368981
73,SP_RS11510,195.9005958,2.330243383,0.212996973,-10.94026525,7.40E-28,2.24E-26,67.97768065,46.6945833,69.54674151,382.1302965,265.4895394,343.5647331
74,SP_2176,4128.780723,1.315104038,0.120314786,-10.93052718,8.24E-28,2.47E-26,2559.784537,2259.856816,2222.567444,5359.880212,5940.134373,6430.460953
75,SP_2186,347.9153544,1.866391084,0.172279687,-10.83349474,2.39E-27,7.05E-26,163.5712941,149.7446982,125.1841347,499.4510016,506.1379523,643.4030457
76,SP_0846,4021.63277,-1.05730618,0.097872263,10.80291951,3.33E-27,9.72E-26,5364.926015,5683.857898,5282.624071,2547.53531,2648.685112,2602.168213
77,SP_2175,3862.917464,1.070848702,0.100104016,-10.69736005,1.05E-26,3.01E-25,2509.863428,2581.083346,2350.679863,5185.575164,5151.428607,5398.874378
78,SP_0285,2546.214964,1.196996532,0.111959334,-10.69135093,1.12E-26,3.17E-25,1609.159159,1619.818993,1381.417908,3530.794553,3546.070807,3590.028367
79,SP_1355,14256.44448,-1.197912716,0.112074394,10.68854957,1.15E-26,3.23E-25,21542.55186,19292.91369,18912.32127,8002.389426,8522.058958,9266.43166
80,SP_0910,1128.845106,1.413548973,0.133526782,-10.58625807,3.45E-26,9.56E-25,660.6580838,619.1057682,549.7852934,1749.754516,1456.311041,1737.455936
81,SP_0962,2136.497991,-1.151078276,0.109305618,10.53082441,6.23E-26,1.70E-24,3154.589243,2760.615968,2948.049769,1273.767655,1346.078542,1335.886768
82,SP_1402,399.4216818,-1.537502796,0.147317021,10.43669487,1.69E-25,4.55E-24,568.2509242,600.5889507,624.4565317,227.9373699,181.6507375,193.6455769
83,SP_0229,8500.309065,-1.559766847,0.150329898,10.3756263,3.20E-25,8.54E-24,13036.84457,12025.46536,13242.43165,3306.209203,4538.163296,4852.740309
84,SP_2173,3733.808963,1.068220249,0.103005983,-10.37046795,3.38E-25,8.91E-24,2257.071428,2554.515738,2385.819269,4952.051094,5107.956635,5145.439614
85,SP_1588,9801.553083,1.163448336,0.113290608,-10.26959212,9.66E-25,2.52E-23,6395.212738,5905.254629,5734.311855,13530.98799,12428.3261,14815.22519
86,SP_1883,1109.622332,2.169676518,0.21271927,-10.19971778,1.99E-24,5.12E-23,458.8493444,398.5141161,290.6321724,1870.427241,1299.50143,2339.809689
87,SP_0056,5832.867542,-1.41557852,0.139225203,10.16754502,2.77E-24,7.05E-23,9600.785241,7231.219779,8749.712153,3005.64473,2912.622081,3497.221271
88,SP_0211,8997.524346,-1.163917253,0.114660635,10.15097509,3.28E-24,8.26E-23,13781.4126,11197.03904,12462.04401,5355.410852,5533.360927,5655.878646
89,SP_0726,919.2803015,1.273628274,0.125938517,-10.1130957,4.83E-24,1.20E-22,576.7481343,483.0474134,539.5362999,1238.012774,1394.208224,1284.128964
90,SP_0366,3012.994361,-1.046087937,0.104313879,10.02827182,1.15E-23,2.82E-22,4265.599461,3843.447253,4098.865323,1879.365961,2022.999239,1967.688926
91,SP_0218,11582.24471,-1.448317444,0.14445876,10.02581947,1.17E-23,2.86E-22,18175.53236,15393.11091,17557.98998,5119.652101,6045.70916,7201.473757
92,SP_0386,686.5547216,1.278602511,0.127833737,-10.0020741,1.49E-23,3.59E-22,442.9170755,378.3871405,371.1599784,987.7286027,990.5399189,948.5956138
93,SP_0237,18704.30164,-1.433570699,0.144123336,9.946832621,2.60E-23,6.20E-22,31362.14026,25464.64948,25508.28064,8928.664326,9271.950464,11690.12469
94,SP_1119,1158.75767,1.293292559,0.130486996,-9.91127548,3.72E-23,8.76E-22,613.9234284,697.1984334,683.7542797,1631.316471,1482.704738,1843.648672
95,SP_0421,6655.592854,-1.170417576,0.118583253,9.870007353,5.62E-23,1.31E-21,9925.803527,8875.191142,8942.246816,3847.001786,3803.797494,4539.516357
96,SP_0418,15058.52327,-1.29037922,0.130843739,9.861986747,6.08E-23,1.40E-21,18956.21354,21927.13225,23508.26277,8277.255078,9745.484438,7936.791523
97,SP_0427,11296.1595,-1.042189777,0.106469468,9.788625792,1.26E-22,2.88E-21,16095.8402,15185.40052,14456.93738,6944.2684,7208.584394,7885.926095
98,SP_1686,105.0279728,2.391849255,0.244612013,-9.778134863,1.40E-22,3.16E-21,36.11314285,32.20316089,24.89041275,140.7848461,197.1764415,198.9998324
99,SP_0648,4250.05799,1.177371182,0.120517823,-9.769270249,1.53E-22,3.41E-21,2814.70084,2555.320817,2391.675837,5550.94536,5665.329411,6522.375674
100,SP_RS02535,1470.752936,1.519024551,0.155559385,-9.764917425,1.59E-22,3.53E-21,589.4939494,805.8841014,844.0778207,2420.158545,2140.99459,2023.90861
101,SP_0219,9910.359645,-1.38502011,0.142636372,9.710146802,2.73E-22,5.99E-21,15508.47055,13836.89316,13875.67304,4926.352273,4783.46942,6531.299433
102,SP_0425,15500.40529,-1.042951941,0.10769951,9.683906061,3.53E-22,7.66E-21,21853.76218,20886.16508,20034.58605,9352.136204,9950.423731,10925.35851
103,SP_0501,1371.704683,-1.209934831,0.125181207,9.665467025,4.23E-22,9.09E-21,2035.081815,1771.173849,1959.021898,746.3831523,902.0434058,816.5239762
104,SP_2185,441.7113918,1.7097776,0.178005988,-9.60516899,7.60E-22,1.62E-20,247.4812436,187.5834122,171.3046054,631.2971273,614.8178807,797.7840816
105,SP_0235,14692.46908,-1.353472201,0.141533628,9.562901908,1.15E-21,2.42E-20,23352.45761,19624.60625,20699.30649,7241.480853,7537.72932,9699.233986
106,SP_0515,1783.95398,1.259234726,0.131981029,-9.541028258,1.41E-21,2.96E-20,1147.123361,1034.526544,943.6394717,2319.59794,2428.220115,2830.616451
107,SP_1925,1665.175547,-1.184297622,0.124371636,9.522248457,1.69E-21,3.51E-20,2117.929613,2242.145077,2600.316062,1001.136683,1060.405587,969.1202602
108,SP_RS08365,239.6587136,1.530040196,0.16129874,-9.485754189,2.41E-21,4.94E-20,132.7689075,114.3212212,117.1313541,355.3141354,333.8026373,384.6140259
109,SP_1572,43552.10902,0.973996276,0.102863259,-9.468845236,2.83E-21,5.75E-20,29334.4935,30349.86898,28085.90251,62299.52907,56114.55218,55128.30784
110,SP_0226,15816.35707,-1.377939078,0.147230161,9.359081511,8.04E-21,1.62E-19,27149.64836,20151.93301,21601.21791,7923.058283,8175.835757,9896.449066
111,SP_2156,2899.801043,1.207276051,0.129209422,-9.343560479,9.31E-21,1.86E-19,1873.634823,1657.657707,1682.299074,4062.648416,3555.386229,4567.180011
112,SP_2004,134.234521,-1.932610494,0.207777478,9.301347371,1.39E-20,2.74E-19,233.6732772,222.2018102,189.6063795,48.04562208,57.44510502,54.43493174
113,SP_0358,5430.782009,-1.106172286,0.120185133,9.203902836,3.45E-20,6.77E-19,7315.035729,7499.311093,7502.995303,3594.482935,3713.748411,2959.118585
114,SP_0357,6391.007265,-1.178501732,0.128926334,9.140892263,6.19E-20,1.20E-18,8905.076166,8885.65717,8902.714984,3948.679731,4415.510234,3288.405303
115,SP_0231,1411.333669,-1.034841408,0.113961183,9.080648137,1.08E-19,2.08E-18,1839.645983,1812.232879,2052.726981,909.5147993,957.9359404,895.945434
116,SP_0426,8971.16965,-0.995066199,0.109805368,9.062090681,1.28E-19,2.44E-18,11397.94517,12543.13117,11993.51859,5414.629874,6225.807328,6251.985767
117,SP_1695,224.3859055,1.739285504,0.191960641,-9.060636042,1.30E-19,2.46E-18,100.9043697,118.3466163,81.99194789,335.2020145,307.4089404,402.4615445
118,SP_0999,474.6809473,1.407157464,0.155471026,-9.050930563,1.42E-19,2.66E-18,251.7298487,257.6252872,256.2248371,718.4496511,790.2583366,573.7977231
119,SP_1659,7985.86818,-1.101578761,0.122362403,9.002591787,2.20E-19,4.10E-18,12215.80164,10548.95043,10033.03255,4801.210188,4819.17854,5497.03573
120,SP_1924,1963.13588,-1.126130816,0.126605481,8.894803021,5.85E-19,1.08E-17,2860.373344,2557.736054,2688.896648,1060.355706,1310.369423,1301.084106
121,SP_1979,3329.210054,-1.038775813,0.117181248,8.864693176,7.67E-19,1.40E-17,4720.2002,4224.24963,4534.447547,2013.446767,2085.102055,2397.814125
122,SP_1884,1295.1265,2.190253913,0.249158979,-8.790587934,1.49E-18,2.70E-17,531.0756301,507.1997841,253.2965533,2244.736157,1502.888153,2731.562722
123,SP_0385,536.5718456,1.177929314,0.134490632,-8.758448774,1.98E-18,3.56E-17,345.1991596,293.8538432,339.680927,729.6230516,714.1823867,796.8917057
124,SP_0729,485.1819814,1.566369646,0.179252954,-8.738319824,2.37E-18,4.23E-17,292.0915966,245.5491018,181.5535989,688.2814698,692.446401,811.1697206
125,SP_1382,607.7679857,1.192503252,0.137029029,-8.702559289,3.24E-18,5.75E-17,407.8660839,374.3617454,318.450869,825.7142957,849.256012,870.9589079
126,SP_0960,6902.156985,-1.570990217,0.181320591,8.664157811,4.55E-18,8.00E-17,12300.77374,9156.9688,9795.84156,2617.927733,3246.424719,4295.005352
127,SP_1102,2035.272835,0.973572785,0.113384742,-8.586453263,8.97E-18,1.56E-16,1417.971932,1356.558153,1326.512585,2614.575713,2536.900043,2959.118585
128,SP_0391,864.6308283,1.142475156,0.133819388,-8.53744121,1.37E-17,2.37E-16,549.1322015,549.8689723,505.1289647,1069.294426,1165.980375,1348.380031
129,SP_1690,96.62739533,1.985345888,0.234558053,-8.464198366,2.58E-17,4.43E-16,28.67808403,46.6945833,33.67526431,163.1316471,163.0198926,144.5649007
130,SP_0055,340.3953419,-1.588999286,0.187771814,8.462395128,2.62E-17,4.46E-16,522.57842,477.4118603,546.1249386,211.1772691,158.3621814,126.7173821
131,SP_0420,7880.454164,-1.042399909,0.124622414,8.364465695,6.04E-17,1.02E-15,12242.35543,9821.964073,9874.905224,4874.954631,5131.245191,5337.300439
132,SP_0359,6434.186785,-1.000509776,0.120141035,8.327793862,8.24E-17,1.38E-15,8842.409241,8953.283808,8022.033616,4673.833422,4331.671432,3781.889192
133,SP_0423,5881.425766,-0.941903993,0.113146904,8.324611261,8.46E-17,1.41E-15,8591.741544,7260.202624,7419.539213,3878.287308,3948.186542,4190.597368
134,SP_1647,11127.23604,0.933388927,0.112680532,-8.283497697,1.20E-16,1.98E-15,8035.174283,7599.945971,7198.453782,14231.5602,13605.17447,16093.10753
135,SP_0294,19820.46422,-1.273489127,0.154087277,8.264726044,1.40E-16,2.30E-15,32916.06755,24171.69257,27525.13615,10057.17777,10796.5746,13456.13665
136,SP_0360,6235.922011,-0.994037688,0.120521335,8.247815119,1.61E-16,2.63E-15,7978.880267,8538.668111,8464.204477,4260.417604,4558.346712,3615.014893
137,SP_0189,4437.684071,1.189834439,0.144615772,-8.227556505,1.91E-16,3.09E-15,2444.01005,2740.488992,2837.507054,7392.32176,5913.740676,5298.035898
138,SP_0191,818.9438996,1.057396865,0.128556201,-8.225171982,1.95E-16,3.13E-15,484.3409747,534.5724708,561.4984288,1183.263111,1138.034108,1011.954305
139,SP_0293,300.7361246,1.200428184,0.14646676,-8.195908646,2.49E-16,3.96E-15,180.5657142,177.1173849,183.7498118,448.0533594,386.5900311,428.3404465
140,SP_0776,5532.788537,-1.353846187,0.165655581,8.172656659,3.02E-16,4.77E-15,6423.890822,8151.425101,9445.179568,3118.496075,3494.835984,2562.903672
141,SP_1284,1352.480901,1.06225458,0.130080873,-8.166108967,3.18E-16,5.00E-15,802.9863527,946.7729303,857.255098,2046.966969,1669.013186,1791.890868
142,SP_0338,703.3666445,1.349203902,0.165691094,-8.142887269,3.86E-16,6.02E-15,412.114689,394.4887209,364.5713397,948.621701,843.0457304,1257.357686
143,SP_2135,21149.30376,-1.340393521,0.164667961,8.13997765,3.95E-16,6.12E-15,32371.18396,26057.18764,33159.88635,13817.02704,9127.561416,12362.97614
144,SP_0234,15185.30912,-1.163786583,0.143084091,8.133584785,4.17E-16,6.41E-15,25447.01989,18259.19223,19590.95105,8700.726956,9271.950464,9842.014135
145,SP_2214,16717.31759,-0.799576117,0.098485861,8.118689398,4.71E-16,7.20E-15,22515.48241,20088.33177,21216.14859,11876.20737,12307.22561,12300.50982
146,SP_1283,5014.954255,0.896586939,0.110623109,-8.104879248,5.28E-16,8.01E-15,3534.839394,3642.177497,3292.123122,6402.358477,6114.022258,7104.204781
147,SP_1472,1260.759594,1.132445475,0.142943387,-7.922335563,2.33E-15,3.51E-14,924.0715964,741.4777796,683.0222087,1777.688017,1605.3578,1832.940161
148,SP_0784,2982.328594,0.923822767,0.116767358,-7.911652547,2.54E-15,3.80E-14,2000.030823,2073.883562,2071.760826,3997.842693,3477.757709,4272.695954
149,SP_1674,1651.534573,0.925935162,0.117413206,-7.886124528,3.12E-15,4.63E-14,1252.276336,1032.111307,1115.676148,2135.236832,2223.280821,2150.625992
150,SP_0291,919.0176252,-0.917295211,0.116623529,7.865438636,3.68E-15,5.43E-14,1170.490689,1197.152506,1249.645134,640.2358477,589.9767542,666.6048199
151,SP_0580,568.9585434,-1.036708349,0.132696744,7.812613302,5.60E-15,8.22E-14,764.7489074,822.7907608,714.5012602,354.1967953,400.5631647,356.9503721
152,SP_1926,1024.990085,-1.117214329,0.143063464,7.809221843,5.75E-15,8.39E-14,1229.971159,1453.167635,1546.865945,576.5474649,624.1333032,719.2549998
153,SP_0215,25139.42443,-1.238246199,0.158733769,7.800773636,6.15E-15,8.91E-14,42872.67347,29829.78794,33876.58383,12922.03766,14347.30312,16988.16058
154,SP_1737,2389.551358,-0.877638723,0.112982239,7.767935273,7.98E-15,1.15E-13,3266.115125,2831.462922,3210.863245,1593.326909,1695.406883,1740.133064
155,SP_0715,4283.059948,0.878771358,0.113158574,-7.765839823,8.11E-15,1.16E-13,2854.000436,3043.198704,3109.837452,5288.370449,6145.073666,5257.878981
156,SP_1539,22709.17797,-1.146685766,0.149074164,7.692048934,1.45E-14,2.06E-13,27401.37821,31504.3523,35435.16291,12627.05989,16617.16105,12669.95346
157,SP_1105,7015.496508,-1.046703998,0.136191994,7.685503122,1.52E-14,2.15E-13,10414.39311,8933.156832,9132.585267,3812.364245,4771.048857,5029.430743
158,SP_1682,293.1953835,1.118228841,0.145628953,-7.678616249,1.61E-14,2.25E-13,186.9386218,177.1173849,184.4818827,379.8956164,430.0620024,400.6767927
159,SP_0516,1249.871407,1.224376886,0.162047776,-7.555653745,4.17E-14,5.81E-13,755.189546,747.1133327,714.5012602,1660.367312,1426.812203,2195.244788
160,SP_0178,320.0385061,1.340518828,0.177689754,-7.544153795,4.55E-14,6.30E-13,168.8820504,173.0919898,188.8743085,496.0989815,530.9790788,362.3046277
