,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.NDC10MIN.C,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.A,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.B,X.ExpOut.181004_NS500751_0089_AH23CYBGX9.Out.Rep.Bams.T4.PEN10MIN.C
346,SP_1381,779.2713523,-0.149523218,0.092797311,1.611288266,0.107116907,0.458410971,893.5979256,804.1579748,779.9031701,722.130982,750.5137976,725.3242634
347,SP_1623,10749.51966,0.119440651,0.074095565,-1.611981103,0.106966052,0.458410971,10700.9684,10190.53467,9900.288059,10812.00197,11543.8741,11349.45078
348,SP_RS00945,4327.647352,-0.142366722,0.088503557,1.608598875,0.10770408,0.459001519,4890.805346,4651.535347,4172.93018,3816.358086,4253.168633,4181.086521
349,SP_0265,824.032161,0.142954391,0.089029823,-1.605691054,0.108341808,0.459001519,806.5476307,778.6561363,747.6313148,889.6445391,891.6690134,830.0443318
350,SP_RS03990,504.4061892,0.202128499,0.125853013,-1.606068021,0.108258965,0.459001519,473.4470123,391.0281907,489.4564723,705.64001,539.1666439,427.6988058
351,SP_1017,327.5599157,-0.176486692,0.109959766,1.605011526,0.108491268,0.459001519,542.7319409,501.5361577,213.3528213,142.3431262,254.5421924,310.8532557
352,SP_1029,1918.503919,0.140817769,0.088035005,-1.599565643,0.109694975,0.462775678,1770.318753,1805.530168,1859.217442,2214.12997,1889.782944,1972.044236
353,SP_0648,6823.915374,-0.127093093,0.07973805,1.593882638,0.110962324,0.466348985,7039.526402,7303.726554,7127.597823,6178.906803,6291.820193,7001.91447
354,SP_RS04715,766.2074877,-0.141111263,0.088584532,1.592956004,0.111170061,0.466348985,826.0895336,833.0600585,769.145885,731.6783868,711.9467988,725.3242634
355,SP_0549,4753.46525,0.163376067,0.102860874,-1.588320821,0.112213812,0.466771738,4563.922606,4952.457042,3765.049787,4775.438297,5534.364335,4929.559431
356,SP_0881,2985.368279,0.126373962,0.079427698,-1.591056581,0.111596843,0.466771738,2761.626194,2784.800767,2973.492891,2974.450571,3205.688944,3212.150309
357,SP_RS08485,4143.494413,0.137644113,0.086589528,-1.589616159,0.111921352,0.466771738,4214.833158,3985.0873,3559.764929,4436.939399,4464.515787,4199.825902
358,SP_RS01365,698.2737163,-0.156982927,0.099097839,1.584120593,0.113166279,0.46884398,694.6258229,819.459078,721.6345425,675.2619038,675.6938199,602.9671308
359,SP_1106,15601.95914,-0.152778273,0.096490984,1.583342474,0.113343427,0.46884398,16937.50024,17905.69089,14891.66835,13064.32156,15807.84149,15004.73233
360,SP_0501,2383.304198,-0.148458815,0.093949413,1.580199504,0.114061185,0.47050239,2630.162483,2718.495987,2234.825981,2326.09499,2279.309632,2110.936116
361,SP_1983,2854.919003,-0.16154427,0.102335328,1.578577731,0.114432946,0.470728323,3193.324595,3373.043176,2584.437747,2459.758657,2767.567838,2751.382008
362,SP_1986,317.8520139,-0.182634679,0.116697454,1.565027111,0.117576553,0.482323704,333.9888867,290.7209592,406.9839532,298.5733868,294.6518712,282.1930265
363,SP_1358,1589.794089,0.130681722,0.083605828,-1.563069537,0.11803624,0.482875527,1425.670647,1618.516685,1487.194666,1661.248437,1668.40837,1677.725728
364,SP_RS00420,2254.229139,0.161767936,0.104004695,-1.555390705,0.119853046,0.488960917,2229.553473,2242.461668,1827.842027,2111.712355,2583.988923,2529.81639
365,SP_0947,764.9099723,0.150856578,0.09708651,-1.553836647,0.120223387,0.489128025,750.5867268,637.5459631,760.1814808,851.4549198,796.0228563,793.667887
366,SP_0950,3979.164907,-0.148097267,0.095542669,1.55006416,0.121126117,0.491454328,4288.559428,3988.487545,4379.111478,4253.802816,3510.368235,3454.659941
367,SP_0272,38499.04059,-0.166300003,0.10760105,1.54552398,0.122219573,0.493695236,44691.44377,46228.03276,32922.67106,34352.43045,36434.24381,36365.42166
368,SP_0823,586.9997213,0.159017837,0.102923359,-1.545012122,0.122343331,0.493695236,526.7431112,581.4419184,535.174934,587.5993687,587.7610625,703.2779332
369,SP_0179,807.9337257,-0.176780354,0.115226025,1.53420508,0.124979208,0.5010047,877.609096,1047.275502,700.1199723,711.7156312,776.7393569,734.1427955
370,SP_0294,34547.49212,-0.180330815,0.117926498,1.529179773,0.126219884,0.5010047,38617.46503,45179.05713,28636.78939,30394.59718,29378.0257,35079.01829
371,SP_0405,3790.161924,0.134542006,0.087936836,-1.529984599,0.126020541,0.5010047,3743.162683,3724.968547,3301.590087,4130.554499,4149.037736,3691.657991
372,SP_0484,1092.689247,0.125585114,0.082480895,-1.522596404,0.12785971,0.5010047,1067.698516,1016.673296,1032.69937,1118.782254,1163.952025,1156.330019
373,SP_0726,1596.349102,0.149760596,0.098068268,-1.527105548,0.126734768,0.5010047,1662.838287,1492.707615,1337.489115,1809.667184,1594.359732,1681.032677
374,SP_0785,936.8434294,-0.14403976,0.094602928,1.522571893,0.127865846,0.5010047,908.698487,1057.476238,1012.08124,845.3792986,938.720752,858.7045611
375,SP_1298,992.6350639,-0.153610633,0.100730316,1.524969227,0.127266773,0.5010047,1109.447126,1071.077218,989.6702297,832.3601102,1040.537629,912.71807
376,SP_1573,25464.68984,-0.106138485,0.069217516,1.533405011,0.125176095,0.5010047,26975.82048,25738.15556,26705.85671,24975.14304,24663.59577,23729.5675
377,SP_1721,1026.166566,-0.143940298,0.094334317,1.525852977,0.127046484,0.5010047,1057.927564,1072.777341,1126.825615,867.9458918,1032.824229,998.6987578
378,SP_1894,4098.677572,0.134846092,0.088177638,-1.529254983,0.126201245,0.5010047,3890.615223,4010.589139,3741.742336,4778.042134,4103.528678,4067.547921
379,SP_2175,4985.473512,0.125954914,0.082528511,-1.526198804,0.126960361,0.5010047,4936.995299,4364.214633,4920.561495,5303.149399,5380.09634,5007.823904
380,SP_0212,88885.16831,-0.161463808,0.106698102,1.513277225,0.130209255,0.501337484,104426.5997,98304.48715,82520.03048,70210.74702,87055.74383,90793.40164
381,SP_0338,999.3529218,-0.140716071,0.093156088,1.510540791,0.130905489,0.501337484,1090.793492,1099.979302,978.9129446,873.1535671,978.8304308,974.4477946
382,SP_0386,1050.344865,0.129735584,0.086054136,-1.507604274,0.131655838,0.501337484,979.7599523,1047.275502,967.2592191,1091.875932,1147.753886,1068.144698
383,SP_RS02245,4475.504183,-0.143356305,0.094420877,1.51826915,0.128946561,0.501337484,4873.928248,5071.465622,4263.470663,3842.396463,4262.424713,4539.339387
384,SP_0629,1589.363663,-0.120598596,0.079792705,1.511398771,0.130686882,0.501337484,1635.301969,1708.623181,1645.864621,1493.73488,1476.344716,1576.312609
385,SP_0896,11788.38732,-0.147157354,0.097782893,1.504939656,0.132339592,0.501337484,12986.48278,13364.66351,11158.89042,9807.788577,11893.29111,11519.20753
386,SP_0905,4990.612397,0.114420147,0.076021308,-1.505106266,0.132296758,0.501337484,4925.447811,4593.73118,4797.749157,4979.405581,5255.910603,5391.430049
387,SP_1299,70877.48108,0.186827969,0.123791718,-1.509212183,0.131244568,0.501337484,78576.21521,67353.75579,46766.40055,86443.93904,80139.90959,65984.66627
388,SP_1421,1172.592975,-0.141536223,0.093786444,1.509133057,0.131264783,0.501337484,1252.458325,1307.394255,1161.786791,1010.289018,1184.778205,1118.851257
389,SP_1567,3191.205269,0.146928038,0.097490214,-1.507105506,0.131783616,0.501337484,3402.955918,2897.008857,2694.699919,3539.483347,3441.718977,3171.364598
390,SP_1648,9009.618832,0.184932268,0.121698245,-1.519596841,0.128612332,0.501337484,8847.152425,7431.235746,8304.624101,7348.897866,12392.34807,9733.454781
391,SP_1745,1492.899006,0.16518361,0.109173929,-1.513031657,0.130271618,0.501337484,1334.17901,1249.590088,1567.874304,1859.1401,1487.143476,1459.467059
392,SP_1899,2028.210743,0.140119102,0.092482107,-1.515094181,0.129748555,0.501337484,1836.050609,1936.439605,1969.479615,2362.548717,1938.377362,2126.368547
393,SP_1285,1377.659209,0.127161446,0.084642185,-1.502341245,0.133009002,0.502591267,1262.229277,1283.592539,1380.518255,1382.637806,1473.259356,1483.718022
394,SP_0493,5572.749193,-0.139636013,0.09305954,1.500501868,0.13348445,0.503107635,6033.118401,6429.863554,5200.250908,4960.310771,5440.260858,5372.690668
395,SP_1456,9445.223738,0.156087744,0.104528035,-1.493262007,0.135368617,0.503815528,9166.04075,9389.776945,7896.743708,11760.66683,9238.338905,9219.775287
396,SP_1631,16445.63174,-0.148824717,0.099484851,1.495953559,0.134665758,0.503815528,19344.70738,18342.62239,14698.93366,14807.15691,15772.35985,15708.01026
397,SP_1666,19994.81548,-0.155677404,0.104147025,1.494784933,0.13497058,0.503815528,22864.02645,23431.08924,17665.25502,17187.93249,19384.54496,19436.0447
398,SP_1675,452.7873337,-0.146864207,0.098329544,1.493591857,0.135282329,0.503815528,457.4581826,484.534932,498.4208765,414.0101904,418.0662675,444.2335534
399,SP_2004,428.8430054,-0.183425752,0.122638034,1.495667748,0.134740259,0.503815528,483.2179638,518.5373834,403.3981914,480.842024,333.2188701,353.8435996
400,SP_1565,2317.647815,-0.134397063,0.090155759,1.490720784,0.136034817,0.505029258,2614.173653,2456.677111,2254.54767,2032.729279,2300.135811,2247.623363
401,SP_0290,2475.126333,-0.135388795,0.09191238,1.473020234,0.14074558,0.506558027,2584.860799,2891.908489,2357.638319,2332.170611,2426.635568,2257.544212
402,SP_0373,2744.48703,-0.138684267,0.094170447,1.472694165,0.140833521,0.506558027,2847.78822,2664.092065,3179.674189,2378.171743,2624.869942,2772.326022
403,SP_0445,1392.09749,-0.131719604,0.089629945,1.469593725,0.141671821,0.506558027,1490.514234,1514.809208,1390.3791,1214.256303,1338.27486,1404.351233
404,SP_0783,3550.03344,0.167555955,0.113572765,-1.475318089,0.140127045,0.506558027,3843.537002,3184.329571,2813.926495,4403.957455,3746.398268,3308.051846
405,SP_0916,2760.852015,0.115352217,0.078434559,-1.470681022,0.141377401,0.506558027,2618.614995,2732.096967,2570.0947,2921.505872,2983.543031,2739.256527
406,SP_0958,852.6509487,0.14243651,0.09664783,-1.473768322,0.14054398,0.506558027,738.1509704,799.0576071,871.3400935,959.9481563,860.0440744,887.3647903
407,SP_1012,4162.079544,0.160843661,0.109173647,-1.473282847,0.140674784,0.506558027,4042.509105,3779.37247,3783.875036,5240.657294,4511.567526,3614.495835
408,SP_1071,376.488312,-0.160760275,0.109454865,1.468735772,0.141904471,0.506558027,413.0447668,413.1297841,382.7800617,307.2528457,352.5023695,390.2200444
409,SP_1100,2368.045435,-0.117321382,0.079417413,1.477275303,0.139601855,0.506558027,2477.380333,2526.382137,2420.389149,2302.660451,2133.526376,2347.934166
410,SP_1523,3646.116555,0.118221054,0.079611477,-1.484975014,0.137550443,0.506558027,3498.000627,3420.646608,3521.217991,3544.691022,3931.519863,3960.623219
411,SP_1545,1108.917723,-0.162166516,0.110368118,1.469323919,0.141744952,0.506558027,1003.743197,1317.594991,1247.845072,947.7969138,1163.180685,973.3454781
412,SP_1570,843.8939539,0.14099228,0.094983551,-1.484386287,0.137706471,0.506558027,781.6761179,809.2583426,797.8319786,953.0045892,920.2085926,801.3841026
413,SP_1752,355.7697465,-0.181368667,0.122533931,1.480150568,0.138833069,0.506558027,365.0782778,426.7307647,371.1263361,276.0067936,290.0238314,405.6524756
414,SP_1875,2771.325935,0.118376111,0.080573633,-1.46916686,0.141787536,0.506558027,2545.776993,2570.585323,2816.615817,2806.937014,2973.515611,2914.524852
415,SP_1877,3130.094634,0.133936604,0.090532192,-1.47943622,0.139023766,0.506558027,2740.307754,2907.209592,3239.735698,3071.660511,3407.780018,3413.874231
416,SP_RS10845,4437.097672,-0.181168325,0.122425881,1.479820462,0.138921166,0.506558027,5542.79429,5533.89896,3426.195306,4003.834399,3767.224448,4348.638631
417,SP_2240,2244.86036,0.176353728,0.120382589,-1.464943802,0.142936251,0.509017584,1857.369048,1875.235193,2428.457113,3004.828677,2281.623652,2021.648479
418,SP_RS03820,350.3629561,0.167227416,0.114423301,-1.461480435,0.143883641,0.509945601,325.1062036,285.6205915,356.7832893,408.802515,330.1335102,395.731627
419,SP_0866,1153.97518,0.151892703,0.103884422,-1.462131668,0.143705132,0.509945601,958.4415127,1135.681876,1146.547304,1383.505751,1147.753886,1151.920753
420,SP_1090,780.1484281,-0.161945164,0.111533225,1.451990326,0.146504295,0.517997329,875.8325593,926.5667998,709.0843765,633.600501,744.3430778,791.463254
421,SP_0447,1317.509553,-0.131505293,0.091060857,1.444147327,0.148697538,0.518347051,1401.687402,1276.792049,1477.333821,1179.538467,1248.028083,1321.677495
422,SP_0936,979.4709011,0.137998854,0.095186238,-1.449777371,0.147120612,0.518347051,864.2850712,935.0674126,973.534302,958.2122645,1023.568149,1122.158207
423,SP_1123,671.2684937,-0.15871991,0.109746758,1.446237797,0.148110516,0.518347051,641.329724,690.2497628,821.1394297,657.0350401,555.3647835,662.4922223
424,SP_1129,966.8458734,0.161958777,0.111852239,-1.447970809,0.147625215,0.518347051,910.4750236,821.1592005,957.3983744,1237.690842,980.3731108,893.9786894
425,SP_1649,13409.35564,-0.138139145,0.09543741,1.447431831,0.147776016,0.518347051,15201.82396,12291.88617,14991.17323,11939.46369,12596.75316,13435.03362
426,SP_1874,6214.58628,-0.154387067,0.106879103,1.444501901,0.148597845,0.518347051,6793.476079,7689.654377,5410.017968,5572.212625,5950.116583,5872.040047
427,SP_0377,675.3038586,-0.165210654,0.114957803,1.437141716,0.15067773,0.52401974,715.0559942,606.9437569,853.411285,552.8815331,661.0383603,662.4922223
428,SP_0205,572.5872882,-0.138091477,0.096191945,1.435582534,0.151121168,0.524333958,604.910723,646.046576,566.5503489,521.635481,558.4501434,537.9304567
429,SP_0972,3849.224778,0.116127136,0.08105321,-1.432727168,0.151935822,0.525931692,3954.570542,3464.849794,3607.276272,4073.27007,4063.418999,3931.96299
430,SP_0777,1633.296954,0.162400632,0.113458618,-1.431364446,0.152325792,0.526055353,1220.480666,1492.707615,1826.049147,1821.818427,1676.12177,1762.604099
431,SP_0971,1753.536379,0.122816025,0.08589779,-1.429792601,0.152776553,0.526387892,1664.614824,1729.024652,1617.178527,1922.50015,1893.639644,1694.260475
432,SP_0929,1750.646697,-0.116002052,0.081284088,1.427118825,0.153545647,0.527813163,1906.223806,1778.328207,1800.948815,1599.624279,1727.801549,1690.953526
433,SP_0021,705.8928579,0.154231709,0.108791581,-1.417680562,0.156284048,0.531079658,635.1118458,618.8446149,719.8416616,867.9458918,728.9162783,664.6968554
434,SP_0032,13040.28392,-0.125109873,0.088036944,1.421106494,0.155285803,0.531079658,14684.8518,14211.32455,12161.11081,12081.80681,12691.62798,12410.98158
435,SP_RS00415,1169.194524,-0.154700575,0.109070068,1.418359572,0.156085812,0.531079658,1277.329838,1375.399158,1097.243081,1098.819499,1227.201903,939.1736663
436,SP_0638,927.3096204,0.135404971,0.095202576,-1.422282637,0.154944217,0.531079658,954.8884394,831.3599359,839.0682382,956.4763727,934.8640521,1047.200684
437,SP_1746,2430.604047,0.12192421,0.085870259,-1.419865401,0.15564687,0.531079658,2453.397088,2383.571841,2107.53144,2504.023898,2529.223785,2605.876229
438,SP_0152,1399.675,0.139259949,0.098670886,-1.411358056,0.158139064,0.533679322,1387.475109,1302.293887,1268.463202,1629.134439,1518.768415,1291.914949
439,SP_0191,1178.476734,0.162104583,0.114954375,-1.410164533,0.158491106,0.533679322,987.7543671,926.5667998,1354.521483,1299.315,1198.662324,1304.040431
440,SP_0851,2749.765624,-0.143983265,0.102154293,1.409468571,0.158696661,0.533679322,3013.006127,3169.028467,2569.198259,2281.829749,2648.010141,2817.520999
441,SP_1139,801.6077021,0.166693449,0.118282015,-1.409288205,0.158749965,0.533679322,622.6760893,688.5496402,903.6119488,959.9481563,865.4434542,769.4169238
442,SP_2127,580.7223064,-0.162795472,0.115542719,1.408963482,0.158845966,0.533679322,581.8157468,540.6389767,746.7348744,565.0327755,481.3161457,568.795319
443,SP_1412,2929.605665,0.105693806,0.075297649,-1.403680035,0.16041415,0.537731407,2876.212806,2769.499664,2790.619044,3071.660511,3138.582366,2931.059599
444,SP_1080,1793.431043,0.160548979,0.1145266,-1.401848819,0.160960397,0.538347273,1565.128772,1543.711292,1876.24981,2316.547585,1839.645845,1619.302953
445,SP_0276,463.5280575,0.138316044,0.098765822,-1.400444425,0.161380275,0.538538669,413.9330351,462.4333386,437.4629276,494.7291583,505.2276849,467.3822001
446,SP_1506,2806.851676,0.119046894,0.085180455,-1.397584612,0.162237842,0.540186536,2897.531246,2623.289123,2505.550989,2874.636794,2885.582854,3054.519048
447,SP_1180,8998.560069,-0.104369537,0.074875583,1.393906175,0.163345939,0.542659328,9194.465336,9750.20293,9121.281329,8938.974739,8264.907854,8721.528225
448,SP_0349,8616.508368,0.153383872,0.110425002,-1.389032098,0.16482299,0.543915866,7049.297354,7215.32018,9826.779944,9865.073006,8691.458861,9051.120861
449,SP_1083,8969.333165,-0.099016268,0.071233898,1.390016142,0.164523976,0.543915866,9174.923433,9661.796556,9074.666427,8436.434068,8786.333678,8681.84483
450,SP_1553,9992.306701,0.099357226,0.071511614,-1.389385863,0.164715447,0.543915866,9685.677715,9954.217638,9221.682657,10184.47709,10465.54081,10442.2443
451,SP_0502,24505.05433,0.152111604,0.109825952,-1.385024223,0.166045061,0.545524149,24609.47369,25336.92664,18643.27153,28125.78662,27283.06633,23031.80115
452,SP_0527,2045.611237,0.135974548,0.098161836,-1.385207873,0.165988914,0.545524149,1723.240533,2043.547327,2028.644683,2386.851202,2043.279599,2048.104075
453,SP_0071,8281.770094,-0.155644312,0.112673028,1.381380389,0.167162032,0.546358179,8248.45958,8402.005733,9935.249235,8960.673387,7937.088363,6207.144266
454,SP_1364,3906.077771,0.142402245,0.103145355,-1.380597754,0.167402674,0.546358179,3450.922407,3233.633125,4322.635731,4161.800551,3950.803362,4316.671452
455,SP_1939,9083.383728,0.09840422,0.071246179,-1.381185942,0.167221796,0.546358179,9100.308895,8684.226079,8458.811854,9326.946553,9559.216335,9370.792649
456,SP_0129,1588.203476,-0.143605977,0.104326491,1.376505387,0.168665221,0.546905545,1713.469581,1858.233967,1487.194666,1306.258567,1578.932933,1585.131141
457,SP_0430,492.3971744,0.157783089,0.11462854,-1.376472985,0.168675246,0.546905545,388.173254,435.2313775,545.9322191,544.2020741,502.913665,537.9304567
458,SP_1007,348.1667784,-0.159739744,0.115879079,1.378503737,0.168047815,0.546905545,329.5475451,394.4284359,398.0195489,354.9898697,276.9110517,335.104219
459,SP_0770,11107.54697,0.096907371,0.070676364,-1.371142567,0.170330518,0.54749095,10811.11367,10547.56041,10753.69934,11472.5088,11945.74222,11114.65737
460,SP_1566,2332.63367,0.111380229,0.081211103,-1.371490169,0.170222206,0.54749095,2308.609353,2300.265835,2090.499072,2372.964068,2506.083585,2417.380106
461,SP_1703,408.9439469,0.179670425,0.131034522,-1.371168627,0.170322396,0.54749095,443.2458896,258.4186304,395.3302276,529.446994,484.4015056,342.8204345
462,SP_2091,3240.04818,-0.11240503,0.081913133,1.372246735,0.169986641,0.54749095,3493.559286,3539.655187,3112.441157,3051.697755,3112.356807,3130.578888
463,SP_0599,657.1278348,0.161156085,0.117893712,-1.366960818,0.171637587,0.548249696,501.8715984,579.7417958,738.6669106,702.1682264,648.6969207,771.6215568
464,SP_0630,13828.96842,-0.104349586,0.076343439,1.366844194,0.171674147,0.548249696,15174.28764,14206.22418,13751.39613,13001.82946,13014.81943,13825.25366
465,SP_2070,12745.74668,0.143841769,0.105198268,-1.367339703,0.171518852,0.548249696,13040.66714,12815.52392,10029.37548,14893.9515,13384.29128,12310.67078
466,SP_0110,1529.335825,0.116038825,0.084982535,-1.365443204,0.172113793,0.54847421,1492.29077,1349.897319,1532.913128,1559.698768,1609.786532,1631.428434
467,SP_0873,1956.367267,0.141618757,0.103842364,-1.363785957,0.172634941,0.548956933,1771.207022,1642.318401,2099.463476,2286.169479,2038.651559,1900.393663
468,SP_0231,5062.644323,-0.1227634,0.090242924,1.360365938,0.173714152,0.550033082,4818.855613,5270.379962,5841.205812,4558.451824,4926.548433,4960.424294
469,SP_1420,1387.689118,-0.13426462,0.098650346,1.361015191,0.173508889,0.550033082,1427.447183,1567.513008,1400.239945,1176.934629,1283.509722,1470.490224
470,SP_1245,1627.450363,-0.119665422,0.088353628,1.354391721,0.175611437,0.553768444,1663.726555,1679.721098,1767.780519,1448.601693,1517.225735,1687.646576
471,SP_1896,1267.67074,0.131749445,0.097366096,-1.353134717,0.176012596,0.553768444,1280.882911,1094.878934,1219.158979,1399.128778,1411.552158,1200.422679
472,SP_2003,3040.241806,0.144305459,0.106636939,-1.353240823,0.175978708,0.553768444,3130.257545,3116.324668,2308.334096,3270.42012,3099.244028,3316.870378
473,SP_0606,964.4034517,0.142550792,0.105673407,-1.348975075,0.177344972,0.556743998,955.7767077,816.0588328,942.1588871,1156.971874,1018.16877,897.2856389
474,SP_1972,4104.632515,0.139082718,0.103188942,-1.347845173,0.177708185,0.556743998,4260.134842,4042.891468,3288.143481,4028.136884,4756.853638,4251.634778
475,SP_0214,40649.59379,-0.118668103,0.088181071,1.345732156,0.178388912,0.556888196,44362.78449,44203.18678,39106.31712,35757.63485,38740.55035,41727.08916
476,SP_0416,12478.62335,-0.143201107,0.106531491,1.344213867,0.178879239,0.556888196,14126.13103,13589.07969,12033.81627,9769.598958,11928.0014,13425.11277
477,SP_1923,13923.33714,0.125422249,0.093246422,-1.345062323,0.178605109,0.556888196,12036.92395,12893.72956,14724.03399,13523.46494,15111.32149,15250.54891
478,SP_2073,5505.665377,0.114397579,0.08523257,-1.342181497,0.179537155,0.557767101,5625.403244,5323.083762,4830.917453,5715.423697,6026.47924,5512.684865
479,SP_0202,4167.22468,-0.110141478,0.082154905,1.340656136,0.180032122,0.558137164,4499.967288,4410.117942,4126.315278,3757.337765,4234.656474,3974.953334
480,SP_0897,40528.09986,-0.130485147,0.097685818,1.335763472,0.181626596,0.561907281,43361.7061,47679.93743,37075.87956,35984.16873,38187.49958,40879.40776
481,SP_0019,10575.69261,-0.116485416,0.087456688,1.331921186,0.182886088,0.563456102,11059.8288,12040.26803,10090.33343,9900.658787,10640.63498,9722.431616
482,SP_RS04200,2576.734954,-0.134870478,0.101207413,1.332614621,0.182658304,0.563456102,2619.503263,2427.775028,3115.130478,2563.044218,2233.800573,2501.156161
483,SP_0419,5940.514591,-0.113553186,0.08560807,1.326430857,0.184697024,0.564116166,5817.2692,6372.059386,6424.788529,5452.436092,5417.891999,6158.64234
484,SP_1023,2361.152301,-0.105560954,0.079581678,1.326447957,0.184691363,0.564116166,2366.346793,2449.876621,2553.062332,2256.659319,2179.806775,2361.161964
485,SP_1474,3403.016039,-0.114325992,0.086324694,1.32437182,0.185379589,0.564116166,3515.765994,3340.740847,3806.286046,3104.642455,3171.749985,3478.910905
486,SP_1737,4963.246227,0.142908986,0.107848443,-1.32509085,0.185141021,0.564116166,4770.889124,5275.48033,3921.926861,5934.146062,4972.828832,4904.206152
487,SP_1781,1031.507672,-0.130294971,0.098099057,1.328197993,0.184112707,0.564116166,1049.044881,1190.085798,1024.631406,880.9650801,1008.14135,1036.177519
488,SP_RS09885,561.2434148,0.149883143,0.112704738,-1.329874373,0.183559666,0.564116166,467.2291341,498.1359125,602.4079659,576.3160721,547.6513837,675.7200204
489,SP_0828,1686.368802,-0.131081091,0.099172953,1.321742339,0.186253965,0.564463546,1824.503121,1795.329432,1713.994093,1364.410942,1706.975369,1712.999856
490,SP_1118,4420.633557,-0.110478925,0.083556874,1.322200309,0.186101458,0.564463546,4464.436555,4649.835225,4716.173078,4023.797154,4061.876319,4607.683011
491,SP_0037,2611.954305,-0.098726049,0.074936188,1.317468267,0.187681711,0.565694482,2671.022825,2800.10187,2660.635183,2458.890711,2560.077384,2520.997858
492,SP_1175,3050.9827,-0.103173545,0.078333491,1.317106438,0.187802949,0.565694482,3153.352521,3276.136189,3086.444385,3047.358026,2780.680617,2961.924462
493,SP_1728,656.6245046,0.146032004,0.110723944,-1.318883684,0.187208002,0.565694482,658.206822,595.0428989,588.9613595,821.0768136,667.9804201,608.4787134
494,SP_0588,12126.93333,-0.105494636,0.080720947,1.306905328,0.191244866,0.569135524,12741.32072,13310.25959,11811.49905,11053.29093,11696.59941,12148.63025
495,SP_1153,1527.761059,0.108089268,0.082468236,-1.31067758,0.189966716,0.569135524,1421.229305,1531.810434,1441.476204,1662.984329,1558.106754,1550.959329
496,SP_1221,3962.950379,-0.126455344,0.096613761,1.308875075,0.190576671,0.569135524,4025.632007,3806.574431,4669.558176,4084.553367,3673.892311,3517.491982
497,SP_1357,1574.298035,0.104963252,0.080223131,-1.308391363,0.190740601,0.569135524,1558.910894,1508.008718,1464.783655,1581.397415,1663.78033,1668.907196
498,SP_1513,10169.88995,0.136124188,0.104073964,-1.307956219,0.190888159,0.569135524,9024.806088,8609.420686,11104.20755,11496.81128,9590.069934,11194.02416
499,SP_1538,6768.15067,-0.095059176,0.072633588,1.308749547,0.190619202,0.569135524,6917.833643,6851.493951,7260.271006,6316.9102,6685.974921,6576.420297
500,SP_1940,5792.843383,-0.0948171,0.072939317,1.299944997,0.193619821,0.575050869,6181.459209,5996.332299,5822.380563,5446.360471,5768.080348,5542.447411
501,SP_1997,4061.582862,0.101711277,0.07836521,-1.297913672,0.194317002,0.575969555,4006.090104,4000.388403,3706.781159,4368.371673,4257.796673,4030.069159
502,SP_1505,3509.375839,0.105908447,0.081782547,-1.295000586,0.195320027,0.577789324,3251.950304,3320.339376,3523.907312,3899.680892,3514.224935,3546.152212
503,SP_RS06655,916.1499783,0.138367443,0.107015026,-1.292972109,0.196020706,0.57870924,851.8493148,967.3697414,769.145885,1088.404148,944.8914718,875.2393087
504,SP_1546,2054.744574,0.1339185,0.103805704,-1.290088063,0.197020084,0.578727841,1988.832759,2148.954926,1679.929357,1959.821824,2374.955789,2175.97279
505,SP_1966,4320.493702,-0.130684455,0.101174816,1.291669809,0.196471517,0.578727841,4743.352806,4988.159616,3943.441432,3787.715872,4493.055366,3967.237118
506,SP_2041,2210.767828,-0.101267162,0.078527178,1.289581066,0.197196153,0.578727841,2271.302083,2216.959829,2398.874578,2061.371493,2172.093375,2144.005611
507,SP_1004,4862.471272,-0.145375354,0.112976468,1.286775525,0.19817254,0.580446197,4940.548372,4884.452139,5719.289914,5345.678747,4645.009342,3639.849115
508,SP_0055,766.1626319,0.143187939,0.111598765,-1.283060248,0.199470969,0.58183183,720.3856041,821.1592005,614.9581319,871.4176753,856.9587145,712.0964653
509,SP_0434,4168.612159,0.111939788,0.087233695,-1.283217313,0.199415952,0.58183183,4018.52586,4287.709117,3651.201853,4388.334429,4116.641457,4549.260236
510,SP_0962,4235.305982,-0.095580892,0.074617459,1.280945417,0.200212839,0.58183183,4476.872311,4445.820516,4242.852534,4051.571423,3958.516762,4236.202347
511,SP_1446,564.8303348,0.12676699,0.098907609,-1.281670755,0.199958168,0.58183183,542.7319409,498.1359125,562.9645872,629.2607715,604.730542,551.1582549
512,SP_0893,4377.317197,-0.130369175,0.102434078,1.272712929,0.203119928,0.582303268,4986.738325,4954.157164,3914.755338,3774.696683,4248.540593,4385.015076
513,SP_1283,5611.363515,0.110922227,0.087111728,-1.273332881,0.202899943,0.582303268,5826.151883,5418.290625,4855.121344,6008.789409,5888.409385,5671.418442
