,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.120MINNDC.C
41,SPT_2114,6220.896976,0.955221147,0.093207626,-10.24831541,1.20E-24,5.95E-23,8631.059381,8975.237125,7175.694416,4221.693144,4333.836053,3987.86174
42,SPT_0273,11875.42486,-0.830104207,0.081308597,10.20930434,1.80E-24,8.69E-23,7923.636332,8333.973933,9189.468673,14372.00544,15541.26898,15892.19578
43,SPT_1875,1500.460297,-0.77628756,0.076441624,10.15529922,3.14E-24,1.48E-22,1103.480319,1085.089117,1109.355814,1891.638994,1911.148924,1902.048612
44,SPT_RS06055,4574.416848,1.219174893,0.121682227,-10.01933414,1.25E-23,5.77E-22,6211.12455,6041.417227,7191.088772,2552.599914,3248.531283,2201.739341
45,SPT_0270,12828.78149,-0.682916022,0.069239711,9.863068688,6.02E-23,2.71E-21,9700.912196,9405.193489,10305.55952,16218.02255,15558.14447,15784.8567
46,SPT_1165,1014.752795,0.925622876,0.093949502,-9.852344691,6.70E-23,2.95E-21,1241.726725,1391.851153,1379.7192,645.3827157,735.1384106,694.6985675
47,SPT_0952,13199.07935,-0.779282263,0.079443435,9.809271958,1.03E-22,4.43E-21,9714.61229,9684.216405,9554.122492,17711.30463,15130.9837,17399.23656
48,SPT_2058,3751.406033,0.985524248,0.101256497,-9.732948303,2.18E-22,9.21E-21,4765.141875,5824.399403,4480.719884,2370.112387,2610.426924,2457.635724
49,SPT_1400,3277.865203,0.755393858,0.07765021,-9.728162527,2.29E-22,9.46E-21,4204.683473,4289.773366,3901.507221,2508.090761,2457.492822,2305.643577
50,SPT_1241,4417.852538,-0.805256631,0.08286184,9.718063548,2.53E-22,1.02E-20,3119.885101,2946.873602,3505.102542,5752.808,5634.303284,5548.142701
51,SPT_1242,17722.63221,-0.71328252,0.073479547,9.707225342,2.81E-22,1.12E-20,13630.34832,12839.94927,13601.8761,21541.31723,23578.21975,21144.08261
52,SPT_2219,419.5395659,-1.230919731,0.128718447,9.562885228,1.15E-21,4.46E-20,220.4469712,232.5190965,273.2498276,519.644359,603.2986669,668.0784741
53,SPT_0962,203.1758961,-1.410864556,0.149029715,9.467001609,2.88E-21,1.10E-19,105.8643647,87.29664325,122.1927046,301.5495103,292.1568719,309.9952817
54,SPT_0328,14792.89141,-0.730928208,0.07823964,9.342172481,9.44E-21,3.54E-19,11628.8891,10208.81212,11329.28422,18005.06504,18050.44298,19534.85502
55,SPT_0059,6303.925305,-0.824783011,0.088336224,9.336860648,9.92E-21,3.66E-19,4161.092264,4548.39987,4810.736401,7391.857553,8174.064106,8737.401638
56,SPT_1903,841.8266515,-0.933819907,0.101461472,9.203689731,3.46E-20,1.25E-18,633.9407251,535.2018502,543.6132133,1188.39438,1102.180257,1047.629484
57,SPT_0277,3008.033265,-0.869175694,0.094811366,9.167420841,4.84E-20,1.72E-18,2140.951093,1905.840735,2266.818992,4132.674838,3519.593796,4082.320136
58,SPT_0281,18976.58319,-0.590970909,0.065294598,9.05083925,1.42E-19,4.96E-18,14665.32817,15142.29625,15469.40397,22363.62383,22703.85857,23514.98835
59,SPT_0651,5504.222436,-0.944957244,0.106095171,8.906694186,5.26E-19,1.81E-17,4066.437068,3838.604734,3202.988296,7613.290588,7917.767644,6386.246288
60,SPT_0550,21844.46411,0.759546701,0.085700126,-8.862842268,7.80E-19,2.64E-17,28314.35844,25293.99842,29176.15412,14684.68224,16877.59662,16719.99482
61,SPT_2041,2199.067954,-1.161344853,0.132708396,8.751103108,2.11E-18,7.02E-17,1602.911028,1259.682404,1077.604954,3309.255511,3378.261591,2566.692235
62,SPT_1490,3779.504899,-0.67784341,0.077607256,8.734278843,2.45E-18,8.02E-17,2850.865068,2854.68182,2969.186507,4336.304212,4747.285489,4918.706298
63,SPT_2225,96.05560405,-1.632279901,0.187985799,8.682995764,3.85E-18,1.24E-16,34.8729672,46.5038193,41.37233305,139.0911025,158.2076924,156.2857099
64,SPT_0267,10692.00266,-0.637497064,0.075185881,8.478946554,2.27E-17,7.20E-16,8577.504467,7806.930647,8597.748096,13382.78952,12373.95098,13413.09224
65,SPT_0549,2486.396898,0.876615331,0.103958478,-8.432360171,3.39E-17,1.06E-15,3305.459105,2915.871056,3511.837573,1565.60945,1969.158411,1650.445793
66,SPT_2200,484.0375962,0.858268091,0.103498823,-8.292539599,1.11E-16,3.40E-15,635.1861882,649.4217573,601.3420501,328.255002,349.1116412,340.9089386
67,SPT_1243,10034.73387,-0.589019364,0.071643757,8.221502996,2.01E-16,6.08E-15,8222.547479,7981.523934,7741.437016,12470.35189,12393.99062,11398.55227
68,SPT_0757,12774.92269,0.640209845,0.077887876,-8.219634149,2.04E-16,6.08E-15,15968.08259,14466.76708,16417.11904,10229.31604,9402.810517,10165.44084
69,SPT_1938,31064.6145,-0.560222011,0.068426952,8.187154213,2.67E-16,7.86E-15,25248.02825,24424.29541,25392.02887,36950.38593,35440.63253,38932.31601
70,SPT_0256,11119.96625,-0.69098323,0.084542807,8.173175905,3.00E-16,8.70E-15,7964.736615,8130.825669,9249.121804,13490.72422,13129.12903,14755.26018
71,SPT_0257,31242.7096,-0.536411406,0.06569908,8.164671461,3.22E-16,9.20E-15,25145.90027,26442.72434,24679.07774,36402.92335,37873.86684,36911.76505
72,SPT_1733,844.694445,-1.098453569,0.139010696,7.90193559,2.75E-15,7.73E-14,552.9856227,512.3578688,490.6951129,1415.391059,1213.980359,882.756647
73,SPT_0333,2906.838501,-0.593396315,0.075190059,7.891951709,2.97E-15,8.26E-14,2416.198441,2282.766428,2223.522364,3626.383225,3387.754053,3504.406495
74,SPT_1786,210.5875448,-1.230358444,0.156780233,7.847663066,4.24E-15,1.16E-13,100.8825122,124.8260413,129.8898828,279.2949339,360.7135386,267.9183598
75,SPT_0265,16429.10675,-0.479323137,0.061455616,7.79950103,6.22E-15,1.68E-13,13794.74945,13529.34799,13754.85752,19241.30676,19206.41385,19047.96493
76,SPT_2044,259.5997799,-1.160860709,0.149390834,7.770628767,7.81E-15,2.08E-13,139.4918688,132.1687496,188.5808669,341.6077478,347.0022053,408.7472412
77,SPT_0258,8942.366242,-0.580285228,0.074718715,7.766263504,8.08E-15,2.13E-13,6695.609702,7301.915487,7410.458352,10228.20332,11023.912,10994.09859
78,SPT_0271,17294.29532,-0.609148641,0.078651707,7.744887716,9.57E-15,2.49E-13,12444.66744,13978.88491,14453.37644,20187.12626,21142.87601,21558.84084
79,SPT_0633,525.2413238,1.157042068,0.149563975,-7.73610135,1.03E-14,2.63E-13,860.6150119,684.5035858,673.5030961,401.6951041,265.7889232,265.3422217
80,SPT_0631,18936.6684,0.540955365,0.069999035,-7.728040289,1.09E-14,2.73E-13,22874.17555,22888.03766,21735.86921,15371.23592,16104.48837,14646.20367
81,SPT_2045,772.8182466,-1.076182729,0.139244166,7.728745564,1.09E-14,2.73E-13,418.4756063,464.2223365,557.0832752,833.4338863,1134.876513,1228.817862
82,SPT_RS08125,1084.004546,0.731992677,0.094915667,-7.712032169,1.24E-14,3.06E-13,1333.890995,1355.137612,1395.113556,715.4846314,844.8290773,859.5714043
83,SPT_1157,966.6331584,-0.710000026,0.092110241,7.708155162,1.28E-14,3.12E-13,755.9961103,722.0329839,704.2918091,1166.139804,1301.521949,1149.816294
84,SPT_1899,3559.746957,-0.760453156,0.098935217,7.686374792,1.51E-14,3.65E-13,2401.252884,2617.267585,2823.902267,3946.849125,4623.883489,4945.326391
85,SPT_1080,1968.954799,0.572750607,0.075196101,-7.616759406,2.60E-14,6.20E-13,2315.315929,2405.1449,2363.03372,1553.369433,1633.758103,1543.106707
86,SPT_1787,595.2126913,-1.114444038,0.146653679,7.599154983,2.98E-14,7.03E-13,379.8662498,346.7390036,355.9944937,747.7537672,1073.702872,667.2197614
87,SPT_0248,3946.371502,-0.600382991,0.07914335,7.586019441,3.30E-14,7.69E-13,2965.447675,3311.561448,3082.719886,4592.231841,5053.153694,4673.114468
88,SPT_0275,12250.01374,-0.727046616,0.096146021,7.561900202,3.97E-14,9.15E-13,8730.69643,8613.812705,10072.71988,14286.32532,14496.04349,17300.4846
89,SPT_0261,23586.55669,-0.549190325,0.07351023,7.470937363,7.96E-14,1.81E-12,20071.88355,17837.0702,19320.87953,28741.78543,27018.7097,28529.01175
90,SPT_0069,233.0840205,-1.021605584,0.137684559,7.41989944,1.17E-13,2.64E-12,145.7191844,148.4858792,152.9814175,319.3531714,281.6096924,350.3547782
91,SPT_1186,1551.046363,-0.709178008,0.095838106,7.399749844,1.36E-13,3.01E-12,1251.69043,1230.31157,1017.951822,1949.500893,1993.416924,1863.406541
92,SPT_1525,581.5744525,-0.830197507,0.112189347,7.399967348,1.36E-13,3.01E-12,425.948385,431.5880774,378.1238811,837.8848016,734.0836926,681.8178772
93,SPT_2201,390.3795396,1.011497064,0.137299542,-7.367082558,1.74E-13,3.80E-12,505.6580243,614.3399287,469.5278727,211.4184758,283.7191283,257.6138075
94,SPT_0787,3933.155083,-0.660466436,0.089817737,7.353407697,1.93E-13,4.17E-12,3301.722716,2833.469551,2946.094972,4936.065046,4422.432361,5159.145851
95,SPT_0443,2825.887509,0.531773044,0.073716368,-7.213771622,5.44E-13,1.16E-11,3406.341617,3242.213647,3401.190635,2385.69059,2215.962411,2303.926152
96,SPT_0263,25943.4067,-0.601486443,0.083433428,7.209178078,5.63E-13,1.19E-11,19155.2227,20640.35306,21688.72399,28608.25797,32387.22407,33180.65841
97,SPT_0803,2682.185709,0.595494935,0.083669315,-7.117244082,1.10E-12,2.30E-11,3436.232732,3218.55381,3065.401235,2282.20681,2059.864155,2030.855516
98,SPT_0283,22389.02158,-0.60419116,0.085725056,7.048011238,1.81E-12,3.75E-11,17991.96015,18404.90631,16583.57052,28302.25754,28765.32263,24286.11235
99,SPT_1897,7720.892499,-0.619328715,0.089903805,6.888793106,5.63E-12,1.15E-10,6589.745337,6056.102643,5495.785264,10178.13052,9209.797132,8795.794101
100,SPT_2006,1208.430684,0.552523455,0.08055253,-6.859169505,6.93E-12,1.40E-10,1437.264434,1453.856246,1433.599447,960.2849718,1007.255641,958.3233639
101,SPT_0950,4621.405895,-0.456989382,0.067293487,6.790989763,1.11E-11,2.24E-10,3836.026392,3999.32846,3818.762555,5403.411151,5316.833182,5354.073632
102,SPT_1240,827.192812,-0.693387024,0.102250652,6.781247966,1.19E-11,2.37E-10,565.4402538,633.9204842,676.389538,961.3977006,1015.693385,1110.31551
103,SPT_0327,20899.70936,-0.475699631,0.070960836,6.703692649,2.03E-11,4.00E-10,18341.93528,16491.72287,17462.01099,23870.25865,25126.5457,24105.78268
104,SPT_2248,2858.72952,-0.496005359,0.074034455,6.699655737,2.09E-11,4.07E-10,2433.634925,2251.763882,2407.292495,3446.121156,3311.81436,3301.750299
105,SPT_2049,1372.436613,0.582308852,0.087261983,-6.673110423,2.50E-11,4.83E-10,1596.683712,1648.845944,1709.735717,1069.332396,1181.284103,1028.737805
106,SPT_0262,37396.99226,-0.498964821,0.074903182,6.661463609,2.71E-11,5.16E-10,29437.76617,30331.91217,32870.79968,42348.23344,43109.48674,46283.75537
107,SPT_0282,29727.69285,-0.570348764,0.085628606,6.660726955,2.72E-11,5.16E-10,22711.01989,22197.82308,26466.74738,36342.836,33725.66114,36922.0696
108,SPT_1187,2922.393355,-0.559585108,0.085292385,6.56078626,5.35E-11,1.00E-09,2219.415269,2398.618048,2430.38403,3192.418985,3574.43913,3719.084668
109,SPT_0334,275.2592799,-0.805885299,0.123121229,6.545461793,5.93E-11,1.10E-09,188.0649302,200.7006938,200.1266343,372.7641548,343.8380514,346.0612147
110,SPT_1872,9600.93125,-0.50325806,0.076994572,6.536279713,6.31E-11,1.16E-09,7488.969705,7777.559814,8468.82036,10723.36764,11516.46529,11630.4047
111,SPT_1291,650.0339641,0.740907138,0.11352536,-6.52635798,6.74E-11,1.23E-09,727.3504587,947.2093721,784.1500333,470.6842909,483.0608207,487.7488089
112,SPT_1244,5419.083605,-0.506222768,0.077592665,6.52410592,6.84E-11,1.24E-09,4107.53735,4501.896051,4767.439773,6429.347123,6391.590772,6316.69056
113,SPT_1330,3628.152499,-0.495973746,0.076215543,6.507514466,7.64E-11,1.37E-09,3033.948146,3130.44131,2833.52374,4270.653212,4089.141489,4411.207097
114,SPT_1898,6033.862496,-0.451082931,0.069481213,6.492156799,8.46E-11,1.50E-09,5016.725424,5008.542924,5227.346173,6707.529328,7021.257388,7221.773737
115,SPT_0744,82.3312381,1.366474401,0.211538404,-6.45969893,1.05E-10,1.85E-09,128.2827008,93.0076386,152.9814175,46.73461045,36.91512822,36.06593305
116,SPT_1401,965.15815,0.626487925,0.09700694,-6.458176354,1.06E-10,1.85E-09,1112.198561,1249.076269,1171.895387,680.990038,777.3271285,799.4615159
117,SPT_2191,4567.338744,0.501372747,0.077841395,-6.440952741,1.19E-10,2.06E-09,5539.819932,5185.58378,5380.327591,3979.118261,3495.335284,3823.847616
118,SPT_0551,1408.497457,0.885713864,0.138931245,-6.375195632,1.83E-10,3.14E-09,1807.166979,1812.01724,1944.499653,745.5283095,1253.004924,888.7676359
119,SPT_0635,317.6566014,1.015810367,0.160149255,-6.342897857,2.25E-10,3.84E-09,498.1852457,480.5394661,324.2436334,237.0112387,185.6303591,180.3296652
120,SPT_0949,1025.053783,-0.679494349,0.108338085,6.271980453,3.56E-10,6.02E-09,718.6322169,722.8488404,895.7591178,1230.678075,1198.15959,1384.244859
121,SPT_2237,1403.761753,-0.511866476,0.081721088,6.263578842,3.76E-10,6.30E-09,1199.380979,1133.224649,1124.750171,1730.293315,1604.226001,1630.695401
122,SPT_0084,283.2800255,-0.889126701,0.143800424,6.183060348,6.29E-10,1.04E-08,154.4374262,198.2531244,224.1803163,361.6368666,343.8380514,417.3343681
123,SPT_1630,313.7470833,0.722729611,0.117383984,-6.156969512,7.42E-10,1.22E-08,397.3027334,376.9256933,408.9125941,225.8839505,237.3115386,236.1459902
124,SPT_1937,43091.40699,-0.39773964,0.064773854,6.140435043,8.23E-10,1.34E-08,36416.09599,36956.66678,37959.59664,47869.59384,48510.69735,50835.79135
125,SPT_2013,1162.931217,-0.564640527,0.091970409,6.139371724,8.28E-10,1.34E-08,897.9789053,891.7311315,1007.368202,1345.289144,1347.929539,1487.290382
126,SPT_1491,168.4122342,-1.026441321,0.167953072,6.111476895,9.87E-10,1.59E-08,100.8825122,95.45520804,120.26841,202.5166453,208.8341539,282.5164756
127,SPT_1012,355.9269945,0.734267691,0.121029283,-6.066859807,1.30E-09,2.08E-08,491.9579301,410.3758089,445.4741907,248.1385269,283.7191283,255.8963821
128,SPT_0085,113.9237374,-1.037165054,0.171046947,6.063627969,1.33E-09,2.11E-08,79.7096393,62.0050924,71.19889873,160.2329501,159.2624103,151.1334337
129,SPT_1134,744.2594607,0.639865421,0.105557201,-6.061788442,1.35E-09,2.12E-08,976.4430815,828.9101826,935.2071563,551.9134948,541.0703079,632.0125411
130,SPT_1136,771.2034026,0.561282348,0.093098369,-6.028917065,1.65E-09,2.57E-08,932.8518725,869.7030066,968.8823111,625.3535969,600.1345131,630.2951157
131,SPT_0607,123.6046601,1.021304916,0.169556269,-6.023398159,1.71E-09,2.64E-08,183.0830778,146.0383097,180.8836887,80.11647505,75.93969234,75.56671687
132,SPT_1699,10388.74074,-0.416625375,0.06962343,5.983982344,2.18E-09,3.34E-08,8606.150119,8744.349742,9276.061928,12191.05695,12050.15257,11464.67315
133,SPT_0269,6348.22461,-0.613549289,0.102616892,5.979028164,2.24E-09,3.42E-08,4577.076944,4634.064801,5708.419813,7405.210298,7196.340567,8568.235237
134,SPT_1493,7886.071835,-0.417247728,0.070076992,5.954132968,2.61E-09,3.95E-08,6736.709984,6774.872201,6697.507217,8971.932477,8619.155081,9516.254049
135,SPT_0141,3689.967232,0.61080963,0.103071682,-5.926066357,3.10E-09,4.65E-08,4509.821936,5106.445702,3839.929795,2987.676882,2990.125386,2705.803691
136,SPT_0315,3475.777019,0.508865016,0.08588432,-5.925004918,3.12E-09,4.65E-08,4421.394055,4111.916654,3758.147276,2767.356576,3033.368822,2762.478729
137,SPT_0119,14519.68628,-0.38838347,0.06580896,5.901680739,3.60E-09,5.32E-08,12541.81356,12445.89059,12664.74465,16505.10659,15875.61457,17084.94771
138,SPT_0260,9754.615851,-0.712697977,0.123936565,5.750506113,8.90E-09,1.31E-07,5832.503763,7678.84118,8306.21747,10400.67628,12671.38144,13638.07497
139,SPT_RS00405,154.1947086,-0.971851075,0.169143075,5.745733754,9.15E-09,1.33E-07,87.18241799,120.7467589,87.5554025,200.2911876,240.4756924,188.9167922
140,SPT_2138,6366.120421,0.438442047,0.076453719,-5.734737968,9.77E-09,1.41E-07,7092.912435,7219.513982,7720.269776,5341.098337,5109.053746,5713.87425
141,SPT_0480,17988.03483,0.421954089,0.073694405,-5.725727592,1.03E-08,1.48E-07,19550.0345,21235.92829,21147.03507,14650.18765,16183.59221,15161.43128
142,SPT_0997,720.2752782,0.576595332,0.101397562,-5.686481212,1.30E-08,1.85E-07,904.2062209,865.6237242,833.2195446,577.5062577,516.8117951,624.2841268
143,SPT_1212,3374.533101,0.490601821,0.086375059,-5.679901406,1.35E-08,1.91E-07,3621.806736,3966.694201,4279.631102,2627.152744,2907.857386,2844.056435
144,SPT_0538,1419.49251,-0.452813304,0.080168193,5.648291298,1.62E-08,2.28E-07,1223.044778,1189.518746,1169.971093,1713.602383,1588.405231,1632.412827
145,SPT_0255,20752.28006,-0.615814807,0.109977151,5.599479549,2.15E-08,3.01E-07,18116.50646,15223.8819,15312.57396,29880.10701,22530.88483,23449.72618
146,SPT_1353,1116.406666,0.555233382,0.09922029,-5.595966146,2.19E-08,3.05E-07,1409.864245,1191.966316,1404.735029,929.1285649,932.3706671,830.3751728
147,SPT_1734,397.239728,-0.847699292,0.152232034,5.568468558,2.57E-08,3.54E-07,296.4202212,224.3605317,304.0385405,628.6917834,512.5929233,417.3343681
148,SPT_RS03570,161.4178619,-0.832337073,0.150024231,5.548017581,2.89E-08,3.96E-07,107.1098278,124.8260413,104.8740535,209.1930182,217.2718975,205.2323333
149,SPT_0933,31306.69237,-0.376646758,0.068272536,5.516812163,3.45E-08,4.70E-07,28139.9936,26187.36126,27223.95729,34900.73945,36905.63576,34482.46685
150,SPT_0077,562.4982743,0.55842086,0.102351114,-5.455933361,4.87E-08,6.58E-07,621.486094,694.2938636,703.3296618,452.8806298,469.3494874,433.6499093
151,SPT_1788,279.732625,-0.848591125,0.155712813,5.449719325,5.04E-08,6.77E-07,181.8376147,202.3324068,194.3537506,287.0840356,459.8570258,352.9309163
152,SPT_1789,459.6997482,-0.864893999,0.159087061,5.436608057,5.43E-08,7.24E-07,311.3657785,349.186573,280.9470058,484.0370368,803.6950773,528.9670181
153,SPT_1613,901.7023991,0.528082963,0.097228001,-5.431387611,5.59E-08,7.41E-07,1150.807917,986.3704831,1074.718512,761.106513,682.4025131,754.808456
154,SPT_0716,314.976698,-0.738545468,0.136116559,5.425831161,5.77E-08,7.59E-07,264.0381802,230.0715271,200.1266343,450.6551722,386.0267694,358.9419051
155,SPT_0173,65.10623946,-1.417079948,0.261255219,5.424121107,5.82E-08,7.62E-07,41.10028277,11.42199071,24.053682,159.1202213,75.93969234,79.00156763
156,SPT_1598,6662.230794,-0.353031735,0.065202371,5.414400267,6.15E-08,7.99E-07,5797.630796,5858.665375,5864.287673,7567.668706,7288.101029,7597.031183
157,SPT_1466,666.5470338,0.518657271,0.095872513,-5.409864154,6.31E-08,8.14E-07,814.5328766,765.2733773,787.9986225,524.0952743,529.4684105,577.9136415
158,SPT_1419,178.4893577,-0.79776088,0.148183767,5.383591594,7.30E-08,9.37E-07,133.2645532,124.0101848,123.1548519,259.2658151,208.8341539,222.4065871
