,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.10MINNDC.C
51,SPT_0951,3598.426438,0.284883316,0.057022921,-4.995943958,5.85E-07,2.43E-05,4014.19815,4036.223454,3855.268654,3286.503702,3250.239338,3148.125332
52,SPT_0030,643.4230518,0.421013403,0.084769481,-4.96656815,6.81E-07,2.67E-05,740.5668664,726.632629,776.7750199,504.7569396,584.7550242,527.051832
53,SPT_1481,579.7766186,-0.46842077,0.094298842,4.967407422,6.79E-07,2.67E-05,501.0562369,472.1104816,443.3999051,742.6180638,718.2212777,601.2537462
54,SPT_1705,1734.920297,0.323513395,0.065084859,-4.970639838,6.67E-07,2.67E-05,1975.483672,1975.156096,1870.421436,1477.419095,1535.342009,1575.699473
55,SPT_0320,132.7113907,0.611033261,0.123590911,-4.943998347,7.65E-07,2.94E-05,153.2868029,173.4283402,184.8416478,99.38798147,89.29756528,96.02600666
56,SPT_1517,4050.593336,-0.363832834,0.073683109,4.937805119,7.90E-07,2.98E-05,3608.946165,3169.081753,3726.539649,4527.178392,4399.585421,4872.228633
57,SPT_1423,1103.614949,0.35613037,0.072462228,-4.914703556,8.89E-07,3.30E-05,1292.399357,1254.946739,1202.570959,929.1101189,1005.317751,937.3447695
58,SPT_RS08760,356.8012976,-0.516020749,0.105757058,4.879303182,1.06E-06,3.88E-05,251.9651822,273.791963,315.7711483,452.2711516,382.1551718,464.8531686
59,SPT_1562,10325.48015,-0.248067661,0.050917664,4.871937241,1.11E-06,3.96E-05,9381.152336,9590.747793,9249.784125,11466.46959,11101.70376,11163.02327
60,SPT_0960,13712.09327,-0.24975737,0.051889171,4.813285065,1.48E-06,5.15E-05,12149.89521,12440.27177,12861.89799,14671.45282,15057.68192,15091.35991
61,SPT_1779,2838.495867,0.272637497,0.056646322,-4.812977953,1.49E-06,5.15E-05,3152.917927,3109.666488,3091.696609,2588.554394,2576.186749,2511.953038
62,SPT_1236,1887.367867,0.324479409,0.068000353,-4.771731253,1.83E-06,6.22E-05,2131.644602,2214.422973,1991.448705,1719.747095,1656.325808,1610.618021
63,SPT_1814,5924.429618,-0.286980114,0.060187821,4.768076115,1.86E-06,6.24E-05,5187.800235,5406.789087,5325.199853,6700.313358,6773.172317,6153.302858
64,SPT_1895,16012.65211,0.245723042,0.051810889,-4.742691065,2.11E-06,6.96E-05,17771.68871,17531.51763,16968.02317,14955.09941,14576.6273,14272.95644
65,SPT_1729,3114.291548,0.337802215,0.071720459,-4.709984008,2.48E-06,8.05E-05,3353.148813,3833.087481,3328.249908,2671.191592,2844.079445,2655.992048
66,SPT_0576,439.3404893,0.498261734,0.106354105,-4.684931835,2.80E-06,8.97E-05,602.6087438,468.0959367,521.5175063,389.7348936,348.5485613,305.5372939
67,SPT_RS04410,229.5748423,-0.527020329,0.112792323,4.672484054,2.98E-06,9.38E-05,195.4406737,159.7788875,177.1399125,314.9147278,265.0121292,265.1627229
68,SPT_0478,20243.50707,-0.409550214,0.088227064,4.642002099,3.45E-06,0.000107219,17001.42252,16480.50977,17591.86373,21025.58332,21537.03644,27824.62663
69,SPT_2118,2890.457172,-0.346285341,0.07485947,4.625805431,3.73E-06,0.000114269,2520.609865,2440.843306,2585.582573,3630.453121,3055.320997,3109.93317
70,SPT_RS00285,140.3532528,-0.587500953,0.127285939,4.615599798,3.92E-06,0.000118316,113.0490171,99.5607138,88.01983228,152.9904883,175.7145639,212.7849011
71,SPT_0929,4507.28975,-0.366084459,0.079682774,4.594273539,4.34E-06,0.000129238,3685.589567,3692.57841,4268.961866,5299.947866,4624.269617,5472.391175
72,SPT_0398,5446.138978,-0.307965488,0.06719428,4.583209873,4.58E-06,0.000134379,4912.842032,4536.43575,5039.135398,5656.181193,6255.630514,6276.608981
73,SPT_0400,9585.101405,-0.368125011,0.080633912,4.565386993,4.99E-06,0.000142743,8402.990925,7235.815748,9097.949914,10404.46993,10694.58368,11674.79824
74,SPT_0804,595.794206,-0.457463401,0.100214819,4.564827899,5.00E-06,0.000142743,460.8184511,538.7519271,455.5026321,686.7821191,806.5586541,626.3514525
75,SPT_1200,2854.235021,-0.273387285,0.060163051,4.544106085,5.52E-06,0.000155429,2644.19735,2595.001831,2471.156791,3210.566817,3143.658373,3060.828962
76,SPT_0282,35816.12657,-0.232360108,0.051670489,4.496959773,6.89E-06,0.000191649,33225.87257,33303.86168,31961.10135,37832.20265,39966.90169,38606.81949
77,SPT_RS02870,1757.575015,-0.309618984,0.069101629,4.480632215,7.44E-06,0.000204226,1643.042918,1505.454342,1520.542603,2054.762763,1941.501903,1880.145562
78,SPT_1450,2368.744417,0.459517893,0.102936774,-4.464079037,8.04E-06,0.000217839,3296.624304,2830.254163,2319.322581,2128.46621,1969.347381,1668.451866
79,SPT_1900,5091.943652,0.24603006,0.055185398,-4.458245666,8.26E-06,0.000221018,5421.562609,5715.106136,5493.537782,4548.396051,4649.234528,4723.824805
80,SPT_0281,21896.4902,-0.241797921,0.054337424,4.449933467,8.59E-06,0.000226875,19796.03255,19276.23885,20899.20893,23422.06206,23802.122,24183.27681
81,SPT_1061,10086.58422,0.353141054,0.079434489,-4.445689235,8.76E-06,0.000228544,10331.53051,11509.70026,12468.00924,8037.025872,8666.664776,9506.574659
82,SPT_1862,3238.74592,-0.331032445,0.074967561,4.415675777,1.01E-05,0.000259474,3034.120654,2667.263639,2810.033146,3968.818945,3533.495056,3418.744078
83,SPT_2055,965.4166271,-0.343987886,0.077949817,4.412940284,1.02E-05,0.000259609,883.3152016,817.361344,819.6846881,1150.22046,1107.097772,1014.820298
84,SPT_0738,312.006281,0.438243603,0.099491119,-4.40485149,1.06E-05,0.000266279,342.9792214,371.7468588,387.287262,257.9620643,245.8083517,266.2539275
85,SPT_1307,162.093512,-0.526304332,0.119670594,4.397942023,1.09E-05,0.000271663,107.300762,137.297436,125.428261,194.3090874,215.0823078,193.1432179
86,SPT_0565,15854.60169,0.307426265,0.070174253,-4.380898313,1.18E-05,0.000290393,16595.2125,19228.86722,17159.4663,13721.12504,14944.37963,13478.55948
87,SPT_0894,3195.2159,0.267306237,0.061095094,-4.375248766,1.21E-05,0.000294591,3511.225828,3613.09042,3394.264782,2790.680513,3006.351364,2855.682493
88,SPT_0034,25.0714184,-0.561479033,0.128705107,4.362523347,1.29E-05,0.000308716,17.24476532,7.226180841,7.701735325,31.268129,42.24831045,44.73938947
89,SPT_1385,845.5556225,-0.38004228,0.08722172,4.357197739,1.32E-05,0.000312767,669.6717201,683.2755439,811.9829528,950.3277779,932.3433966,1025.732344
90,SPT_0317,46326.50033,-0.21903203,0.050312499,4.353431752,1.34E-05,0.000314656,41559.88443,43812.33444,42705.02213,49150.14863,50867.92598,49863.68637
91,SPT_0091,1294.218634,0.298756197,0.068952921,-4.332756207,1.47E-05,0.000338204,1438.021819,1491.804889,1380.811119,1158.037492,1178.151748,1118.484737
92,SPT_1780,4385.876701,0.237604645,0.054819871,-4.33427949,1.46E-05,0.000338204,4749.016762,4653.660461,4882.900196,4025.771609,3951.177216,4052.733963
93,SPT_0048,540.2638489,0.362401977,0.083785408,-4.325359088,1.52E-05,0.000342314,607.3989564,641.5242769,596.3343637,458.971465,463.7712261,473.5828056
94,SPT_1641,231.3522802,-0.476326856,0.110082461,4.32700044,1.51E-05,0.000342314,179.1539509,174.2312492,200.2451184,301.5141011,252.5296739,280.4395876
95,SPT_0843,300.5047997,-0.483165468,0.112244149,4.304593789,1.67E-05,0.000372094,203.1050138,227.223242,284.964207,332.7822301,385.0357385,369.9183666
96,SPT_0168,718.517743,-0.349531678,0.081743265,4.275969129,1.90E-05,0.000418875,615.0632965,590.138102,664.5497337,785.0533817,800.7975209,855.5044229
97,SPT_RS03055,314.7448496,0.436241042,0.103202177,-4.227052721,2.37E-05,0.000505353,336.2729238,408.680672,368.5830477,251.2617509,272.6936402,250.9770629
98,SPT_1644,243.4032274,-0.467338808,0.110552851,4.227288612,2.37E-05,0.000505353,197.3567587,181.45743,205.746358,320.4983223,256.3704293,298.9900662
99,SPT_1716,209.2448254,-0.456689062,0.107987719,4.229083337,2.35E-05,0.000505353,165.7413556,168.6108863,172.7389209,252.3784698,251.569485,244.4298351
100,SPT_1978,1327.954994,0.304388952,0.072112684,-4.221018198,2.43E-05,0.000513884,1448.560287,1418.740172,1568.95351,1223.923907,1130.142305,1177.409786
101,SPT_0910,1581.66466,-0.281088238,0.066999226,4.195395303,2.72E-05,0.000569874,1485.923945,1352.901635,1416.019052,1710.813344,1753.304884,1771.0251
102,SPT_1731,3402.819443,-0.331926666,0.079175792,4.192274649,2.76E-05,0.000572108,2740.001601,2897.698517,3288.640984,3653.904218,3681.364143,4155.307197
103,SPT_0399,4523.832169,-0.341488895,0.081686565,4.180478088,2.91E-05,0.000596762,4246.04444,3859.583478,3699.033452,4709.203571,5760.173055,4868.955019
104,SPT_0799,399.9609248,-0.388836058,0.093140862,4.174709663,2.98E-05,0.0006062,343.9372639,354.8857702,315.7711483,438.8705249,478.1740592,468.1267825
105,SPT_0642,3622.180951,-0.229758916,0.055535018,4.137189941,3.52E-05,0.000707523,3297.582347,3385.867178,3280.939248,3975.519259,3952.137405,3841.040266
106,SPT_1938,55863.92344,-0.193682066,0.047135835,4.109019527,3.97E-05,0.000792061,52772.81406,51639.89411,51600.52643,60537.33119,59431.85054,59201.12431
107,SPT_1110,5587.78924,-0.247645233,0.060590529,4.087193769,4.37E-05,0.000862227,5305.639464,5010.954958,4934.611847,6392.098943,5972.374796,5911.055433
108,SPT_2197,451.3913749,0.374192411,0.091712589,-4.080055044,4.50E-05,0.000880907,495.3079818,559.6275607,497.3120524,402.0188015,375.4338497,378.6480035
109,SPT_2203,3220.089832,0.286521998,0.070447461,-4.067172784,4.76E-05,0.000922488,3640.561568,3344.91882,3702.334195,2961.538504,2661.643559,3009.542345
110,SPT_0256,13493.86963,-0.267652535,0.065887995,4.06223525,4.86E-05,0.000933659,13302.42036,11507.29153,11689.03373,14627.90078,14964.5436,14872.02778
111,SPT_0764,833.2213699,-0.30823651,0.076832639,4.011791266,6.03E-05,0.001147107,752.0633766,751.5228074,704.1586583,970.4287179,888.1747084,932.979951
112,SPT_1456,17951.67087,0.197185344,0.0492978,-3.999881235,6.34E-05,0.001195624,18813.08093,19371.78502,19469.9869,16488.35445,16928.12985,16638.68806
113,SPT_1153,14996.06746,0.21554813,0.054073942,-3.986173781,6.71E-05,0.001255596,15556.69441,16819.33736,16104.32856,13675.33956,14039.88172,13780.82316
114,SPT_1006,164.9292493,-0.467027503,0.118058533,3.955897892,7.62E-05,0.001413258,137.0000801,120.4363473,134.2302442,207.7097141,211.2415523,178.9575579
115,SPT_0641,1024.725322,-0.307428597,0.077758289,3.953644072,7.70E-05,0.001414238,945.5879652,928.1627835,842.7898941,1082.100607,1205.037037,1144.673648
116,SPT_0497,956.1733257,-0.364015366,0.092207882,3.947768459,7.89E-05,0.001436895,757.8116317,755.5373523,945.1129491,1108.901861,1012.999262,1156.676898
117,SPT_0335,3482.323261,0.250324273,0.063677352,-3.931135065,8.45E-05,0.001526882,3767.981223,4002.501277,3633.018577,3069.860237,3295.368215,3125.210035
118,SPT_1059,6999.657455,0.25844178,0.065895136,-3.922016044,8.78E-05,0.001572415,7652.843633,7308.077557,8036.210687,5901.859349,6444.787722,6654.165779
119,SPT_1183,5352.894659,0.230814273,0.058953706,-3.915178334,9.03E-05,0.001604058,5547.066179,6051.525,5804.907939,4779.556862,4910.405901,5023.906076
120,SPT_0266,14775.90921,-0.222404894,0.056971945,3.903761635,9.47E-05,0.0016664,13945.26689,13087.41641,13728.89334,15359.35165,15904.56851,16629.95843
121,SPT_1024,5199.428504,0.220233048,0.056441966,-3.901937915,9.54E-05,0.0016664,5547.066179,5662.917052,5628.868274,4903.512659,4574.339796,4879.867066
122,SPT_RS01985,667.3677302,0.319803183,0.082185215,-3.891249562,9.97E-05,0.001727279,734.8186113,778.8217128,731.6648558,623.1291422,553.0687914,582.7032677
123,SPT_2110,6854.866465,-0.207628805,0.053541957,3.877871083,0.000105375,0.001810214,6188.954666,6449.767855,6389.139576,7172.685449,7494.274161,7434.377084
124,SPT_1400,4518.170273,-0.234304659,0.061085122,3.835707442,0.000125203,0.002133506,4073.596786,4239.359426,4084.120218,4883.411719,5165.816142,4662.717346
125,SPT_0273,11762.42283,-0.249566087,0.065193261,3.8280964,0.000129138,0.002165627,11436.15354,10616.06256,10000.1532,12334.16017,13361.98837,12826.01912
126,SPT_1181,10832.83947,0.210009447,0.054852952,-3.828589733,0.00012888,0.002165627,11303.94367,12012.32128,11643.92356,9680.836083,10239.45415,10116.55804
127,SPT_0810,872.0205076,0.290361473,0.076525019,-3.794333904,0.00014804,0.002463065,948.4620928,1005.242046,947.3134449,752.6685338,755.6686438,822.7682843
128,SPT_1283,1252.465683,-0.255529072,0.067808617,3.768386422,0.000164306,0.002712336,1122.825831,1172.247114,1106.849391,1375.797676,1397.074812,1339.999275
129,SPT_0687,3128.558289,0.235902558,0.062792187,-3.756877572,0.000172047,0.002774875,3459.491532,3507.909344,3227.027101,2783.9802,2968.903998,2824.037559
130,SPT_0879,14372.65607,0.227365027,0.060550083,-3.754991144,0.000173348,0.002774875,14744.27435,16520.65522,15422.17486,12945.00541,13593.39389,13010.4327
131,SPT_0897,1788.093134,-0.279258894,0.074302125,3.758424044,0.000170987,0.002774875,1524.245646,1540.782337,1739.491935,1976.59244,1875.248871,2072.197575
132,SPT_2088,1330.628738,-0.357917813,0.095175521,3.760607865,0.000169501,0.002774875,1128.574086,1168.232569,1124.453357,1323.311888,1427.800856,1811.399671
133,SPT_0680,921.5132382,-0.280094385,0.074859717,3.741590212,0.00018286,0.002905129,859.3641386,827.7991607,785.5770031,1054.182635,985.1537847,1017.002707
134,SPT_0173,137.3293006,0.485269861,0.129795573,-3.738724283,0.000184956,0.002916515,203.1050138,160.5817965,149.6337149,111.6718893,117.1430426,81.84034658
135,SPT_1812,15154.44776,-0.199503152,0.053792779,3.708734794,0.000208297,0.003260241,14383.09232,13927.25921,13886.22879,16786.5184,16308.80802,15634.77981
136,SPT_1356,6033.040712,-0.206518135,0.055714952,3.706691399,0.000209985,0.003262481,5699.394939,5601.895969,5446.227122,6722.647735,6395.81809,6332.260416
137,SPT_2261,3181.067985,-0.249841488,0.067485412,3.70215546,0.000213776,0.003297137,2880.833852,3001.273776,2780.326452,3536.648734,3657.359421,3229.965678
138,SPT_0041,273.7839543,0.433235387,0.117122556,-3.69899192,0.000216457,0.003299789,312.3218609,374.1555857,293.7661902,180.9084607,253.4898627,228.0617658
139,SPT_1324,1458.698191,-0.281476331,0.076110197,3.698273581,0.000217071,0.003299789,1193.720977,1370.565633,1347.803682,1546.655667,1590.072775,1703.370414
140,SPT_RS06210,2119.130021,0.294344658,0.079673715,-3.694375957,0.000220427,0.00332688,2164.218048,2342.88841,2562.477367,1727.564127,1909.81567,2007.816503
141,SPT_0257,37343.76627,0.263474307,0.071701265,-3.674611678,0.000238211,0.003569793,44203.12374,39571.36919,39249.14346,36714.36704,32346.84279,31977.75142
142,SPT_0765,1160.548026,-0.248335205,0.067666103,3.670008993,0.000242542,0.003609092,1073.00762,1056.628221,1032.032534,1287.576884,1248.245536,1265.79736
143,SPT_1603,8348.923211,0.217217073,0.059606744,-3.644169418,0.000268257,0.003963821,8879.138056,9536.149983,8607.239349,7828.199439,7742.96308,7499.849361
144,SPT_0564,2424.142603,0.25942721,0.071325135,-3.637248081,0.000275566,0.004043556,2599.169351,2579.74656,2796.830171,2053.646044,2150.823078,2364.640414
145,SPT_0865,2866.608495,0.217981091,0.06003163,-3.631104002,0.000282211,0.004112502,3038.910867,3154.629391,3087.295617,2596.371426,2570.425616,2752.018054
146,SPT_1467,4597.6625,-0.203501851,0.056153449,3.624031177,0.000290047,0.004197729,4338.974564,4134.981259,4305.270046,5075.487368,4895.042879,4836.218881
147,SPT_1781,580.3090989,0.38464268,0.106262032,-3.619756491,0.00029488,0.004238655,696.4969106,762.7635332,561.1264308,505.8736585,530.0242584,425.5698022
148,SPT_0313,23898.46711,-0.190932799,0.05279082,3.61678035,0.00029829,0.004258698,22280.2368,21553.28872,22940.16879,26034.06755,24877.53354,25705.50726
149,SPT_1589,14485.29408,-0.195074284,0.053995368,3.612796636,0.000302912,0.004295662,13892.57455,13291.35529,13217.27807,16002.58174,15458.08068,15049.89413
150,SPT_1794,2742.696757,-0.213470255,0.059212095,3.605179871,0.000311937,0.00439415,2451.630803,2546.024383,2592.184061,2957.071628,2892.088888,3017.180777
151,SPT_2005,444.2445729,0.42305368,0.117553185,-3.598827876,0.000319655,0.004473048,428.2450055,642.3271858,514.9160188,337.2491057,418.6423491,324.0877725
152,SPT_1539,64.67367771,-0.497086359,0.13827514,3.594907651,0.000324507,0.00451107,47.9021259,44.96290301,37.40842872,62.536258,80.65586541,114.5764852
153,SPT_0165,9122.520058,0.226655032,0.063419457,-3.573903679,0.000351698,0.004857115,9496.117438,10318.98624,9824.113531,7881.801946,8842.37934,8371.721853
154,SPT_0561,1750.06208,0.242095832,0.067990062,-3.560753236,0.000369792,0.005041107,1974.52563,1883.624472,1861.619453,1665.027869,1614.077497,1501.497559
155,SPT_RS08580,310.4222157,0.360462729,0.101213338,-3.561415269,0.000368861,0.005041107,372.6785395,326.7839558,369.6832956,281.413161,254.4500516,257.5242906
156,SPT_1058,4981.1834,0.297780613,0.083753229,-3.555452344,0.000377329,0.005110877,5109.240748,5564.159247,5982.047851,3840.396273,4707.806049,4683.450234
157,SPT_1045,1794.431555,0.386823157,0.108887716,-3.552495818,0.000381595,0.005135735,1714.896107,2213.620064,2340.227291,1219.457031,1532.461443,1745.927394
158,SPT_1790,1461.505682,-0.257052784,0.072433155,3.548827682,0.00038695,0.005174847,1330.721057,1276.625282,1356.605665,1692.945842,1487.332566,1624.803681
159,SPT_0002,3782.195262,-0.30339042,0.085555034,3.546143414,0.000390913,0.005194969,3397.218769,2945.070147,3675.928246,4444.541194,3794.66643,4435.746785
