,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.30MINNDC.C
11,SPT_1485,1890.88347,-0.44796992,0.086573526,5.174444674,2.29E-07,3.87E-05,1365.882715,1683.601857,1605.104493,2210.037014,2256.788956,2223.885783
12,SPT_1333,2867.507363,-0.421190847,0.082603776,5.098929707,3.42E-07,5.30E-05,2232.840967,2541.423704,2404.648109,3496.195056,3071.808003,3458.128335
13,SPT_0814,1190.33973,-0.365573139,0.073722971,4.958741297,7.10E-07,0.000101624,1033.266406,1032.646615,1008.643452,1397.939318,1319.09193,1350.450659
14,SPT_1331,502.044223,-0.466892779,0.095116524,4.908640041,9.17E-07,0.000106728,380.3529095,419.354586,411.430252,662.6070754,569.6630896,568.8574254
15,SPT_1780,1310.449797,-0.38092238,0.077410813,4.920790357,8.62E-07,0.000106728,1134.899167,1146.76053,1074.833328,1424.874565,1566.877155,1514.454035
16,SPT_2050,885.3182149,0.395287472,0.080356375,-4.919179974,8.69E-07,0.000106728,1002.468599,1016.906764,1041.73839,777.081875,765.2190755,708.4945858
17,SPT_1060,8250.359882,-0.324907925,0.067997523,4.778231792,1.77E-06,0.000193696,6874.070396,7556.252474,7301.194619,9361.345084,9421.911697,8987.385024
18,SPT_1222,4159.264457,0.43356758,0.091708083,-4.727692117,2.27E-06,0.000234908,5186.350604,4945.123718,4547.545345,3865.20794,3328.095662,3083.263475
19,SPT_0125,4660.126838,-0.445200527,0.095028253,4.684928032,2.80E-06,0.000268051,3929.800101,3782.061199,3693.094219,6433.483738,4910.763051,5211.558719
20,SPT_0452,3986.241351,0.39415534,0.084234616,-4.67925608,2.88E-06,0.000268051,4710.524494,4717.458024,4387.335759,3699.556171,3351.173697,3051.399962
21,SPT_1778,1755.467393,-0.33941766,0.072726304,4.667054986,3.06E-06,0.000270919,1527.571199,1594.221992,1464.451007,2025.530572,1968.920828,1952.10876
22,SPT_0651,8634.827558,-0.277776396,0.060114585,4.620782072,3.82E-06,0.000323562,7807.243931,7835.634819,7617.853003,9354.611272,9478.999469,9714.622852
23,SPT_1332,2404.363153,-0.384508712,0.085516194,4.496326285,6.91E-06,0.000559714,2018.796212,2096.77293,1995.47433,3065.231105,2502.144914,2747.759425
24,SPT_1080,1260.635712,0.387796286,0.08906638,-4.35401422,1.34E-05,0.001037033,1619.964618,1430.077838,1327.558309,1094.917789,1015.433567,1075.862149
25,SPT_0746,25662.74677,-0.333437934,0.077293182,4.313937213,1.60E-05,0.001194454,21302.84271,23864.42391,21927.6529,27177.66419,30826.18241,28877.71451
26,SPT_2005,253.0160337,0.521225455,0.121305107,-4.29681378,1.73E-05,0.001240884,371.1135675,248.4647815,354.2662682,169.6920559,162.7608827,211.798646
27,SPT_1460,1142.837145,0.372239417,0.08797607,-4.231143953,2.33E-05,0.001603429,1427.478328,1256.939483,1259.864117,1037.007008,896.3994885,979.3344473
28,SPT_1423,634.444692,0.372690935,0.08858042,-4.207373761,2.58E-05,0.001718065,751.466477,762.25847,675.4375984,529.2776029,558.7313885,529.4966151
29,SPT_0951,1696.896241,-0.365793183,0.0882932,4.142937229,3.43E-05,0.002201563,1455.196354,1434.0128,1456.177272,1710.388182,2002.930564,2122.672271
30,SPT_1379,899.7967221,0.429888126,0.105013413,-4.093649673,4.25E-05,0.002635573,947.0325479,1015.220352,1248.581752,676.0746989,698.4142356,813.4567467
31,SPT_1542,2018.955409,0.305285559,0.076037295,-4.01494501,5.95E-05,0.003571415,2235.920747,2400.889326,2128.60624,1793.887448,1746.642906,1807.785788
32,SPT_0920,5445.831124,-0.307345325,0.07852103,3.91417846,9.07E-05,0.005278335,4756.721204,4553.876007,5083.081615,6399.81468,5645.616291,6235.87695
33,SPT_1334,1356.991331,-0.37201492,0.096393328,3.859343029,0.000113692,0.006414999,980.9101349,1291.229871,1158.32283,1560.897562,1504.930849,1645.656736
34,SPT_1236,1002.534296,0.303736056,0.082226067,-3.693914457,0.000220828,0.012093587,1104.101361,1129.896405,1133.501627,812.0976961,901.2580223,934.3506641
35,SPT_0277,2984.823686,-0.312994844,0.086870247,3.603015486,0.000314547,0.016733889,2739.464882,2574.02768,2520.480392,3695.515884,3373.0371,3006.416179
36,SPT_0141,1434.728151,-0.309389568,0.086501741,3.576686036,0.000347978,0.01799818,1259.630283,1285.608496,1224.512706,1783.113349,1585.096656,1470.407414
37,SPT_0411,2704.773319,-0.288468607,0.082393156,3.501123399,0.000463301,0.022701762,2469.984076,2403.137876,2324.919395,2705.645558,3204.20305,3120.749961
38,SPT_1483,659.0718964,0.336177672,0.095930796,-3.504376957,0.000457677,0.022701762,674.4719609,747.6428947,828.8777655,606.0430568,533.224086,564.1716146
39,SPT_0041,149.2835033,0.426913729,0.124401366,-3.431744704,0.000599712,0.026907128,240.2228902,153.4635415,169.9876361,126.5956608,91.09750899,114.3337824
40,SPT_1322,493.4663422,0.391192919,0.113842972,-3.436250042,0.000589826,0.026907128,740.6872448,517.7286511,505.4499623,398.6416551,397.1851392,401.1054004
41,SPT_1919,412.6648591,0.33854126,0.098743273,-3.428499484,0.000606928,0.026907128,489.6851223,426.6623737,502.4413316,351.5049729,336.4534665,369.2418873
42,SPT_1938,43058.20279,-0.226756249,0.065998661,3.435770452,0.000590871,0.026907128,37262.26601,41247.40228,39719.19071,46449.8334,46448.79789,47221.72644
43,SPT_0736,280.4608716,-0.36621675,0.107314387,3.41255968,0.000643558,0.027867573,244.8425612,238.3463063,218.8778855,351.5049729,346.1705342,283.0229695
44,SPT_0131,2130.08092,-0.289454177,0.085883174,3.370324627,0.000750797,0.031772355,1890.985315,1841.000361,1923.267193,2100.949264,2548.300985,2475.982402
45,SPT_0742,1385.931383,-0.271643388,0.081595199,3.329158946,0.000871087,0.036043635,1281.188748,1238.951083,1195.178557,1656.517689,1506.145482,1437.606739
46,SPT_0259,47355.50425,-0.285754862,0.086076517,3.319777261,0.000900893,0.03646658,40868.68914,42507.71459,42494.65256,45975.77305,56331.05566,55955.14052
47,SPT_0269,7092.916883,-0.211509289,0.064362252,3.286231961,0.001015374,0.039388033,6455.220229,6677.631538,6468.556065,7953.97843,7421.410399,7580.704636
48,SPT_RS04245,186.4595665,0.363995219,0.110575481,-3.291825779,0.000995393,0.039388033,232.5234386,214.7365306,207.5955202,169.6920559,143.3267475,150.8831062
49,SPT_0649,71.49955444,0.409064712,0.124749218,-3.279096394,0.001041401,0.039573222,95.47319995,82.07207716,91.01107952,49.83020689,53.44387194,57.16689118
50,SPT_2234,6825.255957,-0.31337788,0.095808238,3.270886589,0.001072109,0.039925338,6758.578622,5390.336629,5650.960665,8546.553863,7213.708079,7391.397881
51,SPT_0894,1601.255038,0.267516027,0.082374818,-3.247546203,0.001164048,0.042499151,1895.604986,1744.874846,1674.303,1331.947963,1478.208913,1482.590522
52,SPT_0940,2322.110893,0.227677181,0.070489478,-3.229945599,0.001238138,0.044334855,2414.548024,2584.146155,2563.35338,2169.634143,2053.945169,2147.038487
53,SPT_0167,8098.224966,-0.19541209,0.060813538,3.213299173,0.001312195,0.045233445,7610.13797,7629.330351,7305.707565,8639.480465,8605.678016,8799.015431
54,SPT_0272,23091.85819,-0.218462019,0.067914772,3.216708437,0.001296703,0.045233445,21121.13565,20700.71398,21774.21274,24554.17114,23972.00583,26428.90981
55,SPT_2058,2994.871662,-0.218428071,0.068086251,3.208108369,0.001336111,0.045233445,2768.722798,2728.053359,2753.649274,3106.980738,3233.354253,3378.469553
56,SPT_0663,815.0455375,-0.305513836,0.0963322,3.171461203,0.001516741,0.049546881,789.9637351,671.1921926,676.1897561,839.0329431,1014.218933,899.6756645
57,SPT_0810,545.7315723,-0.314779231,0.099155977,3.174586554,0.001500501,0.049546881,522.0228191,414.8574859,486.6460202,580.4545722,621.8923281,648.5162082
58,SPT_0950,1351.526373,-0.245023167,0.077687477,3.153959645,0.001610714,0.05170946,1139.518838,1244.572458,1281.67669,1453.156574,1475.779646,1514.454035
59,SPT_1263,208.964202,0.349928919,0.111804075,-3.129840478,0.001749013,0.05519765,220.204316,252.9618817,256.4857696,160.2647195,165.1901496,198.6783759
60,SPT_0077,737.109821,0.266815475,0.08548201,-3.121305567,0.001800511,0.055875858,859.2587995,819.034359,771.7137817,649.1394519,632.8240291,690.6885049
61,SPT_1822,463.2808745,-0.297727241,0.095860814,3.105828428,0.001897468,0.057919426,429.6293998,388.9991602,399.3957291,549.4790381,541.7265201,470.4553996
62,SPT_1897,9382.310765,-0.251376366,0.081246931,3.093979832,0.001974909,0.05931098,7972.012196,8533.247474,8867.939071,9357.304797,10892.83281,10670.52825
63,SPT_0076,371.5355226,0.311006252,0.1011117,-3.075868089,0.002098907,0.062034356,418.8501675,412.0467983,432.4906671,363.6258341,285.4388615,316.7608069
64,SPT_0918,1195.598178,-0.267215441,0.087196027,3.064536871,0.002180073,0.063221353,1099.48169,1132.144955,970.2834098,1349.455873,1378.608969,1243.614174
65,SPT_2235,1436.607465,-0.228623661,0.074692466,3.060866425,0.002206975,0.063221353,1372.042277,1297.413384,1265.881379,1613.421293,1549.872286,1521.01417
66,SPT_1812,9891.94497,-0.212684381,0.070212266,3.029162749,0.002452325,0.0691853,8945.222879,9351.157558,8992.045088,10172.09602,11367.75449,10523.39379
67,SPT_2115,6722.623951,0.264805624,0.087824679,-3.015161878,0.002568421,0.071379113,7012.660525,7726.580141,7576.484331,5276.614881,6263.864718,6479.539109
68,SPT_0680,668.9728108,-0.241888836,0.080642725,2.999512169,0.002704123,0.072990764,600.5572255,608.232791,607.743407,724.5581434,744.5703068,728.174991
69,SPT_0779,3838.347196,-0.27817646,0.09275243,2.999128528,0.002707531,0.072990764,3674.178308,3162.585658,3363.649154,4750.030803,3779.939306,4299.699947
70,SPT_1039,247.4699812,-0.311358955,0.104257381,2.986445211,0.002822414,0.072990764,200.1857418,227.103556,210.604151,272.0459944,301.2290964,273.651348
71,SPT_1361,1337.731557,0.24647601,0.082495331,-2.987757085,0.002810328,0.072990764,1390.520961,1552.623816,1457.681588,1129.93361,1218.277354,1277.352011
72,SPT_1817,358.5194077,-0.293253763,0.098054646,2.990717685,0.002783227,0.072990764,311.057845,340.0931964,289.5807076,401.3351798,403.2583065,405.7912112
73,SPT_0498,18846.3215,-0.245272537,0.082521506,2.972225645,0.002956493,0.074705056,16432.16962,17508.33504,17138.66494,18384.65282,22044.38254,21569.72406
74,SPT_1187,3370.561031,-0.196344453,0.066088434,2.970935196,0.002968944,0.074705056,3113.658231,3232.852847,3022.169566,3614.710143,3583.168687,3656.806711
75,SPT_2239,1294.275826,0.217860305,0.073817874,-2.951321874,0.00316417,0.078555792,1352.023702,1411.5273,1438.877646,1218.819925,1175.765183,1168.641202
76,SPT_1699,6631.293646,-0.312101388,0.106122817,2.940945194,0.003272124,0.080167044,5651.397481,5879.958405,5580.257843,9351.917747,6705.991295,6618.239107
77,SPT_0917,1073.065708,-0.245677904,0.08406713,2.922401466,0.003473435,0.083993975,1017.867503,961.8172878,931.1712103,1084.14369,1198.843218,1244.551336
78,SPT_1317,284.73093,-0.304578173,0.10467637,2.909712805,0.00361761,0.086358847,257.1616837,236.6598937,248.2120351,286.8603802,324.307132,355.1844551
79,SPT_0734,68.97561434,-0.36493378,0.125685878,2.90353846,0.003689716,0.086965217,52.35627094,60.7108516,44.37730324,96.96688909,82.59507482,76.84729634
80,SPT_1866,338.0077362,-0.287742161,0.100170325,2.872528971,0.004072007,0.094775973,295.6589418,310.2999082,282.8112884,344.7711612,409.3314737,385.1736439
81,SPT_2096,255.1129554,-0.309168983,0.108068168,2.86087003,0.004224802,0.09711829,192.4862902,216.9850807,245.955562,272.0459944,293.9412957,309.2635097
82,SPT_0426,344.3830711,0.28195825,0.098811464,-2.853497347,0.004324089,0.098188458,388.0523611,390.1234353,377.5831564,313.7956272,323.0924986,273.651348
83,SPT_1202,187.6083376,-0.320151676,0.112444624,2.847194151,0.004410645,0.098947249,140.1300193,175.9490421,157.9531132,206.0546393,235.6388899,209.9243217
84,SPT_0532,5070.072676,0.202156141,0.071424506,-2.830347066,0.004649753,0.103069535,5760.729694,5457.793131,5163.562487,4523.774728,4785.655806,4728.920212
85,SPT_0314,652.3684263,-0.267022328,0.094553953,2.824020771,0.004742531,0.103889329,535.881832,617.2269912,584.4265189,694.9293718,681.4093673,800.3364766
86,SPT_0815,1102.863004,-0.298488676,0.106556943,2.801212834,0.005091093,0.10952531,945.4926575,967.4386629,949.2229947,1532.615552,1138.111546,1084.296608
87,SPT_1227,2671.927943,0.191606486,0.06844199,-2.799545815,0.005117455,0.10952531,2908.852818,2861.842088,2824.352096,2550.767888,2368.535234,2517.217536
88,SPT_0479,640.3961099,0.265423792,0.094985683,-2.794355792,0.005200323,0.110034105,796.1232963,702.6718935,640.0861874,553.5193252,562.3752888,587.6006684
89,SPT_0812,329.009199,-0.268551167,0.097451443,2.755743365,0.005855892,0.122513163,309.5179547,279.3823448,288.0763922,385.1740316,359.5315022,352.3729686
90,SPT_0276,26795.21393,-0.226448018,0.083008022,2.728025708,0.006371464,0.13036996,23167.64989,25592.43464,24436.09877,31865.74393,29241.08575,26468.27062
91,SPT_1469,1326.603817,-0.268264554,0.098242286,2.730642412,0.006321102,0.13036996,1301.207322,1011.847527,1219.99976,1474.704772,1365.248001,1586.615521
92,SPT_2107,1409.009809,-0.243296137,0.089478334,2.719050828,0.006546955,0.13250467,1315.066335,1181.050919,1318.532417,1385.818457,1594.813724,1658.777006
93,SPT_0892,2894.05356,0.239410151,0.088520452,-2.704574425,0.006839195,0.135495776,3540.20785,3120.987482,2865.720768,2519.792354,2765.720373,2551.892536
94,SPT_1085,651.2287441,-0.244188528,0.090406576,2.701004043,0.00691305,0.135495776,552.8206255,615.5405787,585.9308343,766.3077762,725.1361716,661.6364783
95,SPT_2204,4994.600754,-0.199219814,0.073664562,2.704418636,0.006842402,0.135495776,4587.333268,4804.589339,4451.269162,5040.93147,5651.689458,5431.791825
96,SPT_1525,714.0015202,-0.226925614,0.084328391,2.690975257,0.007124348,0.138182663,682.1714125,623.9726414,645.3512911,808.057409,782.2239439,742.2324232
97,SPT_1343,323.5331047,0.336043225,0.125914629,-2.668817967,0.007611869,0.146116499,463.5069868,288.9386826,446.7816631,220.8690251,172.4779504,348.62432
98,SPT_0740,127.2345845,-0.316421147,0.11876283,2.664311263,0.007714614,0.146577672,93.93330963,112.9896405,110.5671793,157.5711948,129.9657795,158.3804034
99,SPT_0329,6999.901124,-0.228998715,0.08608024,2.660293658,0.007807255,0.14683948,6442.901106,6300.437266,6337.680628,6671.860674,8241.28798,8005.23909
100,SPT_0012,108.9653707,-0.313959232,0.120189448,2.612202961,0.008996083,0.16383936,80.07429673,89.94200236,100.7891294,123.9021361,137.2535802,121.8310796
101,SPT_0631,10765.47118,0.183137724,0.070113855,-2.612004783,0.009001299,0.16383936,12151.27453,10936.94749,11451.60071,9843.486004,9815.452936,10394.06541
102,SPT_0642,1500.807066,0.224586615,0.08594539,-2.613131607,0.008971675,0.16383936,1667.701218,1671.234831,1565.240136,1497.599731,1360.389468,1242.677012
103,SPT_RS11135,55.78623463,-0.328350522,0.125820923,2.609665499,0.00906308,0.16383936,41.57703869,48.34382627,40.61651483,68.68487977,68.01947338,67.47567484
104,SPT_1045,806.3402292,0.260940834,0.100874163,-2.586795534,0.009687306,0.173440031,916.2347414,810.0401588,968.0269367,729.9451928,621.8923281,791.9020172
105,SPT_0555,254.5585459,0.27168939,0.105179588,-2.583099968,0.009791695,0.173639385,274.1004773,297.3707453,283.5634461,203.3611146,247.7852245,221.1702675
106,SPT_1779,770.9224173,-0.232670464,0.090236328,2.578456709,0.009924273,0.174330161,648.2938255,761.134195,678.4462291,891.5566746,842.9556165,803.147963
107,SPT_1759,579.4312228,-0.223423642,0.086765873,2.575017496,0.010023502,0.174427664,505.0840255,541.3384267,534.7841119,603.3495321,630.3947622,661.6364783
108,SPT_0333,2345.072469,-0.205283308,0.079937283,2.568054596,0.010227105,0.176322861,2200.50327,2181.655695,2088.741883,2768.943388,2418.335205,2412.255375
109,SPT_0528,2639.035996,-0.236737525,0.092369704,2.562934761,0.010379155,0.176770378,2077.312044,2458.227352,2605.47421,2705.645558,2900.544686,3087.012124
110,SPT_0949,271.6697056,-0.287977005,0.112455565,2.560807067,0.010442933,0.176770378,223.2840967,234.9734812,242.9469313,373.0531705,270.8632601,284.8972938
111,SPT_0853,1188.470224,0.207104396,0.081394875,-2.544440254,0.010945303,0.178773289,1304.287103,1234.453982,1320.036732,1047.781107,1051.872571,1172.38985
112,SPT_0854,1451.721463,0.22065487,0.086648367,-2.546555445,0.010879193,0.178773289,1604.565715,1481.794489,1657.755531,1205.352302,1337.311432,1423.549307
113,SPT_1188,2285.179907,-0.181429803,0.071282705,2.545214907,0.01092105,0.178773289,2064.992921,2164.229432,2151.923128,2496.897394,2322.379163,2510.657401
114,SPT_2049,779.9530653,-0.286282471,0.112277737,2.549770587,0.010779383,0.178773289,842.320006,562.6996523,623.5387184,958.8947921,856.3165845,835.9486383
115,SPT_RS00285,127.9087177,-0.314840744,0.125229879,2.514102435,0.011933577,0.189120109,118.5715548,96.12551503,77.47224124,231.6431239,131.1804129,112.4594581
116,SPT_RS06605,172.8081305,-0.308657903,0.122633108,2.516921476,0.011838521,0.189120109,121.6513354,154.025679,151.1836941,231.6431239,150.6145482,227.7304026
117,SPT_1818,221.4038968,-0.269536773,0.106987691,2.519325079,0.011758005,0.189120109,201.7256321,200.1209553,182.7743167,226.2560745,263.5754594,253.9709428
118,SPT_2118,4403.913231,-0.212873273,0.084722847,2.512584049,0.011985055,0.189120109,4325.551914,3942.832529,3829.234759,4649.023627,5237.49945,4439.337107
119,SPT_0798,1204.235348,0.223358817,0.089413715,-2.498037531,0.012488297,0.194328203,1199.574561,1285.046359,1452.416484,1112.4257,1037.296969,1138.652013
120,SPT_1239,353.7312434,-0.258687395,0.103598033,2.497029976,0.012523837,0.194328203,344.9354321,318.7319709,280.5548154,355.54526,409.3314737,413.2885084
121,SPT_1374,480.0089668,0.219751087,0.088285147,-2.489105961,0.012806479,0.197071604,525.1025997,530.657814,512.9715391,420.1898527,438.4826766,452.6493187
122,SPT_1057,10441.92317,-0.162049833,0.065418056,2.477142291,0.013243909,0.202132448,9756.745079,9940.839811,9734.42472,10537.06861,11160.05217,11522.40864
123,SPT_0413,5002.321127,-0.18088144,0.073283613,2.468238554,0.01357798,0.203916664,4824.476378,4570.177995,4579.888126,5084.027865,5718.494298,5236.862097
124,SPT_0747,418.5615724,-0.269336578,0.109123137,2.468189461,0.013579842,0.203916664,309.5179547,418.7924485,365.5486334,525.2373159,463.9899791,428.2831028
125,SPT_0712,2400.65669,0.205291115,0.083281701,-2.465020678,0.013700534,0.204083162,2887.294353,2466.097277,2439.247363,2223.504637,2227.637753,2160.158757
126,SPT_0896,804.9339369,0.200320488,0.08156235,-2.456041147,0.014047707,0.206032018,899.2959479,831.4013844,877.7680149,727.2516681,726.350805,767.5358013
127,SPT_1399,1207.756063,-0.208942416,0.085077243,2.455914284,0.014052667,0.206032018,1005.54838,1126.52358,1183.896191,1284.81128,1374.965069,1270.791876
128,SPT_1400,1699.899056,0.210954328,0.086199976,-2.447266661,0.01439443,0.209393969,1843.248715,1839.313948,1845.042794,1749.444291,1457.560144,1464.784441
129,SPT_0248,4363.420659,-0.159825493,0.065598848,2.436407011,0.014833983,0.21249967,4139.225185,4038.958044,4133.85862,4553.4035,4499.002311,4816.076292
130,SPT_1214,409.4062017,0.241961352,0.099312905,-2.436353578,0.014836175,0.21249967,403.4512643,493.556738,454.3032399,379.7869823,348.5998011,376.7391845
131,SPT_2191,3203.719841,0.189605911,0.078172416,-2.425483561,0.015288008,0.21729978,3648.000172,3401.494102,3270.381601,3162.197994,2929.695889,2810.549289
132,SPT_1186,1785.63988,-0.238158644,0.098481569,2.418306759,0.015592925,0.219954749,1412.079425,1701.02812,1697.619888,1740.016954,1970.135461,2192.959432
133,SPT_0308,1715.614967,0.195315646,0.081090577,-2.408610876,0.016013361,0.220360056,1773.953651,1968.043439,1797.65686,1505.680306,1559.589354,1688.766195
134,SPT_0430,559.0654065,0.238403027,0.098843426,-2.411925982,0.015868503,0.220360056,683.7113029,592.4929406,574.648469,484.8344454,553.8728547,464.8324267
135,SPT_0762,73.56722758,0.301298888,0.125084526,-2.408762285,0.01600672,0.220360056,80.07429673,87.13131479,94.01971025,65.99135507,48.58533813,65.60135054
136,SPT_1598,6874.122233,-0.186468702,0.077548489,2.404543346,0.016192686,0.220360056,6113.364577,6555.647697,6464.043119,6798.456335,7400.761631,7912.460037
137,SPT_2006,1012.61219,0.188634272,0.078464344,-2.40407633,0.016213388,0.220360056,1076.383335,1105.162354,1079.346274,930.6127827,896.3994885,987.7689067
138,SPT_0456,8065.208574,0.15608065,0.065060637,-2.399002776,0.01643979,0.221818037,8393.942144,8724.374229,8485.842968,7269.823157,7670.410257,7846.858686
139,SPT_0029,649.8328961,-0.216876871,0.090556045,2.394946375,0.016622796,0.222673716,620.5757997,607.108516,549.8272655,733.9854799,732.4239723,655.0763432
140,SPT_0317,42061.29394,-0.172264897,0.072018143,2.391965283,0.016758427,0.222887085,36974.30652,40267.5966,40672.1745,44596.68841,42804.89753,47052.10009
141,SPT_0985,3039.704026,0.177785116,0.074582144,-2.383749066,0.017137283,0.226309374,3095.179547,3328.416225,3314.006747,2884.76495,2660.047263,2955.809423
142,SPT_0415,1229.363007,0.197544048,0.082991215,-2.380300716,0.017298515,0.226829822,1387.44118,1277.176434,1312.515155,1229.594024,1078.594506,1090.856743
143,SPT_0921,4883.354472,-0.208622471,0.088085391,2.368411704,0.017864644,0.232615155,4177.722443,4472.928205,4761.158127,5920.367284,5010.362995,4957.587776
144,SPT_0060,2014.650523,0.188496858,0.080078828,-2.353891309,0.018578042,0.23856769,2032.655225,2316.568698,2133.119186,1956.845692,1868.106251,1780.608086
145,SPT_1370,475.9549187,0.219669012,0.093229982,-2.35620568,0.018462692,0.23856769,557.4402965,500.8645257,502.4413316,410.7625163,461.5607122,422.6601299
146,SPT_0568,751.3002263,0.282175683,0.120111465,-2.349281834,0.018809663,0.238713592,740.6872448,994.4212636,853.698969,474.0603466,799.2288122,645.7047217
147,SPT_1015,477.0472717,0.222084322,0.094561631,-2.348566969,0.01884581,0.238713592,522.0228191,526.7228513,516.7323275,387.8675563,438.4826766,470.4553996
148,SPT_1215,817.6917396,0.184305453,0.078709952,-2.341577487,0.019202439,0.241587448,854.6391286,892.112236,880.7766456,759.5739645,742.1410399,776.9074228
149,SPT_0536,6532.445615,0.180016478,0.076998751,-2.337914278,0.019391695,0.24233112,6706.222351,6947.457545,7305.707565,5597.14432,6393.830498,6244.311409
150,SPT_RS00290,278.0080007,-0.280873024,0.120370329,2.333407464,0.01962677,0.243633637,295.6589418,223.1685934,194.056682,378.4402199,280.5803277,296.1432396
151,SPT_RS05420,95.70825562,0.291574673,0.125595203,-2.321543073,0.020257552,0.249798425,98.55298059,95.56337751,145.9185903,72.72516681,87.45360863,74.03580989
152,SPT_0280,21961.81952,-0.217148107,0.09385995,2.313533166,0.020693343,0.250091387,22266.81405,18381.3346,19311.64848,21770.41336,23310.0306,26730.67602
153,SPT_1107,52.72816453,0.291035152,0.125920624,-2.311258816,0.020818563,0.250091387,64.67539351,64.08367668,60.92477224,47.13668219,36.4390036,43.10945892
154,SPT_RS08760,250.4131825,-0.264230017,0.114097268,2.315831233,0.020567485,0.250091387,192.4862902,233.2870686,224.8951469,328.610013,284.2242281,238.9763484
155,SPT_2103,834.1742029,-0.225895921,0.097473705,2.317506241,0.020476171,0.250091387,665.232619,776.8740454,817.5954003,902.3307734,839.3117162,1003.700663
156,SPT_0241,545.0986166,0.228269126,0.098902526,-2.308021186,0.020997958,0.250629475,652.9134964,569.4453025,574.648469,549.4790381,443.3412104,480.7641832
157,SPT_RS07785,60.60592196,0.285317515,0.123826157,-2.304178065,0.02121265,0.251579326,52.35627094,79.26138958,92.51539488,30.97553401,60.73167266,47.79526968
158,SPT_0732,124.1200631,-0.289440826,0.125912756,2.298741094,0.021519646,0.253604937,86.23385802,98.37406509,112.8236523,208.748164,112.9609112,125.5797282
159,SPT_0328,9138.231391,-0.184549067,0.080691635,2.287090443,0.022190545,0.259437639,7871.919325,8457.35891,9099.603637,10390.27152,9164.409405,9845.825554
160,SPT_1733,1181.655703,-0.244968793,0.107191676,2.285334097,0.022293245,0.259437639,939.3330963,1089.984641,1120.714946,1059.901968,1452.70161,1427.297955
161,SPT_0500,1048.332439,-0.178433883,0.078504051,2.272925786,0.023030653,0.260086276,962.4314511,950.5745375,1012.40424,1138.014184,1156.331047,1070.239176
