,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.45MINNDC.C
72,SPT_1244,3052.059172,-0.419631198,0.08334746,5.034720881,4.79E-07,1.32E-05,2568.555938,2606.60284,2579.046263,3615.060478,3816.235187,3126.854324
73,SPT_0812,375.3899564,-0.624764469,0.124452128,5.020118799,5.16E-07,1.41E-05,307.6114896,307.9496498,228.0597678,528.1744205,464.3703657,416.1740449
74,SPT_1778,1701.351631,-0.473842562,0.095148052,4.980055295,6.36E-07,1.71E-05,1357.335698,1343.928023,1500.689583,1733.977061,2131.657583,2140.521838
75,SPT_1278,4780.281395,-0.308249684,0.06215687,4.959221466,7.08E-07,1.88E-05,4147.94868,4347.046507,4268.377876,5291.133973,5354.256185,5272.925149
76,SPT_1787,489.8841788,-0.608498419,0.123257349,4.936812499,7.94E-07,2.08E-05,374.9015029,312.0123101,427.9640087,589.2079091,531.8852062,703.334136
77,SPT_0167,7417.598384,-0.33333916,0.068318847,4.879168437,1.07E-06,2.75E-05,6543.473155,6708.264666,6333.585774,7897.576928,8754.698757,8267.991026
78,SPT_1987,502.2769665,-0.48051736,0.098654326,4.870717589,1.11E-06,2.83E-05,390.2820774,425.7667981,420.925127,599.3801572,626.5706531,550.7369861
79,SPT_0804,922.1105049,0.390840914,0.080475161,-4.856665229,1.19E-06,3.00E-05,1063.182211,1029.478117,1069.910022,813.779848,778.0673681,778.245464
80,SPT_0815,1114.933756,-0.437621367,0.090226639,4.850245691,1.23E-06,3.06E-05,896.8797493,932.786802,972.773454,1161.201245,1369.233898,1356.727387
81,SPT_1186,1751.715848,-0.468381309,0.097023024,4.827527435,1.38E-06,3.39E-05,1422.703139,1257.799625,1656.952757,2040.709465,1973.574054,2158.556046
82,SPT_1353,795.1394338,0.557299833,0.115514794,-4.82448884,1.40E-06,3.40E-05,852.6605976,998.6018986,1053.016706,518.7846531,717.9626931,629.8100547
83,SPT_0746,34663.68644,-0.428630113,0.090442368,4.739262384,2.14E-06,5.14E-05,27653.31163,26418.66732,33409.34821,39406.50666,38317.14199,42777.14283
84,SPT_1478,14165.00268,-0.400115971,0.084492702,4.735509264,2.19E-06,5.17E-05,12235.247,12563.37067,11457.89167,16813.16115,17590.08598,14330.25961
85,SPT_0341,65662.10559,-0.376639397,0.080803219,4.661192982,3.14E-06,7.35E-05,58329.86742,53025.84207,58543.78706,82493.80216,69500.76474,72078.57009
86,SPT_2204,5453.228929,-0.342191433,0.07367117,4.644848639,3.40E-06,7.86E-05,4594.946625,4667.99667,5072.218169,5814.61351,6091.155968,6478.442633
87,SPT_0524,277.0238307,0.592904441,0.128293243,-4.621478305,3.81E-06,8.70E-05,359.5209284,355.8890412,318.1574538,216.7471326,245.3588103,166.469618
88,SPT_0745,929.497092,0.456525801,0.099477305,-4.589245766,4.45E-06,0.000100445,1156.426944,1148.920329,962.9190196,845.0790729,753.3668168,710.27037
89,SPT_1007,825.4514867,-0.383403045,0.084006518,4.563967801,5.02E-06,0.000112066,712.3128555,684.9645244,732.0436991,908.4600033,967.438262,947.4895757
90,SPT_RS06605,189.1811258,-0.621766167,0.137442474,4.523828389,6.07E-06,0.00013408,143.2315998,132.4427254,142.1854108,198.7500783,235.4785897,282.9983506
91,SPT_0941,8271.62795,-0.358969859,0.079816297,4.497450664,6.88E-06,0.000149996,6939.522947,6815.518898,7811.750935,8772.390265,9285.760612,10004.82404
92,SPT_1229,1152.947205,-0.393040123,0.087432246,4.495368018,6.94E-06,0.000149996,955.5181895,1061.979399,938.9868218,1414.724966,1291.015485,1255.458369
93,SPT_1425,515.1535256,-0.446648707,0.099649459,4.482199026,7.39E-06,0.000157844,393.1659351,438.767311,453.3039829,564.1685292,615.8670808,625.6483142
94,SPT_0266,12278.09261,-0.292251439,0.065453457,4.465026815,8.01E-06,0.000167449,10453.02293,11030.12268,11494.49385,13223.14005,13609.18045,13858.5957
95,SPT_0563,959.354251,-0.375425881,0.084073375,4.46545512,7.99E-06,0.000167449,809.4027319,816.5947177,857.3357938,1038.351787,1155.162452,1079.278023
96,SPT_1581,881.4686601,-0.428771504,0.09624587,4.454960057,8.39E-06,0.000173674,755.5707213,706.90289,760.199226,960.1037245,1150.222342,955.8130566
97,SPT_1027,702.5200617,0.507723215,0.114409736,-4.437762338,9.09E-06,0.000186202,838.2413091,758.9049417,924.9090583,547.7364361,480.8374,664.4912251
98,SPT_0452,4181.755279,0.402813227,0.090940864,-4.429397379,9.45E-06,0.000189662,5105.389441,5063.699782,4252.892337,3709.740634,3748.720346,3210.089133
99,SPT_2234,6265.954357,-0.378339588,0.085391874,4.43062753,9.40E-06,0.000189662,5711.960847,5319.64738,5151.053644,8001.646851,6697.142828,6714.274592
100,SPT_0027,549.2783589,-0.436052728,0.098529302,4.425614696,9.62E-06,0.000191086,421.0432263,451.7678239,506.799484,616.5947309,644.6843907,654.7804974
101,SPT_0789,958.4488151,-0.363857762,0.082622606,4.403852379,1.06E-05,0.000209216,796.9060152,819.0323139,879.8602153,1082.170702,1115.64157,1057.082074
102,SPT_RS08490,290.2927064,0.574076872,0.130426246,-4.401544072,1.07E-05,0.000209382,349.9080694,331.5130794,394.1773765,252.7412412,176.1972664,237.2192056
103,SPT_2014,2264.900124,-0.35623931,0.081223445,4.385917286,1.15E-05,0.00022281,2044.65512,1829.822193,2034.236818,2430.384815,2502.165854,2748.135943
104,SPT_0128,444.3932679,-0.436568918,0.10014014,4.359579657,1.30E-05,0.000248972,361.4435002,383.5151311,367.4296259,485.9204669,545.0588336,522.9920498
105,SPT_RS06650,260.9171328,-0.504300886,0.116514657,4.328218425,1.50E-05,0.000284463,209.5603273,191.7575656,228.0597678,309.0798461,303.8167818,323.2285082
106,SPT_1944,1159.539644,0.437878189,0.10159088,-4.310211611,1.63E-05,0.000305733,1477.496436,1399.180203,1179.716577,979.66574,1055.536895,865.6420135
107,SPT_0663,867.3143698,-0.48380396,0.112614309,4.296114445,1.74E-05,0.000322781,608.4939778,666.2762871,841.850254,925.674577,1093.411074,1068.180049
108,SPT_0628,1807.967031,-0.352229233,0.082078434,4.291373691,1.78E-05,0.000326698,1648.605327,1474.745684,1600.641704,2092.353186,1893.708938,2137.747344
109,SPT_0258,8236.726856,-0.40506037,0.094475202,4.287478191,1.81E-05,0.000329428,7436.50776,6463.692517,7075.483907,10655.03864,9585.460635,8204.177673
110,SPT_RS08605,406.870776,0.48288534,0.11273068,-4.283530805,1.84E-05,0.000332282,496.9848128,526.5207732,420.925127,317.687133,312.8736507,366.2331595
111,SPT_1399,1072.442624,-0.34891158,0.082433234,4.232656676,2.31E-05,0.000413416,941.0989009,955.5376996,909.4235185,1174.503415,1290.192133,1163.900079
112,SPT_1865,788.3522325,0.378739417,0.089809054,-4.217162956,2.47E-05,0.000438906,872.8476016,859.6589168,964.326796,650.2413977,664.4448318,718.5938509
113,SPT_0262,35257.27862,-0.284833928,0.06760628,4.213128228,2.52E-05,0.000442869,30609.26578,31387.30085,32954.63645,39923.72635,40089.81822,36578.92406
114,SPT_0046,539.2432393,0.401320389,0.095415499,-4.206029342,2.60E-05,0.000452995,618.1068369,596.3985302,650.3926711,478.0956607,465.1937175,427.2720195
115,SPT_1045,801.9691676,0.428771087,0.102216947,-4.194716216,2.73E-05,0.000472065,968.0149062,907.5983082,922.0935056,760.5711656,582.1096606,671.4274592
116,SPT_1242,10988.31665,-0.266180687,0.063974945,4.16070206,3.17E-05,0.000543463,10052.16671,9635.817669,10141.62079,12374.14857,12207.83584,11518.31032
117,SPT_0044,811.454564,0.398119829,0.096719858,-4.116216014,3.85E-05,0.000654085,875.7314594,949.8499752,972.773454,747.268995,614.2203774,708.8831232
118,SPT_0430,459.7479729,0.413419932,0.100707971,-4.105136139,4.04E-05,0.000674706,521.0169605,514.3327924,558.8872088,357.5936447,396.0321736,410.6250577
119,SPT_0737,171.445541,-0.529008822,0.128843718,4.105817733,4.03E-05,0.000674706,125.9284535,134.8803215,143.5931871,207.3573651,211.6013901,205.3125288
120,SPT_0443,2685.93209,0.298364858,0.072733732,-4.102152491,4.09E-05,0.000677773,2999.212023,2999.055824,2923.951467,2245.719388,2421.477386,2526.176453
121,SPT_2224,248.2041346,0.475285436,0.116456733,-4.081219034,4.48E-05,0.000735684,305.6889178,300.6368613,277.3319399,200.3150395,212.4247418,192.8273075
122,SPT_1485,2929.434969,-0.436894553,0.108563562,4.024320347,5.71E-05,0.000930634,2140.78371,2370.156012,2798.659373,3008.637996,3299.170311,3959.202414
123,SPT_1654,1031.151957,-0.365479231,0.09106414,4.013426467,5.98E-05,0.000966743,878.6153171,830.4077627,965.7345723,1191.717989,1080.237447,1240.198654
124,SPT_1240,456.3522192,-0.39978956,0.099666887,4.011257637,6.04E-05,0.0009678,362.4047861,396.515644,405.4395872,550.083878,518.7115788,504.9578412
125,SPT_0261,23037.59881,-0.29781316,0.074570581,3.993708459,6.50E-05,0.001034,20020.70154,19287.88598,22344.22614,25546.42738,24546.5846,26479.76723
126,SPT_0450,2072.574282,-0.300041525,0.075329035,3.983079351,6.80E-05,0.001072791,1822.598076,1765.632161,1953.993566,2298.92807,2208.229292,2386.064524
127,SPT_0076,307.4924721,0.44676005,0.113927633,-3.921437137,8.80E-05,0.00137717,373.940217,384.3276632,325.1963356,266.0434118,261.0024928,234.444712
128,SPT_0224,115.8239543,0.628292218,0.160649936,-3.910939733,9.19E-05,0.001427189,177.8378924,130.0051292,143.5931871,87.63782978,55.98791644,99.88177079
129,SPT_0870,2787.461772,0.334216125,0.085561857,-3.906134542,9.38E-05,0.001444569,3094.379328,3068.933581,3223.807829,2211.290241,2393.483428,2732.876228
130,SPT_0137,4644.713403,0.245903376,0.06316273,-3.893172071,9.89E-05,0.001512289,5089.047581,5089.700808,4979.30493,4107.24079,4331.653359,4271.332948
131,SPT_0929,2598.934569,0.379059456,0.097611059,-3.883365871,0.00010302,0.001562607,2956.915443,3247.690634,2704.338358,2065.748845,2544.980143,2073.933991
132,SPT_0318,129126.2323,-0.250205046,0.064743867,3.864536629,0.0001113,0.001675407,111778.325,118952.2556,121906.3925,135488.8673,142399.502,144232.0515
133,SPT_0045,730.6447857,0.376847586,0.09795174,-3.847278128,0.000119437,0.001784376,849.7767399,801.9691407,848.8891357,647.1114752,550.8222955,685.2999273
134,SPT_0165,7986.318267,-0.233289451,0.060813592,3.836139977,0.000124983,0.001853296,7266.360155,7402.979576,7292.281464,8380.367473,8805.746563,8770.174374
135,SPT_2005,201.3717224,0.480570448,0.125381021,-3.832880314,0.000126652,0.001864124,258.5859084,242.9470852,218.2053334,166.6683727,153.9667702,167.8568648
136,SPT_0038,2206.838917,0.31674636,0.083790065,-3.78023766,0.000156679,0.002289122,2561.826937,2479.847839,2353.802048,2057.924039,2041.088895,1746.543742
137,SPT_1269,1528.299322,0.338409607,0.08986069,-3.765935986,0.000165926,0.002406537,1846.630223,1671.378442,1647.098323,1403.770238,1412.048187,1188.870522
138,SPT_1301,426.7918487,-0.383923046,0.102141257,3.758746062,0.000170767,0.002458798,350.8693553,359.9517015,384.322942,461.6635676,521.1816339,482.7618921
139,SPT_1873,2209.664555,-0.343924056,0.091751118,3.748445375,0.000177934,0.002543561,2054.267979,1864.761072,1863.89588,2797.368227,2447.001289,2230.692881
140,SPT_1590,5473.590438,0.34304938,0.091691748,-3.741333213,0.000183047,0.002597955,6485.796,6778.954955,5249.597989,4911.630871,4668.404209,4747.158606
141,SPT_RS05990,186.084809,0.526030834,0.140858681,-3.734458032,0.00018812,0.002651022,181.683036,255.135066,246.3608603,127.5443416,149.0266599,156.7588903
142,SPT_2061,2823.548449,-0.271570004,0.072759261,3.732445873,0.000189629,0.002653477,2520.491643,2603.352712,2517.104104,3152.61443,3249.769209,2897.9586
143,SPT_0316,41165.81908,-0.278939833,0.074941863,3.722083003,0.000197586,0.002745479,38652.34495,35888.72845,36454.36844,49473.11987,43025.06708,43501.28567
144,SPT_0119,17370.8631,-0.302177773,0.081291489,3.717212917,0.000201433,0.002760322,14821.10608,14201.4353,17328.31902,19060.4455,19137.16385,19676.70884
145,SPT_1812,11472.57481,-0.268982428,0.072328315,3.718909066,0.000200085,0.002760322,9675.342633,10556.41649,10835.65452,12104.19276,12386.50316,13277.33928
146,SPT_0251,1079.414576,0.412772044,0.111135413,-3.714136049,0.000203899,0.002774983,1286.200541,1395.930075,1074.133351,845.8615535,1048.950081,825.4118558
147,SPT_1780,1617.022391,-0.359383174,0.096840328,3.711089997,0.000206369,0.002789487,1433.277284,1530.810396,1228.988749,1800.487914,2014.74164,1693.828363
148,SPT_0714,421.1075838,-0.397673427,0.107395325,3.702893276,0.000213155,0.002861744,330.6823513,372.9522144,368.8374022,482.7905444,530.2385027,441.1444876
149,SPT_0445,2257.135068,0.37761034,0.102574291,-3.681335109,0.000232016,0.003094063,2390.718045,2706.544283,2640.988422,1687.028223,1836.89767,2280.633766
150,SPT_1047,41126.63589,-0.223323786,0.060748715,3.676189462,0.000236744,0.003136065,36906.64975,37253.7823,39385.35879,43443.32419,44968.17712,44802.52318
151,SPT_0864,1272.504839,0.319678693,0.087119683,-3.66941986,0.000243102,0.003198709,1336.187408,1356.928536,1579.525058,1096.255353,1149.39899,1116.733687
152,SPT_2162,105.7139833,-0.550586768,0.150115596,3.667751931,0.000244692,0.003198709,74.01901468,80.44067369,83.05880432,117.3720935,126.7961637,152.5971498
153,SPT_0283,27995.42217,-0.268342247,0.073270049,3.66237295,0.00024989,0.0032453,24631.02874,24790.35307,26408.47645,30719.40678,32920.89487,28502.37309
154,SPT_0802,484.0337424,0.392736341,0.107575938,-3.650782417,0.000261443,0.003373289,532.5523913,533.0210297,610.9749335,406.1074434,455.3134969,366.2331595
155,SPT_1306,5119.594045,-0.338158483,0.093077121,3.633099945,0.000280036,0.003589887,4415.186161,4048.847242,4958.188285,6160.469945,5129.481168,6005.391469
156,SPT_0272,24166.66544,-0.382625333,0.10563486,3.62215023,0.000292164,0.00372135,18440.34751,19530.02053,23899.819,24557.37187,26678.24218,31894.19156
157,SPT_2088,671.0497339,0.47928601,0.133148646,-3.599631121,0.000318669,0.00403309,880.5378889,955.5376996,575.7805249,590.7728704,518.7115788,504.9578412
158,SPT_0317,48567.66671,-0.273947327,0.076255708,3.592482907,0.000327542,0.004119153,44327.77693,40981.67938,45880.83884,57724.37804,50314.19979,52177.12726
159,SPT_1059,3303.38509,-0.252133301,0.07033686,3.58465394,0.000337525,0.004218007,2998.250737,3029.11951,2984.48585,3667.48668,3760.24727,3380.720492
