,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.C
1045,SPT_0643,1158.973676,0.095129585,0.100813922,-0.943615554,0.345366141,0.627129548,1183.772365,1277.064135,1139.552597,1174.957101,1152.91306,1025.582797
1046,SPT_0857,400.6104636,-0.111968867,0.118469163,0.9451309,0.344592052,0.627129548,396.1628631,348.8401505,406.7063993,427.9843739,424.0052163,399.9637787
1047,SPT_0902,1479.427039,0.093296958,0.098698289,-0.945274318,0.344518846,0.627129548,1517.445252,1612.461505,1461.819001,1422.948047,1547.142629,1314.7458
1048,SPT_1026,3756.62364,-0.081096629,0.085827579,0.944878437,0.344720941,0.627129548,3704.594392,3688.026793,3546.479802,4007.85367,3916.093121,3676.694061
1049,SPT_0096,16625.67432,0.098280368,0.104449961,-0.940932545,0.346739428,0.627787158,19785.74109,15314.01539,16612.21338,17308.36806,14636.51714,16097.19086
1050,SPT_0658,42.51682793,-0.182903049,0.194610798,0.939840188,0.347299541,0.627787158,43.62507719,35.62336797,36.40990622,54.99799198,45.25898376,39.18564048
1051,SPT_1811,7899.101696,-0.089188337,0.094812928,0.940676957,0.346870431,0.627787158,8147.277929,7177.100437,7598.050217,8754.680359,7353.393835,8364.1074
1052,SPT_2092,2113.343636,0.099595018,0.105719478,-0.942068764,0.346157435,0.627787158,1987.888652,2308.797528,2277.555836,1925.929683,2316.545353,1863.344766
1053,SPT_2161,152.0659659,-0.142309238,0.151443116,0.939687731,0.34737776,0.627787158,130.8752316,143.8377499,154.1610923,180.9933918,141.7320807,160.7962489
1054,SPT_1796,1625.812168,0.09432005,0.100729994,-0.936365095,0.349085243,0.6302744,1732.03347,1758.315672,1559.428537,1598.941621,1690.065736,1416.087973
1055,SPT_0586,37319.3622,-0.098840135,0.105655343,0.935495857,0.349532818,0.630484315,36821.92326,37082.58178,33916.21498,42252.45733,41852.64972,31990.34615
1056,SPT_1237,2270.908666,0.082532945,0.088318121,-0.93449616,0.350048016,0.630815695,2236.669498,2338.371645,2441.013074,2163.920993,2210.544049,2234.932737
1057,SPT_1355,3218.700599,-0.081039358,0.08684474,0.933152171,0.350741405,0.631467261,3146.900838,3246.431458,2977.090843,3211.882731,3389.659679,3340.238044
1058,SPT_0507,585.7003989,-0.099209604,0.106511006,0.931449315,0.351621191,0.632452861,557.6935543,549.8097169,584.8825361,635.97678,596.7039701,589.1358362
1059,SPT_1653,881.441112,-0.09624821,0.10343317,0.930535241,0.352094027,0.632505763,896.0826665,881.846392,773.129498,949.965316,894.4604422,893.1623572
1060,SPT_1961,587.8636521,0.098026173,0.105465063,-0.929465838,0.352647722,0.632505763,610.7510806,628.4499821,588.7559303,563.9794086,560.9731935,574.2723174
1061,SPT_2007,1074.500747,0.09836679,0.105761611,-0.930080293,0.352329514,0.632505763,1192.025758,1010.224944,1141.876633,1077.960643,938.5284001,1086.388102
1062,SPT_0433,50.39283668,0.17689523,0.1912219,-0.925078298,0.354925181,0.635991167,45.98318947,62.5089287,56.55155647,51.99810151,48.83206143,36.48318252
1063,SPT_1479,4037.316159,-0.175259179,0.190034664,0.922248477,0.356398982,0.63732723,3178.735354,4456.95383,3376.825132,3902.857503,5837.217879,3471.307255
1064,SPT_1640,12316.8583,-0.088762416,0.09630102,0.921718339,0.356675512,0.63732723,11967.41982,12624.11504,11150.72745,13224.51716,13661.06694,11273.3034
1065,SPT_1893,74.64647298,-0.170517634,0.184765542,0.922886554,0.356066328,0.63732723,68.38525613,58.47609459,78.24256443,87.99678716,54.78719087,99.99094468
1066,SPT_0867,928.4879115,0.107946825,0.117234656,-0.920775718,0.357167535,0.63760771,930.2752946,1051.225425,919.5438017,948.9653525,988.5514874,732.3661083
1067,SPT_2221,4966.607443,0.086319431,0.09410005,-0.917315462,0.358977357,0.640237967,4837.667343,5124.387875,5410.357128,4872.822089,5184.535692,4369.874528
1068,SPT_1153,9961.970904,-0.095869252,0.104657986,0.916024244,0.359654179,0.640263575,9852.193107,10216.51308,8749.222997,11091.59504,11086.06897,8776.232239
1069,SPT_1475,345.0854544,-0.109230538,0.119246746,0.916004348,0.359664614,0.640263575,323.0613824,321.2824507,347.0561274,349.9872217,365.6449478,363.4805962
1070,SPT_0149,454.9730848,-0.127692359,0.139542708,0.915077265,0.360151069,0.64053036,437.429828,358.9222358,498.8931831,510.9813436,376.3641807,547.2477378
1071,SPT_0243,1618.424433,-0.108452204,0.119094369,0.910640907,0.36248461,0.640586266,1410.151144,1802.004708,1439.353314,1594.941767,1972.338871,1491.756796
1072,SPT_0868,1032.113062,-0.089402725,0.097864055,0.91353997,0.360958622,0.640586266,1036.390347,937.6339305,1021.026732,1057.961373,1039.765601,1099.900391
1073,SPT_0954,361.4098115,0.120830286,0.132757872,-0.910155336,0.362740595,0.640586266,369.0445719,340.1023432,425.2986918,296.9891567,337.0603264,399.9637787
1074,SPT_1053,40.67582959,-0.178913375,0.196282881,0.911507794,0.362027881,0.640586266,31.83451578,32.26267288,45.70605249,50.99813801,44.06795787,39.18564048
1075,SPT_1345,1150.786037,-0.087357855,0.096075606,0.90926156,0.363212076,0.640586266,1051.718077,1139.275636,1148.074064,1182.956809,1151.722034,1230.969603
1076,SPT_1610,2306.299041,0.086831664,0.095443676,-0.909768646,0.362944533,0.640586266,2417.065087,2530.603404,2193.890519,2377.91318,2191.487635,2126.834418
1077,SPT_1713,645.9088905,0.101166367,0.111148636,-0.910189912,0.362722363,0.640586266,723.9404701,598.2037263,691.7882182,613.9775832,650.3001351,597.2432101
1078,SPT_RS08780,377.3401271,-0.113807447,0.124806806,0.911868916,0.361837726,0.640586266,369.0445719,352.8729846,359.4509891,376.9862359,348.9705853,456.715396
1079,SPT_1967,36.38389508,0.18057022,0.198484947,-0.909742641,0.362958251,0.640586266,40.08790877,36.29550699,44.15669478,24.99908726,41.6859061,31.07826659
1080,SPT_0436,170.8605542,0.148431512,0.163778416,-0.906294706,0.364779887,0.642755671,135.5914561,181.4775349,226.2062259,128.9952903,169.1256762,183.7671416
1081,SPT_1532,72.94966755,-0.164673328,0.182036252,0.904618316,0.365667629,0.643128926,48.34130175,74.60743103,77.46788557,84.99689669,83.37181219,68.91267809
1082,SPT_1557,135.5919648,-0.146398996,0.161748236,0.905104129,0.365410225,0.643128926,117.905614,104.8536868,158.0344866,146.9946331,135.7769513,149.986417
1083,SPT_0652,2714.279586,0.099479751,0.11012924,-0.90330007,0.366366659,0.643169513,2835.630017,3130.151408,2483.620411,2753.899453,2829.877511,2252.498713
1084,SPT_1818,118.7351428,-0.147544704,0.163255553,0.903765301,0.366119865,0.643169513,123.8008947,98.80443568,112.3284341,148.9945601,109.5743817,118.9081504
1085,SPT_RS05685,110.1385926,-0.146647739,0.16292322,0.900103367,0.368065244,0.645555908,107.2941088,112.247216,89.86274726,111.9959109,128.630796,110.8007765
1086,SPT_1535,195.6339383,-0.125326042,0.139536457,0.898159837,0.369100342,0.646775277,170.9631403,195.5924543,189.7963197,199.9926981,221.5308153,195.9282024
1087,SPT_2087,2363.772984,0.086803119,0.09682379,-0.896506102,0.369982523,0.647724692,2411.169807,2584.374525,2322.487209,2204.919497,2516.637702,2143.049166
1088,SPT_RS02860,174.3580623,-0.129519394,0.14470566,0.895054094,0.370758172,0.647873725,170.9631403,172.7397277,152.6117346,197.9927711,186.9910645,164.8499358
1089,SPT_1901,783.7339298,0.10039564,0.112111689,-0.895496635,0.370521664,0.647873725,733.3729192,865.7150555,840.5265585,781.9714496,814.6617077,666.1558882
1090,SPT_1926,291.1154176,-0.110564117,0.123613311,0.894435367,0.371088997,0.647873725,275.8991368,277.5934145,281.9831035,292.9893027,306.0936533,312.1338949
1091,SPT_1700,174.0979783,0.137329765,0.153924628,-0.89218838,0.372291969,0.649378202,194.5442631,158.6248083,199.0924659,152.994414,139.3500289,199.9818894
1092,SPT_0405,19882.40424,-0.073344799,0.082301236,0.891174939,0.372835327,0.649730428,19430.84519,18617.57867,20015.3776,20693.24447,20971.58384,19565.79566
1093,SPT_1511,399.3961917,0.115710613,0.129957992,-0.890369349,0.373267595,0.649888594,435.0717157,359.5943748,458.6098826,393.9856153,327.5321193,421.5834424
1094,SPT_2231,32.83360176,-0.176922008,0.19888314,0.88957771,0.373692679,0.650033975,31.83451578,29.5741168,27.11375995,39.99853962,33.34872488,35.13195354
1095,SPT_2044,303.6173708,0.121699015,0.136908861,-0.888905325,0.374053963,0.650068212,277.0781929,368.332182,307.5475057,261.9904345,331.105197,275.6507124
1096,SPT_0597,379.9381578,-0.10348303,0.11674964,0.886367017,0.375419786,0.651252373,359.6121228,366.315765,367.9724565,381.9860534,383.5103361,420.2322135
1097,SPT_2051,365.5724755,-0.109776489,0.123814255,0.886622378,0.375282242,0.651252373,371.4026842,372.3650161,307.5475057,402.9852867,371.6000772,367.5342832
1098,SPT_0906,789.32291,0.094379678,0.106670781,-0.884775356,0.376277804,0.651552921,833.5926911,811.9439341,807.2153677,822.9699527,676.5027046,783.7128097
1099,SPT_1723,641.8359013,0.101812504,0.115060715,-0.884858951,0.37623271,0.651552921,660.2714385,676.8439914,660.8010639,558.9795912,575.2655041,718.8538185
1100,SPT_0708,129.3251816,0.138048655,0.156523794,-0.881965941,0.377795226,0.653585741,150.9191859,136.4442207,123.9486169,123.9954728,109.5743817,131.0692113
1101,SPT_0653,734.0855794,0.096818752,0.110025518,-0.879966334,0.378877547,0.654862827,674.4201122,796.4847366,810.3140831,741.9729099,720.5706625,660.7509723
1102,SPT_0304,153.7452651,0.131619845,0.150249792,-0.876006839,0.381026316,0.655599529,146.2029614,181.4775349,157.2598077,136.9949982,146.4961843,154.040104
1103,SPT_0399,2875.351225,0.10313406,0.117626713,-0.876791141,0.380600092,0.655599529,2767.244761,2836.426657,3359.007518,2396.912487,2563.087712,3329.428212
1104,SPT_1047,52606.95955,-0.091872547,0.104793957,0.876696992,0.380651241,0.655599529,54117.49778,51784.27852,46505.52107,60245.80037,56903.64387,46085.01567
1105,SPT_1253,365.1462514,-0.111867433,0.127617587,0.876583201,0.380713067,0.655599529,376.1189087,362.2829308,310.6462211,378.9861629,426.3872681,336.4560166
1106,SPT_2223,4899.245641,0.076790636,0.087649704,-0.876108328,0.380971146,0.655599529,4867.143747,4938.205367,5303.451446,4723.827529,5021.365146,4541.480609
1107,SPT_0503,2288.109351,-0.083399764,0.095506402,0.873237427,0.382533679,0.657005046,2213.088375,2333.666671,2106.351809,2274.916941,2573.806945,2226.825363
1108,SPT_1924,235.6993722,0.129930499,0.148768489,-0.873373789,0.382459373,0.657005046,285.3315859,214.4123468,246.3478761,226.9917123,176.2718315,264.8408805
1109,SPT_2143,169.4297789,0.131897229,0.151571936,-0.870195578,0.384193532,0.659260858,149.7401298,173.4118667,211.4873276,148.9945601,166.7436244,166.2011648
1110,SPT_1761,2676.661607,-0.079205513,0.091636184,0.86434757,0.387396985,0.664158976,2635.190473,2725.523719,2437.13968,2908.893794,2634.549265,2718.672712
1111,SPT_RS02995,224.7666916,0.133438126,0.154628657,-0.862958574,0.388160244,0.664868537,207.5138807,236.5929344,265.7148475,183.9932822,175.0808056,279.7043993
1112,SPT_0580,4079.641104,-0.090328981,0.1048998,0.861097742,0.389184213,0.666022983,4109.010649,3839.930211,3880.366388,4661.829793,4453.245797,3533.463788
1113,SPT_0067,733.846029,0.123183755,0.143594771,-0.857856828,0.390971526,0.666842263,725.1195262,928.8961232,657.7023485,688.9748449,875.404028,526.9793031
1114,SPT_0515,81.75602742,0.152007819,0.177042459,-0.858595274,0.390563847,0.666842263,93.14543507,70.57459692,99.93357239,84.99689669,70.27052742,71.61513606
1115,SPT_0860,7504.923966,-0.172818975,0.201528074,0.85754293,0.3911449,0.666842263,9269.739374,6142.678488,4294.819576,10812.60522,9461.509658,5048.191477
1116,SPT_0910,746.6682312,0.113749207,0.132819403,-0.856420102,0.39176545,0.666842263,677.9572806,768.9270369,890.1060052,577.9788975,690.7950153,874.2451515
1117,SPT_1286,433.5811816,0.098497157,0.114992883,-0.856550025,0.391693615,0.666842263,462.190007,429.4968327,459.3845614,445.9837168,408.5218797,395.9100918
1118,SPT_1501,1719.282893,0.077517346,0.09025028,-0.858915304,0.390387246,0.666842263,1768.58421,1838.300215,1697.321373,1697.938007,1665.054192,1648.499358
1119,SPT_0571,76.25774789,-0.152181432,0.177871753,0.855568296,0.392236613,0.667047609,63.66903157,82.67309925,65.07302388,71.99737132,91.70899341,82.42496791
1120,SPT_0726,751.5590211,0.122453697,0.14351923,-0.853221525,0.393536469,0.668337608,998.6605507,576.0231387,795.5951848,772.9717781,602.6590996,763.4443749
1121,SPT_0762,72.44882876,0.159564603,0.18707797,-0.852931015,0.393697561,0.668337608,91.96637893,80.65668219,61.97430846,56.99791896,51.2141132,91.88357079
1122,SPT_1714,139.8902257,0.142978379,0.167831566,-0.851915895,0.394260774,0.668697195,162.7097473,108.2143819,175.8521002,122.9955093,115.5295112,154.040104
1123,SPT_2034,158.18632,0.130342844,0.153280585,-0.850354557,0.395127993,0.669571301,180.3955894,143.1656109,178.1761368,145.9946696,170.316702,131.0692113
1124,SPT_1198,6644.843215,-0.073097888,0.086358018,0.846451664,0.397300828,0.672654337,6651.055687,6367.845059,6388.001844,7166.738336,6936.534774,6358.88359
1125,SPT_RS03930,48.04489687,-0.160917842,0.190370883,0.845285999,0.397951176,0.673156523,47.16224561,42.34475815,42.60733706,46.99828405,52.40513909,56.75161725
1126,SPT_0066,1887.211079,0.08293817,0.098272519,-0.843960964,0.39869122,0.673809406,2108.152379,1935.760373,1793.381551,1876.931472,1698.402917,1910.637781
1127,SPT_RS11215,189.3047941,0.139503412,0.165543932,-0.842697224,0.3993978,0.674404626,172.1421965,227.1829882,200.6418236,123.9954728,172.6987538,239.1675298
1128,SPT_1671,2868.583003,0.090653592,0.108128682,-0.838386173,0.401813853,0.677882768,2707.112898,3230.300122,2960.047908,2707.901132,3175.275019,2430.860939
1129,SPT_0850,82.43083534,-0.152180238,0.182211804,0.835183204,0.403614565,0.680317553,77.81770525,61.16465066,89.86274726,82.99696971,67.88847564,114.8544635
1130,SPT_0039,183.174701,0.122053938,0.146888887,-0.830926974,0.406014884,0.681181873,159.1725789,214.4123468,201.4165025,170.9937569,167.9346503,185.1183706
1131,SPT_0401,5130.878207,-0.089391109,0.107545401,0.831194151,0.405863959,0.681181873,4944.961452,4722.448742,5206.616589,4806.824499,4811.744589,6292.67337
1132,SPT_0765,693.8599698,0.08969535,0.107829389,-0.831826568,0.405506846,0.681181873,762.8493227,745.4021713,644.532808,665.9756847,683.64886,660.7509723
1133,SPT_0919,825.8834669,-0.087379987,0.10502126,0.832021892,0.405396588,0.681181873,828.8764665,818.6653242,749.8891323,886.9676161,777.7399052,893.1623572
1134,SPT_1474,1688.761343,-0.078194404,0.093868762,0.833018386,0.40483436,0.681181873,1708.452347,1615.150061,1598.937158,1830.933151,1619.795208,1759.300135
1135,SPT_2144,532.334378,-0.097873944,0.117854168,0.830466549,0.406275053,0.681181873,531.7543192,553.170412,451.6377729,502.9816357,578.8385818,575.6235464
1136,SPT_0347,50.53360051,-0.157262757,0.190435138,0.825807458,0.408913323,0.683665961,54.23658245,45.70545324,39.50862164,47.99824754,53.59616498,62.15653318
1137,SPT_0819,3468.598627,0.084287213,0.102188679,-0.824819477,0.409474087,0.683665961,3785.949266,3716.256632,3231.185507,3196.883279,3770.787963,3110.529117
1138,SPT_0826,636.2556075,0.089069031,0.108087162,-0.8240482,0.409912171,0.683665961,611.9301368,666.0897671,692.562897,578.978861,649.1091092,618.8628738
1139,SPT_1152,11739.35951,-0.080596958,0.097767961,0.824369834,0.40972945,0.683665961,10569.05924,12730.31301,10866.42031,11397.58386,13114.38606,11758.3946
1140,SPT_1980,7364.883233,0.092697728,0.112344794,-0.82511815,0.409304516,0.683665961,7780.591469,8241.096503,6848.935763,6849.74991,8388.395332,6080.53042
1141,SPT_1981,269.6860859,-0.114811376,0.139124131,0.825244158,0.409232988,0.683665961,261.7504631,249.3635758,260.2920955,235.9913838,341.82443,268.8945675
1142,SPT_0348,387.4289879,0.119395963,0.145173244,-0.822437799,0.410827774,0.684593042,492.8454666,323.9710068,405.9317204,444.9837533,320.385964,336.4560166
1143,SPT_1245,695.9684418,0.094922128,0.115665248,-0.820662465,0.411838557,0.685676967,743.9844245,649.9584307,770.0307826,691.9747354,584.7937112,735.0685663
1144,SPT_1810,6992.766178,-0.073027921,0.089140908,0.819241382,0.412648709,0.686425256,6355.112596,7219.445195,6840.414296,6773.752685,7461.777191,7306.095107
1145,SPT_RS05450,238.1066868,-0.109662119,0.133989866,0.818435918,0.413108319,0.686589634,213.4091614,253.3964099,215.3607219,245.9910187,257.2615919,243.2212168
1146,SPT_1159,1797.492653,-0.098337238,0.120534833,0.815840831,0.414591177,0.688452888,2161.209905,1504.919262,1526.892025,1875.931508,1797.258066,1918.745155
1147,SPT_2259,37.63936295,0.162149733,0.199273196,-0.813705688,0.415813575,0.689880761,43.62507719,41.67261913,37.95926393,23.99912377,28.58462132,49.99547234
1148,SPT_0131,1705.296198,-0.112434834,0.138324714,0.812832574,0.416314057,0.690109451,1910.070947,1268.998466,1709.716235,2136.921979,1379.207979,1826.861584
1149,SPT_0025,112.3321251,-0.131652252,0.162334529,0.810993525,0.417369389,0.690636598,109.652221,102.8372698,105.3563244,105.99613,139.3500289,110.8007765
1150,SPT_1319,201.5576788,-0.117211767,0.144649582,0.810315277,0.417758997,0.690636598,180.3955894,204.3302616,191.3456774,232.9914933,228.6769706,171.6060807
1151,SPT_1454,306.7585051,-0.118512705,0.146059592,0.811399674,0.417136186,0.690636598,358.4330666,264.1506342,255.6440224,358.9868931,256.070566,347.2658484
1152,SPT_1681,476.1251436,0.091199092,0.112626201,-0.809750231,0.418083742,0.690636598,498.7407473,502.0878466,477.976854,480.9824389,474.0283036,422.9346714
1153,SPT_1005,65.47948837,-0.145810039,0.181274847,0.804358911,0.421189724,0.693960212,67.20619999,63.85320673,51.90348333,66.99755386,72.6525792,70.26390707
1154,SPT_1564,1136.175441,0.100326119,0.124665791,-0.804760616,0.420957833,0.693960212,1111.84994,1082.143819,1344.842494,1003.963344,943.2925037,1330.960547
1155,SPT_1809,7999.134287,-0.072198254,0.08972848,0.804630308,0.421033047,0.693960212,7459.888199,7882.846406,8021.799551,8749.680542,8361.001737,7519.589286
1156,SPT_0422,2467.813859,0.078768862,0.098054259,-0.803319126,0.421790306,0.693973028,2700.038561,2270.485604,2651.725723,2537.907339,2291.533809,2355.192116
1157,SPT_RS03300,83.51845084,-0.139393317,0.173709219,0.802452037,0.422291522,0.693973028,77.81770525,75.95170906,80.566601,76.99718877,106.0013041,83.7761969
1158,SPT_1105,54.6042012,0.152575714,0.189995869,-0.803047533,0.421947261,0.693973028,44.80413333,67.88604084,62.74898731,41.9984666,54.78719087,55.40038827
1159,SPT_0090,113.0778494,0.130378816,0.162859373,-0.800560713,0.423386002,0.694713247,114.3684456,137.7884987,106.1310032,112.9958744,107.19233,99.99094468
1160,SPT_0303,94.70809462,0.146127091,0.182996806,-0.798522631,0.424567266,0.694713247,87.25015437,90.73876747,124.7232958,64.99762688,76.22565686,124.3130664
1161,SPT_0426,347.8435175,0.116135521,0.145333431,-0.799097085,0.42423412,0.694713247,339.5681684,451.0052813,301.3500749,304.9888646,394.2295691,295.9191471
1162,SPT_RS02550,216.8247247,0.110067881,0.137602219,-0.799899028,0.423769301,0.694713247,229.9159473,202.3138445,247.122555,199.9926981,210.8115823,210.7917212
1163,SPT_0967,1547.440022,0.083163084,0.103997749,-0.799662348,0.423906453,0.694713247,1433.732266,1586.248083,1763.169076,1381.949544,1580.491354,1539.049811
1164,SPT_0101,70.66745661,-0.144614335,0.181708697,0.795858079,0.42611453,0.694826925,70.74336841,75.27957005,51.12880448,73.9972983,69.07950153,83.7761969
1165,SPT_0284,60.57385272,-0.147654653,0.185636487,0.79539672,0.426382767,0.694826925,51.87847017,65.19748477,50.35412562,54.99799198,66.69744975,74.31759402
1166,SPT_0576,166.0794876,0.159737055,0.200861453,-0.795259876,0.426462348,0.694826925,129.6961754,174.0840057,254.0946647,95.99649509,125.0577183,217.5478661
1167,SPT_1584,536.6257027,0.101213352,0.127200719,-0.795697956,0.426207615,0.694826925,647.301821,475.8744249,553.120703,554.9797372,446.6347082,541.8428219
1168,SPT_2098,164.2084714,-0.118802779,0.149230783,0.796101023,0.42597332,0.694826925,168.605028,146.526306,154.9357711,185.9932092,184.6090127,144.5815011
1169,SPT_RS00155,447.360503,-0.107945859,0.136157851,0.79279937,0.427894723,0.695968939,448.0413333,467.1366177,371.0711719,531.9805769,503.8039508,362.1293672
1170,SPT_0404,3606.860849,-0.07414284,0.093513559,0.792856579,0.427861388,0.695968939,3289.566631,3688.698932,3544.930444,3497.87229,4024.476477,3595.620322
1171,SPT_0557,1494.864957,0.080192675,0.101531309,-0.789831976,0.429625902,0.697046873,1590.546733,1462.574504,1564.851289,1412.948412,1320.84771,1617.421092
1172,SPT_0690,306.3270256,0.100651707,0.12738621,-0.790130322,0.429451663,0.697046873,291.2268666,338.7580652,323.0410828,267.9902155,315.6218604,301.324063
1173,SPT_1019,841.5352902,0.084157055,0.106557606,-0.789779895,0.429656323,0.697046873,870.1434315,909.4040917,824.2583025,765.9720337,905.1796752,774.2542068
1174,SPT_1871,9837.813765,-0.077548651,0.098857477,0.784449018,0.432776686,0.701511101,10408.70761,8790.234081,9471.998369,11016.59777,10272.59829,9066.74647
1175,SPT_0004,38.68324606,-0.154091347,0.197356513,0.7807766,0.434933899,0.70438327,34.19262807,41.00048011,30.21247537,41.9984666,33.34872488,51.34670132
1176,SPT_0989,162.4108876,0.119077487,0.152629533,-0.780173305,0.435288873,0.70438327,172.1421965,143.8377499,195.9937505,160.994122,139.3500289,162.1474779
1177,SPT_0420,565.0902017,-0.092134595,0.11822665,0.779304799,0.435800188,0.704611519,504.636028,525.6127123,602.7001498,526.9807595,575.2655041,655.3460564
1178,SPT_0882,563.7308712,0.091177009,0.117395533,-0.776665062,0.437356405,0.705943072,545.9029929,651.3027087,552.3460241,563.9794086,582.4116595,486.4424336
1179,SPT_1264,931.5334793,-0.07585755,0.097831128,0.775392776,0.438107603,0.705943072,937.3496314,908.0598137,871.5137127,961.9648778,926.6181412,983.694699
1180,SPT_1295,1879.001225,-0.081657544,0.105285048,0.775585384,0.437993833,0.705943072,1950.158856,1826.873852,1688.025227,1881.931289,1735.324719,2191.693409
1181,SPT_1549,621.464285,0.093235761,0.120216905,-0.775562814,0.438007164,0.705943072,591.8861824,748.7628663,589.5306092,622.9772546,632.4347468,543.1940508
1182,SPT_1037,49.25816951,-0.149260691,0.193681129,0.770651695,0.440913411,0.709447506,43.62507719,36.29550699,55.77687761,42.99843009,65.50642386,51.34670132
1183,SPT_1560,53.24677895,-0.145054352,0.188423927,0.769829791,0.441400865,0.709447506,50.69941403,41.67261913,55.77687761,53.99802849,61.9333462,55.40038827
1184,SPT_1858,1508.907538,0.076077744,0.098810615,-0.769934931,0.441338492,0.709447506,1510.370916,1625.904285,1516.046521,1344.950895,1599.547768,1456.624843
1185,SPT_1604,3270.381273,0.073054819,0.095212875,-0.767278783,0.44291578,0.711281629,3469.962221,3237.021512,3371.40238,3414.87532,3286.040426,2842.985779
1186,SPT_0598,235.1073157,-0.108677608,0.142215534,0.764175372,0.444762741,0.713044226,221.6625544,243.9864636,206.8392545,204.9925155,245.351333,287.8117732
1187,SPT_2200,670.221691,-0.093353507,0.122123117,0.764421258,0.444616244,0.713044226,705.0755718,589.465919,646.8568445,731.973275,777.7399052,570.2186305
1188,SPT_0309,1621.842469,0.081704201,0.107114423,-0.762774973,0.445597609,0.713781355,1723.780077,1832.923103,1459.494964,1685.938445,1591.210587,1437.707637
1189,SPT_1441,1392.108539,0.074876426,0.098301217,-0.761703963,0.44623671,0.714203918,1393.644358,1409.475521,1486.608724,1267.953706,1311.319503,1483.649422
1190,SPT_RS04135,57.50800593,-0.146906242,0.193473445,0.759309588,0.447667383,0.714690461,71.92242455,36.967646,51.90348333,73.9972983,64.31539798,45.94178539
1191,SPT_RS04535,765.153784,0.087607731,0.115342597,-0.759543596,0.447527445,0.714690461,852.4575894,781.0255392,738.2689495,692.9746989,668.1655234,858.0304037
1192,SPT_1746,46.67220962,0.145426476,0.191224208,-0.760502435,0.446954314,0.714690461,45.98318947,50.41042637,54.2275199,45.99832056,42.87693198,40.53686947
1193,SPT_1657,197.2315688,-0.128536354,0.169530644,0.758189499,0.448337547,0.715160395,183.9327579,190.8874812,181.2748522,178.9934648,142.9231066,305.37775
1194,SPT_1516,979.1746176,0.075450182,0.099889097,-0.755339517,0.450045294,0.717283244,986.8699893,965.1916302,1067.507463,977.9642937,899.2245458,978.2897831
1195,SPT_2252,126.5443548,0.120859105,0.160376181,-0.753597602,0.451090885,0.718348079,149.7401298,118.2964672,132.4700843,128.9952903,100.0461746,129.7179823
1196,SPT_0444,4278.470477,0.074146684,0.098537329,-0.752473045,0.451766634,0.718822663,4395.521291,4528.872705,4265.38178,4507.835415,4362.727829,3610.48384
1197,SPT_1372,386.883549,0.090423606,0.120701272,-0.749152056,0.453765562,0.721400055,371.4026842,440.251057,387.3394279,352.9871121,388.2744396,381.046573
1198,SPT_0637,2009.185812,0.075234089,0.100801014,-0.746362424,0.455448512,0.722522417,2004.395438,2230.157263,1959.937505,1829.933188,2170.049169,1860.642308
1199,SPT_RS05190,237.2200054,-0.115028267,0.154124685,0.746332539,0.45546656,0.722522417,259.3923508,176.7725618,244.0238396,298.9890837,244.1603071,199.9818894
1200,SPT_1419,192.6939832,-0.115752732,0.155144946,0.746094118,0.455610562,0.722522417,167.4259719,166.0183375,214.586043,157.9942315,209.6205564,240.5187588
1201,SPT_0189,204.8351955,0.105656114,0.141798299,-0.745115526,0.456201884,0.722857773,203.9767123,193.5760373,242.4744818,181.9933553,198.9013234,208.0892633
1202,SPT_0414,41.94117066,0.147779494,0.198631807,-0.74398706,0.456884303,0.722969219,42.44602105,47.7218703,45.70605249,20.9992333,48.83206143,45.94178539
1203,SPT_RS02140,173.2406798,0.120611306,0.162364367,-0.742843448,0.457576467,0.722969219,178.0374772,172.7397277,194.4443928,126.9953633,142.9231066,224.304011
1204,SPT_0609,1413.574726,0.067789577,0.0914193,-0.741523692,0.458375972,0.722969219,1405.434919,1472.656589,1467.241753,1407.948595,1345.859254,1382.307249
1205,SPT_RS11255,87.05654688,0.125820561,0.169744765,-0.741233821,0.45855168,0.722969219,91.96637893,96.11587961,87.5387107,75.99722528,86.94488986,83.7761969
1206,SPT_1973,41078.39292,-0.085085605,0.114762252,0.741407598,0.458446339,0.722969219,46362.84554,40236.93019,32651.93909,41080.50012,47375.43676,38762.70581
1207,SPT_2196,129.0848987,0.11473788,0.154499516,-0.742642326,0.457698256,0.722969219,140.3076807,133.0835256,132.4700843,117.9956919,115.5295112,135.1228982
1208,SPT_1310,145.3415608,-0.116759426,0.157865242,0.739614524,0.459533926,0.723918097,153.2772982,118.9686062,144.0902672,172.9936839,158.4064432,124.3130664
