,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.60MINNDC.C
490,SPT_0241,560.6468282,0.207839579,0.111101215,-1.870722824,0.06138351,0.237302349,622.541642,604.9251164,585.6572149,496.9818548,483.5565107,570.2186305
491,SPT_0532,5017.232411,0.175843123,0.094108214,-1.86852046,0.061689561,0.237302349,5742.003403,5416.768348,4868.081929,4805.824535,4892.73435,4377.981902
492,SPT_0923,8874.754956,0.160084573,0.085513881,-1.872030272,0.061202416,0.237302349,9675.334686,9548.406893,8948.315462,7915.710991,8437.227394,8723.534309
493,SPT_1185,486.3383087,-0.206163282,0.11056168,1.864690203,0.062224841,0.237302349,426.8183227,446.3003081,471.7794231,532.9805404,514.5231838,525.6280741
494,SPT_RS06915,284.8444371,-0.237297238,0.126951486,1.869196222,0.06159552,0.237302349,252.318014,272.8884414,250.2212704,310.9886455,333.4872488,289.1630022
495,SPT_1675,2742.071286,0.16131256,0.086487747,-1.865149284,0.062160482,0.237302349,2799.079277,2917.083339,2991.035062,2512.908252,2639.313369,2593.008417
496,SPT_RS08580,114.8279206,0.319385443,0.171120892,-1.866431616,0.061981003,0.237302349,135.5914561,141.1491938,116.2018284,84.99689669,78.60770864,132.4204403
497,SPT_1983,67.51608076,-0.336923518,0.18012599,1.870488084,0.06141607,0.237302349,60.13186315,53.77112146,56.55155647,70.99740782,89.32694163,74.31759402
498,SPT_2041,2395.911358,0.237770669,0.12739197,-1.866449423,0.061978514,0.237302349,3096.201424,2203.271702,2556.440224,2379.913107,1731.751642,2407.890046
499,SPT_2214,363.770938,0.251152579,0.13457167,-1.866310938,0.061997875,0.237302349,392.6256947,383.7913794,422.1999764,320.9882804,264.4077472,398.6125497
500,SPT_0811,380.8337859,-0.284392182,0.152692794,1.862512131,0.062530937,0.237649548,277.0781929,428.8246937,297.4766806,328.9879884,441.8706046,510.7645553
501,SPT_0962,310.9634999,0.233540982,0.125406907,-1.862265714,0.062565646,0.237649548,346.6425052,310.5282264,361.0003468,281.9897043,295.3744203,270.2457964
502,SPT_1630,324.420104,0.248461045,0.133596895,-1.859781588,0.062916433,0.238505922,341.9262807,396.5620208,330.7878714,314.9884995,320.385964,241.8699878
503,SPT_0596,138.1146157,-0.282287485,0.152084921,1.856117518,0.063436809,0.240000493,116.7265579,117.6243282,130.9207266,156.994268,142.9231066,163.4987068
504,SPT_0093,165.9336922,0.287242801,0.155522889,-1.84694873,0.064754571,0.243985705,168.605028,163.3297814,225.431547,131.9951807,164.3615726,141.8790431
505,SPT_RS01550,169.4987582,0.269879644,0.146268748,-1.845094372,0.065023812,0.243985705,186.2908701,196.2645933,182.82421,169.9937934,146.4961843,135.1228982
506,SPT_0595,310.738597,0.229690212,0.124596213,-1.84347667,0.065259445,0.243985705,323.0613824,327.3317019,364.0990622,273.9899964,298.947498,277.0019413
507,SPT_1415,1401.720277,-0.170259159,0.092323832,1.844151792,0.065161022,0.243985705,1344.124,1340.917341,1258.853141,1525.944286,1485.209283,1455.273614
508,SPT_1587,7029.459165,0.171059927,0.092674637,-1.845811676,0.064919555,0.243985705,7122.678143,8207.489552,7078.240705,6297.770063,6960.355292,6510.221236
509,SPT_RS08285,233.7084316,0.243816365,0.132169192,-1.844729177,0.065076944,0.243985705,268.8248,253.3964099,247.122555,220.9919314,202.474401,209.4404922
510,SPT_1592,1566.95466,-0.187599261,0.102248756,1.834733917,0.066545124,0.24830465,1454.955277,1581.54311,1337.095705,1726.936948,1777.010626,1524.186292
511,SPT_1952,3406.750068,0.187326154,0.102298476,-1.831172477,0.067074803,0.249791293,3671.580821,3922.603311,3338.865868,3255.881125,3459.930206,2791.639077
512,SPT_RS02190,58.79624066,0.345164531,0.188777453,-1.828420316,0.067486495,0.250344638,80.17581753,51.08256539,76.69320672,45.99832056,48.83206143,49.99547234
513,SPT_1277,4037.271825,-0.178272441,0.097478624,1.828836236,0.067424145,0.250344638,3731.712684,3522.008456,4063.190598,4604.831874,4430.616305,3871.271034
514,SPT_0201,220.4457754,-0.249898354,0.136744201,1.82748777,0.067626463,0.250375797,183.9327579,208.3630957,201.4165025,220.9919314,241.7782554,266.1921095
515,SPT_RS03935,65.03921262,-0.32990321,0.180907085,1.823605799,0.068211689,0.251077069,55.41563859,55.78753852,53.45284104,75.99722528,83.37181219,66.21022013
516,SPT_1757,2731.954276,-0.175325432,0.096089277,1.824609739,0.068059943,0.251077069,2447.720547,2764.507782,2454.182615,3130.885689,2890.619831,2703.809193
517,SPT_1817,194.5510761,-0.286564428,0.15713117,1.823727452,0.068193286,0.251077069,170.9631403,129.0506915,213.8113642,234.9914203,223.912867,194.5769734
518,SPT_0249,2839.174941,0.161463456,0.088815819,-1.817958297,0.069070507,0.25173124,2901.657161,3159.725525,2956.949192,2673.902374,2782.236475,2560.578921
519,SPT_0577,19206.52346,-0.20998209,0.115457395,1.818697626,0.068957574,0.25173124,17833.22412,16486.22584,18700.74758,19797.27718,17179.35741,25242.30862
520,SPT_0594,288.8066246,0.238253927,0.130987885,-1.818900481,0.068926614,0.25173124,347.8215614,320.6103117,279.6590669,256.9906171,245.351333,282.4068573
521,SPT_0654,1241.402201,0.173085947,0.095234242,-1.817475981,0.069144263,0.25173124,1281.634024,1351.671566,1327.799559,1167.957357,1220.801536,1098.549163
522,SPT_1396,792.1416596,-0.197240852,0.108539756,1.817222183,0.0691831,0.25173124,793.5047823,686.9260767,722.0006935,881.9677986,765.8296463,902.6209601
523,SPT_1619,461.8501784,-0.22135565,0.12153082,1.821395179,0.068546808,0.25173124,399.7000315,478.562981,388.8887856,543.9801388,497.8488214,462.1203119
524,SPT_1641,238.9910426,0.285305854,0.157180569,-1.815147096,0.069501307,0.252406465,308.9127087,213.0680688,281.9831035,192.9929537,166.7436244,270.2457964
525,SPT_0602,465.7958856,-0.207130869,0.114362019,1.811185837,0.07011209,0.254139632,432.7136034,443.6117521,412.1291512,521.980942,527.6244686,456.715396
526,SPT_1489,274.3810657,0.244143885,0.135287567,-1.80462914,0.071132735,0.257349039,339.5681684,288.3476388,275.7856726,218.9920044,276.3180061,247.2749037
527,SPT_1394,515.6487879,0.216377962,0.120078586,-1.801969606,0.071550188,0.258368135,601.3186315,550.481856,523.6829065,465.9829866,413.2859833,539.1403639
528,SPT_2166,34.26117269,0.35889924,0.199966232,-1.794799235,0.072685693,0.261971351,37.72979649,34.95122895,51.90348333,20.9992333,26.20256955,33.78072455
529,SPT_0217,433.0248284,-0.209733624,0.116956066,1.793268457,0.072930009,0.262304894,367.8655157,423.4475815,402.833005,475.9826215,494.2757437,433.7445033
530,SPT_0386,3141.605272,0.165013689,0.092058168,-1.792493736,0.073053912,0.262304894,3232.971936,3563.008936,3197.099638,2845.896094,3151.454501,2859.200526
531,SPT_1016,375.3946888,0.210711357,0.117756236,-1.789385979,0.073552676,0.263102899,402.0581438,423.4475815,390.4381433,328.9879884,356.1167406,351.3195354
532,SPT_RS11250,142.0672812,0.279118535,0.155947654,-1.789821952,0.073482539,0.263102899,155.6354105,182.821813,137.8928363,128.9952903,132.2038736,114.8544635
533,SPT_0993,1545.837687,-0.180326696,0.100890758,1.787346035,0.073881578,0.263289593,1549.279768,1386.622795,1394.42194,1658.939431,1791.302936,1494.459254
534,SPT_1547,3999.996447,0.164774073,0.092172408,-1.787672437,0.073828871,0.263289593,4534.649915,4280.853407,3912.128221,3959.855422,3719.57385,3592.917864
535,SPT_2131,467.7012805,0.224469325,0.125827453,-1.783945554,0.074432513,0.264757143,499.9198034,444.2838911,582.5584995,473.9826945,410.9039315,394.5588628
536,SPT_1743,31.74580845,0.355674419,0.19959891,-1.781945697,0.074758088,0.265419106,36.55074035,37.63978502,41.05797935,21.99919679,26.20256955,27.02457964
537,SPT_1084,318.1017353,-0.275054259,0.154509302,1.780179279,0.075046625,0.265947352,255.8551824,236.5929344,350.1548428,325.9880979,284.6551873,455.364167
538,SPT_0719,47.2002994,-0.349704376,0.196538309,1.77931914,0.075187455,0.265951164,42.44602105,28.90197779,42.60733706,47.99824754,42.87693198,78.37128097
539,SPT_RS00570,597.8617444,0.186977353,0.105195005,-1.777435652,0.075496589,0.266549183,628.4369227,658.0240989,631.3632674,544.9801023,551.4449864,572.9210884
540,SPT_1922,116.8721742,0.28593952,0.160982976,-1.776209673,0.075698364,0.266766644,142.665793,128.3785525,123.9486169,108.9960205,110.7654076,86.47865486
541,SPT_0009,105.1628404,-0.290668972,0.163726538,1.775332058,0.075843075,0.266782573,95.50354735,86.70593336,93.73614154,110.9959474,134.5859254,109.4495476
542,SPT_0427,597.7369035,0.198526047,0.112009196,-1.772408471,0.076326777,0.267429171,646.1227648,670.7947402,611.2216172,545.9800658,610.9962808,501.3059524
543,SPT_0447,1290.711539,-0.198105778,0.111729598,1.773082341,0.076215064,0.267429171,1293.424586,1044.504034,1246.458279,1418.948193,1220.801536,1520.132605
544,SPT_1803,740.1206627,0.198125124,0.111829257,-1.771675215,0.076448486,0.267429171,897.2617227,787.7469294,704.1830799,709.9740782,664.5924458,676.9657201
545,SPT_1446,19453.64659,-0.163129861,0.092184821,1.769595684,0.076794518,0.268146731,18859.00296,18931.46759,17084.76748,22168.19062,20917.98768,18760.46319
546,SPT_RS09960,381.0304842,-0.225172084,0.127528365,1.765662755,0.077452445,0.269948723,307.7336526,324.6431458,409.0304358,419.984666,397.8026467,426.9883584
547,SPT_1976,524.971479,-0.206552246,0.117217762,1.762124124,0.078048328,0.271528279,492.8454666,516.202766,443.1163055,614.9775466,580.0296077,502.6571814
548,SPT_0560,138.7115328,0.274009242,0.155856779,-1.758083566,0.078733292,0.271922784,153.2772982,172.0675887,138.6675152,129.9952538,107.19233,131.0692113
549,SPT_0778,3176.155438,0.154190884,0.087684195,-1.758479791,0.078665907,0.271922784,3297.820024,3518.647761,3247.453763,3123.885944,2968.036514,2901.088625
550,SPT_1539,97.43987296,-0.315972426,0.179481867,1.760469908,0.078328165,0.271922784,76.63864911,73.26315299,97.60953582,88.99675065,94.09104519,154.040104
551,SPT_2243,956.2969901,0.181222252,0.103065559,-1.758320172,0.078693047,0.271922784,1072.941088,955.109545,1036.520309,951.9652429,825.3809407,895.8648152
552,SPT_0731,4436.739444,-0.186888336,0.106399234,1.75648197,0.079006147,0.27237083,4298.838687,4120.212182,3960.932989,4227.845638,5595.439624,4417.167543
553,SPT_0112,3531.31685,0.183758824,0.105043206,-1.749364203,0.080228084,0.275829082,3565.465768,4028.801275,3723.881259,2887.894561,3776.743092,3205.115146
554,SPT_RS00750,67.98948853,0.317592516,0.181677126,-1.748115039,0.080444109,0.275829082,93.14543507,72.59101397,70.49577587,61.99773641,58.36026853,51.34670132
555,SPT_RS11225,844.9773623,-0.182568483,0.104424847,1.748324157,0.080407913,0.275829082,739.2681999,817.9931852,803.3419734,933.9659001,825.3809407,949.9139745
556,SPT_1685,1645.338192,0.182940123,0.104781252,-1.745924205,0.080824123,0.276136996,1662.469158,1761.004228,1850.707786,1688.938335,1579.300328,1329.609318
557,SPT_1861,253.1601374,0.290223998,0.166226483,-1.745955233,0.080818731,0.276136996,232.2740596,263.4784952,358.6763102,205.992479,157.2154173,301.324063
558,SPT_0715,47.18929056,-0.344323748,0.197414391,1.744167414,0.081129902,0.276684951,45.98318947,37.63978502,30.21247537,43.99839358,42.87693198,82.42496791
559,SPT_RS03570,112.0060464,-0.314743765,0.180726252,1.741549784,0.081587255,0.277480798,84.89204209,70.57459692,129.3713689,114.9958014,106.0013041,166.2011648
560,SPT_1679,433.8383404,-0.206313762,0.11849188,1.741163716,0.081654885,0.277480798,374.9398526,377.0699892,446.2150209,463.9830596,489.5116402,451.31048
561,SPT_0312,352.9839942,0.209437393,0.120841172,-1.733162553,0.083066781,0.281775551,397.3419192,373.0371551,374.9445662,324.9881344,348.9705853,298.6216051
562,SPT_0964,1178.141609,-0.200458932,0.115980729,1.728381381,0.083919871,0.283817964,1151.937849,1042.487617,1069.8315,1166.957393,1114.800232,1522.835063
563,SPT_1164,3207.504333,-0.1489239,0.086176953,1.728117479,0.083967164,0.283817964,3026.637112,3155.020552,2919.764607,3409.875503,3451.593025,3282.135198
564,SPT_0244,2342.222676,0.168487871,0.097620284,-1.725951445,0.084356148,0.284627217,2340.426438,2505.062121,2618.414532,2291.91632,2326.07356,1971.443085
565,SPT_1442,1648.990188,-0.159228739,0.092329857,1.724563908,0.084606092,0.284965299,1609.411631,1530.460545,1519.919915,1809.933918,1645.997778,1778.217341
566,SPT_0608,104.4387842,0.288591998,0.167423408,-1.723725502,0.084757409,0.284970582,122.6218386,102.8372698,127.8220112,87.99678716,78.60770864,106.7470896
567,SPT_0384,1067.690215,0.185807679,0.108099067,-1.718864784,0.085638996,0.287104317,1034.032235,1204.473121,1187.582686,1075.960716,1023.091238,881.0012964
568,SPT_0816,166.0979172,-0.289740757,0.168641498,1.718086944,0.085780758,0.287104317,136.7705123,137.7884987,158.0344866,160.994122,138.1590031,264.8408805
569,SPT_1823,1177.159321,-0.205231677,0.119477957,1.717736748,0.085844643,0.287104317,1101.238435,979.9786886,1172.089109,1240.954692,1064.777144,1503.917857
570,SPT_RS09270,508.4788202,0.206200685,0.120122493,-1.716586794,0.086054697,0.28730191,551.7982736,537.7112146,554.6700607,405.9851771,456.1629153,544.5452798
571,SPT_0486,337.5090277,-0.204891325,0.120036403,1.706909901,0.0878388,0.292474391,301.8383719,307.1675313,323.0410828,347.9872947,368.0269995,376.992886
572,SPT_1971,390.3657144,0.211511204,0.123943026,-1.706519614,0.087911378,0.292474391,405.5953122,468.4808957,392.7621799,373.9863454,381.1282843,320.2412688
573,SPT_1182,677.9788313,0.200166547,0.117641228,-1.701499974,0.088849143,0.295078392,679.1363367,838.1573558,670.8718891,622.9772546,682.4578341,574.2723174
574,SPT_2045,996.7660078,0.188429631,0.110851124,-1.699844119,0.08916025,0.295595743,1045.822796,1121.800021,1033.421594,808.9704638,1061.204067,909.377105
575,SPT_0138,1209.531665,-0.167646309,0.098708167,1.698403628,0.089431608,0.295979739,1117.745221,1085.504514,1200.752226,1351.950639,1194.598966,1306.638426
576,SPT_1056,3455.505171,-0.152283914,0.089850665,1.694855722,0.090102794,0.297683362,3038.427673,3328.432418,3420.981827,3649.86674,3796.990532,3498.331835
577,SPT_0252,209.0134194,0.254525019,0.150640009,-1.689624288,0.091099856,0.300455852,201.6186,232.5601003,257.968059,164.9939759,233.4410741,163.4987068
578,SPT_1283,775.9003623,-0.178330665,0.105611543,1.688552793,0.091305164,0.300611984,743.9844245,722.5494446,706.5071164,856.9687113,744.3911803,881.0012964
579,SPT_0521,1512.109103,0.168446794,0.099846563,-1.687056516,0.091592485,0.301037132,1570.502779,1685.724658,1562.527252,1498.945272,1267.251545,1487.703109
580,SPT_RS00900,310.1611329,0.247707714,0.147055322,-1.684452559,0.092094241,0.302164379,357.2540105,348.1680115,321.4917251,305.9888281,333.4872488,194.5769734
581,SPT_RS04190,67.99471213,0.31537376,0.187658114,-1.680576197,0.092845262,0.30410419,60.13186315,67.88604084,107.6803609,56.99791896,57.16924265,58.10284623
582,SPT_0848,1114.14385,0.164197479,0.09778412,-1.679183488,0.093116289,0.304467866,1110.670884,1258.916381,1173.638466,1033.962249,1076.687403,1030.987713
583,SPT_2136,291.9451767,0.241294777,0.143979933,-1.675891719,0.093759404,0.306044847,376.1189087,254.0685489,334.6612657,296.9891567,256.070566,233.7626139
584,SPT_1219,458.5111896,0.226797043,0.135542164,-1.67325825,0.094276468,0.307205681,544.7239368,469.8251738,488.0476791,478.9825119,457.3539412,312.1338949
585,SPT_1190,1221.35505,-0.196075822,0.117626317,1.666938376,0.095526659,0.310444668,1129.535782,1303.949695,955.953708,1279.953268,1460.197739,1198.540107
586,SPT_1892,88.98648175,-0.296105813,0.177672073,1.666586128,0.095596729,0.310444668,67.20619999,70.57459692,91.41210498,102.9962395,77.41668275,124.3130664
587,SPT_1500,3600.506407,0.158362044,0.095181754,-1.663785726,0.096155257,0.311726499,3556.033319,4032.83411,3841.632446,3554.870209,3540.919966,3076.748392
588,SPT_0488,366.347599,0.334265812,0.201318338,-1.660384319,0.096837163,0.311812387,666.1667192,392.5291867,308.3221846,316.9884265,176.2718315,337.8072455
589,SPT_1171,113.1383958,0.272478388,0.164068945,-1.660755409,0.09676258,0.311812387,129.6961754,137.1163597,112.3284341,93.99656811,88.13591575,117.5569215
590,SPT_1448,2724.781731,0.153806054,0.092585863,-1.661226119,0.096668042,0.311812387,2978.29581,3040.08478,2617.639853,2567.906244,2607.15567,2537.608029
591,SPT_1919,547.6964073,0.177712949,0.107016075,-1.660619202,0.09678995,0.311812387,575.3793964,576.0231387,600.3761132,497.9818183,512.141132,524.2768451
592,SPT_1000,1148.82998,-0.161246929,0.097426851,1.655056351,0.097913068,0.314213437,1064.687695,1082.143819,1093.846544,1242.954619,1124.328439,1285.018762
593,SPT_2102,5655.789847,0.1366311,0.082513969,-1.655854176,0.097751353,0.314213437,6124.017592,5726.624436,5958.055079,5452.800914,5325.076747,5348.164311
594,SPT_0320,61.96386578,0.312515886,0.189900455,-1.64568266,0.099829111,0.319518711,62.48997543,60.49251164,92.96146269,63.99766339,40.49488021,51.34670132
595,SPT_1698,413.4047736,-0.214195304,0.130233504,1.644701992,0.100031282,0.319518711,361.970235,363.6272089,408.255757,378.9861629,431.1513716,536.4379059
596,SPT_1873,1847.388091,-0.188095561,0.114377562,1.644514511,0.100069969,0.319518711,1548.100712,1823.513157,1773.239901,1864.93191,2346.321,1728.221868
597,SPT_RS00925,43.80745493,-0.318545444,0.194544991,1.63738702,0.101549629,0.323525479,31.83451578,33.60695091,42.60733706,44.99835707,47.64103554,62.15653318
598,SPT_RS05680,72.7063251,-0.289436909,0.176889817,1.63625535,0.101786157,0.323525479,69.56431227,62.5089287,57.32623532,86.99682367,77.41668275,82.42496791
599,SPT_1234,2124.587783,0.160428375,0.098060004,-1.63602253,0.101834872,0.323525479,2242.564779,2373.995013,2135.789605,2030.925849,2161.711988,1802.539462
600,SPT_0859,346.7519872,-0.198008047,0.121098114,1.635104303,0.102027184,0.323596219,310.0917649,342.7908993,306.7728269,353.9870756,376.3641807,390.5051759
601,SPT_0144,1112.46865,-0.171049298,0.104829116,1.631696467,0.102743445,0.325325749,1077.657312,938.9782085,1108.565443,1188.95659,1094.552791,1266.101556
602,SPT_RS00695,284.3763229,0.210664152,0.129332967,-1.628851143,0.103344535,0.326143699,321.8823263,318.5938947,283.5324612,251.9907996,287.0372391,243.2212168
603,SPT_2242,1281.239827,0.167490797,0.10280733,-1.629171742,0.103276667,0.326143699,1404.255863,1270.342745,1409.915517,1268.953669,1071.9233,1262.047869
604,SPT_0285,963.3792326,-0.179919483,0.110635253,1.626240087,0.103898592,0.326264545,813.5487367,998.7985811,878.4858224,933.9659001,1123.137413,1032.338942
605,SPT_1229,1073.447701,-0.233189963,0.143462579,1.625441039,0.104068617,0.326264545,1034.032235,727.2544178,1157.37021,1447.947134,1125.519465,948.5627455
606,SPT_1403,219.4109877,0.225631024,0.138687921,-1.626897436,0.103758883,0.326264545,238.1693403,257.429244,222.3328316,199.9926981,221.5308153,177.0109967
607,SPT_2004,1418.894457,0.175819221,0.108035768,-1.627416774,0.103648611,0.326264545,1399.539638,1451.820279,1684.926511,1252.954254,1486.400309,1237.725748
608,SPT_0992,149.659918,0.249317107,0.153771149,-1.62135166,0.104942242,0.328461295,146.2029614,177.4447008,170.4293483,113.9958379,145.3051584,144.5815011
609,SPT_1482,4235.313041,0.156331539,0.096468291,-1.620548437,0.105114518,0.328461295,4348.359045,4802.433285,4287.847466,4150.848449,4248.389344,3574.000658
610,SPT_1499,933.7104912,0.16287167,0.100610048,-1.618840995,0.105481479,0.32906763,973.9003718,1014.257779,982.2927891,932.9659366,811.08863,887.7574413
611,SPT_0476,2306.225129,0.178552155,0.110892796,-1.61013304,0.107368816,0.334407293,2353.396056,2810.885374,2217.905564,1924.929719,2414.209476,2116.024586
612,SPT_1276,804.6486994,0.17560914,0.109413339,-1.605006686,0.108492333,0.337354428,866.606263,860.3379434,845.1746316,724.9735306,674.1206529,856.6791747
613,SPT_1424,359.9255575,0.206222027,0.128874867,-1.600172579,0.109560304,0.340119507,398.5209754,373.0371551,397.410253,368.986528,351.3526371,270.2457964
614,SPT_0109,681.2366154,0.175661016,0.11005791,-1.596078061,0.110471366,0.342389267,754.5959297,751.4514224,673.1959256,656.9760133,572.8834523,678.3169491
615,SPT_RS09000,403.0344623,-0.192598551,0.121112278,1.590247946,0.111778927,0.345878533,340.7472245,359.5943748,418.3265821,434.9841184,453.7808635,410.7736106
616,SPT_0128,384.0529032,-0.203995466,0.128585009,1.586463825,0.112634132,0.347395062,311.270821,336.0695091,412.1291512,425.9844469,441.8706046,376.992886
617,SPT_0834,214.0533679,0.244004538,0.15379116,-1.586596646,0.112604028,0.347395062,209.871993,206.3466786,290.5045709,190.9930267,159.5974691,227.006469
618,SPT_1293,2311.794016,0.15458483,0.097657103,-1.582934826,0.11343632,0.3487388,2484.271287,2603.866557,2244.244645,2223.918803,2310.590224,2003.872581
619,SPT_1365,19876.81018,0.199082808,0.125759142,-1.583048396,0.113410434,0.3487388,25144.55125,18900.54919,20194.32841,15859.42096,16349.21237,22812.79891
620,SPT_0162,49.93236866,0.308118144,0.194784579,-1.581840542,0.113685977,0.348942604,68.38525613,38.98406306,68.1717393,39.99853962,38.11282843,45.94178539
621,SPT_1018,2770.898174,0.145671023,0.0921902,-1.580113969,0.114080769,0.349590504,2914.626779,2767.868477,3074.700378,2576.905915,2803.674941,2487.612556
622,SPT_1816,33.47258461,-0.314177461,0.199279274,1.576568675,0.114894805,0.351518994,24.76017894,22.85272662,34.08586965,41.9984666,39.30385432,37.8344115
623,SPT_0797,4767.392138,0.135893092,0.086408173,-1.572687951,0.115791091,0.351624115,5245.620768,5050.452583,4713.920837,4427.838336,4502.077858,4664.442447
624,SPT_1023,263.6031635,0.208269778,0.132377621,-1.573300505,0.115649252,0.351624115,285.3315859,291.7083339,277.3350303,217.9920409,232.2500482,277.0019413
625,SPT_1402,22129.2525,-0.136214811,0.086466352,1.575350513,0.11517556,0.351624115,21699.3492,21447.28393,19953.40329,24404.10899,23578.73951,21692.63008
626,SPT_1412,6421.906653,0.135923123,0.086372719,-1.573681185,0.115561174,0.351624115,6995.34008,6897.490605,6327.576894,6238.772217,6225.492319,5846.767806
627,SPT_1623,73.0026843,0.291137857,0.185152656,-1.572420633,0.115853032,0.351624115,74.28053683,91.41090648,84.43999527,54.99799198,86.94488986,45.94178539
628,SPT_1665,931.3520281,0.170582316,0.108636273,-1.570215091,0.11636508,0.352615839,865.4272069,1077.438846,1026.449484,827.9697701,870.6399245,920.1869369
629,SPT_0616,94.09619782,0.264042591,0.168668929,-1.565448913,0.117477687,0.355421365,100.2197719,106.1979649,108.4550398,71.99737132,95.28207108,82.42496791
630,SPT_1683,355.8072753,0.222074555,0.142126603,-1.562512227,0.118167368,0.356374803,327.777607,395.2177427,436.9188746,254.9906901,333.4872488,386.4514889
631,SPT_2248,2785.47531,-0.149348447,0.095543726,1.56314238,0.118019109,0.356374803,2638.727642,2641.506342,2614.541138,2667.902593,2897.765987,3252.40816
632,SPT_0864,1173.456061,0.207883336,0.13326921,-1.559875201,0.118789376,0.357683833,1620.023137,1136.58708,1057.436638,1234.954911,974.2591768,1017.475424
633,SPT_0085,222.1023548,0.222540295,0.142864801,-1.557698554,0.119304723,0.358102348,270.0038561,216.4287639,242.4744818,223.9918219,210.8115823,168.9036228
634,SPT_0324,645.7843204,0.198665122,0.127536709,-1.557709328,0.119302168,0.358102348,743.9844245,576.6952777,767.706746,613.9775832,506.1860026,666.1558882
635,SPT_1288,266.5486785,-0.214223132,0.137709741,1.555613501,0.119800026,0.358458255,290.0478105,222.478015,221.5581527,312.9885725,264.4077472,287.8117732
636,SPT_1975,44.54916809,-0.306518462,0.196976928,1.556113525,0.119681099,0.358458255,54.23658245,28.22983877,29.43779652,50.99813801,47.64103554,56.75161725
637,SPT_1399,1004.473416,-0.202948306,0.131197408,1.546892647,0.121889134,0.363565866,964.4679227,805.2225439,1003.209118,1064.961117,853.965562,1335.014234
638,SPT_1607,1663.25634,-0.163209439,0.105478398,1.54732573,0.12178472,0.363565866,1717.884796,1496.181455,1474.988541,1957.928514,1584.064432,1748.490303
639,SPT_1476,3301.574027,-0.155973296,0.100920957,1.54549957,0.122225473,0.363589603,2984.191091,3374.810011,2970.118733,3170.884228,3902.991836,3406.448264
640,SPT_1690,291.4689475,0.203031503,0.131388398,-1.545277254,0.122279215,0.363589603,294.764035,323.2988678,324.5904405,265.9902885,233.4410741,306.728979
641,SPT_0545,959.0470494,0.148635459,0.096300343,-1.543457213,0.122719881,0.363763137,1034.032235,994.093608,1007.857191,929.9660462,899.2245458,889.1086703
642,SPT_RS10940,539.2493286,0.211666314,0.137113185,-1.543734207,0.122652736,0.363763137,561.2307227,510.8256539,680.1680353,406.9851406,466.8821483,609.404271
643,SPT_1082,856.965553,0.170771309,0.110841155,-1.540685041,0.123393459,0.364292361,858.3528701,949.0602938,925.7412326,723.9735671,765.8296463,918.8357079
644,SPT_1306,4981.913963,-0.158240492,0.102629599,1.541860178,0.123107575,0.364292361,4195.081747,4475.773723,5391.764836,4961.81884,5381.054964,5485.989668
645,SPT_1420,267.8253332,0.232458862,0.15091207,-1.540359642,0.123472713,0.364292361,310.0917649,246.6750197,323.8157617,223.9918219,192.9461939,309.4314369
646,SPT_1346,734.8770324,0.170345936,0.110794444,-1.537495283,0.124172069,0.365788619,808.8325122,781.6976782,754.5372055,635.97678,643.1539798,785.0640386
647,SPT_0612,636.2953502,0.197137788,0.128338921,-1.536071732,0.124520788,0.366248934,705.0755718,598.2037263,751.4384901,521.980942,527.6244686,713.4489026
648,SPT_1428,8363.482216,-0.132217996,0.086178929,1.534226492,0.124973942,0.366449017,7793.561087,8434.000401,7653.827095,8332.695766,8974.380069,8992.428876
649,SPT_2146,4633.108966,-0.301831934,0.196665511,1.534747664,0.124845823,0.366449017,3943.942789,5059.862529,2538.62261,5580.79624,6433.921849,4241.507775
650,SPT_0211,1717.093122,0.149251729,0.097435575,-1.531799131,0.125572011,0.36657664,1834.611354,1862.49722,1739.92871,1714.937386,1691.256762,1459.327301
651,SPT_0247,581.825673,-0.165520089,0.108024276,1.532248999,0.125461001,0.36657664,534.1124315,528.9734074,573.2623532,615.9775101,585.9847371,652.6435984
652,SPT_1261,1023.283826,-0.162114312,0.105839153,1.531704548,0.12559536,0.36657664,932.6334069,1051.897564,897.8527938,1031.962322,1186.261785,1039.095087
653,SPT_0742,1993.546549,-0.141515728,0.092611748,1.52805374,0.126499196,0.36808558,1947.800744,1959.285238,1764.718433,2194.919862,2056.901709,2037.653305
654,SPT_1650,1664.263658,0.174101467,0.113907209,-1.52844994,0.126400864,0.36808558,1859.371533,1852.415134,1612.881378,1617.940928,1757.954211,1285.018762
655,SPT_0361,42.37649798,0.30111469,0.197985576,-1.520892058,0.128286927,0.371018272,56.59469473,59.14823361,33.3111908,30.99886821,30.9666731,43.23932743
