,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.90MINNDC.C
508,SPT_RS05000,60.11533115,0.511414635,0.189926168,-2.692702331,0.007087552,0.02710849,70.40366769,78.37107786,70.17827672,47.47802626,52.54333577,41.71760262
509,SPT_0917,834.9999586,-0.22539938,0.083793282,2.689945724,0.007146364,0.027279736,708.3825823,779.8310222,816.2273416,886.6245369,906.7093582,912.2249105
510,SPT_0433,70.15433438,0.489968358,0.182434661,-2.685719673,0.007237378,0.027551361,86.91810826,79.14702912,88.53259525,55.20700728,47.15427569,63.96699068
511,SPT_0685,287.6904567,0.333369445,0.124175023,-2.684673915,0.00726006,0.027551361,301.6058357,371.6806564,296.9080938,283.7640174,220.9514632,251.2326735
512,SPT_1698,401.160924,-0.304787547,0.113522428,2.684822307,0.007256838,0.027551361,315.512733,360.8173386,391.9186838,390.8656115,506.5716474,441.2795299
513,SPT_0565,7792.095369,0.161203227,0.060300947,-2.673311677,0.007510643,0.028446745,8650.959315,7927.894084,8124.485113,7356.88579,7298.134612,7394.213299
514,SPT_1203,135.877379,0.411032597,0.153879657,-2.671130189,0.007559632,0.028576586,149.4991462,176.9168886,147.914214,112.6222948,92.96128636,135.350444
515,SPT_2081,9761.043071,0.167343763,0.062774765,-2.665780798,0.007680976,0.028978904,10281.54303,10074.17529,10653.06241,8746.998233,9729.947972,9080.531503
516,SPT_RS00695,369.0442799,0.276697752,0.103900939,-2.663091921,0.007742626,0.029154888,394.6082115,414.357976,411.3526682,336.7627444,305.8291595,351.3549198
517,SPT_0595,437.8821029,0.291732192,0.109611636,-2.661507501,0.007779161,0.029235802,524.1161928,432.2048551,500.9649292,406.3235736,338.1635199,425.5195467
518,SPT_1975,54.98473495,-0.514342768,0.193912394,2.652449163,0.007991016,0.029974023,41.72069197,41.90136836,44.26629762,64.04012844,76.79410612,61.18581717
519,SPT_1611,1491.053407,-0.212170183,0.080158342,2.646888369,0.008123616,0.030412691,1381.997921,1281.871491,1475.903143,1652.897798,1476.602462,1677.047625
520,SPT_1636,2126.780086,-0.175813586,0.066512463,2.643317929,0.008209791,0.030624406,1964.349247,2034.544219,1985.505398,2344.089529,2193.347452,2238.844674
521,SPT_2111,239.9254677,-0.355422296,0.134464655,2.64323957,0.008211691,0.030624406,226.8562626,177.6928399,221.3314881,293.7012787,219.6041982,300.3667388
522,SPT_RS00340,62.14381986,-0.50820821,0.192424429,2.641079481,0.008264233,0.030703517,46.93577846,37.24566076,62.62061615,77.28981019,72.75231106,76.01874255
523,SPT_0638,5405.48336,0.159323427,0.060325374,-2.641068202,0.008264508,0.030703517,5796.56864,5485.199499,5846.390284,5190.562824,5017.214933,5096.963982
524,SPT_1520,2329.578287,0.185137655,0.07017319,-2.638296141,0.008332378,0.030896586,2546.700572,2468.300977,2431.407372,2337.464688,2103.080696,2090.51542
525,SPT_0983,457.5532811,-0.25485088,0.096659204,2.636591966,0.00837435,0.030993069,410.253471,426.7731962,410.2730024,488.0299443,476.931817,533.0582557
526,SPT_RS05350,105.0858581,0.42689538,0.162001649,-2.635129845,0.00841051,0.031067722,115.601084,116.3926899,138.1972219,83.91465106,78.14137114,98.26813061
527,SPT_1823,1333.037589,-0.236401612,0.089834194,2.631532624,0.008500071,0.03133897,1121.243597,1201.948511,1337.705921,1273.073588,1546.660243,1517.593677
528,SPT_0494,670.7290504,-0.246120829,0.093698098,2.626743074,0.00862064,0.031723301,636.2405525,580.4115469,619.7281667,675.7337691,699.2305452,813.0297221
529,SPT_1075,1621.949801,0.209725528,0.080050963,-2.619900113,0.008795553,0.032305782,1912.198382,1604.667218,1714.509284,1554.629325,1428.100921,1517.593677
530,SPT_RS06910,215.4299897,-0.322869999,0.123334026,2.617850168,0.008848565,0.032378082,188.6122949,177.6928399,202.9771696,238.4942714,246.5494986,238.2538638
531,SPT_2202,406.5886892,-0.270580398,0.103341218,2.6183202,0.008836385,0.032378082,365.0560547,397.2870481,334.6963967,439.4477779,472.8900219,430.1548359
532,SPT_0886,2688.1639,0.175427473,0.067120399,-2.613623806,0.008958762,0.032719689,2891.765462,2971.117397,2700.244155,2589.208641,2458.758661,2517.889082
533,SPT_1258,2984.961279,-0.162501929,0.062225605,2.611496187,0.009014699,0.032862215,2761.388299,2861.708269,2817.927727,3098.217248,3221.310662,3149.215469
534,SPT_0431,513.0626457,0.248348932,0.095170903,-2.609504825,0.009067337,0.03296618,581.4821443,569.5482292,526.8769083,457.1140202,444.5974565,498.7571157
535,SPT_2096,203.5885773,-0.327671639,0.125586328,2.609134636,0.009077152,0.03296618,175.5745787,169.9333272,191.1008458,232.9735707,230.3823184,221.5668228
536,SPT_1546,2946.470903,0.205782951,0.078919144,-2.607516244,0.009120174,0.033060632,2996.936373,2935.423639,3556.419131,2690.789535,2841.381926,2657.874816
537,SPT_0418,10711.31254,-0.17232547,0.066110473,2.6066289,0.00914384,0.033083946,9592.282428,10891.25197,9692.159848,11032.56833,11547.40848,11512.20421
538,SPT_0695,646.6267495,-0.222363919,0.085327691,2.605999474,0.00916066,0.033083946,602.3424903,585.8432058,598.1348508,717.6910946,677.6743049,698.0745504
539,SPT_0545,983.5934569,0.207722109,0.079777209,-2.60377758,0.009220257,0.033237402,1126.458683,1032.791135,1008.407853,914.2280405,926.9183335,892.756696
540,SPT_0872,687.1074012,-0.240778788,0.092726375,2.596659127,0.009413529,0.033871272,616.2493876,569.5482292,698.5437698,727.6283559,777.3719163,733.3027482
541,SPT_1728,2524.976622,0.178806722,0.0689356,-2.593822674,0.009491543,0.034088849,2761.388299,2699.534454,2595.516573,2401.504817,2217.598222,2474.317364
542,SPT_1651,625.2021148,0.254413045,0.098201033,-2.590736947,0.009577067,0.034332547,761.4026284,668.8699912,618.6485009,599.548099,518.6970326,584.0464366
543,SPT_1248,165.880129,-0.386606385,0.149649375,2.583414625,0.009782768,0.035005373,148.6299651,144.3269355,131.7192271,196.5369459,144.1573571,229.9103433
544,SPT_1417,4943.875263,-0.176377341,0.068323222,2.581513799,0.009836806,0.035134033,4537.125251,4580.440323,4786.158472,5200.500085,5655.818553,4903.208894
545,SPT_1492,1662.341342,-0.194821518,0.075635621,2.575790559,0.010001121,0.035655371,1504.552454,1507.67331,1629.215686,1865.996846,1820.155042,1646.454717
546,SPT_0880,853.0024931,-0.230574263,0.089777921,2.568273578,0.010220646,0.036371272,793.5623284,786.8145836,769.8017123,940.727404,811.0535418,1016.055388
547,SPT_1356,4053.99668,-0.169415889,0.06612276,2.562141834,0.010402883,0.036952104,3610.578217,3774.226957,4053.065397,4371.290836,4172.479766,4342.338903
548,SPT_0544,319.3553544,0.278234979,0.108726276,-2.559040821,0.010496142,0.037215334,371.1403223,332.8830931,350.8913836,282.6598773,300.4400994,278.1173508
549,SPT_0150,198.4066213,0.355352701,0.138963723,-2.557161627,0.010553017,0.037348839,264.2310491,217.2663545,192.1805116,160.1003211,195.3534279,161.3080634
550,SPT_1062,589.9671415,-0.238165136,0.093234005,2.554487876,0.010634413,0.037568482,529.3312793,574.979888,510.6819214,611.6936406,693.8414851,619.2746344
551,SPT_0767,843.3462424,0.21436375,0.083966539,-2.552966361,0.010680981,0.037664512,924.8086719,841.9071235,959.8228924,790.5643442,753.121146,789.8532762
552,SPT_1349,6446.828738,0.151509589,0.059387968,-2.55118324,0.010735786,0.03778919,7048.189399,6761.639331,6561.129041,6136.810929,6039.789083,6133.414642
553,SPT_1065,3600.54218,-0.214441837,0.084120683,2.549216541,0.010796524,0.037865787,2974.337665,3255.11556,3745.360645,3596.184454,4159.007116,3873.247638
554,SPT_1673,1191.844202,-0.193074738,0.075738211,2.549238158,0.010795855,0.037865787,1151.664934,1135.216702,1040.797827,1275.281868,1294.721684,1253.382194
555,SPT_0201,225.862088,-0.325524022,0.127766822,2.547797755,0.01084053,0.03795162,194.6965625,194.7637677,207.2958328,285.9722977,212.8678731,259.5761941
556,SPT_1931,199.2836315,0.328905689,0.129777597,-2.534379553,0.011264665,0.039365545,241.632341,231.2334772,197.5788406,177.7665634,177.8389826,169.651584
557,SPT_RS03585,119.3644237,-0.396331574,0.15743737,2.517391991,0.011822721,0.041241557,87.78728934,98.54581077,117.6835717,140.2257985,119.9065868,152.0374851
558,SPT_0947,505.5568276,0.231902179,0.092280804,-2.51300563,0.011970742,0.041608502,541.4998145,563.340619,538.7532321,456.0098801,455.3755766,478.3618433
559,SPT_1357,2192.610434,0.169137714,0.067298943,-2.513229885,0.011963135,0.041608502,2412.846685,2323.19809,2234.908197,2112.220098,2006.077614,2066.411916
560,SPT_2053,3727.833946,0.161516632,0.064303023,-2.511804667,0.012011555,0.041675807,3933.91358,4059.777023,3825.255914,3345.544641,3612.017518,3590.494999
561,SPT_0687,1625.136412,0.189968641,0.075652521,-2.511068229,0.012036643,0.041688409,1792.251392,1757.529617,1652.968333,1631.919135,1481.991522,1434.158472
562,SPT_0490,1965.87594,-0.166397227,0.066380707,2.50671069,0.012186041,0.041981343,1838.31799,1894.872991,1817.077534,2037.138568,2092.302576,2115.545982
563,SPT_2034,172.9201559,0.33771158,0.134696544,-2.507203001,0.01216908,0.041981343,207.7342787,185.4523526,191.1008458,157.8920408,156.2827423,139.0586754
564,SPT_2246,3659.894449,0.166481574,0.066395675,-2.507415936,0.012161751,0.041981343,3720.964215,3910.018429,3992.604113,3296.962475,3643.004613,3395.812853
565,SPT_RS05420,126.5313954,0.407864932,0.162771662,-2.505749017,0.012219232,0.042021182,152.1066895,135.7914715,152.2328772,130.2885372,111.8229966,76.94580038
566,SPT_1503,1337.495339,0.185395753,0.074261429,-2.496528208,0.012541569,0.043053479,1485.43047,1432.406037,1356.060239,1221.179001,1298.763479,1231.132806
567,SPT_0240,3835.934523,0.240058334,0.096334423,-2.491926827,0.012705221,0.04353835,3632.307744,4102.454343,4772.122817,3012.094317,3820.843596,3675.784319
568,SPT_0805,1212.709925,0.185158047,0.074436232,-2.48747207,0.012865456,0.044009824,1345.492316,1294.286712,1236.217336,1110.764986,1149.217062,1140.281138
569,SPT_1486,634.3037295,-0.212640349,0.085553261,2.485473346,0.012937928,0.044179953,587.5664119,585.0672545,586.2585271,674.6296289,669.5907148,702.7098396
570,SPT_0385,356.1828592,0.272040642,0.109480458,-2.484832887,0.012961226,0.044181864,418.9452818,382.5439741,374.6440311,352.2207064,284.2729191,324.4702426
571,SPT_RS03950,2318.579679,0.180632965,0.072760081,-2.482583337,0.013043355,0.044383957,2276.385255,2512.530199,2611.71156,2149.760863,2256.668908,2104.421288
572,SPT_2014,1912.89591,-0.221707098,0.089360868,2.481031156,0.013100292,0.044499769,1800.943203,1835.124744,1640.012344,2061.429652,2346.935664,1792.929855
573,SPT_1370,527.107181,0.232067176,0.093746072,-2.475486936,0.013305463,0.045117826,562.3601605,593.6027184,554.948219,479.1968232,517.3497676,455.1853974
574,SPT_1162,279.9658218,-0.309995183,0.125314748,2.473732647,0.013370972,0.045260972,205.1267355,266.9272355,270.9961147,277.1391765,331.4271948,328.1784739
575,SPT_1537,550.8905197,-0.233865278,0.094579877,2.472674799,0.013410611,0.045316205,477.1804144,546.2696912,489.0886055,565.3197545,603.5747288,623.9099236
576,SPT_1450,1596.042219,-0.216831097,0.087731323,2.471535705,0.013453412,0.045381907,1576.694484,1305.925981,1537.444093,1820.7271,1545.312978,1790.148681
577,SPT_1620,326.4835752,-0.26582351,0.107730539,2.467485188,0.013606585,0.045819055,274.6612221,311.9324089,296.9080938,359.9496874,367.8033504,347.6466885
578,SPT_0885,976.1039802,0.194842444,0.079065544,-2.464315491,0.013727522,0.046146324,996.9507018,1062.277283,1073.187801,868.9582945,916.1402134,939.1095878
579,SPT_0584,1700.394989,0.177488768,0.072069673,-2.462738628,0.013788039,0.046269705,1880.038682,1829.693085,1710.19062,1655.106078,1588.425458,1538.916008
580,SPT_1269,1786.711799,0.172503051,0.070067365,-2.461960029,0.013818007,0.046290322,1865.262603,1949.965531,1869.981158,1602.107351,1756.833586,1676.120567
581,SPT_1873,1893.649009,-0.174166552,0.070849508,2.458260588,0.013961183,0.046689464,1802.681565,1857.627331,1667.003989,1962.057039,2062.662745,2009.861388
582,SPT_0094,3131.283071,0.159336083,0.064931879,-2.453896084,0.014131781,0.047178782,3220.315911,3240.372486,3463.567873,3048.530942,2899.314322,2915.596894
583,SPT_1814,3616.169489,-0.204292078,0.083388788,2.449874643,0.014290596,0.047627148,3408.059025,2941.631249,3711.891006,4100.7765,3603.933928,3930.725224
584,SPT_1607,1789.761404,-0.17687683,0.072271853,2.447381974,0.014389825,0.047875735,1597.55483,1686.918052,1746.899257,1924.516274,1980.479579,1802.200433
585,SPT_0701,54.59993115,-0.493686514,0.201856708,2.445727559,0.014456019,0.047915802,53.02004604,36.4697095,37.78830285,82.81051091,64.66872094,52.84229665
586,SPT_1764,218.4829323,-0.31558526,0.129059582,2.445267955,0.014474456,0.047915802,177.3129409,191.6599627,208.3754986,216.4114685,278.8838591,238.2538638
587,SPT_1803,475.9200035,0.260009029,0.106333018,-2.445233232,0.01447585,0.047915802,445.8898954,533.8544709,584.0991955,415.1566947,447.2919865,429.227778
588,SPT_RS02065,2336.242651,-0.167715955,0.068700987,2.441245192,0.014636713,0.048365874,2246.833099,2178.871155,2169.048584,2600.250043,2324.032159,2498.420868
589,SPT_2226,136.1231425,-0.371349039,0.15216602,2.440420272,0.014670184,0.048394172,115.601084,131.1357639,102.5682506,140.2257985,145.5046221,181.7033358
590,SPT_0046,836.146393,0.198880525,0.081727908,-2.433446911,0.014955828,0.049252838,910.0325935,886.9122969,887.4852841,797.1891851,805.6644818,729.5945169
591,SPT_0280,19582.34877,-0.159252901,0.065481211,2.432039643,0.015014064,0.04930363,18484.0049,18442.80969,18521.66673,20270.90893,19342.68389,22432.01846
592,SPT_1516,1042.361119,0.194099706,0.079815716,-2.4318482,0.015022002,0.04930363,1151.664934,1101.850798,1091.542119,1030.162756,899.9730331,978.9730747
593,SPT_1234,2164.493009,0.161342306,0.06647262,-2.427199438,0.015215889,0.04985577,2314.629223,2258.018184,2293.21015,2097.866276,1952.187013,2071.047205
594,SPT_1422,1321.956339,0.19137583,0.078888498,-2.425902823,0.015270359,0.049950011,1511.505903,1325.324762,1400.326537,1302.885372,1185.593217,1206.102245
595,SPT_2146,4095.584223,-0.247399236,0.102045746,2.42439539,0.0153339,0.05007356,4087.758632,3265.202927,3833.893241,4995.130018,3595.850337,4795.670185
596,SPT_2234,9285.400644,0.163899163,0.067712623,-2.420511224,0.015498701,0.050526805,10024.26543,10450.51165,8991.456747,8941.326898,8781.473398,8523.369743
597,SPT_0996,2504.581369,0.201498542,0.083336338,-2.41789534,0.015610566,0.050806248,2718.798426,2570.726544,2761.785105,2112.220098,2662.195679,2201.76236
598,SPT_0092,161.9375035,-0.341955283,0.142158537,2.405450217,0.016152553,0.05248229,131.2463435,147.4307405,142.515885,156.7879007,212.8678731,180.776278
599,SPT_1595,6984.462741,0.183899432,0.076542405,-2.402582353,0.016279768,0.052807329,6701.386147,7634.584505,7988.447223,6017.563793,6815.813734,6748.981045
600,SPT_0121,197.9657323,0.322967661,0.134519776,-2.400893536,0.016355094,0.052963246,225.9870815,241.3208437,196.4991748,178.8707036,194.0061628,151.1104273
601,SPT_2193,166.3504975,0.327021907,0.136370868,-2.398033482,0.016483358,0.053289793,199.0424679,172.261181,190.02118,153.4754802,141.4628271,141.8398489
602,SPT_1295,2112.716247,-0.175675572,0.073310699,2.396315597,0.016560824,0.053451298,1883.515406,1930.56675,2131.260281,2128.782201,2298.434124,2303.738722
603,SPT_0390,7207.984358,0.17057591,0.071222285,-2.394979464,0.016621296,0.05355751,7475.826492,7461.547373,7990.606554,6390.763162,7449.028294,6480.134273
604,SPT_1496,2262.702395,0.165542754,0.069226939,-2.391305427,0.01678858,0.054006972,2536.270399,2343.372823,2307.245805,2138.719462,2059.968215,2190.637666
605,SPT_1737,113.8591138,-0.373016635,0.15607496,2.389983862,0.016849113,0.05411211,91.26401368,106.3053234,92.85125843,135.8092379,140.115562,116.8092873
606,SPT_0819,3983.463623,0.189115594,0.079347425,-2.383386661,0.017154166,0.055000898,3957.381469,4020.97946,4779.680478,3485.770439,3865.303341,3791.666549
607,SPT_1253,391.5706593,-0.240733828,0.101033305,2.382717556,0.017185374,0.055010184,352.0183385,360.8173386,360.6083758,418.4691152,404.1795059,453.3312818
608,SPT_0561,929.9338325,0.189818121,0.079803359,-2.378573087,0.017379791,0.05554101,1013.465142,982.3543026,980.3365425,879.999696,906.7093582,816.7379534
609,SPT_0302,7366.176222,0.139612319,0.058882969,-2.371013577,0.017739379,0.056363908,7677.476503,7917.806717,7590.050544,7030.060307,6782.132109,7199.531154
610,SPT_1438,644.0127933,0.216917471,0.09148635,-2.371036459,0.017738281,0.056363908,760.5334473,657.2307222,665.0741302,573.0487355,598.1856687,610.004056
611,SPT_1514,11960.53828,0.163586657,0.069002853,-2.370723106,0.017753326,0.056363908,11716.56099,12748.8793,13494.74278,10601.95368,11573.00652,11628.08644
612,SPT_1675,3053.960096,0.192368557,0.0811111,-2.371667471,0.01770802,0.056363908,3493.238771,3308.656198,2983.116594,2908.305143,3071.764245,2558.679627
613,SPT_0900,1940.457666,0.157514776,0.066556843,-2.36662029,0.01795134,0.056899597,2039.968001,2039.975878,2067.559999,1826.247801,1782.431621,1886.562696
614,SPT_1313,189.1671981,0.314338109,0.132957204,-2.364205165,0.018068803,0.057178639,212.9493652,223.4739646,196.4991748,177.7665634,177.8389826,146.4751381
615,SPT_1178,2770.405066,-0.153018803,0.06487945,2.358509584,0.018348486,0.057969282,2701.414805,2551.327762,2610.631894,3024.239859,2838.687396,2896.128679
616,SPT_1412,7372.299803,-0.134233148,0.05693036,2.357848239,0.018381206,0.057978381,7131.630783,7012.27159,6930.374743,7667.149171,7616.089156,7876.283374
617,SPT_RS11230,67.22712561,-0.44282105,0.188628834,2.347578786,0.018895876,0.059505167,46.93577846,63.6280038,51.82395819,79.49809048,95.6558164,65.82110635
618,SPT_0752,641.1440376,-0.210039392,0.08953094,2.345997852,0.018976217,0.059661471,560.6217983,576.5317906,642.4011485,707.7538333,691.1469551,668.4086997
619,SPT_0252,219.6046331,0.297464188,0.126831769,-2.345344469,0.019009508,0.059669586,225.9870815,240.5448924,267.7571173,200.9535065,173.7971875,208.5880131
620,SPT_1135,796.1348826,0.459895355,0.196513745,-2.340270671,0.019269769,0.060388969,810.076769,809.3171703,1251.332657,529.9872699,666.8961847,709.1992445
621,SPT_0987,8245.113063,0.154774626,0.06621398,-2.337491665,0.019413634,0.060741853,8218.107136,8952.149755,8914.800475,7447.425282,8296.457991,7641.737741
622,SPT_0133,265.9109861,-0.275349636,0.118229123,2.328949315,0.019861751,0.062044023,242.5015221,245.2006,228.8891487,327.9296232,265.4112089,285.5338135
623,SPT_0607,116.4076552,0.370259488,0.159214035,-2.325545542,0.020042808,0.06250911,146.0224219,134.239569,120.9225691,88.33121164,90.26675632,118.663403
624,SPT_0011,89.83274815,-0.388503817,0.167362363,2.32133324,0.020268866,0.06311283,75.61875419,80.69893165,71.25794252,110.4140146,91.61402134,109.3928246
625,SPT_1120,169.0995631,0.323467219,0.139751678,-2.314585588,0.020635622,0.064078097,179.051303,214.9385007,174.9058589,163.4127415,144.1573571,138.1316176
626,SPT_1191,1452.291593,-0.166962803,0.072140307,2.314417684,0.020644822,0.064078097,1303.771624,1408.351548,1387.370547,1583.336969,1502.200497,1528.718371
627,SPT_0810,564.8680591,-0.234472553,0.101416248,2.311982125,0.020778668,0.064308425,555.4067118,524.5430558,466.4156238,594.0273983,689.7996901,559.0158751
628,SPT_2245,1873.055898,0.163481023,0.07071397,-2.311863181,0.020785224,0.064308425,1906.983295,1970.916215,2066.480333,1687.126142,1841.711282,1765.11812
629,SPT_0338,1243.772407,0.167783216,0.072784695,-2.30519915,0.021155422,0.065349739,1289.864727,1360.242569,1302.07695,1152.722312,1189.635012,1168.092873
630,SPT_1653,1177.316378,-0.216037857,0.093770399,2.303902505,0.021228117,0.065470209,1036.933032,1032.015184,1193.030704,1196.887918,1153.258857,1451.772571
631,SPT_1899,3621.763223,-0.162997425,0.070789541,2.30256366,0.021303406,0.065598284,3711.403223,3362.972786,3162.341116,3817.012483,3780.425645,3896.424084
632,SPT_RS07675,198.1292482,0.298653925,0.130114246,-2.295320732,0.02171475,0.066759114,209.4726409,232.7853798,217.0128249,173.3500028,196.7006929,159.4539478
633,SPT_2132,1733.246804,0.158414961,0.069041548,-2.294487386,0.021762519,0.066800275,1773.129409,1897.200845,1821.396197,1623.086014,1611.328964,1673.339394
634,SPT_1218,696.8321133,-0.203695492,0.088879554,2.291814966,0.021916323,0.06716627,586.6972308,682.837114,668.3131276,729.8366362,753.121146,760.1874255
635,SPT_0940,2442.892944,0.14759881,0.064547393,-2.286673452,0.02221489,0.067737601,2574.514367,2585.469618,2552.329941,2310.965325,2243.196258,2390.882159
636,SPT_1443,14899.92189,0.150486538,0.065807374,-2.286773181,0.022209066,0.067737601,16400.57785,14553.74194,16124.80866,14648.62731,13506.33182,14165.44373
637,SPT_1671,2725.677746,0.151852919,0.066419903,-2.286256267,0.022239271,0.067737601,2843.091321,2978.100959,2795.254745,2666.498451,2461.453191,2609.667808
638,SPT_1713,691.8269012,0.203404516,0.088970327,-2.286206217,0.022242197,0.067737601,792.6931474,719.3068235,712.5794252,639.2971443,681.7161,605.3687669
639,SPT_1130,2760.580272,-0.16179561,0.07081577,2.284739843,0.022328087,0.067892759,2769.210929,2607.196253,2429.24804,3049.635082,2830.603806,2877.587523
640,SPT_0999,1852.303079,-0.164906385,0.072208636,2.283748784,0.022386299,0.067963405,1712.286733,1856.851379,1660.525994,2036.034428,1934.672568,1913.447373
641,SPT_2109,10118.87264,0.129542647,0.056744171,-2.282924301,0.022434828,0.068004478,10618.78529,10776.41118,10343.19832,9484.56385,9620.819505,9869.457721
642,SPT_0797,5319.282948,0.133846685,0.058650129,-2.282120906,0.022482203,0.068041932,5561.020567,5544.171795,5605.624811,4954.276833,5041.465704,5209.13798
643,SPT_0732,253.4442958,-0.288983987,0.126712545,2.280626487,0.022570559,0.068203103,195.5657436,241.3208437,242.924804,260.5770743,261.3694138,318.9078956
644,SPT_1049,5255.534233,-0.151256008,0.066449717,2.276247587,0.022831195,0.068883559,5202.917961,4822.537118,4898.443715,5901.629078,5386.365549,5321.311978
645,SPT_1260,5230.762787,-0.157287164,0.069322508,2.268919133,0.023273244,0.069999865,4881.32096,4936.601954,5005.330629,5734.903916,5009.131343,5817.28792
646,SPT_1668,486.5345012,-0.219647901,0.096792445,2.269267001,0.023252094,0.069999865,440.6748089,420.5655861,484.7699423,545.4452319,501.1825873,526.5688508
647,SPT_2241,1012.692988,-0.181293501,0.079958497,2.267345044,0.023369156,0.070179706,964.7910017,916.398445,958.7432266,1094.202884,1137.091677,1004.930694
648,SPT_0769,3457.98342,0.152272192,0.067514643,-2.255395042,0.024108544,0.072288427,3626.223477,3810.696667,3495.957847,3419.522031,3093.320485,3302.180012
649,SPT_1541,3673.003553,-0.151905965,0.067746088,2.242283923,0.024943028,0.074675352,3454.994803,3538.337773,3432.257565,4157.087648,3807.370946,3647.972584
650,SPT_2122,4351.266319,-0.13573295,0.060600899,2.239784456,0.025104919,0.075044398,4084.281907,4187.808982,4159.952311,4543.536699,4424.418325,4707.599691
651,SPT_RS04090,81.85814005,0.398620932,0.178073779,-2.238515602,0.025187451,0.075175449,99.08664342,83.02678545,104.7275822,54.10286713,71.40504604,78.79991605
652,SPT_0514,119.5889039,0.341585248,0.152830334,-2.235061837,0.025413289,0.075733161,140.8073354,127.2560076,138.1972219,93.85191237,114.5175267,102.9034198
653,SPT_2007,1293.704069,0.177476282,0.079439956,-2.234093412,0.025476927,0.075806539,1360.268394,1356.362813,1406.804532,1167.076134,1335.139634,1136.572907
654,SPT_0500,773.7928394,-0.203018689,0.091217654,2.225651292,0.026037548,0.0773562,690.1297796,734.0498975,724.4557489,793.8767646,936.3491887,763.8956568
655,SPT_RS08785,341.2725184,-0.230728351,0.104265783,2.212886564,0.026905467,0.079812707,319.8586384,318.140019,299.0674254,374.3035093,369.1506154,367.114903
656,SPT_0089,295.2429462,-0.251246671,0.113719287,2.209358488,0.027149716,0.080414479,252.931695,270.0310405,281.7927727,292.5971386,327.3853998,346.7196306
657,SPT_1604,3637.006165,0.159717441,0.072333428,-2.208072323,0.027239232,0.080556815,4112.964883,3788.19408,3628.756739,3640.35006,3210.532542,3441.238687
658,SPT_0103,164.8555008,-0.305383668,0.138460191,2.205570178,0.027414109,0.080950781,147.760784,156.7421557,130.6395613,179.9748437,203.437018,170.5786418
659,SPT_1344,763.4950497,0.182227057,0.082653934,-2.204699128,0.027475214,0.081008105,801.3849582,813.1969267,824.8646679,748.6070187,705.9668703,686.9498564
660,SPT_2022,1727.713871,0.177136648,0.080404893,-2.203058066,0.027590656,0.08122522,1784.428763,1679.934491,2049.20568,1644.064677,1611.328964,1597.320651
661,SPT_0979,1062.024177,0.177396106,0.08074956,-2.196867778,0.028029891,0.082393461,1140.36558,1203.500413,1040.797827,1009.184093,1010.448765,967.8483807
662,SPT_1371,1162.711014,0.167065758,0.076344333,-2.188319055,0.02864637,0.083994272,1275.957829,1200.396608,1221.102015,1066.599381,1058.950305,1153.259948
663,SPT_1978,588.6125553,0.216424113,0.098908751,-2.188118965,0.028660938,0.083994272,551.9299875,675.8535526,676.9504539,515.633448,555.0731881,556.2347016
664,SPT_RS02010,8848.232234,-0.125710678,0.057568563,2.183668855,0.02898659,0.084565982,8575.340561,8501.322069,8291.833311,9355.379453,9411.993427,8953.524579
665,SPT_1710,54.33248615,0.430180721,0.196935411,-2.184374655,0.028934729,0.084565982,53.02004604,68.2837114,72.33760831,43.06146568,48.50154071,40.79054478
666,SPT_2119,1282.652682,-0.166645527,0.07629841,2.184128448,0.028952811,0.084565982,1178.609548,1143.752166,1299.917618,1352.571678,1364.779465,1356.285614
667,SPT_1407,58.93378664,0.432378554,0.198465133,-2.178612169,0.029360491,0.085528388,66.92694336,86.90654178,57.22228717,51.89458684,35.02889051,55.62347016
668,SPT_0599,7939.050112,-0.155548816,0.071446238,2.177144939,0.029469755,0.085718165,7411.507092,7080.555301,8017.598199,8011.640896,8044.519432,9068.479751
669,SPT_1982,210.6015818,-0.267568957,0.123002936,2.175305443,0.029607235,0.085989324,193.8273814,193.2118652,181.3838537,230.7652904,231.7295834,232.6915168
670,SPT_0795,1881.136708,0.148084851,0.068121016,-2.173849709,0.029716424,0.086177629,1940.012176,1984.107387,2014.656375,1851.643024,1773.000766,1723.400517
671,SPT_0919,983.8796518,0.166550997,0.076685608,-2.171867719,0.029865642,0.086481285,1059.53174,1020.375915,1046.196156,899.8742186,951.1691039,926.1307781
672,SPT_1949,542.8967875,0.207226915,0.095488689,-2.17017239,0.029993789,0.086723113,627.5487417,533.0785197,591.6568561,510.1127472,482.320877,512.6629833
673,SPT_0731,4633.645916,-0.180881374,0.083539912,2.165209049,0.03037168,0.087685251,3860.033188,4319.720697,4822.867109,4529.182877,5329.780418,4940.291208
