,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINPEN3.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINPEN3.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINPEN3.C,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINNDC.A,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINNDC.B,X.ExpOut.180927_NS500751_0087_AH2CN3BGX9.Out.Rep.Bams.19F.20MINNDC.C
28,SPT_0401,7360.684394,-0.39027305,0.072670967,5.370412251,7.86E-08,5.22E-06,6764.081307,6401.788235,5717.141171,8592.640202,8661.626548,8026.828899
29,SPT_1079,9936.858811,0.346886097,0.064760735,-5.356426168,8.49E-08,5.45E-06,11747.85713,11158.45746,10683.44009,9085.44751,8271.434138,8674.516539
30,SPT_0892,3354.705733,0.344357808,0.064441305,-5.343743547,9.10E-08,5.65E-06,3951.936319,3757.2088,3620.920004,2926.855574,2872.160106,2999.153597
31,SPT_0281,17079.02874,-0.305325627,0.057545207,5.305839363,1.12E-07,6.74E-06,14575.2953,15256.36433,15756.18024,18841.63275,19241.96784,18802.732
32,SPT_0579,7759.329571,-0.321882146,0.060809941,5.293248742,1.20E-07,6.99E-06,7135.615498,6868.759018,6553.328206,8433.702348,8760.518288,8804.054067
33,SPT_0390,8446.159591,0.313185617,0.059338085,-5.277986564,1.31E-07,7.37E-06,9835.31067,9186.935406,9189.427012,7566.041611,7343.786619,7555.456228
34,SPT_0457,10502.05033,0.286560993,0.05493386,-5.216472889,1.82E-07,9.99E-06,11653.39929,11378.83908,11721.96137,9425.314618,9266.801001,9565.986609
35,SPT_0266,12586.08718,-0.351818847,0.06759057,5.205146899,1.94E-07,1.03E-05,10754.70036,11595.64694,10527.13448,14215.44164,15065.94163,13357.658
36,SPT_RS06655,693.6976527,-0.458182068,0.089833683,5.100337113,3.39E-07,1.75E-05,610.8273982,501.517091,596.4545133,811.6826249,805.1077543,836.5965344
37,SPT_2056,202.48044,-0.609859172,0.120239359,5.072042757,3.94E-07,1.98E-05,123.2449979,163.2015237,156.305604,231.9093214,267.6526446,272.5685483
38,SPT_2058,4021.755082,-0.359789927,0.071121431,5.05881169,4.22E-07,2.07E-05,3271.839834,3583.286009,3605.577122,4557.218087,4273.843032,4838.766407
39,SPT_0933,30337.24808,-0.334083925,0.06656126,5.019194728,5.19E-07,2.48E-05,26297.96367,27946.77186,25613.02259,31599.64426,35092.59393,35473.49219
40,SPT_1601,2861.086186,-0.311224893,0.062320115,4.993971704,5.92E-07,2.75E-05,2460.401965,2589.781843,2561.302259,3232.735972,3182.809159,3139.485919
41,SPT_1419,314.8486172,-0.538422366,0.108347884,4.969385153,6.72E-07,3.05E-05,281.5743382,231.1028875,218.6360596,402.842485,376.2185768,378.7173559
42,SPT_0843,179.445286,-0.575110514,0.116669447,4.929401224,8.25E-07,3.66E-05,130.4417861,139.3764837,133.2912819,226.9112757,228.9558767,217.6950122
43,SPT_1343,315.8966351,0.63797111,0.131213104,-4.862099083,1.16E-06,5.03E-05,457.8956491,312.1080234,478.5061128,240.9058037,150.4874307,255.4767911
44,SPT_RS07625,159.6024358,-0.59107395,0.12257516,4.822134865,1.42E-06,6.01E-05,130.4417861,101.2564198,116.9894705,206.9190928,192.4089293,209.5989167
45,SPT_0271,15916.62622,-0.347654543,0.072836565,4.773077118,1.81E-06,7.46E-05,13027.98583,13087.09445,15461.7887,18037.947,17737.09353,18147.84783
46,SPT_0703,116.5834866,-0.626571538,0.131361209,4.769836888,1.84E-06,7.46E-05,89.95985247,73.85762385,75.75547678,175.9312093,147.2627001,136.7340572
47,SPT_2115,6040.957851,0.271784343,0.058387408,-4.65484512,3.24E-06,0.000128448,6424.033065,6774.65011,6708.67488,5394.89055,5394.974391,5548.524112
48,SPT_0443,3832.577613,0.36955016,0.079979459,-4.620563392,3.83E-06,0.000148455,4906.410354,4295.654703,3901.886519,3353.688678,3268.801977,3269.023447
49,SPT_2234,8121.936029,-0.321877165,0.070334929,4.576348763,4.73E-06,0.000179801,6818.956817,6829.447702,7815.280199,9021.472524,8799.215056,9447.243875
50,SPT_1449,5458.939209,-0.279516875,0.06130397,4.559523237,5.13E-06,0.000190929,4715.695466,4999.684634,4997.943607,5818.724827,6033.471061,6188.115656
51,SPT_2146,1284.937541,0.498966162,0.109700192,-4.548452948,5.40E-06,0.000197305,1288.225087,1564.113873,1813.336792,823.6779346,1109.307346,1110.964215
52,SPT_1352,2897.05509,0.376117875,0.083058533,-4.528347183,5.94E-06,0.000212865,3158.49042,3748.870036,3032.136931,2438.046702,2633.530037,2371.256414
53,SPT_0276,26440.28909,-0.304844992,0.067422088,4.52144096,6.14E-06,0.000215782,24401.60998,24140.72173,21882.78456,30106.2282,30508.10185,27602.28824
54,SPT_RS00285,122.4426092,-0.586794782,0.130260869,4.504766357,6.64E-06,0.000229116,98.05623919,83.38763983,78.63226703,166.934727,170.9107249,136.7340572
55,SPT_1159,1855.074299,-0.440608151,0.098122894,4.490370514,7.11E-06,0.000240704,1457.34961,1321.098465,1803.747491,1999.218288,2133.696785,2415.335156
56,SPT_0863,1708.057513,-0.323690001,0.072240828,4.480707254,7.44E-06,0.000247367,1516.723113,1543.862589,1447.025499,1923.247993,2011.15702,1806.328861
57,SPT_1447,2895.252946,-0.356919735,0.080324743,4.443459439,8.85E-06,0.000289178,2561.157,2240.745007,2708.018562,3278.717992,3081.767599,3501.111518
58,SPT_1814,4470.086788,-0.283767071,0.064136081,4.424452945,9.67E-06,0.000310399,3997.815844,4206.310804,3816.541741,4783.129754,5024.130365,4992.592221
59,SPT_1696,3326.480796,-0.312845863,0.071126646,4.398434062,1.09E-05,0.000344106,3117.108888,2981.70375,2722.402513,3778.522564,3814.856368,3544.290694
60,SPT_0565,8542.176828,0.296948948,0.067666963,-4.388388867,1.14E-05,0.00035438,9058.957143,10214.98588,9155.864459,7371.117828,7931.762509,7520.373148
61,SPT_1726,1064.546977,-0.345200605,0.078801855,4.380615199,1.18E-05,0.000361242,965.269217,929.1765581,882.2156789,1226.52042,1253.345316,1130.754671
62,SPT_1481,362.6142564,-0.447039776,0.102538293,4.359734907,1.30E-05,0.00039108,324.7550674,275.1792114,288.6379558,397.8444393,433.1888184,456.0800462
63,SPT_0641,586.6913821,-0.397366511,0.091318427,4.351438407,1.35E-05,0.000399731,452.4980579,543.2109109,492.8900641,655.7435984,675.0436178,700.7620433
64,SPT_RS02995,296.1722767,-0.465268502,0.107025904,4.347251319,1.38E-05,0.00040107,227.5984267,256.1191795,233.0200108,368.8557741,372.9938461,318.4464228
65,SPT_0400,7350.915983,-0.325855125,0.075158053,4.33559827,1.45E-05,0.000416413,7216.579365,6217.144176,5929.06472,8264.768402,8115.572156,8362.367079
66,SPT_1705,1189.920399,0.389128709,0.090068887,-4.320345473,1.56E-05,0.000439503,1469.943989,1244.858337,1395.243275,1121.56146,903.9994945,1003.915841
67,SPT_0495,5658.946873,-0.27964651,0.064880613,4.310170574,1.63E-05,0.000453352,4909.109149,5127.148598,5203.154645,5881.700203,6288.224783,6544.343858
68,SPT_RS08760,273.5318006,-0.467379527,0.108686798,4.300241944,1.71E-05,0.000467175,242.8916017,216.8078636,199.4574578,344.8651547,316.0236045,321.1451213
69,SPT_1322,693.5080263,0.358595435,0.08427663,-4.254980705,2.09E-05,0.000564178,773.6547312,796.9475864,795.9119712,555.782684,623.4479272,615.3032575
70,SPT_1686,6065.109335,0.321571061,0.076151823,-4.222762456,2.41E-05,0.000641927,6232.418579,7037.916802,7121.973747,4983.051583,5222.988756,5792.306543
71,SPT_0093,357.4248169,0.42869555,0.102994401,-4.162318959,3.15E-05,0.000826182,452.4980579,419.3207032,388.3666847,321.8741444,277.3268366,285.1624746
72,SPT_0240,3783.28863,0.29094121,0.070153868,-4.147187024,3.37E-05,0.000870446,4248.803832,4374.277335,3949.833023,3163.762941,3542.904083,3420.150563
73,SPT_2168,2749.590086,-0.429359575,0.103669453,4.141620932,3.45E-05,0.000879629,2522.474263,2514.732967,1758.677777,3323.700404,3463.360727,2914.594378
74,SPT_1183,3306.078592,0.336741092,0.0815945,-4.127007229,3.68E-05,0.000924747,3304.225381,4093.141864,3792.568489,2979.834858,2968.902026,2697.798932
75,SPT_0532,5384.846276,0.268431886,0.065165514,-4.119232215,3.80E-05,0.000943753,5739.438587,5883.593616,6121.809668,4590.205189,4867.193473,5106.837124
76,SPT_1803,2784.181355,0.282130624,0.069548649,-4.056593873,4.98E-05,0.001219942,3108.112903,3199.702866,2916.106391,2586.988465,2540.012848,2354.164656
77,SPT_0283,21733.89666,-0.264771538,0.065693848,4.030385584,5.57E-05,0.001346575,18648.67742,19542.48902,20675.49158,22551.18229,25050.78266,23934.75698
78,SPT_0561,940.8975208,0.313764753,0.07794959,-4.02522647,5.69E-05,0.001358795,1061.526259,1073.31805,1022.219471,872.6587827,794.3586521,821.3039096
79,SPT_0419,6525.803234,0.244997328,0.060954302,-4.019360714,5.84E-05,0.001375435,7309.238013,7196.353318,6816.07505,5973.664244,6102.265315,5757.223462
80,SPT_1520,872.6922852,0.333737447,0.083535774,-3.995144032,6.47E-05,0.001504844,917.5904952,1057.831774,978.1086875,796.6884877,754.586974,731.347293
81,SPT_1978,715.647239,0.373203712,0.093789541,-3.979161322,6.92E-05,0.001589799,764.658746,922.0290461,777.6922996,637.7506338,633.1221192,558.6305891
82,SPT_1563,2663.226173,0.300574732,0.075634725,-3.974030871,7.07E-05,0.001604644,3189.976368,3023.39757,2676.373869,2432.049047,2335.779907,2321.780274
83,SPT_0404,4612.250571,-0.228086016,0.05747017,3.968772219,7.22E-05,0.0016207,4239.807847,4238.474607,4216.415587,4970.056664,5080.025697,4928.723023
84,SPT_1485,1618.422733,-0.343950643,0.086791419,3.962956779,7.40E-05,0.001640936,1368.289356,1542.671337,1300.309196,1831.283952,2010.08211,1657.900444
85,SPT_0905,2543.125585,0.248291416,0.062721963,-3.958604013,7.54E-05,0.001651465,2792.353821,2798.250942,2731.032884,2325.090869,2255.16164,2356.863355
86,SPT_1082,801.2279759,-0.354654617,0.090077813,3.937202801,8.24E-05,0.001784855,636.0161569,732.6199785,702.8957529,900.6478387,998.5915938,836.5965344
87,SPT_1899,4717.590674,0.297876492,0.075935662,-3.922748331,8.75E-05,0.001873655,5184.386298,4911.531986,5638.508904,4025.426023,3980.392542,4565.298292
88,SPT_0935,528.0179034,-0.396938724,0.10194408,3.893690764,9.87E-05,0.002089048,376.9317818,508.664603,443.9846297,593.7678315,649.2457725,595.5128019
89,SPT_0834,251.3547132,-0.418144958,0.108212977,3.864092539,0.000111503,0.002332792,194.3132813,206.0865956,221.5128498,288.8870426,292.3755797,304.9529303
90,SPT_0335,1841.481177,0.251419297,0.065243471,-3.85355487,0.000116415,0.0024085,2008.803506,1988.199584,2036.767502,1686.340626,1645.687546,1683.088297
91,SPT_0894,2032.123733,0.34660803,0.090515943,-3.829248425,0.000128535,0.002611413,2016.000294,2501.629195,2405.955585,1560.389874,1896.141627,1812.625824
92,SPT_1506,2089.606252,0.2861358,0.074742132,-3.828306643,0.000129028,0.002611413,2262.49029,2458.744123,2218.964218,1853.275353,1991.808636,1752.354891
93,SPT_1811,8271.864221,-0.23666688,0.062207544,3.804472324,0.000142107,0.002845192,7333.527173,7763.389268,7578.424468,8509.672643,9135.661954,9310.509818
94,SPT_1100,520.7249932,-0.337312615,0.088842792,3.796735863,0.000146614,0.002904202,469.5904299,425.2769631,461.2453713,584.7713492,593.3504411,590.1154049
95,SPT_0456,5970.588052,0.276349863,0.072949117,-3.788255066,0.000151709,0.002973498,6785.671672,6095.636472,6874.569785,5437.873743,4960.710662,5669.065978
96,SPT_0218,516.1901368,-0.3458286,0.091496959,3.779673165,0.000157034,0.003045812,451.5984594,475.309547,412.3399369,601.7647047,591.2006206,564.9275522
97,SPT_1480,12147.12833,0.225775797,0.059872417,-3.770948463,0.000162628,0.003121792,13550.65258,13380.14244,12499.65367,11441.52626,10997.40645,11013.38857
98,SPT_1084,325.158483,-0.383285709,0.101835002,3.763791431,0.000167356,0.003179773,264.4819663,293.0479914,266.5825638,357.8600735,374.0687563,394.9095469
99,SPT_0046,662.3113308,-0.317309055,0.084727013,3.745075445,0.00018034,0.003357923,607.2290041,552.7409269,583.9884222,718.7189745,738.4633207,772.7273366
100,SPT_0799,256.7747681,-0.412029815,0.10999643,3.745847155,0.000179786,0.003357923,195.2128799,227.5291315,213.8414091,275.8921237,316.0236045,312.1494596
101,SPT_RS00575,1825.337719,0.263009433,0.070504909,-3.730370514,0.000191198,0.003456421,1905.349675,2118.046052,1988.820998,1651.354306,1608.065688,1680.389598
102,SPT_1603,4882.099479,0.298970114,0.080099797,-3.7324703,0.000189611,0.003456421,5482.153409,5969.36376,4856.021954,4375.289223,4566.218612,4043.549916
103,SPT_1885,367.7286618,-0.367738118,0.098486509,3.733893314,0.000188542,0.003456421,290.5703235,318.0642834,331.7898097,410.8393582,427.8142673,427.2939288
104,SPT_1504,1813.215404,0.25921759,0.070182667,-3.693470201,0.000221214,0.003960589,2029.494272,2056.100948,1876.626178,1653.353524,1671.485391,1592.232114
105,SPT_1332,2398.483218,-0.247985465,0.067297794,3.684897366,0.000228795,0.004057295,2167.132846,2068.013468,2301.432206,2629.971658,2617.406384,2606.942749
106,SPT_1474,2345.329806,-0.240645725,0.065444107,3.677118339,0.000235884,0.004143541,2062.779417,2199.051188,2154.715903,2557.00019,2485.192427,2613.239712
107,SPT_0315,2050.411381,0.352553772,0.095974688,-3.673403667,0.000239341,0.00416498,2030.39387,2586.208087,2401.160935,1524.403945,1792.950246,1967.351205
108,SPT_1260,5157.989051,-0.243033596,0.066556773,3.651523117,0.00026069,0.004494482,4699.502693,4785.259274,4605.741202,5937.678315,5690.574701,5229.178123
109,SPT_1460,1305.3609,0.305410863,0.083944691,-3.638239168,0.000274508,0.004689309,1296.321474,1553.392605,1525.657766,1152.549343,1204.974356,1099.269855
110,SPT_1525,1218.696888,-0.329097358,0.090610161,3.632013819,0.000281218,0.004760255,1065.124653,1053.066766,1067.289185,1164.544653,1466.177539,1495.978534
111,SPT_1229,1489.809976,-0.30444055,0.083934635,3.62711471,0.000286606,0.004807751,1478.040376,1221.033298,1246.609111,1752.314829,1630.638803,1610.223437
112,SPT_0170,1450.358683,0.367912977,0.101595333,-3.621357054,0.000293062,0.004836307,1494.233149,1954.844528,1555.384599,1138.554815,1427.480771,1131.654237
113,SPT_1613,891.5860206,0.351339983,0.097029303,-3.620967805,0.000293503,0.004836307,920.2892907,1137.645658,993.4515689,715.7201471,871.7521879,710.6572711
114,SPT_0023,191.9104586,-0.429011847,0.118777255,3.611902357,0.000303959,0.004964664,155.6305448,139.3764837,169.7306252,215.9155751,217.1318643,253.6776588
115,SPT_0264,4112.468612,-0.29479892,0.082016154,3.594400683,0.000325139,0.005189788,3621.78366,3250.926701,4076.411795,4611.196981,4296.416147,4818.076385
116,SPT_0309,2622.22248,-0.226772864,0.063097008,3.594035134,0.000325596,0.005189788,2325.462186,2464.700383,2426.093117,2814.899349,2833.463338,2868.716503
117,SPT_1862,4035.831715,-0.320882281,0.089291982,3.593629272,0.000326104,0.005189788,3890.763619,3776.268832,2927.613552,4385.285315,4671.559813,4563.49916
118,SPT_1333,2857.561835,-0.248701035,0.069496176,3.578629072,0.000345401,0.005450315,2646.61886,2468.274139,2667.743499,3287.714475,2946.328911,3128.691125
119,SPT_0257,26347.79579,0.212148403,0.059389161,-3.5721738,0.00035403,0.005539533,26786.44567,29122.53759,29223.39436,24361.47445,24596.09564,23996.82704
120,SPT_2255,1289.432774,-0.264948211,0.074228502,3.56935954,0.000357855,0.005552717,1098.409799,1193.634502,1193.867957,1371.463746,1465.102629,1414.118013
121,SPT_1799,2163.387059,0.30902535,0.086673476,-3.565397005,0.000363306,0.005590706,2626.827692,2556.426787,2082.796146,2004.216334,1804.774258,1905.28114
122,SPT_0446,1022.299426,0.287806883,0.080794206,-3.562221835,0.000367729,0.005612395,1147.887717,1211.503282,1044.274863,881.655265,920.1231478,928.3522833
123,SPT_1244,4656.143035,-0.247611285,0.069573742,3.558976102,0.000372303,0.005636008,4487.197441,3974.016664,4225.045958,5362.903057,4861.818922,5025.876169
124,SPT_1072,4682.116752,0.22440966,0.06334249,-3.542798191,0.000395906,0.005944969,4790.362144,5187.90245,5222.333247,4301.318146,4207.198599,4383.585927
125,SPT_RS04410,187.7762386,-0.436414537,0.12329629,3.539559367,0.000400796,0.005970251,134.0401802,181.0703036,135.2091421,243.9046311,230.0307869,202.4023873
126,SPT_0030,425.6579812,0.33433086,0.095504339,-3.500687667,0.000464059,0.006698283,468.6908313,517.003367,462.2043013,349.8632004,378.3683972,377.8177897
127,SPT_0674,512.5342268,0.351206982,0.100231825,-3.5039468,0.000458417,0.006698283,589.2370337,646.8498347,520.6990366,442.8268508,476.1852272,399.4073777
128,SPT_0689,2158.643268,0.261286772,0.074612917,-3.501897312,0.000461958,0.006698283,2195.919999,2375.356483,2539.246867,1911.252683,1890.767076,2039.316498
129,SPT_0943,1018.628553,-0.276005964,0.078756261,3.504559012,0.000457364,0.006698283,849.2210073,925.6028021,962.7658061,1099.570058,1150.153935,1124.457707
130,SPT_0688,49700.96961,0.226756067,0.065060659,-3.485302321,0.000491581,0.007040957,52818.12818,51531.17891,57155.1099,44501.59948,44054.12043,48145.68077
131,SPT_0893,1563.68299,0.253322725,0.073013054,-3.469553872,0.000521324,0.007409957,1609.381761,1794.025508,1731.827735,1385.458274,1466.177539,1395.227123
132,SPT_1253,550.5944387,-0.325892539,0.094405395,3.452054174,0.000556336,0.00780675,475.8876195,459.8232711,501.5204349,681.7334362,622.373017,562.2288537
133,SPT_1775,295.2967253,0.357298749,0.103521955,-3.451429688,0.000557625,0.00780675,345.4458335,346.6543313,324.118369,236.9073671,262.2780935,256.3763573
134,SPT_0564,1193.493458,0.276957269,0.08069276,-3.432244363,0.000598608,0.00831797,1367.389757,1352.071017,1237.019811,1087.574749,1131.880461,985.0249518
135,SPT_0879,10441.27483,0.189174071,0.055279579,-3.422132967,0.000621319,0.008569603,11004.78875,11300.21645,11156.19262,9670.218859,9954.743541,9561.488778
136,SPT_0168,693.8783961,-0.297472195,0.087221826,3.410524728,0.00064838,0.008748432,643.2129451,643.2760787,556.1794497,787.6920054,750.2873331,782.6225644
137,SPT_0815,1304.169023,-0.254323992,0.074525407,3.412581049,0.000643508,0.008748432,1164.080491,1207.929526,1167.976844,1484.419579,1462.952809,1337.654889
138,SPT_1960,5447.431378,0.2297241,0.067321629,-3.412337221,0.000644084,0.008748432,5554.121291,6326.739359,5847.555663,4841.107084,4998.33252,5116.732352
139,SPT_1142,903.1079774,0.264733327,0.077761573,-3.404423487,0.000663039,0.008879679,1018.34553,941.0890781,1019.342681,811.6826249,810.4823054,817.7056449
140,SPT_1362,164.3648455,0.405163568,0.119077073,-3.402532139,0.000667645,0.008879679,188.0160917,190.6003196,204.2521083,139.9452802,131.1390468,132.2362264
141,SPT_1405,407.6690224,0.344846724,0.101470308,-3.398498838,0.000677568,0.008947735,465.0924373,446.7194991,483.3007632,390.8471753,307.4243227,352.6299371
142,SPT_1733,1263.634797,-0.245647542,0.072727581,3.377639389,0.000731109,0.009586794,1149.686915,1193.634502,1101.810669,1348.472735,1375.885081,1412.318881
143,SPT_1539,69.46101609,-0.465318103,0.138103071,3.369353765,0.000753447,0.009810612,54.87551,41.69381992,54.65901489,94.96286868,80.61826645,89.9566166
144,SPT_0494,1018.416285,-0.256458111,0.076576839,3.349029735,0.000810951,0.010486046,890.6025394,964.9141181,906.188931,1079.577875,1150.153935,1119.060311
145,SPT_1180,1469.901027,0.251992443,0.075683554,-3.329553518,0.000869853,0.011093611,1516.723113,1692.769089,1618.673985,1254.509476,1380.184722,1356.545778
146,SPT_1306,4595.576586,0.301770103,0.090613339,-3.330305511,0.000867507,0.011093611,4739.085028,5965.790004,4712.182441,3950.455337,4461.952321,3743.994383
147,SPT_0261,22799.07392,-0.264511238,0.07990394,3.310365407,0.000931742,0.011802072,19232.51686,22501.55898,19800.94734,24817.29622,27588.64569,22853.47845
148,SPT_1938,39080.01782,-0.213480061,0.064544545,3.307484169,0.00094138,0.011843582,33617.99687,38024.76376,36425.91824,41185.89595,43784.31796,41441.21414
149,SPT_0886,3429.053393,0.203774552,0.061645965,-3.305561863,0.000947862,0.011845091,3699.149133,3672.629909,3680.373669,3234.73519,3046.295562,3241.136896
150,SPT_RS00925,66.34018372,0.457552545,0.138526437,-3.302997995,0.000956571,0.011874231,91.75904952,81.00513584,80.5501272,43.98280233,44.07131899,56.67266846
151,SPT_0222,1600.640272,0.260067738,0.078826577,-3.299239264,0.000969472,0.011954686,1627.373731,1810.703036,1838.268974,1377.4614,1397.383285,1552.651203
152,SPT_2137,3201.345937,-0.250858183,0.076161203,3.293779149,0.000988501,0.012029997,3002.859875,3096.063942,2600.618393,3588.596827,3570.851749,3349.084836
153,SPT_2235,1989.568046,-0.237770318,0.072171797,3.294504607,0.000985953,0.012029997,1954.827594,1765.43546,1718.402714,2160.15536,2205.71577,2132.87138
154,SPT_0813,341.5029849,0.35890569,0.109310477,-3.28336037,0.001025774,0.012402546,421.0121095,358.5668513,399.8738458,336.8682815,260.1282731,272.5685483
155,SPT_1206,572.5622596,0.383576606,0.116966116,-3.279382262,0.001040346,0.012417464,558.6506838,805.2863504,647.2778079,379.8514747,528.8558279,515.4514131
156,SPT_1800,11132.92346,0.184706829,0.056323482,-3.27939295,0.001040307,0.012417464,11650.70049,12298.48562,11680.72737,10378.94174,10310.53882,10478.1467
157,SPT_1334,1198.849358,-0.281115772,0.085783667,3.277031437,0.001049047,0.012441562,946.3776479,1135.263154,1126.742851,1244.513384,1368.360709,1371.838403
158,SPT_1379,962.8153356,0.275857562,0.084360223,-3.269995642,0.001075491,0.012594748,1001.253158,1020.902962,1171.812565,899.6482296,844.8794324,838.3956667
159,SPT_1861,279.6461663,0.34596281,0.105774561,-3.270756269,0.001072603,0.012594748,328.3534615,301.3867554,329.8719495,241.9054128,223.5813256,252.7780926
160,SPT_0747,406.1643691,-0.33066789,0.10171296,3.250990742,0.001150036,0.013383544,349.9438261,322.8292914,380.695244,493.8069171,413.8404344,475.8705018
