,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC20MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF20MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF20MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF20MIN.C
11,SPT_0962,3218.803661,2.766630566,0.115875293,-23.87593161,5.45E-126,1.07E-123,854.9850004,811.782164,783.4478569,5386.539006,5137.928152,6338.139787
12,SPT_0465,2085.656209,2.370805584,0.10243955,-23.14345964,1.69E-118,3.04E-116,674.4617051,712.0410107,627.0892033,3508.218318,3463.03656,3529.090456
13,SPT_1246,1588.375088,2.367445446,0.106583238,-22.21217412,2.62E-109,4.34E-107,530.6146465,529.7363473,474.867022,2724.574848,2706.755683,2563.701984
14,SPT_1245,6667.983079,2.413409199,0.109245753,-22.09156088,3.81E-108,5.86E-106,2067.682388,2093.455983,2120.35571,9906.626856,11683.97328,12135.80426
15,SPT_0069,974.1209612,2.690720012,0.124199165,-21.66455802,4.43E-104,6.37E-102,258.1626018,268.7469963,247.3610446,1777.335705,1497.461303,1795.658116
16,SPT_1116,19706.32707,2.266360595,0.105663068,-21.44893801,4.67E-102,6.29E-100,6925.140346,6627.799634,6672.957142,34128.88494,29054.5244,34828.65594
17,SPT_0583,2539.835325,-2.344439416,0.109415902,21.42686177,7.51E-102,9.52E-100,3954.841481,4259.501361,4531.919071,866.4511562,797.8071145,828.4917646
18,SPT_2042,9659.473657,2.764001105,0.129176541,-21.39708249,1.42E-101,1.70E-99,2747.383556,2541.737055,2059.963214,18425.72004,15462.86092,16719.17715
19,SPT_0099,687.8401971,2.614892857,0.124081751,-21.07395195,1.38E-98,1.56E-96,206.2442926,186.7376036,179.5228986,1133.051512,1244.528764,1176.956112
20,SPT_0067,2242.936153,2.734645845,0.129952888,-21.04336344,2.63E-98,2.83E-96,546.8093485,639.4516159,551.8054071,3336.543846,4064.537823,4318.468876
21,SPT_1117,8918.483353,2.230082841,0.106261923,-20.98665986,8.68E-98,8.91E-96,3038.888191,3195.595727,3113.109066,13426.96337,14468.74795,16267.59581
22,SPT_2045,8948.865102,3.092060854,0.148964825,-20.75698639,1.06E-95,1.04E-93,1994.806229,2135.014797,1404.745999,16315.13389,14797.18274,17046.30695
23,SPT_0125,1953.386892,-2.305990783,0.113549703,20.30820622,1.09E-91,1.02E-89,3022.217174,3349.086279,3389.425417,644.2841931,616.6017131,698.706574
24,SPT_0080,10072.60363,2.299465736,0.113385216,-20.28011963,1.93E-91,1.73E-89,3384.216394,3444.394492,3304.214087,15699.12549,15445.24373,19158.42759
25,SPT_1733,2408.063896,2.258381598,0.114100068,-19.79299076,3.42E-87,2.95E-85,869.7507581,735.868064,876.9321313,3867.724858,4250.776708,3847.330855
26,SPT_1731,2760.842932,2.276223057,0.115335356,-19.73569187,1.06E-86,8.83E-85,882.6112567,899.8868494,1034.118079,5012.894568,4450.857672,4284.689169
27,SPT_0084,2656.381165,2.095936492,0.106215762,-19.73281972,1.13E-86,9.00E-85,995.4978557,991.3162398,1017.57219,4730.136615,4029.30344,4174.460651
28,SPT_0102,822.6709931,2.413586128,0.124185349,-19.43535332,3.88E-84,2.98E-82,272.9283595,256.5564109,243.2245723,1339.060878,1526.403833,1297.851906
29,SPT_1050,2298.183112,-2.30043701,0.119707193,19.21719949,2.66E-82,1.97E-80,3807.660219,3603.980338,4062.84311,868.4708559,695.8790762,750.2650743
30,SPT_0097,753.2785106,2.386870262,0.124497558,-19.17202466,6.34E-82,4.55E-80,239.1100113,262.6517036,215.0965605,1294.627485,1206.777639,1301.407665
31,SPT_1115,23947.67916,2.304323959,0.121411121,-18.97951315,2.52E-80,1.75E-78,8031.619542,7855.169936,8114.104098,35657.79758,37187.37515,46840.00865
32,SPT_1008,5933.146115,-2.199794211,0.11662572,18.86199905,2.34E-79,1.58E-77,9079.035707,9289.226073,10916.15045,2001.522368,2291.493305,2021.44879
33,SPT_1732,2493.23801,1.955861307,0.103886165,-18.82696606,4.54E-79,2.97E-77,1087.90292,970.2597742,992.7533561,3946.493145,4162.690749,3799.328113
34,SPT_0085,2136.615486,2.071989879,0.110778583,-18.70388503,4.60E-78,2.92E-76,852.6034266,779.6433479,815.712341,3784.917172,3402.63476,3184.181868
35,SPT_1082,520.7319563,-3.071783493,0.164920504,18.62584342,1.98E-77,1.22E-75,900.234903,940.8915457,953.0432219,119.1622802,83.05247564,128.0073113
36,SPT_0081,8147.79462,2.213678294,0.11891852,-18.61508441,2.42E-77,1.45E-75,2714.994152,2935.160493,2956.750412,14438.8329,11456.20816,14384.8216
37,SPT_0670,2735.98623,1.94104928,0.105583135,-18.38408452,1.76E-75,1.03E-73,1139.344914,1055.593872,1180.549199,4635.210731,4079.638273,4325.580393
38,SPT_2044,2562.044338,2.914374224,0.15856083,-18.38016501,1.89E-75,1.07E-73,703.9932204,602.8798597,456.6665438,5243.14033,4274.685754,4090.900322
39,SPT_1898,13265.78217,2.082424346,0.114458808,-18.19365744,5.79E-74,3.20E-72,5393.312067,5386.576393,4325.922749,21633.00311,20838.62116,22017.25754
40,SPT_1135,2639.321321,2.736104727,0.150902611,-18.13159305,1.79E-73,9.67E-72,729.2379029,678.7939596,624.6073199,5731.907649,3841.806184,4229.57491
41,SPT_2013,2620.935553,1.829841305,0.101351238,-18.05445436,7.28E-73,3.83E-71,1171.734318,1114.884446,1152.421188,3807.133868,4184.083053,4295.356445
42,SPT_0100,480.1149065,2.359281271,0.131047967,-18.0031886,1.84E-72,9.44E-71,164.8049082,150.7199649,148.9130034,840.1950605,820.4577897,755.5987123
43,SPT_1959,7419.067298,1.742017324,0.097034348,-17.95258447,4.58E-72,2.30E-70,3305.148144,3331.908636,3574.739377,10785.19621,11946.97278,11570.43863
44,SPT_0088,1144.380073,2.402446786,0.135705764,-17.70335104,3.95E-70,1.94E-68,379.6228665,396.7481429,301.9624792,1734.922012,1969.350369,2083.674567
45,SPT_0089,5086.322162,2.163138589,0.12221,-17.70017669,4.18E-70,2.00E-68,1961.464196,1824.15487,1741.454846,9341.11095,8490.228078,7159.520034
46,SPT_0092,1107.665957,2.188917941,0.123860952,-17.6723811,6.84E-70,3.21E-68,392.9596799,382.3410875,410.3380539,2068.172457,1662.307884,1729.876581
47,SPT_0470,1247.21153,-2.221264119,0.126647828,17.53890412,7.23E-69,3.32E-67,1976.229954,1891.757207,2304.015081,454.4324246,426.5877158,430.2467962
48,SPT_0705,7103.554685,-1.93360883,0.111493067,17.34286158,2.23E-67,1.00E-65,10779.95573,10466.17168,12577.35773,3084.081388,2778.482822,2935.278762
49,SPT_0103,481.6709093,2.410033681,0.14013593,-17.1978284,2.76E-66,1.21E-64,156.2312424,140.1917321,155.5313591,914.9239481,746.2139099,776.9332642
50,SPT_1136,1320.937029,1.876638767,0.110255205,-17.02086326,5.75E-65,2.48E-63,536.3304237,553.5634006,600.6157805,1942.951078,2148.039029,2144.122464
51,SPT_0329,2786.128208,-2.093342851,0.123170207,16.99552918,8.86E-65,3.74E-63,4316.364387,4398.584859,4851.254734,943.1997434,996.6297077,1210.735819
52,SPT_0172,1458.386397,3.478320542,0.205357215,-16.93790277,2.36E-64,9.80E-63,277.6915071,268.1928787,143.9492366,2290.33942,2473.957077,3296.188265
53,SPT_0248,9935.859755,2.361642543,0.139697428,-16.90541172,4.10E-64,1.67E-62,3243.227224,3431.095672,2930.27699,13247.2101,18456.52516,18306.82339
54,SPT_0086,1643.36877,2.189388444,0.130217632,-16.81330253,1.95E-63,7.78E-62,590.1539919,611.1916224,554.2872905,3176.987573,2456.339886,2471.252259
55,SPT_1248,2743.170153,2.762555348,0.164416356,-16.802193,2.35E-63,9.21E-62,684.9406299,767.4527625,620.4708476,6069.197493,3733.586291,4583.372895
56,SPT_1875,510.4755039,-2.536529709,0.151165294,16.77984174,3.43E-63,1.32E-61,918.334864,912.6315523,789.2389181,145.4183759,158.5547262,138.6745872
57,SPT_0438,7869.948032,-2.233772066,0.1331513,16.77619417,3.64E-63,1.38E-61,11471.08845,14216.99316,13321.92274,3096.199586,2320.435835,2793.048417
58,SPT_1855,3866.894138,1.530378023,0.091392873,-16.7450477,6.15E-63,2.29E-61,1980.993101,2001.472475,1967.306234,5766.242543,5593.458397,5891.892077
59,SPT_1735,762.991898,2.381009217,0.142761812,-16.67819415,1.89E-62,6.90E-61,219.581106,224.4175948,288.7257677,1185.563703,1416.925569,1242.737647
60,SPT_0101,318.5974141,2.618033364,0.157542077,-16.6179945,5.16E-62,1.85E-60,100.0261003,83.67174523,78.59297403,496.8461175,567.5252502,584.9222973
61,SPT_0191,2388.02321,2.162009386,0.131315534,-16.46423175,6.63E-61,2.34E-59,832.5982065,873.843326,890.1688427,3203.243668,4341.379409,4186.905806
62,SPT_1595,1706.736695,-1.931407878,0.117973816,16.37149623,3.06E-60,1.06E-58,2525.420876,2591.607632,3011.351847,682.6584867,723.5632348,705.8180913
63,SPT_1655,3010.957668,1.994215305,0.122698896,-16.25291965,2.13E-59,7.29E-58,1260.328864,1266.712646,1071.34633,4312.058784,4784.325945,5370.973435
64,SPT_1225,224.6766753,2.694882169,0.168029174,-16.03818017,6.92E-58,2.33E-56,58.11040114,59.84469195,58.73790691,383.7429363,357.3773194,430.2467962
65,SPT_1216,1065.739648,-2.120398163,0.137147663,15.46069486,6.39E-54,2.12E-52,1809.043472,1901.731322,1498.230273,369.6050387,383.8031071,432.0246755
66,SPT_0760,493.8837459,-2.309001848,0.149815834,15.41226844,1.35E-53,4.42E-52,842.6008166,846.6915676,779.3113846,195.9108675,154.7796137,144.0082252
67,SPT_0087,1171.806017,2.215414332,0.14377773,-15.40860562,1.43E-53,4.61E-52,481.0779111,418.9128437,328.435902,2045.95576,1822.120981,1934.332704
68,SPT_1173,8551.300023,-1.622983545,0.105759244,15.34602064,3.77E-53,1.19E-51,12530.41248,12670.45117,13575.07485,4602.895536,3889.624276,4039.341822
69,SPT_0582,684.6346378,-2.399465289,0.156391005,15.34273204,3.96E-53,1.24E-51,1058.847719,1049.498579,1351.799153,244.3836594,198.8225932,204.4561222
70,SPT_0548,2299.131033,1.730245796,0.112909467,-15.32418715,5.27E-53,1.62E-51,1157.92119,1019.022116,1001.853595,3241.617962,3656.82567,3717.545665
71,SPT_2156,291.2860545,2.254117929,0.147470667,-15.28519519,9.60E-53,2.91E-51,98.59715604,102.5117408,97.62074669,519.0628138,460.5637286,469.3601413
72,SPT_2225,310.8594372,2.747253322,0.180960772,-15.18148546,4.69E-52,1.40E-50,84.30771313,94.75409559,54.60143459,529.1613122,520.965529,581.3665387
73,SPT_1072,1413.675659,-1.817241339,0.120448805,15.08725084,1.96E-51,5.80E-50,2046.724539,2127.811269,2446.309728,607.9295991,650.5777259,602.7010905
74,SPT_2226,367.7450014,2.362981967,0.157615307,-14.99208427,8.27E-51,2.41E-49,113.8392285,131.3258518,108.3755747,537.2401108,602.7596338,712.9296086
75,SPT_0452,1587.315552,-1.802397064,0.121065824,14.88774453,3.96E-50,1.14E-48,2646.404826,2330.064164,2433.900311,698.816084,634.2189049,780.4890228
76,SPT_1056,1235.845773,-1.653237725,0.111527025,14.82365125,1.03E-49,2.92E-48,1897.161703,1946.614841,1788.61063,626.1068961,587.6591837,568.9213834
77,SPT_0586,12511.66735,-1.491987052,0.101689029,14.67205521,9.74E-49,2.72E-47,17667.94352,18506.97099,19263.55158,6939.688048,5999.91218,6691.937772
78,SPT_2040,896.1175009,1.842578811,0.125813998,-14.6452608,1.44E-48,3.99E-47,408.6780671,354.0810941,402.8924037,1264.33199,1410.633715,1536.087735
79,SPT_1727,1559.796182,1.902395758,0.130743773,-14.55056492,5.79E-48,1.58E-46,704.9458499,610.6375049,646.116976,2421.619898,2831.334397,2144.122464
80,SPT_0277,1131.005093,-1.905687385,0.131663734,14.47389748,1.77E-47,4.77E-46,1920.024812,1650.161969,1791.092513,529.1613122,410.2288948,485.3610552
81,SPT_0927,10358.37398,-2.074841778,0.143878113,14.4208298,3.83E-47,1.02E-45,14990.57824,18946.9403,16413.52215,3659.695793,4749.091562,3390.415869
82,SPT_1656,1495.399301,1.615911907,0.112101337,-14.41474256,4.18E-47,1.10E-45,760.1983625,728.1104188,708.1640607,2130.783146,2154.330883,2490.808932
83,SPT_2009,2226.189847,1.513241021,0.105593952,-14.33075467,1.41E-46,3.65E-45,1219.365794,1111.559741,1122.638587,3065.904091,3466.811673,3370.859197
84,SPT_0584,684.9289138,-1.851025336,0.129179219,14.32912628,1.44E-46,3.69E-45,1041.224073,1126.520914,1055.627735,274.6791544,284.3918105,327.1297955
85,SPT_2035,1612.397967,-1.451736337,0.102237371,14.19966415,9.21E-46,2.33E-44,2345.85021,2364.41945,2384.262644,826.0571629,880.8595902,872.9387476
86,SPT_1588,2364.749196,1.572317319,0.110973489,-14.16840484,1.44E-45,3.60E-44,1197.455315,1112.113859,1247.560051,3772.798974,3653.050557,3205.51642
87,SPT_0190,676.8139621,2.300193993,0.162679862,-14.13938991,2.17E-45,5.38E-44,223.3916241,229.4046525,223.3695051,856.3526579,1166.509772,1361.855561
88,SPT_1897,14393.87938,1.677299667,0.118851668,-14.11254634,3.18E-45,7.78E-44,6787.961694,6564.630237,7117.214269,18645.86731,23955.60574,23291.99701
89,SPT_0757,2739.108483,-1.535860707,0.108838098,14.1114255,3.23E-45,7.82E-44,3890.062673,4165.855501,4186.109985,1282.509287,1525.145462,1384.967993
90,SPT_1734,1239.922785,2.68105403,0.191062035,-14.03237454,9.88E-45,2.37E-43,311.5098553,287.5869919,383.0373366,1841.966094,2928.228952,1687.207478
91,SPT_2159,338.2485988,2.168917507,0.155733193,-13.92713696,4.33E-44,1.03E-42,124.794468,104.1740934,136.5035865,551.3780085,504.6067081,608.0347285
92,SPT_1083,477.3540147,-1.981041079,0.142396302,13.91216659,5.34E-44,1.25E-42,791.1588221,787.4009932,713.1278275,171.6744715,196.3058515,204.4561222
93,SPT_0141,1083.668286,-1.700163444,0.122585935,13.86915587,9.74E-44,2.25E-42,1686.630577,1681.19255,1606.605848,563.4962065,446.7216493,517.362883
94,SPT_1419,1369.219048,2.335613216,0.16840846,-13.86874045,9.80E-44,2.25E-42,489.6515768,453.8222473,391.3102812,2201.472635,1779.336372,2899.721176
95,SPT_2049,339.9221602,-2.393444421,0.172765556,13.85371297,1.21E-43,2.74E-42,508.2278526,591.7975093,622.1254365,88.86678525,118.2868592,110.228518
96,SPT_2154,169.2395362,2.514744602,0.18161644,-13.84645903,1.34E-43,3.00E-42,48.58410587,43.77528393,57.08331798,284.7776527,293.2004064,288.0164503
97,SPT_0780,389.094777,-2.026727075,0.147096481,13.77821589,3.45E-43,7.66E-42,627.3065435,618.9492677,630.3983812,167.6350722,140.9375344,149.3418631
98,SPT_0469,1418.327301,-1.603789182,0.116418901,13.7760206,3.55E-43,7.81E-42,1947.651068,2140.555972,2325.524737,692.756985,695.8790762,707.5959706
99,SPT_1960,6732.725078,1.559798745,0.113253272,-13.77265947,3.72E-43,8.10E-42,3076.040742,3392.307446,3721.997791,10243.9167,9241.475472,10720.61232
100,SPT_0779,3982.288863,1.329374775,0.096604994,-13.76093217,4.38E-43,9.44E-42,2221.055742,2359.432392,2202.257862,5889.444222,5418.54485,5802.998111
101,SPT_2256,6657.504035,2.173590596,0.158408733,-13.7214064,7.56E-43,1.61E-41,2552.570817,2661.426439,1940.832811,8607.959971,11792.19317,12390.041
102,SPT_1895,10608.50671,1.594763079,0.116308104,-13.71153882,8.66E-43,1.83E-41,5515.248646,5515.685775,4724.678681,17486.5597,14340.39413,16068.47332
103,SPT_1215,576.2379098,-1.826296499,0.133264186,13.70433088,9.56E-43,2.00E-41,891.6612372,903.2115545,911.6784987,230.2457618,280.616698,240.0137086
104,SPT_1600,3669.417769,-1.350813145,0.098904275,13.65778319,1.81E-42,3.76E-41,5084.6601,5427.026972,5317.021517,2183.295338,1970.60874,2033.893946
105,SPT_0456,2125.288633,-1.498851258,0.11012355,13.61063331,3.46E-42,7.11E-41,3201.78784,3278.713354,2945.995584,1173.445505,1019.280383,1132.509129
106,SPT_0098,222.5256563,2.213800518,0.163339001,-13.55341044,7.56E-42,1.54E-40,81.44982455,74.25174742,76.9383851,385.762636,330.9515317,385.7998131
107,SPT_0090,346.6594093,2.284196309,0.170182638,-13.42202905,4.49E-41,9.05E-40,110.5050251,119.1352664,118.3031083,716.993381,486.9895163,528.030159
108,SPT_1874,974.6974959,-1.577990389,0.118047067,13.367468,9.37E-41,1.87E-39,1484.673118,1535.459643,1368.345043,458.4718239,494.5397413,506.6956071
109,SPT_0869,809.6145968,-1.626716735,0.122128154,13.31975213,1.78E-40,3.51E-39,1185.071132,1267.820881,1221.086628,381.7232366,369.9610279,432.0246755
110,SPT_RS08125,1454.411404,1.459948722,0.110429118,-13.22068624,6.67E-40,1.31E-38,730.1905324,783.5221706,806.6121019,2142.901344,2282.684709,1980.557566
111,SPT_0769,1094.666498,-1.499854635,0.113512481,13.21312525,7.37E-40,1.43E-38,1668.530616,1631.876091,1556.96818,555.4174078,543.6162042,611.5904871
112,SPT_1485,753.2668669,-2.135208995,0.161772325,13.19885216,8.91E-40,1.71E-38,1035.508296,1189.136194,1471.75685,242.3639598,307.0424857,273.7934158
113,SPT_1063,535.9811404,-2.300599578,0.174663003,13.17164791,1.28E-39,2.44E-38,894.5191258,813.4445165,978.6893503,179.7532702,221.4732684,128.0073113
114,SPT_0706,1956.14632,-1.821512815,0.138552109,13.14677074,1.78E-39,3.36E-38,3051.74869,3244.358068,2876.502849,870.4905555,1000.40482,693.372936
115,SPT_0911,969.4391873,-1.510457702,0.115310533,13.09904366,3.33E-39,6.25E-38,1393.696998,1429.069079,1487.475445,496.8461175,474.4058078,535.1416763
116,SPT_1145,3087.771267,1.236153856,0.094389094,-13.09636318,3.45E-39,6.42E-38,1871.440706,1794.232524,1842.38477,4352.452778,4184.083053,4482.033774
117,SPT_RS00405,153.2379346,2.489702037,0.191258285,-13.01748595,9.73E-39,1.79E-37,50.01305016,46.54587152,38.05554532,244.3836594,254.1909103,286.238571
118,SPT_1675,1403.191509,-1.923751509,0.148017756,12.99676179,1.28E-38,2.33E-37,2041.485076,2598.257042,2034.317086,652.3629917,488.2478871,604.4789699
119,SPT_0276,30610.7252,1.28332985,0.099865123,-12.85063108,8.53E-38,1.54E-36,18762.51485,17219.20187,17367.39267,40058.72315,45581.96705,44674.55163
120,SPT_1517,735.3613338,-1.916315042,0.149766665,12.79533762,1.74E-37,3.13E-36,1289.384065,1251.751473,954.6978108,304.9746494,302.0090023,309.3510022
121,SPT_0204,24165.29445,2.164256858,0.169483838,-12.76969468,2.42E-37,4.31E-36,8894.701893,10240.64585,6930.24572,30444.95275,42005.67711,46475.54339
122,SPT_0163,11890.66852,-1.606067526,0.126186905,12.72768773,4.15E-37,7.33E-36,16686.73511,17846.4629,19258.58781,6715.501385,5007.057585,5829.6663
123,SPT_1456,5246.546339,-1.154562241,0.090717654,12.72698528,4.19E-37,7.34E-36,7330.48421,7127.613635,7283.500456,3172.948173,3318.323913,3246.407644
124,SPT_1071,514.4343138,-1.966490497,0.154804662,12.70304438,5.69E-37,9.88E-36,759.245733,759.1409998,947.2521607,220.1472635,217.6981559,183.1215703
125,SPT_1455,1673.040407,-1.396735934,0.110459233,12.64480928,1.20E-36,2.06E-35,2339.181803,2603.798217,2338.761448,975.5149381,879.6012193,901.3848168
126,SPT_1144,2482.683704,1.20221089,0.095714309,-12.5604092,3.49E-36,5.96E-35,1547.546667,1507.199649,1447.765311,3399.154536,3543.572294,3450.863766
127,SPT_1740,216.2447837,2.030052035,0.161817053,-12.54535287,4.22E-36,7.15E-35,81.92613932,91.42939048,77.76567956,353.4474413,328.43479,364.4652612
128,SPT_0189,362.4228517,2.561566745,0.20574516,-12.45019202,1.40E-35,2.35E-34,105.2655627,121.905854,77.76567956,763.4464733,658.1279509,448.0255894
129,SPT_2190,4919.094979,1.345111068,0.108242582,-12.42681992,1.87E-35,3.12E-34,2991.256715,2689.686433,2629.141805,6503.432921,7584.201071,7116.85093
130,SPT_0933,37495.90274,1.145384128,0.092478263,-12.38544157,3.13E-35,5.19E-34,23539.95193,22786.9747,23580.37409,53386.72124,48492.57881,53188.81571
131,SPT_1073,623.9534586,-1.661780736,0.134221094,12.38092077,3.32E-35,5.45E-34,936.9111397,1024.009173,892.6507261,272.6594547,325.9180484,291.572209
132,SPT_2219,1304.624008,1.754891264,0.142118616,-12.34807458,4.99E-35,8.15E-34,623.4960254,676.0233721,473.2124331,1878.320688,2027.235428,2149.456102
133,SPT_2234,3197.559314,-1.444811546,0.117280178,12.31931571,7.13E-35,1.16E-33,4414.485228,5340.584639,4296.140149,1706.646217,1688.733671,1738.765978
134,SPT_0119,4663.539652,-1.569496716,0.127641753,12.29610752,9.50E-35,1.53E-33,6274.018064,6644.977277,8045.438657,2579.156472,2153.072513,2284.57493
135,SPT_2051,402.764797,1.639429455,0.135000394,-12.14388643,6.18E-34,9.87E-33,195.289053,193.9411313,195.2414934,603.8901998,668.1949177,560.0319868
136,SPT_1726,2213.739014,1.840071036,0.151790898,-12.12240698,8.04E-34,1.27E-32,1147.442265,972.4762442,748.7014894,3595.065403,3120.759691,3697.988992
137,SPT_1803,827.7672462,-1.747816951,0.145056074,12.04925036,1.96E-33,3.08E-32,1206.981611,1189.690311,1439.492366,428.1763289,387.5782197,314.6846402
138,SPT_1351,1586.989651,-1.310267314,0.108757333,12.0476227,2.00E-33,3.12E-32,2198.192633,2231.985363,2361.098399,983.5937367,867.0175109,880.0502649
139,SPT_RS10825,5457.341164,1.299826056,0.107909223,-12.04555103,2.05E-33,3.17E-32,3414.224225,3212.219252,2800.391759,7844.513498,7911.37749,7561.320761
140,SPT_0535,749.0905979,1.384034885,0.11496079,-12.03919079,2.21E-33,3.40E-32,420.1096214,386.7740276,434.3295933,1112.854515,1089.74915,1050.72668
141,SPT_0729,4621.302031,-1.277378775,0.1064006,12.0053719,3.33E-33,5.09E-32,5998.708131,6465.997318,7189.188887,2722.555148,2691.655233,2659.707467
142,SPT_1067,713.7153167,-1.571429255,0.13111308,11.98529741,4.24E-33,6.44E-32,1029.792519,1092.719746,1090.374103,304.9746494,366.1859153,398.2449684
143,SPT_0958,12552.38959,1.317712066,0.110043984,-11.97441262,4.84E-33,7.29E-32,7409.552461,7076.080706,7008.838694,16060.65173,17736.73703,20022.47694
144,SPT_0784,828.4301178,-1.799925573,0.150362222,11.97059707,5.07E-33,7.58E-32,1133.152822,1185.811489,1554.486297,361.52624,380.0279946,355.5758646
145,SPT_1340,26556.41374,-1.379261809,0.115466076,11.94516913,6.88E-33,1.02E-31,39528.40959,40550.31997,35176.56059,16466.61137,14312.70997,13303.87097
146,SPT_0846,1515.639824,-1.225056547,0.102566319,11.94404317,6.97E-33,1.03E-31,2105.787569,2087.360691,2182.402795,900.7860505,885.8930735,931.6087653
147,SPT_0528,5356.298156,1.795786964,0.150600443,-11.92418116,8.86E-33,1.30E-31,2290.121383,2397.666501,2437.209489,6374.172142,10095.90927,8542.710148
148,SPT_1435,3919.535795,-1.319091894,0.111449495,11.83578175,2.55E-32,3.71E-31,5071.799601,5610.439871,6130.251974,2294.378819,2305.335385,2105.009119
149,SPT_0170,389.0086421,-2.080258448,0.176541118,11.78342173,4.75E-32,6.87E-31,510.6094264,671.0363144,711.4732386,165.6153725,138.4207927,136.8967079
150,SPT_0957,8297.5619,1.33506273,0.113745808,-11.73724776,8.21E-32,1.18E-30,5003.68659,4706.674199,4370.59665,11063.91476,11285.06972,13355.42948
151,SPT_0999,1645.240748,1.300475941,0.110880396,-11.72863723,9.09E-32,1.30E-30,929.7664183,981.3421245,931.5335658,2342.851611,2550.717699,2135.233067
152,SPT_2157,125.8284882,2.29355033,0.197200901,-11.63052664,2.88E-31,4.09E-30,45.72621729,38.78822627,40.53742871,203.9896661,221.4732684,204.4561222
153,SPT_RS02835,2144.004222,1.783654323,0.153651815,-11.60841689,3.73E-31,5.26E-30,1005.024151,1035.645641,827.2944635,2607.432267,3514.629765,3873.999045
154,SPT_RS08580,166.1323932,2.487206123,0.215499207,-11.54160221,8.14E-31,1.14E-29,61.44460449,40.45057882,43.0193121,345.3686427,241.6072019,264.9040191
155,SPT_0806,6490.914629,-1.311088658,0.113633147,11.53790683,8.50E-31,1.18E-29,8560.328929,8798.277952,10441.28342,3669.794291,3923.600289,3552.202888
156,SPT_1384,216.3808269,-2.296818163,0.199409286,11.51811036,1.07E-30,1.48E-29,311.0335405,367.3799145,403.7196982,72.70918793,61.66017131,81.78244886
157,SPT_1302,13243.80916,-1.110365066,0.096419709,11.51595536,1.10E-30,1.50E-29,17984.69284,17696.29706,18672.86333,8941.210416,7889.985186,8277.806128
158,SPT_0585,406.3151403,-2.118644215,0.184024883,11.51281381,1.14E-30,1.55E-29,719.2352928,765.79041,503.8223282,147.4380755,152.262872,149.3418631
