,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC30MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF30MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF30MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF30MIN.C
102,SPT_1595,1574.293387,-2.099313996,0.139952295,15.0002113,7.32E-51,1.55E-49,2344.651832,2331.88902,3004.846476,505.6062345,642.9539913,615.812766
103,SPT_1819,477.2837104,1.93210367,0.131572705,-14.68468462,8.08E-49,1.69E-47,197.8448605,195.2736918,197.0929637,791.4987649,688.8792764,793.1127053
104,SPT_RS08125,1222.777988,1.6403595,0.112011752,-14.64453037,1.46E-48,3.02E-47,616.3628347,577.5335977,579.7818016,1932.421734,1708.690754,1921.877204
105,SPT_RS10825,4066.172054,1.628422582,0.111422327,-14.61486785,2.26E-48,4.63E-47,1988.435966,2187.894096,1763.982025,6035.508977,6421.435451,5999.775806
106,SPT_1477,8900.319384,-2.088509159,0.142982155,14.60678191,2.54E-48,5.17E-47,12219.29808,16463.59229,14626.76157,3578.950937,3782.082302,2731.231125
107,SPT_0119,4501.595407,-1.796984843,0.123318833,14.57186058,4.24E-48,8.46E-47,6426.153258,6363.228922,8213.028043,2022.424938,1924.809743,2059.927538
108,SPT_0921,2797.535025,-1.663778404,0.114173795,14.57233165,4.21E-48,8.46E-47,3814.220628,4408.938102,4544.635255,1424.168346,1325.079549,1268.168268
109,SPT_2154,145.8199125,2.873730164,0.198279771,-14.49330989,1.34E-47,2.64E-46,34.71796831,32.11397584,36.9549307,230.3023162,272.8502232,267.9800608
110,SPT_0957,7179.046281,1.570149547,0.109180311,-14.38125183,6.79E-47,1.33E-45,3765.235002,3871.28799,3178.945261,10607.14231,10481.77095,11169.89617
111,SPT_2159,353.1526068,2.238219264,0.155873142,-14.35923624,9.32E-47,1.81E-45,128.8845125,111.3629807,128.9316471,500.3119283,576.767551,672.6570214
112,SPT_1524,8537.644182,-1.408448301,0.099241173,14.19217711,1.02E-45,1.97E-44,11948.21257,12513.05529,12771.62405,4934.293304,4684.37908,4374.300791
113,SPT_1057,3817.265869,-1.899274774,0.133836893,14.19096578,1.04E-45,1.99E-44,6012.866758,5622.535608,6440.01259,1943.010346,1535.795563,1349.374347
114,SPT_1435,3238.815713,-1.505566473,0.106549409,14.13021896,2.47E-45,4.67E-44,4481.947032,4806.737028,5103.88654,1580.350377,1739.757859,1720.215441
115,SPT_1145,2396.213879,1.488547812,0.105493465,-14.11033192,3.28E-45,6.14E-44,1310.246612,1277.307491,1175.988017,3698.072825,3588.925956,3326.742371
116,SPT_1856,194.9187556,2.625957946,0.186297884,-14.09547916,4.05E-45,7.52E-44,45.65650627,55.94047404,58.30666844,394.4258059,316.0740209,299.1090578
117,SPT_1865,1927.958979,2.014423776,0.143697216,-14.01853027,1.20E-44,2.21E-43,686.7499485,829.2657309,762.0927931,3155.406448,2479.965395,3654.273557
118,SPT_0586,10530.50234,-1.612930817,0.115139509,14.0084913,1.38E-44,2.52E-43,14530.65871,15156.76066,17981.44806,5349.896334,4777.580394,5386.66991
119,SPT_0286,2107.465786,1.802443585,0.129374361,-13.93199987,4.05E-44,7.33E-43,858.4374356,994.4973162,946.8674466,3769.545957,2778.479748,3296.966809
120,SPT_0098,168.439732,2.75402779,0.198048713,-13.90581005,5.84E-44,1.05E-42,35.66914552,44.02722494,48.45202025,330.8941325,303.9173278,247.6785411
121,SPT_1215,415.5789902,-2.136289263,0.154939463,13.78789638,3.01E-43,5.37E-42,611.6069486,727.7441298,698.8588006,142.9462652,163.4399852,148.8778116
122,SPT_0189,377.9944288,3.036163815,0.22165456,-13.69772775,1.05E-42,1.85E-41,71.33829105,95.82396016,73.08864072,402.3672651,742.9090236,882.4393922
123,SPT_1083,438.6688619,-2.185237596,0.15983344,13.67196749,1.49E-42,2.61E-41,730.9796889,785.2385059,647.1218976,150.8877244,136.4251116,181.3602432
124,SPT_0760,389.3623753,-2.390299204,0.175300793,13.63541583,2.47E-42,4.28E-41,701.9687839,722.5644563,543.6480916,116.4747346,110.7609817,140.7572037
125,SPT_0784,751.346356,-1.897017097,0.139251324,13.62297346,2.92E-42,5.04E-41,1091.000264,1106.896232,1364.868774,304.4226019,320.126252,320.7640122
126,SPT_1600,2842.455854,-1.42557626,0.105179017,13.55380861,7.52E-42,1.29E-40,3877.473913,4120.430287,4442.803891,1537.995928,1522.288127,1553.742979
127,SPT_1660,2870.187405,1.364048909,0.10075401,-13.53840808,9.28E-42,1.57E-40,1553.27239,1661.121299,1594.810565,4013.084039,4366.954315,4031.881824
128,SPT_0787,988.1684848,-2.144063563,0.158868112,13.49587109,1.65E-41,2.78E-40,1570.39358,1535.773199,1724.563433,481.7818569,334.9844325,281.5144073
129,SPT_1517,616.4550386,-2.062161321,0.153407129,13.44240867,3.41E-41,5.70E-40,821.3415243,1064.940876,1103.720597,240.8909285,226.9249381,240.9113678
130,SPT_0746,10088.23216,-1.411697909,0.105865472,13.3348284,1.45E-40,2.41E-39,15127.998,14035.36134,14859.98824,6099.04065,5211.169115,5195.835624
131,SPT_0535,686.3597517,1.689956223,0.127185555,-13.28732834,2.74E-40,4.51E-39,323.4002528,322.6936604,320.2760661,1191.218877,959.0280123,1001.541641
132,SPT_1142,1081.682155,1.533952775,0.115777881,-13.24910047,4.57E-40,7.45E-39,547.4024866,586.3390427,523.9387953,1683.589346,1669.519188,1479.304073
133,SPT_1334,604.3567332,-1.782696411,0.134585314,13.24584655,4.77E-40,7.72E-39,923.5930748,889.3499437,998.6043496,285.8925305,247.1860933,281.5144073
134,SPT_1803,553.6812377,-1.909143095,0.144455827,13.21610309,7.08E-40,1.14E-38,817.5368154,872.7749885,940.2976811,222.360857,263.3950175,205.7220669
135,SPT_0091,175.6948941,2.789999711,0.212289435,-13.14243316,1.88E-39,3.00E-38,56.59504423,34.18584525,36.9549307,365.3071223,275.5517106,285.5747113
136,SPT_0584,619.2070702,-2.133961723,0.162427443,13.1379383,2.00E-39,3.16E-38,931.6780811,1017.28788,1075.799094,275.3039182,166.1414725,249.0319757
137,SPT_0657,10961.73337,-1.451828103,0.110844375,13.09789604,3.39E-39,5.32E-38,15454.72737,18112.80034,14647.29209,5789.323742,5687.981633,6078.275016
138,SPT_1384,193.748791,-2.725983142,0.208344947,13.08398969,4.07E-39,6.35E-38,358.5938097,328.3913013,325.2033902,52.9430612,43.22379774,54.13738603
139,SPT_1588,1836.948325,1.478630822,0.11350592,-13.02690485,8.60E-39,1.33E-37,902.6671761,914.730344,1086.474963,2763.627795,2716.345539,2637.844134
140,SPT_1073,571.567572,-1.809825814,0.139650849,12.95964774,2.07E-38,3.19E-37,802.31798,969.116916,903.3427504,243.5380815,255.2905554,255.799149
141,SPT_1485,715.5099362,-2.093576703,0.161621675,12.95356394,2.24E-38,3.43E-37,1212.750948,998.1230877,1286.031588,201.1836326,271.4994795,323.4708815
142,SPT_2255,1709.731727,1.602097967,0.123853048,-12.9354747,2.84E-38,4.31E-37,946.4213279,871.7390538,709.5346694,2596.857152,2586.674146,2547.164013
143,SPT_1864,3239.548182,1.871076804,0.144733387,-12.92774833,3.14E-38,4.73E-37,1397.754916,1545.096612,1203.088299,4089.851478,5197.661678,6003.83611
144,SPT_1072,1249.45797,-1.764374351,0.136486046,12.92714095,3.16E-38,4.73E-37,1764.433732,1815.475569,2221.401945,574.432214,498.4244176,622.5799393
145,SPT_0585,363.6304899,-2.220627371,0.172091781,12.90373867,4.29E-38,6.37E-37,526.4765879,677.5012967,602.7759807,103.2389693,125.6191622,146.1709423
146,SPT_1821,623.8540066,1.63158901,0.128031452,-12.74365782,3.38E-37,4.99E-36,329.5829046,291.0976519,285.7847974,1000.623857,968.483218,867.5516111
147,SPT_0779,3485.979678,1.304805921,0.102475804,-12.73281961,3.89E-37,5.69E-36,1938.974751,1908.709693,2167.20138,5103.7111,4872.132451,4925.148694
148,SPT_2014,1222.956758,1.406546345,0.110872066,-12.68621026,7.05E-37,1.03E-35,653.9343346,639.1717126,711.1771108,1850.359989,1681.675881,1801.42152
149,SPT_0318,34598.78024,-1.477496494,0.116473152,12.68529672,7.13E-37,1.03E-35,47337.712,46164.35823,59419.42246,18215.06021,18336.34545,18119.7831
150,SPT_1478,4786.126413,-1.552001173,0.122357131,12.68419061,7.24E-37,1.04E-35,6363.375562,7286.246743,7781.887185,2745.097723,2350.294002,2189.857265
151,SPT_2189,597.2913533,1.652380386,0.130429577,-12.66875521,8.81E-37,1.26E-35,280.5972781,316.4780522,260.3269563,979.4466322,872.5804168,874.3187843
152,SPT_1875,487.9288129,-2.259944635,0.178450882,12.66423911,9.33E-37,1.32E-35,862.2421445,705.9895011,872.1363645,105.8861224,175.5966783,205.7220669
153,SPT_1144,1880.909001,1.465506709,0.116349852,-12.59569037,2.23E-36,3.14E-35,966.3960494,1078.408027,941.1189018,3046.873172,2728.502232,2524.155623
154,SPT_1448,1667.515085,-1.489795382,0.119227715,12.49537814,7.91E-36,1.11E-34,2475.438699,2632.828051,2269.032745,974.1523261,809.0954639,844.543222
155,SPT_1379,289.629883,-2.387709553,0.191164194,12.49035975,8.43E-36,1.17E-34,426.1273919,493.6228867,535.4358848,124.4161938,87.79833915,70.37860183
156,SPT_0869,696.3908778,-1.687275181,0.135146526,12.48478392,9.04E-36,1.25E-34,1050.575233,1081.515831,1056.089797,360.0128162,275.5517106,354.5998785
157,SPT_0806,6101.267495,-1.573196606,0.126070028,12.47875195,9.75E-36,1.34E-34,8586.276711,8532.476193,10328.49252,2726.567652,2936.516759,3497.275137
158,SPT_0316,9892.04018,-1.716725556,0.137991976,12.4407636,1.57E-35,2.14E-34,13036.35931,14866.69894,17670.20542,5357.837793,4041.425088,4379.71453
