,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.C
1024,SPT_1311,193.4362027,0.718795027,0.172985334,-4.155236812,3.25E-05,6.84E-05,152.2944086,132.7108084,133.0295618,191.9743914,221.922462,328.6855839
1025,SPT_0699,427.5117929,-0.53159203,0.128104392,4.149678412,3.33E-05,7.00E-05,541.4594826,486.4799062,486.919014,316.5893472,376.9641821,356.658825
1026,SPT_RS07625,67.69827974,1.040481267,0.25079867,-4.148671389,3.34E-05,7.02E-05,44.28824264,32.22976775,52.90364815,79.1473368,92.72102866,104.8996544
1027,SPT_0420,280.3955944,0.563837648,0.136090038,-4.143122138,3.43E-05,7.19E-05,234.2990901,239.2586288,210.0737096,368.7929098,322.243575,307.705653
1028,SPT_1262,403.3073433,-0.517485605,0.125390655,4.126987008,3.68E-05,7.70E-05,448.3113078,477.3797365,475.105578,314.9053613,305.5233895,398.6186868
1029,SPT_RS08605,127.7546731,-1.043405438,0.253593023,4.114487958,3.88E-05,8.13E-05,230.0131311,125.1273336,159.7381998,74.09537913,86.64096121,90.91303383
1030,SPT_2197,26.29251791,-1.700172893,0.413749226,4.109186883,3.97E-05,8.31E-05,37.4307083,46.25919607,41.60383981,11.78790123,13.68015177,6.993310295
1031,SPT_1783,501.4525212,-0.529815386,0.12900519,4.106930789,4.01E-05,8.38E-05,583.7476111,560.0396114,660.0115327,419.3124864,449.9249915,335.6788942
1032,SPT_0039,118.3776196,0.727428111,0.177357754,-4.101473411,4.11E-05,8.57E-05,87.71929349,95.55178204,90.91209439,166.714603,150.4816695,118.886275
1033,SPT_0759,47.57964302,-1.267756559,0.30997707,4.08983981,4.32E-05,9.01E-05,60.86061731,62.56366681,79.61228605,28.62776012,25.84028668,27.97324118
1034,SPT_0313,5802.740676,0.435662728,0.10703856,-4.070147519,4.70E-05,9.79E-05,4863.420503,4641.46573,5281.119517,5813.11929,7356.881618,6860.437399
1035,SPT_1025,319.3457359,-0.5221303,0.128301709,4.06955062,4.71E-05,9.81E-05,369.4496628,377.6570433,381.6253454,267.7537564,253.8428162,265.7457912
1036,SPT_1588,1038.15607,-0.478916938,0.117689889,4.069312512,4.72E-05,9.81E-05,1061.20344,1327.108084,1255.819609,880.7246201,899.8499831,804.2306839
1037,SPT_1759,176.2671451,-0.669725796,0.164647703,4.067629147,4.75E-05,9.87E-05,223.4413274,206.2705136,224.4552839,149.8747442,127.6814165,125.8795853
1038,SPT_1496,974.1425619,0.414147914,0.101835045,-4.066850583,4.77E-05,9.89E-05,809.4747832,857.6909959,814.0998283,1116.482645,1009.291197,1237.815922
1039,SPT_0593,402.3936928,-0.503789368,0.123891654,4.066370495,4.78E-05,9.90E-05,457.7404175,453.1126172,497.7051947,313.2213754,335.9237268,356.658825
1040,SPT_1016,62.81242291,-1.097655763,0.270823161,4.053035047,5.06E-05,0.000104761,82.57614273,87.2099598,84.23493492,25.25978834,48.64053962,48.95317206
1041,SPT_1100,226.4446122,-0.58718356,0.145011376,4.049224115,5.14E-05,0.000106379,268.8724924,274.1426128,273.2499108,175.1345325,185.4420573,181.8260677
1042,SPT_1118,586.9729998,-0.501540789,0.124451077,4.030023696,5.58E-05,0.000115343,736.0420196,701.4714158,662.0660433,543.9274423,507.6856323,370.6454456
1043,SPT_1308,656.8614826,-0.469538864,0.11677472,4.020894786,5.80E-05,0.00011973,840.0479572,719.2925815,724.7286169,538.8754846,551.7661214,566.4581339
1044,SPT_1867,42.8384022,1.23667929,0.307571383,-4.02078788,5.80E-05,0.00011973,23.42990901,33.7464627,22.59961668,87.56726625,54.72060708,34.96655147
1045,SPT_1901,302.2393701,-0.571713201,0.142268747,4.018543866,5.86E-05,0.00012076,356.3060553,385.2405181,348.7531757,217.2341797,275.1230523,230.7792397
1046,SPT_1986,8.300754096,2.297198686,0.573199753,-4.007675636,6.13E-05,0.000126332,2.571575379,3.033389906,1.540882956,13.47188711,15.20016863,13.98662059
1047,SPT_0556,126.4334566,-0.80391264,0.200681011,4.005922807,6.18E-05,0.000127151,157.1518287,162.6655337,169.4971251,117.8790123,74.4808263,76.92641324
1048,SPT_RS06910,96.45674265,-0.871393643,0.217907541,3.998914575,6.36E-05,0.00013085,128.2930384,139.5359357,119.6752429,65.67544968,83.60092748,41.95986177
1049,SPT_0447,276.5082587,-0.668153546,0.167395408,3.991468779,6.57E-05,0.000134899,372.5926994,343.1522331,336.426112,266.0697705,221.922462,118.886275
1050,SPT_1210,525.4133401,-0.497671308,0.124780635,3.988369741,6.65E-05,0.000136543,651.4657627,562.3146538,643.0618202,414.2605288,475.7652782,405.6119971
1051,SPT_1541,1667.641633,0.481283552,0.120747316,-3.985873705,6.72E-05,0.000137855,1569.518173,1375.642322,1251.19696,1988.787335,2149.303845,1671.40116
1052,SPT_RS03300,52.4831738,1.000295856,0.251952539,-3.970175729,7.18E-05,0.000147121,34.28767172,37.91737383,38.52207389,89.25125213,72.96080944,41.95986177
1053,SPT_0350,69.04203374,0.882197634,0.223389059,-3.949153272,7.84E-05,0.000160506,44.28824264,45.50084859,49.82188224,79.1473368,83.60092748,111.8929647
1054,SPT_1690,54.23039469,-1.202263638,0.304739682,3.945215245,7.97E-05,0.000163012,71.14691882,61.80531934,83.20767961,31.9957319,21.28023609,55.94648236
1055,SPT_RS04535,255.1694919,-0.584901782,0.148511237,3.938434509,8.20E-05,0.000167528,278.3016021,314.335029,308.1765912,186.9224337,191.5221248,251.7591706
1056,SPT_0851,4.805300492,2.904320005,0.737477067,-3.938183486,8.21E-05,0.000167545,0.285730598,1.137521215,1.027255304,11.78790123,7.600084316,6.993310295
1057,SPT_0932,190.5992141,0.664984005,0.169239782,-3.929241668,8.52E-05,0.000173734,174.5813952,133.4691559,142.7884872,242.4939681,261.4429005,188.819378
1058,SPT_1440,637.0093589,-0.422451712,0.107563049,3.927479884,8.58E-05,0.000174845,701.1828867,729.1510987,762.2234355,527.0875834,563.9262563,538.4848927
1059,SPT_0445,378.1189767,-0.594589351,0.151405476,3.927132415,8.60E-05,0.000174933,509.7433863,404.5783787,479.2145993,330.0612343,328.3236425,216.7926191
1060,SPT_1121,94.43006592,-0.95617084,0.244472757,3.911154981,9.19E-05,0.000186745,108.2918965,123.9898124,149.4656467,84.19929447,51.68057335,48.95317206
1061,SPT_0632,253.6935115,0.575892374,0.147269168,-3.910474831,9.21E-05,0.000187095,214.2979483,177.4533095,214.6963585,277.8576717,316.1635076,321.6922736
1062,SPT_2020,59.33613556,0.945978521,0.242241939,-3.905098045,9.42E-05,0.000191124,36.8592471,44.74250111,35.95393564,79.1473368,68.40075885,90.91303383
1063,SPT_0494,197.5433279,-0.750617085,0.193041483,3.88837193,0.000100919,0.000204591,276.301488,209.6830773,270.1681449,126.2989417,183.9220405,118.886275
1064,SPT_1793,602.4029627,0.399312761,0.102729155,-3.887044157,0.000101472,0.00020552,520.3154184,522.1222376,529.0364815,717.3779889,696.1677234,629.3979265
1065,SPT_0568,140.8078736,-2.265099288,0.583973964,3.878767594,0.000104987,0.000212276,96.86267262,333.2937159,291.7405063,60.62349202,27.36030354,34.96655147
1066,SPT_1532,36.55116497,1.144774533,0.295141916,-3.87872569,0.000105005,0.000212276,24.858562,22.37125056,18.49059547,50.51957668,47.12052276,55.94648236
1067,SPT_0782,197.1430937,-0.628866085,0.162169661,3.877828198,0.000105393,0.00021286,254.0145013,215.3706833,247.0549006,156.6106877,148.9616526,160.8461368
1068,SPT_0636,54.46179194,1.007003442,0.259924248,-3.874218931,0.000106967,0.000215837,33.14474933,32.60894149,46.22648867,85.88328036,72.96080944,55.94648236
1069,SPT_2016,63.99008412,-1.06557138,0.275442666,3.868577785,0.000109472,0.000220685,104.5773988,81.14317999,74.47600953,43.78363312,38.00042158,41.95986177
1070,SPT_1203,32.25012581,-1.447397992,0.374866722,3.861100243,0.000112878,0.000227338,50.28858519,47.01754354,39.5493292,13.47188711,15.20016863,27.97324118
1071,SPT_1544,179.4516061,-0.830065876,0.21505414,3.859799565,0.00011348,0.000228338,200.297149,282.484435,226.5097945,173.4505466,117.0412985,76.92641324
1072,SPT_1502,434.9176186,-0.463990206,0.120425763,3.8529148,0.00011672,0.000234638,502.3143907,504.6802456,511.5731413,400.7886417,340.4837774,349.6655147
1073,SPT_1219,160.9992713,-0.671293036,0.174506116,3.846816665,0.000119662,0.000240329,216.2980624,186.1743055,187.474093,124.6149558,118.5613153,132.8728956
1074,SPT_0144,566.1808977,0.451988606,0.117535982,-3.845533911,0.00012029,0.000241364,522.3155326,462.5919607,467.9147909,671.9103698,712.8879089,559.4648236
1075,SPT_1362,49.6148176,-1.171256968,0.304758062,3.843235382,0.000121423,0.000243411,70.86118823,56.11771326,78.07140309,30.31174601,27.36030354,34.96655147
1076,SPT_0514,54.98171008,0.931045468,0.242362043,-3.841548198,0.000122261,0.000244862,41.43093666,36.77985261,36.46756329,80.83132269,71.44079257,62.93979265
1077,SPT_0676,77.47901121,-0.898347402,0.234000062,3.839090438,0.000123491,0.000247097,94.00536664,108.0645154,107.3481793,57.25552024,56.24062394,41.95986177
1078,SPT_2101,633.370557,-0.462527849,0.120681299,3.832638961,0.000126776,0.000253434,709.7548047,701.8505895,795.6092328,483.3039502,585.2064924,524.4982721
1079,SPT_0599,2047.888279,-0.3645517,0.095148396,3.831401416,0.000127415,0.000254477,2179.552999,2252.292005,2465.412729,1805.232873,1682.658668,1902.1804
1080,SPT_0971,206.3072088,0.570651383,0.148957216,-3.830975083,0.000127636,0.000254682,165.4380161,175.5574408,155.1155509,223.9701233,266.0029511,251.7591706
1081,SPT_1198,1653.859313,-0.482228127,0.125900723,3.830225234,0.000128026,0.000255223,1917.823772,1961.086574,1851.627685,1212.46984,1238.813744,1741.334263
1082,SPT_0905,580.0531621,-0.438653191,0.114589245,3.828048528,0.000129163,0.000257252,638.8936164,643.0786601,714.4560638,464.7801055,501.6055649,517.5049618
1083,SPT_RS00570,166.3178432,-0.761022559,0.198847984,3.827157532,0.000129632,0.000257946,180.2960071,213.0956409,206.4783161,94.3032098,107.9211973,195.8126883
1084,SPT_1658,232.6138195,-0.666164373,0.174447378,3.818712435,0.00013415,0.000266691,282.5875611,270.3508754,330.2625802,180.1864902,220.4024452,111.8929647
1085,SPT_1613,180.4757994,-0.719198951,0.188525743,3.814858062,0.000136261,0.000270639,186.0106191,224.0916793,261.4364748,124.6149558,139.8415514,146.8595162
1086,SPT_1900,1028.823992,-0.427791278,0.112179661,3.813447767,0.000137041,0.000271938,1069.489627,1281.228062,1181.857227,911.0363661,813.2090219,916.1236486
1087,SPT_2170,11.57847549,1.814890914,0.475996761,-3.812821982,0.000137389,0.000272377,5.143150758,5.308432336,5.649904171,23.57580245,22.80025295,6.993310295
1088,SPT_1910,15.37269998,1.605188554,0.422318169,-3.800898638,0.000144172,0.000285562,8.000456735,7.962648503,8.731670083,28.62776012,31.92035413,6.993310295
1089,SPT_1858,611.1841349,0.457031175,0.120342098,-3.797766389,0.000146006,0.000288928,460.0262623,528.5681911,567.0449277,712.3260312,741.7682293,657.3711677
1090,SPT_1275,17.66904232,-2.248479848,0.592189701,3.796891173,0.000146522,0.000289684,14.57226048,33.7464627,41.09021215,5.051957668,4.56005059,6.993310295
1091,SPT_1070,111.1818764,-1.888152893,0.49735485,3.79638983,0.000146819,0.000290004,145.1511436,147.1194104,248.5957835,72.41139324,25.84028668,27.97324118
1092,SPT_0490,780.6316508,0.369715064,0.097462307,-3.793415894,0.000148589,0.000293232,653.7516075,687.4419875,695.4518407,880.7246201,857.2895109,909.1303383
1093,SPT_1405,101.37139,-0.771291537,0.204158785,3.777900312,0.000158156,0.000311827,134.0076503,130.8149397,128.406913,72.41139324,86.64096121,55.94648236
1094,SPT_0890,67.0615848,-1.097223476,0.290525255,3.77668879,0.000158927,0.00031306,69.43253524,101.6185619,111.4572005,53.88754846,38.00042158,27.97324118
1095,SPT_2127,20.87920407,1.482790702,0.392939059,-3.773589486,0.000160915,0.000316688,9.714840321,10.23769093,9.758925387,35.36370368,18.24020236,41.95986177
1096,SPT_1654,356.9538432,-0.494989281,0.131526009,3.76343268,0.000167597,0.000329536,436.0248921,413.2993747,386.7616219,271.1217282,291.8432377,342.6722044
1097,SPT_1978,187.5121579,0.563710028,0.149856138,-3.761674608,0.00016878,0.000331559,141.7223765,153.9445377,152.5474126,207.1302644,224.9624958,244.7658603
1098,SPT_1344,353.4198124,0.488494806,0.129884063,-3.761006506,0.000169231,0.000332143,326.018612,281.3469138,276.8453044,407.5245852,430.1647723,398.6186868
1099,SPT_1889,64.21369292,0.917733204,0.244330368,-3.756115997,0.000172571,0.000338389,53.71735237,45.12167485,42.63109511,106.091111,95.76106239,41.95986177
1100,SPT_1593,86.9222571,0.774947597,0.206662771,-3.749817113,0.000176964,0.000346688,56.28892774,62.18449307,67.79885005,95.98719569,106.4011804,132.8728956
1101,SPT_1238,681.6757402,0.471121646,0.12622121,-3.73250777,0.000189583,0.000371073,511.1720393,537.6683608,661.038788,789.7893821,772.1685665,818.2173045
1102,SPT_1310,66.92050326,0.831886849,0.223245216,-3.726336742,0.000194283,0.000379927,47.14554862,48.15506476,48.79462693,95.98719569,77.52086003,83.91972354
1103,SPT_2260,662.1944318,-0.575155762,0.154735924,3.717015078,0.00020159,0.00039386,900.6228439,847.0741313,616.3531823,523.7196116,490.9654468,594.4313751
1104,SPT_1630,119.3558018,0.697859745,0.187794425,-3.716083393,0.000202335,0.000394956,82.57614273,86.83078606,95.02111561,117.8790123,152.0016863,181.8260677
1105,SPT_RS04140,51.81010434,0.92717833,0.249605174,-3.714579765,0.000203542,0.000396952,34.28767172,34.12563644,33.89942503,62.30747791,62.32069139,83.91972354
1106,SPT_1457,315.1139157,0.47067962,0.126835038,-3.710958956,0.000206476,0.00040231,260.5863051,272.6259178,248.0821559,343.5331214,360.2439966,405.6119971
1107,SPT_1650,524.2370781,-0.449791612,0.121269268,3.709032148,0.000208053,0.000405017,572.6041178,601.3695489,640.493682,399.1046558,477.2852951,454.5651692
1108,SPT_0960,1573.06192,0.446927259,0.12053401,-3.707893394,0.000208991,0.000406475,1538.944999,1294.119969,1173.125557,1897.852097,1890.900978,1643.427919
1109,SPT_1799,202.5907702,-0.904570661,0.24432135,3.702380741,0.000213586,0.000415038,189.7251169,225.2292005,381.1117177,139.7708288,139.8415514,139.8662059
1110,SPT_1023,104.2615504,-0.752831651,0.203722642,3.695375461,0.000219562,0.000426267,127.7215772,142.1901518,130.4614236,74.09537913,88.16097807,62.93979265
1111,SPT_0426,86.43094549,-0.824801958,0.223398005,3.692073971,0.000222433,0.000431451,112.2921249,112.993774,120.1888706,60.62349202,77.52086003,34.96655147
1112,SPT_1285,28.8267837,-1.453043492,0.393627931,3.691413587,0.000223011,0.000432184,40.85947547,41.32993747,38.52207389,15.155873,9.12010118,27.97324118
1113,SPT_RS02550,83.15648836,-0.828101239,0.224389466,3.69046397,0.000223845,0.000433411,111.1492025,100.4810406,110.4299452,55.57153435,65.36072512,55.94648236
1114,SPT_RS00765,21.01358104,1.433020119,0.388564059,-3.687989371,0.000226033,0.000437254,9.429109724,9.858517195,10.27255304,20.20783067,27.36030354,48.95317206
1115,SPT_2107,406.5331636,0.465367619,0.12624708,-3.686165401,0.000227658,0.000440003,343.733909,340.1188432,355.9439628,449.6242325,544.1660371,405.6119971
1116,SPT_0041,55.15333533,0.902457127,0.244891777,-3.685126291,0.000228589,0.000441012,36.00205531,37.91737383,43.14472276,82.51530858,68.40075885,62.93979265
1117,SPT_1523,524.7904964,-0.450049559,0.122124639,3.685165934,0.000228554,0.000441012,624.6070865,580.5149933,579.885619,410.892557,407.3645194,545.478203
1118,SPT_RS10825,799.1282758,0.36944295,0.100300022,-3.68337855,0.000230163,0.00044365,703.1830009,701.092242,687.2337983,841.9929447,959.1306407,902.137028
1119,SPT_1623,37.11372582,1.094352981,0.297531728,-3.678105153,0.000234973,0.000452517,26.28721499,19.71703439,22.59961668,55.57153435,42.56047217,55.94648236
1120,SPT_1042,153.1018352,0.6845559,0.186134418,-3.677750236,0.0002353,0.000452743,119.7211204,132.3316347,107.3481793,166.714603,238.6426475,153.8528265
1121,SPT_1346,421.2456876,0.421224408,0.114853131,-3.667504783,0.000244929,0.000470849,364.5922426,375.0028271,347.2122927,479.9359785,506.1656155,454.5651692
1122,SPT_RS02995,175.3420064,-0.58901402,0.161423014,3.648885034,0.000263381,0.00050587,210.2977199,207.4080348,211.6145926,148.1907583,127.6814165,146.8595162
1123,SPT_0555,68.37586023,-0.932726187,0.255738088,3.647193085,0.000265121,0.000508758,78.00445317,93.27673961,94.50748796,50.51957668,38.00042158,55.94648236
1124,SPT_1049,1186.876392,-0.380374443,0.104351916,3.64511222,0.000267275,0.000512436,1399.794198,1309.666092,1282.014619,1007.023562,940.8904384,1181.86944
1125,SPT_1467,586.0273615,-0.417230851,0.114676429,3.638331403,0.00027441,0.000525181,712.32638,650.6621348,650.2526073,469.8320631,536.5659527,496.5250309
1126,SPT_1543,765.0781667,-0.386016646,0.106093791,3.638447103,0.000274287,0.000525181,892.9081178,803.4691514,896.2802526,653.3865251,652.0872343,692.3377192
1127,SPT_0136,376.1357612,-0.528254418,0.146143445,3.61462957,0.000300777,0.000575133,454.0259197,400.7866413,499.7597053,351.9530509,305.5233895,244.7658603
1128,SPT_0091,24.44572391,1.251549728,0.346472157,-3.612266388,0.000303533,0.000579887,13.42933809,16.68364448,13.8679466,33.67971779,41.04045531,27.97324118
1129,SPT_0038,1029.623442,0.460604244,0.12768872,-3.607243026,0.000309468,0.000590702,839.1907654,847.8324787,874.1942636,1003.65559,1123.292462,1489.575093
1130,SPT_1080,459.4851773,-0.494417689,0.137091738,3.606473276,0.000310387,0.000591932,585.4619947,572.5523448,462.2648867,392.3687122,387.6043001,356.658825
1131,SPT_1516,429.591519,-0.470805117,0.130588999,3.605243324,0.000311861,0.000594217,506.3146191,491.4091648,488.459897,395.736684,304.0033727,391.6253765
1132,SPT_2133,18.83248269,1.390885336,0.385979649,-3.60351987,0.000313937,0.000597645,11.71495451,9.479343456,10.27255304,28.62776012,31.92035413,20.97993088
1133,SPT_RS01650,34.88138624,-1.258730399,0.349433501,3.602202985,0.000315532,0.000600151,53.43162177,42.84663242,52.3900205,16.83985889,22.80025295,20.97993088
1134,SPT_1755,601.0013141,-0.392419109,0.109087987,3.597271518,0.000321573,0.000611102,699.7542337,667.3457793,669.7704581,481.6199644,535.0459359,552.4715133
1135,SPT_0471,19.30425233,1.471539257,0.409819455,-3.590701317,0.000329789,0.000626164,12.0006851,9.100169718,10.78618069,47.1516049,22.80025295,13.98662059
1136,SPT_0362,151.7213072,0.590518368,0.164803215,-3.583172622,0.000339446,0.000643932,122.5784264,133.8483296,113.5117111,191.9743914,194.5621585,153.8528265
1137,SPT_1206,252.3662056,0.533267683,0.148937051,-3.580490399,0.00034295,0.000650006,203.154455,181.6242206,224.4552839,304.801446,264.4829342,335.6788942
1138,SPT_1609,240.0066774,-0.514570246,0.143736139,3.57996429,0.000343641,0.000650744,283.4447529,279.4510451,285.0633468,213.8662079,182.4020236,195.8126883
1139,SPT_0533,1159.08695,-0.374786681,0.104835723,3.574990175,0.000350241,0.00066266,1205.783122,1293.740795,1407.853394,973.343844,975.8508262,1097.949716
1140,SPT_1915,8.825616844,1.950127157,0.545564787,-3.574510682,0.000350883,0.000663293,4.571689563,3.412563644,2.56813826,20.20783067,15.20016863,6.993310295
1141,SPT_2228,66.54073726,0.799405243,0.22367615,-3.573940468,0.000351649,0.000664157,50.0028546,45.88002233,51.36276519,80.83132269,94.24104552,76.92641324
1142,SPT_1092,3.846555225,2.781169194,0.782193356,-3.555603194,0.000377113,0.000711627,0.857191793,0.379173738,0.513627652,6.735943557,7.600084316,6.993310295
1143,SPT_0596,49.74835914,-1.066232656,0.300050355,3.553512395,0.000380123,0.000716054,68.00388225,81.14317999,59.06717997,40.41566134,28.8803204,20.97993088
1144,SPT_1192,372.1309953,-0.45014256,0.12666917,3.553686819,0.000379871,0.000716054,409.7376771,449.3208798,431.4472276,294.6975306,332.8836931,314.6989633
1145,SPT_RS06655,332.4610796,-0.548737295,0.154537188,3.55084302,0.000383999,0.000722724,447.7398466,368.5568736,379.0572071,319.957319,241.6826813,237.77255
1146,SPT_1488,263.7512753,-0.501009587,0.141167022,3.549055447,0.000386616,0.000727013,296.874091,316.9892452,319.9900272,239.1259963,206.7222934,202.8059986
1147,SPT_1590,2770.060189,-0.498239494,0.140569734,3.544429377,0.000393464,0.000739246,3768.786584,2620.848879,3319.061887,2200.969557,2067.222934,2643.471291
1148,SPT_1397,549.7269709,-0.40649054,0.114877806,3.538460156,0.000402468,0.000755504,627.1786619,605.9196337,661.5524157,456.360176,513.7656998,433.5852383
1149,SPT_0882,142.9418061,-0.672232619,0.190434631,3.52999145,0.000415573,0.000779426,156.8660981,200.9620813,181.3105611,114.5110405,120.0813322,83.91972354
1150,SPT_0488,120.4792881,-0.706129249,0.200163947,3.52775442,0.000419101,0.000784647,133.1504585,158.4946226,142.2748596,82.51530858,80.56089375,125.8795853
1151,SPT_RS11245,11.70425466,1.69780708,0.48130136,-3.527534348,0.000419449,0.000784647,6.286073149,4.170911121,5.649904171,21.89181656,18.24020236,13.98662059
1152,SPT_RS04130,361.7293858,0.571251212,0.161927548,-3.527819811,0.000418997,0.000784647,346.0197538,236.2252389,284.5497192,461.4121337,387.6043001,454.5651692
1153,SPT_1797,542.5966274,0.382599452,0.108546888,-3.524739015,0.0004239,0.000792285,462.5978377,468.2795667,487.4326417,587.7110754,655.1272681,594.4313751
1154,SPT_2033,13.91482474,1.694961538,0.481116971,-3.522971832,0.000426737,0.000796896,5.428881356,8.72099598,3.081765912,18.52384478,19.76021922,27.97324118
1155,SPT_2241,378.2807776,0.440264132,0.125303666,-3.513577424,0.000442116,0.0008249,336.0191829,321.9185038,295.8495275,397.4206699,449.9249915,468.5517898
1156,SPT_2124,315.024186,0.721382675,0.205329241,-3.513297332,0.000442582,0.000825055,210.0119893,181.6242206,328.7216972,395.736684,445.3649409,328.6855839
1157,SPT_1017,253.2217749,-0.575764276,0.164145014,3.507656201,0.000452073,0.00084202,298.8742052,273.763439,342.5896438,237.4420104,177.841973,188.819378
1158,SPT_2089,1445.144306,-0.382514219,0.109087191,3.506499843,0.000454042,0.000844957,1703.240093,1570.15845,1588.1367,1141.742433,1178.013069,1489.575093
1159,SPT_0072,328.606875,0.545657081,0.155708879,-3.504341458,0.000457738,0.0008511,238.8707797,261.6298794,304.0675699,333.4292061,456.005059,377.6387559
1160,SPT_1020,56.51408711,-1.036970253,0.296433889,3.498150146,0.000468497,0.000870355,64.00365388,80.00565877,68.82610536,31.9957319,24.32026981,69.93310295
1161,SPT_0064,316.2267985,0.457705742,0.130971419,-3.494699428,0.000474596,0.000880169,260.0148439,286.2761724,257.8410813,402.4726276,348.0838617,342.6722044
1162,SPT_0677,52.52241899,-1.024572988,0.293179194,3.49469884,0.000474597,0.000880169,59.43196432,82.2807012,77.55777544,35.36370368,39.52043845,20.97993088
1163,SPT_0220,2273.219155,0.295160689,0.085125185,-3.467372072,0.000525574,0.000973871,2064.403568,1932.648544,2130.013873,2465.355342,2564.268448,2482.625155
1164,SPT_1542,445.8540632,-0.404435367,0.117010244,3.456409925,0.000547422,0.001013483,493.7424728,517.192979,495.6506841,367.1089239,367.8440809,433.5852383
1165,SPT_1902,162.1476192,-0.617673851,0.178907951,3.452467307,0.000555485,0.001027528,202.8687244,210.8205985,187.474093,158.2946736,115.5212816,97.90634413
1166,SPT_0154,22.2305032,1.42497613,0.413150526,-3.449048322,0.000562566,0.001039734,9.429109724,13.27108084,7.704414779,30.31174601,16.7201855,55.94648236
1167,SPT_0440,980.3637986,-0.478599376,0.139115644,3.440298748,0.000581072,0.001073017,1153.494423,957.4136891,1287.664523,796.5253257,722.0080101,965.0768207
1168,SPT_0843,122.9952173,-0.727836532,0.211655622,3.438777214,0.000584348,0.001078142,157.7232899,150.5319741,140.7339766,107.7750969,62.32069139,118.886275
1169,SPT_1499,308.0451566,-0.448073726,0.130849056,3.42435581,0.000616259,0.001136046,342.0195254,357.9400089,357.4848457,244.177954,259.9228836,286.7257221
1170,SPT_1980,1507.243609,-0.353129147,0.103166811,3.422894852,0.00061958,0.001141193,1651.237124,1575.087709,1866.009259,1358.976613,1354.335025,1237.815922
1171,SPT_0373,9.355763327,1.828549027,0.534289517,-3.42239361,0.000620724,0.001142323,3.428767172,3.412563644,4.622648867,18.52384478,12.16013491,13.98662059
1172,SPT_RS02530,339.2082417,0.619690736,0.181089127,-3.422020663,0.000621576,0.001142915,326.5900732,195.6536489,271.1954002,389.0007404,398.2444182,454.5651692
1173,SPT_1307,49.45582386,-0.993429556,0.290660728,3.417832061,0.00063122,0.001159659,66.57522926,57.63440822,69.85336066,30.31174601,30.40033727,41.95986177
1174,SPT_0429,406.7614407,-0.404967531,0.118836216,3.407778742,0.00065494,0.001202211,459.1690705,449.3208798,477.6737163,350.269065,340.4837774,363.6521353
1175,SPT_1651,151.6419295,-0.743936286,0.218394091,3.406393833,0.000658271,0.001207298,155.4374451,184.6576105,208.019199,77.46335091,109.4412142,174.8327574
1176,SPT_RS08885,13.72512145,1.491273876,0.440558607,-3.384961395,0.000711883,0.001304513,7.42899554,7.204301027,7.190787127,25.25978834,21.28023609,13.98662059
1177,SPT_0295,42.68723515,-1.095741257,0.324049654,3.381399249,0.000721177,0.001320421,66.00376807,69.76796784,52.90364815,37.04768957,30.40033727,0
1178,SPT_0458,2914.713057,0.279773434,0.082771559,-3.38006721,0.000724681,0.001325711,2509.286109,2712.608923,2672.404673,3290.508428,3079.554165,3223.916046
1179,SPT_1343,127.8637863,-1.530051267,0.454150022,3.36904369,0.000754295,0.001378715,97.14840321,240.3961501,236.7823475,57.25552024,51.68057335,83.91972354
1180,SPT_0090,33.75713098,1.074432654,0.319866255,-3.359005953,0.000782234,0.001427705,20.00114184,16.30447075,27.7358932,45.46761901,44.08048903,48.95317206
1181,SPT_1847,35.52452277,1.019818483,0.303613246,-3.35893936,0.000782422,0.001427705,27.14440678,20.8545556,21.05873373,40.41566134,54.72060708,48.95317206
1182,SPT_1539,53.8887646,0.832137675,0.247899083,-3.356759795,0.000788616,0.00143779,35.71632471,42.08828495,37.49481859,75.77936502,62.32069139,69.93310295
1183,SPT_0197,199.4096279,0.543200736,0.162171534,-3.349544302,0.000809446,0.001473889,140.8651847,185.415958,161.7927104,237.4420104,240.1626644,230.7792397
1184,SPT_RS05675,335.7413706,0.552080159,0.164828162,-3.349428596,0.000809784,0.001473889,318.5896164,215.3706833,278.3861873,427.7324159,361.7640135,412.6053074
1185,SPT_1624,14.90246799,1.472124854,0.440067128,-3.345227946,0.00082215,0.001495133,10.57203211,8.341822242,6.163531823,26.94377423,30.40033727,6.993310295
1186,SPT_0866,240.5242285,-0.502623304,0.150324907,3.343579691,0.000827049,0.001502775,272.3012596,303.3389906,260.9228472,200.3943208,182.4020236,223.7859294
1187,SPT_RS06205,310.3286774,0.423216299,0.12665583,-3.341467177,0.000833369,0.001512982,267.1581088,266.9383117,275.8180491,363.7409521,387.6043001,300.7123427
