,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC90MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF90MIN.C
521,SPT_1236,231.4536879,-1.522566821,0.191646657,7.944656288,1.95E-15,8.05E-15,279.4445245,390.5489504,356.9712181,102.7231392,126.1613997,132.8728956
522,SPT_1607,430.2156194,-1.025295246,0.129098977,7.941931592,1.99E-15,8.22E-15,588.6050312,539.1850558,618.4076929,293.0135447,290.3232209,251.7591706
523,SPT_0411,981.9915823,0.736595179,0.09287113,-7.93136873,2.17E-15,8.93E-15,768.3295772,725.738535,711.3742979,1232.677671,1216.013491,1237.815922
524,SPT_0389,432.9827308,-1.027511328,0.129572248,7.930026229,2.19E-15,9.01E-15,544.3167886,594.1652478,587.0764062,291.3295589,252.3227993,328.6855839
525,SPT_1357,585.5735514,-0.978425437,0.123395799,7.929163252,2.21E-15,9.06E-15,710.897727,788.6813756,815.1270836,402.4726276,355.683946,440.5785486
526,SPT_2154,39.78513233,2.437731859,0.308028758,-7.913974896,2.49E-15,1.02E-14,11.42922391,15.54612327,8.218042431,60.62349202,72.96080944,69.93310295
527,SPT_0415,299.5225032,-1.213672577,0.153496904,7.90682122,2.64E-15,1.08E-14,373.4498912,441.3582313,451.9923337,188.6064196,180.8820067,160.8461368
528,SPT_1259,1500.280615,-0.768332971,0.097224912,7.902634745,2.73E-15,1.11E-14,2017.829481,1774.153921,1868.06377,1087.854885,1092.892125,1160.889509
529,SPT_0947,143.8785418,-1.616157346,0.204904503,7.887368602,3.09E-15,1.26E-14,198.5827654,225.2292005,210.5873373,55.57153435,68.40075885,104.8996544
530,SPT_1447,1350.01724,-0.805689863,0.102159782,7.886565969,3.11E-15,1.26E-14,1693.525252,1843.163542,1600.977391,990.1837029,930.2503203,1042.003234
531,SPT_0346,58.32661381,2.110096303,0.267923985,-7.875727519,3.39E-15,1.37E-14,26.00148439,24.64629299,13.8679466,102.7231392,98.80109611,83.91972354
532,SPT_0065,905.1300374,0.973391982,0.123707524,-7.868494579,3.59E-15,1.45E-14,675.4671329,590.7526842,585.5355232,1343.82074,1263.134013,972.070131
533,SPT_0852,109.7112332,1.490158003,0.189911754,-7.846581234,4.28E-15,1.73E-14,61.7178091,56.11771326,54.95815876,143.1388006,188.482091,153.8528265
534,SPT_0901,271.4139608,-1.162254141,0.148314615,7.836410033,4.64E-15,1.87E-14,354.0202105,385.6196918,374.4345583,149.8747442,168.7218718,195.8126883
535,SPT_1592,699.2850775,0.824217339,0.105181352,-7.836154653,4.65E-15,1.87E-14,470.5982944,534.6349709,499.2460777,880.7246201,866.4096121,944.0968898
536,SPT_0864,424.9577235,-1.134526322,0.144938592,7.827634492,4.97E-15,2.00E-14,598.6056022,508.471983,636.3846607,237.4420104,275.1230523,293.7190324
537,SPT_0829,1453.431938,-0.699761459,0.089631009,7.807135788,5.85E-15,2.35E-14,1789.816464,1798.800214,1812.591984,1059.227124,1155.212816,1104.943027
538,SPT_1665,309.1447183,-1.123916789,0.144033587,7.803157653,6.04E-15,2.42E-14,438.3107369,430.7413667,432.4744829,197.0263491,223.4424789,132.8728956
539,SPT_0412,9161.521284,-0.897139672,0.115268579,7.783037511,7.08E-15,2.83E-14,13262.75715,10787.11368,11698.3834,5653.140631,6315.670067,7252.062776
540,SPT_2162,60.56769848,1.921047092,0.246876974,-7.781394369,7.17E-15,2.86E-14,30.28744335,25.02546672,21.05873373,112.8270546,97.28107925,76.92641324
541,SPT_2138,1607.43729,0.691617769,0.088961395,-7.774358382,7.58E-15,3.02E-14,1211.783465,1187.192974,1287.150896,1901.220069,2064.1829,1993.093434
542,SPT_0850,84.04443349,1.601908114,0.206158504,-7.770274251,7.83E-15,3.11E-14,43.43105085,42.84663242,36.98119094,138.0868429,117.0412985,125.8795853
543,SPT_0612,429.5298227,0.95983692,0.123569738,-7.76757266,8.00E-15,3.18E-14,291.7309402,285.1386512,315.8810059,601.1829625,621.6868971,461.5584795
544,SPT_0783,1068.376661,-0.881537031,0.113505993,7.766435982,8.07E-15,3.20E-14,1338.076389,1321.420478,1486.438425,808.3132269,665.7673861,790.2440633
545,SPT_0906,242.6440329,-1.197123783,0.154368989,7.754949957,8.84E-15,3.49E-14,359.4490919,320.0226351,335.9124844,143.1388006,150.4816695,146.8595162
546,SPT_1277,1048.762292,-0.952042114,0.122798411,7.752886248,8.98E-15,3.55E-14,1248.928442,1529.966034,1341.595427,703.9061017,642.9671332,825.2106148
547,SPT_1591,509.2073456,-0.973913961,0.125775551,7.743269275,9.69E-15,3.82E-14,685.7534345,613.1239348,717.0242021,326.6932625,342.0037942,370.6454456
548,SPT_0771,1465.682153,-0.788706816,0.101866142,7.742580575,9.74E-15,3.83E-14,1806.103108,1859.088839,1900.422312,1165.318235,965.2107082,1097.949716
549,SPT_1462,143.8349134,1.321133885,0.170754036,-7.737058037,1.02E-14,3.99E-14,76.00433898,80.00565877,86.28944552,220.6021515,176.3219561,223.7859294
550,SPT_0548,983.1329738,-0.948097051,0.122602542,7.733094538,1.05E-14,4.11E-14,1219.498191,1455.647981,1238.869896,747.6897349,656.6472849,580.4447545
551,SPT_RS02880,914.2930169,-1.230331586,0.159359884,7.720459825,1.16E-14,4.53E-14,1562.660639,1169.371809,1147.444174,513.6156962,652.0872343,440.5785486
552,SPT_0305,53.23887801,1.936665347,0.251067251,-7.713731451,1.22E-14,4.77E-14,20.57260303,25.40464046,21.05873373,94.3032098,88.16097807,69.93310295
553,SPT_1446,5466.842614,-0.58286836,0.075663532,7.703425194,1.32E-14,5.16E-14,6708.382973,6433.061643,6522.557552,4467.614564,4228.686914,4440.752037
554,SPT_0516,80.10124436,1.623038825,0.210811646,-7.698999808,1.37E-14,5.33E-14,39.71655308,34.50481018,39.03570155,119.5629981,107.9211973,139.8662059
555,SPT_0404,2290.521775,0.743771905,0.096619968,-7.697910912,1.38E-14,5.37E-14,1891.822287,1614.142604,1634.876816,2869.511955,2956.432799,2776.344187
556,SPT_0638,1271.397588,-0.865769807,0.112738424,7.679456386,1.60E-14,6.19E-14,1473.512692,1618.692689,1830.055324,880.7246201,895.2899325,930.1102692
557,SPT_1217,186.1553273,-1.357550079,0.176936081,7.672545212,1.69E-14,6.52E-14,258.3004603,255.9422733,286.6042298,114.5110405,89.68099493,111.8929647
558,SPT_1656,1860.743535,-0.734858148,0.095834302,7.6680075,1.75E-14,6.75E-14,2148.122633,2471.075252,2349.846508,1357.292627,1404.495582,1433.62861
559,SPT_0519,104.4715235,1.446333254,0.189028523,-7.651402207,1.99E-14,7.66E-14,51.43150758,62.56366681,57.01266936,163.3466313,159.6017706,132.8728956
560,SPT_0572,161.8943995,-1.387169272,0.181505962,7.64255487,2.13E-14,8.19E-14,248.8713506,227.504243,230.6188157,89.25125213,91.2010118,83.91972354
561,SPT_0101,60.22719259,1.888358175,0.247276621,-7.636622361,2.23E-14,8.57E-14,26.85867618,27.30050915,20.54510608,80.83132269,107.9211973,97.90634413
562,SPT_1187,1177.979025,-0.828308671,0.108747963,7.616774105,2.60E-14,9.97E-14,1363.506412,1526.174296,1624.604263,806.629241,858.8095278,888.1504075
563,SPT_1269,451.9958183,-0.900750524,0.11835285,7.610720999,2.73E-14,1.04E-13,603.1772917,584.6859044,579.3719914,319.957319,310.0834401,314.6989633
564,SPT_1063,380.7179281,-1.286430007,0.1693272,7.597302775,3.02E-14,1.16E-13,464.8836824,578.6191246,577.8311084,264.3857846,174.8019393,223.7859294
565,SPT_0698,476.5583101,-0.929173577,0.122451666,7.58808439,3.25E-14,1.24E-13,642.3223836,629.0492318,583.9946402,313.2213754,313.1234738,377.6387559
566,SPT_0464,5770.208707,0.690859974,0.091091349,-7.584254517,3.34E-14,1.27E-13,4157.094466,4266.842077,4816.80012,7498.789165,6867.436188,7014.290226
567,SPT_1237,541.2714326,-0.859241,0.113593098,7.564200778,3.90E-14,1.48E-13,716.8980696,670.3791692,713.4288085,385.6327687,390.6443339,370.6454456
568,SPT_0631,3521.679315,-0.671693235,0.089096201,7.538966066,4.74E-14,1.80E-13,4487.970498,4027.962622,4448.015466,2579.866382,2732.99032,2853.2706
569,SPT_0907,265.7130145,-1.13925131,0.151298483,7.529826407,5.08E-14,1.92E-13,388.5936129,357.9400089,352.8621969,183.5544619,150.4816695,160.8461368
570,SPT_0764,280.9176975,1.021341408,0.135837689,-7.518836732,5.53E-14,2.09E-13,203.154455,183.5200893,180.7969335,407.5245852,402.8044688,307.705653
571,SPT_1705,551.8659924,0.958170586,0.127540089,-7.512701274,5.79E-14,2.19E-13,348.3055986,415.9535909,360.5666117,813.3651845,659.6873187,713.3176501
572,SPT_0182,63.06813472,1.713246531,0.228479904,-7.49845609,6.46E-14,2.43E-13,31.43036575,28.81720411,27.7358932,97.67118158,101.8411298,90.91303383
573,SPT_1115,8754.885217,2.59062908,0.345624717,-7.495497149,6.60E-14,2.48E-13,2246.128228,2362.252389,2476.19891,22164.62228,13867.11384,9412.995657
574,SPT_0390,1076.697786,-0.772477575,0.1031538,7.488600305,6.96E-14,2.61E-13,1337.504928,1285.019799,1467.434202,803.2612692,811.689005,755.2775118
575,SPT_1062,179.466335,-1.343580522,0.180068425,7.461499816,8.55E-14,3.21E-13,252.0143872,238.5002814,267.086379,102.7231392,83.60092748,132.8728956
576,SPT_1848,472.0574995,-1.092934794,0.146666369,7.451843256,9.20E-14,3.44E-13,633.1790045,596.819464,713.4288085,358.6889944,264.4829342,265.7457912
577,SPT_1563,373.0515221,-1.067330307,0.14326209,7.450193598,9.32E-14,3.48E-13,469.1696414,485.342385,570.1266936,254.2818693,235.6026138,223.7859294
578,SPT_2052,751.9919057,-0.803551014,0.107995975,7.440564468,1.00E-13,3.74E-13,943.7681642,910.7753193,991.8149959,513.6156962,536.5659527,615.411306
579,SPT_0123,16.66032752,3.601085776,0.484747549,-7.42878594,1.10E-13,4.08E-13,2.285844782,2.654216168,1.027255304,28.62776012,30.40033727,34.96655147
580,SPT_2200,184.3760119,-1.263935451,0.170290879,7.422214622,1.15E-13,4.28E-13,274.3013738,255.5630996,250.6502941,104.4071251,109.4412142,111.8929647
581,SPT_0941,2269.54978,-0.6648662,0.089709652,7.41131173,1.25E-13,4.64E-13,2786.159058,2685.687588,2881.451127,1650.306172,1851.380539,1762.314194
582,SPT_0016,22.65286301,3.10565144,0.419885336,-7.396427489,1.40E-13,5.18E-13,4.000228368,4.929258597,4.622648867,63.99146379,30.40033727,27.97324118
583,SPT_1164,921.7287842,-0.772548944,0.104529518,7.390725235,1.46E-13,5.40E-13,1138.636432,1161.40916,1185.452621,730.849876,621.6868971,692.3377192
584,SPT_2173,28.51157445,2.564445266,0.347010583,-7.390106786,1.47E-13,5.41E-13,6.571803747,9.100169718,7.190787127,42.09964723,50.16055649,55.94648236
585,SPT_1476,933.8367456,-0.748363187,0.101288599,7.388424672,1.49E-13,5.47E-13,1165.209377,1186.813801,1176.207323,663.4904404,753.9283642,657.3711677
586,SPT_0714,188.3563109,-1.296166736,0.175945763,7.366853921,1.75E-13,6.42E-13,247.7284282,292.3429522,267.086379,101.0391534,117.0412985,104.8996544
587,SPT_1162,181.5594411,1.212853752,0.16496746,-7.352078701,1.95E-13,7.16E-13,127.7215772,100.4810406,103.239158,255.9658552,278.163086,223.7859294
588,SPT_RS00920,41.15410661,2.098072591,0.286188789,-7.331078887,2.28E-13,8.37E-13,16.28664407,17.06281822,12.32706365,62.30747791,76.00084316,62.93979265
589,SPT_0569,154.6375732,-2.050238232,0.280453146,7.310448328,2.66E-13,9.74E-13,160.2948653,318.1267664,285.5769745,58.93950613,69.92077571,34.96655147
590,SPT_0165,2292.543609,0.663929551,0.090830727,-7.30952588,2.68E-13,9.79E-13,1634.95048,1844.680237,1832.623462,2697.745395,2850.031619,2895.230462
591,SPT_1324,385.0861333,0.912761957,0.125160565,-7.292728002,3.04E-13,1.11E-12,292.8738626,249.4963198,262.4637301,495.0918515,535.0459359,475.5451001
592,SPT_0328,3244.368676,-0.784584274,0.107776333,7.279745476,3.34E-13,1.22E-12,4370.249492,3659.405748,4318.06767,2290.220809,2611.388971,2216.879363
593,SPT_2081,2725.767587,-0.660738066,0.090815739,7.275589839,3.45E-13,1.25E-12,3370.1924,3116.049781,3552.248841,2108.350333,2179.704182,2028.059986
594,SPT_0342,108.6366375,1.4108799,0.194118263,-7.268146102,3.64E-13,1.32E-12,67.43242105,53.84267083,55.47178641,176.8185184,144.401602,153.8528265
595,SPT_0480,3354.906413,-0.638345179,0.088028754,7.251553019,4.12E-13,1.49E-12,3856.791608,4010.899803,4380.730243,2589.970298,2591.628752,2699.417774
596,SPT_1272,134.9243943,-1.417812514,0.196389572,7.219387965,5.22E-13,1.89E-12,186.2963497,198.6870388,196.205763,69.04342146,68.40075885,90.91303383
597,SPT_1778,1392.146037,0.65479059,0.091023234,-7.193664321,6.31E-13,2.28E-12,1092.062344,1120.458397,1031.364325,1635.150299,1781.459764,1692.381091
598,SPT_0285,299.9959676,-1.102170816,0.153273375,7.190882387,6.44E-13,2.32E-12,388.3078823,408.7492898,410.9021215,203.7622926,150.4816695,237.77255
599,SPT_1689,596.6373492,-0.989013174,0.13773557,7.180521126,6.94E-13,2.50E-12,809.1890527,723.4634926,816.1543389,409.2085711,325.2836087,496.5250309
600,SPT_RS00070,30.12848516,2.368642135,0.329987756,-7.177969774,7.08E-13,2.54E-12,10.00057092,9.479343456,7.704414779,50.51957668,47.12052276,55.94648236
601,SPT_0472,143.2981318,1.147535747,0.160091363,-7.168005368,7.61E-13,2.73E-12,89.14794648,90.24334971,88.85758378,202.0783067,200.642226,188.819378
602,SPT_0475,127.1068034,-1.502628293,0.209763774,7.16343087,7.87E-13,2.82E-12,172.2955504,209.3039035,193.1239971,69.04342146,69.92077571,48.95317206
603,SPT_0474,922.9759515,-0.703291535,0.098183575,7.163026368,7.89E-13,2.82E-12,1100.062801,1165.200898,1163.880259,687.0662428,708.3278583,713.3176501
604,SPT_0985,582.6370601,-0.815970685,0.114002893,7.15745595,8.22E-13,2.93E-12,728.6130241,737.1137472,733.460287,402.4726276,390.6443339,503.5183412
605,SPT_0048,230.8350071,-1.192201652,0.166739291,7.150094297,8.67E-13,3.09E-12,297.1598216,334.8104109,319.4763995,153.2427159,112.4812479,167.8394471
606,SPT_1628,23.79428496,2.678226249,0.375614224,-7.130257792,1.00E-12,3.56E-12,6.286073149,5.308432336,5.649904171,37.04768957,39.52043845,48.95317206
607,SPT_2117,1207.058733,0.719295904,0.100888686,-7.12959932,1.01E-12,3.57E-12,974.3413381,881.5789414,858.2718064,1417.916119,1466.816273,1643.427919
608,SPT_0001,734.4465512,0.872720026,0.122660281,-7.114935838,1.12E-12,3.97E-12,585.4619947,481.1714738,473.5646951,941.3481121,883.1297976,1042.003234
609,SPT_0706,1208.98794,-0.91735657,0.129383664,7.090203965,1.34E-12,4.74E-12,1487.799222,1517.832474,1738.629602,958.187971,705.2878246,846.1905457
610,SPT_0515,50.30798724,1.833793818,0.258852892,-7.084308787,1.40E-12,4.94E-12,19.42968064,21.61290308,21.05873373,67.35943557,74.4808263,97.90634413
611,SPT_1486,299.0251799,0.9311709,0.131530398,-7.079510996,1.45E-12,5.10E-12,206.2974915,212.3372934,186.9604653,360.3729803,387.6043001,440.5785486
612,SPT_1537,267.3128467,0.937908667,0.133005577,-7.051649189,1.77E-12,6.23E-12,172.8670116,189.2076954,179.7696782,353.6370368,323.7635919,384.6320662
613,SPT_0977,229.722455,1.027915154,0.145886905,-7.045972709,1.84E-12,6.47E-12,153.7230616,144.4651943,139.7067213,269.4377423,293.3632546,377.6387559
614,SPT_0173,30.28169441,2.447545784,0.347622202,-7.040821251,1.91E-12,6.71E-12,10.57203211,10.99603841,5.649904171,47.1516049,65.36072512,41.95986177
615,SPT_0303,123.7110713,1.242261288,0.176493373,-7.038571875,1.94E-12,6.81E-12,72.28984122,78.86813756,73.44875423,202.0783067,168.7218718,146.8595162
616,SPT_1535,149.2711568,1.122880042,0.159548428,-7.037863409,1.95E-12,6.83E-12,93.43390544,89.48500223,95.53474326,193.6583773,206.7222934,216.7926191
617,SPT_1562,1924.080072,-0.626898158,0.089312011,7.019192049,2.23E-12,7.79E-12,2339.847864,2217.787195,2453.085666,1481.907583,1541.297099,1510.555024
618,SPT_1664,955.2880385,-0.847298136,0.120850759,7.011111394,2.36E-12,8.24E-12,1202.925816,1119.700049,1388.335543,698.8541441,720.4879932,601.4246854
619,SPT_2144,245.0893027,0.999893444,0.143212732,-6.981875376,2.91E-12,1.01E-11,152.5801392,179.7283519,156.6564338,304.801446,348.0838617,328.6855839
620,SPT_1044,3219.423925,0.617479489,0.088516458,-6.975872075,3.04E-12,1.06E-11,2644.150951,2434.2954,2514.720984,3630.673577,3889.723153,4202.979487
621,SPT_1536,253.9023548,0.979987518,0.140572658,-6.971394943,3.14E-12,1.09E-11,152.8658698,179.3491782,173.0925187,311.5373895,335.9237268,370.6454456
622,SPT_1720,33.11817564,2.243944576,0.322237075,-6.963644942,3.32E-12,1.15E-11,12.5721463,13.27108084,7.704414779,53.88754846,62.32069139,48.95317206
623,SPT_0521,312.5038165,-1.070915701,0.153986123,6.954624759,3.54E-12,1.22E-11,432.5961249,440.5998839,437.0971318,217.2341797,235.6026138,111.8929647
624,SPT_1034,77.9847132,1.635806046,0.235499528,-6.946111773,3.75E-12,1.30E-11,40.28801427,31.09224654,32.87216972,90.93523802,104.8811636,167.8394471
625,SPT_1897,3482.581286,0.846095441,0.12181999,-6.945456474,3.77E-12,1.30E-11,2713.583486,2524.159576,2245.580094,4568.653718,5095.096526,3748.414318
626,SPT_1546,703.8436624,-0.766632151,0.110386902,6.944955774,3.79E-12,1.30E-11,902.9086887,825.0820544,925.0434011,500.1438091,524.4058178,545.478203
627,SPT_1527,676.867367,-0.792725933,0.114240004,6.939127297,3.95E-12,1.36E-11,851.7629117,859.5868646,868.5443594,444.5722748,547.2060708,489.5317206
628,SPT_0518,64.02035408,1.569600736,0.226402031,-6.932803241,4.13E-12,1.42E-11,32.00182694,30.7130728,31.33128677,90.93523802,94.24104552,104.8996544
629,SPT_1937,15000.87314,-0.538877733,0.07773531,6.932213085,4.14E-12,1.42E-11,17177.26634,17945.15551,18163.41466,12134.80232,11653.96929,12930.63074
630,SPT_RS10325,279.8634775,1.33442978,0.193219725,-6.90628134,4.98E-12,1.70E-11,149.7228332,150.1528003,184.392327,338.4811638,548.7260876,307.705653
631,SPT_RS05400,85.05296593,1.613619984,0.233983089,-6.896310302,5.34E-12,1.82E-11,39.14509188,36.02150513,52.90364815,163.3466313,114.0012647,104.8996544
632,SPT_1709,327.8080394,0.912499247,0.13250354,-6.886602759,5.71E-12,1.95E-11,235.4420125,218.4040732,210.0737096,410.892557,381.5242327,510.5116515
633,SPT_1129,1063.019505,-0.721020962,0.104909889,6.872764528,6.30E-12,2.14E-11,1386.079129,1319.524609,1307.182374,843.6769306,857.2895109,664.364478
634,SPT_RS07945,337.7942179,-0.900464848,0.131026484,6.872388095,6.31E-12,2.15E-11,424.024207,453.8709647,439.1516424,232.3900527,232.5625801,244.7658603
635,SPT_0024,51.19916432,1.851041063,0.269555268,-6.867018695,6.56E-12,2.22E-11,18.00102765,21.61290308,25.6813826,92.61922391,65.36072512,83.91972354
636,SPT_0444,1183.161779,-0.744095582,0.108360721,6.866838627,6.56E-12,2.22E-11,1441.225135,1503.423872,1454.079883,798.2093115,839.0493085,1062.983165
637,SPT_0940,528.9179272,-0.828391056,0.120751718,6.860283787,6.87E-12,2.32E-11,621.7497806,690.4753774,705.2107661,367.1089239,369.3640978,419.5986177
638,SPT_1073,344.9807984,-1.063503014,0.155195583,6.852662882,7.25E-12,2.45E-11,452.5972667,407.9909424,536.2272686,208.8142503,226.4825126,237.77255
639,SPT_1068,246.0467018,0.90762757,0.13257008,-6.846398303,7.57E-12,2.55E-11,170.0097056,164.5614024,174.6334017,318.2733331,313.1234738,335.6788942
640,SPT_1449,2486.558638,-0.665894121,0.097295622,6.844029607,7.70E-12,2.59E-11,3292.473677,2768.726637,3098.715624,1955.107618,1909.14118,1895.18709
641,SPT_0994,322.1894486,-0.974188913,0.142591177,6.832042018,8.37E-12,2.81E-11,428.8816271,395.8573827,448.3969401,230.7060668,191.5221248,237.77255
642,SPT_2018,190.4709186,1.030186586,0.150949119,-6.824727393,8.81E-12,2.96E-11,135.4363033,123.6106387,114.0253387,252.5978834,258.4028668,258.7524809
643,SPT_0610,113.977864,-1.478835178,0.217519393,6.798636005,1.06E-11,3.54E-11,168.295322,167.2156186,160.7654551,43.78363312,66.88074198,76.92641324
644,SPT_0908,266.7228302,-1.04605005,0.153944164,6.794996466,1.08E-11,3.62E-11,365.4494344,390.9281241,322.5581654,171.7665607,174.8019393,174.8327574
645,SPT_2012,411.760672,0.817864537,0.120480367,-6.788363623,1.13E-11,3.79E-11,296.3026298,273.0050915,315.8810059,520.3516398,498.5655312,566.4581339
646,SPT_1727,164.6597491,-1.287164211,0.190228263,6.766419414,1.32E-11,4.40E-11,246.0140446,247.6004511,200.3147843,90.93523802,91.2010118,111.8929647
647,SPT_1141,58.06994258,1.904127954,0.281578094,-6.762344077,1.36E-11,4.52E-11,31.14463515,24.64629299,22.08598903,124.6149558,110.961231,34.96655147
648,SPT_0172,260.7897487,2.604940319,0.385552426,-6.756384204,1.41E-11,4.71E-11,63.14646209,97.06847699,47.76737163,483.3039502,586.7265092,286.7257221
649,SPT_2226,106.5411341,1.512389555,0.224043201,-6.750437173,1.47E-11,4.89E-11,64.00365388,64.4595355,39.03570155,180.1864902,165.6818381,125.8795853
650,SPT_0349,166.7648153,1.095934515,0.162740955,-6.734226897,1.65E-11,5.46E-11,110.8634719,104.272778,92.45297735,210.4982362,209.7623271,272.7391015
651,SPT_1149,283.7943305,-1.19196773,0.177477395,6.716166454,1.87E-11,6.18E-11,364.5922426,401.5449888,421.1746746,126.2989417,214.3223777,174.8327574
652,SPT_1304,558.5030083,-0.741040503,0.110453748,6.70905711,1.96E-11,6.47E-11,680.0388225,713.6049754,706.7516491,410.892557,427.1247386,412.6053074
653,SPT_0914,555.9282898,-0.7523631,0.112286165,6.700407818,2.08E-11,6.86E-11,689.4679322,724.2218401,677.9885005,426.04843,398.2444182,419.5986177
654,SPT_0461,2071.081205,0.557334075,0.083332006,-6.688115465,2.26E-11,7.45E-11,1695.811097,1619.071862,1722.193517,2443.463525,2561.228415,2384.718811
655,SPT_1696,1520.803752,-0.647195921,0.096935566,6.676557958,2.45E-11,8.05E-11,1830.675939,1835.200893,1860.872983,1148.478377,1092.892125,1356.702197
656,SPT_1982,129.0912651,1.200167327,0.179865998,-6.672563691,2.51E-11,8.26E-11,87.14783229,78.86813756,70.88061597,170.0825748,206.7222934,160.8461368
657,SPT_1127,779.0351445,-0.752285628,0.112935778,6.661180733,2.72E-11,8.91E-11,914.3379126,1043.486128,992.8422512,628.1267367,563.9262563,531.4915824
658,SPT_RS02465,578.4571212,-1.036203759,0.156053047,6.640073856,3.14E-11,1.03E-10,801.7600571,779.9603796,797.1501158,363.7409521,483.3653625,244.7658603
659,SPT_0098,47.17678707,1.932318823,0.291065293,-6.638781295,3.16E-11,1.03E-10,18.85821945,21.23372934,14.89520191,50.51957668,86.64096121,90.91303383
660,SPT_1099,79.49355632,1.427967995,0.216545963,-6.594295156,4.27E-11,1.40E-10,41.14520607,44.74250111,35.95393564,109.4590828,98.80109611,146.8595162
661,SPT_1361,288.3227611,-0.927826626,0.140759414,6.591577794,4.35E-11,1.42E-10,383.4504621,387.8947342,383.1662283,223.9701233,197.6021922,153.8528265
662,SPT_1517,417.3684574,-0.817523832,0.124416431,6.570867111,5.00E-11,1.63E-10,503.7430437,545.6310094,553.1769811,311.5373895,296.4032883,293.7190324
663,SPT_RS04525,846.769183,-0.664095851,0.101272472,6.557515968,5.47E-11,1.78E-10,992.913827,1049.173734,1061.668357,656.7544968,627.7669645,692.3377192
664,SPT_1700,203.7881458,1.156663056,0.176459107,-6.554850461,5.57E-11,1.81E-10,130.0074219,119.0605538,112.9980834,208.8142503,281.2031197,370.6454456
665,SPT_0252,104.8478619,1.406470731,0.214600291,-6.553908787,5.61E-11,1.81E-10,48.00274041,67.11375167,59.58080762,133.0348853,188.482091,132.8728956
666,SPT_2050,405.7809296,0.841107762,0.128332648,-6.554121465,5.60E-11,1.81E-10,310.0176985,257.0797945,304.5811976,496.7758374,548.7260876,517.5049618
667,SPT_0141,475.1791732,-0.841845947,0.128597584,6.546358993,5.90E-11,1.90E-10,572.3183872,613.1239348,658.4706498,377.2128392,322.243575,307.705653
668,SPT_0579,1853.831408,-0.941384063,0.143984296,6.538102361,6.23E-11,2.01E-10,2686.72481,2233.333318,2453.599293,1503.799399,1322.414671,923.1169589
669,SPT_0439,1030.447371,0.606106742,0.092720796,-6.536901811,6.28E-11,2.02E-10,818.3324318,823.5653595,789.9593287,1190.578024,1217.533507,1342.715577
670,SPT_2249,458.5106611,0.963845399,0.147618519,-6.529298664,6.61E-11,2.13E-10,375.4500054,288.5512148,271.7090279,606.2349202,656.6472849,552.4715133
671,SPT_0693,236.8332508,-1.024021935,0.157025272,6.521382965,6.97E-11,2.24E-10,305.4460089,313.9558553,351.8349416,166.714603,164.1618212,118.886275
672,SPT_2002,230.1100078,-1.134491897,0.17414736,6.514551216,7.29E-11,2.34E-10,287.4449813,318.5059401,326.6671866,158.2946736,107.9211973,181.8260677
673,SPT_0111,1957.008341,0.614079622,0.094400275,-6.505061813,7.77E-11,2.49E-10,1556.374566,1506.078088,1596.86837,2307.060668,2600.748853,2174.919502
674,SPT_1674,1517.720133,0.574095749,0.088360963,-6.497164925,8.18E-11,2.62E-10,1177.210062,1220.18109,1250.169705,1717.665607,1852.900556,1888.19378
675,SPT_1360,250.2078158,-1.02342585,0.158075683,6.474277575,9.53E-11,3.04E-10,312.3035433,337.8438008,371.86642,185.2384478,161.1217875,132.8728956
676,SPT_2164,123.6637238,1.169542722,0.180679199,-6.473034698,9.61E-11,3.06E-10,79.14737556,70.52631532,71.90787127,180.1864902,144.401602,195.8126883
677,SPT_0697,180.1328551,-1.09127469,0.168681716,6.469430791,9.84E-11,3.13E-10,245.1568528,255.5630996,241.4049964,106.091111,127.6814165,104.8996544
678,SPT_2120,609.6063643,0.813116449,0.125694942,-6.468967142,9.87E-11,3.14E-10,445.7397324,417.0911121,470.4829292,697.1701582,899.8499831,727.3042707
679,SPT_1445,3775.610112,-0.53797585,0.083176226,6.467904025,9.94E-11,3.15E-10,4446.253831,4394.244453,4534.818539,2955.395236,2973.152985,3349.795631
680,SPT_0995,160.6838313,-1.14854298,0.177609827,6.466663485,1.00E-10,3.18E-10,216.0123319,220.6791157,227.0234222,87.56726625,107.9211973,104.8996544
681,SPT_1463,81.1421957,1.367715315,0.211553864,-6.465092578,1.01E-10,3.20E-10,45.71689563,49.67175971,38.52207389,124.6149558,109.4412142,118.886275
682,SPT_0870,629.823491,-1.021637039,0.158053182,6.463881508,1.02E-10,3.22E-10,798.3312899,775.4102947,951.752039,486.671922,319.2035413,447.5718589
683,SPT_0095,355.6769841,0.77245726,0.119557882,-6.460947985,1.04E-10,3.28E-10,259.7291133,260.1131844,259.8955919,414.2605288,457.5250758,482.5384103
