,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC45MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF45MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF45MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF45MIN.C
48,SPT_0092,470.3284898,3.348179343,0.255734486,-13.09240453,3.64E-39,1.63E-37,95.22171693,83.11222361,61.88897818,1109.36796,848.724936,623.6551237
49,SPT_1478,4087.032317,-2.491817551,0.191280772,13.02701537,8.59E-39,3.77E-37,7599.742699,6667.804415,6576.776266,1500.909593,1091.607635,1085.353297
50,SPT_0125,1497.508938,-2.696839625,0.207565493,12.99271662,1.35E-38,5.79E-37,2744.184913,2682.09115,2368.938511,445.9224154,301.5566091,442.3600296
51,SPT_2096,326.6919707,3.049680649,0.235949665,-12.92513235,3.25E-38,1.37E-36,71.22884337,73.01018538,63.72726466,424.1701024,695.8998671,632.1155615
52,SPT_0190,471.3166604,2.943420783,0.228085943,-12.90487588,4.22E-38,1.75E-36,128.9616954,106.9897685,79.04631867,919.0352219,854.1829742,739.683984
53,SPT_0085,743.734431,3.370742796,0.261581033,-12.88603671,5.39E-38,2.19E-36,152.9545689,136.3775161,86.39946459,1680.366175,1438.193059,968.1158026
54,SPT_0282,11760.05828,-2.112447614,0.164277757,12.85899964,7.66E-38,3.05E-36,20147.26579,17907.24031,19375.53951,4013.301738,4763.502816,4353.499527
55,SPT_0088,361.8354554,3.750380518,0.294809909,-12.72135162,4.50E-37,1.76E-35,53.9839655,56.02039381,30.63810801,745.0167183,851.4539551,433.8995919
56,SPT_1008,4046.802821,-2.570507019,0.20369678,12.61928154,1.65E-36,6.36E-35,8279.040931,6535.100367,6008.132981,1326.89109,1181.665265,949.9862932
57,SPT_0089,1610.977375,3.184931304,0.254315864,-12.52352589,5.55E-36,2.10E-34,349.0213325,338.4182807,235.3006695,3638.07434,3203.868408,1901.18122
58,SPT_0921,2552.443614,-2.363108563,0.18987815,12.44539492,1.48E-35,5.50E-34,4841.312017,4325.509096,3681.475059,864.6544395,721.8255485,879.8855234
59,SPT_2097,228.9811456,2.691698211,0.218133273,-12.33969568,5.54E-35,2.02E-33,59.23240659,64.74488138,56.9868809,380.6654765,402.5303153,409.7269127
60,SPT_0279,920.5806668,-2.373066533,0.192407813,12.3335248,5.98E-35,2.14E-33,1421.577758,1539.183279,1690.6108,261.0277553,292.0050423,319.0793656
61,SPT_0283,6863.975389,-2.152909546,0.175366214,12.27664953,1.21E-34,4.27E-33,12725.97009,11120.96654,9856.892109,2349.249798,2656.700081,2474.073718
62,SPT_0548,1063.491718,2.184805089,0.180246306,-12.12121975,8.15E-34,2.83E-32,373.3890947,365.5101105,396.4571177,1952.270087,1532.344217,1760.979681
63,SPT_0280,6354.950014,-2.187961158,0.182874802,11.96425712,5.47E-33,1.87E-31,11860.3522,9750.762809,9749.045969,1925.079696,2393.349739,2451.109672
64,SPT_0099,318.5920456,2.935402963,0.246617447,-11.90265734,1.15E-32,3.86E-31,83.6001688,73.92855249,55.76135658,592.7505277,663.1516381,442.3600296
65,SPT_1477,7159.670404,-2.719335653,0.229399775,11.85413392,2.05E-32,6.78E-31,13949.98153,10796.78295,12641.89613,2523.268302,1642.86949,1403.224028
66,SPT_1173,5282.734482,-2.372917548,0.20076503,11.81937684,3.10E-32,1.01E-30,10324.4334,8924.691592,7370.303263,2012.088947,1574.644013,1490.245674
67,SPT_1046,1676.603568,-3.023202456,0.256250414,11.7978442,4.00E-32,1.29E-30,3363.126073,3035.203304,2561.958592,543.8078236,302.9211186,252.6044978
68,SPT_0086,567.2342475,3.240978039,0.27478394,-11.7946414,4.16E-32,1.32E-30,115.465704,120.7652752,72.91869707,1419.33842,960.6147185,714.3026708
69,SPT_2040,463.2248558,2.507176827,0.213488756,-11.74383548,7.60E-32,2.37E-30,154.0792349,127.6530285,129.905578,625.3789971,884.2021841,858.1301121
70,SPT_1135,1290.500228,3.067792082,0.26177829,-11.71904699,1.02E-31,3.13E-30,288.2893713,244.2856517,260.4239181,3420.55121,1959.435704,1570.015515
71,SPT_0465,1694.782979,2.682071354,0.233734529,-11.47486152,1.76E-30,5.35E-29,392.5084158,611.1733128,333.9553773,3273.723098,2761.767316,2795.570351
72,SPT_0670,1562.491864,2.545925646,0.222253585,-11.45504871,2.22E-30,6.63E-29,384.6357542,442.1937643,522.6861227,1968.584321,2817.712207,3239.139015
73,SPT_1340,15340.93728,-2.085509941,0.182091059,11.45311554,2.27E-30,6.69E-29,28719.09476,23314.12668,22617.05133,6585.512744,5320.22271,5489.61545
74,SPT_0920,2851.278276,-2.146759526,0.188221018,11.40552497,3.92E-30,1.14E-28,5261.187304,4733.723277,3992.758236,1071.301412,921.0439418,1127.655485
75,SPT_1733,1077.286421,3.753418211,0.331955441,-11.30699409,1.21E-29,3.48E-28,88.84860989,122.6020094,206.500848,1011.482552,2542.081279,2492.203227
76,SPT_2098,258.5637675,2.529185716,0.223935153,-11.29427729,1.40E-29,3.97E-28,74.22795256,73.92855249,78.43355651,386.1035548,525.3361742,413.3528146
77,SPT_0583,1585.744306,-2.552805229,0.226081686,11.29151714,1.45E-29,4.04E-28,2440.150218,2638.927896,3103.640342,299.094303,480.3073593,552.3457201
78,SPT_0102,356.4037456,2.896309104,0.257050225,-11.26748326,1.90E-29,5.24E-28,98.59571477,76.68365383,66.79107546,804.8355789,635.8614472,455.6550032
79,SPT_1426,49724.20984,-2.357411196,0.21009332,11.2207813,3.22E-29,8.79E-28,90798.78064,89012.7323,70548.53303,20392.79338,14330.07922,13262.34045
80,SPT_1656,1400.913551,2.033823229,0.181520333,-11.20438242,3.88E-29,1.04E-27,573.9545221,590.0508693,467.5375282,2371.002111,2072.689996,2330.246276
81,SPT_2156,152.5606938,2.913326798,0.261743674,-11.13045735,8.92E-29,2.37E-27,37.48886493,34.89795025,30.63810801,282.7800683,308.3791568,221.1800148
82,SPT_0787,789.5463338,-2.500554299,0.224706402,11.1280955,9.16E-29,2.40E-27,1531.420132,1306.8364,1178.341634,315.4085377,193.7603552,211.5109431
83,SPT_1819,287.4517149,2.465853996,0.222747529,-11.07017439,1.75E-28,4.54E-27,78.35172771,96.88773029,87.01222675,407.8558677,492.5879452,562.0147918
84,SPT_1897,8181.583121,2.132799705,0.193410836,-11.02730201,2.82E-28,7.23E-27,3520.579306,2988.366582,2500.069614,12833.86464,15281.14238,11965.47621
85,SPT_0329,2565.384035,-2.103931947,0.192249077,10.94378181,7.12E-28,1.80E-26,4691.731446,4412.294788,3409.408659,1016.92063,873.2861078,988.6625799
86,SPT_1959,4363.480414,2.124463977,0.19459852,-10.91716413,9.54E-28,2.39E-26,1830.581275,1559.387356,1430.799644,8537.782831,6686.096763,6136.234619
87,SPT_1303,1841.204562,-2.002402587,0.185140194,10.81560165,2.90E-27,7.19E-26,3137.443106,3039.335956,2666.740921,853.7782831,654.9645808,694.9645274
88,SPT_0582,429.2775151,-2.522690689,0.233317255,10.81227656,3.01E-27,7.37E-26,626.8138217,691.0712516,881.7647486,130.5138777,128.2638971,117.2374942
89,SPT_1047,11134.87098,-2.169688795,0.202102277,10.73559797,6.93E-27,1.68E-25,22725.00014,17024.68952,15053.72799,4508.166858,3834.271817,3663.369535
90,SPT_0950,790.3862065,-2.137057679,0.20107621,10.62809806,2.21E-26,5.28E-25,1464.315064,1282.958855,1118.903705,320.8466159,279.7244564,275.5685431
91,SPT_1815,496.1723836,2.317704184,0.219028166,-10.58176317,3.62E-26,8.57E-25,153.3294576,183.2142388,156.867113,636.2551536,851.4539551,995.9143837
92,SPT_2095,187.4811115,2.63101039,0.24915983,-10.55952877,4.59E-26,1.07E-24,47.61085846,57.39794448,49.63373498,261.0277553,315.2017045,394.0146712
93,SPT_2013,1405.415072,2.091990983,0.198643015,-10.53140976,6.19E-26,1.43E-24,485.4808009,551.020267,552.7114685,1772.813505,2562.548922,2507.915469
94,SPT_1960,4386.715162,2.11176557,0.201186322,-10.49656632,8.96E-26,2.05E-24,1808.462844,1736.632208,1332.757698,8586.725535,6555.103846,6300.608837
95,SPT_1333,1006.438656,-2.130946279,0.203602453,10.46621123,1.23E-25,2.80E-24,1868.819917,1677.856713,1372.587239,418.7320242,367.0530672,333.5829732
96,SPT_0470,814.0767451,-2.04258685,0.195399803,10.4533721,1.41E-25,3.17E-24,1469.563505,1288.469058,1174.052299,348.0370071,307.0146473,297.3239543
97,SPT_1862,3163.686551,2.641436815,0.252741457,-10.45114184,1.45E-25,3.21E-24,1043.69,823.3161157,680.77876,7705.75686,4505.610512,4222.967059
98,SPT_0317,9427.032225,-1.825348096,0.175646681,10.39215821,2.69E-25,5.91E-24,16780.01594,14695.71052,12730.74664,4268.891415,3871.113575,4215.715255
99,SPT_0586,7319.033829,-1.774225998,0.170893395,10.38206305,2.99E-25,6.51E-24,10066.13512,11563.1603,12414.56137,3464.055836,3030.575696,3375.714652
100,SPT_2159,314.2933137,2.370792095,0.229089333,-10.34876684,4.24E-25,9.13E-24,117.7150359,99.64283162,79.04631867,609.0647624,498.0459833,482.2449503
101,SPT_1818,190.1907268,2.426668404,0.234575404,-10.34493966,4.41E-25,9.40E-24,64.10595903,62.4489636,48.40821066,315.4085377,322.0242522,328.7484373
102,SPT_0958,5447.516157,1.849384725,0.179210056,-10.31964818,5.74E-25,1.21E-23,2103.8751,2566.836077,2372.002322,8271.316997,9749.420687,7621.645757
103,SPT_1660,1172.343719,2.138035278,0.20727143,-10.31514704,6.02E-25,1.26E-23,505.3498993,423.8264221,354.1765286,1935.955852,2192.766836,1621.986775
104,SPT_2049,252.2400529,-2.791928594,0.273130839,10.22194565,1.58E-24,3.27E-23,432.2466127,433.0100932,465.0864796,59.8188606,42.29979584,80.97847537
105,SPT_0705,4444.528767,-1.710946929,0.167663667,10.2046374,1.89E-24,3.88E-23,7395.803274,6904.283946,6176.642575,1941.39393,2090.42862,2158.620254
106,SPT_1063,353.1004527,-2.477149805,0.243065506,10.19128482,2.17E-24,4.41E-23,697.6677764,622.1937182,485.9203931,97.88540825,114.6188016,100.3166187
107,SPT_0103,213.5922545,2.508382472,0.24652294,-10.1750469,2.56E-24,5.16E-23,70.47906607,58.31631159,55.14859442,440.4843371,367.0530672,290.0721506
108,SPT_0528,4209.472058,2.338843025,0.230795788,-10.13382021,3.91E-24,7.80E-23,1700.494913,1358.264958,1026.376618,8864.067525,6349.062905,5958.565427
109,SPT_1447,1274.085392,-2.157242944,0.215194164,10.02463496,1.19E-23,2.35E-22,2519.626612,1878.060743,1883.018118,369.78932,448.9236398,545.0939163
110,SPT_1159,373.796807,-2.213411151,0.221439128,9.995573823,1.59E-23,3.12E-22,617.8164941,601.0712746,632.9833115,130.5138777,110.525273,149.8706111
111,SPT_1799,354.2938988,-2.46842521,0.248041053,9.951680106,2.48E-23,4.81E-22,540.964321,523.0100701,734.7018301,130.5138777,91.42213941,105.1511546
112,SPT_1517,474.1115479,-2.199365737,0.221146929,9.945269201,2.64E-23,5.08E-22,784.2670544,731.938588,840.7096838,130.5138777,154.1895784,203.0505054
113,SPT_0189,240.8260591,2.928726993,0.295707034,-9.904150577,3.99E-23,7.61E-22,44.61174927,61.53059648,51.47202146,636.2551536,282.4534755,368.633358
114,SPT_1740,180.4115862,2.524902572,0.255913761,-9.866224315,5.83E-23,1.10E-21,61.85662714,45.91835559,45.34439986,375.2273983,290.6405327,263.4822034
115,SPT_0119,3943.602449,-1.954641913,0.199466201,9.799364011,1.13E-22,2.12E-21,7267.966244,6046.988247,5525.889161,1935.955852,1363.145034,1521.670157
116,SPT_0694,499.4453062,-2.859092214,0.291891166,9.795062487,1.18E-22,2.19E-21,1002.827137,699.3365556,919.1432403,201.2088947,75.04802489,99.10798478
117,SPT_0584,416.8950555,-2.512278473,0.258204762,9.729791414,2.25E-22,4.14E-21,597.1976184,685.5610489,863.9946459,97.88540825,99.60919667,157.1224149
118,SPT_0633,259.5382476,2.234436128,0.230093153,-9.711006614,2.71E-22,4.94E-21,99.34549207,82.65304005,83.33565379,489.4270412,454.3816779,348.0865807
119,SPT_1284,653.9735243,-1.974819966,0.203443401,9.706974783,2.82E-22,5.09E-21,1189.896573,1020.765045,919.1432403,288.2181465,259.2568132,246.561328
120,SPT_1216,519.6303936,-2.266194432,0.233823247,9.691912412,3.26E-22,5.86E-21,830.0034696,863.265085,907.5007593,146.8281124,140.544483,229.6404525
121,SPT_2154,99.31541745,3.217218528,0.33231049,-9.681363151,3.62E-22,6.44E-21,22.49331896,21.12244357,9.191432403,212.0850512,167.8346738,163.1655847
122,SPT_1485,667.7149924,-2.023749829,0.209857998,9.643424846,5.24E-22,9.17E-21,1185.772798,1156.683377,882.9902729,261.0277553,244.2472083,275.5685431
123,SPT_1595,1308.249602,-2.113486498,0.219145059,9.644235211,5.20E-22,9.17E-21,2698.823386,1927.652567,1760.465686,549.2459018,483.0363784,430.27369
124,SPT_0760,297.4835541,-2.215839356,0.230243913,9.623878134,6.34E-22,1.10E-20,531.9669934,467.9080434,472.4396255,108.7615647,91.42213941,112.4029584
125,SPT_1334,489.7581953,-2.247206378,0.233986083,9.604017262,7.69E-22,1.32E-20,955.2162785,841.2242743,640.9492196,163.1423471,186.9378074,151.0792451
126,SPT_1739,119.9509201,2.745695334,0.286741275,-9.575514839,1.01E-21,1.73E-20,35.61442168,25.71427913,26.34877289,261.0277553,200.5829029,170.4173885
127,SPT_0082,83.38611306,2.965345185,0.310235409,-9.558371159,1.20E-21,2.03E-20,20.24398706,16.53060801,15.93181617,179.4565818,125.534878,142.6188074
128,SPT_0173,104.8539372,3.974920508,0.415998233,-9.555137966,1.23E-21,2.08E-20,8.622438934,10.10203823,14.70629185,206.646973,305.6501377,83.39574329
129,SPT_1732,1125.987192,3.253228285,0.341694574,-9.520866087,1.72E-21,2.87E-20,124.0881429,175.8673019,304.5427936,989.730239,2599.39068,2562.303997
130,SPT_0316,7707.678608,-1.964749156,0.206471838,9.515821519,1.80E-21,2.99E-20,13159.71626,12391.98662,11345.2914,4035.054051,2568.006961,2746.016359
131,SPT_0438,4857.399713,-2.110431783,0.222062976,9.503753472,2.02E-21,3.33E-20,9668.753154,7701.426599,6353.730839,2278.554781,1529.615198,1612.317704
132,SPT_0318,26780.28108,-1.684547798,0.180975272,9.308165595,1.30E-20,2.11E-19,47391.17371,39989.8367,35445.22716,13986.73722,11992.67438,11876.0373
133,SPT_1875,406.0381003,-2.189844366,0.23526402,9.308029194,1.30E-20,2.11E-19,693.5440012,690.1528845,627.4684521,130.5138777,113.2542921,181.2950941
134,SPT_0472,145.1454304,2.280598631,0.246441878,-9.254103449,2.16E-20,3.47E-19,50.98485631,52.34692537,42.89335122,222.9612077,244.2472083,257.4390336
135,SPT_1149,348.9691907,-2.045723458,0.22363821,9.147468381,5.83E-20,9.30E-19,591.9491773,598.7753568,492.0480147,157.7042688,122.8058589,130.5324678
136,SPT_0090,147.3757053,2.787378802,0.305061474,-9.137105269,6.41E-20,1.02E-18,40.11308548,31.68366535,31.86363233,380.6654765,221.050546,178.8778262
137,SPT_0281,6221.494623,-1.485582445,0.163648963,9.07786041,1.11E-19,1.74E-18,9811.58573,9332.905773,8403.420265,3464.055836,3158.839593,3158.160539
138,SPT_0097,238.4767377,2.222933852,0.245144926,-9.067835462,1.21E-19,1.89E-18,95.59660557,87.24487561,63.1145025,407.8558677,443.4656016,333.5829732
139,SPT_0585,251.7249342,-2.496524901,0.275409962,9.064758888,1.25E-19,1.93E-18,355.0195509,457.8060052,487.7586795,48.94270412,64.13194854,96.69071686
140,SPT_0951,963.3841399,-1.696368661,0.187449084,9.049757,1.43E-19,2.20E-18,1512.300811,1514.846551,1387.906293,516.6174324,392.9787485,455.6550032
141,SPT_RS00155,591.5447468,1.680060477,0.185769784,-9.043776862,1.51E-19,2.31E-18,304.0346946,268.6223802,267.1643019,832.0259701,976.9888331,900.4323008
142,SPT_1817,210.1134168,2.3977405,0.266179188,-9.007993883,2.10E-19,3.18E-18,76.10239581,72.09181827,49.63373498,266.4658336,443.4656016,352.9211165
143,SPT_0587,842.3468431,-1.702166287,0.189291082,8.992321593,2.42E-19,3.64E-18,1339.852033,1144.744605,1397.710487,364.3512418,402.5303153,404.8923769
144,SPT_1212,872.5741247,-1.674245176,0.186259912,8.988757493,2.50E-19,3.74E-18,1363.470018,1226.938461,1395.259439,462.2366501,376.604634,410.9355467
145,SPT_1244,1041.377604,-1.965879674,0.21950833,8.95583175,3.37E-19,5.01E-18,1778.096864,1506.581247,1693.674611,500.3031977,304.2856282,465.3240749
146,SPT_0860,1462.079137,-2.774376196,0.310978222,8.921448525,4.60E-19,6.79E-18,2520.751278,1615.866933,3542.99081,543.8078236,225.1440747,323.9139015
147,SPT_0945,904.1624401,-1.65639067,0.186693374,8.872252034,7.17E-19,1.05E-17,1223.636551,1505.203696,1398.32325,440.4843371,416.1754107,441.1513957
148,SPT_1190,272.9630031,-1.980278735,0.224772541,8.810145264,1.25E-18,1.82E-17,443.8681608,429.3366247,431.3845608,125.0757994,107.7962539,100.3166187
149,SPT_2161,139.0729001,2.167585068,0.247027486,-8.774671613,1.71E-18,2.48E-17,44.98663792,48.67345692,55.76135658,228.3992859,230.6021128,226.0145507
150,SPT_1136,572.044065,1.833355938,0.209473438,-8.752212006,2.09E-18,3.00E-17,287.539594,227.2958601,227.3347614,919.0352219,1019.288629,751.7703236
151,SPT_0957,3226.625567,1.707836788,0.195818257,-8.721540159,2.74E-18,3.91E-17,1361.220686,1565.815925,1574.798752,4241.701024,6111.638245,4504.578772
152,SPT_0669,135.1835849,2.131215683,0.245153823,-8.693381395,3.52E-18,4.98E-17,51.35974496,46.8367227,50.24649714,212.0850512,230.6021128,219.9713809
153,SPT_RS00405,120.8350227,2.442673093,0.281031001,-8.691827896,3.57E-18,5.02E-17,41.23775142,30.30611469,34.92744313,261.0277553,188.302317,169.2087545
154,SPT_2058,1565.187403,1.57980115,0.182069946,-8.67689139,4.07E-18,5.69E-17,744.9037462,850.4079454,738.3784031,2577.649084,2015.380596,2464.404646
155,SPT_1872,3649.930635,-1.447402057,0.167124536,8.660619754,4.69E-18,6.52E-17,5420.140092,5505.610835,5142.300049,1761.937348,1926.687475,2142.908012
156,SPT_2002,156.5792856,2.632879484,0.305249128,-8.625346455,6.39E-18,8.82E-17,34.86464439,53.26529248,34.31468097,375.2273983,185.5732979,256.2303997
157,SPT_1070,109.5207937,-2.889746598,0.338108367,8.546805924,1.27E-17,1.74E-16,161.5770079,207.0917837,207.1136102,38.06654765,19.10313361,24.17267922
158,SPT_0746,8304.625572,-1.705317074,0.20200554,8.441932219,3.12E-17,4.25E-16,14171.16583,13828.31278,10228.83874,4475.538388,3884.75867,3239.139015
