,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.NDC120MIN.C,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF120MIN.A,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF120MIN.B,X.ExpOut.181005_NS500751_0090_AH27TLBGX9.Out.Rep.Bams.19F.RIF120MIN.C
16,SPT_1043,5226.232174,2.368904707,0.085446744,-27.72375618,3.61E-169,4.86E-167,1731.887736,1615.990048,1717.986774,8119.912308,8961.042265,9210.57391
17,SPT_0265,3814.045527,-2.741192451,0.10065938,27.23235979,2.69E-163,3.41E-161,6609.138622,6205.89965,7088.528898,996.8596746,928.9600776,1054.886243
18,SPT_1435,2171.26075,-2.522294844,0.093134617,27.08224865,1.59E-161,1.91E-159,3683.657476,3674.665944,3738.376669,604.6525895,664.939845,661.271973
19,SPT_0262,8106.597835,-2.688447193,0.100119337,26.85242694,7.90E-159,8.95E-157,13887.70384,13472.25387,14738.79734,2126.497789,1979.173892,2435.160282
20,SPT_1477,5380.650825,-2.255244569,0.085179733,26.47630483,1.82E-154,1.96E-152,9214.396225,9058.256923,8416.730844,1805.786788,1836.407396,1952.326778
21,SPT_0788,1520.89729,-4.1412921,0.156912209,26.39241469,1.67E-153,1.72E-151,3242.082251,2804.230227,2595.860851,147.0776569,168.1906667,167.9420884
22,SPT_1732,1190.709309,3.027948094,0.116537196,-25.98267513,7.77E-149,7.61E-147,283.6369165,263.0392016,227.5045156,2226.592306,1965.483954,2177.998959
23,SPT_0260,2945.353714,-2.538115874,0.098625617,25.73485416,4.76E-146,4.46E-144,5189.14282,4710.227218,5175.805749,886.5514319,807.7063412,902.6887251
24,SPT_2097,239.591464,4.330363613,0.170960934,-25.32955056,1.51E-141,1.35E-139,20.28565431,24.89329984,20.59711664,433.0619898,424.3880776,514.3226457
25,SPT_1587,2280.749945,-2.655683356,0.105131662,25.26054774,8.67E-141,7.47E-139,3656.126945,4185.808368,3985.542069,625.0800418,633.6485582,598.2936899
26,SPT_0264,1813.728136,-2.472865361,0.100095941,24.7049514,9.46E-135,7.83E-133,3067.480726,3033.663474,3106.107604,561.7549396,504.5720001,608.7900704
27,SPT_1242,3733.557406,-1.978592062,0.080130877,24.69200564,1.30E-134,1.04E-132,6136.772671,5910.499158,5818.373372,1509.588728,1472.646186,1553.464318
28,SPT_0920,3620.14304,-2.492238603,0.101309146,24.6003317,1.25E-133,9.63E-132,6003.104699,6261.909574,6156.041254,976.4322222,1079.549395,1243.821092
29,SPT_0379,520.8528131,3.484187804,0.142454892,-24.45818291,4.12E-132,3.06E-130,85.85178697,86.7116611,78.95561377,792.5851511,1020.878233,1060.134433
30,SPT_2147,6469.890248,-2.62707535,0.108156679,24.28953407,2.53E-130,1.81E-128,10786.17219,10461.40926,12220.95587,1813.957768,1936.148372,1600.69803
31,SPT_0268,4029.83827,-2.386039402,0.099421427,23.99924724,2.83E-127,1.97E-125,7298.12638,6288.047539,6710.290938,1295.100479,1228.183008,1359.281278
32,SPT_0611,1132.533712,-2.650731496,0.111026664,23.87472889,5.61E-126,3.77E-124,1983.647196,1926.326519,1945.49129,310.4972757,293.355814,335.8841768
33,SPT_0261,5067.136188,-2.61086039,0.109842177,23.76919732,6.96E-125,4.54E-123,9210.411543,8294.862394,8603.041126,1311.442441,1329.87969,1653.179933
34,SPT_2008,16169.50959,-1.762415501,0.074781798,23.5674395,8.32E-123,5.27E-121,24479.71333,26316.7817,24174.14923,7243.574602,7523.598776,7279.239894
35,SPT_1821,274.6544754,3.454206218,0.147309008,-23.44871009,1.36E-121,8.38E-120,46.00496602,46.0526047,46.18747367,531.113761,553.4646357,425.1034112
36,SPT_0318,18222.94745,-1.655063188,0.071591864,23.1180346,3.05E-118,1.82E-116,27014.69563,27378.48094,28606.27423,8775.633528,8477.983024,9084.617344
37,SPT_1817,203.3676826,4.091382074,0.177105412,-23.10139492,4.48E-118,2.61E-116,22.45911727,19.49975154,22.46958178,361.5659066,348.1155659,446.0961723
38,SPT_0256,3143.438632,-2.567729877,0.111409663,23.04764068,1.55E-117,8.80E-116,5944.783443,5097.31803,5090.296507,864.0812343,872.2446203,991.9079596
39,SPT_0283,4338.291905,-2.265216426,0.098334375,23.03585516,2.04E-117,1.13E-115,7043.46897,7654.6897,6836.05818,1456.477352,1396.373675,1642.683552
40,SPT_1819,222.8353435,3.838183219,0.1695484,-22.63768465,1.84E-113,9.93E-112,28.97950615,23.64863485,31.20775248,410.5917922,375.4954419,467.0889333
41,SPT_0269,2015.52181,-2.260407047,0.099926866,22.62061391,2.72E-113,1.43E-111,3315.255504,3240.692751,3427.859532,643.4647489,678.629783,787.2285393
42,SPT_0657,9456.004489,-1.72921945,0.077255409,22.38315059,5.74E-111,2.94E-109,13963.05055,14324.84939,15327.68763,4340.833624,4455.096962,4324.508776
43,SPT_RS02065,2755.524255,2.107723668,0.094615113,-22.27681826,6.20E-110,3.10E-108,1078.762116,1032.242167,985.2287458,4142.687336,4408.160032,4886.065134
44,SPT_1570,1181.585424,-2.511565482,0.113631105,22.10279906,2.97E-108,1.45E-106,1922.790233,2113.441156,1988.557988,345.2239447,336.3813334,383.1178891
45,SPT_1774,139.8423015,5.248576567,0.239953288,-21.87332628,4.66E-106,2.23E-104,6.158145057,8.297766613,6.241550496,290.0698233,281.6215814,246.6649423
46,SPT_0254,462.2698985,2.489144043,0.115703607,-21.51310668,1.17E-102,5.49E-101,138.014898,139.8173674,136.0658008,804.8416225,709.9210699,844.9586322
47,SPT_0921,3687.02484,-2.577381145,0.120008281,21.47669408,2.57E-102,1.18E-100,6413.164711,6444.875328,6066.162927,982.5604579,934.8271939,1280.558424
48,SPT_0406,2277.102577,2.003102386,0.093705451,-21.37658341,2.21E-101,9.90E-100,836.4209963,929.764749,951.2122956,3772.950449,3430.307318,3741.959657
49,SPT_2098,282.2708908,4.237676512,0.198395025,-21.35979225,3.16E-101,1.39E-99,38.03560182,21.98908152,22.78165931,520.9000349,580.8445117,509.0744554
50,SPT_1818,183.7892981,4.179320225,0.195672382,-21.35876399,3.23E-101,1.39E-99,18.836679,15.35086823,22.15750426,402.4208112,350.0712714,293.8986547
51,SPT_1303,1908.057162,-1.941673727,0.091393007,21.24532061,3.64E-100,1.54E-98,2919.323001,3040.301687,3132.946271,798.7133868,780.3264652,776.7321588
52,SPT_1340,11782.01743,-2.115751486,0.10012878,21.13030317,4.19E-99,1.73E-97,20943.4891,18465.43493,18047.13118,4230.525381,4208.678078,4796.8459
53,SPT_0040,1159.475626,2.116455346,0.100221352,-21.11780878,5.46E-99,2.22E-97,442.6619565,408.6650057,440.02931,1754.718157,1832.495985,2078.283344
54,SPT_1512,11413.86279,-1.890808116,0.089589883,21.1051522,7.13E-99,2.84E-97,17134.8575,17816.13469,19041.41017,5204.914858,4693.693024,4592.16648
55,SPT_0270,3661.592864,-2.504192517,0.118806779,21.07785885,1.27E-98,4.97E-97,6886.979637,5726.703628,6053.991903,1039.757324,1013.055411,1249.069282
56,SPT_1733,564.8382368,2.586852361,0.122857011,-21.05579758,2.02E-98,7.78E-97,173.5147931,163.0511139,144.491894,1047.928305,899.6244962,960.418818
57,SPT_1115,4082.07369,1.843973487,0.088043232,-20.94395487,2.13E-97,8.05E-96,1698.923548,1794.39203,1828.462218,5897.405493,6755.006544,6518.252306
58,SPT_0272,5616.314639,-2.299802806,0.110047964,20.89818582,5.56E-97,2.06E-95,9043.417138,9222.552702,9747.741487,2014.146801,1623.235504,2046.794202
59,SPT_0273,2934.609893,-2.197812287,0.105305844,20.87075321,9.88E-97,3.60E-95,5230.438617,4740.514066,4485.178186,974.389477,1069.770868,1107.368145
60,SPT_2094,194.0489486,3.353726812,0.162168863,-20.68046082,5.19E-95,1.86E-93,35.13765121,30.70173647,34.32852773,328.8819828,336.3813334,398.8624599
61,SPT_RS01920,434.7649996,3.397769679,0.164670975,-20.63368898,1.37E-94,4.83E-93,62.66818205,85.88188444,71.7778307,665.9349465,788.1492869,934.1778667
62,SPT_1864,1384.43499,2.120850099,0.102905784,-20.60962958,2.25E-94,7.81E-93,532.4984255,538.5250532,484.0322409,2375.712708,2360.53645,2015.305061
63,SPT_0410,3066.938318,2.423762792,0.118350425,-20.47954451,3.28E-93,1.12E-91,1068.257046,949.2645005,852.2837202,4706.485021,5141.549567,5683.790054
64,SPT_0486,473.5618313,2.586896206,0.126895876,-20.38597542,2.23E-92,7.49E-91,148.519969,124.4664992,132.632948,892.6796676,813.5734575,729.4984465
65,SPT_0787,817.1221989,-4.359307068,0.214491609,20.32390491,7.90E-92,2.62E-90,1315.307335,1676.978632,1684.282401,46.9831404,89.96244962,89.21923446
66,SPT_2255,1850.837322,-2.384279697,0.117541756,20.2845336,1.76E-91,5.75E-90,3288.087217,3086.76918,2961.303633,672.0631822,529.9961706,566.8045483
67,SPT_0617,1714.032775,-1.869111425,0.093314498,20.03023608,3.00E-89,9.65E-88,2691.833878,2680.593504,2717.571086,704.747106,786.1935815,703.2574951
68,SPT_0801,777.3092011,-2.921657497,0.146648117,19.92291178,2.58E-88,8.16E-87,1390.291808,1391.950349,1317.279232,142.9921664,179.9248992,241.4167521
69,SPT_1811,5172.282079,1.706828079,0.086176361,-19.80622131,2.63E-87,8.21E-86,2622.645307,2281.47093,2355.561157,7825.756994,7834.555939,8113.702146
70,SPT_1812,5822.510618,1.850936837,0.093471946,-19.80205746,2.86E-87,8.79E-86,2739.650063,2380.629241,2436.077158,8671.453522,9013.846311,9693.407414
71,SPT_0891,1576.018418,-2.401396045,0.122008512,19.68220089,3.06E-86,9.29E-85,2521.941523,2646.157773,2755.644544,453.4894421,459.5907753,619.286451
72,SPT_2084,2168.945737,2.074380724,0.105505386,-19.66137269,4.62E-86,1.38E-84,755.2783791,839.3190929,898.4711939,3752.522996,3545.693938,3222.388821
73,SPT_0253,278.3819007,2.478190554,0.127249963,-19.4749805,1.79E-84,5.28E-83,82.95383636,83.80744279,84.88508674,482.0878754,453.723659,482.8335041
74,SPT_1708,855.1144954,2.121987013,0.112463599,-18.86821189,2.08E-79,6.06E-78,312.9786664,295.8153797,337.9799593,1346.16911,1279.031349,1558.712508
75,SPT_1332,1023.445758,-2.360801714,0.125346032,18.83427555,3.96E-79,1.14E-77,1583.367767,1724.275902,1829.710528,300.2835495,346.1598605,356.8769378
76,SPT_1479,1136.987252,-2.622621896,0.139620235,18.78396702,1.02E-78,2.89E-77,1878.596486,2037.93148,1947.363755,247.1721734,353.9826822,356.8769378
77,SPT_0277,807.0162692,-2.563988395,0.136708346,18.75517095,1.76E-78,4.91E-77,1422.893752,1300.260028,1398.731466,228.7874663,197.5262481,293.8986547
78,SPT_0281,3854.1606,-2.228564923,0.118908385,18.74186515,2.26E-78,6.23E-77,6839.525696,6117.113547,6086.135888,1203.176943,1288.809876,1590.201649
79,SPT_1117,1390.116235,1.964322339,0.104813097,-18.74119173,2.28E-78,6.23E-77,543.3657403,573.7905613,568.6052502,2024.360528,2121.940388,2508.634945
80,SPT_0438,4679.874189,-2.089588402,0.111659143,18.71399283,3.81E-78,1.02E-76,7827.364612,6933.198893,7964.53051,1660.751876,1662.349613,2031.049632
81,SPT_0282,7491.222274,-2.385853774,0.128052403,18.63185478,1.77E-77,4.71E-76,13097.65005,12366.57647,12267.7675,2204.122108,2098.471923,2912.745596
82,SPT_1366,279.9348644,2.438985866,0.131464348,-18.55245092,7.79E-77,2.05E-75,86.57627463,80.90322447,89.87832714,441.2329707,477.1921241,503.8262652
83,SPT_0266,2904.356657,-2.229340458,0.121814057,18.30117571,8.10E-75,2.10E-73,5039.173876,4804.406869,4497.973365,962.1330056,899.6244962,1222.828331
84,SPT_0344,125.1671236,3.445676985,0.18885585,-18.24501063,2.27E-74,5.81E-73,22.45911727,19.08486321,20.59711664,239.0011925,234.6846512,215.1758008
85,SPT_0743,95.09387874,4.471736656,0.245272871,-18.23168062,2.89E-74,7.33E-73,7.969364192,8.297766613,7.489860595,202.2317782,181.8806047,162.6938981
86,SPT_0135,915.937714,1.757811173,0.096690439,-18.17978274,7.46E-74,1.87E-72,387.6008948,427.7498689,436.2843797,1448.306371,1394.417969,1401.2668
87,SPT_1519,189.9038045,2.958588795,0.16322942,-18.12534035,2.01E-73,4.98E-72,39.48457713,42.73349806,47.74786129,347.2666899,373.5397365,288.6504644
88,SPT_1184,860.263861,-1.9902453,0.110469697,18.01621032,1.45E-72,3.56E-71,1348.633768,1411.450101,1372.829032,363.6086518,334.425628,330.6359865
89,SPT_1598,1549.050366,-2.211940995,0.123836453,17.86179222,2.34E-71,5.66E-70,2541.50269,2606.328493,2522.83471,488.2161111,647.3384962,488.0816944
90,SPT_0276,7411.113824,-1.856678833,0.104271045,17.80627434,6.32E-71,1.51E-69,12609.70761,11449.25837,10843.75775,3180.554331,3481.155659,2902.249215
91,SPT_0011,139.4358935,3.669812074,0.206295556,-17.78909899,8.58E-71,2.03E-69,23.54584875,14.10620324,20.28503911,255.3431543,234.6846512,288.6504644
92,SPT_1865,916.4620248,2.181426215,0.122664922,-17.78361884,9.47E-71,2.22E-69,305.0093022,355.144411,335.1712616,1589.255793,1638.881148,1275.310234
93,SPT_0141,730.7778153,-2.243434168,0.126251677,17.76953958,1.22E-70,2.82E-69,1215.328039,1152.144894,1268.595138,247.1721734,275.7544652,225.6721813
94,SPT_1060,1416.189115,-1.599673658,0.090042948,17.76567403,1.30E-70,2.99E-69,2161.508915,2124.643141,2108.08368,704.747106,700.1425427,698.0093049
95,SPT_0032,290.6435526,2.364881573,0.133165761,-17.75893104,1.47E-70,3.33E-69,93.82115117,95.00942772,96.11987763,547.4557229,481.1035349,430.3516015
96,SPT_1302,6348.78964,-1.9223899,0.1082724,17.75512413,1.57E-70,3.53E-69,10214.55143,9797.587928,10119.11374,2624.927627,2313.59952,3022.957591
97,SPT_1159,574.2067843,-2.487590652,0.140689264,17.68145331,5.83E-70,1.29E-68,946.1808759,1010.667973,964.6316291,147.0776569,187.747721,188.9348494
98,SPT_0919,892.0706018,1.791825454,0.101494835,-17.65435105,9.42E-70,2.07E-68,379.2692868,384.1865942,431.9152943,1337.998129,1433.532078,1385.522229
99,SPT_2059,251.7375199,2.497435688,0.141814531,-17.61057683,2.04E-69,4.44E-68,75.70895982,72.60545786,80.5160014,465.7459135,453.723659,362.1251281
100,SPT_1349,1376.977764,-1.756781988,0.100056504,17.55789897,5.18E-69,1.11E-67,2041.968452,2101.824283,2227.921449,598.5243538,635.6042637,656.0237828
101,SPT_0271,4834.891183,-2.22524055,0.127109963,17.50642113,1.28E-68,2.73E-67,9100.651663,7417.788463,7418.706919,1544.315397,1900.945675,1626.938981
102,SPT_1079,2169.715196,-2.384406117,0.136558671,17.46067168,2.86E-68,6.03E-67,3613.382173,3488.795972,3831.687849,802.7988773,557.3760466,724.2502562
103,SPT_0744,206.7996486,4.564162273,0.263798636,-17.30169016,4.57E-67,9.55E-66,21.73462961,15.35086823,9.986480793,285.9843329,445.9008373,461.8407431
104,SPT_1036,359.8028476,2.333112955,0.134855094,-17.30088856,4.63E-67,9.59E-66,113.7445616,117.4133976,117.3411493,551.5412134,539.7746977,719.0020659
105,SPT_0275,2911.040369,-2.093725049,0.121108919,17.28795097,5.80E-67,1.19E-65,4720.761552,4168.797946,5264.435766,1125.552624,1011.099706,1175.594619
106,SPT_0469,895.2692729,-1.992045489,0.115416063,17.25969018,9.46E-67,1.92E-65,1379.424493,1402.737446,1507.334445,371.7796327,332.4699225,377.8696989
107,SPT_0119,3191.611681,-1.772721678,0.103087921,17.1962114,2.83E-66,5.70E-65,4629.113864,5164.52994,5000.41818,1356.382836,1367.038093,1632.187172
108,SPT_0382,309.7798538,2.707042886,0.157814561,-17.15331501,5.94E-66,1.18E-64,80.7803734,80.48833614,77.70730367,445.3184612,502.6162946,671.7683536
109,SPT_1057,1751.093722,-2.399077735,0.141427363,16.9633209,1.53E-64,3.03E-63,2861.363989,2710.050576,3240.613017,484.1306206,512.3948218,698.0093049
110,SPT_2060,571.7691828,2.2643904,0.133652736,-16.94234225,2.19E-64,4.29E-63,196.3361542,199.561287,197.8571507,1105.125172,960.2513645,771.4839686
111,SPT_2095,166.6484038,3.986178189,0.236068526,-16.88568253,5.73E-64,1.11E-62,26.80604319,13.27642658,17.16426386,296.198059,373.5397365,272.9058936
112,SPT_1565,2872.701127,-3.664549873,0.217206615,16.87126275,7.32E-64,1.41E-62,4656.644395,5304.762196,6047.438275,249.2149186,516.3062326,461.8407431
113,SPT_0279,616.3262362,-2.597070264,0.153947834,16.86980706,7.50E-64,1.43E-62,1131.649715,1001.955318,1021.117661,169.5478545,142.7664961,230.9203715
114,SPT_1330,1037.655537,-2.387464203,0.14235904,16.77072426,4.00E-63,7.55E-62,1533.015875,1755.392527,1926.454561,308.4545304,309.0014574,393.6142697
115,SPT_0388,380.1647439,1.942900807,0.116116773,-16.73230109,7.62E-63,1.43E-61,156.851577,148.9449107,160.0957702,614.8663157,565.1988683,635.0310217
116,SPT_1151,2119.060506,-1.880928944,0.112950077,16.65274602,2.89E-62,5.36E-61,3001.55235,3313.298208,3691.252963,880.4231962,909.4030234,918.4332959
117,SPT_0670,1700.037347,2.304525406,0.138676442,-16.61800209,5.16E-62,9.50E-61,556.7687619,587.8967645,551.4409863,2441.080556,2583.486869,3479.550144
118,SPT_0255,4305.668175,-2.464610626,0.148375091,16.61067647,5.83E-62,1.06E-60,6195.093928,8735.473802,6973.372291,1156.193803,1419.84214,1354.033088
119,SPT_1402,4908.075847,-1.733164916,0.104764269,16.54347353,1.78E-61,3.23E-60,7389.049581,7579.180024,7653.389218,2008.018566,2231.459892,2587.357799
120,SPT_0586,4764.156337,-1.911692681,0.116877792,16.35633814,3.92E-60,7.03E-59,7001.086442,7237.726928,8338.399385,1909.966794,1830.540279,2267.218193
121,SPT_2021,2971.492103,-2.040081633,0.124820312,16.34414783,4.79E-60,8.52E-59,4390.032938,4567.92052,5386.770155,1019.329872,1210.581659,1254.317473
122,SPT_0009,104.5679085,3.288565887,0.201257428,-16.34009697,5.12E-60,9.03E-59,18.836679,20.3295282,17.47634139,177.7188354,193.6148372,199.43123
123,SPT_1056,531.4707149,-2.540310708,0.155581869,16.32780686,6.26E-60,1.10E-58,888.5841074,845.9573062,969.6248695,145.0349117,134.9436744,204.6794202
124,SPT_0779,1514.405984,-2.070172424,0.127303128,16.26175609,1.84E-59,3.20E-58,2252.069872,2430.000953,2637.367162,563.7976848,510.4391163,692.7611146
125,SPT_1772,218.528507,2.311098547,0.142276478,-16.24371485,2.47E-59,4.26E-58,72.44876538,66.79702123,77.08314862,363.6086518,348.1155659,383.1178891
126,SPT_0563,351.517829,2.007535639,0.124004994,-16.18915156,6.02E-59,1.03E-57,144.1730431,143.5513624,129.5121728,592.3961181,522.1733489,577.3009289
127,SPT_1165,866.4425994,2.022903393,0.125120329,-16.16766369,8.53E-59,1.45E-57,336.1622714,319.0491263,372.9326421,1546.358143,1443.310605,1180.842809
128,SPT_0583,1146.283224,-2.220276151,0.137361122,16.16378865,9.08E-59,1.53E-57,1895.621946,1755.392527,1985.437213,367.6941423,353.9826822,519.570836
129,SPT_1116,2675.426652,1.953046637,0.121531639,-16.07027312,4.12E-58,6.88E-57,1069.706021,1071.24167,1127.536097,3944.541048,3796.024233,5043.510842
130,SPT_1439,776.9900586,1.995514629,0.1243129,-16.05235356,5.50E-58,9.11E-57,349.9275368,299.9642631,276.1886094,1219.518905,1167.55614,1348.784897
131,SPT_1416,459.4035592,-2.397908328,0.150105997,15.97476698,1.92E-57,3.15E-56,721.2274594,789.5324932,804.8479364,132.7784403,150.5893178,157.4457079
132,SPT_1329,425.4083067,-2.894524675,0.181365023,15.95966318,2.44E-57,3.98E-56,788.967055,725.6396903,762.4053931,91.92353556,131.0322636,52.48190262
133,SPT_0757,3373.39197,-1.266689727,0.079378786,15.95753461,2.53E-57,4.09E-56,4881.960055,4621.441115,4799.752331,2040.70249,1912.679907,1983.815919
134,SPT_1156,432.4110116,-2.808850518,0.176087803,15.95142008,2.78E-57,4.47E-56,808.1659778,760.4903101,708.1039037,81.70980939,131.0322636,104.9638052
135,SPT_1705,550.452724,1.755123512,0.110432294,-15.89320886,7.06E-57,1.13E-55,236.9074628,245.6138917,263.0813534,819.1408391,803.7949303,934.1778667
136,SPT_2118,946.1514473,1.725595609,0.10892549,-15.84198161,1.60E-56,2.53E-55,404.9885985,481.6853519,426.6099764,1521.8452,1367.038093,1474.741464
137,SPT_0070,947.2515065,-1.726986247,0.109299139,15.80054754,3.08E-56,4.85E-55,1412.026437,1488.61933,1487.361483,437.1474802,475.2364187,383.1178891
138,SPT_1694,793.6683367,1.644065867,0.104535606,-15.72732892,9.83E-56,1.53E-54,356.8101695,403.2714574,384.167433,1145.980077,1159.733318,1312.047566
139,SPT_1046,2147.99932,-2.914785713,0.185860556,15.68264819,1.99E-55,3.08E-54,3295.694337,3553.103664,4526.060342,422.8482636,418.5209613,671.7683536
140,SPT_1044,8243.196874,2.042990926,0.130894669,-15.60790018,6.43E-55,9.89E-54,3572.810865,3050.673895,2971.602191,11557.85254,12845.07324,15461.16851
141,SPT_1333,1238.890992,-2.223886974,0.142719349,15.58223876,9.61E-55,1.47E-53,1882.943412,1971.964236,2246.334023,384.0361041,397.0082016,551.0599775
142,SPT_1426,49530.16168,-2.046734154,0.131393471,15.57713738,1.04E-54,1.58E-53,73440.95122,87251.43082,78872.60115,16934.358,17904.48318,22777.14574
143,SPT_0278,734.3575222,-2.698630862,0.173645799,15.54100861,1.83E-54,2.76E-53,1507.658808,1184.921072,1131.281027,218.5737401,164.2792558,199.43123
144,SPT_0001,931.8533609,2.25061241,0.144916305,-15.53042914,2.16E-54,3.23E-53,331.8153454,330.6659995,294.2891059,1256.288319,1525.450233,1852.611163
145,SPT_0125,2082.583053,-2.643317408,0.17048311,15.50486387,3.22E-54,4.78E-53,2939.970899,3604.964705,4225.529686,480.0451302,541.7304032,703.2574951
146,SPT_0952,2775.478776,-1.439128167,0.092935202,15.48528577,4.36E-54,6.43E-53,3917.304744,4145.979088,4104.443606,1366.596562,1586.077101,1532.471557
147,SPT_0895,440.429292,-2.335071367,0.151886693,15.37377188,2.45E-53,3.59E-52,713.2580952,700.3315021,785.4991299,132.7784403,142.7664961,167.9420884
148,SPT_0257,5223.568863,-2.2902821,0.149254096,15.34485261,3.83E-53,5.58E-52,8996.325441,6977.177056,10110.37557,1803.744042,1895.078558,1558.712508
149,SPT_0789,398.7553462,2.153765201,0.140639154,-15.3141223,6.15E-53,8.89E-52,147.7954814,151.0193524,130.7604829,590.3533728,590.6230388,781.9803491
150,SPT_1241,929.9985886,-2.110106984,0.137914999,15.3000544,7.64E-53,1.10E-51,1683.347064,1422.652086,1453.345033,351.3521804,391.1410853,278.1540839
151,SPT_1006,197.2804579,2.654744989,0.173887674,-15.26701074,1.27E-52,1.81E-51,53.61208638,61.40347293,44.62708604,296.198059,365.7169148,362.1251281
152,SPT_0213,121.1728831,3.205544397,0.210043537,-15.26133318,1.38E-52,1.96E-51,25.35706788,17.42530989,24.96620198,228.7874663,183.8363101,246.6649423
153,SPT_1158,284.5595075,-3.013516977,0.197536334,15.25550729,1.51E-52,2.13E-51,530.3249626,509.8977584,482.1597758,63.32510228,58.6711628,62.97828315
154,SPT_0599,1899.020837,-1.557448958,0.102133176,15.24919729,1.67E-52,2.33E-51,2654.885007,2934.090274,2943.203136,960.0902603,1030.65676,871.1995835
155,SPT_1336,678.3610754,-1.919495767,0.126081989,15.22418689,2.44E-52,3.39E-51,1133.098691,1011.082862,1062.936049,271.6851162,265.975938,325.3877963
156,SPT_0483,711.5661204,1.874197703,0.123135604,-15.22059939,2.58E-52,3.56E-51,333.9888084,298.3047097,274.3161443,1005.030655,1140.176264,1217.580141
157,SPT_1244,1835.1642,-2.466205232,0.16232047,15.19343328,3.91E-52,5.36E-51,2904.833248,2883.05901,3523.97941,543.3702324,441.9894264,713.7538757
158,SPT_1437,1604.080962,1.41044492,0.093222658,-15.129851,1.03E-51,1.40E-50,846.5638235,901.9672308,876.9378447,2151.010732,2491.568714,2356.437428
