"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV45min.a","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV45min.b","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV45min.c","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV45min.d","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V45min.a","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V45min.b","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V45min.c","X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V45min.d"
"628","SP_1720",809.085021665626,0.64001625943865,0.081212164374508,7.8807930359697,3.25309750556139e-15,1.14739028261441e-14,644.913398259556,629.139955969829,595.532320767888,658.226381431454,924.870537009909,1048.71137068276,1072.85307978926,898.433129414352
"629","SP_2170",846.145316511232,-0.525722250915972,0.0667404170379652,-7.87711965624841,3.350140582658e-15,1.17973948975953e-14,1017.60204549498,998.697756878091,970.313089975808,1012.3481732654,707.555905742085,705.215118078589,676.833486578459,680.59695607645
"630","SP_1859",152.59977063117,1.06409755724127,0.135375455818277,7.86034330085419,3.83082080733545e-15,1.34686795051556e-14,92.9020975717283,86.1971278257877,97.9540646793427,115.039565143795,193.358687663496,200.448741572726,226.091185942166,208.80669465032
"631","SP_0527",627.987103358481,0.627803164754047,0.0800423092135672,7.84339146286942,4.3853817550025e-15,1.53940104395096e-14,485.035369880302,473.58881724973,498.288068151439,514.176838990528,722.95615520201,746.215997036647,741.636692740226,841.998887616968
"632","SP_0510",861.033471865243,0.519532567417161,0.0664269388204077,7.82111258839991,5.23584882096477e-15,1.83503245861345e-14,727.012926346199,696.512423695732,714.070935271151,691.237734907499,982.193687777405,1030.48875781251,1009.48994487553,1037.26136423592
"633","SP_0505",230.681983991582,-0.963268247651601,0.123178490924876,-7.82010106163,5.27809453451489e-15,1.84691617597954e-14,329.478369295083,275.434500408839,272.567832151215,344.118351386657,162.558188743647,138.491857813883,167.048264772556,155.75850736078
"634","SP_1864",1442.9806020496,0.780282925784198,0.0999858929700898,7.80393016060391,6.00084095897808e-15,2.09650831610985e-14,937.663031305351,1045.2640213357,1093.11057685643,1167.40150019834,2027.69951222339,1819.52789509424,1458.79217426378,1994.38610511955
"635","SP_RS03970",157.586358904999,1.00838060488703,0.129547577950375,7.78386304739181,7.03429038336547e-15,2.45369341718969e-14,109.105951799355,108.98487426249,104.342373245387,96.0330282939507,219.025770096704,226.871530234585,188.649333493145,207.678009814373
"636","SP_0484",318.430966617627,-0.800552674718683,0.102909461140044,-7.77919411733437,7.29879944990841e-15,2.54195609772753e-14,402.935841793659,389.373232592351,391.816258717371,437.150347546421,249.826269016553,236.893967313221,241.931969670598,197.519846290844
"637","SP_1232",2437.68117215837,0.668578587418249,0.0860810125128406,7.76685319911309,8.0460003605169e-15,2.79778505471663e-14,1805.10936095765,1817.07508543097,1775.23996929736,2131.73315931676,3320.4648974426,3166.17898620555,2584.9278902305,2900.72002838553
"638","SP_1527",756.013385919884,0.645209469513759,0.0831626689070365,7.75840263417961,8.6005734268635e-15,2.98593575869947e-14,572.536182709488,581.582919928016,586.304763950269,612.210555373936,909.470287549984,837.329061387886,1057.01229606083,891.661020398666
"639","SP_1123",285.120703410597,-0.887444161732623,0.114396776944691,-7.75759759526871,8.65532680589541e-15,3.00024239046296e-14,396.454300102608,327.945394371675,345.678474629275,410.141058338748,177.102868789131,192.248565781114,220.330900950009,211.064064322216
"640","SP_1867",72.3111831579448,1.45715053056079,0.187977677339623,7.751721114886,9.06553190646323e-15,3.13752393325251e-14,39.9695070948133,39.6308633681782,36.2004152075832,37.0127296549602,113.790732120553,107.513415934462,115.205699843142,89.1661020398666
"641","SP_0050",316.096100459884,0.854366065975836,0.110229149789831,7.75081788805245,9.13025486931527e-15,3.15499446732189e-14,253.86038289949,195.182002088278,213.65343093103,238.081882645419,443.184956680049,372.652433196567,378.738738234329,433.414977003908
"642","SP_2013",382.56721380962,-0.745453061046907,0.0962160086939078,-7.74770301913499,9.35696612263819e-15,3.22829905944604e-14,491.516911571353,460.708786655072,442.922727245724,526.180967527271,278.060059693081,310.695549437725,275.053608375501,275.399099971234
"643","SP_1778",2764.81505869907,-0.591615556064181,0.0766346973534375,-7.71994379172223,1.16381016164595e-14,4.00908166103541e-14,3182.43697030595,3323.04789342174,3578.87242111048,3223.10851211572,2438.37283115471,2346.1614070444,1985.85825104616,2040.6621833934
"644","SP_1518",7522.97506805981,-0.394374673915068,0.0510928596658056,-7.71878255581391,1.17446063367363e-14,4.03948804904829e-14,8581.56119895127,8581.07269079479,8790.31258687667,8232.83148811681,6321.802403299,6770.61181194056,6270.070213963,6635.5381505364
"645","SP_1070",110.843842677308,-1.25763334086531,0.163070895554484,-7.71218761379233,1.23679132621187e-14,4.2472756396268e-14,150.155715842677,143.661879709646,158.997902088209,176.060551872243,59.8898590108174,82.001757916115,56.1627786735317,59.8202963052269
"646","SP_RS01495",25.1756125772112,2.7837749315283,0.36153340801135,7.69991063022566,1.36161427153865e-14,4.66869289699397e-14,4.32102779403387,5.94462950522674,2.83924825157515,10.0034404472865,46.2007483797734,35.5340950969832,44.6422086892175,51.9195024535932
"647","SP_1182",451.716385374831,0.760487969331363,0.0989188865852459,7.68799564556353,1.49457895481848e-14,5.11668065675877e-14,369.447876389896,300.20379001395,347.807910817956,322.110782402626,626.276811370262,554.878561899045,591.869282944141,501.136067160769
"648","SP_1698",826.932754025392,-0.623733472777585,0.0811829254754221,-7.68306228341597,1.55330021439292e-14,5.30950613407457e-14,971.150996709113,1049.22710767252,1017.87049818969,968.333035297336,611.732131324778,607.724139222763,751.717191476501,637.706932310438
"649","SP_0819",212.397997524356,0.90728097033764,0.118165846691961,7.67803046088921,1.61553082989834e-14,5.51371461976088e-14,139.353146357592,144.652651293851,139.123164327182,165.056767380228,253.248546674314,263.31675597508,300.974890840208,293.458057346396
"650","SP_2065",427.516378567102,-0.677118151766031,0.0882180914116413,-7.67550216663016,1.64771870173963e-14,5.61491834515889e-14,560.653356275895,531.053569133588,527.390362730085,487.167549782854,339.661057532779,312.517810724749,319.695817064719,341.991505292147
"651","SP_RS04200",1280.47032991148,-0.529971025195209,0.0692320898703518,-7.65499100471565,1.93325774342813e-14,6.57782780598051e-14,1544.76743636711,1474.26811729623,1557.32766598897,1470.50574575112,994.171659579569,979.465441775818,1141.97649969514,1081.28007283788
"652","SP_1390",445.657903587984,-0.689279095444061,0.0900774862425792,-7.65206850452984,1.97771823943549e-14,6.71878205575093e-14,553.091557636336,545.915142896655,587.014576013163,512.17615090107,308.004989198489,350.78529775227,362.897954505897,345.37755979999
"653","SP_1420",1072.15918634596,0.701719660126751,0.0917421208335338,7.64882753691755,2.0282003788919e-14,6.87973022855368e-14,683.802648405861,912.500629052304,809.895563761812,857.294846332456,1338.11056418455,1458.72016026333,1195.2591358726,1321.68994289473
"654","SP_2057",3735.66095220129,0.468321496502656,0.0619817572533332,7.55579572532159,4.16306783944122e-14,1.40781607089501e-13,3113.30052560141,3269.5462278747,3016.7012672986,3141.08030044797,4461.7944963059,4454.51771613207,3916.99379466682,4511.35328928287
"655","SP_2160",43.3730882830038,1.94542431116206,0.257473373579785,7.55582716812159,4.16206215194312e-14,1.40781607089501e-13,17.2841111761355,15.8523453472713,15.6158653836633,21.0072249393017,86.4125108584651,74.7127127680159,61.9230636656888,54.1768721254886
"656","SP_RS11470",173.918909939715,-0.977634281727612,0.129552140082158,-7.54626115097461,4.4793141856837e-14,1.51245135995265e-13,232.255243929321,265.526784566794,207.265122364986,220.075689840304,112.935162706113,118.446983656611,115.205699843142,119.640592610454
"657","SP_0430",79.2777116694431,-1.37256161460487,0.181910635170015,-7.54525216913273,4.51413176043106e-14,1.52188764830362e-13,109.105951799355,127.809534362375,102.212937056705,120.041285367438,40.2117624786917,45.5565321756195,47.522351185296,41.7613389300641
"658","SP_1637",281.423532222587,0.908596919419255,0.12051670600035,7.53917817349419,4.72942427986101e-14,1.59204783888938e-13,172.841111761355,211.034347435549,222.171175685756,174.059863782786,422.651290733483,370.830171909542,321.135888312758,356.664408159466
"659","SP_0194",2387.4218404168,0.765116525095797,0.101631575193402,7.52833480775833,5.13914801042553e-14,1.72734641018096e-13,1873.16554871368,1907.23529959358,1898.74726824088,1382.475469815,2868.72424661815,2774.39280949522,2910.38399228737,3484.25008857048
"660","SP_0724",72.0405222065994,1.42483340915745,0.189317135665608,7.52617244153819,5.22493268072422e-14,1.75351907390972e-13,33.4879654037625,33.6862338629515,41.1690996478397,45.0154820127894,102.66832973283,101.135501429875,120.965984835299,98.195580727448
"661","SP_2193",301.594064856549,-0.836261354409834,0.111523749624079,-7.49850464343851,6.45499664480452e-14,2.16305863362209e-13,418.059439072777,351.723912392582,367.682648578982,409.140714294019,183.091854690213,233.249444739172,237.61175592648,212.192749158164
"662","SP_RS03410",262.227712085365,-0.86763186889916,0.115881663063481,-7.4872231374852,7.03460490257266e-14,2.35372354368557e-13,332.719140140608,373.52088724508,284.634637220409,367.126264415416,182.236285275773,184.959520633015,188.649333493145,183.975628259472
"663","SP_0240",903.578862493707,0.692547553272161,0.0926105186212761,7.47806581349882,7.54244259774389e-14,2.51983564917085e-13,738.895752779792,690.567794190506,728.267176529027,597.205394703006,1029.25000557162,1038.68893360412,1291.74390949123,1114.01193308036
"664","SP_0803",534.308283504995,-0.601175357960612,0.0804767433985668,-7.47017501669083,8.00882290326534e-14,2.67161788113445e-13,624.388516237895,641.029214980283,633.152360101259,680.233950415484,435.484831950086,438.253839529459,429.141231915703,392.782322909792
"665","SP_0379",285.201750890322,0.860282348177401,0.115223207329915,7.46622462707695,8.25284175548572e-14,2.74887887043622e-13,212.810618856168,170.412712483166,211.523994742349,213.073281527203,325.971946901735,385.408262205741,347.057170777465,415.356019628746
"666","SP_1174",413.835087308416,-0.71472709493993,0.0959107157006355,-7.45200460364403,9.19325170904547e-14,3.05751539572608e-13,520.683849181082,511.238137449499,508.935249094846,521.179247303628,322.549669243974,354.429820326319,305.295104584326,266.369621283652
"667","SP_0549",1579.67317927156,-0.569712524872587,0.0765149884148366,-7.44576372127003,9.63851791371238e-14,3.20079717824182e-13,1935.82045172718,1967.67236623005,1962.63035390132,1689.58109154669,1219.18641557735,1416.80815066177,1215.42013334515,1230.26647118297
"668","SP_0793",261.380756884444,0.838541693298997,0.112731986196973,7.43836529087529,1.01938852670739e-13,3.38015806385758e-13,180.402910400914,183.292743077824,205.135686176305,176.060551872243,288.326892666364,342.585121960658,358.577740761779,356.664408159466
"669","SP_1178",418.805402327179,-0.837424208208132,0.112605454881799,-7.43679965670553,1.0315381095946e-13,3.41533170814952e-13,479.63408513776,605.361437948922,582.045891572906,484.166517648668,276.3489208642,317.984594585824,260.652895895108,344.248874964042
"670","SP_0751",675.926096604979,0.558799008809638,0.0755853681866695,7.3929521310209,1.43604186672869e-13,4.74751154448364e-13,543.36924509976,545.915142896655,526.680550667191,569.195761450604,746.056529391897,832.773408170324,809.320041398072,834.098093765334
"671","SP_1894",313.204507724705,0.724433309337013,0.0980639731178496,7.38735425767846,1.49779159070307e-13,4.94427477407944e-13,239.81704256888,240.757494961683,233.528168692056,228.078442198133,350.783459920502,403.630875075988,406.100091947075,402.940486433321
"672","SP_1365",755.915859528147,-0.59486297281798,0.0805961368232564,-7.38078766879964,1.5735578849007e-13,5.1866528497843e-13,953.866885532978,889.712882615601,922.045869699031,869.298974869199,531.308606367394,605.901877935739,656.672489105909,618.519290099328
"673","SP_1263",4395.82295757963,-0.469659958616554,0.0636933637319104,-7.37376597966131,1.65874257648295e-13,5.45930877698326e-13,4682.91387178421,5178.76307063669,5147.55708010575,5412.86162602674,3732.8493552028,3414.00652124092,3749.94552989427,3847.68660574564
"674","SP_0005",119.847368701615,-1.26489484542871,0.171579515219999,-7.3720621241228,1.68008686419739e-13,5.52135371542613e-13,181.483167349423,172.394255651575,182.421700163704,140.048166262011,48.7674566230942,74.7127127680159,87.8443461303957,71.1071446647037
"675","SP_0416",4369.69714582865,-0.527975540124231,0.0716578226076066,-7.36800981262562,1.73194043019133e-13,5.68333044870192e-13,5614.09536139851,5245.14476677839,5047.47357923773,4739.63008392436,3201.54074883541,3730.16885453972,3764.34624237466,3615.17752954041
"676","SP_1747",832.372735271271,-0.518586552405185,0.0704614900886911,-7.35985787062452,1.84106145696761e-13,6.03247208163204e-13,963.589198069554,954.113035588891,1024.25880675574,980.33716383408,723.81172461645,663.303108477019,692.674270306891,656.894574521549
"677","SP_0391",672.267350717242,1.01500705474607,0.137934481157397,7.35861726690257,1.85824973432039e-13,6.0797978752137e-13,460.189460064608,421.077923286894,479.832954516201,407.140026204562,669.910851506714,833.684538813836,1232.70098832162,873.602063023503
"678","SP_1249",1035.63737430062,-0.466146339315159,0.0633984163121732,-7.35264958386119,1.94315879968811e-13,6.34822528216692e-13,1229.33240740264,1172.08278411387,1194.61370185025,1209.41595007694,835.035748493682,873.774287128381,887.083888792192,883.760226547032
"679","SP_1231",882.943198846763,0.644553533436344,0.0880103196068843,7.32361314349693,2.41381894966238e-13,7.87424001988539e-13,736.735238882775,664.80773300119,645.219165170453,705.2425515337,1112.24023877232,984.02109499338,1235.5811308177,979.698437602585
"680","SP_RS02125",95.2106866025807,-1.16983839928701,0.159800718365958,-7.32060788743122,2.46850158643685e-13,8.04078090287887e-13,136.112375512067,134.744935451806,128.475983383776,130.044725814725,60.7454284252576,55.5789692542557,56.1627786735317,59.8202963052269
"681","SP_0532",26.2045567575058,2.56898686067154,0.352770422697419,7.28231930848418,3.28129281292514e-13,1.06726337454173e-12,5.40128474254234,3.96308633681782,4.96868444025652,13.0044725814725,36.7894848209307,39.1786176710327,53.2826361774531,53.0481872895409
"682","SP_1744",670.713374356811,-0.747470239552803,0.103056438856722,-7.2530183251529,4.07584912594649e-13,1.32375451817764e-12,813.433482226877,870.888222515717,889.394514805916,785.270075111993,401.262055372476,479.254718487517,573.148356719631,553.055569614362
"683","SP_0908",2304.11928212183,-0.427652030786941,0.0589641100441687,-7.25275138497972,4.08389303312722e-13,1.32442504661446e-12,2579.65359303822,2821.71747181429,2605.0102708202,2569.88385090791,1917.3310577606,2058.24412369449,1939.7759711089,1941.33791783001
"684","SP_0450",174.630267970856,-0.923832067212125,0.127576661409177,-7.24138770373614,4.44116809580194e-13,1.43818528248557e-12,237.656528671863,215.988205356571,231.398732503375,233.080162421776,139.45781455376,117.535853013098,118.08584233922,103.839004907186
"685","SP_0592",785.568014247619,-0.518963289453747,0.0716875036138326,-7.23924342866376,4.51194561977491e-13,1.45897219675933e-12,897.693524210537,974.919238857184,932.693050642438,897.308608121602,632.265797271344,678.79232941673,652.352275361791,618.519290099328
"686","SP_1887",4606.8235934289,-0.419051521406179,0.058019721531851,-7.2225703664595,5.10139916664041e-13,1.64717188835401e-12,5251.12902669966,5178.76307063669,5350.56333009337,5314.82790964333,3943.3194311551,4270.46932614257,3670.74161125211,3874.77504180838
"687","SP_1804",3618.11629774068,0.517585057338149,0.0717131660864574,7.21743419770574,5.29776158027071e-13,1.70808470164478e-12,2975.02763619232,2894.04379746122,2911.64908199032,3112.07032315084,3754.23859056381,4242.22427619368,4740.71454854529,4314.96212782797
"688","SP_0011",639.911302390543,-0.700151250587451,0.0970293272044455,-7.21587246618951,5.35892642198025e-13,1.72529389893696e-12,742.136523625318,818.37732855288,807.766127573131,801.275579827651,519.330634565231,395.430699284377,485.304010589235,549.669515106519
"689","SP_0472",281.998865245587,1.08512265459859,0.150499033876554,7.21016359140658,5.58846969167753e-13,1.79658350755671e-12,216.051389701694,222.923606446003,127.766171320882,154.052982888213,361.050292893785,346.229644534708,404.660020699036,423.256813480379
"690","SP_0531",20.1865696550834,2.80048154510126,0.38913364797868,7.19670879053537,6.16833055724149e-13,1.98012350496955e-12,3.24077084552541,4.95385792102228,4.96868444025652,4.00137617891461,32.5116377487294,30.9784418794212,34.5617099529426,46.2760782738548
"691","SP_0110",435.092007058752,0.676973316603557,0.0941171712104782,7.19287785530243,6.34396931601638e-13,2.03355890520641e-12,378.089931977964,322.991536450653,305.219187044329,336.115599028827,547.564425241759,573.101174769293,493.944438077471,523.709763879723
"692","SP_0382",461.20389405354,-0.718776403222349,0.100101820461512,-7.1804528619808,6.94808830109866e-13,2.2239906917534e-12,589.820293885624,536.998198638815,609.728562025764,557.19163291386,296.027017396326,387.230523492765,383.058951978447,329.575972096722
"693","SP_1855",127.161496613656,1.07200908455064,0.149563909948431,7.16756525635274,7.63432810381319e-13,2.44012074313798e-12,65.8956738590166,97.0956152520367,85.1774475472546,77.0264914441063,185.658562933534,155.803340040619,175.688692260791,174.94614957189
"694","SP_0259",501.270582335634,0.751679660704355,0.104964051092982,7.16130573160216,7.99122013794891e-13,2.55051190281799e-12,374.849161132439,409.18866427644,365.553212390301,340.116975207742,523.608481637432,619.568837588425,653.79234660983,723.486979842462
"695","SP_0750",546.605926922936,0.701172932166455,0.09806552075693,7.15004546709558,8.6749162522554e-13,2.7647394962224e-12,402.935841793659,373.52088724508,456.409156440706,431.148283278049,754.612223536299,723.437730948837,623.550850401005,607.232441739851
"696","SP_0434",2484.99957577837,-0.540151954857076,0.0756516180524481,-7.1399920948498,9.33362867850532e-13,2.97040050616225e-12,3025.79971277222,3013.92715914995,2988.30878478285,2755.94784322744,2037.11077578223,1839.57276925151,1906.654332404,2312.67522885679
"697","SP_1064",170.549062407286,-1.06834720996654,0.149659638797288,-7.138512551227,9.43462572009348e-13,2.99823471592641e-12,236.576271723355,247.692896051114,203.716062050517,243.083602869063,137.74667572488,107.513415934462,76.3237761460815,111.73979875882
"698","SP_1860",1328.95891792273,0.509631123188773,0.0713945905478152,7.13823161220397,9.45392406621335e-13,3.00006329608346e-12,1078.09643461145,1033.37476232525,1144.21704538479,1128.38808245392,1710.28325946606,1499.72103922139,1572.55780285889,1465.03291706009
"699","SP_1883",1252.00749142718,0.520106782810108,0.0729495327977398,7.12967942169224,1.00602960863642e-12,3.18791928916977e-12,1003.55870516437,1040.31016341468,1065.42790640358,1004.34542090757,1498.95761409932,1444.14206996714,1330.62583318829,1628.6922182725
"700","SP_1663",984.608859840723,-0.580934782555305,0.0815314715730305,-7.12528268344749,1.03867291284386e-12,3.28665785992734e-12,1169.91827523467,1272.15071411852,1161.25253489424,1126.38739436446,809.368666060475,877.418809702431,688.354056562773,772.020427788212
"701","SP_RS10835",2193.29267499537,0.477574839221089,0.0670725386172359,7.12027379709712,1.07712874739106e-12,3.40348099211297e-12,1977.95047271901,1928.04150286187,1705.67838713377,1724.5931331122,2534.19660557202,2674.16843870886,2487.00304536383,2514.70981449143
"702","SP_1942",1175.65165813369,-0.59239641489713,0.0832379369020382,-7.11690410580833,1.1037822366089e-12,3.48273170098106e-12,1482.11253335362,1448.50805610691,1467.18153400146,1257.43246422392,830.757901421481,954.864914400984,925.965812489253,1038.39004907186
"703","SP_1566",1229.25160468681,0.546066677802162,0.0768063239667683,7.10965776774356,1.16331052777904e-12,3.66533829165087e-12,931.1814896143,1028.42090440423,1019.29012231548,1018.35023753377,1632.42644275199,1475.12051184656,1393.98896810202,1335.2341609261
"704","SP_RS05180",96.0568408834551,1.37546727610145,0.193827655240214,7.09634171860981,1.28102505512612e-12,4.03049786520506e-12,28.0866806612202,66.3816961416985,56.0751529686093,60.0206426837192,157.424772257006,138.491857813883,131.046483571574,130.927440969931
"705","SP_1739",8141.36284242864,-0.490693727365451,0.069149616247056,-7.09611642112825,1.28311400764221e-12,4.03134400982624e-12,9951.32700966001,9436.10856796324,9588.14134556929,9085.12461422563,5915.40693143988,7276.28931908994,6797.13629074537,7081.36866073573
"706","SP_RS07005",297.109243184314,-0.752434080060434,0.1061065374362,-7.0913074560826,1.32850822143884e-12,4.16805341428757e-12,377.009675029455,370.548572492466,375.490581270814,365.125576325958,205.33665946566,208.648917364337,269.293323383344,205.420640142477
"707","SP_0973",69.7081890379612,-1.43504898126977,0.202978036692371,-7.06997173021582,1.54965263551088e-12,4.85499375906168e-12,112.346722644881,110.966417430899,84.4676354843608,101.034748517594,41.0673318931319,27.3339193053717,43.2021374411782,37.2465995862734
"708","SP_0606",431.567882069531,0.66264455570394,0.0938046673831744,7.06408939117242,1.61672649092234e-12,5.05797906411439e-12,310.03374422193,302.185333182359,355.615843509788,367.126264415416,556.120119386161,549.411778037971,509.785221805903,502.264751996717
"709","SP_0334",584.779977421214,-0.711127696846806,0.100891973093352,-7.0484070738593,1.80977546560405e-12,5.65395297082224e-12,725.932669397691,689.577022606301,794.989510441043,695.239111086414,391.850791813634,525.722381306648,456.50258562845,398.42574708953
"710","SP_0611",881.600826182801,-0.524997117790491,0.0748666144082617,-7.01243300421712,2.34209021078848e-12,7.30666171393872e-12,1020.8428163405,1050.21787925672,1043.42373245387,1046.35987078617,733.222988175293,736.19355995801,784.838830181404,637.706932310438
"711","SP_0480",2348.70168396016,0.433353119590869,0.0618356998532072,7.00813802737921,2.41510495698936e-12,7.52385018246332e-12,2017.91997981382,1928.04150286187,2026.51343956176,2023.69600248606,2858.45741364487,2823.59386424489,2566.20696400599,2545.18430506201
"712","SP_1287",1487.68633594454,-0.511032203676664,0.0730743127232101,-6.99332206670687,2.68452273863852e-12,8.35142958719709e-12,1887.20888904429,1697.19172374223,1779.49884167473,1632.56148099716,1165.28554246762,1334.80639274565,1251.42191454613,1153.51590233853
"713","SP_0077",88.5129653837763,1.39479173180611,0.199514017211958,6.99094605630806,2.73038737815501e-12,8.48219921825153e-12,56.1733613224404,43.5939497049961,37.6200393333708,56.0192665048046,151.435786355924,92.0241949947513,142.567053555888,128.670071298035
"714","SP_2150",87.5823489797094,1.18722341955673,0.17041750155652,6.96655806306947,3.24788887184978e-12,1.00757336850802e-11,63.7351599619996,45.575492873405,55.3653409057155,48.0165141469753,130.046550994918,124.824898161197,112.325557347063,120.769277446402
"715","SP_2122",372.448817609156,0.734073093648381,0.105449122134432,6.96139596792989,3.36917313763225e-12,1.04373685312663e-11,268.983980178609,249.674439219523,308.058435295904,290.099772971309,522.752912222992,479.254718487517,452.182371884332,408.58391061306
"716","SP_2047",27.5528130965916,2.15821476963484,0.310406081407844,6.95287527823642,3.57915106169163e-12,1.1072373745317e-11,9.72231253657622,8.9169442578401,9.22755681761925,10.0034404472865,36.7894848209307,49.201054749669,44.6422086892175,51.9195024535932
"717","SP_0627",1545.04047785281,0.548034381453924,0.0788576200765846,6.94966930173249,3.66143480259295e-12,1.12953733812582e-11,1196.92469894738,1311.7815774867,1372.77652963659,1130.38877054338,1666.6492193296,1855.06199019122,1860.57205246674,1966.16898422086
"718","SP_2066",1375.90742300322,-0.488303561998379,0.0702624977841937,-6.94970400138874,3.66053435922887e-12,1.12953733812582e-11,1617.14465191718,1600.0961084902,1651.73267035384,1553.5343014636,1030.9611444005,1190.84775107069,1239.90134456181,1123.04141176794
"719","SP_0722",62.4725826545637,1.55006713540181,0.223350084352665,6.94007857617056,3.91881910393752e-12,1.20725790197797e-11,36.7287362492879,29.7231475261337,31.9415428302205,27.0092892076736,124.913134508276,90.2019337077265,89.284417378435,69.9784598287561
"720","SP_1037",24.0639665980518,-2.4762229142759,0.357932544178302,-6.91812732469049,4.57652887335091e-12,1.40791825756559e-11,50.772076579898,38.6400917839738,33.361166956008,43.0147939233321,3.42227765776099,8.2001757916115,7.20035624019637,7.90079385163375
"721","SP_0286",1345.59653051807,0.477053409404945,0.0689728758509576,6.91653644304758,4.62819399183192e-12,1.42183768265017e-11,1119.14619865477,1130.47037757728,1083.17320797592,1168.40184424307,1714.56110653826,1466.00920541143,1558.15709037849,1524.85321336531
"722","SP_0008",255.644028512344,-0.882829275516574,0.127680271411203,-6.91437499121038,4.69930592313997e-12,1.44168457337327e-11,352.163765213761,369.557800908262,346.388286692169,258.088763539992,160.847049914767,185.870651276527,197.28976098138,174.94614957189
"723","SP_1148",271.286564185026,0.779251724756217,0.112975423421292,6.89753311966214,5.29133098434077e-12,1.62106474831463e-11,214.971132753185,202.117403177709,178.872639849235,205.070529169374,333.672071631697,381.763739631691,293.774534600012,360.050462667309
"724","SP_0337",1125.64701549827,-0.592994380150541,0.086030636433059,-6.89282800565998,5.4693989313932e-12,1.67330367859612e-11,1381.64863714233,1427.70185283862,1289.01870621512,1326.45620331019,1024.97215849942,938.464562817761,838.121466358857,778.792536803898
"725","SP_1701",2054.86872238129,-0.397133745083599,0.0576392127247132,-6.88999252957049,5.57953179141332e-12,1.70464316110076e-11,2340.91680741785,2365.96254308024,2215.32344829151,2422.8332763328,1768.46197964799,1753.01535811784,1843.29119749027,1729.14516867184
"726","SP_0168",81.1419472339445,1.37062350121511,0.199197494667308,6.88072660504228,5.95480384290227e-12,1.81429030426802e-11,45.3707918373557,61.4278382206763,35.4906031446894,37.0127296549602,126.624273337157,109.335677221487,136.806768563731,97.0668958915003
"727","SP_1888",3757.34626995264,-0.375461360795667,0.0545666600638157,-6.88078325403397,5.95243605894476e-12,1.81429030426802e-11,4194.63773105838,4075.04352583293,4221.25233802936,4489.54407274219,3399.17728357111,3262.75883441787,3188.31774315895,3228.03863081036
"728","SP_0371",44.4491067684308,1.99526424419461,0.290126137998997,6.87723022115818,6.10274440882188e-12,1.85681028372808e-11,15.1235972791186,14.8615737630668,19.8747377610261,17.0058487603871,46.2007483797734,82.9128885596274,106.565272354906,53.0481872895409
"729","SP_1817",146.424512044944,1.11639862435456,0.163082794417401,6.84559415567289,7.61591078560186e-12,2.31402501921922e-11,77.7785002926097,90.1602141626055,122.087674817732,75.025803354649,199.347673564578,235.071706026196,195.849689733341,176.074834407838
"730","SP_RS10985",54.5936159284817,1.55355454219974,0.227437422085878,6.83069007708472,8.45071260912235e-12,2.56415457934329e-11,24.8459098156948,28.7323759419292,22.7139860126012,33.0113534760455,65.0232754974589,101.135501429875,77.7638473941208,83.5226778601282
"731","SP_0522",724.0411398789,0.631807883366734,0.0925230863543171,6.82865118601022,8.57167059616989e-12,2.59729827230045e-11,482.874855983285,633.103042306647,533.778671296129,621.213651776494,858.991692098009,949.398130539909,843.881751351014,869.087323679712
"732","SP_0423",3252.34490495524,-0.413365306695462,0.0606150525671704,-6.81951576693582,9.13478883987176e-12,2.76414716944207e-11,3618.86077750337,3673.78103423012,3642.75550677092,3927.35071960469,2617.18683877272,2973.93042042444,2847.02085737364,2717.87308496201
"733","SP_0044",23.1374798283235,-2.52375487665645,0.370599628859572,-6.80992283889401,9.76511069272698e-12,2.95084859268626e-11,34.568222352271,32.695462278747,45.4279720252024,47.0161701022467,2.56670824332075,5.46678386107433,7.20035624019637,10.1581635235291
"734","SP_0698",252.91937557415,-0.823031497422774,0.121130565319531,-6.79458149354535,1.08627399303532e-11,3.27806116426872e-11,314.354772015964,360.640856650422,299.540690541179,325.111814536812,195.069826492377,207.737786720825,142.567053555888,178.332204079733
"735","SP_1666",7584.1173911038,-0.434295976689896,0.0639364579842228,-6.79261864642336,1.10116186613765e-11,3.31846739251005e-11,8707.95126192676,9044.75379220248,8961.37729403408,8162.80740498581,5991.55260932506,7076.75170816073,6376.6354863179,6351.10957187759
"736","SP_0951",223.573496978717,-0.798474005353611,0.117729681232256,-6.78226592475341,1.18305449536332e-11,3.56041536308392e-11,280.866806612202,300.20379001395,295.99163022671,259.089107584721,140.313383968201,180.403867415453,161.287979780399,170.431410228099
