,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV10min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV10min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV10min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV10min.d,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V10min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V10min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V10min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V10min.d
17,SP_2176,3447.742022,0.796054839,0.067768596,11.74666265,7.35E-32,8.83E-30,2510.602176,2458.5798,2330.267272,2666.842609,4605.062875,4054.041835,4681.583453,4274.956157
18,SP_0742,3575.495553,0.756834938,0.064885852,11.66409805,1.94E-31,2.21E-29,2733.573765,2597.580778,2801.39687,2401.455795,4820.666059,4378.756142,4387.474553,4483.060458
19,SP_1923,9081.065095,-0.666949229,0.062813367,-10.61795062,2.46E-26,2.64E-24,11093.56048,11357.53825,11430.84136,10915.0648,6352.001493,6720.174357,7265.540216,7513.799797
20,SP_1275,3595.84437,-0.717134251,0.07036319,-10.19189507,2.16E-24,2.20E-22,3991.481015,4575.448863,4628.808645,4807.629578,2749.401284,2553.188415,2646.980099,2813.817058
21,SP_0385,595.9180358,0.878094841,0.086937587,10.10029001,5.51E-24,5.36E-22,408.2986238,367.7734212,429.8859297,442.3113571,829.2430147,789.5227468,689.0551369,811.2540562
22,SP_1034,573.5390609,-0.669721075,0.068455631,-9.783286852,1.33E-22,1.23E-20,707.1384676,715.2758665,686.8657106,721.8521348,434.8918922,437.658414,451.6672391,432.9627626
23,SP_0284,12195.95004,-0.584128068,0.060852742,-9.599042671,8.07E-22,7.17E-20,15492.76097,14389.49709,13786.48935,15086.94552,9718.728132,9246.212746,9432.492575,10414.47395
24,SP_0386,625.6848257,0.775116874,0.082345262,9.413011188,4.82E-21,4.10E-19,446.5223248,452.7184634,444.1625842,477.6962657,820.0292034,731.9646924,751.0280837,881.3569882
25,SP_2175,2815.088807,0.525977352,0.057159691,9.201892775,3.52E-20,2.87E-18,2248.827739,2217.258658,2233.503281,2489.918066,3403.581885,3301.443123,3243.60101,3382.576695
26,SP_1276,1517.453782,-0.615429292,0.069088053,-8.907897515,5.20E-19,4.09E-17,1688.792606,1854.311659,1947.970191,1906.067075,1168.31127,1132.699071,1174.334822,1267.143564
27,SP_0191,857.5732777,0.610877724,0.069063127,8.845208027,9.14E-19,6.91E-17,677.6019714,661.2199306,661.4849915,693.544208,969.2929461,1106.635047,1088.20293,1002.604198
28,SP_1472,2832.605044,0.692129044,0.079107825,8.749185593,2.15E-18,1.57E-16,2269.677031,2143.89703,1987.627564,2144.325459,3499.405522,3941.097728,3571.322356,3103.487664
29,SP_0868,2609.996969,-0.56949951,0.065557339,-8.687044279,3.72E-18,2.62E-16,2891.101745,3275.210547,3302.666073,3076.128052,1990.183235,2019.961911,2117.584079,2207.140112
30,SP_0285,1895.440505,0.624678889,0.072904927,8.568404326,1.05E-17,7.15E-16,1553.272211,1455.649132,1435.596924,1450.781251,2592.766493,2331.644205,2231.026083,2112.787738
31,SP_1277,1302.222511,-0.618654165,0.072898363,-8.486530312,2.13E-17,1.40E-15,1460.608694,1666.081168,1649.746741,1574.628431,965.6074216,1118.581058,1004.171815,978.3547558
32,SP_1035,1022.877773,-0.515142986,0.060950402,-8.451839077,2.87E-17,1.83E-15,1173.930937,1207.570997,1276.96743,1183.035443,810.8153922,842.7367971,830.8576422,857.1075463
33,SP_0958,624.75337,0.680369069,0.081379369,8.36046132,6.25E-17,3.87E-15,476.058821,446.926756,477.474778,489.4912352,884.5258824,752.5987119,712.1636933,758.7870819
34,SP_RS08480,3553.341155,0.667907464,0.080558676,8.290943916,1.12E-16,6.75E-15,2957.703648,2736.581756,2461.929752,2671.560597,4850.150255,4392.874155,4469.404889,3886.524188
35,SP_0408,1284.818942,0.681649447,0.083238465,8.189116022,2.63E-16,1.54E-14,865.2455943,924.7426182,1064.403907,1043.854803,1713.768897,1660.495571,1491.552278,1514.487871
36,SP_0387,340.6731439,0.74440543,0.093157123,7.990858944,1.34E-15,7.60E-14,255.982967,238.4252888,272.8427303,235.8993905,431.2063676,384.4443636,440.1129609,466.4710823
37,SP_0266,12298.75732,-0.446863576,0.056692959,-7.882170653,3.22E-15,1.78E-13,13987.55796,14486.99083,14698.60895,13737.601,10159.14831,9913.017377,11244.41348,10162.72065
38,SP_1470,728.5503071,0.706618579,0.090917247,7.77210704,7.72E-15,4.15E-13,606.9460394,542.4899284,474.3021881,547.2865859,825.5574902,895.9508475,1029.38115,906.488228
39,SP_0981,8636.814217,0.649151943,0.083631802,7.762022638,8.36E-15,4.38E-13,7415.397985,6709.693047,6313.453875,6114.512201,9390.716451,10278.99972,11669.82099,11201.91946
40,SP_1001,2717.544858,0.454782933,0.058968218,7.712339776,1.24E-14,6.31E-13,2222.766125,2150.654022,2276.333244,2488.738569,3116.110973,3178.725007,3175.32573,3131.705196
41,SP_0019,7704.858264,-0.398411349,0.05177697,-7.694759812,1.42E-14,7.06E-13,8815.196245,8891.236176,8796.005462,8629.199703,6158.511456,6971.040594,6663.66736,6714.009113
42,SP_0962,3444.11064,-0.476571591,0.062235949,-7.657497001,1.90E-14,9.15E-13,3868.701854,3999.173974,4328.998901,3885.262961,2976.061042,2973.470813,2847.604384,2673.611194
43,SP_2173,2563.350921,0.379812798,0.049612894,7.65552599,1.93E-14,9.15E-13,2237.823947,2258.765894,2203.363677,2179.710368,2994.488664,2915.912758,2914.829276,2801.912786
44,SP_1996,383.1924266,0.63576167,0.084760472,7.500685849,6.35E-14,2.95E-12,270.4616416,304.0646396,288.7056797,325.5411588,469.904375,476.754451,454.8184059,475.2890612
45,SP_1471,1111.185361,0.802226632,0.107507709,7.462038224,8.52E-14,3.87E-12,912.735647,737.4774116,645.622042,837.4428362,1523.964385,1615.969529,1362.35444,1253.916596
46,SP_0783,2983.410968,0.674408746,0.09126859,7.389275401,1.48E-13,6.56E-12,2219.291243,2142.931746,2572.970398,2104.222563,4312.063676,3705.435505,3495.694353,3314.678258
47,SP_1118,3036.544631,-0.32934136,0.044594401,-7.385262578,1.52E-13,6.61E-12,3331.253453,3419.037948,3377.221935,3413.46418,2707.017752,2684.594539,2715.255379,2644.511864
48,SP_1089,680.2449571,0.561545748,0.076881698,7.304023763,2.79E-13,1.19E-11,602.3128635,529.941229,528.2362162,510.7221804,812.6581544,780.8347386,860.2685322,816.9857425
49,SP_0425,12499.74563,-0.430965331,0.059786799,-7.208369373,5.66E-13,2.36E-11,14824.42535,14023.65424,14359.14183,14385.14483,10284.45614,9942.339404,10563.76145,11615.04177
50,SP_1922,5191.460411,-0.541948192,0.075431394,-7.18465037,6.74E-13,2.75E-11,5704.597794,6086.119215,6821.068257,6160.512582,4135.1585,4530.796286,3776.148197,4317.282456
51,SP_0282,26980.9444,-0.526532987,0.073752126,-7.139224579,9.39E-13,3.76E-11,30677.9949,31145.87194,34316.31851,31949.03395,23613.15553,22081.65889,19124.43122,22939.09024
52,SP_2156,1974.50394,0.420939256,0.058993514,7.135348052,9.65E-13,3.79E-11,1767.556596,1630.365639,1622.779727,1700.834605,2325.565966,2306.666182,2130.188746,2312.07406
53,SP_2206,1115.416611,0.474632799,0.066961959,7.0880961,1.36E-12,5.24E-11,894.7820905,971.0762776,973.9850954,884.6227143,1214.380326,1343.383271,1283.57527,1357.527847
54,SP_0845,6561.215093,-0.288341095,0.040772442,-7.071960315,1.53E-12,5.78E-11,7241.653889,7358.364279,7035.218075,7246.829275,5931.851699,5903.501584,5825.456996,5946.844951
55,SP_0268,5001.281673,0.497373027,0.070371709,7.067798036,1.57E-12,5.85E-11,4457.694337,4016.549097,3978.427718,4012.648632,6333.57387,5697.161389,6159.480675,5354.71767
56,SP_1925,1636.687379,-0.498665384,0.070746622,-7.048610552,1.81E-12,6.59E-11,1932.613486,1944.083124,1976.5235,1863.605185,1284.405292,1293.427223,1285.676048,1513.165174
57,SP_0502,5242.135518,-0.414662927,0.059133888,-7.012272344,2.34E-12,8.40E-11,6364.246209,5768.540591,6105.649238,5797.227521,4155.428885,4657.858406,4534.529003,4553.604289
58,SP_0798,897.2000783,0.699093794,0.099850472,7.001406982,2.53E-12,8.93E-11,701.9261448,643.8448083,637.6905673,693.544208,967.4501838,1331.437259,1199.544156,1002.163299
59,SP_1382,543.0909972,0.603054541,0.087099951,6.923707024,4.40E-12,1.52E-10,374.1289517,444.0309023,482.2336628,412.8239333,615.4825931,671.1486348,684.8535812,660.0257185
60,SP_0095,5394.924434,-0.545505168,0.07897519,-6.907297937,4.94E-12,1.68E-10,5895.137151,6821.666058,6679.888007,6389.334991,4339.70511,4334.2301,3843.373088,4856.060965
61,SP_1884,2465.262139,0.459298847,0.067332921,6.821311727,9.02E-12,3.02E-10,2062.921557,1909.33288,2065.356017,2224.531252,2957.633419,2656.358513,2838.150884,3007.812593
62,SP_2126,6522.915887,0.347464696,0.052139175,6.664177059,2.66E-11,8.77E-10,5890.503976,5833.214658,5550.446008,5620.302978,7509.256189,7561.825153,7329.613941,6888.164196
63,SP_0203,229.3757095,-0.631002985,0.095944901,-6.576722437,4.81E-11,1.56E-09,279.1488463,287.6548019,290.2919747,272.463796,173.219652,160.728152,191.1707849,180.3276679
64,SP_0869,2374.605638,-0.515011795,0.079128236,-6.508571688,7.59E-11,2.42E-09,2548.825877,2890.062003,3102.79291,2719.919972,1793.007674,1924.39382,1881.24657,2136.596281
65,SP_1924,2228.11094,-0.501853229,0.077574606,-6.469297796,9.85E-11,3.09E-09,2448.633449,2638.12273,2752.221727,2679.817076,1811.435297,1602.937516,1872.843459,2018.876263
66,SP_0913,460.4612098,0.686006808,0.106453012,6.444221652,1.16E-10,3.60E-09,293.048374,349.4330144,317.2589887,417.5419211,635.7529779,557.118527,584.0162441,529.5196312
67,SP_1215,435.4414723,0.736529958,0.115039831,6.402390799,1.53E-10,4.66E-09,343.4341616,277.0366716,318.8452837,318.4641771,659.7088873,596.214564,520.9929084,448.8351246
68,SP_0427,9369.322026,-0.522026641,0.081911157,-6.373083491,1.85E-10,5.57E-09,10544.52914,11542.87289,11986.04459,10423.21457,6954.58475,7919.119491,6984.035984,8600.174794
69,SP_1202,1545.361868,-0.4055841,0.06381226,-6.355896153,2.07E-10,6.14E-09,1803.463709,1786.741739,1811.548826,1665.449697,1265.977669,1323.835252,1431.680109,1274.197947
70,SP_0486,745.0736147,-0.590457113,0.093053732,-6.34533512,2.22E-10,6.48E-09,804.4351609,845.5892835,1048.540958,918.8281259,606.2687819,619.0205855,589.2681887,528.6378334
71,SP_1972,2203.830568,0.458463701,0.072626298,6.31264037,2.74E-10,7.89E-09,1766.977449,1758.748487,2043.147887,1809.348325,2756.772333,2619.434478,2520.933428,2355.282157
72,SP_0912,69.38904738,0.910187891,0.144605542,6.294280853,3.09E-10,8.76E-09,43.43602381,43.43780566,50.76143819,43.64138724,84.76706373,96.65409142,94.53500354,97.87956548
73,SP_1914,338.0231442,0.622006928,0.099142188,6.273887432,3.52E-10,9.86E-09,272.7782295,285.7242328,253.807191,232.3608996,433.0491299,379.0143585,387.5935145,459.8575982
74,SP_0959,5441.184909,-0.756137822,0.122077511,-6.193915792,5.87E-10,1.62E-08,7078.913587,8078.466568,6321.38535,6476.617765,2793.627578,3903.087692,4284.536438,4592.844295
75,SP_1674,1359.646902,0.403001892,0.065484119,6.154192737,7.55E-10,2.06E-08,1211.575491,1215.293274,1111.992755,1114.62462,1564.505154,1501.939421,1661.715284,1495.529217
76,SP_0430,300.9699622,-0.703513374,0.114571773,-6.140372559,8.23E-10,2.21E-08,341.1175736,368.7387058,472.7158932,342.0541162,230.3452819,211.7702003,198.5235074,242.494419
77,SP_0354,7143.402558,-0.340401084,0.055743919,-6.106515122,1.02E-09,2.67E-08,7736.245414,7629.609243,8144.03824,8491.19856,6099.543064,6532.296179,6415.775573,6098.514188
78,SP_1208,1363.490503,-0.471935494,0.077265002,-6.108011146,1.01E-09,2.67E-08,1534.160361,1491.364661,1689.404115,1656.013721,1125.927738,1249.987182,1138.621598,1022.44465
79,SP_1270,4912.176487,0.312692767,0.051403481,6.083104896,1.18E-09,3.05E-08,4446.111397,4427.760323,4322.653721,4291.009913,5310.840819,5472.359176,5786.592605,5240.083944
80,SP_RS01910,149.4350044,0.758782264,0.125092312,6.065778562,1.31E-09,3.35E-08,93.24266444,122.5911404,111.040646,97.89824704,228.5025196,171.5881623,191.1707849,179.44587
81,SP_0423,4809.385271,-0.320710157,0.052910349,-6.061388036,1.35E-09,3.40E-08,5284.137083,5489.573351,5526.651583,5116.657779,4190.441368,4152.867928,4216.261158,4498.491921
82,SP_0681,14123.18982,-0.270928378,0.04495201,-6.027058154,1.67E-09,4.16E-08,16123.45204,15630.85305,14966.69279,15121.15093,12827.46806,12528.10785,12773.77976,13014.01412
83,SP_0357,7700.195052,-0.30829652,0.051494472,-5.986982783,2.14E-09,5.21E-08,8726.00761,8684.665278,8516.817552,8214.016776,6501.265235,6785.334418,7218.272715,6955.180835
84,SP_2218,885.6634922,-0.391141956,0.065335423,-5.986675225,2.14E-09,5.21E-08,1070.263627,1011.61823,961.2947358,983.7004583,775.8029093,736.3086965,775.187029,771.1322523
85,SP_0555,549.4822235,-0.700767043,0.117237414,-5.97733283,2.27E-09,5.45E-08,735.5166698,714.3105819,680.5205308,651.0823177,278.2571005,435.4864119,474.7757955,425.9083795
86,SP_1090,944.0347458,0.502569728,0.085032216,5.910344971,3.41E-09,8.11E-08,868.7204762,742.3038345,691.6245954,776.1089946,1210.694801,1110.979051,1133.369654,1018.47656
87,SP_1420,901.7218562,0.513128669,0.087137447,5.888727349,3.89E-09,9.14E-08,773.7403708,729.7551351,672.5890561,750.1600617,1240.178998,1086.001027,982.1136479,979.2365537
88,SP_1716,1306.651867,0.486429969,0.083974554,5.792587702,6.93E-09,1.61E-07,1076.055097,1137.105224,991.4343397,1095.752669,1710.083373,1470.445391,1624.951672,1347.387172
89,SP_2229,1642.003796,-0.377354443,0.065572426,-5.754773236,8.68E-09,1.99E-07,1864.853289,1888.096619,1900.381342,1802.271343,1295.461865,1549.723466,1383.362218,1451.880221
90,SP_2187,421.8460274,-0.485606275,0.0845143,-5.745847431,9.15E-09,2.08E-07,466.2133222,488.4339925,534.581396,490.6707322,368.552451,372.4983523,326.6709567,327.1470161
91,SP_0758,4021.195845,0.29227203,0.051240682,5.703905909,1.17E-08,2.63E-07,3607.506564,3545.490226,3548.541789,3737.825842,4435.528748,4366.810131,4266.679826,4661.183632
92,SP_0233,2678.397843,-0.693810274,0.122002682,-5.68684445,1.29E-08,2.87E-07,3610.402299,3642.018683,3147.209168,3125.666924,1404.184838,1914.619811,2381.2317,2201.849324
93,SP_0355,4209.260156,-0.300951177,0.053171261,-5.660034564,1.51E-08,3.32E-07,4574.102881,4856.346673,4574.874617,4600.038114,3899.284931,3884.625674,3718.376806,3566.431555
94,SP_RS09030,438.0325057,0.437768171,0.077579411,5.642839578,1.67E-08,3.64E-07,385.7118914,370.669275,350.5711825,364.4645583,504.9168578,533.2265044,508.3882412,486.3115348
95,SP_1926,1570.025754,-0.352634622,0.062641719,-5.629389305,1.81E-08,3.89E-07,1745.54901,1734.616373,1811.548826,1775.142913,1391.285502,1437.86536,1248.912436,1415.285609
96,SP_1717,682.2396387,0.672713127,0.120227628,5.59532895,2.20E-08,4.69E-07,480.1128498,545.3857822,496.5103173,508.3631865,1140.669836,815.5867715,749.9776947,721.3106717
97,SP_0617,1507.592417,0.529635905,0.094720343,5.591575017,2.25E-08,4.74E-07,1098.062682,1243.286526,1370.558831,1160.625001,1805.90701,2098.153985,1636.50595,1647.639352
98,SP_1862,627.7247935,-0.436294151,0.078118406,-5.585036565,2.34E-08,4.87E-07,748.8370505,695.0048905,797.9063566,668.774772,492.0175221,528.8825003,544.1014648,546.2737911
99,SP_RS00155,1112.653863,-0.370879663,0.066599361,-5.568817164,2.56E-08,5.29E-07,1284.548011,1207.570997,1319.797393,1234.933309,901.1107426,927.4448773,1015.726094,1010.09948
100,SP_0403,1386.317399,0.373139523,0.067275875,5.546409032,2.92E-08,5.96E-07,1234.74137,1199.848721,1138.959769,1231.394818,1593.98935,1449.811371,1699.529286,1542.264505
101,SP_0916,1337.86568,-0.34377462,0.062779379,-5.475916242,4.35E-08,8.80E-07,1440.33855,1545.420597,1543.46498,1482.627669,1146.198123,1101.205042,1223.703101,1219.967377
102,SP_0855,4725.350717,-0.244545194,0.044943548,-5.441163484,5.29E-08,1.06E-06,5041.474497,5125.661068,5318.846946,5047.067459,4225.453851,4287.532056,4365.416386,4391.353478
103,SP_0247,255.9245143,-0.576362894,0.106289833,-5.422559046,5.88E-08,1.17E-06,299.4189908,306.9604933,315.6726938,326.7206558,175.0624142,172.6741633,235.2871199,215.5995834
104,SP_2230,3317.480139,-0.276980553,0.051110784,-5.419219383,5.99E-08,1.18E-06,3686.849701,3733.720718,3643.719485,3485.413494,3099.526113,2914.826757,3061.883726,2913.901118
105,SP_RS01915,157.0441323,0.591283361,0.109286125,5.410415636,6.29E-08,1.22E-06,118.7251317,119.6952867,114.2132359,139.1806404,182.4334632,197.652187,192.2211739,192.2319394
106,SP_1161,1815.175107,-0.526735223,0.097482308,-5.403393009,6.54E-08,1.26E-06,2124.890285,2307.030123,2289.023604,1947.349468,1341.530922,1268.4492,1507.308112,1735.819141
107,SP_0141,265.3712751,0.515494559,0.095478292,5.399076053,6.70E-08,1.28E-06,229.3422057,215.2584592,214.1498174,196.975991,326.1689191,335.5743174,314.0662895,291.4342017
108,SP_1022,1408.641644,0.35176945,0.065370518,5.381163543,7.40E-08,1.40E-06,1162.927144,1233.633681,1237.310056,1296.267151,1719.297184,1535.605453,1513.610446,1570.482037
109,SP_1271,3716.293933,0.302861393,0.056548024,5.355826308,8.52E-08,1.60E-06,3454.61176,3193.161358,3302.666073,3332.07889,4020.90724,3879.195669,4241.470492,4306.259982
110,SP_1180,3210.902162,-0.254621625,0.047767887,-5.330393303,9.80E-08,1.82E-06,3447.08285,3561.900064,3499.366646,3477.157016,2924.463699,3017.996855,2937.937832,2821.31234
111,SP_0867,1606.429547,-0.46757637,0.088307784,-5.294848892,1.19E-07,2.19E-06,1717.749955,2027.097597,1938.452421,1830.57927,1450.253895,1309.717239,1132.319265,1445.266737
112,SP_1037,65.38238182,-0.822696181,0.155596557,-5.287367521,1.24E-07,2.26E-06,94.40095841,86.87561132,92.00510673,73.12881105,58.96839216,39.09603698,33.6124457,44.97169225
113,SP_1999,5388.152634,0.349975672,0.066330576,5.276234443,1.32E-07,2.38E-06,4728.155978,4593.78927,5093.593064,4467.934455,5719.934039,6082.691754,6597.492858,5821.629651
114,SP_1013,3078.254057,0.256402105,0.049132872,5.218545044,1.80E-07,3.23E-06,2726.044854,2871.721596,2801.39687,2814.279728,3309.60101,3398.097214,3247.802566,3457.088617
115,SP_0922,2616.949743,-0.389000083,0.074676024,-5.209169715,1.90E-07,3.37E-06,2995.927349,2862.068751,3362.94528,2712.84299,2130.233167,2237.162116,2247.832306,2386.585982
116,SP_0173,1799.930126,0.319452001,0.061402502,5.202589345,1.97E-07,3.46E-06,1597.287382,1570.517996,1484.772067,1727.963035,2067.57925,1943.941839,2008.343631,1999.03581
117,SP_0189,5755.628444,0.622817862,0.120011316,5.189659478,2.11E-07,3.68E-06,4017.542629,4246.286824,4801.714794,4543.42226,8548.574101,8337.229886,5790.794161,5759.4629
118,SP_0426,7609.455319,-0.32171638,0.062564631,-5.142144579,2.72E-07,4.70E-06,8350.720364,8493.538933,8694.482586,8382.68484,6272.762716,6447.588099,6811.772199,7422.092816
119,SP_0351,5495.362803,-0.364583267,0.07094811,-5.138731202,2.77E-07,4.75E-06,6162.703058,6281.106698,6224.621359,6166.410067,4601.377351,4514.50627,5487.231761,4524.945858
120,SP_0839,290.4536741,0.491341255,0.096049795,5.115484697,3.13E-07,5.33E-06,240.9251454,239.3905734,198.2868679,271.284299,350.1248284,325.8003082,350.829902,346.9874686
121,SP_1754,2055.537791,0.393909168,0.077382473,5.090418427,3.57E-07,6.03E-06,1735.124364,1612.025232,1782.995517,1926.118523,2629.621738,2291.462167,2273.041641,2193.913143
122,SP_0960,8603.430637,-0.343520546,0.067734988,-5.071537717,3.95E-07,6.61E-06,9749.939478,9847.833185,9324.241678,9704.900924,6611.830971,7663.909249,7886.320073,8038.469539
123,SP_0618,829.8197437,0.321546155,0.063633473,5.053097692,4.35E-07,7.22E-06,709.4550556,754.8525339,707.4875448,771.3910068,906.6390294,937.2188865,929.5942015,921.919691
124,SP_1226,1671.041427,-0.35680256,0.070645879,-5.050578565,4.40E-07,7.26E-06,1823.733853,1999.104345,1998.731629,1720.886053,1391.285502,1396.597321,1523.063946,1514.92877
125,SP_1162,1501.59805,-0.452073349,0.089713804,-5.039061189,4.68E-07,7.65E-06,1518.523392,1922.846864,1848.033609,1713.809072,1175.682319,1172.881109,1251.013213,1409.994822
126,SP_1863,125.9458682,-0.619317336,0.123045363,-5.033243996,4.82E-07,7.82E-06,162.1611556,161.2025232,136.4213651,161.5910825,81.08153922,109.6861038,105.0388928,90.38428343
127,SP_1033,1872.784032,-0.388315416,0.077282719,-5.024608588,5.04E-07,8.12E-06,2040.334825,2052.194996,2358.820581,2082.991618,1560.81963,1752.805658,1675.37034,1458.934604
128,SP_1994,1894.002041,0.29359611,0.058802336,4.992932752,5.95E-07,9.49E-06,1707.325309,1741.373365,1560.914224,1771.604422,2165.24565,2085.121972,2031.452187,2088.979195
129,SP_1278,376.6465594,-0.44866236,0.09007769,-4.980837741,6.33E-07,1.00E-05,387.4493324,463.3365937,458.4392387,450.5678358,287.4709118,318.198301,329.8221235,317.8881383
130,SP_1119,371.9404154,0.461990017,0.09301865,4.9666386,6.81E-07,1.07E-05,295.9441089,291.5159402,341.0534129,319.6436741,368.552451,469.1524438,439.062572,450.5987203
131,SP_1548,1663.369501,0.296922248,0.0598616,4.960145525,7.04E-07,1.10E-05,1531.264626,1511.635637,1519.670556,1396.524392,1745.095855,1814.707717,1927.463683,1860.593542
132,SP_1228,572.8398092,-0.468346735,0.095015879,-4.929141749,8.26E-07,1.28E-05,710.0342025,650.6018003,736.0408538,589.7484762,410.9359828,523.4524951,507.3378523,454.5668108
133,SP_1421,877.4800104,0.4499536,0.091579733,4.9132443,8.96E-07,1.38E-05,745.3621686,778.0193636,767.7667527,653.4413116,851.3561618,1051.248994,1051.439317,1121.206014
134,SP_RS10845,2287.003098,0.429867818,0.088258112,4.870575719,1.11E-06,1.70E-05,1943.038132,1937.326132,1805.203646,2025.196267,3070.041917,2709.572563,2548.24354,2257.402591
135,SP_1014,900.2881588,0.344176856,0.070794795,4.861612451,1.16E-06,1.76E-05,794.5896622,763.540095,815.355601,784.3654733,1094.600779,916.584867,998.9198707,1034.348922
136,SP_0419,4420.82695,-0.275407132,0.056698846,-4.857367494,1.19E-06,1.79E-05,5070.431846,4926.812446,4692.260443,4694.39787,4282.57948,3928.065716,3828.667643,3943.400151
137,SP_0350,1524.986334,-0.612790326,0.126455207,-4.845908199,1.26E-06,1.85E-05,2195.546217,1805.082146,1873.414328,1660.731709,840.2995882,1197.859133,1467.393333,1159.564222
138,SP_0421,6094.32188,-0.378033119,0.077963814,-4.848827964,1.24E-06,1.85E-05,7445.513628,6992.521426,6825.827142,6427.078893,4640.075358,5424.575131,5155.30886,5843.674598
