,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV20min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV20min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV20min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV20min.d,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V20min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V20min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V20min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V20min.d
81,SP_0897,48337.18099,-0.687919781,0.041174009,-16.70762214,1.15E-62,3.15E-61,61261.19904,60005.25606,60018.88201,57414.96795,35904.8351,38393.21182,36409.88735,37289.20859
82,SP_2003,980.3557984,-1.130756331,0.069142044,-16.35410619,4.07E-60,1.10E-58,1272.378,1294.857477,1447.179584,1393.071504,576.6021632,651.1975184,605.5555276,602.0046133
83,SP_2173,6141.074178,0.774736571,0.047413555,16.33998068,5.13E-60,1.37E-58,4462.406608,4416.012307,4447.811118,4796.736609,7454.966551,7779.959115,7687.722639,8082.978477
84,SP_0287,1997.53988,-0.82167951,0.050560741,-16.25133456,2.19E-59,5.76E-58,2482.180033,2616.076059,2620.864106,2494.400284,1485.77211,1449.622302,1445.371474,1386.032669
85,SP_0273,118147.974,-0.670159005,0.041252337,-16.24535848,2.41E-59,6.28E-58,145286.593,144996.6219,142437.791,147984.0652,86599.28867,90412.78616,94266.85194,93199.79452
86,SP_1647,17434.79634,0.720631814,0.044729814,16.1107715,2.14E-58,5.52E-57,13259.37645,13506.37575,13027.74191,12814.79912,21347.90056,21154.5543,21304.68366,23062.93894
87,SP_1900,3086.394451,-0.963037643,0.060397472,-15.9449992,3.09E-57,7.86E-56,3886.438566,4029.031286,4116.491387,4310.498737,2078.264884,1902.193688,2164.994983,2203.242081
88,SP_0234,29428.47694,-0.771190888,0.048373467,-15.94243565,3.22E-57,8.09E-56,38992.90189,37289.36467,37998.62246,34255.4581,21678.19826,22062.31057,21310.04256,21840.91698
89,SP_RS11510,554.5903767,1.459272276,0.091833424,15.89042657,7.38E-57,1.84E-55,316.9169953,286.8088223,279.7463774,277.1555872,842.2023723,738.3142433,785.4614049,910.1172106
90,SP_0357,10584.85881,-0.782106397,0.049404855,-15.83055756,1.92E-56,4.71E-55,12720.4157,13962.95009,13430.95178,13483.3762,7462.911857,8236.450753,7728.297156,7653.516918
91,SP_1466,3625.179057,1.176993512,0.07589591,15.50799653,3.06E-54,7.46E-53,2026.653906,2173.209495,2230.156875,2436.05174,4811.449941,4659.43803,4927.889925,5736.582543
92,SP_0980,3335.873007,-0.77495126,0.049995461,-15.50043232,3.45E-54,8.30E-53,4228.924236,4356.963432,4171.190399,4098.985263,2405.157449,2585.624394,2344.900861,2495.238019
93,SP_0210,37480.47809,-0.710685156,0.04590087,-15.48304339,4.52E-54,1.08E-52,48576.44492,44612.47964,45675.23814,47359.56875,28942.47748,27279.73123,27929.04773,29468.83685
94,SP_0922,3889.464156,-0.783619111,0.050831036,-15.4161547,1.27E-53,3.00E-52,5128.537872,4772.414447,4738.497298,5059.30506,2923.872387,2877.029839,2919.834111,2696.222237
95,SP_1465,850.6481611,1.222780398,0.079326818,15.41446417,1.31E-53,3.05E-52,483.7862412,469.2276688,521.9848607,568.8983105,1161.149632,1111.173826,1179.723221,1309.241529
96,SP_0387,848.2649793,1.209995657,0.079044911,15.30769843,6.79E-53,1.57E-51,506.6634765,457.6287826,489.1654533,600.5037722,1113.477799,1153.425437,1219.532181,1245.722932
97,SP_0295,58910.86515,-0.901367852,0.059332394,-15.19183361,4.01E-52,9.15E-51,72650.02508,78065.77631,80016.84092,76594.62082,39258.88902,41887.46365,44858.57357,37954.7318
98,SP_1354,21636.67284,-0.74384622,0.048990807,-15.1833837,4.56E-52,1.03E-50,27875.23839,27445.07362,28041.83939,25075.28707,16326.46755,16292.56989,15504.05884,16532.84795
99,SP_0918,1452.343234,-0.94961925,0.062690489,-15.14774032,7.84E-52,1.75E-50,1984.936594,1932.796218,1726.925961,2022.749548,996.5683057,1000.971169,1006.707356,947.0907223
100,SP_0413,3460.922813,-0.709740318,0.047500109,-14.94186729,1.76E-50,3.90E-49,4307.64884,4240.97457,4263.397305,4376.14085,2768.37141,2522.464769,2653.420302,2554.964461
101,SP_1200,3994.203479,-0.642243846,0.043014702,-14.93079835,2.08E-50,4.56E-49,5031.646052,4710.202239,4840.081178,4903.708941,3074.833189,3136.202095,3146.438961,3110.515175
102,SP_0095,8456.664407,-1.278637057,0.085852735,-14.89337599,3.64E-50,7.90E-49,11734.00314,12891.63478,12172.87449,11251.54436,5339.245228,5304.972961,5018.991199,3940.049091
103,SP_0869,3718.426563,-0.943772941,0.063450962,-14.87405251,4.86E-50,1.04E-48,5289.351379,5041.297718,4661.918681,4599.810271,2558.388338,2657.495692,2613.611341,2325.539081
104,SP_0214,38230.81308,-0.763428254,0.051505028,-14.82240247,1.05E-49,2.24E-48,49576.98753,46566.36474,46772.34405,49705.66649,26952.746,27208.7311,28752.02143,30311.64331
105,SP_1034,939.1370493,-1.001724879,0.067657521,-14.80581697,1.34E-49,2.83E-48,1236.716427,1231.590825,1309.650639,1252.062521,570.9269451,671.6699488,638.4744753,602.0046133
106,SP_0553,9782.415576,-0.658136785,0.044563798,-14.76841783,2.34E-49,4.89E-48,12222.4994,11885.69502,12504.19422,11307.46172,7465.181944,7703.731981,7500.92675,7669.633577
107,SP_0178,940.1500362,1.120225721,0.076494286,14.64456729,1.46E-48,3.02E-47,645.2726082,523.0043229,595.4378201,590.7790147,1231.522337,1249.689418,1373.409123,1312.085645
108,SP_1659,15546.45539,-0.582854852,0.03994261,-14.59230778,3.14E-48,6.45E-47,18546.03639,18333.6213,18457.0096,19284.19401,12056.43342,12319.17606,12544.41577,12830.75659
109,SP_0351,8189.22708,-0.805564475,0.055381862,-14.54563719,6.22E-48,1.26E-46,10018.88335,10820.70637,11082.0199,9792.830746,5754.671196,6293.312205,5792.96925,5958.423613
110,SP_1355,28780.34513,-0.841308361,0.057894673,-14.53170594,7.63E-48,1.54E-46,39797.64229,37510.79795,37043.73399,33565.00032,20093.67735,21800.9604,20037.68695,20393.26179
111,SP_0910,1923.712305,1.256214777,0.086481032,14.52589946,8.30E-48,1.66E-46,1142.516047,1217.88305,1170.558864,960.3197976,2663.947396,2460.17631,2625.860252,3148.436726
112,SP_1117,2788.5753,-0.733791204,0.050544198,-14.51781275,9.34E-48,1.85E-46,3438.986757,3278.267016,3599.195013,3637.059284,2093.020451,2074.249219,2134.372706,2053.451956
113,SP_0867,2668.391232,-0.769321167,0.053115198,-14.48401192,1.53E-47,3.00E-46,3426.87528,3527.115847,3302.257517,3201.876388,2009.027222,2061.181711,1904.705629,1914.090259
114,SP_1960,48792.87892,-0.52580498,0.036369808,-14.45718321,2.26E-47,4.39E-46,58962.70975,57252.10225,57588.68303,56605.38189,39238.45823,39889.00599,39583.1208,41223.56945
115,SP_0006,2250.070485,-0.800088319,0.055508649,-14.41375943,4.24E-47,8.17E-46,2953.854797,2826.964899,2947.495351,2705.913759,1749.102231,1646.941684,1614.559555,1555.731607
116,SP_1386,1960.630107,-0.726382556,0.050615726,-14.35092636,1.05E-46,2.01E-45,2496.31009,2515.90386,2416.133517,2343.666544,1514.1482,1490.131579,1423.170323,1485.576739
117,SP_2206,2634.123823,1.112133211,0.078297921,14.20386634,8.67E-46,1.64E-44,1649.179523,1669.185168,1883.208854,1419.814587,3688.891792,3897.166687,3548.356347,3317.187625
118,SP_1163,2261.695194,-0.816552682,0.057671021,-14.15880392,1.65E-45,3.09E-44,2956.546236,3033.635962,2717.759499,2842.060363,1631.057694,1668.285281,1714.081955,1530.13456
119,SP_0255,345.0570222,1.264856209,0.090623981,13.95719094,2.84E-44,5.29E-43,183.6907425,203.5077305,207.8562469,218.8070425,497.1491092,483.4978231,477.7075211,488.239962
120,SP_0390,804.3507477,1.164681609,0.083900646,13.88167624,8.18E-44,1.51E-42,547.7079281,527.2220997,445.4062434,432.7517063,1107.802581,1119.449915,1204.9866,1049.478909
121,SP_0120,4049.844491,-0.745165913,0.053726486,-13.86961929,9.68E-44,1.77E-42,5349.908767,5170.994354,4749.437101,5034.993167,2856.904813,3038.631364,3135.721164,3062.165198
122,SP_2219,2564.448428,-0.806084164,0.058140452,-13.86442896,1.04E-43,1.89E-42,3103.229686,3308.845898,3277.252254,3389.077969,1742.29197,1946.623217,1782.982078,1965.284352
123,SP_1024,6448.494009,0.799975216,0.057877765,13.82180564,1.88E-43,3.39E-42,5047.121829,4495.095622,4432.182829,4801.598988,8440.184421,7730.302582,8063.611089,8577.85471
124,SP_0556,35184.36277,-0.728232601,0.052765335,-13.80134521,2.50E-43,4.47E-42,43558.92892,45991.69265,46044.06577,40061.13829,25640.63556,26785.7794,26488.2696,26904.392
125,SP_0912,215.2061931,1.658195786,0.12031107,13.78257039,3.25E-43,5.75E-42,109.0032977,105.4444199,89.08124868,97.24757444,299.6515179,321.8962984,331.4861485,367.8390393
126,SP_0358,10280.58788,-0.826973462,0.060020672,-13.77814409,3.45E-43,6.07E-42,14062.09827,13676.14127,12899.58994,12010.07544,7185.961211,7932.848967,7304.17862,7173.809305
127,SP_1107,17019.16053,-0.656714144,0.047859044,-13.72183987,7.51E-43,1.31E-41,20687.74933,22242.44594,20551.20035,19870.11065,12789.6716,13337.57058,13031.30997,13643.22581
128,SP_1201,1055.242172,-1.007998587,0.073642794,-13.68767451,1.20E-42,2.08E-41,1380.035578,1412.955227,1458.119386,1395.502693,799.0707144,706.5166387,654.5511707,635.1859699
129,SP_0919,2641.133511,-0.901025492,0.065879258,-13.67692223,1.39E-42,2.39E-41,3581.633048,3420.616983,3072.521665,3705.132586,1791.098846,1744.512416,1871.021124,1942.531421
130,SP_0212,71088.08944,-0.594342039,0.043615518,-13.62684821,2.77E-42,4.72E-41,89644.44663,85721.0412,85135.10565,81760.89821,54500.25486,56898.54652,58147.87623,56896.54625
131,SP_1344,259.8738961,1.431740642,0.105589074,13.55955301,6.96E-42,1.18E-40,148.7020296,124.4244155,131.2776296,150.7337404,397.2652699,369.8104971,392.7307024,364.0468843
132,SP_2215,37554.26821,-0.723339278,0.053920982,-13.41480156,4.95E-41,8.31E-40,49658.40358,46999.7413,47256.82101,43340.81274,26671.25518,29549.99308,28099.76693,28857.35185
133,SP_RS04295,430.944625,-1.208684025,0.090471078,-13.3598942,1.04E-40,1.73E-39,652.6740667,651.6465153,565.7440706,539.7240381,242.8993365,275.2888506,250.3371144,269.2430081
134,SP_0868,4450.354521,-0.870797001,0.06586639,-13.22065785,6.67E-40,1.10E-38,6253.559562,6066.21748,5307.367027,5414.258707,3021.486139,3226.367906,3322.517054,2991.062291
135,SP_RS01910,338.5254119,1.205659257,0.091350724,13.19813581,8.99E-40,1.48E-38,207.9136975,201.3988421,203.1677602,199.3575276,440.3969278,475.2217342,499.143115,481.6036906
136,SP_0353,9304.406451,-0.711672691,0.054004271,-13.17808169,1.17E-39,1.91E-38,12049.57442,11634.7373,11761.85048,10804.20552,6886.309693,7590.044655,6873.170071,6835.359467
137,SP_1116,799.0320815,-0.879950468,0.066951096,-13.14318244,1.86E-39,3.01E-38,1106.854474,1039.681981,981.4565644,1011.374774,583.412425,556.6758719,569.5743521,543.2262101
138,SP_0776,10308.18886,-1.224608835,0.093254525,-13.1318972,2.16E-39,3.45E-38,16058.47348,13008.67809,14349.89518,14536.08119,6486.774336,6129.532762,6975.754699,4920.32117
