,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.d,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.d
663,SP_0788,16684.06481,-0.362856007,0.052025056,-6.974639399,3.07E-12,1.02E-11,19176.90968,19422.84625,18910.857,17589.84224,13989.62013,15153.27643,14868.98745,14360.17932
664,SP_1737,2348.681299,-0.597969093,0.08574483,-6.973821004,3.08E-12,1.03E-11,2548.403213,2589.808064,2822.07172,3366.752043,1933.636624,1916.736499,1868.810556,1743.231674
665,SP_0391,1213.923518,1.296572309,0.186062594,6.968473779,3.20E-12,1.07E-11,478.0888671,667.8076503,893.8730793,722.3395251,1666.987445,1989.228456,1665.536425,1627.526692
666,SP_RS01250,97.02169906,1.1537617,0.165712865,6.962414767,3.34E-12,1.11E-11,56.1631562,63.56671752,57.66923092,61.23639573,118.7018924,142.5265602,155.5000262,120.8096133
667,SP_RS11470,355.9019847,-0.805458756,0.115687985,-6.962337171,3.35E-12,1.11E-11,482.3011039,486.3925239,377.6404477,463.6469962,302.7758415,237.1347078,227.6295564,269.6947002
668,SP_1984,1246.600144,-0.446424087,0.064151243,-6.958931168,3.43E-12,1.14E-11,1404.780944,1427.751329,1535.675811,1383.442654,1056.274811,1099.666132,1023.86463,1041.344836
669,SP_2190,5826.760261,-0.459135616,0.066018318,-6.954669964,3.53E-12,1.17E-11,6420.852832,6245.251438,7564.900889,6765.996867,4968.276308,4995.801669,4942.277941,4710.724148
670,SP_2005,92.46258411,-1.749665743,0.251609504,-6.953893703,3.55E-12,1.17E-11,114.4324308,209.9844376,168.3569483,87.48056532,24.08444194,43.00370349,51.52109302,40.8370524
671,SP_1111,641.0545116,0.541805926,0.077934745,6.952045914,3.60E-12,1.19E-11,559.5254436,502.1056451,487.3980162,536.1308932,781.0240456,735.9776684,787.8043496,738.4700309
672,SP_0908,3521.967892,-0.422527845,0.060886688,-6.939576779,3.93E-12,1.30E-11,4194.685729,4026.130187,3965.2247,3966.618776,2728.423208,2970.941573,3123.114984,3200.603982
673,SP_RS11485,151.6318296,-0.974885853,0.140504762,-6.938454164,3.96E-12,1.30E-11,210.6118357,175.7012641,224.1658815,193.7069661,116.9815751,99.52285666,93.67471458,98.68954329
674,SP_0406,3039.475168,-0.379135649,0.054648231,-6.937747861,3.98E-12,1.31E-11,3345.920031,3459.029359,3404.344922,3542.962896,2707.7794,2501.586866,2589.169111,2765.008756
675,SP_0145,1138.811413,0.50454956,0.072741663,6.936184019,4.03E-12,1.32E-11,1003.214378,980.6416084,863.1781661,916.0464912,1271.314471,1354.002321,1293.647808,1428.446062
676,SP_2157,68.85002327,1.406316417,0.202945188,6.929538117,4.22E-12,1.38E-11,39.31420934,32.85470793,40.92655098,34.99222613,84.29554677,100.7515339,128.334359,89.33105212
677,SP_1385,180.6645091,-0.997198318,0.145117257,-6.87167287,6.35E-12,2.08E-11,217.6322303,207.8417393,283.6954102,254.9433618,147.9472862,108.1235974,107.7259218,117.4065256
678,SP_0337,2382.699727,-0.636933433,0.092795884,-6.863811266,6.70E-12,2.19E-11,3155.667339,3129.768047,2540.236607,2795.628923,1598.174754,1811.070256,1873.494292,2157.557602
679,SP_1447,522.4817636,-0.697958042,0.101695234,-6.863232568,6.73E-12,2.20E-11,633.9416256,652.8087619,592.5048403,719.8400804,338.9025044,367.3744956,415.9157327,458.5660675
680,SP_2021,479.335482,0.579998876,0.084523122,6.862014339,6.79E-12,2.21E-11,411.3951192,351.4025283,385.0816387,388.6636545,552.2218472,592.222431,584.530219,569.1664178
681,SP_0592,1411.055248,-0.50875276,0.074384888,-6.839463912,7.95E-12,2.59E-11,1596.437715,1591.310636,1832.393305,1607.142957,1288.517644,1099.666132,1118.476092,1154.497502
682,SP_1080,779.0354343,-0.915670226,0.134414459,-6.812289659,9.61E-12,3.12E-11,1162.577333,1282.047842,782.255213,854.8100954,526.417088,610.6525896,531.1356317,482.3876814
683,SP_RS11300,596.710113,0.590130832,0.086876656,6.792743429,1.10E-11,3.57E-11,511.7867609,452.8235832,494.8392073,442.4017161,682.9659606,728.6056049,791.5513382,668.706733
684,SP_0803,1021.296551,-0.604036058,0.089059956,-6.78235299,1.18E-11,3.83E-11,1394.250353,1304.903291,1105.016876,1130.998737,732.8551618,807.2409484,829.021224,866.0858196
685,SP_RS07255,833.7642711,-0.58379377,0.086091704,-6.781068855,1.19E-11,3.86E-11,897.2064203,1034.9233,1091.064643,974.7834422,729.4145272,700.3460283,614.5061277,627.8696806
686,SP_1690,90.54108896,1.273547916,0.187891691,6.778095987,1.22E-11,3.93E-11,59.67335346,50.71052746,60.45967758,34.99222613,122.142527,159.7280415,112.4096575,124.212701
687,SP_1178,509.0378094,-0.721018601,0.106778866,-6.752446663,1.45E-11,4.69E-11,697.8272158,595.6701394,522.7436739,724.8389698,375.0291673,373.5178818,407.4850084,375.1904189
688,SP_0462,756.9993889,-0.484569832,0.071946879,-6.73510569,1.64E-11,5.27E-11,841.0432641,882.7917174,930.1488859,878.5548203,653.7205668,610.6525896,648.2290249,610.8542421
689,SP_0549,2397.437288,-0.473430382,0.070356956,-6.728977589,1.71E-11,5.49E-11,2805.349652,3095.484873,2597.905838,2654.410296,1988.686777,1933.93798,2155.455183,1948.267708
690,SP_1571,1137.548363,0.531089325,0.079203504,6.705376603,2.01E-11,6.45E-11,984.9613518,978.4989101,794.3471485,961.0364962,1317.763037,1285.196396,1380.765293,1397.818273
691,SP_1982,662.3414751,-0.538874656,0.080392066,-6.70308254,2.04E-11,6.54E-11,788.3903051,812.7969049,773.883873,772.3284196,493.7310597,500.0716378,589.2139547,568.3156459
692,SP_0435,5486.304188,-0.461545663,0.068899849,-6.698790591,2.10E-11,6.73E-11,6409.620201,5650.295531,6891.473095,6482.30989,4933.869962,4651.772041,4357.747722,4513.345062
693,SP_RS08375,157.9776022,0.92675813,0.138434175,6.69457616,2.16E-11,6.91E-11,114.4324308,126.4192023,100.4560797,87.48056532,227.0818811,190.4449726,210.7681078,206.7375778
694,SP_1358,760.4328594,-0.581747765,0.086971983,-6.688909987,2.25E-11,7.18E-11,960.389971,849.9370095,865.0384638,972.2839975,672.6440569,567.6488861,548.9338274,646.586663
695,SP_1063,109.490933,1.07191873,0.160398214,6.682859504,2.34E-11,7.47E-11,70.9059847,68.56634699,74.41191087,62.48611809,184.0739491,147.4412691,139.5753247,128.4665607
696,SP_0286,2405.210171,0.506166088,0.07577838,6.679558025,2.40E-11,7.63E-11,2096.289805,1806.294703,2170.037351,1864.585764,3039.800636,2787.868664,2887.054703,2589.74974
697,SP_1887,7059.276013,-0.370943811,0.055539697,-6.678895098,2.41E-11,7.65E-11,8012.376271,8285.100261,7790.927068,7775.772535,5637.47973,6319.087059,6321.16974,6332.295437
698,SP_1777,389.1944784,-0.702834994,0.105287372,-6.675396869,2.47E-11,7.82E-11,547.5907729,463.5370749,436.2398275,483.642554,304.4961588,266.6229617,330.6717425,280.7547352
699,SP_1361,2930.561618,-0.415431361,0.062270516,-6.671397472,2.53E-11,8.03E-11,3381.022003,3176.90741,3442.481027,3411.742048,2377.478482,2508.95893,2405.56667,2740.33637
700,SP_0187,1465.159064,-0.445535856,0.066888686,-6.660855277,2.72E-11,8.61E-11,1724.910935,1699.159786,1626.830401,1719.61797,1125.087502,1254.479465,1225.265267,1345.921185
701,SP_0021,210.2533777,-0.741592034,0.111873801,-6.628826643,3.38E-11,1.07E-10,265.370913,256.4095684,264.1622836,268.6903078,158.2691899,153.5846553,165.8042448,149.7358588
702,SP_1698,1455.095701,-0.533239982,0.080447233,-6.62844403,3.39E-11,1.07E-10,1575.376531,1683.446665,1895.643429,1738.363805,1161.214165,1207.78973,1067.891746,1311.039536
703,SP_1021,860.18939,-0.516150312,0.078022991,-6.615361772,3.71E-11,1.17E-10,1047.442863,1067.063775,887.3620371,1051.016506,693.2878643,713.861478,721.2953023,700.1852942
704,SP_2022,738.4903766,0.49030145,0.074130849,6.614000199,3.74E-11,1.18E-10,629.0273494,563.5296643,634.3615402,629.8600703,844.675785,909.2211596,843.0724312,854.1750126
705,SP_0557,2075.581365,-0.48909613,0.074002224,-6.609208543,3.86E-11,1.21E-10,2282.33026,2491.958173,2265.842686,2670.656687,1556.887139,1846.701896,1756.400898,1733.873183
706,SP_0471,224.8002713,0.849929222,0.128676152,6.605180573,3.97E-11,1.25E-10,155.8527585,140.7038579,182.3091816,158.7147399,326.8602834,277.6810568,313.8102938,242.4699986
707,SP_1837,6996.691149,-0.338906416,0.05136711,-6.597731841,4.17E-11,1.31E-10,8181.567779,7654.432715,7510.022104,7918.240884,6327.32696,5913.623569,6120.705851,6347.609332
708,SP_0989,1347.495006,-0.455149808,0.069079353,-6.588796581,4.43E-11,1.39E-10,1545.890874,1522.030057,1508.701493,1670.878798,1033.910686,1137.755127,1139.084529,1221.708484
709,SP_RS04700,1595.085973,-0.596293876,0.090526997,-6.586917683,4.49E-11,1.40E-10,2236.697696,1677.01857,1752.400501,2023.300504,1219.704952,1356.459676,1202.783335,1292.322554
710,SP_0332,322.8075955,0.732011169,0.111366844,6.572972175,4.93E-11,1.54E-10,278.0076232,217.8409982,262.3019858,206.2041897,423.1980512,375.9752363,422.4729628,396.459717
711,SP_0480,3862.035328,0.353285441,0.053832991,6.562619569,5.29E-11,1.65E-10,3614.099101,3395.462641,3306.679289,3243.029529,4262.946223,4248.765905,4424.25677,4401.043168
712,SP_1927,174.918197,0.864605897,0.132687508,6.516106242,7.22E-11,2.24E-10,112.3263124,140.7038579,134.8715884,102.4772337,237.4037848,233.4486761,231.376545,206.7375778
713,SP_0970,957.2367588,-0.445403239,0.068833319,-6.470750617,9.75E-11,3.03E-10,1141.51615,1058.492982,1128.270599,1086.008732,844.675785,802.3262395,756.8916938,839.7118899
714,SP_1740,175.7797299,0.825945404,0.127735781,6.466045758,1.01E-10,3.12E-10,130.5793382,114.277245,116.2686107,143.7180716,252.8866403,217.475872,209.8313607,221.2007005
715,SP_1928,187.9230901,0.778695387,0.120678182,6.452660884,1.10E-10,3.40E-10,138.3017721,149.988884,127.4303974,134.9700151,246.0053712,216.2471947,236.0602807,254.3808056
716,SP_2057,6979.568669,0.446986144,0.069310372,6.449051254,1.13E-10,3.48E-10,6216.559352,5995.984197,5067.45113,6332.343207,8138.821057,8025.719749,8153.447157,7906.223499
717,SP_2224,2036.450779,-0.510546059,0.07925033,-6.442194723,1.18E-10,3.64E-10,2276.011905,2739.796948,2306.769237,2259.49803,1512.15889,1780.353325,1662.726184,1754.291709
718,SP_0915,305.754129,0.705956907,0.109650169,6.438265537,1.21E-10,3.73E-10,222.5465064,218.555231,226.0261793,262.441696,405.9948783,346.4869824,342.8494554,421.1321028
719,SP_2177,31.35952037,1.930516834,0.300121673,6.432447257,1.26E-10,3.87E-10,9.828552335,13.57042284,15.81253106,7.498334171,63.6517394,58.97650765,35.59639154,45.94168395
720,SP_0985,854.7200001,0.47031464,0.073182298,6.426617547,1.30E-10,4.01E-10,661.3211642,708.5189188,740.3985131,753.5825841,1066.596714,981.7131169,967.6598016,957.9691875
721,SP_0478,450.1725099,0.66006849,0.102816441,6.419872978,1.36E-10,4.19E-10,372.0809098,310.6912598,346.0153855,361.1697625,588.3485101,619.2533303,527.3886431,476.432278
722,SP_RS04530,72.30614908,-1.314990053,0.205148356,-6.409946833,1.46E-10,4.47E-10,103.901839,103.5637533,78.13250641,131.220848,43.00793203,35.63164004,42.15362156,40.8370524
723,SP_2024,206.7038255,0.855017182,0.133428869,6.408037392,1.47E-10,4.52E-10,140.4078905,151.4173496,146.963524,142.4683492,333.7415525,264.1656072,256.668718,217.7976128
724,SP_0185,4745.845427,-0.435004302,0.067887371,-6.407735248,1.48E-10,4.52E-10,5998.927122,5191.758086,4928.858946,5714.98036,4008.339265,3999.344425,4195.690466,3928.864749
725,SP_1398,5956.300752,-0.421267275,0.065892242,-6.393275784,1.62E-10,4.96E-10,7621.340296,6797.353378,6498.950265,6368.585156,5143.748671,4942.968547,4932.91047,5344.549233
726,SP_RS09160,439.5189894,-0.583496936,0.091279852,-6.39239576,1.63E-10,4.98E-10,559.5254436,493.5348517,521.813525,533.6314485,352.6650426,384.575977,352.2169268,318.1886999
727,SP_1061,141.7452742,0.996270162,0.156414686,6.369415729,1.90E-10,5.78E-10,115.1344702,79.2798387,91.15459081,86.23084296,232.2428329,185.5302636,174.2349691,170.154385
728,SP_1148,469.5023167,0.599085337,0.094194192,6.360109109,2.02E-10,6.13E-10,354.5299235,419.2546425,338.5741945,378.6658756,529.8577226,621.7106848,553.6175632,559.8079266
729,SP_0383,874.4430732,-0.465824764,0.073460548,-6.341155612,2.28E-10,6.93E-10,1004.618457,1014.924782,1038.046157,1003.527056,729.4145272,734.7489911,668.8374621,801.4271533
730,SP_2170,1473.973137,-0.503817451,0.079545955,-6.333665224,2.39E-10,7.26E-10,1699.637514,1697.017088,1799.838094,1735.86436,1042.512272,1175.844121,1263.6719,1377.399746
731,SP_1122,346.2605387,-0.661255207,0.104763748,-6.311870442,2.76E-10,8.35E-10,398.758409,421.3973408,473.4457829,407.4094899,263.208544,249.4214803,306.3163167,250.1269459
732,SP_2227,2156.267667,-0.378631457,0.060010046,-6.309467845,2.80E-10,8.47E-10,2623.521434,2437.676482,2299.328046,2390.718878,1840.739491,1917.965176,1893.165982,1847.025849
733,SP_0256,157.7854783,1.276725302,0.202571341,6.302595899,2.93E-10,8.84E-10,47.03664332,104.9922188,126.5002485,83.73139824,218.4802947,219.9332264,246.3644993,215.245297
734,SP_0163,796.6728262,0.574002486,0.091282475,6.288200281,3.21E-10,9.69E-10,532.145905,668.5218831,679.0086867,679.8489648,968.5386293,960.8256038,1010.75017,873.7427669
735,SP_0754,544.673096,0.629006002,0.100080366,6.28500902,3.28E-10,9.88E-10,433.8603816,458.5374455,377.6404477,442.4017161,560.8234336,635.2261345,741.9037395,706.9914696
736,SP_1893,2957.116089,-0.492700002,0.07841491,-6.283243869,3.32E-10,9.98E-10,3519.323775,3854.71432,3178.318743,3289.269256,2188.243582,2615.85385,2384.021486,2627.183704
737,SP_0278,4381.598586,0.3725254,0.059366195,6.275042572,3.50E-10,1.05E-09,3673.772455,3805.432258,4134.511798,3659.187075,4682.703639,5183.789287,4998.48277,4914.90941
738,SP_2135,23927.33146,-1.060368157,0.169038837,-6.272926236,3.54E-10,1.06E-09,29643.61588,32577.58561,24956.82476,42895.47035,15255.77365,16148.505,15708.31289,14232.56353
739,SP_1666,12177.34189,-0.380262587,0.060639791,-6.27084261,3.59E-10,1.08E-09,13433.52492,14554.63561,14015.48341,13114.58646,9664.742485,10583.82577,10751.98374,11299.95271
740,SP_0032,7363.081072,-0.275212553,0.043971595,-6.258871329,3.88E-10,1.16E-09,8062.221072,8147.967567,8068.111436,7978.227557,6578.493283,6842.503564,6481.353502,6745.770593
741,SP_1399,4303.431807,-0.402185886,0.06429442,-6.255377819,3.97E-10,1.19E-09,5280.038722,5156.046447,4509.361799,4657.715242,3590.302166,3778.182521,3620.527719,3835.279838
742,SP_1745,642.802588,-0.488931489,0.078379552,-6.237998015,4.43E-10,1.32E-09,746.9699774,734.231299,801.7883396,722.3395251,524.6967707,549.2187275,497.4127344,565.7633301
743,SP_2102,286.2975006,0.74720093,0.119940768,6.229749419,4.67E-10,1.39E-09,196.5710467,191.4143853,246.4894548,217.4516909,411.1558302,315.7700514,383.1295826,328.397963
744,SP_0722,88.12123379,1.141020637,0.184435148,6.186568292,6.15E-10,1.83E-09,47.03664332,57.85285527,53.01848649,57.48722864,144.5066516,135.1544967,118.0301404,91.88336789
745,SP_1655,11088.52267,-0.446691298,0.072350604,-6.173981578,6.66E-10,1.98E-09,14094.14405,13364.7238,11197.13229,12539.71418,8691.042904,9555.422916,9689.712476,9576.288787
746,SP_0873,1123.605554,0.509099244,0.082500613,6.170854043,6.79E-10,2.02E-09,1038.31635,960.6430906,807.3692329,897.3006557,1283.356692,1267.994914,1412.614696,1321.248799
747,SP_0451,632.1238045,0.760703388,0.123316751,6.1686947,6.89E-10,2.04E-09,354.5299235,602.8124672,464.144294,447.4006055,770.7021419,842.8725885,803.7290511,770.799364
748,SP_0240,1429.229036,0.605141962,0.09820689,6.161909431,7.19E-10,2.13E-09,1027.083719,1096.347319,1376.620351,1028.521504,1551.726188,1937.624012,1659.915942,1755.993253
749,SP_1495,45.49405469,1.432031252,0.232599479,6.15663998,7.43E-10,2.20E-09,24.57138084,27.14084568,24.18387103,17.49611306,73.97364309,74.9493118,64.63555306,57.00171897
750,SP_1804,7131.587442,0.366500132,0.059709699,6.138033522,8.35E-10,2.47E-09,5799.547917,6433.808892,6617.079174,6066.152344,7608.963334,8275.141229,8395.127921,7856.878727
751,SP_0034,9791.419811,0.44098388,0.071934385,6.130362862,8.77E-10,2.59E-09,9415.753137,8012.977571,7871.850021,7891.996715,12105.87271,11552.02344,11092.9597,10387.9252
752,SP_1783,239.621393,0.775541635,0.12660261,6.125795011,9.02E-10,2.66E-09,136.8976932,179.2724281,200.9121593,191.2075213,276.9710823,302.2546017,323.1777653,306.277893
753,SP_1299,37597.02029,-0.515014607,0.08409683,-6.124066807,9.12E-10,2.68E-09,45245.74067,51484.04156,37137.12442,43217.89871,31729.53193,30639.5244,32503.25247,28819.04819
754,SP_1496,46.30296676,1.540488185,0.251589443,6.123023955,9.18E-10,2.70E-09,15.44486795,26.4266129,18.60297772,32.49278141,56.77047028,63.89121662,86.18073742,70.61406977
755,SP_0963,422.6693353,0.586110216,0.095803516,6.117836152,9.49E-10,2.78E-09,310.301438,369.9725806,357.1771722,313.6803128,474.8075696,481.6414791,547.9970803,525.7770496
756,SP_2158,73.76886848,1.11743034,0.1826649,6.117378544,9.51E-10,2.79E-09,50.54684058,43.56819965,38.13610432,52.48833919,94.61745046,97.06550217,103.9789332,109.7495783
757,SP_0792,94.30276718,1.049778788,0.171787264,6.110923271,9.91E-10,2.90E-09,62.48151127,59.28132083,53.94863538,67.48500754,130.7441134,136.3831739,101.1686917,142.9296834
758,SP_1672,1566.706423,-0.554155497,0.090752433,-6.106232954,1.02E-09,2.98E-09,2112.436713,1904.144594,1586.833999,1862.086319,1236.908125,1134.069095,1300.205038,1396.967501
759,SP_2195,392.1123055,0.617258372,0.101101805,6.105315049,1.03E-09,2.99E-09,299.0688068,357.8306233,306.0189834,267.4405854,497.1716942,461.9826432,496.4759873,450.9091202
760,SP_0468,320.031046,-0.657142052,0.107668395,-6.103388585,1.04E-09,3.03E-09,424.0318293,379.2576068,384.1514899,382.4150427,218.4802947,283.8244431,266.0361894,222.0514724
761,SP_1365,1503.576211,-0.369590218,0.060568348,-6.102035688,1.05E-09,3.05E-09,1663.833502,1659.876983,1815.650625,1642.135183,1331.525576,1290.111105,1325.497211,1299.979501
762,SP_2016,915.7507604,-0.478759654,0.078560622,-6.094142879,1.10E-09,3.20E-09,1161.875294,1063.492611,1027.814519,1008.525946,768.9818247,845.329943,725.979038,724.0069081
763,SP_1733,3627.437871,0.424447862,0.069692316,6.09031077,1.13E-09,3.27E-09,2777.268074,2936.925196,3368.069116,3310.514536,3965.331333,4218.048974,4202.247696,4241.098046
764,SP_0655,1423.817117,-0.417958665,0.06870509,-6.083372653,1.18E-09,3.41E-09,1776.861854,1595.596033,1591.484744,1554.654618,1197.340828,1152.499254,1228.075508,1294.024098
765,SP_0861,186.4185423,1.125558966,0.185047969,6.082525374,1.18E-09,3.43E-09,69.5019058,137.132694,148.8238217,107.4761231,228.8021984,278.9097341,296.9488452,223.7530163
766,SP_1701,3398.139065,-0.407051712,0.066978715,-6.077329372,1.22E-09,3.53E-09,3570.572655,3942.564952,4141.952989,3845.395707,2976.148896,3049.576916,3007.895085,2651.005318
767,SP_0330,797.8798526,0.440560101,0.072833595,6.048858369,1.46E-09,4.21E-09,725.9087939,667.0934175,663.1961556,647.3561834,904.8868899,925.1939637,971.4067902,877.9966265
768,SP_1727,1984.259033,-0.393800986,0.065216957,-6.038321975,1.56E-09,4.49E-09,2357.448481,2050.562315,2232.357326,2376.971932,1768.486165,1695.574595,1647.738229,1744.933218
769,SP_1664,5235.976799,-0.402816686,0.066731722,-6.03635987,1.58E-09,4.54E-09,6715.007363,5853.137641,5733.437732,5555.015898,4393.690336,4472.385163,4734.320075,4430.820185
770,SP_0601,1093.307846,-0.404644669,0.067088782,-6.031480298,1.62E-09,4.67E-09,1216.634371,1209.196098,1270.583378,1298.461534,870.4805442,925.1939637,963.912813,992.0000645
771,SP_1000,597.6906111,0.4716894,0.07823596,6.02906135,1.65E-09,4.74E-09,512.4888003,495.6775501,489.258314,503.6381118,727.6942099,641.3695207,676.3314393,735.0669432
772,SP_RS03980,51.23984421,-1.394835735,0.23141489,-6.027424304,1.67E-09,4.78E-09,82.13861594,85.70793373,61.38982647,69.98445226,27.5250765,34.40296279,21.54518435,27.2247016
773,SP_0142,43.73399758,1.44947299,0.240524104,6.026310729,1.68E-09,4.81E-09,22.46526248,15.71312118,28.83461546,24.99444724,58.49078756,60.20518489,70.25603594,68.91252592
774,SP_0969,2243.871646,-0.379301644,0.062957699,-6.024706269,1.69E-09,4.85E-09,2605.970448,2530.526743,2478.846781,2544.434729,1751.282992,2086.293958,1947.497316,2006.120199
775,SP_0662,1395.41116,0.394942842,0.065600819,6.020395037,1.74E-09,4.97E-09,1304.389303,1163.4852,1226.86638,1122.250681,1572.369995,1562.877453,1578.418941,1632.631324
776,SP_0442,587.3033138,0.675722481,0.112415612,6.010930943,1.84E-09,5.27E-09,365.7625547,432.8250653,572.0415648,436.1531043,707.0504025,707.7180918,731.5995209,745.2762063
777,SP_0524,230.1596838,0.792453426,0.131858327,6.009885332,1.86E-09,5.29E-09,195.8690072,179.9866608,164.6363528,123.7225138,323.4196488,302.2546017,269.783178,281.6055072
778,SP_1534,2922.536264,-0.313397696,0.052170283,-6.00720714,1.89E-09,5.37E-09,3321.34865,3286.899259,3175.528296,3174.294799,2589.077508,2508.95893,2716.566723,2607.61595
779,SP_1229,1852.921678,-0.356208123,0.059437105,-5.993026173,2.06E-09,5.86E-09,2016.959347,2096.273213,2043.537102,2165.768853,1687.631253,1630.454701,1520.340618,1662.408341
780,SP_0011,1282.082494,-0.457698159,0.076465371,-5.985691993,2.15E-09,6.12E-09,1558.527585,1401.324717,1609.157573,1364.696819,1118.206233,1108.266873,984.5212503,1111.958906
781,SP_0077,158.3877171,0.787419804,0.131594828,5.983668332,2.18E-09,6.19E-09,122.1548647,107.1349172,107.8972708,127.4716809,184.0739491,217.475872,187.3494292,213.5437532
782,SP_RS03970,209.9343109,0.832037142,0.139111785,5.981068704,2.22E-09,6.28E-09,139.0038116,130.7045989,184.1694794,149.9666834,237.4037848,266.6229617,323.1777653,248.4254021
783,SP_2160,60.89217811,1.310914325,0.219318625,5.977213873,2.27E-09,6.42E-09,27.37953865,43.56819965,37.20595543,26.2441696,110.100306,81.09269802,73.06627737,88.48028019
784,SP_1075,1788.8186,-0.338568785,0.056671847,-5.974197154,2.31E-09,6.53E-09,1999.408361,2023.421469,2024.934125,1947.06744,1539.683967,1597.280415,1523.150859,1655.602166
785,SP_0525,192.0013619,0.89436597,0.149742733,5.972683644,2.33E-09,6.59E-09,141.10993,122.8480383,141.3826307,126.2219585,273.5304477,255.5648665,294.1386038,181.21442
786,SP_1082,824.5466813,-0.479827207,0.08046925,-5.962864148,2.48E-09,6.98E-09,891.5901047,1006.353989,1059.439581,886.0531545,689.8472297,684.3732242,663.2169792,715.4991889
787,SP_0285,2961.298018,0.45406471,0.07624238,5.95554221,2.59E-09,7.30E-09,2578.590909,2512.670924,2230.497028,2674.405854,2991.631752,3593.880935,3546.524694,3562.18205
788,SP_0167,100.3861443,0.990007073,0.166270512,5.954195136,2.61E-09,7.35E-09,68.09782689,57.13862249,59.52952869,82.48167588,149.6676035,126.553756,140.5120719,119.1080695
789,SP_2115,801.3823249,1.148053322,0.193004191,5.948333653,2.71E-09,7.60E-09,325.0442665,533.5318875,598.0857336,504.8878342,1176.69702,1178.301476,1148.452001,946.0583805
790,SP_0160,105.2391411,0.926493236,0.155782194,5.947362873,2.72E-09,7.64E-09,76.52230032,77.85137314,73.48176198,58.736951,123.8628442,152.3559781,139.5753247,139.5265957
791,SP_RS10905,102.5103683,1.031096525,0.17368702,5.936520341,2.91E-09,8.15E-09,57.5672351,58.56708805,62.31997535,89.98001005,154.8285553,135.1544967,144.2590605,117.4065256
792,SP_2040,3856.036927,-0.355087475,0.05994083,-5.923966621,3.14E-09,8.79E-09,4086.571653,4584.660222,4136.372095,4511.497726,3311.610766,3572.993422,3346.997552,3297.591981
793,SP_1985,777.8600441,-0.549210634,0.092789145,-5.918910364,3.24E-09,9.05E-09,954.0716159,944.2157366,976.6563302,829.8156482,524.6967707,700.3460283,610.7591391,682.3190838
794,SP_1716,1357.958588,-0.471722862,0.07991666,-5.902684914,3.58E-09,9.98E-09,1752.290473,1474.17646,1647.293677,1442.179605,1068.317032,1194.27428,1204.65683,1080.480345
795,SP_RS10575,3054.725495,0.33354943,0.056537745,5.899588464,3.64E-09,1.02E-08,2691.619261,2781.22245,2696.50162,2639.413628,3425.151707,3295.312365,3257.069826,3651.513102
796,SP_1665,4508.73918,-0.382462064,0.065035651,-5.880806228,4.08E-09,1.14E-08,5147.353266,5452.453051,4713.994554,5112.614182,3664.275809,3770.810458,3987.7326,4220.67952
797,SP_2032,46.81134372,1.329317104,0.226205315,5.876595351,4.19E-09,1.16E-08,26.67749919,27.85507846,20.46327549,28.74361432,72.25332581,56.51915316,73.06627737,68.91252592
798,SP_RS00120,93.01993721,-0.980663921,0.167067397,-5.869870109,4.36E-09,1.21E-08,129.8772987,111.4203139,122.7796529,131.220848,70.53300853,56.51915316,66.50904735,55.30017512
799,SP_0852,4186.246479,-0.286886929,0.048928911,-5.863341758,4.54E-09,1.26E-08,4752.807093,4560.376307,4667.487109,4427.766328,3667.716443,3792.926648,3834.106068,3786.785838
800,SP_1650,6532.875461,0.460126857,0.078688374,5.847456685,4.99E-09,1.38E-08,5284.250959,4692.509372,5913.886616,6099.894848,7070.504025,7793.49975,7676.64286,7731.815254
801,SP_0865,3411.718564,-0.400404438,0.06851691,-5.843877661,5.10E-09,1.41E-08,4201.004084,3765.435222,3739.198521,3836.647651,2785.193678,2717.834061,3044.428224,3204.007069
802,SP_RS11490,58.70401423,1.266768776,0.217106148,5.834789987,5.39E-09,1.49E-08,40.01624879,28.56931124,36.27580655,28.74361432,79.13459493,104.4375656,85.24399027,67.21098207
803,SP_0701,185.0915859,-0.918530329,0.157750593,-5.822674329,5.79E-09,1.60E-08,211.3138752,237.8395161,200.9121593,323.6780917,142.7863343,106.8949201,124.5873704,132.7204203
804,SP_RS10660,272.1765632,0.709901066,0.121929357,5.822232511,5.81E-09,1.60E-08,185.3384155,246.4103095,193.4709683,199.9555779,290.7336205,336.6575645,342.8494554,381.9965943
