,Gene,baseMean,Value,lfcSE,stat,pvalue,padj,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.NV30min.d,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.a,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.b,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.c,X.ExpOut.180216_NS500751_0072_AH7WMYBGX5.Out.Rep.Bams.wT4.024V30min.d
61,SP_1960,30066.43614,-1.104402139,0.047792113,-23.10845993,3.81E-118,1.38E-116,41301.68303,39599.92232,40918.17964,42438.07196,18300.73524,18722.58382,19827.19009,19423.12305
62,SP_0913,1239.96951,1.980598289,0.085782589,23.08858154,6.03E-118,2.15E-116,558.1213647,535.6745858,449.2619119,439.9022713,2160.718505,1929.023271,1898.786465,1948.267708
63,SP_2189,3669.456676,-1.474137041,0.064041099,-23.01860938,3.04E-117,1.07E-115,5619.123778,4923.920793,5698.092075,5355.06032,2031.694709,1987.999779,1888.482246,1851.279709
64,SP_1659,9475.562249,-1.382120531,0.060080391,-23.0045197,4.20E-117,1.45E-115,13911.61379,13546.85316,13222.99656,14160.60408,4749.796013,5269.796694,5276.696672,5666.14102
65,SP_1848,864.705711,-1.950714209,0.085361154,-22.8524816,1.38E-115,4.70E-114,1421.629891,1263.47779,1292.906951,1530.909893,337.1821871,352.6303686,361.5843983,357.3242085
66,SP_RS01740,6007.593572,-1.453847512,0.064134798,-22.66862243,9.14E-114,3.07E-112,9201.631104,9335.022449,8429.939353,8265.663701,3189.468239,3329.715328,3355.428276,2953.880123
67,SP_0281,8158.159347,1.122567613,0.049670745,22.6001766,4.32E-113,1.43E-111,4939.549588,5331.747711,5273.944183,4975.144722,10963.58203,11137.9592,11059.2368,11584.11053
68,SP_0862,46089.71961,-1.331856965,0.059185931,-22.50293161,3.89E-112,1.27E-110,65964.329,71812.53498,64174.69223,62123.6986,24590.21522,27314.72378,26000.35378,26737.20929
69,SP_0897,29505.26488,-1.069146538,0.047569862,-22.4752922,7.24E-112,2.32E-110,41465.25822,41436.2148,38182.61176,38831.37322,19033.5904,19202.99663,19179.89781,18710.17617
70,SP_1202,1442.63602,-1.51003485,0.067376422,-22.41191815,3.01E-111,9.53E-110,2061.187833,2094.130514,2324.442066,2069.540231,739.7364309,776.5240174,744.7139809,730.8130835
71,SP_0617,3194.534319,1.834187594,0.081936221,22.38555264,5.44E-111,1.70E-109,1303.687263,1655.591587,1274.303974,1330.954315,4822.049339,5350.889392,4922.606251,4896.192428
72,SP_0845,8772.432003,-1.30290869,0.058250772,-22.36723489,8.21E-111,2.52E-109,13316.28433,12344.08516,11983.1081,12337.25916,4885.701078,4782.011829,5127.753876,5403.252495
73,SP_1278,438.3913105,-2.513504895,0.112815495,-22.27978436,5.80E-110,1.76E-108,717.4843204,689.2346338,734.8176198,851.0609284,129.0237961,136.3831739,109.5994161,139.5265957
74,SP_0097,3270.067339,1.686320365,0.075869008,22.22673547,1.89E-109,5.67E-108,1777.563894,1565.598256,1420.337349,1403.438212,5224.603583,4993.344314,4999.419517,4776.233587
75,SP_0360,7192.407422,-1.414744044,0.0646839,-21.87165646,4.84E-106,1.43E-104,10894.24822,11122.03287,10109.78824,9760.331645,3559.336455,4136.956276,3968.997657,3987.568012
76,SP_0681,16646.91523,-1.110683133,0.050843088,-21.84531246,8.61E-106,2.51E-104,23667.85606,21586.97158,23254.6523,22558.73835,10638.44207,10286.48588,10202.11317,10980.06246
77,SP_1179,7451.884724,-1.24880804,0.057501061,-21.718,1.39E-104,3.99E-103,11387.07992,9919.264864,10267.91355,10415.18616,4366.165259,4242.622519,4462.663403,4554.182114
78,SP_2206,1538.332454,1.667247505,0.077017189,21.64773262,6.38E-104,1.81E-102,711.1659654,813.5111377,741.328662,666.1020188,2195.124851,2300.083798,2569.497421,2309.845776
79,SP_0354,5271.37255,-1.270936562,0.058716914,-21.64515244,6.75E-104,1.89E-102,7265.406294,7703.714777,7497.930169,7375.861379,2931.420647,3048.348239,3381.657196,2966.641702
80,SP_0918,873.2395946,-1.713542762,0.079765114,-21.48235843,2.28E-102,6.30E-101,1332.470881,1412.038208,1302.20844,1324.705703,342.3431389,411.6068763,430.9036871,429.6398221
81,SP_0209,11850.17822,-1.198519898,0.055900057,-21.44040551,5.61E-102,1.53E-100,15722.87558,16177.37249,17838.39533,16331.37182,7227.052898,7256.567795,6830.760187,7417.029642
82,SP_0210,23178.72639,-1.195391387,0.055820407,-21.41495293,9.69E-102,2.62E-100,32437.7329,30903.42397,30654.91683,35155.93976,13938.01061,14085.55591,13766.43605,14487.79511
83,SP_0962,3481.931116,-1.366246138,0.063818954,-21.40815638,1.12E-101,2.99E-100,4920.594522,5121.763273,4917.69716,5133.859462,1761.604896,2146.499143,1894.102729,1959.327743
84,SP_0359,6994.316171,-1.561503515,0.073088461,-21.36456953,2.85E-101,7.53E-100,11335.129,9894.980949,9655.875584,10963.81428,3414.829803,3200.704217,3659.871099,3829.324434
85,SP_0770,3707.380741,-1.23197076,0.05880317,-20.95075408,1.85E-97,4.81E-96,5560.854503,5238.897449,4884.2118,5137.608629,2133.193429,2156.328561,2286.599783,2261.351777
86,SP_1466,3085.446841,1.317679888,0.063149737,20.86595996,1.09E-96,2.81E-95,1832.322971,1652.734655,1694.73127,1879.582432,4188.972579,4623.512464,4545.097152,4266.621204
87,SP_0358,5538.897061,-1.471475911,0.070999653,-20.72511408,2.06E-95,5.24E-94,7079.365839,8057.260004,8868.969627,8595.590404,2958.945724,2996.743795,2860.825783,2893.475317
88,SP_0581,6596.668085,-1.139793739,0.055236176,-20.63491386,1.33E-94,3.36E-93,9682.528129,8650.787445,9004.771364,8986.753503,3979.093871,4181.188657,3995.226577,4292.995133
89,SP_0960,9117.549012,-1.570176135,0.076208549,-20.60367455,2.54E-94,6.33E-93,12228.12318,12833.33461,14130.82187,15439.07006,4572.603333,4845.903045,4671.558016,4218.977976
90,SP_0120,2766.121885,-1.225358214,0.059972399,-20.43203596,8.68E-93,2.14E-91,3741.870282,3697.583108,3970.805594,4099.089347,1740.961088,1581.307611,1619.635815,1677.722236
91,SP_0189,9775.559945,1.694033107,0.082962383,20.41929176,1.13E-92,2.74E-91,4672.072556,5264.609829,4013.592442,4422.767438,13530.29542,16420.04267,15298.01764,14583.08157
92,SP_0357,6116.927763,-1.446063586,0.071805638,-20.13857991,3.39E-90,8.16E-89,8771.280919,8781.492044,9309.860199,8988.003226,2764.549871,3471.013211,3370.416231,3478.806401
93,SP_2214,15578.47835,-1.120673702,0.055658398,-20.1348539,3.65E-90,8.70E-89,20373.88695,21936.23141,21481.78852,21638.94269,9021.343822,10180.81963,9732.802845,10262.01096
94,SP_0869,2646.598754,-1.3087913,0.06561811,-19.94558065,1.64E-88,3.86E-87,3417.528055,3720.438557,3986.618125,3972.867388,1572.369995,1462.125919,1522.214112,1518.627886
95,SP_1799,1437.174442,1.203588755,0.061174612,19.67464463,3.56E-86,8.29E-85,824.8963567,853.5081734,904.1047171,896.0509334,2012.771219,2039.604223,2031.804559,1934.655357
96,SP_0545,339.2456114,2.031741116,0.104626747,19.41894567,5.34E-84,1.23E-82,120.7507858,138.5611595,124.6399507,144.967794,583.1875583,562.7341771,522.7049074,516.4185584
97,SP_0959,5356.149941,-1.703782967,0.087829006,-19.39886427,7.89E-84,1.80E-82,6878.582555,8268.672907,8521.093943,9180.460469,2181.362312,2653.942844,2623.828755,2541.25574
98,SP_0781,698.4548959,1.594078367,0.082272065,19.37569415,1.24E-83,2.80E-82,370.6768309,315.6908892,350.66613,344.9233718,1135.409406,1032.088884,1053.840539,984.3431172
99,SP_1160,1318.040842,-1.541469156,0.079579402,-19.37020271,1.38E-83,3.08E-82,1704.551791,2040.563056,2083.533504,2033.298283,667.4831051,640.1408434,703.4971065,671.2590488
100,SP_1073,2562.360464,-1.328604672,0.06898279,-19.25994404,1.17E-82,2.58E-81,3965.118828,3756.864429,3690.830779,3256.776475,1457.108737,1514.95904,1412.614696,1444.610729
101,SP_1022,3011.005125,1.039551036,0.054094421,19.21734278,2.65E-82,5.81E-81,2071.718424,1914.143853,1905.875067,1983.309388,4066.830053,3899.821568,4150.726603,4095.616047
102,SP_0234,16882.06088,-1.508575985,0.079029183,-19.08884715,3.13E-81,6.79E-80,21988.57769,29547.09592,24904.73642,23623.5018,8522.451811,8848.933502,8787.624975,8833.564897
103,SP_1152,2925.731271,-1.184322914,0.062127693,-19.06272147,5.15E-81,1.11E-79,4226.277504,3882.569398,3959.643807,4205.315747,1641.182686,1906.907081,1766.705117,1817.248832
104,SP_1623,6855.016296,-0.94644429,0.049703063,-19.04197105,7.66E-81,1.63E-79,9483.148924,9101.468329,8824.32248,8713.064306,4601.848727,4580.508761,4768.042972,4767.725867
105,SP_0095,5253.313818,-1.935022533,0.101853591,-18.99807866,1.77E-80,3.73E-79,7147.463666,8345.810047,7767.673346,10122.75113,2313.826743,2345.544856,1818.22621,2165.214549
106,SP_1354,11728.23928,-1.351379432,0.071436802,-18.91713218,8.24E-80,1.72E-78,14956.2485,17358.71351,18804.82003,16363.8646,6255.073634,6466.528328,6987.196961,6633.468699
107,SP_0271,16235.10983,-1.178181524,0.062564932,-18.8313403,4.18E-79,8.65E-78,22259.56492,20814.88594,23341.15614,23739.72598,9107.359686,10279.11381,10480.32707,9858.745066
108,SP_0352,4025.150935,-1.182654896,0.062815744,-18.82736444,4.51E-79,9.24E-78,5299.695827,5407.456386,6039.456716,5621.251183,2454.89276,2621.997236,2444.910051,2311.54732
109,SP_0347,6200.4355,-1.003503165,0.053313553,-18.82266518,4.92E-79,1.00E-77,8474.318231,8249.388622,8161.126325,8233.170919,4066.830053,3973.542203,3998.973565,4446.13408
110,SP_2176,6544.212249,1.134637338,0.060287412,18.82046854,5.13E-79,1.03E-77,4278.228423,3789.004904,4307.51949,3984.114889,9000.700015,8852.619533,8598.402051,9543.108682
111,SP_0798,1884.431712,1.621174665,0.087661732,18.49352772,2.33E-76,4.65E-75,927.3941167,1037.780231,943.1709703,761.0809183,3036.360001,3012.716599,2730.61793,2626.332932
112,SP_1551,6456.316536,-1.03697002,0.056162274,-18.46381834,4.04E-76,7.99E-75,9095.623146,8311.526874,8846.646053,8495.612615,4046.186245,4447.811618,4048.621164,4358.504572
113,SP_0214,21505.5963,-1.06104946,0.057546482,-18.438129,6.50E-76,1.27E-74,29016.69465,27160.8442,29332.24512,30869.39206,14006.8233,13194.76491,13651.21616,14812.78999
114,SP_0178,765.7099392,1.56064734,0.085317959,18.29213158,9.56E-75,1.86E-73,354.5299235,367.1156495,405.5449142,418.6569912,1247.230029,1188.130894,1081.006206,1063.464906
115,SP_1465,767.969218,1.584818638,0.086971639,18.22224653,3.44E-74,6.62E-73,378.3992649,365.6871839,385.0816387,397.411711,1322.923989,1140.212481,1120.349586,1033.687889
116,SP_1900,2064.217288,-1.208781093,0.06658724,-18.15334417,1.21E-73,2.31E-72,2958.394253,2979.06493,2668.597154,2920.601159,1319.483355,1287.65375,1236.506232,1143.437467
117,SP_1588,11468.91986,1.152097198,0.063524798,18.1361805,1.65E-73,3.13E-72,7023.202683,6794.496447,6890.542946,7718.285306,17337.35756,15542.76712,14913.01456,15531.69226
118,SP_1162,1664.103675,-1.48004477,0.081705833,-18.11430977,2.46E-73,4.61E-72,2248.632366,2362.68204,2515.122587,2681.904188,994.3433885,792.4968215,824.3374883,893.3105212
119,SP_1023,2539.666827,1.221185812,0.06787206,17.99246715,2.23E-72,4.15E-71,1371.78509,1527.743919,1623.109806,1567.151842,3519.769157,3823.643579,3398.518645,3485.612577
120,SP_0221,18035.15729,-0.968230506,0.053849507,-17.98030403,2.78E-72,5.13E-71,23241.01607,24426.76111,24072.25317,23802.2121,11182.06233,12229.0246,12537.4238,12790.50512
121,SP_0177,412.7873452,1.63722335,0.091093828,17.9729339,3.17E-72,5.81E-71,189.5506522,203.5563426,188.8202238,219.9511357,610.7126348,652.4276159,623.8735991,613.4065579
122,SP_RS11510,426.1013742,2.331315313,0.130010192,17.9317889,6.66E-72,1.21E-70,114.4324308,172.844333,114.408313,153.7158505,758.659921,711.4041235,611.6958862,771.6501359
123,SP_0075,673.6483463,1.427548553,0.079686844,17.91448215,9.09E-72,1.64E-70,343.9993317,365.6871839,389.7323832,359.9200402,923.81038,955.9108948,998.5724574,1051.554099
124,SP_1572,47814.2892,1.158351586,0.064947832,17.8351079,3.77E-71,6.74E-70,27649.82384,32826.13862,27368.70082,30297.01922,65635.26523,66310.48211,63431.83298,68995.0508
125,SP_RS02600,369.8231742,1.882058957,0.105834868,17.78297641,9.58E-71,1.70E-69,174.8078237,134.9899956,150.6841195,164.9633518,626.1954903,593.4511082,535.8193674,577.674137
126,SP_1200,2682.344681,-1.154686709,0.064951375,-17.77771012,1.05E-70,1.85E-69,3654.81739,3707.582367,3764.312541,3705.426803,1555.166822,1530.931844,1719.86776,1820.651919
127,SP_0349,2553.59732,-1.107224576,0.062321724,-17.76626996,1.29E-70,2.25E-69,3375.405688,3230.474869,3733.617628,3626.694294,1601.615389,1631.683378,1610.268344,1619.018973
128,SP_0386,1037.126867,1.236214371,0.070127642,17.62806129,1.50E-69,2.60E-68,645.8762963,599.9555361,602.736478,621.1120138,1398.61795,1406.835443,1445.400846,1576.480377
129,SP_0784,3381.072776,1.223933793,0.069522391,17.60488635,2.26E-69,3.88E-68,1913.759547,1877.717981,2047.257698,2259.49803,5040.529634,4444.125587,4709.027902,4756.665832
130,SP_1885,1935.414419,1.019452453,0.058085772,17.5508119,5.86E-69,9.99E-68,1311.409697,1234.194246,1279.884867,1283.464866,2668.212103,2447.525067,2576.991398,2681.633107
131,SP_0219,11507.90679,-1.036597577,0.059222684,-17.50338727,1.35E-68,2.28E-67,16134.2707,15097.45253,14545.66828,16166.40847,7075.664977,7299.571499,7812.471196,7931.746656
132,SP_0251,1043.101133,1.339131263,0.076748201,17.4483733,3.54E-68,5.94E-67,520.2112343,592.0989755,653.8946668,592.3683995,1551.726188,1506.3583,1471.629766,1456.521536
133,SP_0353,5348.38267,-1.157850614,0.066605081,-17.38381806,1.09E-67,1.82E-66,6547.921973,7783.708848,7778.835132,7463.341944,3167.104115,3467.327179,3344.187311,3234.634859
134,SP_0871,2587.265373,-1.22549697,0.070497349,-17.38358933,1.10E-67,1.82E-66,3330.475163,3596.876286,3540.14666,4045.351285,1625.699831,1463.354596,1513.783388,1582.43578
135,SP_0855,6015.260917,-0.807039912,0.046715466,-17.27564738,7.18E-67,1.18E-65,7861.437789,7702.286311,7588.154611,7482.08778,4225.099242,4484.671936,4348.380251,4429.969413
136,SP_1161,1969.569418,-1.360631879,0.079038309,-17.2148404,2.06E-66,3.35E-65,2461.35032,2862.644987,3019.263283,3006.832002,1195.62051,1092.294069,1021.054389,1097.495783
137,SP_0413,2402.879107,-1.020526341,0.059734881,-17.0842617,1.94E-65,3.14E-64,3371.89549,3089.056778,3286.216014,3136.803128,1544.844918,1634.140733,1653.358712,1506.717079
138,SP_0231,1462.72179,-1.379332427,0.080924838,-17.04461143,3.83E-65,6.15E-64,2102.60816,1874.86105,2338.394299,2145.773295,817.1507085,879.7329058,750.3344638,792.9194341
