"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN10min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC10min.c"
"358","SPT_0149",400.39895211157,-0.121281583420624,0.0880099737222049,-1.37804362723067,0.16818981877419,NA,417.655655692315,372.955389792648,330.038672606514,382.141478110264,473.332515691015,426.270000776662
"359","SPT_0150",128.51699437101,-0.0278463730034028,0.0923881951098731,-0.30140618041392,0.763104782031638,NA,125.647667846932,126.982430334164,123.458910863918,119.109032138264,168.584183670772,107.319741372007
"360","SPT_RS00765",32.4399877056149,0.00101140764021052,0.0764230441199431,0.0132343280990372,0.989440842172989,NA,28.7796334174537,32.8555938626857,35.4485981688478,26.7995322311094,46.6848508626755,24.0717176909174
"361","SPT_RS00770",8.86161509103123,-0.011622180242162,0.050193931388093,-0.231545525938201,0.816891021609571,NA,11.9330187340661,7.99190120984247,4.88946181639281,6.94802687473207,10.3744113028168,11.0328706083371
"362","SPT_0153",7.87031819261445,0.0163449432079704,0.0462155711077471,0.3536674505193,0.723588118716175,NA,9.82719189864271,9.76787925647413,6.11182727049101,12.9034784816453,2.59360282570419,6.01792942272935
"363","SPT_0154",76.9950543944641,-0.208000242127606,0.0899773795049808,-2.31169482009744,0.0207945070514855,NA,68.0884010120245,51.5033633523181,68.4524654294993,77.4208708898717,88.1824960739425,108.322729609128
"364","SPT_RS00785",6.23651381805171,-0.0304106184663159,0.04322960359451,-0.703467437535744,0.481764492621292,NA,7.72136506321927,2.66396706994749,4.88946181639281,8.93317741036981,5.18720565140838,8.02390589697247
"365","SPT_0155",59.131270552361,0.0434678192564376,0.0868101997127885,0.500722488834847,0.616566442837019,NA,67.38645873355,57.7192865155289,61.1182727049101,69.4802687473207,38.9040423855629,60.1792942272935
"366","SPT_0156",125.407727293598,-0.125486155928365,0.0925869157846132,-1.35533357888588,0.175311301216241,NA,115.820475948289,99.4547706113729,129.570738134409,137.967962226823,123.196134220949,146.436282619748
"367","SPT_0157",73.680795311268,0.00849255462604373,0.0902336994470452,0.0941173273187995,0.925015956268187,NA,88.4447270877844,63.9352096787397,69.6748308835975,70.4728440151396,71.3240777068653,78.2330824954816
"368","SPT_0158",1.8775245284848,0.0046125882519049,0.0243847738116146,0.189158541618618,0.849968560001676,NA,4.21165367084688,1.77597804663166,0,2.9777258034566,1.2968014128521,1.00298823712156
"369","SPT_0159",55.253872081958,-0.121390221636565,0.0860599227506077,-1.41053138042362,0.158382837257862,NA,58.9631513918563,38.1835280025807,46.4498872557317,61.5396666047698,53.1688579269359,73.2181413098738
"370","SPT_0160",50.5799237922056,-0.1112605875095,0.0867486635111935,-1.28256255492793,0.199645375940963,NA,49.1359594932136,42.6234731191598,41.5604254393389,50.6213386587623,58.3560635783443,61.1822824644151
"371","SPT_0161",35.0542547597978,0.0113764095218114,0.0742600395481878,0.153196922477117,0.878242984533533,NA,37.9048830376219,47.063418235739,22.0025781737676,49.6287633909434,24.6392268441898,29.0866588765252
"372","SPT_RS00825",35.5100270143548,-0.0263612954644894,0.0810176529541898,-0.325377180197938,0.744895624261915,NA,30.8854602528771,36.407549955949,35.4485981688478,36.7252849092981,41.4976452112671,32.0956235878899
"373","SPT_0162",23.9954208552941,0.0969428520878065,0.0732285733592721,1.3238391469432,0.185556471828428,NA,25.2699220250813,26.6396706994749,33.0038672606514,20.8440806241962,18.1552197799293,20.0597647424312
"374","SPT_0165",5631.48172958328,0.114745634332656,0.0775675248345435,1.47929993354069,0.139060170632053,NA,5527.09350070805,6484.9838372755,5750.00709607794,4746.49493070983,5563.27806113549,5717.03295159289
"375","SPT_0166",1334.66302348675,0.123820680589155,0.0786827043196637,1.57367088052934,0.115563557217164,NA,1349.83500150642,1470.50982261101,1406.94263766703,1272.48149334379,1388.87431316459,1119.33487262766
"376","SPT_0168",255.366813915272,-0.0572212492920594,0.0907728596091243,-0.630378392158834,0.528447044636755,NA,275.161373161996,202.461497316009,262.808572631113,268.987897578913,271.031495286088,251.750047517511
"377","SPT_0170",972.490489249677,0.0435493792851622,0.0808625755490313,0.53856037838859,0.59019023298703,NA,920.948269358517,1129.52203765774,925.330648752339,924.087574339366,975.194662464776,959.859742925332
"378","SPT_RS00870",56.4460694138741,-0.00685646277823482,0.0839348107024602,-0.0816879518861399,0.934894859340428,NA,56.1553822779584,45.2874401891073,66.0077345213029,42.6807365162113,80.40168759683,48.1434353818348
"379","SPT_0172",103.36585760091,-0.07771745220869,0.0915869892090187,-0.848564330806029,0.396123761866249,NA,110.906879998968,73.7030889352139,106.345794506544,124.071908477358,99.8537087896114,105.313764897764
"380","SPT_0173",34.6009057512023,-0.0241487579070072,0.0751534911733203,-0.321325829711821,0.747963484157167,NA,33.693229366775,37.2955389792648,28.1144054442586,46.6510375874868,42.7944466241192,19.0567765053096
"381","SPT_0174",263.438120366306,-0.0227190079923703,0.0896267943730926,-0.253484553935926,0.799893795668805,NA,247.785624301491,284.156487461065,248.140187181935,292.809704006566,271.031495286088,236.705223960688
"382","SPT_0175",280.885026616946,-0.020177270785155,0.0897330139104662,-0.224858944393504,0.822089009024353,NA,268.141950377251,275.276597227907,289.700612621274,237.225489008709,306.045133433095,308.92037703344
"383","SPT_0176",805.79601809525,-0.0825107812580059,0.076710660605176,-1.07561035985184,0.282101552203785,NA,784.069525055993,815.173923403932,728.529810642528,845.674128181675,811.797684445412,849.53103684196
"384","SPT_RS00900",176.310332100351,0.00296181346611119,0.0917337246032881,0.0322870730357876,0.974243118054387,NA,135.474859745575,177.597804663166,217.58105082948,143.923413833736,230.830651487673,152.454212042477
"385","SPT_RS00905",40.575577369095,0.0970372699073367,0.0796255033895455,1.2186707245367,0.222969193706216,NA,57.5592668349073,31.9676048393699,48.8946181639281,29.777258034566,31.1232339084503,44.1314824333486
"386","SPT_RS00910",12.7184018762772,-0.0152509004327335,0.0556634691165762,-0.273984009167547,0.784096910459428,NA,14.0388455694896,9.76787925647413,12.223654540982,5.95545160691321,14.2648155413731,20.0597647424312
"387","SPT_RS11205",5.97425141098844,0.0307768654400147,0.0428193492763215,0.718760699547433,0.472288376306253,NA,8.42330734169375,5.32793413989498,7.33419272458921,3.97030107127547,7.78080847711258,3.00896471136468
"388","SPT_RS00920",15.9630151661615,0.044691884946147,0.0639433985034219,0.698928833814726,0.484596506885584,NA,16.8466146833875,19.5357585129483,17.1131163573748,17.8663548207396,10.3744113028168,14.0418353197018
"389","SPT_RS00925",56.8219144666445,-0.0728943444591966,0.0876202252178804,-0.831935141434916,0.405445554916634,NA,55.4534399994839,51.5033633523181,50.1169836180263,48.6361881231245,70.0272762940132,65.1942354129013
"390","SPT_0181",29.1785594247043,0.105079918764571,0.0764568475013542,1.3743689701921,0.169327164307217,NA,37.9048830376219,26.6396706994749,37.8933290770442,25.8069569632906,20.7488226056335,26.0776941651605
"391","SPT_0182",66.1784387227582,-0.0690442208847639,0.0900813055566353,-0.766465588593794,0.443399319583369,NA,65.2806318981266,60.3832535854764,59.8959072508119,66.5025429438641,77.8080847711258,67.2002118871444
"392","SPT_RS00940",12.1866108947596,-0.112581958024334,0.0573447151839387,-1.96324905727086,0.0496172416203982,NA,6.31748050627031,9.76787925647413,7.33419272458921,12.9034784816453,20.7488226056335,16.0478117939449
"393","SPT_RS00945",15.2989470466214,-0.0334468990494649,0.0609403691407265,-0.548846348013214,0.583110900209213,NA,18.9524415188109,11.5438573031058,11.0012890868838,18.8589300885585,10.3744113028168,21.0627529795527
"394","SPT_RS00950",10.3625256755401,-0.0675710205951759,0.0535462984459338,-1.26191767790267,0.206978410179331,NA,5.61553822779584,7.99190120984247,9.77892363278561,12.9034784816453,16.8584183670772,9.02689413409403
"395","SPT_RS00955",10.7584088385979,0.00406716956175203,0.0537758431575854,0.0756319068737528,0.939711951141595,NA,15.4427301264385,7.10391218652664,9.77892363278561,8.93317741036981,14.2648155413731,9.02689413409403
"396","SPT_0188",173.384932904048,-0.0684616965537762,0.0918310522950542,-0.745517935848192,0.455958672499514,NA,157.235070378283,174.933837593218,167.464067211454,199.507628831592,155.616169542252,185.552823867488
"397","SPT_0189",788.871626431726,-0.0906258975349872,0.0858794344154324,-1.05526891451793,0.291302353833707,NA,757.395718473963,644.680030927292,858.100548776937,738.475999257238,842.920918353862,891.656542801066
"398","SPT_0190",842.138391544942,-0.00309170770619932,0.0780745284731943,-0.0395994412859094,0.968412472880355,NA,907.611366067502,818.725879497195,794.537545163831,883.391988358792,835.14010987675,813.423460305584
"399","SPT_0191",2495.52853203659,-0.0607400324777319,0.0753688107479327,-0.805904085190809,0.420298155558684,NA,2670.89036959539,2236.84434973257,2376.2784427669,2536.02980927721,2703.83094579662,2449.29727505085
"400","SPT_0192",125.561011263696,0.0334397655299748,0.0925681991314103,0.361244637399757,0.717916576049848,NA,114.41659139134,141.190254707217,129.570738134409,108.190704192257,142.648155413731,117.349623743222
"401","SPT_0193",193.846344033878,-0.033582264177005,0.0919148590003884,-0.365362733971698,0.71484065523167,NA,185.312761517263,223.773233875589,158.907509032766,188.589300885585,204.894623230631,201.600635661433
"402","SPT_0194",190.615021101571,0.0136124385616046,0.0914831846737987,0.148797165404139,0.881713687419494,NA,211.284625820818,190.029650989588,173.575894481945,203.477929902868,195.817013340667,169.505012073543
"403","SPT_0195",2048.69281841294,0.0261244659987253,0.0732150537994588,0.356818231265418,0.721227886936486,NA,2056.69087593022,2112.52588646836,2045.01740470629,1845.19742287528,2072.28865773765,2160.43666275984
"404","SPT_0196",1326.30809930747,0.186699989822063,0.0810457057999997,2.30363827397335,0.0212429574683081,NA,1309.1223493549,1591.27632978197,1424.0557540244,1231.78590736321,1312.36302980632,1089.24522551401
"405","SPT_0197",547.412797626267,-0.0404864920942588,0.0799947869754345,-0.506114130995708,0.612776531017212,NA,565.76547645043,531.017435942866,513.393490721245,551.87184890729,553.734203287845,568.694330447924
"406","SPT_0198",1081.82096271154,-0.0439370773224649,0.0776092187102343,-0.566132194765555,0.571303919019651,NA,1095.02995442019,1081.57063039868,1003.56203781462,1023.34510112125,1082.8291797315,1204.58887278299
"407","SPT_0199",554.853368428835,0.0033950407380613,0.0827863962716627,0.041009645194852,0.967288206578542,NA,591.737340753986,519.47357863976,556.176281614682,532.020343550913,523.907770792247,605.804895221421
"408","SPT_0200",218.720292955681,-0.0912583434074147,0.090567623503257,-1.00762656540428,0.313633770719929,NA,227.429298225731,198.02155219943,195.578472655712,217.373983652332,219.159438772004,254.759012228876
"409","SPT_0201",293.618984274801,-0.0678637028659794,0.0894332548117236,-0.758819557767938,0.447960504536502,NA,323.595390376735,247.748937505116,275.032227172095,313.653784630762,313.825941910207,287.857624053887
"410","SPT_0202",772.803408066266,-0.0250592737542461,0.0818836405621716,-0.3060351687126,0.759577868809637,NA,804.425851131753,739.694856422086,746.865292454001,884.384563626611,735.286401087138,726.163483676009
"411","SPT_0203",1073.0955326614,0.00107528608238301,0.0770539607097104,0.0139549748316507,0.988865902414754,NA,1158.20475948289,1013.19547560336,1047.56719416216,1012.42677317525,1082.8291797315,1124.34981381327
"412","SPT_0205",491.518747564425,0.0906713226333865,0.0827740372360213,1.09540775901563,0.273338036381171,NA,533.476131640604,505.265754266707,499.947470726164,514.153988730174,440.912480369713,455.356659653188
"413","SPT_0206",529.63447669165,-0.0317269560369999,0.0833629655239251,-0.380588140520196,0.703508882688363,NA,544.005265817722,502.60178719676,515.838221629441,536.983219890007,593.93504708626,484.443318529713
"414","SPT_0207",336.648290168395,0.0374222270432159,0.0872853191184121,0.428734493053162,0.668116455637181,NA,383.260484047066,324.115993510278,320.259748973729,313.653784630762,334.574764515841,344.024965332695
"415","SPT_0208",62.1786465016275,-0.123495538345124,0.0880499586616484,-1.40256213883851,0.160747448603053,NA,57.5592668349073,61.2712426087922,44.0051563475353,59.5545160691321,67.433673468309,83.2480236810894
"416","SPT_0209",25.1308010283166,0.122449546538748,0.0744755544911186,1.64415756788155,0.100143659207352,NA,28.7796334174537,28.4156487461065,34.2262327147496,19.8515053563774,19.4520211927814,20.0597647424312
"417","SPT_0211",1973.59226750331,0.0354071521301948,0.0750648036253998,0.471687800675389,0.637149646000685,NA,2041.95008808226,1914.50433426893,2054.79632833908,1749.91019716466,2068.39825349909,2011.99440366585
"418","SPT_0212",87.5263821346033,0.052023710321756,0.0918325457808266,0.566506241108889,0.571049691498792,NA,97.5699767079526,96.7908035414254,78.2313890622849,89.3317741036981,82.9952904225341,80.2390589697247
"419","SPT_0213",193.006548482104,-0.0916252235186812,0.0918219099146028,-0.997857957908907,0.318348241060529,NA,177.591396454043,174.933837593218,195.578472655712,192.55960195686,177.661793560737,239.714188672053
"420","SPT_0214",82.7748611735764,-0.146100344639481,0.091086500022557,-1.60397363608548,0.108719863981528,NA,68.0884010120245,83.470968191688,66.0077345213029,80.3985966933283,93.3697017253509,105.313764897764
"421","SPT_0215",137.984436510134,0.0866012571809894,0.0925840149512335,0.935380229801059,0.349592381822919,NA,130.561263796253,156.286068103586,154.018047216373,147.893714905011,103.744113028168,135.40341201141
"422","SPT_0216",405.061885542098,0.0574511221529979,0.0871031863151308,0.659575436714167,0.509526321492125,NA,359.394446578933,467.970215287442,425.383178026174,388.096929717177,390.337225268481,399.18931837438
"423","SPT_0217",340.046270572578,0.0404376171880716,0.0901084681996227,0.448766003862009,0.653600465200323,NA,320.085678984363,337.435828860015,388.712214403228,394.052381324091,293.077119304574,306.914400559197
"424","SPT_0218",822.753149484691,0.170776106242254,0.0781795648096607,2.18440850442226,0.0289322438623815,NA,820.570523536666,949.260265924622,888.659685129393,735.498273453781,783.268053362666,759.26209550102
"425","SPT_0219",1045.46973071965,-0.000755296827900176,0.0747739450625453,-0.0101010696609414,0.991940649521589,NA,1024.83572657274,1042.49911337278,1069.56977233593,1004.48617103269,1014.09870485034,1117.32889615342
"426","SPT_0222",1376.27203076278,0.0640263871602704,0.0780229113579519,0.820610075244839,0.411868406918622,NA,1374.40298125303,1523.78916400996,1347.04673041622,1230.7933320954,1466.68239793572,1314.91757886636
"427","SPT_0223",266.691477017791,0.00683779261527503,0.090356261931433,0.0756759129817023,0.939676939685268,NA,273.757488605047,245.972959458485,284.811150804881,310.676058827306,241.20506279049,243.726141620539
"428","SPT_0224",142.370193550656,-0.0360633946615345,0.0920052569390511,-0.39197102275824,0.695079624551125,NA,100.377745821851,140.302265683901,177.242990844239,151.864015976287,130.976942698062,153.457200279599
"429","SPT_RS01140",3.35203288061917,0.0255329740939095,0.0335283740680019,0.761533322257852,0.446338583633362,NA,3.5097113923724,4.43994511657915,4.88946181639281,3.97030107127547,1.2968014128521,2.00597647424312
"430","SPT_0226",8.52381150255978,0.0148343835568098,0.0493100539432819,0.300838923718737,0.763537325646955,NA,10.5291341771172,10.65586827979,6.11182727049101,9.92575267818868,3.89040423855629,10.0298823712156
"431","SPT_0227",4.89725880977244,0.0230480414128261,0.0391243572327749,0.58909699846822,0.55579620678719,NA,7.01942278474479,6.21592316321081,3.6670963622946,1.98515053563774,6.48400706426048,4.01195294848624
"432","SPT_0228",1.92939964292107,0.0258362207671965,0.0261148522130343,0.989330537137836,0.32250144798446,NA,3.5097113923724,3.55195609326332,1.2223654540982,0.992575267818868,1.2968014128521,1.00298823712156
"433","SPT_0229",28.4902610159392,-0.0175312466600933,0.0720550942206898,-0.243303361819204,0.807770400277036,NA,26.6738065820302,25.7516816761591,30.559136352455,43.6733117840302,27.232829669894,17.0508000310665
"434","SPT_0230",14.9491771151969,-0.0332177644795548,0.0579479416447933,-0.573234588437524,0.566485867928102,NA,8.42330734169375,22.1997255828957,9.77892363278561,18.8589300885585,10.3744113028168,20.0597647424312
"435","SPT_0231",4.25287875388164,0.0310137674498463,0.0361846781750229,0.857096677766064,0.391391457091544,NA,4.91359594932136,8.8798902331583,2.4447309081964,3.97030107127547,1.2968014128521,4.01195294848624
"436","SPT_0232",48.6396631373722,-0.0216129163965457,0.0847824957774852,-0.254921917529647,0.798783407648405,NA,49.837901771688,54.1673304222656,37.8933290770442,44.665887051849,44.0912480369713,61.1822824644151
"437","SPT_0233",67.5001323968046,0.0432890154496108,0.0878829458533446,0.492575835155205,0.622312325964524,NA,57.5592668349073,62.1592316321081,92.8997745114633,68.4876934795019,68.7304748811611,55.1643530416857
"438","SPT_0235",22.807322929138,0.0854738501707198,0.0703781999705163,1.21449326931532,0.224559418492462,NA,32.9912870883005,23.0877146062116,23.2249436278658,18.8589300885585,24.6392268441898,14.0418353197018
"439","SPT_RS01190",52.3600669451549,0.0747016191163136,0.0865895407990671,0.862709496169524,0.388297209944496,NA,63.1748050627031,57.7192865155289,47.6722527098299,41.6881612483924,55.7624607526401,48.1434353818348
"440","SPT_0237",18.695597585229,-0.0765797550653914,0.0650495681960027,-1.17725231987162,0.239094811542957,NA,15.4427301264385,9.76787925647413,20.7802127196694,15.8812042851019,27.232829669894,23.0687294537959
"441","SPT_0238",2244.01576412057,-0.0286854454208174,0.0690373688084647,-0.415506064554713,0.677771476515031,NA,2216.73371542241,2295.45162527142,2139.13954467185,2237.26465366373,2208.45280608712,2367.05223960688
"442","SPT_0239",1382.89484645396,-0.0442529485167599,0.0749426128701575,-0.590491134775761,0.554861427502596,NA,1306.31458024101,1419.0064592587,1342.15726859983,1299.2810255749,1491.32162477991,1439.28812026944
"443","SPT_0241",1193.04193226475,0.0545891541237924,0.0763095036583123,0.715365079141699,0.474383484730063,NA,1238.22617922898,1299.12794111106,1125.79858322444,1208.95667620338,1187.87009417252,1098.27211964811
"444","SPT_0242",1074.65218571764,0.115828161036344,0.0768604372252501,1.50699326230598,0.131812384239036,NA,1038.17262986375,1216.54496194269,1136.79987231133,998.530719425781,1003.72429354752,1054.14063721476
"445","SPT_0243",3925.36727137485,-0.0279968654811742,0.0733179142471392,-0.381855727466587,0.702568380628866,NA,4029.14867844351,3629.2111382918,3973.91009127325,3932.58321109835,4305.38069066896,3681.96981847324
"446","SPT_0244",5055.0319562389,-0.0221961291358747,0.0906419716319779,-0.244876945373549,0.806551713232963,NA,3592.54058123239,6126.23627185591,5253.72672171407,4795.13111883295,5657.94456427369,4904.61247952442
"447","SPT_0245",4102.71721622094,-0.10981428784643,0.0695700242513374,-1.57847131761377,0.114457372402938,NA,4164.62353818909,3836.11258072438,3741.6606549946,4502.32141482638,4141.98371264959,4229.60139594161
"448","SPT_0246",5129.42997601687,0.0269652912239824,0.0871594971054087,0.309378692162154,0.757033477057853,NA,4272.02070679568,5490.43613116177,5842.9068705894,4209.51171081982,5445.26913256595,5516.43530416857
"449","SPT_0247",872.919769097218,0.032905004996223,0.0751320422026275,0.437962339789458,0.661413583764867,NA,918.842442523093,845.36555019667,892.326781491687,871.481085144966,842.920918353862,866.581836873027
"450","SPT_RS01250",72.8018618286729,0.0203063921915291,0.0819320809846988,0.24784421373749,0.804254944303481,NA,65.2806318981266,95.0148254947938,64.7853690672047,77.4208708898717,35.0136381470066,99.2958354750343
"451","SPT_0248",3114.10708689812,0.0134051992099703,0.0715620113846496,0.187322840017963,0.851407516195283,NA,3304.04230477937,2925.92383182566,3164.70416066024,3243.73597523206,3117.51059649644,2928.72565239495
"452","SPT_0249",4161.53531649083,0.0533140285978454,0.0668755692643149,0.797212333058882,0.425327724515073,NA,4087.40988755689,4471.91272141852,4198.82533482732,4174.77157644616,4012.30357136438,4023.98880733169
"453","SPT_0251",1671.78437674792,-0.139642343958613,0.0826066404605309,-1.69044937767846,0.0909420152254171,NA,1398.97096099964,1516.68525182344,1767.540446626,1717.15521332664,1994.48057296652,1635.87381474526
"454","SPT_0252",525.690574724935,-0.094876256268795,0.0845713125226587,-1.12184916419945,0.261926578293203,NA,561.553822779583,467.082226264126,471.833065281906,513.161413462355,584.857437196295,555.655483365344
"455","SPT_0253",466.258250642924,-0.11079084529047,0.0831724000461255,-1.33206262208411,0.182839611536983,NA,440.819750881973,479.514072590548,402.158234398308,489.339607034702,499.268543948057,486.449295003956
"456","SPT_0254",699.21243797641,-0.0413131514155832,0.0792812697040439,-0.521095986098668,0.602299906980667,NA,638.065531133302,742.358823492033,678.412827024502,724.579945507773,706.756770004392,705.100730696456
"457","SPT_0264",4929.07497323476,0.0281458798068081,0.0736229278241718,0.382297752053909,0.702240521893476,NA,4486.81504400887,5367.89364594419,5113.15469449278,4729.6211511569,5097.72635392159,4779.23894988423
"458","SPT_0277",4746.7480909722,0.0760322326813073,0.0692075648343954,1.09861158766736,0.271937521178337,NA,4743.72591793053,5146.78437913855,4800.22913824364,4824.90837686752,4639.9554551848,4324.88527846816
"459","SPT_0278",3942.66821597876,-0.0283729764759425,0.0722602380886353,-0.392649916834481,0.6945780661796,NA,3711.16882629457,4232.15568512324,3741.6606549946,4213.48201189109,3924.12107529044,3833.4210422786
"460","SPT_0279",1879.33239326845,-0.0235522951854259,0.0781426300717546,-0.301401362659524,0.763108455346392,NA,2006.85297415854,1855.00906970677,1713.75636664568,2082.42291188398,1877.76844580983,1740.1845914059
"461","SPT_0284",66.9997215175297,-0.0689855277674992,0.0869336982317609,-0.793541850521384,0.427462196318239,NA,49.1359594932136,70.1511328419505,68.4524654294993,93.3020751749736,55.7624607526401,65.1942354129013
"462","SPT_0285",1688.85942749585,-0.0796630393580615,0.0720785620510846,-1.10522514727197,0.269062042893106,NA,1672.02650732621,1568.18861517576,1655.08282484896,1857.1083260891,1711.77786496477,1668.97242657027
"463","SPT_0286",2983.38940165644,-0.0535680438151713,0.0733454391464374,-0.730352758652387,0.465174586940557,NA,2939.03231997265,2798.94140149149,3007.01901708158,3331.08259880012,3009.87607922971,2814.38499336309
"464","SPT_RS01445",26.7550802459353,0.0652024887719277,0.0748894648837384,0.87064968180973,0.383945460680273,NA,28.0776911389792,30.1916267927382,30.559136352455,23.8218064276528,29.8264324955982,18.0537882681881
"465","SPT_RS01450",5.85725020110006,-0.0379355098645045,0.03838094912246,-0.988394261524533,0.322959596827412,NA,2.10582683542344,8.8798902331583,1.2223654540982,5.95545160691321,12.968014128521,4.01195294848624
"466","SPT_0289",31.8939558454108,0.0825421469593601,0.0774894738239289,1.06520463859274,0.286783334986021,NA,26.6738065820302,39.0715170258965,42.7827908934371,25.8069569632906,25.9360282570419,31.0926353507683
"467","SPT_RS01460",15.2137899598356,-0.121049038689813,0.0628783280887736,-1.92513131899614,0.0542129316888213,NA,9.82719189864271,9.76787925647413,12.223654540982,21.8366558920151,15.5616169542252,22.0657412166743
"468","SPT_RS01465",1.75061825749562,0.010951788341916,0.0244878055261458,0.447234372644078,0.65470584590844,NA,1.40388455694896,2.66396706994749,2.4447309081964,1.98515053563774,0,2.00597647424312
"469","SPT_0292",4.71042210680382,-0.0280036234635755,0.0366849187090798,-0.763355200147804,0.445251590011426,NA,2.10582683542344,6.21592316321081,2.4447309081964,1.98515053563774,6.48400706426048,9.02689413409403
"470","SPT_0293",4.10843260522288,-0.0264441681358927,0.0366707601624379,-0.721124078659805,0.470833177634205,NA,3.5097113923724,3.55195609326332,2.4447309081964,6.94802687473207,5.18720565140838,3.00896471136468
"471","SPT_0294",27.780656333156,-0.0515839768125043,0.0743083497447507,-0.694188163102737,0.487564214834527,NA,23.8660374681323,29.3036377694224,23.2249436278658,35.7327096414792,19.4520211927814,35.1045882992546
"472","SPT_0295",41.6284049917868,-0.0154021859614241,0.0783249755829097,-0.196644631508634,0.844105641571199,NA,30.1835179744026,42.6234731191598,50.1169836180263,58.5619408013132,40.200843798415,28.0836706394036
"473","SPT_0296",4.28377452143942,-0.0158345982373426,0.033167118434155,-0.477418569502149,0.633064093697939,NA,4.21165367084688,5.32793413989498,1.2223654540982,9.92575267818868,0,5.01494118560779
"474","SPT_0297",4.666907765041,0.0057062129965008,0.0364757617895248,0.156438487273473,0.875687402155706,NA,9.12524962016823,2.66396706994749,2.4447309081964,2.9777258034566,7.78080847711258,3.00896471136468
"475","SPT_0298",79.7118983138863,-0.0211912659587801,0.0916289099330952,-0.231272706117025,0.817102949300619,NA,81.4253043030396,75.4790669818455,78.2313890622849,83.3763224967849,76.5112833582737,83.2480236810894
"476","SPT_0299",131.204692090864,-0.0104082713885595,0.092386656908331,-0.1126598984839,0.910300195149121,NA,128.45543696083,128.758408380795,134.460199950802,138.960537494641,123.196134220949,133.397435537167
"477","SPT_0300",13.8225125775464,-0.0044938469095231,0.0593293156660019,-0.0757441217562916,0.939622672709544,NA,12.6349610125406,16.8717914430008,11.0012890868838,8.93317741036981,19.4520211927814,14.0418353197018
"478","SPT_0301",49.1571170779588,0.00417137364720397,0.0853123865327656,0.0488952872699428,0.961002744585719,NA,49.837901771688,42.6234731191598,56.2288108885173,41.6881612483924,45.3880494498234,59.176305990172
"479","SPT_0302",3813.1621627069,0.00504676987891522,0.0695379976760462,0.0725757146823007,0.942143752620729,NA,3746.2659402183,4062.54978166992,3654.87270775362,3789.65237253244,3651.7927785915,3973.83939547562
"480","SPT_0303",89.0757544207906,-0.194765307560757,0.091477099573407,-2.12911546681107,0.0332447084230104,NA,63.1748050627031,83.470968191688,79.4537545163831,102.235252585343,90.7760988996467,115.343647268979
"481","SPT_0304",194.924651868451,-0.10441704577309,0.091374984006405,-1.14273120710774,0.253150208678546,NA,205.669087593022,180.261771733113,160.129874486864,207.448230974143,220.456240184856,195.582706238704
"482","SPT_0305",86.2729724872056,-0.0452311663046517,0.0918837967647458,-0.492264881265835,0.622532103179751,NA,89.1466693662589,77.2550450284772,83.1208508786777,97.272376246249,85.5888932482383,85.2540001553325
"483","SPT_RS01540",76.5728326395895,-0.114542848416436,0.0848865105666765,-1.34936455335226,0.177219900409634,NA,37.2029407591474,88.798902331583,74.5642926999903,78.4134461576906,88.1824960739425,92.2749178151834
"484","SPT_0306",434.156007221629,-0.115697953827755,0.0876122288999611,-1.32056854711302,0.186645266062516,NA,471.003268856376,350.755664209753,400.93586894421,467.502951142687,438.318877544008,476.41941263274
"485","SPT_RS01550",121.458686388156,-0.0105729181488981,0.0924084440205286,-0.114415065213622,0.908908772105472,NA,112.310764555917,116.326562054374,134.460199950802,111.168429995713,105.04091444102,149.445247331112
"486","SPT_0308",2037.94787625421,-0.0907288048430799,0.0845546252986739,-1.07302000952162,0.283262138449427,NA,2277.10075137121,1852.34510263682,1708.86690482929,2383.1732180331,1971.13814753519,2035.06313311964
"487","SPT_0309",3215.67156730088,0.065561473512026,0.0754155359328702,0.869336439780583,0.384663137142099,NA,3703.44746123135,3073.33000969609,3143.92394794057,3116.68634095124,3231.62912082742,3025.01252315862
"488","SPT_0312",857.771593499181,-0.0747027700245339,0.0750163860814075,-0.995819365964481,0.319337919035592,NA,812.147216194973,811.621967310668,866.657106955625,889.347439965705,901.276981932207,865.578848635905
"489","SPT_0314",431.303501111566,0.0162080210107217,0.0825025620853716,0.196454759719462,0.844254239144991,NA,438.011981768075,428.898698261546,437.606832567156,418.866763019562,411.086047874114,453.350683178945
"490","SPT_0315",2264.28855172318,-0.00443332388451787,0.0840242453981648,-0.0527624361695809,0.957921191383388,NA,1889.6286136533,2389.5784617429,2500.95971908492,2035.7718742965,2463.92268441898,2305.86995714246
"491","SPT_0319",2140.07239194125,-0.0683195190100008,0.0684792928113674,-0.997666830441624,0.31844094252989,NA,2152.15502580275,2016.62307195025,2068.24234833416,2219.39829884299,2248.65364988553,2135.3619568318
