"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC20min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC20min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC20min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN20min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN20min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN20min.c"
"28","SPT_RS09955",449.124650994008,-0.525353189057688,0.117248128506755,-4.48069573261822,7.44001133440124e-06,0.000568897119325071,530.175727524909,621.134513255126,474.064788164962,386.650307498071,343.371017505843,339.351552015137
"29","SPT_1726",1293.88091351936,-0.518082067715426,0.117076713692185,-4.42515041101644,9.63751099427324e-06,0.000660335667090377,1549.59007113828,1581.06967010396,1535.39528966882,1289.40212676669,921.08054932847,886.747774109906
"30","SPT_0858",1358.99992310127,0.457030346530114,0.104617461953454,4.36858568346319,1.25053753303912e-05,0.000828272692716241,1162.69423364092,1137.53226841005,1069.94986128868,1325.17153847356,1702.20893038442,1756.44270641001
"31","SPT_2204",4180.39398085518,0.459842300748687,0.105969763002814,4.33937273915086,1.42889984622316e-05,0.000915878707885617,3546.27761423929,3350.66550478828,3449.46778588396,4001.06419521131,5516.71919120762,5218.1695938006
"32","SPT_1929",42.6774032442903,0.747130261181646,0.172658548815692,4.32721267673336,1.51008137972002e-05,0.000937666156719903,25.6860307052189,27.3226325478795,24.7088313831435,64.7256021362409,48.8205238159966,64.8007988772623
"33","SPT_2163",470.579582139384,0.457108590428062,0.106330661195364,4.29893490070758,1.71620868129352e-05,0.0010333656514334,372.046100995905,397.999680780777,397.065174087259,476.925489424933,582.591584204226,596.849463343206
"34","SPT_1424",449.673007070771,-0.590719821771444,0.137805688133273,-4.28661421580911,1.81416946036574e-05,0.00106022197580786,483.6197968717,652.100163476056,546.467410357429,432.639551121189,284.786388926647,298.424731671603
"35","SPT_RS08605",326.164748017213,-0.618943627028967,0.14497903328422,-4.26919405522298,1.96180536579042e-05,0.00111374493195016,439.471931597105,455.377209131324,343.625143421391,316.814789403706,193.65474447012,208.044670079632
"36","SPT_1787",1225.1983036335,0.454604244392759,0.106820912788234,4.25576071694859,2.0833943059781e-05,0.0011499179127718,1023.42778591107,958.113648012306,1056.15888563297,1195.72033420108,1627.35079386655,1490.41837417703
"37","SPT_0221",5234.24946452477,0.454093441006715,0.10784977247819,4.21042558155183,2.54890076480015e-05,0.00120791375424369,4306.02224119209,4110.23468961933,4560.21595015411,4978.76144853243,6644.47329135714,6805.78916629353
"38","SPT_0478",11887.7802753842,-0.50454885446227,0.119841764553586,-4.21012537942619,2.55229007047684e-05,0.00120791375424369,12871.9121371528,14636.734255899,15233.8564836864,11892.4777398746,8431.30446302262,8260.39657266997
"39","SPT_0843",308.358835792082,-0.54979312288096,0.130596547607935,-4.20985954798359,2.55529490663623e-05,0.00120791375424369,362.413839481448,370.677048232898,398.214422058568,298.078430890583,187.145341294654,233.623932794341
"40","SPT_0892",1022.33959074645,0.34490030839068,0.0818119035471469,4.21577170847662,2.48925481046871e-05,0.00120791375424369,915.466188103193,880.699522459981,883.77168993662,1093.5220150386,1200.98488587352,1159.5932430668
"41","SPT_RS06205",1009.53404691155,0.499334332085404,0.118755545641249,4.20472433004394,2.61400560807643e-05,0.00120791375424369,815.130130660931,803.285396907656,817.115307600698,930.00470437862,1373.48407002337,1318.18467189799
"42","SPT_1492",1005.08103266636,-0.429093676481392,0.101975889220203,-4.20779538930838,2.57874197501858e-05,0.00120791375424369,1180.35337975076,1211.30337628932,1112.47203622711,979.400558640488,777.873679468213,769.083165622245
"43","SPT_1885",637.379390404925,-0.465183922309929,0.110574388797247,-4.20697710717538,2.58809347691822e-05,0.00120791375424369,718.406171286591,787.802571797191,748.735053307813,623.409746891163,473.559081015167,472.363718131623
"44","SPT_2255",4476.19281416344,-0.310921091051018,0.0742630391405803,-4.18675420032895,2.82971982046622e-05,0.0012778757461969,5113.92817571718,4964.5223339497,4859.02042269445,4244.6368558819,3783.59059573974,3891.4585009977
"45","SPT_1450",724.368062748826,-0.539941070152845,0.129301672183219,-4.1758243419138,2.96908874084554e-05,0.00128386332456982,709.977942461441,955.381384757518,984.330887426158,599.563472419916,631.412108020223,465.5425814077
"46","SPT_2256",10987.7800305376,-0.456910338798136,0.109424254635231,-4.1755855712361,2.97220497887327e-05,0.00128386332456982,12166.7503254486,13444.5567223932,13130.732696191,10981.2093940091,8193.7112471181,8009.71979806582
"47","SPT_0394",6972.97667377345,-0.261457788951268,0.0629362910262251,-4.15432470976595,3.26249607521147e-05,0.00135053743780108,7580.18846764796,7585.6735497096,7706.28227161249,6455.52716043034,6333.64928972863,6176.53930351169
"48","SPT_1426",64975.4814078774,0.546855396061346,0.131498590557935,4.15864074087102,3.20146954586907e-05,0.00135053743780108,50968.3091152902,47743.5681141646,52786.6831941793,56021.7119542359,91544.9915581691,90787.6245112255
"49","SPT_0415",459.817640379363,-0.408157165438036,0.0984964677670521,-4.14387616826365,3.41484189141634e-05,0.00135953377802315,549.841594783592,508.200965390558,531.527186730412,400.276750053069,392.19154132184,376.86780399671
"50","SPT_0809",2197.68469548956,0.380769216721157,0.0918964737392041,4.14345840735689,3.42107140921779e-05,0.00135953377802315,1826.51758967893,1818.77657327051,2016.35556566164,2226.22005242281,2707.91172099395,2590.32667090951
"51","SPT_1183",1344.4400806352,0.39645661217935,0.0967466006107066,4.09788674409998,4.16939181001182e-05,0.00162442775029284,1167.91170862792,1071.04719587687,1194.6432661757,1349.01781294481,1681.05337006415,1602.96713012175
"52","SPT_0436",661.702295952207,-0.380154666533715,0.0930006810892073,-4.08765465028226,4.35756185795668e-05,0.00163831636129108,803.08980376786,715.852972754442,744.712685408231,579.123808587419,564.690725471694,562.743779723594
"53","SPT_1761",1237.46797822626,0.452338176055925,0.110677415727176,4.0869961869272,4.3699429868358e-05,0.00163831636129108,1020.61837630268,972.685718704509,1072.2483572313,1173.57736504921,1598.05847957696,1587.61957249293
"54","SPT_1697",382.419805071901,0.447570928206506,0.109814378934805,4.07570422514725,4.58752996483563e-05,0.00168804111854229,315.45656459847,310.567256627563,324.087927909138,400.276750053069,510.988149274098,433.142181969069
"55","SPT_1527",3229.46617437243,0.358464472849435,0.0881498898811746,4.06653341635075,4.77176456459138e-05,0.00172390839815329,2881.25022551198,2684.90402503829,2839.79173710454,3258.42307596392,3715.24186239734,3997.1861202185
"56","SPT_0439",3023.43845586503,0.353400789754957,0.087338615796803,4.04632918132294,5.20270580768869e-05,0.0017659631994801,2648.8719164757,2636.63404087037,2604.19590298619,3013.14710997395,3549.25208142295,3688.52968346101
"57","SPT_1100",616.559523245606,-0.461495494439535,0.11399186832181,-4.04849487278065,5.15480632280443e-05,0.0017659631994801,746.901611600194,725.871271355331,707.362126340689,601.266777739291,416.601803229838,501.353549208293
"58","SPT_1435",4950.0279586183,0.261406108533953,0.0645454932033138,4.04995136857258,5.12282778638231e-05,0.0017659631994801,4602.61562699141,4401.67610346338,4455.05976077934,5472.71999115111,5393.04053087376,5375.05573845081
"59","SPT_1884",63.5153833203018,-0.67719021427373,0.167435182229434,-4.04449175649228,5.24367532809892e-05,0.0017659631994801,98.7306805231852,79.2356343888504,76.9996140777029,47.6925489424933,35.8017174650642,42.6321045245147
"60","SPT_0729",6531.98229954056,0.372588173839042,0.0923356615260253,4.03514923358215,5.45676037048125e-05,0.00180709714269104,5685.04101467853,5603.87193557008,5595.68837230352,6382.28503169723,7882.88724548959,8042.12019750445
"61","SPT_1586",769.035421453971,0.52325757908969,0.130140894298619,4.02070065608303,5.80253002653271e-05,0.00189010281356074,578.738379326964,587.436599779408,651.048975746548,683.025433069279,1080.56092712739,1033.40221367424
"62","SPT_0497",1053.53545048209,-0.563783025319501,0.141550863231674,-3.98290065103147,6.80792200274083e-05,0.00216951954972526,1273.86658528695,1501.83403571511,1140.62861152418,1078.19226716422,676.977930248486,649.713272953604
"63","SPT_1458",672.698577166776,-0.442973160500423,0.111287404311589,-3.98044291930973,6.87869811941075e-05,0.00216951954972526,826.769113324234,846.090854566,690.698030756708,490.551931979931,563.063374677828,619.018157695953
"64","SPT_1227",1450.54995292108,0.484704808216165,0.122132643753072,3.96867531334326,7.22732767117296e-05,0.00224385938790948,1168.71439708746,1105.65586377086,1240.61318502806,1311.54509591857,1944.68419867053,1932.08697705101
"65","SPT_0572",1467.8585329208,-0.507164003689282,0.12803071599741,-3.96126819832471,7.45527356203981e-05,0.0022790197796574,1719.35868033059,1824.24109978008,1761.22251603104,1524.45826084041,1002.4480890218,975.422551520896
"66","SPT_2210",1438.5351524323,-0.330090117822865,0.0837549340281676,-3.94114235361767,8.10944792903091e-05,0.00244143530833097,1638.68849014701,1566.49759941176,1631.35749527312,1372.86408741606,1240.04130492631,1181.76193741955
"67","SPT_1708",363.438890917212,-0.41548480781231,0.105916728587118,-3.92274962939936,8.75441124957169e-05,0.00259627091834313,425.023539325419,426.233067746919,412.005397714276,325.331316000579,314.078703216245,277.961321499836
"68","SPT_0869",973.276355979244,-0.393913561701368,0.100513840646396,-3.91899821127263,8.89177744601443e-05,0.00259822967429863,1084.43210883596,1110.20963586217,1158.44195507947,941.927841614243,719.289050889017,825.357543594605
"69","SPT_0169",15426.8748942104,0.289754326132802,0.0740818664085521,3.91127195061264,9.18113218367026e-05,0.0026061299498504,14116.8819378964,13827.9843324818,13484.7010713541,15813.4865850753,18088.0040738267,17230.1913646279
"70","SPT_1589",5992.92091624825,0.257910302471631,0.0659268863891384,3.91206557138609,9.15100557794062e-05,0.0026061299498504,5489.98771901077,5458.15122864805,5369.28652195564,6395.91147425223,6816.97247550699,6427.21607811584
"71","SPT_0474",2077.51326196176,0.372923428518829,0.0955716431660549,3.90203010186691,9.5389291502955e-05,0.00265719969731184,1810.0624762584,1807.84752025136,1746.85691638968,2038.85646729159,2631.42623368222,2430.02995789734
"72","SPT_0990",1566.42617461969,0.348206554555305,0.0892890513202264,3.89976765803566,9.62850418754165e-05,0.00265719969731184,1370.59054466129,1347.91653902872,1375.64982165687,1563.63428318603,1829.14229230601,1911.62356687924
"73","SPT_1078",1470.50263613394,0.321726837567894,0.0828113583970145,3.88505687861646,0.000102305933778933,0.0027846834303937,1265.4383564618,1349.73804786524,1279.11299206692,1550.00784063103,1768.93031293294,1609.78826684567
"74","SPT_RS05190",191.117504952826,-0.535191448473555,0.138346688288569,-3.86848037415418,0.000109515749203329,0.00294064586036507,205.88958987152,273.226325478795,224.677978390909,165.220615979352,148.088922241856,129.601597754525
"75","SPT_0877",5577.7355122162,0.385397861005918,0.099831184191462,3.86049573715143,0.000113157215014665,0.00299791181645519,4637.93391921109,4701.31430707179,4965.32586004053,5372.224977308,6644.47329135714,7145.14071830866
"76","SPT_RS02010",10222.7958896785,-0.325923198601596,0.0846411032214733,-3.85064922592963,0.000117805124566481,0.00307998398044208,10353.8784395818,12103.9262187106,11882.0747753637,9577.68581084428,8836.51481069539,8582.6952828753
"77","SPT_1903",564.027338441099,-0.448521361528646,0.116844937754419,-3.8386032818241,0.000123736165557381,0.00319303585665605,652.184373374699,664.850725331733,671.73543923011,572.31058730992,403.582996878905,419.499908521225
"78","SPT_0263",14466.2725981328,0.358580138954207,0.0939727785204903,3.81578734394897,0.000135749380118457,0.00345812843968429,13380.0139320404,11865.3085611258,12352.1171956291,14268.5886604024,17009.0704974932,17922.536742106
"79","SPT_0401",8140.57540273837,-0.414530742608851,0.108835546424221,-3.80878082784722,0.000139653675084179,0.00350146763123802,9557.21014349028,9381.68126252354,9367.52021413965,8305.31673727133,5881.24576903373,6350.47828997171
"80","SPT_0810",606.257133901966,0.454544615470405,0.119510815860724,3.80337639063669,0.000142737231067076,0.00350146763123802,509.707171806688,477.235315169628,505.66910737596,558.684144754922,812.048046139411,774.199018165187
"81","SPT_1008",8737.06746860429,0.297962989190486,0.0783087200600947,3.80497841060136,0.00014181655973827,0.00350146763123802,8034.51013574652,7582.94128645481,7751.10294249354,8828.23147031939,10128.6313410254,10096.9876355861
"82","SPT_1663",2659.34082399984,0.262219271152648,0.069034657515408,3.79837143530585,0.000145649944790529,0.00352934683291196,2330.60594226885,2437.17882327085,2459.39065860126,2897.32234825647,2930.85877975366,2900.68839184798
"83","SPT_1945",2347.61968365241,0.359021594109987,0.0946418120345286,3.79347760141156,0.000148552036791002,0.00355629996510507,2009.12921422384,2017.32103645177,2073.24334024143,2279.02251732343,2860.8826956174,2846.1192980566
"84","SPT_0399",5149.76729137968,-0.362276028343943,0.095702838232707,-3.78542616952538,0.000153445386913628,0.00362971409282593,6146.9882231427,5570.17402209436,5822.66484663704,5123.54240067928,4086.27784339892,4148.95641232577
"85","SPT_1693",868.350004366149,0.366209231907851,0.09682645466373,3.78211959923209,0.00015549861423783,0.00363500878224198,763.758069250493,732.246552283169,751.033549250431,860.169186284254,1026.8583509298,1076.03431819875
"86","SPT_0135",1270.17598355291,0.412796006659551,0.109532877046338,3.76869500547234,0.000164103254973496,0.00379154846084113,1041.0869320209,1081.06549447776,1084.31546093004,1187.20380760421,1581.78497163829,1645.59923464627
"87","SPT_0550",13670.3540896884,0.303803765881151,0.0808293592873027,3.75858188855983,0.000170879113869267,0.00390272183055442,12431.6375170962,11993.7249341008,12036.0740035191,13651.9921347887,15751.1283338344,16157.5676147911
"88","SPT_1948",338.05312203253,0.438248164218126,0.117170009069434,3.74027592639702,0.000183818353009346,0.00415053485715421,266.893912796415,272.315571060532,301.102968482958,333.847842597453,431.247960374637,422.910476883186
"89","SPT_0937",983.254680579928,0.360777415248625,0.0971379307707514,3.71407350749597,0.00020394951027488,0.00455334468445153,889.378813168205,866.127451767779,795.279596145827,984.510474598612,1160.30111602685,1203.93063177229
"90","SPT_0397",3796.84356790979,-0.279953978494366,0.0755796387579538,-3.70409257169021,0.00021214878117066,0.00463230360644068,3929.96269789849,4311.51141605538,4307.38139646613,3551.39159089638,3393.02640521176,3287.78790093057
"91","SPT_RS05990",132.701614280553,-0.607760807001382,0.163978153260561,-3.70635230923508,0.000210265757832231,0.00463230360644068,164.952478435078,212.205779455197,139.633628514043,131.154509591857,73.2307857239949,75.0325039631459
"92","SPT_1647",5917.00980642129,0.268666902620132,0.0727217165470543,3.69445215785427,0.000220361377126553,0.00475932669946154,5249.58252537911,5379.82634867746,5399.74159319533,6056.95371569665,6826.73658027019,6589.21807530899
"93","SPT_0599",2770.1410852813,0.357477223036878,0.0970698983743308,3.68267845154568,0.000230796199256902,0.00487601709531201,2478.70196305362,2435.35731443432,2282.98109500533,2686.112488654,3451.61103379096,3286.08261674959
"94","SPT_0732",610.843056943268,-0.380279811504316,0.103408647705786,-3.67744690546842,0.000235580091167566,0.00487601709531201,739.677415464351,712.209955081391,644.728111904348,584.233724545543,493.087290541566,491.121844122409
"95","SPT_1352",2603.90937887082,0.358037811854308,0.0973403757128743,3.67820453981413,0.00023488157098069,0.00487601709531201,2168.86421767192,2325.15602982454,2270.33936732093,2539.62823118777,3318.1682686939,3001.30015852583
"96","SPT_1551",162.039708062306,0.479924785890465,0.130269728881163,3.68408524384255,0.000229525425222591,0.00487601709531201,135.253005432168,136.613162739397,119.521789016136,185.660279811849,187.145341294654,208.044670079632
"97","SPT_0341",22088.4957622839,0.451500077455583,0.123290592294695,3.66208052903491,0.000250175185747211,0.00512472261937844,16669.4312392275,16938.2106708487,20734.731898357,20293.1795750309,27539.6574846037,30355.7637056354
"98","SPT_0705",12176.5535662612,0.357023507559508,0.0976478114685329,3.65623665487433,0.000255945085553968,0.00518941719383403,11002.4507148886,10138.5181840998,10492.6339780512,11679.5645749527,15186.4376083627,14559.7163372123
"99","SPT_1695",227.850823146891,-0.440716632984628,0.120751487925815,-3.64978221432257,0.000262462741155672,0.00526781279471031,278.131551229949,249.546710603966,274.095641157196,199.286722366847,190.400042882387,175.644270641001
"100","SPT_0170",1162.42086152539,0.377688437507431,0.103765165812106,3.63983842314996,0.000272809173524601,0.00538665262870112,899.412418912431,1019.1341940359,1069.94986128868,1165.06083845234,1344.19175573377,1476.77610072919
"101","SPT_1652",713.233089445092,0.37139308183819,0.102061925336737,3.63889942907542,0.000273805694765381,0.00538665262870112,578.738379326964,646.63563696648,615.422288635969,708.575012859901,836.458308047409,893.568910833828
"102","SPT_1328",665.973176476117,-0.407048571319881,0.1121347248076,-3.62999572182738,0.00028342591733243,0.00546764366737416,713.991384759132,795.999361561555,803.32433194499,665.992379875532,494.714641335432,521.81695938006
"103","SPT_2240",729.720066382309,-0.380607822154942,0.104838558696817,-3.63041830111022,0.000282962262850059,0.00546764366737416,786.23334611756,853.376889912102,867.682218338294,711.98162349865,616.765950875424,542.280369551827
"104","SPT_0138",804.451606479032,0.364673697781445,0.100600040517038,3.62498559550464,0.000288977558181182,0.00552113853948084,692.318796351603,684.887322533512,703.914382426762,780.113836273641,976.410476319932,989.064824968741
"105","SPT_0881",529.766998223466,0.4273793986586,0.119111836780313,3.58805144988948,0.000333158556665929,0.00630462906757334,448.301504652024,397.999680780777,474.064788164962,500.77176389618,675.35057945462,682.113672392235
"106","SPT_0058",273.482309186429,-0.482326509881522,0.134669573719251,-3.58155518400201,0.00034155497215258,0.00640254461950167,276.526174310872,315.121028718876,393.042806187678,236.759439393092,214.810304790385,204.634101717671
"107","SPT_1392",4036.40869897492,-0.307051976581625,0.0861259802011503,-3.56514928323015,0.00036364914465322,0.00675299860211167,4629.10434615617,4420.8019462469,4426.90318548226,4007.87741648881,3355.59733695283,3378.16796252254
"108","SPT_0524",172.579651341925,-0.467653917125777,0.131267086967346,-3.56261365990479,0.000367180850453742,0.00675544768381097,203.481524492906,218.581060383036,195.37215512253,156.704089382478,133.442765097057,127.896313573544
"109","SPT_0147",91.7457538401416,0.562483760004572,0.158404984481505,3.55092209911012,0.000383884023244446,0.00685209663049506,61.0043229248949,61.0205460235974,81.0219819772844,95.3850978849866,113.914555570659,138.128018659428
"110","SPT_1311",296.875264374146,-0.436061512133174,0.122622500143696,-3.5561296794811,0.000376358357560839,0.00685209663049506,368.434002927984,342.443661266756,333.856535665264,287.858598974335,245.72996987385,202.92881753669
"111","SPT_1399",3378.25738073533,-0.414706739573877,0.116767985235911,-3.55154487538711,0.00038297667908901,0.00685209663049506,3729.69192724374,3255.94704528897,4793.51328832983,2936.49837060209,2639.56298765155,2914.33066529582
"112","SPT_1962",1190.67629569465,0.3749962948595,0.105653006526628,3.54931967567803,0.000386227892609687,0.00685209663049506,1025.43450705991,1023.68796612722,1011.91283873757,1134.40134270359,1384.87552558044,1563.7455939592
"113","SPT_2004",1187.60386748112,-0.2830952213042,0.0799424563267411,-3.54123746394697,0.000398254974238197,0.00700294366204687,1252.19399687942,1350.64880228351,1329.67990280451,1069.67574056735,1061.03271760099,1062.39204475091
"114","SPT_0132",3454.27538071857,0.370788873172049,0.105409043967275,3.51761916451081,0.00043543679271869,0.00754052628810012,2719.90984514482,2993.64977282933,3185.14075248289,3290.78587703204,4283.18728945677,4252.97874736559
"115","SPT_1601",3111.03854891204,-0.344550070409514,0.0979897976267575,-3.51618310022338,0.000437798947756135,0.00754052628810012,3429.88778760626,3623.89183026708,3487.96759292281,3154.52145148206,2441.02619079983,2528.93644039421
"116","SPT_1644",218.639268435232,-0.483256926652504,0.137495001441694,-3.51472360147896,0.000440211902073283,0.00754052628810012,242.010570550734,279.601606406633,267.774777314997,221.429691518719,159.480377798922,141.538587021389
"117","SPT_0531",392.991456334483,-0.375092762125958,0.106938054904208,-3.50757045713948,0.000452218584631182,0.00767998570651417,431.043702771955,486.342859352254,432.691861197838,349.177590471826,346.625719093576,312.067005119448
"118","SPT_0935",819.663212136222,-0.378830373202514,0.108422599683462,-3.49401669309262,0.00047581126590557,0.00801217784198617,943.961628416795,960.845911267094,911.928265233691,836.322911813008,649.312966752755,615.607589333992
"119","SPT_0775",5258.15764125297,0.244320959726668,0.0699818651702051,3.49120388735635,0.000480849152996287,0.00802896863028254,4773.58826887303,4957.2362986036,4657.32740372972,5452.28032731861,5874.73636585826,5833.77718313459
"120","SPT_0029",1558.83780729958,0.375484444888048,0.10770559856612,3.48621102233177,0.000489914377184889,0.0080608670246447,1349.7206447133,1216.7679027989,1435.41071616494,1486.98554381417,1923.52863835027,1940.61339795591
