"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN20min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN20min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC20min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC20min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC20min.c"
"30","SPT_1417",5065.38215572944,-0.33921699557222,0.134998720649292,2.51274229815451,0.0119796808460399,0.537022492907138,4709.755993093,4027.74488260905,5408.17023209481,5874.0213033535,5307.21836749686
"31","SPT_1458",1987.20513909262,-0.344443357290777,0.137481435260671,2.50538086569795,0.012231959794358,0.537022492907138,1625.64486997147,1797.61768250672,2177.54709015038,2024.71275386133,2310.50329897321
"32","SPT_1262",2951.31250144621,-0.359005940864446,0.146872290626846,2.44434085784473,0.0145117088020395,0.617201114986744,2426.09608731243,2620.8602302029,3374.60303151174,3536.18436779036,2798.8187904136
"33","SPT_1973",29657.8793156515,-0.342110509977532,0.141205365351876,2.42278690420164,0.0154019584125821,0.635214103015887,22837.9364867404,28274.0809925921,34156.5514878507,33013.41231514,30007.4152959342
"34","SPT_0443",5392.76331038354,-0.288001751373291,0.123534919921608,2.33133879518478,0.0197355020847118,0.706842587823494,4803.376018513,4719.51436671792,5999.55870411926,5536.17679151733,5905.19067105017
"35","SPT_1153",14349.4628323961,-0.30622738909713,0.13128862302248,2.3324746809531,0.0196757333671391,0.706842587823494,11889.074513872,13246.8326965858,14583.6159217941,15257.1523272073,16770.6387025211
"36","SPT_RS06655",528.708557459865,-0.512256319269387,0.216024470094934,2.37128839637598,0.0177261935897084,0.706842587823494,366.45552807255,476.743445531516,531.892649889192,779.278978521045,489.172185285021
"37","SPT_1799",4485.34384372835,-0.427762115945644,0.183267158555142,2.33409040287455,0.0195909887214522,0.706842587823494,4499.11093589802,2929.26900553385,4716.82877888313,4586.20981921147,5695.30067911527
"38","SPT_2147",22487.1343925247,-0.320658105136966,0.135885777797175,2.35976207617243,0.01828665908399,0.706842587823494,17785.1299719298,21349.0138301807,22882.0931932196,24874.5379080486,25544.8970592448
"39","SPT_0071",831.616144487548,-0.368507367200635,0.160160187828406,2.3008674764758,0.0213991229672018,0.72970597072186,674.06418302396,742.147013147,1012.61889274206,929.955276482818,799.295357041899
"40","SPT_0445",6218.37642195936,-0.355713162765079,0.157966912899199,2.25182068976727,0.024333605663978,0.72970597072186,5767.66228033894,4879.24799537539,6519.5521895814,7970.54073046223,5954.87891403885
"41","SPT_RS02530",1037.58058237317,-0.539363589733122,0.239103690102461,2.25577275491647,0.0240848664502189,0.72970597072186,613.879880968249,1019.8377829669,1010.23905985665,1593.87271437688,950.073473697177
"42","SPT_0524",536.861318312185,-0.400911504145953,0.177487790142094,2.25881174037374,0.0238950979166373,0.72970597072186,409.253253978833,492.716808397263,685.391870998154,552.087373000559,544.857285186118
"43","SPT_0846",2096.58022181931,0.304972229383798,0.132840178009774,-2.29578305263456,0.0216882889174554,0.72970597072186,2401.35365202286,2332.11097839902,2057.36552943717,1839.89885714259,1852.17209209495
"44","SPT_1220",909.230098020737,0.444793597305837,0.196165129112012,-2.2674447763438,0.0233630688072105,0.72970597072186,1029.82027961994,1135.33748368846,778.205353529154,603.882350424919,998.905022841216
"45","SPT_RS06205",2327.90315455099,-0.295648766557246,0.131596017070907,2.24663916992217,0.0246630967327006,0.72970597072186,2159.27901486544,1935.23434719623,2595.20776153988,2488.51323352491,2461.28141562849
"46","SPT_1875",1527.88757115652,0.384381163362182,0.169071173015872,-2.27348729239666,0.0229968310504553,0.72970597072186,1554.09242197191,2002.81395932055,1544.51154263126,1172.44994351505,1365.56998834382
"47","SPT_0870",4273.9478758718,-0.45015733643644,0.202294423512646,2.22525825783972,0.0260639059252473,0.754744169452375,2993.83467003796,4015.45768040463,4803.6926792006,6002.33158833657,3554.42276137925
"48","SPT_1848",2888.64029236816,-0.353769411104849,0.159826116660143,2.21346434798958,0.0268656485701893,0.761753077167242,2107.11928641716,2848.17347098468,2939.09361348167,3437.30304725295,3111.51204370437
"49","SPT_0771",7873.04343254941,-0.372180139303232,0.169241909055494,2.19910151912311,0.0278707045490145,0.774123038596096,6647.0218048196,6734.61552824289,8786.34301293467,10353.1096919828,6844.12712476713
"50","SPT_0712",4956.4691991063,0.290462999129224,0.13291823809001,-2.18527572516067,0.0288686361468148,0.77877973054287,5634.58810134909,5497.29426625774,4388.41184069651,4258.95973457574,5003.0920526524
"51","SPT_1590",15134.0896716243,-0.329129588482402,0.150907058179992,2.18100857873618,0.0291827819674404,0.77877973054287,14666.9144109767,11564.7147148006,14647.8714097001,17637.3669715722,17153.5808510718
"52","SPT_1903",862.213234729043,-0.385815619987307,0.178631311993703,2.15984317464403,0.0307848120572629,0.805733254037207,696.800474911673,759.349096233188,988.820563887962,1105.35190457894,760.744134033448
"53","SPT_0333",9296.31884415557,-0.355206887580305,0.166347708611935,2.13532780550017,0.0327342432051772,0.825024166708261,7795.20454514911,8129.21297844462,9809.67115366108,12380.1767629997,8367.32878052329
"54","SPT_1857",888.825886234369,-0.348477760957232,0.162714754107534,2.14164820435971,0.0322218016238047,0.825024166708261,666.708323883817,863.790314970763,1020.948307841,904.057787770638,988.624696705629
"55","SPT_0488",651.48553644765,-0.41533215612637,0.199253425027278,2.08444174081079,0.0371200043653248,0.87375359335941,655.340177939961,426.365916493392,709.190199852256,824.011004478446,642.520383474196
"56","SPT_0764",1108.15366914452,-0.342281722449501,0.163355357135308,2.09531985024518,0.0361425690445579,0.87375359335941,1003.07170092851,904.338082245351,1161.35844808021,1411.4131348138,1060.58697965474
"57","SPT_1608",579.483093615351,0.334778582964004,0.16070624396753,-2.08317097518405,0.0372356417449271,0.87375359335941,629.26031371582,694.22692454976,565.210310284936,533.252835755337,475.465083770905
"58","SPT_2208",20342.5806448497,0.260709251917039,0.124191799379811,-2.09924691661583,0.0357951401613056,0.87375359335941,23160.256859972,22005.1504278967,18490.111603195,17998.7546549649,20058.6296782198
"59","SPT_0527",1190.59244415706,-0.318472622432229,0.153548348704513,2.07408692518795,0.0380712386414674,0.878219589678595,987.022553713655,1088.64611531166,1375.54340776713,1124.18644182417,1377.56370216868
"60","SPT_RS08120",644.910344128393,-0.519357959894649,0.251444922161885,2.06549392777268,0.0388762894912488,0.881843833293161,682.757471098674,337.898060621564,568.780059613051,779.278978521045,855.837150787629
"61","SPT_0001",3834.60592329071,0.0290933651743799,0.154935685440141,-0.187777044983094,0.85105143110861,0.998951180742606,4184.81513627375,3576.80456170681,3274.65005032451,3819.87958504651,4316.88028310196
"62","SPT_0002",4698.54374577577,-0.0235285240835845,0.176609290126398,0.133223592409807,0.894016553108715,0.998951180742606,3685.95414367864,5623.85244896327,4356.28409674347,4712.16578703889,5114.4622524546
"63","SPT_0026",446.624188391351,-0.0457524072544819,0.208061340225052,0.219898647221022,0.82595008988967,0.998951180742606,505.54813726797,369.844786353058,397.432091863513,402.588233616612,557.707692855602
"64","SPT_0027",811.224581841243,0.05966387976311,0.150800316504441,-0.395648239646454,0.692364544753931,0.998951180742606,890.058955957233,770.407578217167,813.902846810308,828.719638789752,753.033889431757
"65","SPT_RS00155",1131.93277538789,-0.0837659176782804,0.182135678252312,0.459909439391878,0.645581224500571,0.998951180742606,1147.51402586222,1035.81114583265,1435.03922990238,1091.22600164503,950.073473697177
"66","SPT_0029",2956.98346936558,0.161117450465049,0.174504699171594,-0.923284308273088,0.355859063114966,0.998951180742606,3584.30954465121,2728.9876096018,2686.83132762818,2430.83246321142,3353.9564017353
"67","SPT_0030",1428.65748392213,0.105375344902062,0.222480765165591,-0.473638001126216,0.635758071865227,0.998951180742606,1874.40665180175,1107.07691861829,1073.30463132003,1410.23597623597,1678.2632416346
"68","SPT_0031",2676.17900974652,0.0354631773913883,0.180567443615806,-0.1963985128285,0.844298260185072,0.998951180742606,2991.15981216882,2440.23835779792,2212.05466698883,2452.02131761229,3285.42089416472
"69","SPT_0032",1568.66324718155,0.0176942187805014,0.186860067452263,-0.0946923493165371,0.924559195032596,0.998951180742606,1907.84237516603,1248.37974396913,1567.11995504265,1739.84037802735,1380.13378370257
"70","SPT_0036",610.857463631181,0.069911534186688,0.212444003738878,-0.32908217203729,0.742093579108991,0.998951180742606,740.266915285242,516.062492585662,583.059056925513,475.572065441846,739.326787917641
"71","SPT_0037",1171.83705035728,0.0539748058401269,0.155240717171928,-0.3476845947597,0.728077067312213,0.998951180742606,1306.66806907621,1088.64611531166,1060.21555045027,1128.89507613547,1274.7604408128
"72","SPT_0038",3945.69209702292,-0.0581006914808933,0.133059638331636,0.436651506117008,0.6623641031173,0.998951180742606,3673.24856880021,4028.97360282949,4311.06727192068,3961.13861438567,3754.03242717857
"73","SPT_0040",2048.98957699455,-0.0365649350089784,0.161254732761198,0.226752631584013,0.820616098780158,0.998951180742606,1865.04464925975,2171.14862952111,2364.36397165509,2094.16510995308,1750.22552458371
"74","SPT_0042",464.110768100921,-0.00527550516186565,0.16696825943546,0.0315958564801644,0.974794347791541,0.998951180742606,472.781128370972,452.169041122675,465.257329097705,509.70966419881,420.63667771444
"75","SPT_0044",1288.24485564147,0.222051592162294,0.141460349924837,-1.56970905473002,0.116482813716236,0.998951180742606,1312.01778481449,1507.6397104824,1249.41226484038,1154.79256484765,1217.36195322244
"76","SPT_0045",1086.18005812576,0.0473396302257958,0.171873610809945,-0.275432802061412,0.782983745875877,0.998951180742606,910.120389975803,1308.58703477079,1105.43237527306,1045.3168171098,1061.44367349937
"77","SPT_0046",1484.50994240391,0.103651428250489,0.210030627761012,-0.493506253613787,0.621654922241321,0.998951180742606,1122.77159057265,1978.2395549117,1650.41410603201,1337.25214441074,1333.87231609243
"78","SPT_0047",17856.337031843,-0.0806012938741822,0.135618141022613,0.594325311248314,0.552294552593492,0.998951180742606,15455.9974823738,19069.7378212607,18567.4561719708,18176.5056002167,18011.9880833933
"79","SPT_0048",1071.48971056256,-0.0428533328554374,0.152359139823137,0.281265258554115,0.778506954791969,0.998951180742606,1063.92471745151,1041.95474693486,1044.7466366951,981.750253907177,1225.07219782413
"80","SPT_RS00290",581.975868614385,0.142380618105462,0.185392818823089,-0.767994245997892,0.442490603369209,0.998951180742606,510.897853006255,724.944930060811,547.361563644359,610.945301891877,515.729694468621
"81","SPT_0059",9616.20761306144,-0.0927840008770969,0.136075317311951,0.681857685214068,0.495328944284272,0.998951180742606,9169.41277542117,9324.75775293473,10644.9924964401,10222.445089844,8719.42995066715
"82","SPT_0060",10285.8419626671,-0.0496133838129653,0.146216294613185,0.339315012353566,0.734372434570073,0.998951180742606,10939.4999703263,9205.57189155186,10938.9018577882,11188.8922822395,9156.3438114296
"83","SPT_0061",1619.83849677979,-0.0493075363484925,0.173632986848937,0.283975627231423,0.776429058721383,0.998951180742606,1819.57206548432,1350.36352226582,1529.04262887609,1906.99689607869,1493.21737119403
"84","SPT_0062",5660.58521739511,0.0337799916949919,0.145499575227268,-0.232165569158728,0.81640941899598,0.998951180742606,5534.28093125624,5945.77714671909,5823.4510705989,6175.37389927704,4824.04303912426
"85","SPT_0063",8267.11807928803,-0.00199916798400245,0.124691799173411,0.0160328746337373,0.987208164896879,0.998951180742606,8134.91149453023,8386.01550451701,7864.15776983819,8773.3628805398,8177.14274701493
"86","SPT_0064",3642.22984416417,0.0434092757043013,0.126443740172187,-0.343309013520067,0.731366000620383,0.998951180742606,3562.91068169807,3854.49533152672,3567.36949522997,3723.35258166475,3503.02113070132
"87","SPT_0066",2506.28898927081,0.0701092615045112,0.161550669159995,-0.43397691801002,0.664305202615073,0.998951180742606,2655.46514959141,2501.67436882002,2563.08001758685,2803.99173238237,2007.23367797339
"88","SPT_0067",604.659000530709,-0.0363427921990579,0.214458417682075,0.169463118267218,0.865432380110279,0.998951180742606,433.995689268403,760.57781645363,566.400226727641,659.208803582757,603.112466621112
"89","SPT_0070",7750.7572529194,-0.0631746185451153,0.130194062373094,0.485234252573494,0.627510187497746,0.998951180742606,8077.40205034366,7015.99245872412,7660.68205813562,8257.76742345186,7741.94227394174
"90","SPT_0072",2475.54942298405,0.105216770962143,0.172571829349446,-0.609698415777272,0.542061604184112,0.998951180742606,2878.14706719754,2290.33449090399,2369.12363742591,2007.05537519393,2833.08654419889
"91","SPT_0073",1822.45813469813,-0.0207849378203362,0.141490388613166,0.146899998113385,0.883210953411724,0.998951180742606,1699.87217584018,1914.34610344872,1930.04447006772,1894.0481517226,1673.97977241144
"92","SPT_0074",1622.21317866518,0.145083308644934,0.143724588922126,-1.00945363443373,0.312757127209862,0.998951180742606,1669.11131034504,1773.04327809788,1473.11655606895,1735.13174371604,1460.663005098
"93","SPT_0075",2584.95853339995,-0.0852286051929415,0.127374189025258,0.669119904473275,0.503418993822258,0.998951180742606,2563.85126757328,2423.03627471173,2557.13043537332,2712.17336331191,2668.60132602949
"94","SPT_0076",678.24822144046,-0.0158826421622219,0.151200382445308,0.105043663946862,0.916341161531422,0.998951180742606,654.00274900539,694.22692454976,725.849030050128,640.374266337535,676.788137259486
"95","SPT_0077",1581.96736298394,0.179360981846094,0.135812741437899,-1.32064915226019,0.186618375717827,0.998951180742606,1729.29561240075,1673.51694024208,1398.15182017853,1529.12899259643,1579.74344950189
"96","SPT_0078",2451.14040368932,-0.257391927215836,0.18951120276501,1.35818845250535,0.174403893781403,0.998951180742606,2626.71042749813,1758.29863545258,2896.25662154428,2154.20019742222,2820.2361365294
"97","SPT_0079",3292.39826091448,0.0069862009162403,0.181974308911122,-0.0383911386065625,0.969375826142698,0.998951180742606,4050.40352834933,2549.59445741726,3083.07350304899,3473.79496316556,3305.12485259126
"98","SPT_RS00405",899.170145058469,-0.127706946473261,0.168778461350187,0.756654287825806,0.44925700797788,0.998951180742606,981.67283797537,718.801328958601,984.060898117141,875.805981902806,935.509678338429
"99","SPT_0080",47914.1986487486,-0.0710099969808068,0.122637645810128,0.579022831951186,0.562573767399189,0.998951180742606,48608.1859125284,44402.2626061144,49376.772706492,50244.6595773622,46939.1124412462
"100","SPT_0081",49809.0769926653,0.0578308599369586,0.134168329959612,-0.431032121770966,0.66644501445455,0.998951180742606,55166.9374076663,46854.7881661168,48095.2326976986,46444.7916881387,52483.6350037062
"101","SPT_0082",773.511843108264,-0.0800674203088194,0.198406235863936,0.403552942578521,0.686541495603443,0.998951180742606,761.665778238383,732.317251383463,881.7280840445,917.006532126728,574.841569748247
"102","SPT_0084",19245.4112076177,0.0223181017685683,0.127629763930378,-0.174865964499807,0.861184954556712,0.998951180742606,20335.6069501574,18510.6701209595,18795.9201289702,20427.2328010207,18157.6260369808
"103","SPT_0085",12817.618897721,0.00300868020500741,0.123322864713809,-0.0243967751802519,0.980536120594848,0.998951180742606,12723.6301690445,12943.3388021366,12641.6722872993,13574.9927194935,12204.4605106312
"104","SPT_0086",10635.0546205824,-0.0393726791055196,0.127682753715515,0.308363329892182,0.757805881809086,0.998951180742606,11077.9238650545,9842.04896574084,10962.7001866423,11078.2393759238,10214.3607095504
"105","SPT_0087",5833.00347084674,0.0615087443721784,0.146513068215541,-0.419817461481937,0.674618807821497,0.998951180742606,5278.83200475311,6689.15288008653,5967.43096016622,5935.23354940047,5294.36795982737
"106","SPT_0088",2900.54718126916,-0.120513273415721,0.179819066621957,0.670191852730958,0.502735496870463,0.998951180742606,2617.34842495613,2894.86483936148,3423.38960566265,3305.4612865364,2261.67174982917
"107","SPT_0089",26608.5032049764,-0.133344518482192,0.124802702424882,1.06844255686251,0.285320928981963,0.998951180742606,23709.2714376136,26588.2768501456,26675.5468125636,27593.7742228275,28475.6467017317
"108","SPT_0090",2919.99900698668,-0.102691300672622,0.150962394623109,0.680244248436839,0.496349819105535,0.998951180742606,3166.36300259767,2423.03627471173,3014.05834937209,2849.9009169176,3146.63649133429
"109","SPT_0091",1458.19884179969,-0.0609130951488729,0.156200542948625,0.389967243384726,0.69656076913776,0.998951180742606,1608.92700828933,1231.17766088294,1413.62073393369,1473.80253943859,1563.46626645388
"110","SPT_0092",5222.4387215199,0.0498936979135456,0.130814907815602,-0.381406819350256,0.70290140166244,0.998951180742606,4957.84906045599,5707.40542395333,5086.89279256442,5000.56963860634,5359.47669201942
"111","SPT_0093",1650.55386397283,0.0023629157212228,0.132147426080649,-0.0178809061311623,0.985733861279988,0.998951180742606,1661.08673673762,1642.79893473102,1734.89817346408,1597.40419011036,1616.58128482108
"112","SPT_0094",13085.2658770457,-0.187765672878668,0.131225733479312,1.43086015143721,0.152470299578761,0.998951180742606,12098.3821421324,12058.6602434183,12590.505880263,13642.0907584296,15036.6903609854
"113","SPT_0095",1319.11667608625,0.0990192784087179,0.151990299310397,-0.651484199044173,0.514733973727863,0.998951180742606,1519.31926967305,1226.26278000117,1286.29967456424,1200.70174938288,1362.99990680993
"114","SPT_0096",13019.7599542495,-0.121290515089794,0.128702244664151,0.942411808017043,0.345981844103351,0.998951180742606,12274.9227614958,12464.1379161642,12419.1579125134,13400.7732499752,14539.8079310987
"115","SPT_0109",923.834923296647,-0.0867783726746022,0.165462604759547,0.524459123562753,0.599959243503773,0.998951180742606,990.366126050084,787.609661303356,1022.13822428371,982.927412485004,836.133192361087
"116","SPT_0111",8351.34300474214,-0.161530790600494,0.170236481245396,0.948861192494032,0.342691214336146,0.998951180742606,8980.83529564661,6609.2860657578,8398.4302526128,10124.7409278845,7643.42248180903
"117","SPT_0112",7489.67132794983,0.0786530896002862,0.138671976304848,-0.567188062766047,0.570586417387812,0.998951180742606,7721.64595374768,7750.76715054847,7933.17292351509,6409.62845626449,7633.14215567344
"118","SPT_RS00570",1455.89515839744,-0.0352230846031655,0.139003723857937,0.253396697768786,0.799961679208448,0.998951180742606,1528.68127221505,1338.0763200614,1515.95354800633,1483.2198080612,1413.54484364323
"119","SPT_RS00575",1436.40586805866,0.221232444015845,0.142990461073571,-1.54718323414607,0.12181906763433,0.998951180742606,1534.03098795334,1608.39476855865,1346.98541314221,1224.24492093941,1468.3732496997
"120","SPT_0116",2066.79325241332,-0.132464631092037,0.166362044997252,0.796243103973772,0.425890748428491,0.998951180742606,2185.35887908958,1721.43702883932,1947.8932167083,1981.15788648175,2498.11925094767
"121","SPT_0117",833.244368889925,-0.0279908746898147,0.160485316336413,0.174413929752549,0.861540167743317,0.998951180742606,897.414815097375,747.061894028768,804.383515268667,933.486752216297,783.874867838519
"122","SPT_0118",1369.45761992221,0.0371503077460063,0.140014224443728,-0.265332382431879,0.790753420633123,0.998951180742606,1393.60094982335,1387.22512887908,1287.48959100695,1478.5111737499,1300.46125615177
"123","SPT_0119",16982.0858481128,-0.170242551416785,0.120561745430329,1.41207769354307,0.157927085968812,0.998951180742606,16218.3319750795,15371.2899577301,17485.8221255519,17406.6438903183,18428.3412918846
"124","SPT_0125",15940.9173717968,-0.210053173017692,0.15130114433489,1.38831185937868,0.165042102505154,0.998951180742606,13034.5823963324,16108.5220899953,18322.3333847736,17522.0054309452,14717.1435569376
"125","SPT_0126",602.558348630506,-0.215934777147046,0.165054020493826,1.30826729637358,0.190782663460279,0.998951180742606,533.634144893968,566.440021623786,659.213709258641,554.441690156212,699.062177219925
"126","SPT_0128",738.285806760507,0.0311826429025985,0.154813400216354,-0.201420825710308,0.840369532336929,0.998951180742606,787.076927995239,706.51412675418,784.15493574268,746.318538341907,667.364504968531
"127","SPT_0131",7756.95391371977,-0.166802292445277,0.141314565189801,1.18036164369358,0.23785641041323,0.998951180742606,7814.59726470039,6635.08919038708,7426.26851892271,8031.7529765092,8877.06161807949
"128","SPT_0132",7199.29051766798,0.0758748048359525,0.155877328642842,-0.486759719944922,0.626428618379325,0.998951180742606,8360.93698447279,6492.5576448158,6468.38578254508,6741.58717521152,7932.98500129474
"129","SPT_0133",1531.28849408762,-0.00134511107461454,0.13432150267268,0.0100141157435706,0.992010025200796,0.998951180742606,1522.66284200948,1538.35771599345,1451.69806010026,1616.23872735558,1527.48512497932
"130","SPT_0135",1970.13189697838,0.153187199970209,0.132691824048146,-1.15445846847825,0.248312256201397,0.998951180742606,2190.03988036058,2002.81395932055,1888.39739457304,1809.2927341191,1960.11551651861
"131","SPT_0136",2141.25469394448,-0.254502264351114,0.139470400274429,1.82477618082649,0.0680348117021077,0.998951180742606,2074.35227752016,1760.75607589346,2296.5387344209,2394.3405472988,2180.2858345891
"132","SPT_0137",7272.24160271721,-0.0189252249147442,0.126765227090463,0.149293503818982,0.881322041030615,0.998951180742606,6978.7041805933,7452.18813698105,7077.6230012101,7798.67557809958,7054.01711670204
