"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.NDC45min.c","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN45min.a","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN45min.b","X.ExpOut.190116_NS500751_0114_AHL235BGX9.Out.Rep.Bams.19F.KAN45min.c"
"1","SPT_1191",1408.6943751262,-0.232488420646763,0.0689216030955002,-3.37323002084875,0.000742918619265526,0.800123352948972,1514.07282948537,1620.05784221728,1514.04475935044,1208.38827677091,1350.32597202544,1245.27657090774
"2","SPT_1222",5390.01292731748,0.216079681854047,0.062718368969327,3.44523758198692,0.000570557665261124,0.800123352948972,5054.5033986358,4651.72364627625,5039.8420825796,5817.83565496976,5671.83351104407,6104.33927039941
"3","SPT_0550",13317.1406548152,0.248697022232217,0.0764404275024262,3.25347503092292,0.00114002743748827,0.818539700116581,11376.1730774997,11687.8213628136,12333.1333288033,16243.8453601333,12806.6169143943,15455.2538852469
"4","SPT_RS00575",1746.01038732504,-0.169482648749123,0.0619052432920878,-2.73777534399553,0.00618563151635673,0.832740642889525,1858.87998056785,1879.70593882547,1859.24696448234,1577.65339822883,1655.68773526077,1644.88830658498
"5","SPT_0244",3239.46274558516,0.208918416078978,0.0716663955301981,2.91515171836634,0.00355515667192188,0.832740642889525,2802.78955665613,2797.61681556708,3229.04455039648,3341.21268519165,3693.36794240147,3572.74492329817
"6","SPT_0549",1520.89858082649,0.253891991542515,0.0876947336196669,2.89517946019025,0.00378941822645874,0.832740642889525,1207.44075584417,1164.75941929166,1490.3706049315,1978.75171981243,1357.29240008404,1926.77658499514
"7","SPT_0887",2299.14046420357,-0.187351780139383,0.0667943443089715,-2.80490484752343,0.00503314356367146,0.832740642889525,2356.38744141542,2676.93530587596,2413.11206553926,2089.53125624981,2139.85448533352,2119.02223080744
"8","SPT_0911",1600.26363317598,-0.203165766243345,0.0678719782130037,-2.99336738949536,0.00275917386440638,0.832740642889525,1724.65148246789,1709.65472062433,1775.01101968939,1424.85403762555,1570.92952721446,1396.48101143426
"9","SPT_1061",6903.37003965651,0.238577116252911,0.0792565479897463,3.01018808293008,0.00261085959676119,0.832740642889525,5592.03311809116,5783.56992656123,6975.0665658948,7023.67727573062,7703.70836146928,8342.16499019198
"10","SPT_RS06055",2558.023848615,0.251524053339579,0.0862483451857217,2.91627686070919,0.0035423600788717,0.832740642889525,1799.77018323943,2172.26717444032,2621.22439973361,2635.78897040652,2857.39657536939,3261.69578850075
"11","SPT_1399",5014.41382043723,-0.199859904329097,0.0690866401486263,-2.89288788540212,0.00381717526230613,0.832740642889525,5175.18590151467,5631.80378558603,5519.38134999569,4387.8883053241,4374.91682080124,4997.30675940164
"12","SPT_1541",5173.6240037014,-0.186744726746978,0.0671750632844214,-2.77997098352248,0.0054363755827878,0.832740642889525,5318.6503054472,5988.36279149163,5435.14540520273,4911.22611539032,4884.62714042219,4503.73226425434
"13","SPT_1675",4109.87342960119,0.21884341019733,0.0794392342714624,2.754852966602,0.0058718516455743,0.832740642889525,3450.53441904678,3477.82168837163,4106.63994908906,4005.8899038159,4961.2578490668,4657.09676821696
"14","SPT_1729",924.669976343086,0.239683151346422,0.0858437634082378,2.79208578270954,0.00523694704208877,0.832740642889525,927.28494558966,630.835164294539,839.056077545479,1042.85563611736,1126.23920280711,981.748831704364
"15","SPT_1980",5602.08981450391,0.24108886334814,0.0857064016347278,2.81296214459729,0.0049087429614941,0.832740642889525,4442.47070546441,4148.88402256321,5981.85320376091,6593.29241003139,5768.20243252138,6677.83611268216
"16","SPT_2222",2278.44987492357,0.211360363406181,0.0746768422683671,2.83033343384569,0.00464995161303968,0.832740642889525,2063.30136299532,1832.16473803805,2280.4266884471,2429.5098335921,2583.38373839776,2481.9128880711
"17","SPT_0552",3394.96004183923,0.186072490884708,0.0695688715175702,2.67465156219638,0.00748069542097635,0.863386140262181,3097.72281624275,2976.81057238119,3294.56139634655,3902.75033540869,3388.00617916614,3709.90895149009
"18","SPT_1525",1641.59142147788,-0.235810460964645,0.0885526468871162,-2.66294085218308,0.00774610285229189,0.863386140262181,1409.39923004962,2298.43420729923,1989.17953292114,1165.09512459998,1424.63453798384,1562.80589601344
"19","SPT_RS08605",327.894908563618,0.233218955891437,0.0879616614174316,2.65137051907957,0.00801658440354857,0.863386140262181,222.277467037096,243.191527104851,336.943779171807,286.498801131144,438.884967691844,439.572909244968
"20","SPT_2234",22134.4150740821,0.209007060226427,0.0786264647952519,2.65822787239251,0.00785527602235223,0.863386140262181,21401.4409952227,17166.0304997018,21264.8962855096,22279.4201039628,24776.1013904134,25918.6011696824
"21","SPT_1772",426.965438431391,0.203401284937339,0.0782098929711122,2.60071043713699,0.0093030941711234,0.954231659266657,403.301221355396,365.701544518573,386.494334932366,448.211457769612,465.589608583147,492.494463429252
"22","SPT_0032",1668.71785490829,-0.211821364301004,0.0841761105179885,-2.51640712546035,0.0118558142523606,0.957286359225033,1783.14555274081,2170.43866671773,1618.10092644761,1447.77394171605,1656.84880660387,1335.99923522365
"23","SPT_0060",3517.35056791837,0.17053142319162,0.0751517220954633,2.26916188261127,0.0232584833081526,0.957286359225033,3366.17981244268,2815.90189279301,3543.96586034137,3859.45718323776,3736.32758209618,3782.27107659921
"24","SPT_0067",331.923060302433,0.194305129902866,0.0846218046959374,2.29615913535575,0.0216667841175284,0.957286359225033,308.479254807715,283.418697001894,297.853896294032,418.924913653984,359.932116361036,322.929483695935
"25","SPT_0072",2221.43594373503,-0.192124323040853,0.0812485597570867,-2.36464896873567,0.0180471676494074,0.957286359225033,2172.2850518196,2874.41413991598,2260.0559044122,2107.35784832019,1956.4052131237,1958.09750481849
