"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN60min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN60min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN60min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC60min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC60min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC60min.c"
"28","SPT_0572",1135.01982251448,0.551458109583076,0.177955094611553,3.09886104012261,0.00194266112918676,0.140775309899971,1136.80969427244,1590.84718546167,1422.82016176988,700.551696555032,1154.44996339879,804.640233629086
"29","SPT_0978",626.163032680706,0.638094366596577,0.203666057772608,3.13304226327691,0.00173004529247422,0.140775309899971,548.921521526482,1011.41479278447,823.100913382732,370.880309940899,613.52107588333,389.139582566329
"30","SPT_1708",242.037262882044,0.769900873600772,0.247933316615167,3.10527396685369,0.00190102854813882,0.140775309899971,160.102110445224,548.329659869483,308.112641373215,135.802133690481,210.751514616411,89.1255172974495
"31","SPT_2165",30.2602099709083,0.80862286489186,0.257487371649002,3.14043698420343,0.00168695995725213,0.140775309899971,27.9543367444042,51.8378880128713,57.2209191121685,12.175363710181,21.0751514616411,11.2976007841837
"32","SPT_0518",39.1802930220505,0.77328153925541,0.255120286399167,3.03104684527327,0.00243707433969236,0.156962819190811,49.9789656945408,72.5730432180198,47.3172984966009,12.175363710181,30.4418854445927,22.5952015683675
"33","SPT_0041",68.1776375881437,0.719212918638291,0.257501586426327,2.79304267060918,0.00522148036763487,0.194292174979559,35.5782467656053,161.273429373377,106.739022190007,25.2872938596068,60.1032097239395,20.0846236163266
"34","SPT_0072",1539.25326674453,-0.362556235201854,0.127700036851445,-2.83912396692273,0.00452375784939298,0.194292174979559,1501.06317306316,1195.7272834969,1301.77590980183,1801.95382910679,1675.08426061785,1759.91514438062
"35","SPT_0240",3672.02879410751,0.362282886694992,0.128727435807411,2.81434089339746,0.00488773663906735,0.194292174979559,3629.82827120521,4505.28844485199,4354.2918639779,3326.68399219716,2873.2456492704,3342.83454314237
"36","SPT_0265",14628.432729894,0.463780713550193,0.16352632284013,2.83612268346304,0.00456649008306457,0.194292174979559,15791.658957248,18320.6615768157,17647.1515346509,9142.76157990671,15545.6561670387,11322.7065637041
"37","SPT_0266",16767.6068650385,0.36933512971586,0.12872200358005,2.86924627836588,0.00411451290565329,0.194292174979559,18222.8391528977,19754.8431451718,19183.3131323545,12185.6659410127,16264.5530002302,14994.4268185639
"38","SPT_0394",7809.39719646604,0.543119445893605,0.191106482528837,2.84197290801819,0.00448353014252233,0.194292174979559,7783.1650305329,10994.2400709965,9845.29929416484,4408.41822952478,8650.95939442105,5174.30115915615
"39","SPT_RS02550",70.6022023995704,0.731623772058638,0.255398979294415,2.86463075960553,0.00417495745274032,0.194292174979559,20.3304267232031,164.729288574235,140.851493199184,20.6044616633833,50.7364757409879,26.3610684964287
"40","SPT_0570",2355.77042455458,0.549571618408177,0.194425419638542,2.82664488743236,0.00470384592179338,0.194292174979559,2212.62810837527,3303.80139602033,3150.45175804112,1263.42812654109,2507.16246277005,1697.1506955796
"41","SPT_0607",71.6206524690963,0.727917981855192,0.24739466969671,2.94233494499931,0.00325747384746585,0.194292174979559,64.3796846234763,133.626555766513,99.0362061556763,42.1454897660113,61.6643320544314,28.8716464484696
"42","SPT_0608",62.3636723906451,0.756396403544649,0.257381089211471,2.9388188769501,0.00329465548090181,0.194292174979559,41.5079545598729,123.258978163938,111.140631352481,28.0969931773408,53.8587204019717,16.3187566882654
"43","SPT_0732",185.159038292001,0.570853037223745,0.202775224535641,2.81520111015046,0.00487467178981721,0.194292174979559,171.961526033759,290.292172872079,227.783274158055,125.499902858789,162.356722371161,133.060631458164
"44","SPT_RS05190",72.4008799141427,0.7340043577916,0.250718948701583,2.92759825929729,0.00341591105613545,0.194292174979559,51.6731679214744,145.14608643604,106.739022190007,37.4626575697878,56.9809650629556,36.403380304592
"45","SPT_1288",338.51175469187,0.489745859957165,0.166732188250607,2.93732041242721,0.00331061856726196,0.194292174979559,392.207815535126,414.70310410297,402.747238366417,224.775945418727,325.494005907568,271.14241882041
"46","SPT_1311",145.592805511311,0.621680387054007,0.221937127945813,2.80115541193177,0.0050919990060686,0.194292174979559,141.465885948955,192.3761621811,225.582469576818,73.9887487003309,139.720448579028,100.423118081633
"47","SPT_1314",180.328327188446,0.637878206196151,0.224865786480357,2.83670635795843,0.00455815120621291,0.194292174979559,155.019503764423,290.292172872079,253.092526842284,89.9103781674907,169.381772858375,124.273608626021
"48","SPT_1392",4280.71408618251,0.490619367891891,0.175650156581449,2.79316214366362,0.00521955216366688,0.194292174979559,4520.13154145881,5472.92902109226,5341.35271866281,2523.10998732521,4623.26378175186,3203.4974668041
"49","SPT_1454",99.4051357009741,0.598817925349514,0.214183535037006,2.79581679911134,0.00517687367161622,0.194292174979559,109.276043637216,145.14608643604,122.144654258667,59.9402521116605,85.8617281770564,74.0620495852045
"50","SPT_1586",1082.5484842766,-0.392198661110415,0.136144795818858,-2.88074662532263,0.0039673443053084,0.194292174979559,1043.62857179109,829.406208205941,899.028671435417,1347.71910607312,1159.13333039026,1216.37501776378
"51","SPT_1732",146.791811274963,0.706840463501777,0.25339445471101,2.78948670880707,0.00527916632647029,0.194292174979559,83.8630102332126,339.826154751045,191.469998567641,63.6865178686393,130.353714596076,71.5514716331637
"52","SPT_1742",131.416729654835,0.658263649322243,0.225445037828308,2.91984093179978,0.00350210092114559,0.194292174979559,149.089795970156,198.135927515864,166.160745883412,69.3059165041074,134.256520422306,71.5514716331637
"53","SPT_1885",95.0512557561316,0.740989405746207,0.256422810788545,2.88971719585919,0.00385588537609546,0.194292174979559,45.7434601272069,225.782801122728,139.751090908565,38.3992240090325,67.9088213763991,52.7221369928575
"54","SPT_2017",314.577872246999,0.487160020276639,0.168699346732159,2.88774100026656,0.00388019228918221,0.194292174979559,326.981029798182,418.158963303829,378.538387972807,215.41028102628,281.002019488548,267.376551892349
"55","SPT_2079",722.892029925458,0.520413984038602,0.180472384354852,2.88362114735151,0.0039313139828549,0.194292174979559,724.271452014109,974.552294641981,921.03671724779,420.518331220868,715.774588530552,581.198795897452
"56","SPT_2244",118.718191679309,0.707536050173576,0.249686054993548,2.83370270795403,0.00460121154749198,0.194292174979559,99.9579313890817,237.302331792255,154.056320686608,50.5745877192135,120.206419447879,50.2115590408166
"57","SPT_2020",101.059608572621,0.701284124299328,0.252952444623075,2.77239512487935,0.00556454468304622,0.201202220908039,89.7927180274801,154.361710971661,178.265171080217,36.5260911305431,108.498001969189,38.9139582566329
"58","SPT_0036",273.585965258442,0.581582542158427,0.217733428787774,2.67107602813392,0.00756085194862109,0.205618792703889,216.857885047499,443.501930776788,373.036376519714,173.264791260269,265.390796183629,169.464011762756
"59","SPT_0043",29.4873419946142,0.64461958231227,0.251435146619762,2.56376083844439,0.0103544865629732,0.205618792703889,16.0949211558691,72.5730432180198,47.3172984966009,8.42909795320225,24.9779572878709,7.53173385612249
"60","SPT_0046",463.102873482157,0.631350994469788,0.231249681726083,2.73017022015895,0.00633016311394258,0.205618792703889,387.125208854325,764.89683645659,649.237351464989,253.809505035312,515.170369062338,208.377970019389
"61","SPT_0047",8901.13315416262,0.407387665629212,0.160420845715592,2.53949331716818,0.0111013166163617,0.205618792703889,8129.62938594082,11617.4466802179,11154.778020001,7101.04674235328,9058.41232267945,6345.4857737832
"62","SPT_0078",611.345825308656,0.557590422937128,0.206891893987425,2.69508105025622,0.00703715111493352,0.205618792703889,614.148307263425,836.317926607657,820.900108801495,298.764694119058,667.379796285302,430.564118775002
"63","SPT_0084",8512.85023875286,-0.298427276880254,0.117834201907631,-2.5326032005053,0.0113219036443495,0.205618792703889,7973.76278106293,7625.92930322685,7153.71529131168,10525.1336442319,8988.94237897256,8809.61803371128
"64","SPT_0176",1276.14400937617,-0.375836796206328,0.143710373549031,-2.61523776554724,0.00891653611072949,0.205618792703889,1246.93283902312,1054.03705626172,984.86005010367,1666.15169541631,1309.00107411749,1395.8813413347
"65","SPT_0242",649.7451212501,0.54260657223257,0.203344538938061,2.66840985780222,0.00762112259309417,0.205618792703889,632.784531759695,903.131204490913,861.614993554384,358.704946230718,720.457955522028,421.77709594286
"66","SPT_0258",9776.79351463609,0.260967040522066,0.101802277618747,2.5634695669521,0.0103631785625068,0.205618792703889,10714.9819842415,10467.7975193991,10906.0871023212,8863.66478101179,9255.11373632143,8453.11596452148
"67","SPT_0267",13159.0869454244,0.304991607009563,0.120501822850854,2.53101239295818,0.0113733830025441,0.205618792703889,14177.9313360937,14711.5926180529,15000.6840257131,10342.5031885792,13155.5778790555,11566.2326250521
"68","SPT_0270",15777.3155504824,0.272459339599954,0.104196434405302,2.61486241016794,0.00892634058123779,0.205618792703889,17900.0936286668,17639.8573142466,16446.612635586,13961.3959098207,14974.2853940786,13741.6484204955
"69","SPT_0328",7967.23727342436,-0.304823283084605,0.116323040290211,-2.62048930567934,0.00878036839922389,0.205618792703889,7503.62166308886,6650.22505551791,7087.69115387457,9172.73170596254,7982.01847580526,9407.13558629699
"70","SPT_0348",84.579545840822,0.682023875032164,0.247659733861065,2.75387469896407,0.00588943112252579,0.205618792703889,55.0615723753416,149.75389870385,139.751090908565,65.5596507471286,48.39479224525,48.9562700647962
"71","SPT_0362",162.778248304496,0.610459476453106,0.235716935399196,2.58979896976544,0.00960319940084151,0.205618792703889,144.854290402822,259.189440064357,228.883676448674,77.7350144573097,175.626262180343,90.3808062734699
"72","SPT_RS02065",4775.41072981615,0.449304018859948,0.1763016959014,2.54849516088167,0.0108188787820734,0.205618792703889,5010.60308615608,6069.64070977375,5800.22047385077,2746.94936630469,5152.48425178863,3872.56649102298
"73","SPT_0500",1882.88939243452,0.465230971611494,0.179857038189348,2.58667092650393,0.00969080928543367,0.205618792703889,1784.84204607453,2704.78580120493,2210.70820185282,1253.1258957094,2004.48107235164,1339.39333741378
"74","SPT_0503",5653.2590260993,0.544645403719417,0.205806934763082,2.64638994962145,0.00813559721308884,0.205618792703889,5091.9247930489,8259.50349005083,7536.65528844697,3050.39689261997,6447.43522493169,3533.63846749747
"75","SPT_0553",99.9641088735121,0.545415224988085,0.207026595842437,2.6345176703924,0.00842569180356071,0.205618792703889,138.924582608554,107.131635226601,123.245056549286,83.3544130927778,71.811627202629,75.3173385612249
"76","SPT_0569",2903.66156534072,-0.416688686772981,0.164501655014486,-2.53303644110018,0.0113079196447897,0.205618792703889,3103.77847974233,1945.6487300831,2250.32268431509,3857.7171632489,3008.28273085796,3256.21960379696
"77","SPT_0618",1976.22850811547,-0.310108613784088,0.116360008608548,-2.66507898626355,0.00769702419870093,0.205618792703889,1731.47467592613,1767.09600470544,1758.44286040856,2296.46090902799,1996.67546069918,2307.22113792552
"78","SPT_0696",3577.03013104854,-0.310246688888377,0.12038726951914,-2.57707222804858,0.00996411274978323,0.205618792703889,3377.39213939211,3027.33265995168,3105.33526412576,4362.52647400179,3595.26472712292,3994.32952169696
"79","SPT_RS04175",230.662746267064,0.578718025051952,0.223534019712052,2.58894832114339,0.00962695409179283,0.205618792703889,206.692671685898,312.179281144181,354.329537579197,101.149175438427,197.48197480723,212.14383694745
"80","SPT_0907",1125.59689759874,0.48240630116613,0.18399753120001,2.62180855373403,0.00874645482292727,0.205618792703889,1191.02416553431,1405.38274168229,1438.22579383854,671.518136938446,1246.55618089781,800.874366701025
"81","SPT_0909",1371.00874402291,0.490598608055708,0.184893742417403,2.65340839360678,0.007968339633802,0.205618792703889,1312.15962476006,1936.43310554748,1680.31429777464,848.529193955694,1468.23555182766,980.380690271945
"82","SPT_0910",787.340808675187,0.565357092192098,0.219701132233759,2.57330076747427,0.0100733625342919,0.205618792703889,817.452574495456,1108.17885040849,1033.27775089089,343.719883202803,928.087225477455,493.328567576023
"83","SPT_0954",293.288500747855,0.598468242622797,0.228346852766686,2.62087361998495,0.00877047682070315,0.205618792703889,260.907142947772,443.501930776788,420.353675016315,140.484965886704,326.274567072814,168.208722786736
"84","SPT_0959",4340.4643654597,0.437434545816162,0.172658540280496,2.53352394330173,0.0112922025455798,0.205618792703889,4774.26187549885,5442.97824135149,5049.74611164887,2669.21435184738,4827.77080704631,3278.81480536533
"85","SPT_0964",755.326536625675,0.513595008464951,0.193662930636187,2.65200473202476,0.00800154204852271,0.205618792703889,789.498237751052,1007.95893358361,948.546774513255,391.484771604282,796.952949716132,597.517552585718
"86","SPT_0999",2052.02391488937,-0.297989377688621,0.116942172659778,-2.54817719656677,0.0108287452229649,0.205618792703889,1816.18478727281,1807.41436204878,1861.88067572671,2432.26304271847,2064.58428207558,2329.81633949389
"87","SPT_1083",379.35904423959,0.607995780221715,0.232916209432697,2.61036267807458,0.00904462766093042,0.205618792703889,234.647008430302,653.157388962178,578.811604865397,244.443840642865,356.716452517407,208.377970019389
"88","SPT_1099",156.113145580466,0.648295468751206,0.240567166067392,2.69486264210135,0.00704176531083209,0.205618792703889,119.441256998818,271.860923800836,227.783274158055,64.6230843078839,147.526060231488,105.444273985715
"89","SPT_RS05450",171.034849831822,0.616821773280634,0.234527701687303,2.6300593441326,0.00853699643408845,0.205618792703889,135.536178154687,308.723421943322,221.180860414344,99.2760425599377,168.601211693129,92.8913842255107
"90","SPT_1105",23.8826676665334,0.623722023791874,0.245304180965138,2.54264734232359,0.0110016205279993,0.205618792703889,9.31811224813473,78.3328085527833,25.3092526842284,9.36566439244695,10.9278563134435,10.0423118081633
"91","SPT_RS05560",175.726467543367,0.505905500095991,0.190444910015651,2.65644012252371,0.00789704736488483,0.205618792703889,189.750649416562,200.439833649769,246.490113098572,117.070804905587,160.015038875423,140.592365314287
"92","SPT_1223",1191.63543790938,0.482338982609501,0.187855789298415,2.56760243807706,0.010240452742453,0.205618792703889,1019.90974061402,1714.10616362561,1543.86441373793,839.163529563247,1229.3838352624,803.384944653066
"93","SPT_1224",3913.35640362803,0.397095322088822,0.151797844973289,2.61594834998281,0.00889800162614621,0.205618792703889,3706.06737141722,5173.42122368456,4637.09525266689,3098.16178102145,3912.95312137803,2952.43967160002
"94","SPT_1269",2461.19693004841,0.504353398532037,0.19822657609325,2.54432785185564,0.0109488265552372,0.205618792703889,2584.50549718719,3174.78265252163,3177.96181530659,1264.36469298034,2835.7787133386,1729.78820895613
"95","SPT_1303",14295.6130114401,-0.293298148680886,0.115352803646126,-2.54261829283883,0.0110025351161458,0.205618792703889,13511.2627597954,12413.4462494822,12375.1241602971,17226.2665170277,14292.8554968189,15954.7228852195
"96","SPT_1424",232.754557939948,0.587806191815743,0.21547594180134,2.72794348594924,0.0063730525537352,0.205618792703889,243.11801956497,357.105450755336,279.502181817131,129.246168615768,248.218450548218,139.337076338266
"97","SPT_1486",1042.22252126266,0.55513930392625,0.204953140024193,2.70861575412175,0.00675645387187704,0.205618792703889,837.783001218659,1701.43467988913,1324.88435790483,656.533073910531,1056.09925657779,676.600758075004
"98","SPT_1487",83.9999470432082,0.674355852967711,0.252629730354542,2.66934478385151,0.00759993907929776,0.205618792703889,81.3217068928122,147.449992569945,118.843447386812,45.8917555229901,86.6422893423023,23.8504905443879
"99","SPT_1621",283.540725684987,0.565053124204861,0.217628636689434,2.59640979606566,0.00942036371953628,0.205618792703889,275.307861876708,449.261696111551,340.024307801155,143.294665204438,301.296609784943,192.059213331124
"100","SPT_1630",193.535946206999,0.503458941613522,0.19833718742227,2.53839911797091,0.0111360903742691,0.205618792703889,192.291952756962,268.405064599978,243.188906226716,125.499902858789,191.237485485262,140.592365314287
"101","SPT_1709",97.5890264513786,0.669541362233381,0.248829206951291,2.69076677306794,0.0071288012984808,0.205618792703889,72.0035946446775,195.832021381958,129.847470292998,59.0036856724158,87.4228505075483,41.4245362086737
"102","SPT_1723",778.473979967497,0.529922147620219,0.203994602261648,2.5977263209177,0.00938432554904646,0.205618792703889,651.420756255964,1108.17885040849,1101.50269290924,465.473520304613,825.833712830233,518.434347096432
"103","SPT_1726",186.938256642401,0.637800194069658,0.244633676827196,2.60716432153446,0.00912955363625955,0.205618792703889,121.982560339218,426.222634772497,195.871607730115,125.499902858789,142.842693240012,109.210140913776
"104","SPT_1787",831.377366003253,-0.353040121302831,0.12927780982909,-2.73086403435796,0.00631685264205208,0.205618792703889,753.07288987198,710.755042309813,703.157063705302,893.484383039439,892.18141187614,1035.61340521684
"105","SPT_1855",2817.9056753134,0.320384018288835,0.123322619376749,2.59793393870483,0.00937865352066239,0.205618792703889,3300.30593806663,2778.5107974899,3368.33141158361,2568.06517640895,2321.38890544151,2570.83182288981
"106","SPT_1931",202.440933266076,0.598268584281185,0.223805126222012,2.67316747556402,0.00751387278887845,0.205618792703889,179.58543605496,334.066389416282,259.694940585996,115.197672027097,206.848708790181,119.252452721939
"107","SPT_2002",171.963696456478,0.518879357797827,0.192201590346404,2.69966214568076,0.00694099233425799,0.205618792703889,171.114424920292,216.567176587107,238.787297064242,118.007371344832,152.98998838821,134.315920434184
"108","SPT_2009",702.127590542662,0.411205465874733,0.161829215116782,2.54098412068545,0.011054093982687,0.205618792703889,759.002597666247,814.430818335556,868.217407298095,454.234723033677,689.235508912189,627.644488010208
"109","SPT_2016",109.524187719521,0.659457722023485,0.242659387012553,2.71762708272798,0.00657518995873322,0.205618792703889,99.1108302756149,157.817570172519,181.566377952073,55.257419915437,113.181368960665,50.2115590408166
"110","SPT_2209",369.824082806482,0.638909536406918,0.238234380423998,2.68185278409362,0.00732156714682419,0.205618792703889,243.11801956497,778.720273260022,433.558502503738,200.425217998365,343.446912708225,219.675570803573
"111","SPT_2241",734.432561831058,0.614727437996227,0.22606453264025,2.71925644777936,0.00654288592139078,0.205618792703889,650.573655142498,1166.92845682308,1005.76769362542,355.895246912984,844.567180796136,382.863137686227
"112","SPT_2242",854.239170932456,0.580072886181051,0.215513760892062,2.69158165947266,0.00711140863963587,0.205618792703889,729.354058694909,1352.39290060246,1134.5147616278,480.458583332529,942.917887617128,485.796833719901
"113","SPT_2243",812.933587012424,0.494109643194978,0.185156762585996,2.66860165566726,0.0076167725349953,0.205618792703889,789.498237751052,1143.88939548403,993.663268428619,510.428709388359,860.178404101056,579.943506921432
"114","SPT_2256",4088.62140498487,0.508540091830649,0.191084813440929,2.66133180692486,0.00778322154391943,0.205618792703889,3179.17047884088,6085.76805271109,5553.7303607522,2998.88573846151,3996.47316605935,2717.7006330842
"115","SPT_0280",21170.8095719279,0.362800983202536,0.144869852913066,2.50432354218132,0.0122685786255267,0.213150188435376,22275.3708797228,23753.2722405646,26171.9680800734,14432.4888287607,20909.672494609,19482.0849078368
"116","SPT_0402",7559.94642906532,0.50038396113091,0.198999930628733,2.51449314354013,0.0119203620434693,0.213150188435376,6408.31992337629,11215.4150598514,9799.08239795886,4701.56352500837,8401.17982154234,4834.11784665462
"117","SPT_0413",3607.28910788136,0.377316273515267,0.150560216949496,2.50608215875402,0.0122077249995179,0.213150188435376,4002.5527611306,4588.22906567259,3784.28347743745,2526.85625308219,3746.69359318064,2995.11949678471
"118","SPT_0641",419.968760451024,0.545248298827891,0.217664625259186,2.50499270691612,0.012245391832384,0.213150188435376,332.91073759245,680.804262569043,552.40194989055,260.365470110025,441.017058363971,252.313084180104
"119","SPT_1011",1521.29790557717,0.494286275928821,0.197766845934895,2.49933841838961,0.0124425426428874,0.213150188435376,1540.02982428263,2058.54013064447,1906.99716964208,865.387389862098,1766.40991695162,990.423002080108
"120","SPT_1157",469.90712808749,0.419246903384457,0.167512881180778,2.50277411760359,0.0123224160960717,0.213150188435376,428.633163414198,631.270280690077,582.112811737253,363.387778426942,432.430885546266,381.607848710206
"121","SPT_1879",21.5004207437885,0.632091038071153,0.253108649647972,2.49731109130516,0.012513912081844,0.213150188435376,21.1775278366698,56.4457002806821,19.8072412311353,8.42909795320225,15.6112233049193,7.53173385612249
"122","SPT_0867",1762.13777025107,-0.320684025413432,0.128910033876459,-2.48765759941354,0.0128587466411494,0.217228498585319,1670.48339575652,1424.96594382048,1563.67165496907,2206.5505308605,1875.68848008606,1831.46661601379
"123","SPT_0711",858.076421470602,0.383052434337186,0.154276625472552,2.48289352430345,0.0130320034486299,0.218365521200214,880.138056891999,1082.83588293553,990.362061556763,649.040542396574,882.034116727943,664.0478683148
