"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN90min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN90min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN90min.c","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC90min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC90min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC90min.c"
"103","SPT_2046",79.7761908097222,0.418701304441117,0.171150465898032,2.44639301590082,0.0144293613906471,0.266592958508752,96.4630682173162,81.2333425940724,131.172726556651,49.0470655234696,60.4544437241566,60.2864982426681
"104","SPT_1382",1312.53255989768,0.33052368043266,0.135523772888752,2.43886126682716,0.0147336234248552,0.267029384547613,1318.72072526355,1487.87495373081,1684.89105663284,1359.0783640213,1088.17998703482,936.450272702778
"105","SPT_1642",170.712842522244,0.389628876681117,0.159745548994184,2.43905936118008,0.0147255491069477,0.267029384547613,216.453714048612,198.243027781389,198.266822324133,139.230379550494,123.376415763585,148.706695665248
"106","SPT_RS06055",2783.42432896548,-0.30158374317336,0.124365195875859,-2.42498506957204,0.0153090163460003,0.274840170815458,2736.25727650582,2508.97386115682,2077.65537005821,2825.74383951344,3017.78712957729,3534.1284969813
"107","SPT_0002",4099.80851548242,0.25484432605392,0.105433825523038,2.4171021471495,0.0156446261332464,0.278240406837084,4605.5233179365,4750.67739823469,4154.55687387184,3570.94280278938,3665.51331233611,3851.63738772602
"108","SPT_1731",1493.99309752101,0.339868299252227,0.141328844606037,2.40480490871931,0.0161811014283213,0.285117000167551,1924.55584882353,1466.40914817486,1763.293146069,1113.84303640395,1072.14105298555,1623.71635266919
"109","SPT_1281",3390.17952750293,-0.258682561914976,0.108226041224863,-2.39020626632278,0.0168389127235608,0.293985788192074,3276.21518274665,3073.39827783377,2797.59763363063,3933.25822230147,3595.18875535086,3665.41909315422
"110","SPT_0922",499.948311071151,0.373964687091729,0.156908905212343,2.38332353785559,0.0171571079139151,0.296817966910731,502.313782058464,541.275018528379,732.004123485676,286.371576120903,468.830379901623,468.894986331863
"111","SPT_1657",201.722151173929,0.388367849992124,0.163855642559432,2.37018294839166,0.0177792853114093,0.304810630158666,212.924577406515,247.067212967464,268.376383069929,204.099079113793,118.441359133041,159.424295352833
"112","SPT_0045",1958.71672367536,0.286697133311781,0.12123316456792,2.36484079528551,0.0180378231202667,0.305125791045937,2091.60164988278,2182.3568981879,2284.21472107271,1499.89090697578,1692.72442427638,2001.51174165658
"113","SPT_0611",4238.42050969497,-0.265728278751354,0.112444707276038,-2.36319063109857,0.0181183470247981,0.305125791045937,4233.78759163562,3696.32753710437,3456.4767313922,5029.69746126161,4407.00557107525,4607.22816570079
"114","SPT_2147",9871.40807026898,0.330463592175532,0.140533404785419,2.35149495367395,0.0186981432473672,0.3121277771907,13475.4200784068,8327.46986126281,12102.5686904625,8189.27777901544,7111.41660461303,10022.2954078533
"115","SPT_0047",9763.87632941857,0.238836664436336,0.102392558360931,2.33255881344856,0.0196713127277501,0.317241594244987,10407.4239575439,11111.2902131654,10457.6325447923,8167.12749135968,9375.37383387482,9064.40993577539
