"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN210min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN210min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN210min.c","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC210min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC210min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC210min.c"
"1","SPT_0388",8634.45638498862,5.97083203146979,0.386343234482833,15.4547342843015,7.01000617216679e-54,1.39499122826119e-50,17496.863378764,17168.4863038086,16646.6956086535,299.566292634127,86.1780566200559,108.948669451357
"2","SPT_1865",2522.5575136288,3.18643784567637,0.271141694921076,11.7519286239023,6.90252276958865e-32,6.86801015574071e-29,5199.89030913782,3587.01434041396,4997.93440426853,436.533768678073,420.836176494606,493.136082779828
"3","SPT_1864",2129.14493772188,3.43372803251684,0.303573426752418,11.3110296551656,1.15723442065579e-29,7.67632165701675e-27,4029.43529490384,2977.90762051242,4833.54480923368,394.081860898371,249.916364198162,289.983676584816
"4","SPT_RS09270",587.777225903225,3.16636486492979,0.297658104047405,10.6375899794938,1.99215481845184e-26,9.9109702217979e-24,947.396988980368,963.788427918741,1302.84888005233,104.127320969082,119.212978324411,89.2887591744207
"5","SPT_1862",2314.67284449322,3.02506899092459,0.297706534385928,10.1612448553214,2.95281892770515e-24,1.17522193322665e-21,3432.21542083774,3525.53617769098,5580.24978568552,384.470108193532,519.940941607671,445.624632943898
"6","SPT_0745",436.008070388654,2.9117980206535,0.330480439456521,8.81080291905322,1.24252647135603e-18,4.12104612999751e-16,889.833627624599,633.697984990733,829.308703310144,92.9136094801037,58.8883386903716,111.406158235974
"7","SPT_0549",2474.15921713116,2.3694766194281,0.269619316580485,8.78823019611349,1.51934407619972e-18,4.31927815948207e-16,3489.77878219351,4617.95583838396,4493.31559761926,880.276351884776,706.660064284459,656.968668420967
"8","SPT_0548",4039.62324096915,2.09776868401467,0.275050712144721,7.62684331066521,2.40571696749019e-14,5.98422095663185e-12,7288.96063167428,6793.80988983348,5846.87171594105,1798.9997145889,1170.58526908909,1338.51222468811
"9","SPT_2058",2311.24099735282,2.42474516139147,0.335296963552357,7.23163471479765,4.77214380564634e-13,1.05517401924847e-10,3158.78945439784,5173.62384761091,3604.30321054024,913.11650695964,429.453982156612,588.158982451689
"10","SPT_0391",1049.86908379404,1.72288613129039,0.261176784981431,6.59662814753188,4.20613954423497e-11,8.37021769302758e-09,1786.86267541867,1465.54481752708,1645.53166771204,513.42779031678,466.79780669197,421.049745097727
"11","SPT_1589",551.423170180084,-2.04957207853988,0.315272248113729,-6.50095937971849,7.98093818513414e-11,1.44382427167427e-08,239.847338982372,179.232489784692,175.839616579567,688.041297788009,1166.27636625809,859.301911687774
"12","SPT_0084",279.833937647243,2.1253482435134,0.328950029303001,6.46100639667586,1.04008922196344e-10,1.72481462642271e-08,587.625980506811,401.499693475472,405.657906155652,92.1126300880338,113.46777454974,78.6396411077467
"13","SPT_1861",217.76309095413,2.06887669439524,0.330603787112656,6.2578735484668,3.90262043970362e-10,5.97401128846938e-08,426.928263388622,364.612795841683,286.2505386179,68.8842277180079,86.1780566200559,73.7246635385125
"14","SPT_1660",520.737133972456,2.06400949071526,0.34488082340012,5.9847035574972,2.16784321357781e-09,3.08143428215703e-07,1266.39394982692,577.421820652003,738.526389634182,188.230157136417,198.209530226129,155.640956359082
"15","SPT_0089",217.00710236361,2.23497563701388,0.376054467996027,5.94322319562893,2.79471491599649e-09,3.47592667677064e-07,407.740476270032,306.917904670885,391.75430856564,81.6998979911257,34.4712226480224,79.4588040359524
"16","SPT_1324",409.047500522586,1.78167851981017,0.299779614179101,5.94329445879438,2.79349968272746e-09,3.47592667677064e-07,661.978655591346,568.436550715568,705.812042363565,194.637992272976,135.012288704754,188.40747348731
"17","SPT_1858",1145.30664504833,1.71224504156339,0.291067010707573,5.8826489384729,4.03751728230117e-09,4.72627023045843e-07,2324.12071473918,1388.93356859536,1640.62451562145,524.641501805758,466.79780669197,526.721762836262
"18","SPT_1291",756.53272231454,1.98777542576374,0.342641101215284,5.80133387008583,6.5789457444541e-09,7.27339001747981e-07,1791.65962219832,785.028847078072,1136.00570897218,328.401550748642,238.425956648821,259.674648241205
"19","SPT_0945",1139.10346548161,-1.70605114139325,0.296806903020541,-5.7480170576598,9.02961317053964e-09,9.45733168914415e-07,412.537423049679,638.427074430962,458.818720470405,1408.92275065088,1972.04119565561,1943.87362863211
"20","SPT_0743",38.8823656076015,3.18996960376634,0.566068150186424,5.63531017019026,1.74743536651882e-08,1.73869818968622e-06,45.5709944066506,74.2467042116008,104.685911265975,0.800979392069859,1.4363009436676,6.55330342564556
"21","SPT_0952",5424.59985564378,-2.5644691973919,0.457630907621728,-5.60379370073418,2.09710292375045e-08,1.98725467536352e-06,1496.64739525,917.916260348517,1101.65564433803,2004.05043895879,14182.0355177739,12845.2938771935
"22","SPT_0552",3245.68682088931,1.52696535526616,0.273412816483463,5.58483459153612,2.33922746323339e-08,2.11593756901566e-06,4787.35288608814,5638.96624852947,4233.23653681786,1768.56249769025,1779.57686920415,1266.425887006
"23","SPT_0430",324.018561124592,1.76712088482733,0.321139686384726,5.50265494969162,3.74114171642825e-08,3.22342541900091e-06,530.062619151041,425.145140676618,579.861805371689,158.593919629832,100.541066056732,149.906815861642
"24","SPT_0432",150.332877200024,2.06222312603208,0.37523036963679,5.495885442397,3.88754824402119e-08,3.22342541900091e-06,285.418333389022,282.799548525715,179.928909988394,39.2479902114231,64.633542465042,49.9689386205474
"25","SPT_1380",2396.46523064844,1.47463089403118,0.269786697992414,5.46591401653407,4.60527546092133e-08,3.66579926689338e-06,3261.92381016026,3725.57666101268,3727.79987148682,1251.12981041312,1450.66395310427,961.697277713486
"26","SPT_0716",154.781846180792,-2.60089632762293,0.479228214665641,-5.42726043256362,5.72255994918272e-08,4.29494193218204e-06,33.578627457532,43.50762285011,15.5393149535431,104.127320969082,433.762884987615,298.175305866873
"27","SPT_1815",137.156037969334,2.24357406553492,0.413636696694197,5.42402084598795,5.82730814919171e-08,4.29494193218204e-06,187.08092440625,357.992070625362,157.846725580728,30.4372168986547,44.5253292536956,45.0539610513132
"28","SPT_1859",614.297599962357,1.89366785650078,0.356919224824642,5.30559220347729,1.12307781068575e-07,7.98187444023086e-06,1230.41684897957,835.630104088526,916.00172357728,198.642889233325,147.938997197763,357.155036697683
"29","SPT_1240",897.928864424401,-2.73788013370416,0.517214346103817,-5.29351158630586,1.19989635951945e-07,8.23377157049552e-06,134.314509830128,158.897405191706,141.489551945419,150.584125709134,2204.72194852976,2597.56564534026
"30","SPT_1238",1610.80298683573,-2.6226835762829,0.499470893483299,-5.25092374851388,1.51338323170855e-07,1.0038775437e-05,223.058025253606,364.13988689766,317.329168524986,360.440726431437,3801.88859788813,4597.96151601856
"31","SPT_1855",6851.01874478618,1.44442164410615,0.275958209720816,5.23420428610354,1.65697114304377e-07,1.06366857247003e-05,12824.6372153874,8343.05959045262,9320.31753739882,3324.86545648199,4051.8049620863,3241.42770690993
"32","SPT_0950",2310.01792304264,-2.35120166891398,0.454286120577889,-5.17559652917211,2.27183933561709e-07,1.41280008683688e-05,695.557283048878,399.135148755357,664.919108275293,918.723362704129,5420.59976140152,5761.17287407065
"33","SPT_1659",199.407346109761,1.99209715986526,0.385529695338153,5.16716918036099,2.37666120089321e-07,1.433198724175e-05,371.763375422676,252.060467164224,362.311396022085,96.918506440453,73.2513481270475,40.138983482079
"34","SPT_2055",273.849623594075,2.06531793035208,0.400875823790561,5.15201418440019,2.57703538781055e-07,1.50832365345382e-05,417.334369829327,510.74165954477,440.825829471566,76.8940216387065,152.247900028765,45.0539610513132
"35","SPT_1490",2921.95151550081,1.40815648539737,0.281656813351288,4.99954703258356,5.74651541081159e-07,3.26730447643287e-05,5199.89030913782,3172.27319650585,4551.38356402461,1442.56388511782,1459.28175876628,1706.31637945246
"36","SPT_0141",1434.79164509437,1.58550967702209,0.324616728095389,4.88425130252741,1.03822591837774e-06,5.43702520413608e-05,3031.67036473718,1483.04244845592,2078.99676904772,824.207794439885,624.790910495406,566.041583390135
"37","SPT_0949",376.528515188683,-2.33447110279862,0.477882573613134,-4.88503082493332,1.03412673910447e-06,5.43702520413608e-05,105.532829152244,85.1236099241283,87.5108789489008,128.957682123247,914.923701116261,937.122389867315
"38","SPT_1860",255.326077014362,1.63911440688824,0.334862021621011,4.89489491508642,9.83582723045341e-07,5.43702520413608e-05,472.499257795272,293.20354529422,420.37936242743,92.9136094801037,129.267084930084,123.69360215906
"39","SPT_0951",2561.69287315883,-2.18992571677861,0.456064996977679,-4.80178424411245,1.57258082213758e-06,8.02419445141997e-05,913.818361522836,516.416566873045,752.429987224194,965.98114683625,5960.64891622054,6260.86226027612
"40","SPT_0988",1056.57611932015,-2.01609428434016,0.422144119102701,-4.77584358779062,1.78955452975341e-06,8.90303378552322e-05,194.276344575721,564.180370219361,296.882701480851,956.369394131412,2928.61762413823,1399.13028137533
"41","SPT_1955",4379.37753353242,1.6215252710713,0.342750284730101,4.73092319193307,2.23501080048496e-06,0.000108479792511343,9118.99582810977,3627.68450959993,7553.7427847855,1947.9818815139,2358.4061495022,1669.45404768321
"42","SPT_1588",475.139849870682,-1.85468934450761,0.393016345397354,-4.71911503485295,2.36872849996001e-06,0.00011223261226001,278.222913219551,136.197775878605,134.12882380953,419.713201444606,1029.82777660967,852.748608262128
