"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC120min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC120min.b"
"367","SPT_1662",282.943372826175,0.402201962202793,0.219502582055926,1.83233362649155,0.0669017301426018,0.377165339686766,260.138961738915,288.661974679654,391.85312556639,247.490715015078,226.572087130836
"368","SPT_2200",566.00935228571,-0.299596635672762,0.163838748095059,-1.82860671944916,0.0674585453596907,0.379271006383696,439.291265577978,541.350876526888,572.787946078576,636.304253092744,640.312420152362
"369","SPT_0274",17382.285207181,0.429427928961344,0.235741448297862,1.821605543115,0.0685148592603638,0.380046230052795,19987.752583798,20576.5976601436,17565.152375323,9522.0646404807,19259.8587761598
"370","SPT_0278",4641.64109362954,-0.224409738050509,0.123088886849923,-1.82315190098454,0.0682803876634555,0.380046230052795,4541.38819526284,4253.59651442845,4249.38349888618,4655.91907622116,5507.91818334907
"371","SPT_0329",9741.43094444485,-0.183083439925703,0.10050286257581,-1.82167388304588,0.0685044830340207,0.380046230052795,9141.67577808922,9015.20300861228,9566.7993954243,10441.7176383208,10541.7589017776
"372","SPT_0563",907.683388266337,-0.235829877012216,0.129397825141612,-1.82251808911104,0.0683764115671752,0.380046230052795,854.041119671154,891.430292627745,797.147123513686,1013.16511459298,982.633290926125
"373","SPT_1152",13060.9125461022,-0.199282853007475,0.109235253371045,-1.82434559226555,0.0680998418171008,0.380046230052795,12188.4920139275,12541.4415382096,12258.0756113855,13291.3763541052,15025.1772128829
"374","SPT_2147",14225.2890437999,0.425419062036772,0.233837466555157,1.81929383816868,0.06886661296495,0.380975995252624,13200.8252376757,14098.8123742473,20228.5129332623,8723.34460565931,14874.9500681549
"375","SPT_1733",325.294252271093,0.367986236724084,0.202729255641224,1.81516099173826,0.0694991724122037,0.383450100588932,408.614501221974,290.416758720259,375.310513405276,296.004519947011,256.124968060945
"376","SPT_1296",1796.37904229918,-0.202912202922812,0.111862597425577,-1.81394145668583,0.069686739330122,0.383462403388357,1647.95578120454,1749.51968848398,1684.24470065343,1959.53586007677,1940.63918107716
"377","SPT_RS00055",51.4341758038387,0.736186233373451,0.407785086214745,1.80532897906366,0.0710232174763071,0.389779938881908,73.6242344544098,72.8235376851406,37.2208773625067,36.5611283545002,36.9411011626363
"378","SPT_0897",972.103701974437,0.289378050438812,0.160451280836611,1.80352596083972,0.0713056520811451,0.390294693534098,1168.17118667664,895.81725272926,1080.43935677276,798.720034821389,917.370678872135
"379","SPT_0090",273.667477141018,0.373526590457507,0.207565091588023,1.79956363374862,0.0719295676599991,0.390609646951543,255.230679441954,350.956808121159,297.767018900054,253.818602614896,210.564276627027
"380","SPT_0572",3520.19956035579,-0.269302418961803,0.149535040132487,-1.80093186669294,0.0717136195373999,0.390609646951543,3614.94991171152,3085.78773540529,3062.45107632625,4388.74159978443,3449.06747855148
"381","SPT_0735",239.697634970765,-0.324993552888283,0.180514084498328,-1.80037781423806,0.0718010015201998,0.390609646951543,227.00805623443,204.432340730575,222.291350914971,276.317758525357,268.43866844849
"382","SPT_1754",9448.91854026258,-0.20410687262208,0.113558883500683,-1.79736596847443,0.0722775396936337,0.391471805304,8961.29640367591,8964.31427143472,8799.63575645263,11002.0872402158,9517.25902953386
"383","SPT_1283",1170.49759210135,-0.229609750640711,0.127934883358167,-1.79473920336406,0.0726952613068753,0.392706254944974,1077.36796418286,1180.0922673074,1026.67586724914,1285.26428138512,1283.08758038223
"384","SPT_1818",503.215502942883,0.328656497879404,0.183283623644688,1.79315801021337,0.0729476620503381,0.393043522870181,593.902157932239,599.25874986688,451.820094650429,469.669879630887,401.426632633981
"385","SPT_0529",1270.64111256321,-0.314200843769296,0.175927302979318,-1.78596976392136,0.074104153915924,0.395499576147283,1058.96190556926,1159.03485882013,1258.27243750474,1692.35838364004,1184.57797728187
"386","SPT_1501",2477.41569551069,0.229761901195408,0.128713839255005,1.78505980806157,0.0742516163250563,0.395499576147283,2505.67811259841,2800.63532880685,2593.05445625464,2421.47165486344,2066.23892503012
"387","SPT_1561",373.642577853729,0.329336884235116,0.184564865093656,1.78439641839738,0.0743592726540807,0.395499576147283,419.658136390136,346.569848019645,455.955747690707,343.11212763454,302.917029533618
"388","SPT_RS08995",193.307588829866,0.550160704442448,0.307895935845385,1.78683977406808,0.0739633888091796,0.395499576147283,242.959973699552,214.083652953907,204.714825493787,94.2152153750582,210.564276627027
"389","SPT_1846",305.352949900185,-0.333294844030453,0.186407836903983,-1.78798729477307,0.0737780576672117,0.395499576147283,284.680373223718,255.321077908144,288.461799559427,307.957196524444,390.34430228519
"390","SPT_2023",751.19188968118,-0.294719411355785,0.165327843982936,-1.78263627139664,0.0746455314436519,0.396004114248502,669.980533535129,738.764081095041,654.467093624077,729.8163698456,962.931370306053
"391","SPT_0874",5274.17093369734,-0.17755288060809,0.0998335803687414,-1.77848856018474,0.075323649156569,0.39756283190036,4996.63137830594,5052.02325290409,4986.56365331583,5716.89489712387,5618.74148683698
"392","SPT_2028",43.4842808211542,0.85178339905935,0.478693298948314,1.77939277807045,0.0751753896554478,0.39756283190036,82.2137284740909,35.9730728324188,40.3226171427156,23.2022545326636,35.7097311238817
"393","SPT_0218",581.185541933069,0.319627834121902,0.180731038210958,1.76852762694151,0.0769727378095866,0.400237404589174,721.517497653216,616.806590272938,554.177507397322,445.764526476022,567.661587865844
"394","SPT_0644",654.467118126268,-0.26390530087445,0.14880295518693,-1.77352190716189,0.0761422650855172,0.400237404589174,600.03751080344,558.898716932946,657.568833404286,686.224255269081,769.606274221589
"395","SPT_1413",9787.87998694289,0.339937081210099,0.191866571878899,1.77173687881732,0.0764382448304546,0.400237404589174,10875.5264994906,9436.35117835767,11740.0850680907,6525.45831265609,10361.9788761195
"396","SPT_1563",1845.84429252939,0.328025669828513,0.185491028001672,1.76841798421408,0.0769910522119338,0.400237404589174,1914.23009581465,2029.4077429606,2080.2334792601,1248.70315303062,1956.64699158097
"397","SPT_1721",37.5707650511967,0.773837097710117,0.437356667438709,1.76935017874985,0.076835454361049,0.400237404589174,41.7203995241656,55.2756972790826,37.2208773625067,20.3898600438559,33.2469910463727
"398","SPT_2160",318.417008679644,-0.298594016133359,0.168786246651307,-1.76906603504383,0.0768828552085847,0.400237404589174,279.772090926757,317.615911349649,277.088753698661,364.205086300598,353.403201122554
"399","SPT_0799",190.877021089973,-0.355467002606313,0.201593025069183,-1.76329018568139,0.0778515597309326,0.403696433792731,171.789880393623,174.601012040277,167.49394813128,200.383107327549,240.117157557136
"400","SPT_0382",294.36957749071,0.344121668744846,0.196064316660477,1.75514685490047,0.0792341915768977,0.404816834688121,316.584208153962,363.2402964054,283.292233259079,229.210150837828,279.520998797281
"401","SPT_0617",7426.27040258789,-0.21665823169949,0.123253986072157,-1.75781926900644,0.0787782656310668,0.404816834688121,6509.60939634407,7140.21626122499,7269.44413154958,7486.59412920612,8725.48809461469
"402","SPT_0852",185.11573720736,0.375588595676441,0.214026337066516,1.75487092301035,0.0792813887790366,0.404816834688121,228.23512680867,176.355796080883,207.816565273996,161.712683106443,151.458514766809
"403","SPT_0939",159.50386153494,0.381406050405703,0.217314707939313,1.75508622505299,0.0792445601448513,0.404816834688121,173.016950967863,160.56273971543,194.375692893091,137.807329951578,131.756594146736
"404","SPT_1254",2782.82277118353,-0.252246858488702,0.14335957960745,-1.75953960788256,0.0784858989436553,0.404816834688121,2942.51523702791,2299.6444852139,2516.54487500948,3241.98774697309,2913.42151169325
"405","SPT_1366",381.648305436875,0.334625663897641,0.190907020684698,1.75282010424493,0.0796328911155463,0.404816834688121,393.889654331092,437.818618131146,413.565304027853,276.317758525357,386.650192168927
"406","SPT_1454",149.45679865556,0.453629669402374,0.258100866951986,1.75756739897647,0.078821144490831,0.404816834688121,152.15675120578,195.658420527546,156.120902270514,144.838316173597,98.5096031003634
"407","SPT_1466",556.942859220837,0.311774781586624,0.177773589629815,1.75377446242631,0.079469160564151,0.404816834688121,585.312663912558,590.484829663851,632.754915162614,408.50029949932,567.661587865844
"408","SPT_1322",711.737510828913,0.263891514381307,0.150851964932863,1.74934091510676,0.0802321074864971,0.406036225237368,789.006379236425,736.131905034132,766.129725711597,700.989326335321,566.43021782709
"409","SPT_1539",181.468957223264,0.465965815276154,0.266395715427589,1.74914906018003,0.0802652567047285,0.406036225237368,228.23512680867,184.252324263609,197.4774326733,108.980286441299,188.399615929445
"410","SPT_0347",81.3217828442384,0.576132054063175,0.330687124213044,1.74222705354564,0.0814687218811852,0.409123265951874,90.8032224937721,89.4939860708957,102.357412746894,80.8563415532216,43.097951356409
"411","SPT_0642",2086.48569228655,0.268956824665699,0.154355602269512,1.74244938772023,0.0814298403657921,0.409123265951874,2392.78761976832,2002.20859033121,2319.06744233618,1626.26711315306,2092.09769584397
"412","SPT_1065",3356.45853627746,0.288215178471211,0.165292202970991,1.74367074363328,0.0812165197009264,0.409123265951874,3695.93656961137,3778.05003942428,3377.79462064749,2438.34602179628,3492.16542990788
"413","SPT_0403",19544.9446152253,-0.209869083017707,0.120782731929379,-1.73757522838957,0.0822856878280602,0.410238766545196,19441.7061782611,17436.4116194795,18304.4003562728,22905.5469140944,19636.6580080187
"414","SPT_1577",765.683526709736,-0.302796516778795,0.174250476944873,-1.7377083959121,0.0822622085788502,0.410238766545196,613.535287120082,846.683299592297,638.958394723032,854.967924597543,874.272727515726
"415","SPT_RS08990",50.378548350066,-0.617290637661618,0.355148955955794,-1.73811756253186,0.0821901009133598,0.410238766545196,39.2662583756852,40.3600329339333,45.4921834430638,73.8253553312024,52.9489116664453
"416","SPT_0929",3952.87717372938,0.2714928932319,0.15746078708078,1.7241936755506,0.0846728854881249,0.415186118642916,4213.76035194072,4054.42852581969,4460.30180394039,2940.35843804846,4095.53674889761
"417","SPT_1239",548.918593303544,0.274535267779369,0.158941531092228,1.72727207226956,0.0841188123773011,0.415186118642916,592.675087357999,640.496174821116,537.634895236208,523.105374918234,450.681434184163
"418","SPT_1275",405.798188178981,-0.393068925800404,0.227226128860802,-1.72985795150872,0.0836556574745195,0.415186118642916,439.291265577978,276.378486395413,366.005294064649,404.281707766108,543.034187090753
"419","SPT_1330",3659.81405233824,-0.229233616401239,0.132980368401415,-1.72381547108724,0.0847411607656696,0.415186118642916,3120.44047029274,3496.40720090705,3651.78163456594,3689.86156931571,4340.57938660976
"420","SPT_1629",15.4835049553187,1.27883219238243,0.740968646435921,1.72589244974622,0.0843667633062338,0.415186118642916,18.4060586136025,22.8121925278754,18.6104386812534,2.81239448880771,14.7764404650545
"421","SPT_1654",1315.53911254328,0.202259828320271,0.117081719636937,1.72750988751673,0.0840761309890383,0.415186118642916,1338.73399649602,1408.21419258615,1417.49507955546,1216.36061640933,1196.89167766942
"422","SPT_RS08760",256.834959996759,0.35606576789259,0.206651129746671,1.72302841184117,0.0848833872334235,0.415186118642916,245.414114848033,265.849782151778,331.886156482352,204.601699060761,236.423047440872
"423","SPT_2257",68.3702286731445,0.70190397311028,0.406175841069918,1.72807907841436,0.0839740478406961,0.415186118642916,87.1220107710516,44.7469930354478,110.628718827451,46.4045090653272,52.9489116664453
"424","SPT_2024",552.995989020964,-0.317462858919353,0.184404500881518,-1.7215569978052,0.0851497986761287,0.415506918539883,531.321558645991,494.849099450835,481.803579192448,518.18368456282,738.822023252726
"425","SPT_0060",3020.226291429,0.220952270800391,0.128900623816377,1.714128793629,0.0865050747201808,0.419154565798721,3149.8901640745,2980.50069296895,3473.94855383396,2569.82546414804,2926.96658211955
"426","SPT_1064",25.0366152606713,-0.843386819250343,0.4917292339644,-1.71514476056431,0.0863186895806124,0.419154565798721,20.8601997620828,14.9156643451493,21.7121784614623,39.3735228433079,28.3215108913545
"427","SPT_1447",3609.01290606782,-0.183842534732355,0.107240906162919,-1.71429486480713,0.0864745857790427,0.419154565798721,3538.87153610863,3277.05919583133,3454.30420189264,3936.64918570859,3838.18041079791
"428","SPT_0870",3589.69228256679,0.32365882726301,0.189420563935275,1.70867840607635,0.087510536190769,0.423035746211919,4491.078301719,3582.39161889674,3634.20510914475,2477.71954463959,3763.06683843388
"429","SPT_0009",205.265454040335,0.345905791404088,0.202708567163972,1.70641920192886,0.0879300579855987,0.423613457012754,206.147856472347,214.96104497421,251.24092219692,168.040570706261,185.936875851936
"430","SPT_0539",3394.01013742053,-0.210381066509698,0.12348940923834,-1.70363651269602,0.0884490156740018,0.423613457012754,2905.70311980071,3209.500010268,3463.60942123327,3619.55170709552,3771.68642870517
"431","SPT_RS06210",903.101842337135,-0.265920117288058,0.156056605460676,-1.70399783144756,0.0883814923744565,0.423613457012754,711.700933059295,942.319029805313,850.910613037307,1008.24342423756,1002.3352115462
"432","SPT_2122",3485.42815196019,-0.189204013417323,0.110985992058324,-1.7047557976316,0.0882399785654382,0.423613457012754,3100.80734110489,3439.37671958736,3360.2180952263,3783.37368606857,3743.36491781381
"433","SPT_0598",256.557118622947,-0.37093115343227,0.218026952890664,-1.70130870754445,0.0888850337448719,0.424270074770622,279.772090926757,210.574084872696,200.579172453508,328.3470565683,263.513188293472
"434","SPT_2003",3755.15921276389,0.234049171901644,0.137617981898847,1.70071649556435,0.0889962360804495,0.424270074770622,3541.32567725711,3902.63970630729,4538.87921170568,3412.84071216815,3380.11075638122
"435","SPT_0199",808.185805770496,0.227042050402978,0.13398825992224,1.69449211844935,0.0901718081174399,0.426688154429599,865.084754839315,843.173731511086,864.351485418212,687.630452513485,780.68860457038
"436","SPT_0484",96.0229951156688,-0.505926337961762,0.300052923603359,-1.68612367407074,0.0917719810155493,0.426688154429599,85.8949401968114,100.02269031453,59.9669690840386,106.167891952491,128.062484030472
"437","SPT_0587",3208.84220490548,0.335520427977797,0.198524843429872,1.69006771233807,0.0910150010936445,0.426688154429599,2817.35403845541,3697.32997355641,3979.53213800801,2240.07221033534,3309.92266417221
"438","SPT_0636",149.339466089604,0.389179978651753,0.230717409944592,1.68682536244324,0.0916369371134265,0.426688154429599,150.92968063154,191.271460426032,151.985249230236,124.448456129741,128.062484030472
"439","SPT_0707",24.1843267029008,-1.02507465736012,0.605975898739582,-1.69160961598019,0.0907204318198121,0.426688154429599,14.724846890882,19.3026244466638,16.5426121611141,16.1712683106443,54.1802817051999
"440","SPT_0988",2505.56160556527,0.233520865054794,0.138345255521896,1.68795716321355,0.0914194522283234,0.426688154429599,2330.20702048207,2936.6310919538,2727.46318006369,2344.13080642123,2189.37592890558
"441","SPT_RS06650",403.27914047005,0.297566403602693,0.175572000657278,1.69483973804885,0.0901058268332057,0.426688154429599,373.02945456901,453.611674496599,480.769665932379,369.126776656012,339.858130696254
"442","SPT_1651",695.812964702562,-0.223494881435032,0.13228984993334,-1.68943332801156,0.0911364186194411,0.426688154429599,639.303769179125,673.837071592626,642.060134503241,743.175243667437,780.68860457038
"443","SPT_1705",1547.14357866901,-0.224933767080577,0.132938609269479,-1.69201233800043,0.0906436211917449,0.426688154429599,1478.6200419594,1302.0497581295,1567.41250226556,1650.17246630792,1737.46312468266
"444","SPT_RS09005",1007.99142074427,0.404761123276579,0.239200896669108,1.69213882101995,0.0906195080538863,0.426688154429599,893.307378046839,1083.57914507408,1372.0028961124,627.163971004119,1063.90371348393
"445","SPT_2131",650.09589535966,0.392179208907773,0.232171302829056,1.68918037728603,0.0911848682416184,0.426688154429599,770.600320622823,621.193550374452,760.960159411249,395.844524299685,701.880922090089
"446","SPT_0289",42.4282022318438,0.703020040386023,0.420943034204078,1.67010731443816,0.0948981332457694,0.428640379539231,65.0347404347287,34.218288791813,51.6956630034816,31.6394379990867,29.552880930109
"447","SPT_0344",74.3393222564712,0.518723779825368,0.310382318222254,1.67124139930526,0.0946740060654129,0.428640379539231,87.1220107710516,81.5974578881696,83.7469740656401,47.810706309731,71.4194622477635
"448","SPT_0737",304.795772789918,-0.335427864503471,0.199535159351199,-1.68104641605087,0.0927538991618033,0.428640379539231,269.955526332836,305.332423065409,250.207008936851,299.520013058021,398.963892556472
"449","SPT_0742",1531.73887161672,-0.247091436359478,0.147084436421211,-1.67992917790346,0.0929710960157501,0.428640379539231,1230.75178596288,1497.70817865705,1544.66641054403,1593.92457653177,1791.64340638786
"450","SPT_0888",1927.43228058378,-0.22120019838,0.132043244820482,-1.67521025918993,0.0938929853759793,0.428640379539231,1899.50524892377,1866.21282718427,1659.43078241176,2254.13418277938,1957.87836161972
"451","SPT_1061",9386.75125926855,0.275579035360426,0.164834840415244,1.67184943829957,0.0945540151965911,0.428640379539231,9264.38283551323,10781.393145482,10215.063009488,6865.05494717962,9807.86235867993
"452","SPT_1072",5001.16500429642,-0.208307839466233,0.124733947646337,-1.67001721180874,0.0949159582822722,0.428640379539231,4445.67669047211,5209.07642453831,4468.57311002095,5251.44360922619,5631.05518722453
"453","SPT_1121",397.797767931716,-0.306311674599593,0.1837332908369,-1.66715391208829,0.0954838043390748,0.428640379539231,419.658136390136,305.332423065409,367.039207324719,464.748189275474,432.210883602845
"454","SPT_1318",176.998965712847,-0.380580294930326,0.227917614144885,-1.66981519334612,0.0949559334190756,0.428640379539231,147.24846890882,140.382723248464,187.138300072603,224.288460482415,185.936875851936
"455","SPT_1332",3284.6156308043,-0.259881978533782,0.155894350242334,-1.66703910776627,0.0955066287905198,0.428640379539231,2693.41991045716,3107.72253591287,3328.16678416414,3182.22436408592,4111.54455940142
"456","SPT_1374",636.523816327877,-0.308105885721917,0.184176471422961,-1.67288407331007,0.0943501197305439,0.428640379539231,625.805992862483,461.508202679325,656.534920144216,682.708762158071,756.061203795289
"457","SPT_1382",512.161852620931,-0.3185251698746,0.190051655168802,-1.67599261154389,0.093739639832669,0.428640379539231,393.889654331092,572.05959723749,431.141829449036,589.899744027417,573.818438059617
"458","SPT_1446",18757.3747823774,-0.180593511445253,0.108047705867694,-1.6714238400063,0.0946379902744011,0.428640379539231,17072.2328994034,18856.0319083296,17491.744533858,19527.1580344141,20839.7065358819
"459","SPT_RS08780",301.403892021238,-0.284009984243246,0.170116995838475,-1.66949799955856,0.0950187265058446,0.428640379539231,255.230679441954,294.803718821774,281.22440673894,339.596634523531,336.16402057999
"460","SPT_1866",475.498390559396,0.31389420094077,0.188142529810092,1.66838514001916,0.0952392962403409,0.428640379539231,503.098935438467,432.554266009329,613.110563221291,435.921145765195,392.807042362699
"461","SPT_2019",104.106618643979,0.440581263696217,0.263582179324216,1.67151385129981,0.0946202251053938,0.428640379539231,107.982210533134,106.164434456651,134.408723809052,80.8563415532216,91.1213828678362
"462","SPT_1605",11175.3438560146,-0.192007076655786,0.115254380081036,-1.66594168933784,0.0957250290494821,0.428690660396923,9923.3197338802,10452.3711378684,11342.0284629639,11589.1745897544,12569.8253556064
"463","SPT_0535",1204.01313134055,0.224918976110061,0.135191588871275,1.66370539756154,0.0961713171091208,0.429759082286762,1243.02249170529,1381.01503995676,1210.71242754154,1160.81582525538,1024.49987224378
"464","SPT_RS00405",572.842939770675,-0.315616592050098,0.190019843534443,-1.66096648739156,0.0967201775360772,0.430352789940094,635.622557456405,485.197787227503,444.582701829941,596.930730249436,701.880922090089
"465","SPT_2018",679.553675181546,0.293201725652057,0.176417015251413,1.66198098995277,0.0965165861624472,0.430352789940094,677.34295698057,772.104977866551,753.722766590761,694.661438735504,499.936235734344
"466","SPT_1696",4292.46691165135,0.387849700942524,0.233666790870534,1.65984091918914,0.0969464594813296,0.430390932902931,4682.50131130046,4914.27270571653,4617.45661947097,2403.89418930839,4844.20973246037
"467","SPT_2013",1382.41441134124,-0.194921028831286,0.117503275871788,-1.65885612452177,0.0971447876586122,0.430390932902931,1357.14005510962,1260.81233317527,1303.76462094781,1520.09922120057,1470.25582627292
"468","SPT_2097",190.635412892968,0.377426372080815,0.227948225261991,1.65575481733636,0.0977714811738205,0.432241868693664,228.23512680867,226.367141238148,176.799167471907,181.399444528097,140.376184418018
"469","SPT_1690",278.462734117889,-0.382895389922044,0.23182237796879,-1.65167570653422,0.0986006775989176,0.434978255761536,197.558362452666,243.037589623903,305.004411720541,368.42367803381,278.289628758527
"470","SPT_0557",1057.39221917371,-0.237840850578794,0.144839616138496,-1.64209804554695,0.100569686670499,0.440844664663692,1116.63422255855,909.855525054106,935.691500363016,1203.0017425875,1121.77810530539
"471","SPT_1071",1357.6579368692,-0.23846262467212,0.145125053124615,-1.64315271235325,0.100351340917155,0.440844664663692,1138.72149289487,1340.65500702283,1317.20549332871,1362.60512982733,1629.10256127226
"472","SPT_1293",2423.09774017323,-0.191642307254507,0.116672181865627,-1.64257069843113,0.100471787426488,0.440844664663692,2192.77511616717,2231.20790763027,2453.47616614524,2568.41926690364,2669.61024401985
"473","SPT_1178",2748.98006182392,-0.179268430864788,0.109242235727912,-1.64101759425072,0.100793763009176,0.440892802676501,2499.54275972721,2712.01873475626,2619.93620101645,2954.4204104925,2958.98220312717
"474","SPT_1460",1581.12098750809,0.203607308818199,0.124280643931162,1.6382865615902,0.101361929665299,0.442442684551694,1629.54972259094,1755.6614326261,1619.10816526904,1368.22991880495,1533.05569824941
"475","SPT_1606",7219.39029371161,-0.200790738682594,0.122652893719695,-1.63706483062252,0.101616924137494,0.442621928506265,6383.22112719733,6489.19138216024,7565.14332392949,7914.07809150489,7745.31754376608
"476","SPT_0705",12488.9949491683,-0.214654608385795,0.131237362118367,-1.63562117464835,0.101918895935201,0.443004612793973,10918.473969589,13217.0333938429,11072.1771020857,14277.1206224323,12960.1696578916
"477","SPT_1394",360.384441811358,-0.287092072554938,0.176362382734724,-1.62785321962206,0.103556012706732,0.449176918847441,327.627843322124,308.84199114662,355.666161463953,362.798889056194,446.987324067899
"478","SPT_0504",4871.09597175085,-0.185419750422581,0.11432035724536,-1.62193116685792,0.104818087292877,0.45363511208471,4732.81120484431,4258.86086655027,4862.49406210748,5235.97543953775,5265.33828571443
"479","SPT_1130",4624.87635690376,-0.213220162090148,0.131537967106263,-1.62097808549754,0.105022338660501,0.45363511208471,3937.66947273668,4506.28541627569,4600.91400730986,5423.70277166567,4655.81011653093
"480","SPT_0038",2889.56689337877,0.193275582147648,0.119557191308538,1.6165952046236,0.105965687712005,0.456756266408623,3232.10389254859,2952.42414831925,2940.44931163803,2517.7961661051,2805.06094828285
"481","SPT_0249",3730.52062108931,0.213487412823159,0.132968487722937,1.6055489272616,0.10837305476081,0.457479659397992,3692.25535788865,4329.0522281745,3823.4112357375,3666.65931478305,3141.22496886284
"482","SPT_0469",2811.56375625528,-0.212388207837056,0.132172845027646,-1.60689745153501,0.108076865559805,0.457479659397992,2360.88378483807,2937.5084839741,2631.30924687721,3047.22942862315,3080.88783696387
"483","SPT_0653",1010.62108282656,-0.20712088377201,0.129188345772117,-1.60324743330457,0.108880037000055,0.457479659397992,963.250400778528,889.675508587139,1003.92977552761,1124.95779552308,1071.29193371645
"484","SPT_0657",39140.2169293791,0.282869547521586,0.176499149550524,1.6026680482141,0.109007961374195,0.457479659397992,42130.2410959618,41652.4313798395,42637.5489320115,27036.2513195307,42244.6119195521
"485","SPT_RS03760",936.966443414542,-0.262584503257757,0.163479020079845,-1.60622753384201,0.108223925757935,0.457479659397992,776.735673494023,1011.63299940924,814.72364893487,1115.11441481226,966.625480422316
"486","SPT_1068",666.509065481601,0.248883396126324,0.15500177709548,1.60568092050334,0.108344035501347,0.457479659397992,692.067803871452,769.472801805642,675.145358825469,655.287915892196,540.571447013244
"487","SPT_1118",1925.06990310369,-0.17877927197489,0.110957034408123,-1.61124774944238,0.107125734191701,0.457479659397992,1809.92909700424,1841.64585061578,1835.1960366236,2128.98262802744,2009.59590324741
"488","SPT_1128",664.273557165166,0.25778205181331,0.160661714125555,1.6045020633345,0.108603430019042,0.457479659397992,801.277084978827,618.561374313544,714.434062708115,614.508195804484,572.587068020862
"489","SPT_1515",1237.77125830055,0.215178455424507,0.133570643386828,1.61097116827789,0.107186006702668,0.457479659397992,1320.32793788242,1252.03841297224,1356.49419721136,1038.47666499225,1221.51907844451
"490","SPT_1714",262.025040455616,-0.331909018159949,0.206346384938611,-1.60850415798995,0.107724806282961,0.457479659397992,288.361584946438,210.574084872696,214.020044834414,286.864237858386,310.305249766145
"491","SPT_2029",15.5151967538343,1.22694517934213,0.761791276486889,1.61060544694127,0.107265745865114,0.457479659397992,29.4496937817639,21.0574084872696,9.30521934062668,4.21859173321156,13.5450704263
"492","SPT_2092",2742.61327006711,-0.171209994776449,0.106064004443495,-1.61421394256012,0.106481028787689,0.457479659397992,2580.52941762706,2642.70476515233,2608.56315515568,2879.18885791689,3002.08015448358
"493","SPT_2201",430.594805541654,-0.273751138896427,0.17037176607164,-1.60678700003214,0.108101100955958,0.457479659397992,347.260972509966,409.742073481454,433.209655969176,449.280019587031,513.481306160644
"494","SPT_0146",90.491812238714,-0.4924773007078,0.308183036889799,-1.59800262103297,0.110042393776926,0.458104049747403,62.5805992862483,93.8809461724101,75.4756679850831,89.9966236418467,130.525224107982
"495","SPT_0464",37675.1406655989,0.186608666457335,0.11656399854776,1.60091167755262,0.109396482793237,0.458104049747403,39338.6555395654,42532.4555762033,36916.9068640463,33158.8341216651,36428.8512265144
"496","SPT_0479",995.159267205681,-0.22052985242086,0.137930011692998,-1.59885328590931,0.109853205823364,0.458104049747403,952.206765610367,839.664163429874,1009.09934182796,1076.44399059115,1098.38207456905
"497","SPT_1757",2854.36661364652,-0.186099166244216,0.116388092424113,-1.59895365898841,0.109830899804959,0.458104049747403,2616.11446428003,2907.67715528381,2592.02054299457,3133.00746053179,3023.0134451424
"498","SPT_1658",608.40387550278,-0.215335209167098,0.134898879409445,-1.59627129676528,0.110428235590327,0.458787187623264,588.993875635278,565.91785309537,560.38098695774,667.943691091831,658.78297073368
"499","SPT_1084",278.570292584174,-0.360735733538648,0.226243216495292,-1.59445988757924,0.110833068150292,0.459546328663233,285.907443797958,245.669765684812,221.257437654901,383.891847722252,256.124968060945
"500","SPT_0570",5928.04787855948,-0.187672246217334,0.117799651623549,-1.59314771844212,0.111127056562789,0.45984376005682,5826.1310864923,5596.88369751219,5428.04461536556,6860.1332568242,5929.04673660312
"501","SPT_RS00940",12.4701445242756,1.13874882935041,0.716944594302037,1.58833588871537,0.112210406239086,0.462910462127874,20.8601997620828,10.5287042436348,16.5426121611141,7.03098622201927,7.38822023252726
"502","SPT_0295",76.4067572135886,0.547650248105749,0.34495773841681,1.58758649862212,0.112379873197695,0.462910462127874,116.571704552816,71.9461456648377,73.4078414649438,49.9200021763368,70.188092209009
"503","SPT_2115",2421.32881486141,0.174535383715742,0.109986365685181,1.58688199785892,0.112539372861441,0.462910462127874,2429.59973699552,2563.73948332507,2616.83446123624,2239.36911171314,2257.10128103708
"504","SPT_RS03275",118.580135174831,0.473461609280969,0.299025844431073,1.58334678456231,0.113342444989717,0.464367363730148,170.562809819383,103.532258395742,128.205244248634,111.792680930106,78.8076824802908
"505","SPT_RS06635",212.861583479558,0.39833196590246,0.251522303871337,1.58368446762567,0.113265541169063,0.464367363730148,256.457750016194,211.451476892999,236.766136555946,134.291836840568,225.340717092081
"506","SPT_RS06915",324.165625033572,-0.260523407049551,0.164745576664365,-1.58136814550302,0.113793886519654,0.464377813035826,304.313502411561,280.765446496928,316.377457581307,358.580297322983,360.791421355081
"507","SPT_1704",980.188102180347,-0.233358616479207,0.147563557718052,-1.58141088550523,0.113784120123305,0.464377813035826,975.52110652093,792.284994333517,981.18368380608,1085.58427267978,1066.36645356143
