"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.b","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.KAN120min.c","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC120min.a","X.ExpOut.181028_NS500751_0095_AH5NC2BGX9.Out.Rep.Bams.W19F.NDC120min.b"
"39","SPT_0242",700.387501066133,0.670056728668906,0.154075724411861,4.34887930091942,1.3683499205976e-05,0.00069876052980835,720.290427078976,899.326820810471,846.774959997028,504.824810740984,530.720486703208
"40","SPT_1012",327.763269021975,0.756957893763517,0.174162434548484,4.3462753361592,1.38468737178069e-05,0.00069876052980835,375.48359571749,384.29770489267,413.565304027853,213.038882527184,252.430857944681
"41","SPT_1859",1415.90577975832,0.624656770287148,0.143552190969928,4.35142623784826,1.35254824742891e-05,0.00069876052980835,1501.93438286996,1636.33611786491,1806.24646534165,1152.37864178896,982.633290926125
"42","SPT_0726",593.270380467139,0.835723447764723,0.194108514749445,4.30544455426633,1.66650728441519e-05,0.000820953231298818,700.657297891133,733.499728973223,721.671455528603,319.206774479675,491.316645463063
"43","SPT_1861",472.850615057938,0.812114695018825,0.189226641925792,4.2917566297948,1.77265174958914e-05,0.000852934062767425,576.723169892877,539.596092486283,600.703604100456,382.485650477848,264.744558332227
"44","SPT_0933",23466.2460862106,0.500237854715209,0.117156662825357,4.26981993726557,1.95630840122865e-05,0.000919909564123201,24840.8167049179,28080.054217774,26820.7438794663,17675.8993621564,19913.7162667385
"45","SPT_RS08360",566.662730087691,0.826636342342982,0.197521365656119,4.18504772684765,2.85106192004281e-05,0.00131085491390413,677.34295698057,695.771872100199,682.382751645957,303.738604791233,474.077464920499
"46","SPT_0435",166.504781838967,1.09339658939679,0.266485433591718,4.10302572512081,4.07781888383563e-05,0.00183413201535998,161.973315799702,243.914981644206,229.528743735458,114.605075418914,82.5017925965544
"47","SPT_1079",7590.37373273612,0.551909563578654,0.135160427842868,4.08336650295516,4.43879331547379e-05,0.00195401348291814,8265.54738808174,8704.60623342506,9113.9453875138,5252.8498064706,6614.91984818941
"48","SPT_RS04175",343.933484127475,1.03800348127937,0.255920952720504,4.05595348972068,4.99301951800455e-05,0.00215219945473988,441.745406726459,367.627256506915,485.939232232727,149.76000652901,274.595518642263
"49","SPT_0987",2379.5301474702,0.508041692762879,0.126775534150558,4.00741117887564,6.13879363436138e-05,0.00259207429173341,2558.44214729074,2658.49782151778,2880.48234255399,1769.69923208225,2030.52919390624
"50","SPT_1485",1811.78845149581,-0.749223666134354,0.19105680341593,-3.92147074973978,8.80101333778779e-05,0.00364185931917659,1326.46329075362,1538.06821159098,1404.05420717456,1859.6958557241,2930.66069223581
"51","SPT_1731",564.215200308248,0.630427328798459,0.163628321235806,3.85280081123575,0.000116774382796762,0.00473737643150001,743.604767989539,593.994397745062,633.788828422684,401.4693132773,448.218694106654
"52","SPT_1860",610.349890597971,0.688450485232501,0.178926099293483,3.84768062317879,0.0001192413595275,0.00474443024735378,725.198709375937,672.959679572323,764.061899191458,518.886783185022,370.642381665117
"53","SPT_1080",1577.20706753888,0.511957169761313,0.133681422872039,3.82968073470733,0.000128309617920607,0.00500891697127805,1641.82042833334,1796.02146556003,1933.41779633021,1186.12737565465,1328.64827181615
"54","SPT_0632",764.066437536777,0.525509404046421,0.13833148368613,3.79891395684575,0.000145331531971377,0.00556835073423664,901.89687206652,843.173731511086,868.48713845849,644.038337936965,562.736107710826
"55","SPT_1588",2234.55998263981,-0.544920538307875,0.14459954493827,-3.76848031257985,0.00016424443644288,0.00617857707273307,2028.34765921899,1905.6954680979,1732.8386238767,3054.26041484517,2451.6577471603
"56","SPT_0279",3872.10621619456,-0.434618381960286,0.117071178466301,-3.71242852129818,0.000205280044871767,0.00745941994636656,3684.89293444321,3203.35826612588,3297.14938636205,4547.64188840206,4627.48860563957
"57","SPT_0551",4559.63447982851,1.67601740366192,0.452030852300822,3.70775002443096,0.000209108920681131,0.00745941994636656,6720.66553511337,4690.5377405393,7450.37895206176,1271.90540756329,2664.68476386483
"58","SPT_0743",107.607994685789,1.0896288005133,0.293878565766922,3.70775186570599,0.000209107400676058,0.00745941994636656,174.244021542103,127.22184294392,108.560892307311,63.9819746203754,64.0312420152362
"59","SPT_0391",1611.9577570755,0.492114271743982,0.133766023417142,3.67891830206652,0.000234225278164443,0.00809330184437642,1797.65839126184,1743.37794434186,1924.11257698958,1184.72117841025,1409.91869437395
"60","SPT_0436",402.964795128746,0.63542014053784,0.172743630777158,3.67839982104777,0.000234701841789553,0.00809330184437642,490.828229696065,410.619465501757,509.719237214328,314.285084124261,289.371959107318
"61","SPT_1855",9244.45444256756,0.866558722576959,0.237272205846565,3.65217122454423,0.000260032402766519,0.00881978756268734,10244.8122243311,9862.76370022488,13735.5376600251,4314.91624445323,8064.2423838035
"62","SPT_0029",717.830908012767,0.709100802156972,0.195502858040326,3.6270610530446,0.00028666552994611,0.00954488257599681,742.377697415299,1051.11564032287,756.82450637097,570.916081227965,467.920614726726
"63","SPT_1324",2062.11905151692,0.441822803009202,0.121932416655893,3.62350566917799,0.000290636830491928,0.00954488257599681,2121.60502286124,2454.94287280751,2338.71179427751,1702.20176435087,1693.1338032875
"64","SPT_0047",7911.19766675569,0.507986107176314,0.141849892725027,3.58115256499371,0.000342081817446214,0.0110588637546284,8346.53404598159,8438.75645127328,10142.6890812831,5766.81489930021,6861.19385594031
"65","SPT_2137",1735.05102743957,0.435560729328115,0.122603653381903,3.55259176471168,0.0003814559452597,0.0121420361652664,2033.25594151595,1877.6189234482,1898.26474548784,1352.76174911651,1513.35377762933
"66","SPT_1241",4686.58189546973,0.379158554528415,0.107492601907879,3.52729906801729,0.000419822272202725,0.0131607921392036,5356.16305655831,4920.41444985866,5215.05848379122,3893.76016975427,4047.51331738618
"67","SPT_1682",2005.13759592334,0.416370005493236,0.118648011491702,3.50928768428923,0.000449308625864735,0.0138749186106588,2261.49106832462,2173.30003429028,2248.76134065145,1571.42542062131,1770.71011572903
"68","SPT_1353",812.671004089583,0.530077015025286,0.151907051811652,3.48948260599858,0.00048395655281684,0.0147250898202653,971.839894798209,897.572036769865,907.775842341136,569.509883983561,716.657362555144
"69","SPT_0761",2688.79551873098,0.541708681504006,0.15611443230783,3.46994620225664,0.000520562619747197,0.0156093342066225,2827.17060304934,3011.20941367955,3378.82853390756,1823.1347273696,2403.63431564887
"70","SPT_2088",1132.00598309048,0.588065387295955,0.171196045521326,3.4350407189908,0.000592464798463387,0.0175115666860107,1403.76873693075,1101.12698548014,1414.39333977526,769.189892688908,971.550960577334
"71","SPT_1478",21461.8100264451,-0.337120707119143,0.0984765458791943,-3.42336039621764,0.000618520131425844,0.0180241993228179,19625.7667643972,19817.6535625816,18807.9161139267,24304.7131722762,24753.0005190438
"72","SPT_RS06055",3553.4186762848,0.786923756053518,0.230995037590223,3.4066695296264,0.000657606967901615,0.0188970668970617,3614.94991171152,4260.61565059088,4935.90190357242,1742.98148443858,3212.6444311106
"73","SPT_0002",3199.63063253452,0.460340226483683,0.135415425639687,3.3994666730846,0.000675174074972599,0.0191360980975111,3115.53218799577,3867.54402549518,3792.39383793541,2623.26095943539,2599.42215181084
"74","SPT_0877",12171.6665436548,-0.347175792704871,0.102265452983197,-3.39484921424946,0.000686664071174795,0.0191987562602791,10779.8149946998,11492.9580739477,10657.5778847978,13959.3200451971,13968.6617196315
"75","SPT_1774",170.136901006981,0.750903324799893,0.223288377406371,3.36293063491296,0.0007711973900134,0.021274765332503,218.418562214749,204.432340730575,188.172213332673,134.99493546277,104.666453294136
"76","SPT_0135",2944.37422901961,0.37838588700621,0.112694018758965,3.35763948409294,0.000786110696384024,0.0214008293528756,3087.30956478825,3210.37740228831,3433.62593669125,2524.12405370492,2466.43418762535
"77","SPT_1027",855.05024323922,0.925274101175783,0.27964464824086,3.30874953980467,0.000937136303913286,0.0251809741921635,1008.65201202541,1063.39912860711,1088.71066285332,327.643957946098,786.845454764153
"78","SPT_1479",6153.93153987203,-0.449950192227211,0.137720364964303,-3.26712895615573,0.00108644179197391,0.028818564969154,4975.77117854386,5903.0935125979,5226.43152965199,8027.2769696794,6637.08450888699
"79","SPT_1277",7541.95557708148,-0.386382799429551,0.118487815683018,-3.26094963606395,0.00111039761124875,0.0290811728819451,6553.78393701671,7020.89094646379,6577.75616056299,9437.69280581647,8119.65403554746
"80","SPT_0611",4284.04625095037,-0.399352064286581,0.122685152555582,-3.25509693689835,0.00113353668590288,0.0293160925391633,3574.4565827616,4142.16772784998,3678.66337932775,4786.69541995072,5238.24814486183
"81","SPT_RS08605",270.248998736558,0.841205471328234,0.259038944100309,3.24740928144955,0.00116460784279841,0.029747822552468,382.846019162931,284.275014578139,315.343544321238,133.588738218366,235.191677402118
"82","SPT_2168",3614.13709955799,0.720698095673668,0.222987071220288,3.23201740679258,0.00122919568117539,0.0310147056628278,4990.49602543474,3819.28746437852,4052.93997947295,1866.02374332391,3341.93828517983
"83","SPT_2021",2966.61594816646,-0.400336108978032,0.124268346958525,-3.22154529915525,0.00127501305179653,0.031783156676711,2605.07082911187,2515.48292220841,2767.7857972064,3212.45760484061,3732.28258746502
"84","SPT_0744",291.816093844626,0.728402691641202,0.226362487212235,3.2178595517828,0.00129151041716654,0.0318111315847329,338.671478490285,380.788136811458,323.614850401795,255.927898481502,160.078105038091
"85","SPT_0019",80.1624776456543,1.33357855590209,0.416652785556329,3.20069516425159,0.00137096489436483,0.0333708984287158,105.528069384654,107.041826476954,106.493065787172,63.2788759981734,18.4705505813181
"86","SPT_0864",838.001744211748,0.414812333023358,0.13082004983501,3.17086206240188,0.00151987295396102,0.0361450246177626,887.172025175638,923.016405358649,982.21759706615,688.333551135687,709.269142322617
"87","SPT_1955",20682.4572562577,0.720000660418789,0.22683557646792,3.17410818721645,0.00150297658249349,0.0361450246177626,23456.681097175,26729.7478985278,23426.4066466577,10124.6201597078,19674.8304792201
"88","SPT_0569",5762.17907621824,-0.711620222309087,0.226673197962946,-3.13941052009781,0.00169288106599932,0.0370159078721136,6201.61468220979,3228.80263471467,4344.50351881259,6995.12819228697,8040.84635306717
"89","SPT_1056",3659.96088354004,-0.358851072668493,0.11434763726868,-3.13824650198334,0.00169961877614828,0.0370159078721136,3369.53579686349,3052.44683863378,3444.99898255201,4276.94891885432,4155.87388079658
"90","SPT_1135",908.627637905366,0.616295735559021,0.195970785627754,3.14483474455052,0.00166180672542388,0.0370159078721136,1186.57724529024,992.330374962578,984.285423586289,546.307629450897,833.637516236826
"91","SPT_1202",166.829821453045,-0.722482532008879,0.230035307496948,-3.14074626139062,0.00168517964506887,0.0370159078721136,105.528069384654,137.750547187555,153.019162490305,213.741981149386,224.109347053327
"92","SPT_1249",1289.60361541614,0.43339389241185,0.137377870625221,3.1547576799628,0.00160631459461105,0.0370159078721136,1354.68591396114,1606.50478917461,1355.46028395129,1088.39666716858,1042.9704228251
"93","SPT_1399",2069.73028336493,0.431007893370225,0.136656454185967,3.15395197349183,0.0016107559126998,0.0370159078721136,2358.42964368959,2151.36523378271,2418.32311530287,1875.16402541254,1545.36939863695
"94","SPT_1781",416.706670267906,-0.546619296153215,0.173667394832986,-3.14750674229261,0.00164669308295464,0.0370159078721136,332.536125619084,338.673319836919,382.547906225764,458.420301675657,571.355697982108
"95","SPT_2260",1691.34689689072,0.512573092135899,0.163053042410942,3.14359722797483,0.00166884965360908,0.0370159078721136,1730.16950967863,1812.69191394579,2217.74394284936,1198.78315085429,1497.34596712552
"96","SPT_1803",974.282848436529,0.51917522877452,0.165739685758276,3.13247383328405,0.00173339877858043,0.0373583549258636,1056.50776442078,1284.50191772344,981.18368380608,709.426509801744,839.794366430598
"97","SPT_0994",809.993784019277,0.416431892614516,0.133157467694221,3.12736416383945,0.00176381304355627,0.0374367035605559,844.224555077232,942.319029805313,912.945408641485,660.912704869812,689.567221702544
"98","SPT_2005",270.242014597343,0.681368756459229,0.217982213423863,3.12579978777589,0.00177322230494658,0.0374367035605559,251.549467719233,327.267223572981,374.276600145207,186.321134883511,211.795646665781
"99","SPT_1099",226.094267272598,0.61959063123805,0.199081435632674,3.11224715287497,0.00185668986091396,0.0388029426487978,234.370479679871,270.236742253293,282.258319999009,158.900288617636,184.705505813181
"100","SPT_1722",59.2847994904444,1.15855749627273,0.375501895909404,3.0853572482421,0.00203307792267433,0.0420643822201318,98.1656459392131,62.2948334415058,67.204361904526,28.1239448880771,40.6352112788999
"101","SPT_0080",37209.5199768924,-0.308520110099288,0.100366677133278,-3.07392970367645,0.00211259205344431,0.043002893763189,34964.1489423992,32637.2283712272,34309.3776221506,42760.3489064546,41376.4960422302
"102","SPT_RS07625",149.142038177451,0.666936479574702,0.217039248750833,3.07288420602839,0.00212000732906973,0.043002893763189,171.789880393623,171.091443959065,181.968733772255,107.574089196895,113.286043565418
"103","SPT_0044",805.856877086622,0.419665801210727,0.137078366238686,3.06150279381058,0.00220228936754436,0.0442382204024203,873.674248858996,851.947651714115,964.641071644966,692.552142868898,646.469270346135
"104","SPT_1732",554.269191117519,0.47849684147324,0.156953799630778,3.04864770778959,0.00229873876037134,0.0457316393770029,638.076698604885,583.465693501428,655.501006884146,487.950443808137,406.352112788999
"105","SPT_0440",4809.07699547067,0.429673208739114,0.142863924829976,3.00756968038273,0.0026334574425296,0.0515797199080292,5507.09273718985,5588.98716932946,4984.49582679569,3483.85367301055,4480.95557102778
"106","SPT_1082",764.300253483993,0.391543081619869,0.130415656704542,3.00227052114542,0.002679739256113,0.0515797199080292,857.722331393874,811.587618780181,865.385398678281,653.881718647792,632.924199919835
"107","SPT_1242",15105.8092145276,0.422257159825564,0.140845069972039,2.99802584435075,0.00271734628804987,0.0515797199080292,16116.3449220703,17733.8475143622,16581.9008649967,10902.9503344853,14194.0024367236
"108","SPT_RS09220",351.693058935953,0.54640321279531,0.18203524850558,3.00163411911162,0.00268534717905352,0.0515797199080292,374.25652514325,431.676873989026,403.226171427156,307.957196524444,241.34852759589
"109","SPT_2245",1622.94425597504,0.355713770984629,0.118551490548239,3.00050019902438,0.00269536577581085,0.0515797199080292,1827.1080850436,1803.91799374276,1705.95687911489,1444.16457000276,1333.57375197117
"110","SPT_1444",26865.0248254329,-0.303227563582804,0.101615006906491,-2.98408249739965,0.00284430072313299,0.0533090215718782,23481.2225086598,25012.691714795,25205.7713672375,30853.373739465,29772.0647970073
"111","SPT_1663",288.551488025688,0.560073005390303,0.187792723890034,2.98239992364276,0.00285998134097558,0.0533090215718782,304.313502411561,341.305495897828,349.462681903535,248.19381363728,199.481946278236
"112","SPT_0446",1136.91358792432,0.539906174746493,0.181270952386961,2.97844838148117,0.00289711823463855,0.0533118193797713,1335.0527847733,1282.74713368284,1275.84896292592,712.238904290552,1078.68015394898
"113","SPT_0876",8887.53388484908,-0.403688057470585,0.135606262237197,-2.97691309243869,0.00291166534070283,0.0533118193797713,8896.26166324118,7296.3920408389,7423.49720729995,11055.5227355031,9765.99577736228
"114","SPT_1823",2459.78277313187,0.424274770327172,0.143495572187755,2.9567098403011,0.00310940574064145,0.0564329866437471,3126.57582316394,2396.15760744722,2695.41186900153,2045.31389198541,2035.45467406126
"115","SPT_1768",362.166950612975,0.675550617583769,0.229108574662532,2.94860468919083,0.00319212003145549,0.0574304030007079,414.749854093175,402.72293731903,456.989660950777,198.976910083145,337.395390618745
"116","SPT_0811",548.04044385382,-0.460066304198944,0.156308403750219,-2.94332417938405,0.00324708204429405,0.0577300390443218,506.780147161187,504.500411674167,418.734870328201,673.568480069446,636.618310036099
"117","SPT_2208",11928.6543746867,0.561975044938429,0.191040095009405,2.94166020442338,0.00326457929830143,0.0577300390443218,14634.0436683882,11957.0984526879,14501.6673857366,11359.2613402943,7191.20102632653
"118","SPT_RS01445",49.9507629701558,1.14797801134012,0.393256386075567,2.91915923552105,0.00350976889674727,0.0612568818845168,69.9430227316893,45.6243850557507,76.5095812451527,28.1239448880771,29.552880930109
"119","SPT_1385",690.618366099113,0.554779383707736,0.190125406807632,2.91796553139823,0.00352323293584219,0.0612568818845168,836.862131631791,749.292785338675,785.77407765292,430.999455409781,650.163380462399
"120","SPT_1426",143738.721071615,-0.306919609604098,0.105743684502502,-2.90248643262319,0.00370213195526052,0.0638309251286167,122702.149141719,136306.359922137,134857.442163922,161541.830141248,163285.823989046
"121","SPT_1365",10393.1704700087,0.519926204384963,0.179770122884358,2.89217249253047,0.00382587832693692,0.0654193575077065,10160.1443547086,14510.3092317693,10799.2240014273,7260.8994714793,9235.27529065907
"122","SPT_0220",10373.8873573903,0.401161037215767,0.139428428393216,2.87718252180548,0.00401243436564071,0.0670455468015123,11311.1365533458,11692.1260625564,11460.9284878719,7530.88934240484,9874.35634077268
"123","SPT_1011",1883.61847017255,0.321935695069189,0.111735166234452,2.88123878917115,0.00396115414541102,0.0670455468015123,2079.88462333708,2046.07819134636,2015.09694387571,1592.51837928736,1684.51421301621
"124","SPT_2252",220.91315637305,0.595063884142633,0.20685429077503,2.87672971110766,0.00401819613503505,0.0670455468015123,258.911891164674,228.999317299057,277.088753698661,151.166203773414,188.399615929445
"125","SPT_1000",948.273849082635,-0.354944239789138,0.124034485049545,-2.86165770468881,0.00421431780987918,0.0697553883891202,879.809601730197,821.238931003513,859.181919117864,1102.45863961262,1078.68015394898
"126","SPT_0894",1472.6563031984,0.437688854437193,0.154252304414085,2.83748664954938,0.00454702483333988,0.074665034763335,1658.9994163727,1635.4587258446,1643.92208351071,1394.24456782642,1030.65672243755
"127","SPT_1380",6390.54523842563,0.325041923477197,0.11502384927397,2.82586546641292,0.00471530636085381,0.0768186524457207,6617.5916068772,7511.35308581312,6725.60575675295,5693.69264259121,5404.48310009369
"128","SPT_0816",288.045365758891,-0.549440141413249,0.196232868961715,-2.79993940016463,0.00511122009237648,0.0826180810244292,285.907443797958,223.734965177239,221.257437654901,381.782551855646,327.544430308708
"129","SPT_0746",34186.9686301879,-0.316398445450851,0.113520800954482,-2.78714070717063,0.00531753845055256,0.0852867213503353,29193.2360317477,32860.0859443842,31343.0804790109,36846.5863951142,40691.8543006826
"130","SPT_1963",683.20819437986,-0.369777679234531,0.133330632630878,-2.77338876999294,0.00554758016208807,0.0882918719643093,627.033063436724,617.683982293241,591.398384759829,812.782007265428,767.14353414408
"131","SPT_0309",2139.24661488061,0.329508326023813,0.119856584864802,2.74918834368172,0.00597430465012651,0.094357529168792,2238.17672741406,2367.20367077722,2385.23789098064,1964.45755043218,1741.15723479892
"132","SPT_0758",74.7198697088754,0.835537810134338,0.304733604281425,2.74186305151534,0.00610918065933841,0.095036802888505,84.6678696225713,84.2296339490783,102.357412746894,45.7014104431253,56.643021782709
