"","Gene","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN180min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN180min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.KAN180min.c","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC180min.a","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC180min.b","X.ExpOut.181128_NS500751_0106_AH52K7BGX9.Out.Rep.Bams.W19F.NDC180min.c"
"1","SPT_0388",3909.60559792719,5.62401745525715,0.244838661577453,22.9702997844482,9.23721111361964e-117,1.89639944162611e-113,6061.63227713616,9399.22707834873,7575.61444967761,179.607686968261,98.3870952659624,143.165000166394
"2","SPT_1864",1734.44287172577,3.1814749404173,0.195619816634644,16.2635616122639,1.79021955713882e-59,1.837660375403e-56,3068.24894109833,3313.87172850022,3010.48506078485,409.505526287636,326.785709276232,277.760264407335
"3","SPT_RS09270",469.348920084947,3.28311871067399,0.210343622148577,15.6083587281527,6.38586935853633e-55,4.37006326435836e-52,874.397177336462,822.422618850232,871.084759718053,76.6326131064582,80.8179711113263,90.7383803871512
"4","SPT_2058",1108.5670380742,2.57119240833594,0.184863331492779,13.908612311449,5.61584540090685e-44,2.88233265201544e-41,1725.21789341078,1965.44185137177,2026.48190628853,268.214145872604,326.785709276232,339.260722225293
"5","SPT_0400",316.216809687359,-4.08313301172121,0.316044018338488,-12.9195073306153,3.49371294322231e-38,1.43451853448708e-35,40.5349684857962,25.2213069960394,28.2295986945665,375.97875805356,780.069112465845,647.267113428345
"6","SPT_0945",625.639435090258,-2.43381936253054,0.191266771712997,-12.7247369772235,4.30923445355128e-37,1.4744763888568e-34,169.998694363901,198.650294278083,211.721990209249,981.855355426495,1004.95390164519,1186.65637461863
"7","SPT_1862",1580.59933971215,2.73232131625711,0.221019657861779,12.3623452442672,4.1778725920777e-35,1.22531034736222e-32,3000.41491220373,3205.18609629049,2066.80990442362,368.79445057483,467.338702513321,375.051972266892
"8","SPT_0401",238.333888159549,-3.45027344760311,0.280180220459189,-12.314479023353,7.57024485034813e-35,1.94271408472059e-32,30.6080374280502,31.9816573248747,56.4591973891331,392.742142170598,537.615199131866,380.597095512773
"9","SPT_1865",2170.73510811634,2.74470274952781,0.227720807406248,12.0529291143401,1.87178013952446e-33,4.20251357044391e-31,3369.36584984996,4013.04796058631,3990.45541546766,648.982442245318,618.433170243192,384.125810305607
"10","SPT_2255",834.973422954767,-3.81672536483051,0.316857651153672,-12.0455521617796,2.04701099388403e-33,4.20251357044391e-31,94.3058450485872,74.3638536171883,137.115193659323,1391.36088171413,2322.6382132429,990.056550446472
"11","SPT_0549",1778.73631574429,2.27195497197484,0.198933308410633,11.4206866116414,3.29619450427401e-30,6.15189756115867e-28,3450.02216469415,3046.83789051123,2371.28629034359,608.271366532512,650.057593721537,545.942588662693
"12","SPT_1181",775.705905220529,-2.72499097980822,0.246284784074898,-11.0643903156418,1.86728360385915e-28,3.19461103226904e-26,220.874216034849,163.808488737163,205.672790488985,941.144279713689,1588.24882357911,1534.48683276938
"13","SPT_0726",472.478533497729,-3.19185586118594,0.293992984244787,-10.8569116687775,1.84896838981571e-27,2.91994777253204e-25,79.8290705893742,78.7840826783498,104.852795151247,1051.30366105422,1015.49537613797,504.606215375213
"14","SPT_0745",322.430083705289,3.15173149854842,0.292404496082614,10.7786697563568,4.34118168154481e-27,6.36603285157964e-25,577.002867731487,614.931866449826,548.460774637293,88.6064589043423,66.7626717876174,38.8158627211702
"15","SPT_RS02010",257.426792093912,-3.2980860611059,0.317639662307765,-10.3831052997102,2.95987881268957e-25,4.05108746830113e-23,48.3937889065118,34.8418055409204,50.4099976688688,273.003684191757,558.698148117429,579.213328137982
"16","SPT_0163",4638.61383933603,-2.2394258306407,0.227179794912672,-9.85750441187577,6.36107361922273e-23,8.16205258766517e-21,1381.91152766373,1378.59144013403,1992.2031078737,5929.4484391122,7976.38236620481,9173.14615502773
"17","SPT_1156",838.429339022835,2.01746337576108,0.20531471274411,9.82619973404197,8.68338500961558e-23,1.04864643674946e-20,1266.92457624484,1488.31712624051,1296.54514004331,251.450761755566,375.979256909214,351.35917294358
"18","SPT_0688",2418.69360287492,-2.23944101990952,0.231657441030455,-9.66703685384799,4.16255709200201e-22,4.74762761660007e-20,769.337156975316,788.620867206056,917.461957573413,2768.3531484708,4290.38011856215,4978.00836846177
"19","SPT_RS08360",463.709190702489,-3.29145396163454,0.341205650586576,-9.6465400147275,5.08422437206161e-22,5.49363822939078e-20,57.9070978368518,64.4833415981213,116.951194591776,1034.54027693719,1047.11979961631,461.253433634685
"20","SPT_0599",2518.57445113194,-2.13693946246918,0.221732436752493,-9.63746889614766,5.55405234579415e-22,5.70123473295769e-20,849.993471819503,868.705017255336,1022.31475272466,5407.38876232445,3239.74649411491,3723.29820855277
"21","SPT_1728",136.166971138975,-3.17721540654495,0.331907166519653,-9.57260260409839,1.04247752268847e-21,1.01914588289497e-19,33.0897701924867,17.9409297188321,24.196798881057,186.791994446992,245.967738164906,309.014595429576
"22","SPT_2260",260.740875184588,-2.39387206254281,0.254866263396541,-9.39265962721095,5.85039513348773e-21,5.45948236775014e-19,83.9652918634351,80.6041769976516,72.5903966431711,395.136911330175,579.781097102993,352.367377170104
"23","SPT_0081",7923.21547245516,1.4088077196975,0.150145164466569,9.38297097147728,6.41394397714973e-21,5.72514216742974e-19,11010.62103155,11953.5994487517,11656.8078609492,4030.39649556778,4153.34095015598,4734.52704775625
"24","SPT_0399",155.624859077521,-3.38505295816572,0.364097876958622,-9.29709611723557,1.44333728673164e-20,1.23465477069169e-18,23.1628391347407,12.4806467609267,44.3607979486046,265.819376713027,323.271884445305,264.653609462524
"25","SPT_2137",697.523430241388,-2.81157568664058,0.304709581711034,-9.22706687086358,2.78143968946578e-20,2.2841182729893e-18,121.191283329983,140.407276060425,235.918789090306,1752.97102481023,973.329478166842,961.322729990541
"26","SPT_0927",21290.0631905522,-2.41489131772947,0.269111673935696,-8.97356581530724,2.87067118137957e-19,2.26672612898933e-17,6821.86974730854,6741.36934521972,5815.29733108071,45055.1869682782,42707.0269950895,20599.6287563364
"27","SPT_1658",427.846844029804,-2.0762283658621,0.232315347954171,-8.93711235243778,3.9947215057825e-19,3.03746787087832e-17,167.516961599464,166.148610004837,141.147993472833,850.14305164977,709.7926158473,532.331831604621
