Gene,Value,AveExpr,t,P.Value,padj,B
Rv3050c,-0.929932533,12.73849061,-3.892279101,0.004314399,0.01814638,-2.284359677
Rv0471c,-0.842191757,10.96566066,-3.891701998,0.004317991,0.01814638,-2.285229995
Rv0760c,-0.97150935,11.27867396,-3.889474796,0.004331882,0.018166971,-2.288589182
Rv0299,-0.932530583,12.99877579,-3.888601848,0.004337339,0.018166971,-2.289905978
Rv1069c,-0.881814211,10.06648072,-3.888509814,0.004337915,0.018166971,-2.290044813
Rv0121c,-0.701618949,7.535657921,-3.888026478,0.00434094,0.018166971,-2.290773945
Rv3224A,-2.022536703,11.60187938,-3.88676445,0.00434885,0.018181174,-2.292677905
Rv0800,-0.961856774,8.737765325,-3.879568744,0.004394245,0.0183519,-2.303537489
Rv1081c,-0.696520797,7.402666906,-3.878784309,0.004399224,0.018353655,-2.304721726
Rv0337c,-0.96754494,11.25239689,-3.873941441,0.004430098,0.018463329,-2.31203454
Rv3714c,-1.063490412,8.798863934,-3.866547019,0.004477686,0.01864236,-2.323205821
Rv1051c,1.115377212,7.206159339,3.859422841,0.00452405,0.018815936,-2.333975185
Rv2120c,-1.07575209,9.278775902,-3.857255704,0.004538256,0.018855539,-2.337252403
Rv0562,-1.583660974,10.9027491,-3.856203586,0.004545169,0.018864795,-2.338843659
Rv3395A,0.998109609,7.382683794,3.852292309,0.00457097,0.018952342,-2.344760382
Rv2614A,1.358492977,7.775760919,3.849615151,0.004588719,0.019006363,-2.348811288
Rv2550c,-1.360282777,8.515022275,-3.848466348,0.004596359,0.019018438,-2.350549853
Rv1585c,1.998583743,10.21465253,3.845566825,0.0046157,0.019059787,-2.35493862
Rv0363c,-0.730092197,12.08025906,-3.845548852,0.00461582,0.019059787,-2.354965827
Rv2228c,-1.29426798,9.660221064,-3.835363556,0.004684455,0.019323375,-2.37039059
Rv0633c,0.897573696,10.11658778,3.834591613,0.004689701,0.019325214,-2.371560144
Rv3248c,-0.954167043,12.46287559,-3.830336411,0.004718731,0.01942496,-2.378008407
Rv0450c,-1.247876128,10.07646747,-3.828520731,0.004731176,0.019456298,-2.380760526
Rv0128,-0.809981593,8.135595969,-3.826197928,0.004747149,0.019502063,-2.384281897
Rv2361c,-1.262066141,10.56176223,-3.824573957,0.00475835,0.019528153,-2.386744223
Rv0139,-0.738868283,11.23185314,-3.811298442,0.004850981,0.019888035,-2.406884966
Rv0621,1.634140386,8.184970282,3.807065115,0.004880922,0.019981312,-2.413311937
Rv2109c,-0.801021577,12.78595462,-3.806679573,0.004883659,0.019981312,-2.413897366
Rv0641,-0.97386209,13.34014316,-3.801522239,0.004920424,0.020111296,-2.421730278
Rv3438,-0.786093555,9.998510019,-3.799005774,0.00493847,0.020164096,-2.425553412
Rv0737,0.988458999,8.546324704,3.796450672,0.004956865,0.020164096,-2.429436017
Rv2866,0.993193167,8.00950769,3.796192339,0.004958729,0.020164096,-2.42982861
Rv1909c,0.873366372,8.47264852,3.795877341,0.004961003,0.020164096,-2.430307328
Rv0036c,-0.91418314,11.16779441,-3.795673814,0.004962472,0.020164096,-2.430616645
Rv0119,-0.80666002,8.848396075,-3.795546388,0.004963393,0.020164096,-2.430810308
Rv3919c,-0.680089287,13.00078107,-3.794339977,0.004972116,0.020179172,-2.432643907
Rv1261c,-1.07516184,11.18402084,-3.788503679,0.005014547,0.020313012,-2.44151682
Rv1598c,-0.958516348,10.25167141,-3.788416354,0.005015185,0.020313012,-2.441649611
Rv1493,0.814953609,10.62182576,3.787283673,0.005023465,0.020326102,-2.443372103
Rv0181c,0.867201937,10.37979539,3.785647752,0.005035451,0.020351717,-2.445860149
Rv2049c,-0.793644264,9.849355041,-3.785040662,0.005039906,0.020351717,-2.446783544
Rv1221,1.213566387,13.1171628,3.78366651,0.005050007,0.020372071,-2.448873813
Rv0033,0.869451141,7.260905943,3.782725053,0.005056939,0.020379617,-2.450306023
Rv0466,-0.90458297,11.02597031,-3.781284773,0.005067564,0.020395875,-2.452497281
Rv3161c,0.852264807,11.18900153,3.780600806,0.005072619,0.020395875,-2.453537963
Rv1079,-0.911513087,10.45187247,-3.780120404,0.005076172,0.020395875,-2.454268944
Rv0206c,-0.791848353,13.06871689,-3.779392768,0.005081558,0.020397163,-2.45537617
Rv0506,-1.130684706,9.911526157,-3.77823014,0.005090178,0.020411411,-2.457145442
Rv2546,0.974409872,7.034845948,3.775832485,0.005108003,0.020445598,-2.460794665
Rv1614,-0.701159943,13.03088991,-3.775717427,0.00510886,0.020445598,-2.460969799
Rv0014c,-0.801580033,11.7461263,-3.772717903,0.005131258,0.02051484,-2.465536055
Rv2518c,-1.544114567,9.660346773,-3.771135066,0.005143119,0.020526722,-2.467946077
Rv0651,-0.731783418,10.29765254,-3.770960762,0.005144427,0.020526722,-2.468211489
Rv1953,-1.170794058,10.11650917,-3.767038694,0.005173951,0.020620478,-2.474184558
Rv1130,1.387805833,7.760547905,3.766480532,0.005178168,0.020620478,-2.475034751
Rv0719,-0.695006203,13.19136641,-3.764973363,0.005189571,0.020625905,-2.477330652
Rv1416,-0.727726733,12.84675465,-3.76494618,0.005189777,0.020625905,-2.477372063
Rv0407,-0.962363802,9.549871513,-3.763412831,0.005201406,0.020637045,-2.479708124
Rv0185,0.783099397,12.51659335,3.763225174,0.005202832,0.020637045,-2.479994038
Rv0968,1.668010393,12.32357766,3.761320512,0.00521732,0.020674145,-2.482896218
Rv2501c,1.011216101,10.7755784,3.757148137,0.005249209,0.020769913,-2.489255245
Rv0937c,-1.189179242,10.86630945,-3.756809551,0.005251806,0.020769913,-2.489771365
Rv3240c,-1.001490203,11.20897508,-3.753894647,0.00527422,0.020829218,-2.494215223
Rv0424c,-1.618691342,10.24293318,-3.753514609,0.005277149,0.020829218,-2.494794674
Rv2402,-0.858715256,9.868437382,-3.750929401,0.005297124,0.020872054,-2.49873684
Rv0721,-0.68299599,13.17761834,-3.750768498,0.00529837,0.020872054,-2.498982226
Rv0071,0.828584865,7.54584386,3.748734726,0.005314145,0.020913733,-2.502084093
Rv2317,0.709350115,7.132277681,3.747650732,0.005322574,0.020926447,-2.503737573
Rv3148,0.691249363,13.19681574,3.746369124,0.005332557,0.020945243,-2.505692662
Rv3263,0.866359166,8.687417668,3.741635527,0.005369603,0.021070197,-2.51291539
Rv1425,-1.412275525,10.98467953,-3.739229706,0.005388537,0.021123903,-2.516587287
Rv0114,-1.039595964,8.358487173,-3.73610507,0.005413233,0.021200074,-2.521357272
Rv0160c,0.770464868,7.123589684,3.735077966,0.005421377,0.021211336,-2.522925468
Rv3516,1.090916037,8.461666992,3.732869038,0.005438937,0.021259379,-2.526298495
Rv3380c,-1.400021749,9.274368597,-3.727889738,0.005478742,0.021394194,-2.533903924
Rv3662c,-1.188490324,9.725347572,-3.726440418,0.005490386,0.021418889,-2.536118161
Rv0431,-1.394170636,10.46944429,-3.721352687,0.00553147,0.021558276,-2.543892976
Rv2982c,-1.0241778,11.60964733,-3.717688294,0.005561264,0.021653431,-2.549494543
Rv3636,0.813067766,8.631625173,3.716701732,0.005569314,0.021663824,-2.55100291
Rv0456c,0.816664688,8.078652709,3.713971289,0.005591659,0.021714159,-2.555178093
Rv0336,0.70426862,13.1539946,3.713802807,0.005593041,0.021714159,-2.555435751
Rv3458c,-0.91973152,13.02154372,-3.712025226,0.005607643,0.021749877,-2.55815438
Rv1883c,-1.24068902,12.80019744,-3.710091985,0.00562357,0.021784876,-2.56111148
Rv3589,1.301455043,9.501150512,3.709617222,0.005627489,0.021784876,-2.561837745
Rv3840,1.015851589,7.79536146,3.708836006,0.005633943,0.021788911,-2.563032861
Rv1215c,0.908946498,9.297292858,3.707580479,0.005644333,0.021808144,-2.56495373
Rv2263,0.782117826,8.024927154,3.70671029,0.005651546,0.021815077,-2.566285163
Rv1829,-0.944214483,12.06597013,-3.705631255,0.005660504,0.021828725,-2.567936258
Rv0068,1.244730473,8.320468379,3.704378222,0.005670925,0.021847985,-2.569853763
Rv2504c,1.30058504,10.29899429,3.70340771,0.00567901,0.021853241,-2.571339051
Rv3147,0.68710763,12.47922212,3.702911959,0.005683145,0.021853241,-2.572097797
Rv1625c,-0.95870383,10.63543771,-3.700186228,0.005705937,0.02190579,-2.57627002
Rv2058c,1.613518967,7.808933348,3.699652328,0.005710413,0.02190579,-2.577087348
Rv1320c,-0.968932433,10.43759656,-3.699327864,0.005713135,0.02190579,-2.577584073
Rv0367c,-0.837331927,10.60995147,-3.69751021,0.005728408,0.021943453,-2.58036696
Rv0955,-0.819605627,11.38642457,-3.696378954,0.005737935,0.021959056,-2.582099136
Rv3722c,-1.209069363,11.76839106,-3.695346141,0.005746648,0.021971515,-2.583680701
Rv0860,-0.66348583,12.90185516,-3.690461853,0.005788044,0.022108792,-2.591161718
Rv3561,0.906973717,8.621129072,3.683137816,0.005850713,0.022300186,-2.602384564
Rv1272c,-1.02231663,10.01794937,-3.682754828,0.00585401,0.022300186,-2.602971591
Rv1961,0.65864764,7.973654225,3.682666776,0.005854768,0.022300186,-2.603106556
Rv0286,-0.777398997,13.10106651,-3.681775516,0.005862449,0.022308337,-2.604472716
Rv3402c,0.802227047,7.505976211,3.678561319,0.005890238,0.022392917,-2.609400296
Rv0971c,-0.973315016,9.785696264,-3.677815778,0.005896704,0.022396349,-2.610543424
Rv0164,-1.08130717,12.08873581,-3.674795628,0.005922973,0.022474921,-2.61517481
Rv1626,-0.865924667,12.17412653,-3.672449052,0.00594347,0.022519316,-2.61877397
Rv0640,-0.904786263,13.14269148,-3.671687509,0.005950138,0.022519316,-2.619942149
Rv3813c,-0.858923278,10.38755043,-3.671537347,0.005951454,0.022519316,-2.620172499
Rv2902c,-0.76755852,12.90769451,-3.66795218,0.005982959,0.022617272,-2.625672932
Rv3457c,-1.02150989,12.92439915,-3.66690381,0.005992206,0.022630976,-2.627281628
Rv2847c,-0.817386951,10.38736779,-3.665346216,0.006005971,0.022661706,-2.629671939
Rv1427c,-0.980071806,9.760840279,-3.659722115,0.006055956,0.022822267,-2.638304998
Rv1686c,1.164948385,8.889730628,3.659284716,0.006059862,0.022822267,-2.638976555
Rv0890c,-1.079426327,9.111181031,-3.649545132,0.006147531,0.023130802,-2.653935563
Rv3058c,-1.051677197,10.95794701,-3.646833029,0.006172182,0.023201872,-2.658102912
Rv3180c,1.279920839,8.82048164,3.644689599,0.006191739,0.023253676,-2.661397018
Rv0731c,0.723536016,7.811147467,3.635636659,0.006275067,0.023533757,-2.675315397
Rv2779c,-0.985675748,7.91459741,-3.635319629,0.006278007,0.023533757,-2.675802972
Rv1559,-0.7964623,12.0686357,-3.631770809,0.006311012,0.023635475,-2.681261607
Rv0779c,0.770463074,7.184776143,3.630714615,0.006320871,0.023641226,-2.682886459
Rv2375,-1.119526801,10.95153804,-3.630348481,0.006324292,0.023641226,-2.683449748
Rv2652c,1.246315251,8.471687203,3.629280033,0.006334288,0.023656625,-2.685093614
Rv2046,-1.182771153,8.674683494,-3.628203393,0.006344377,0.023672345,-2.686750208
Rv2450c,1.344793274,7.616907733,3.621698553,0.006405696,0.023879011,-2.696761641
Rv3524,-1.115587066,10.57313412,-3.618062945,0.006440241,0.023956739,-2.702359075
Rv0789c,-1.214742296,8.557185304,-3.617652362,0.006444155,0.023956739,-2.702991303
Rv1097c,-0.78586138,11.6119409,-3.617626838,0.006444399,0.023956739,-2.703030607
Rv1434,-1.488901627,8.650372131,-3.616555837,0.00645462,0.023972601,-2.704679852
Rv1741,1.528833141,10.72003752,3.609124349,0.006526019,0.02421544,-2.71612702
Rv0174,-0.655958457,13.19928008,-3.600963472,0.006605392,0.024487391,-2.728704412
Rv0025,-1.631554694,10.15757285,-3.598398813,0.006630546,0.024558031,-2.732658459
Rv0492A,0.726146446,8.837403746,3.596250375,0.006651697,0.024613724,-2.73597133
Rv3103c,-1.114147889,10.17630777,-3.594265985,0.006671296,0.02466358,-2.739031666
Rv2072c,0.76126324,7.929933203,3.590243977,0.006711208,0.024788371,-2.745235689
Rv3435c,-0.996365568,10.27715627,-3.588344993,0.00673014,0.024794006,-2.748165489
Rv1767,1.468172806,10.00969917,3.587612896,0.006737454,0.024794006,-2.749295087
Rv3055,-0.6980522,9.259474451,-3.587408213,0.006739501,0.024794006,-2.749610915
Rv3020c,-1.7940443,10.86652351,-3.587207839,0.006741505,0.024794006,-2.749920099
Rv1489A,-0.671055837,10.92419214,-3.586951939,0.006744065,0.024794006,-2.750314966
Rv1945,0.996289293,10.77619015,3.586390547,0.006749685,0.024794006,-2.751181249
Rv3239c,-0.651020002,9.479448832,-3.584085026,0.006772817,0.024856301,-2.754739236
Rv2808,-0.79174795,7.244600699,-3.581738667,0.006796446,0.024920301,-2.758360807
Rv1151c,-1.128251554,8.953803051,-3.580092847,0.006813072,0.024942499,-2.760901447
Rv3743c,0.935715718,7.096679374,3.579913076,0.00681489,0.024942499,-2.761178974
Rv3390,-1.020353491,10.21084724,-3.573391173,0.006881218,0.025162383,-2.771249644
Rv1090,1.727219928,9.050859697,3.571346318,0.006902155,0.025216039,-2.774408065
Rv2147c,-1.139515517,12.11429277,-3.568392377,0.006932519,0.025304007,-2.778971386
Rv1503c,-0.739154364,7.438345801,-3.564042261,0.006977492,0.025445092,-2.785693173
Rv2929,-1.261889225,7.426299749,-3.561898104,0.006999772,0.025499829,-2.789007026
Rv3752c,-1.03507873,9.555282529,-3.561379846,0.007005169,0.025499829,-2.789808077
Rv0869c,-0.70227522,12.0526115,-3.560552999,0.007013788,0.025508141,-2.79108616
Rv3000,0.794204283,7.544908067,3.559783629,0.007021819,0.025514297,-2.792275461
Rv0041,-0.740232479,8.99516684,-3.555173828,0.007070137,0.025649486,-2.799402596
Rv3693,-1.145049038,9.782809974,-3.554766892,0.007074419,0.025649486,-2.800031856
Rv3761c,-0.688705491,7.92202867,-3.55400814,0.007082411,0.025649486,-2.801205187
Rv3208,-1.567293013,10.27183118,-3.55380922,0.007084508,0.025649486,-2.801512805
Rv3513c,1.472160477,8.957511126,3.552307271,0.007100361,0.025683784,-2.803835613
Rv2836c,-0.77440371,12.37246689,-3.548365672,0.007142143,0.025811729,-2.809932488
Rv2124c,-0.688004383,11.80288774,-3.546510157,0.007161902,0.025859925,-2.812803142
Rv2830c,1.19949695,11.81369382,3.539401833,0.007238134,0.026089236,-2.823803565
Rv2691,-0.897929274,9.883457589,-3.539379995,0.00723837,0.026089236,-2.823837367
Rv3877,-0.73634025,11.64898218,-3.537287323,0.007260976,0.02613248,-2.827076826
Rv3535c,1.003692562,10.35603022,3.53706804,0.00726335,0.02613248,-2.827416302
Rv1789,-0.76228643,12.21726157,-3.536121937,0.007273598,0.026145988,-2.828881033
Rv3153,-0.676352597,12.87371114,-3.53420261,0.007294436,0.026197502,-2.831852758
Rv0007,-0.770217007,13.14494075,-3.531514572,0.007323726,0.026238924,-2.836015302
Rv2250A,0.959245313,7.997184737,3.53146341,0.007324285,0.026238924,-2.836094534
Rv2336,-1.341357481,8.714663336,-3.531350182,0.007325522,0.026238924,-2.83626989
Rv0692,-1.51305105,11.41562653,-3.529982398,0.007340477,0.026269122,-2.838388259
Rv0400c,-0.896108177,11.28271307,-3.528549726,0.007356177,0.026301927,-2.840607322
Rv3727,-0.740844104,7.646456922,-3.52350623,0.007411729,0.026477038,-2.848420789
Rv0544c,-0.982113513,12.90498316,-3.522155036,0.007426687,0.026506953,-2.850514506
Rv1753c,-0.675619949,8.658989032,-3.518918802,0.007462643,0.026611694,-2.855529873
Rv1910c,-1.031428165,8.64833381,-3.515719756,0.007498367,0.026715422,-2.860488614
Rv0732,-0.828334933,10.87869487,-3.510230257,0.007560091,0.026910065,-2.86900003
Rv0590A,-1.583289112,9.443395991,-3.509674757,0.007566367,0.026910065,-2.869861491
Rv2669,-1.212309146,8.132685092,-3.506686566,0.007600221,0.027006612,-2.874496041
Rv2111c,-1.210760933,12.01297369,-3.500500665,0.007670814,0.027233419,-2.884092828
Rv0038,-0.717401883,12.21253795,-3.497008261,0.007710975,0.027351881,-2.889512553
Rv3149,0.767942587,13.24746567,3.487944634,0.007816242,0.027678602,-2.903583468
Rv0422c,-0.957236597,11.80775591,-3.487894099,0.007816833,0.027678602,-2.903661944
Rv3054c,0.827297693,7.462324567,3.485368492,0.007846438,0.027759016,-2.907584248
Rv2247,-0.65686481,13.76890558,-3.484195362,0.00786023,0.027783394,-2.90940634
Rv1631,-0.70523998,12.48443426,-3.482083195,0.007885126,0.027834157,-2.912687261
Rv0975c,0.793502409,9.053070309,3.481804392,0.007888418,0.027834157,-2.913120369
Rv0563,-1.099853061,11.09932658,-3.480339835,0.007905738,0.027854877,-2.915395614
Rv0791c,1.430426835,8.792238921,3.480137939,0.007908128,0.027854877,-2.915709284
Rv2240c,-0.873519533,8.910655827,-3.476753633,0.007948316,0.027971959,-2.920967768
Rv1995,1.518430954,7.6051531,3.475182659,0.007967045,0.028013381,-2.923409088
Rv0949,-0.753509295,9.581067732,-3.470510127,0.008023024,0.028185598,-2.930671643
Rv3157,-0.64504963,13.37536178,-3.46957647,0.008034259,0.028200461,-2.932123076
Rv2584c,-0.696445527,11.9243687,-3.46816389,0.00805129,0.028235621,-2.934319184
Rv3299c,-1.079797487,10.83700366,-3.465098944,0.008088372,0.028340981,-2.939084825
Rv0804,-0.6161782,11.42931569,-3.461910113,0.008127146,0.028452077,-2.944044014
Rv1021,-0.776039221,9.925128136,-3.460301401,0.00814678,0.028496037,-2.946546199
Rv0129c,-0.754438537,11.85296837,-3.456512183,0.008193227,0.028633622,-2.952440872
Rv2985,-0.75333038,10.77170434,-3.455096767,0.008210649,0.028669619,-2.954643092
Rv0436c,-1.086072838,10.43420303,-3.454410098,0.008219114,0.02867431,-2.955711535
Rv2705c,-1.57615474,8.98885112,-3.45376426,0.008227085,0.028677268,-2.956716485
Rv2348c,-0.842512077,12.00732457,-3.45065921,0.008265521,0.028786322,-2.961548597
Rv1315,-0.783470139,10.46005933,-3.443860772,0.008350339,0.029056582,-2.972131458
Rv1263,0.785381203,7.439176934,3.442201047,0.008371185,0.029103965,-2.974715722
Rv0915c,0.968863568,8.102565956,3.439596556,0.008404008,0.029192871,-2.978771528
Rv0348,1.008524217,8.674302929,3.438368843,0.008419528,0.029221568,-2.980683579
Rv2303c,-0.982483537,8.520031894,-3.437757847,0.008427262,0.02922322,-2.981635199
Rv0792c,2.056122213,9.737374216,3.434523024,0.008468338,0.029340387,-2.986673963
Rv0208c,-0.948669092,10.63121463,-3.429582744,0.008531478,0.029533731,-2.994371058
Rv2817c,-0.84247337,7.297410088,-3.428888789,0.008540387,0.029539172,-2.995452433
Rv3612c,-0.94742793,12.3063599,-3.426933866,0.008565536,0.029600729,-2.998498978
Rv3562,0.716924474,8.707834519,3.42606226,0.008576775,0.029614146,-2.999857395
Rv1879,-0.661547278,7.894065613,-3.425245946,0.008587314,0.02962513,-3.001129699
Rv3300c,-1.092147007,9.189263857,-3.423505896,0.008609825,0.02967736,-3.003841931
Rv2728c,1.251630219,9.094957204,3.421816902,0.008631736,0.029727432,-3.006474838
Rv1621c,0.814409808,8.462738557,3.408455101,0.008807157,0.030305654,-3.027312839
Rv1517,0.88593531,8.196325116,3.405876758,0.008841438,0.030397633,-3.031335606
Rv1917c,0.614274154,7.980111327,3.405293027,0.008849218,0.030398424,-3.032246432
Rv3274c,-0.664703373,11.18068949,-3.401227377,0.00890361,0.030559193,-3.038591086
Rv3407,-0.788635377,13.12945001,-3.396326567,0.008969643,0.030736788,-3.046240939
Rv0765c,0.828904743,9.614892177,3.396254183,0.008970622,0.030736788,-3.046353941
Rv1608c,-1.302207348,9.567793698,-3.395655535,0.008978725,0.030738389,-3.047288536
Rv2002,-0.746377201,8.762229656,-3.392062681,0.009027514,0.030879162,-3.052898261
Rv1906c,-1.076091117,12.23247086,-3.389759255,0.009058941,0.030960354,-3.056495307
Rv0409,-0.69935592,10.8539812,-3.387824692,0.009085424,0.031024528,-3.059516681
Rv0609A,-0.72970672,11.63593218,-3.386524152,0.009103274,0.031059136,-3.061548023
Rv2636,0.777109597,7.579919226,3.385941133,0.009111288,0.031060155,-3.0624587
Rv0373c,0.795474919,7.403568294,3.381378225,0.009174263,0.031248379,-3.069586961
Rv1658,-0.95033675,10.46483812,-3.378962405,0.009207791,0.031336067,-3.073361707
Rv0272c,-1.213400587,9.505850446,-3.378112925,0.009219611,0.031349793,-3.074689144
Rv0722,-0.599841443,12.33295014,-3.377360181,0.009230099,0.031358968,-3.075865468
Rv2010,-0.745301773,11.39481096,-3.372127961,0.009303343,0.031581163,-3.084043236
Rv1259,0.72207487,8.091020189,3.369180104,0.009344879,0.031695436,-3.088651627
Rv0893c,-0.727600528,8.116112852,-3.366512842,0.009382629,0.031772008,-3.09282198
Rv0655,-0.779854193,13.41523752,-3.366469894,0.009383238,0.031772008,-3.092889135
Rv2446c,-0.849448687,12.09560494,-3.365285385,0.009400056,0.031802205,-3.094741346
Rv3537,0.909485012,8.942086877,3.361467884,0.009454471,0.031959447,-3.100711536
Rv1817,0.753499354,7.87311016,3.359892049,0.00947703,0.032008829,-3.103176332
Rv2668,0.850751219,9.22013166,3.352224732,0.009587604,0.032355148,-3.115171812
Rv1393c,-0.758824215,10.28080615,-3.350990674,0.009605527,0.032388485,-3.117102934
Rv0507,-0.701077812,9.264663798,-3.347172873,0.0096612,0.032529677,-3.123078012
Rv0907,-0.76908352,10.74928215,-3.346472116,0.009671455,0.032529677,-3.124174864
Rv2709,-0.673318187,11.6682394,-3.346459483,0.00967164,0.032529677,-3.124194637
Rv0102,-0.648380683,12.22536833,-3.341311545,0.009747334,0.032756899,-3.132253592
Rv2342,-0.939193993,11.09382173,-3.340205715,0.009763675,0.032774097,-3.133985013
Rv1025,-0.83855472,10.82909352,-3.339863829,0.009768732,0.032774097,-3.134520331
Rv1275,-1.309299665,11.30625959,-3.338915563,0.009782776,0.032793884,-3.136005153
Rv2188c,0.695349804,7.148057802,3.335496738,0.009833583,0.032936775,-3.141359036
Rv2806,-0.670966891,7.756604775,-3.329003556,0.009930843,0.033233844,-3.151529893
Rv2568c,-0.766877851,7.903236959,-3.32847629,0.009938785,0.033233844,-3.152355941
Rv3738c,-0.7083463,8.960083747,-3.326070383,0.00997511,0.033269078,-3.156125464
Rv1409,-0.77525826,12.21480526,-3.325325531,0.009986384,0.033269078,-3.157292573
Rv2887,0.730017213,8.832567831,3.3250122,0.00999113,0.033269078,-3.157783545
Rv3131,-0.581974847,15.67039115,-3.324653302,0.00999657,0.033269078,-3.158345926
Rv1252c,-0.781553505,8.64617262,-3.324564915,0.00999791,0.033269078,-3.158484427
Rv2438c,-0.64498674,12.00313714,-3.324395668,0.010000477,0.033269078,-3.158749637
Rv2547,-2.00202245,8.573678349,-3.32395476,0.010007167,0.033269078,-3.159440547
Rv0754,0.713661169,8.455924685,3.323149623,0.010019395,0.033282248,-3.16070225
Rv3181c,0.873738569,7.787152878,3.31780915,0.010100904,0.033525343,-3.169072389
Rv1492,0.794040737,11.19687847,3.315612876,0.010134627,0.033609562,-3.17251525
Rv3291c,1.165495508,8.072189787,3.313696538,0.010164148,0.033679721,-3.175519586
Rv0423c,-0.626362607,12.27298859,-3.311383622,0.010199899,0.033770389,-3.179146028
Rv0379,-1.538881977,10.4388529,-3.309932455,0.010222397,0.033789909,-3.181421534
Rv1538c,-0.78124819,9.488617318,-3.309730604,0.010225531,0.033789909,-3.18173806
Rv0315,-0.739138323,11.64872747,-3.309380148,0.010230974,0.033789909,-3.182287621
Rv2918c,0.943658377,11.95284227,3.305870155,0.010285655,0.033915177,-3.187792277
Rv3587c,-0.677185997,11.07952655,-3.3056858,0.010288535,0.033915177,-3.188081423
Rv0905,-0.685779177,12.16853084,-3.305325039,0.010294174,0.033915177,-3.188647255
Rv0048c,0.642742452,8.844688888,3.303766025,0.010318582,0.033967792,-3.191092588
Rv3896c,-0.647315011,10.13789866,-3.29834048,0.010403996,0.034209378,-3.199604038
Rv2526,0.749712958,8.78658577,3.298026347,0.010408964,0.034209378,-3.200096908
Rv1194c,-0.95734793,10.8417539,-3.295470038,0.010449485,0.034312352,-3.204107994
Rv0627,-0.737850763,11.39530361,-3.294975645,0.010457341,0.034312352,-3.204883799
Rv3012c,1.159279966,8.368831261,3.293672922,0.010478071,0.034352374,-3.206928125
Rv2635,-0.958493959,6.891296297,-3.291584779,0.01051139,0.034433569,-3.21020525
Rv0680c,-1.726033937,10.87426459,-3.289635717,0.01054259,0.034507696,-3.213264391
Rv1380,1.241887469,8.403040404,3.287679633,0.010574,0.034581766,-3.216334833
Rv1074c,-0.63951563,12.20238027,-3.287157629,0.010582398,0.034581766,-3.217154262
Rv2846c,-0.691828283,13.66234348,-3.28547061,0.010609589,0.034642504,-3.219802644
Rv2911,-0.93083577,8.514727774,-3.282494443,0.010657738,0.034771517,-3.224475309
Rv1766,-0.757758413,8.04834893,-3.281557213,0.010672948,0.034792945,-3.225946919
Rv3101c,-1.175386907,9.608622156,-3.280260247,0.010694033,0.034833477,-3.227983479
Rv1650,-0.814838084,10.4591444,-3.278637237,0.010720481,0.034891395,-3.230532181
Rv3696c,-0.801593041,9.958621759,-3.276346467,0.010757927,0.034984987,-3.234129826
Rv3789,-1.811211463,8.200885766,-3.275692234,0.010768647,0.034991583,-3.235157364
Rv0566c,-0.731823553,7.74430337,-3.27501109,0.010779819,0.034999638,-3.236227202
Rv3416,-2.335683077,9.947282992,-3.26840394,0.010888826,0.035325072,-3.246606424
Rv0452,0.8173195,7.936843438,3.266016502,0.010928499,0.035400451,-3.250357627
Rv1248c,-0.64532096,11.13948127,-3.265140426,0.010943095,0.035400451,-3.25173424
Rv0515,0.60437064,13.21612326,3.264976601,0.010945827,0.035400451,-3.251991671
Rv2824c,0.643953924,7.812727157,3.264529122,0.010953292,0.035400451,-3.252694839
Rv1289,-0.855686094,10.38534685,-3.264365299,0.010956026,0.035400451,-3.252952274
Rv1324,-0.601849753,12.97982981,-3.262739995,0.010983193,0.035458954,-3.25550641
Rv3135,-0.59481934,12.70809456,-3.262229072,0.010991747,0.035458954,-3.256309354
Rv1122,-0.622129173,10.57392131,-3.260768503,0.011016241,0.035509516,-3.258604822
Rv0772,0.84718897,8.662057773,3.259059244,0.011044977,0.035573662,-3.261291324
Rv0902c,-0.767280763,11.22648935,-3.257623986,0.011069168,0.035623077,-3.263547326
Rv0894,0.704798207,7.656570786,3.256619385,0.011086133,0.035626887,-3.265126488
Rv0480c,-0.659018497,8.033686742,-3.256505962,0.01108805,0.035626887,-3.265304786
Rv1258c,0.873283214,8.625901073,3.253156972,0.011144813,0.035780717,-3.270569687
Rv2516c,1.296230833,11.19471191,3.252233606,0.011160518,0.035790642,-3.272021435
Rv1139c,0.615596787,10.4451563,3.251930089,0.011165685,0.035790642,-3.272498647
Rv0117,-0.700224178,8.899904019,-3.250040343,0.011197912,0.03581024,-3.27546999
Rv0356c,-0.824537056,7.731334037,-3.249765736,0.011202604,0.03581024,-3.275901788
Rv3108,1.079989029,7.844162854,3.249631758,0.011204893,0.03581024,-3.276112461
Rv2889c,-0.662663227,12.68398605,-3.249029552,0.01121519,0.03581024,-3.277059407
Rv3750c,-1.942487273,10.63486104,-3.24896631,0.011216272,0.03581024,-3.277158854
Rv2013,1.004060807,7.306671117,3.246388399,0.011260469,0.035914635,-3.281212815
Rv2605c,-0.706568133,11.28879804,-3.246019328,0.011266812,0.035914635,-3.281793244
Rv3447c,0.673678458,7.020077829,3.243661304,0.011307423,0.036015572,-3.285501868
Rv2528c,0.673881198,7.202830116,3.234831635,0.011460859,0.036475429,-3.299392198
Rv3016,-1.331365057,9.567210845,-3.233147723,0.011490368,0.036540459,-3.302041821
Rv0518,-0.626465786,7.925916776,-3.23219142,0.011507161,0.036564982,-3.303546639
