Gene,Value,AveExpr,t,P.Value,padj,B
Rv2771c,-2.168533424,10.46717227,-6.050601953,0.00015617,0.000744071,0.838049738
Rv2170,1.333269861,8.272601166,6.045204927,0.000157243,0.000748296,0.830782813
Rv2040c,-1.398527903,8.779228878,-6.043506234,0.000157582,0.000749026,0.828494744
Rv0935,-1.560363613,11.91343586,-6.036383835,0.000159013,0.000754938,0.818896832
Rv2223c,-1.285211871,9.997332758,-6.033033617,0.000159691,0.000757264,0.814379765
Rv3052c,1.2333392,14.13076734,6.025567995,0.000161214,0.000763584,0.804308357
Rv2174,-1.429563826,10.63804633,-6.022514215,0.000161841,0.000765522,0.800186472
Rv2422,1.186954569,7.542604766,6.021726773,0.000162003,0.000765522,0.799123401
Rv3338,-1.449276516,11.08598453,-6.018393172,0.000162692,0.000767874,0.794621987
Rv2847c,-1.562985944,10.0145683,-6.015924546,0.000163204,0.000769388,0.791287572
Rv3276c,-1.315113864,9.616476855,-6.009964385,0.000164447,0.000774342,0.783233606
Rv2638,1.373759054,9.861575793,6.008365436,0.000164782,0.000775014,0.78107211
Rv3810,-1.121342263,11.89250035,-6.007301764,0.000165005,0.000775159,0.779634018
Rv0721,-1.402046123,12.81809327,-5.999399191,0.000166675,0.000782092,0.768944773
Rv2931,-1.38468459,12.6611653,-5.990927508,0.000168486,0.000789668,0.757476126
Rv0474,1.704026983,11.5211555,5.981912237,0.000170436,0.000797881,0.745260663
Rv3605c,-1.61116272,11.8415303,-5.97754723,0.00017139,0.000800952,0.739342139
Rv1011,-1.333923731,8.860846851,-5.977086347,0.000171491,0.000800952,0.738717073
Rv0425c,-1.965797627,11.79055827,-5.974568905,0.000172043,0.000801941,0.735302303
Rv0427c,-1.381743355,8.730765708,-5.974307766,0.000172101,0.000801941,0.734948034
Rv2509,-1.604248603,11.22282512,-5.972643569,0.000172467,0.00080272,0.7326901
Rv2625c,-1.41140015,14.40559302,-5.963533714,0.000174488,0.000809664,0.720323307
Rv3072c,1.915842444,9.788797705,5.96334309,0.000174531,0.000809664,0.720064408
Rv1747,-1.50782374,11.26754991,-5.963202564,0.000174562,0.000809664,0.719873548
Rv3228,-1.499514137,10.13511244,-5.957020608,0.000175949,0.000815158,0.711474581
Rv0647c,-2.397701764,10.94079756,-5.948555557,0.000177868,0.000822497,0.699965127
Rv0993,-1.295829152,10.91414974,-5.948230012,0.000177942,0.000822497,0.699522303
Rv0883c,-1.532075074,10.83890412,-5.944977467,0.000178686,0.000824529,0.695097204
Rv2485c,-1.188150467,8.144500817,-5.94451624,0.000178791,0.000824529,0.694469584
Rv1379,1.328050266,9.955842767,5.943484862,0.000179028,0.000824676,0.693066017
Rv3854c,1.361493167,13.29686902,5.937428763,0.000180424,0.000829986,0.684821495
Rv0882,-1.620359641,7.954851454,-5.936372307,0.000180669,0.000829986,0.683382757
Rv0674,-1.889995649,10.79191612,-5.935810363,0.000180799,0.000829986,0.682617407
Rv2781c,-1.818722312,11.62061207,-5.932807994,0.000181497,0.000832242,0.678527539
Rv0119,-1.287789263,8.607831454,-5.931489922,0.000181805,0.000832703,0.676731646
Rv2935,-1.3006244,12.45566966,-5.929286395,0.00018232,0.000834114,0.673728769
Rv3549c,1.18000686,9.382268847,5.927486462,0.000182742,0.000834437,0.67127539
Rv0841,1.941425881,8.455167063,5.927217635,0.000182805,0.000834437,0.67090893
Rv1475c,-1.90390128,11.95626609,-5.925657834,0.000183172,0.000835163,0.668782438
Rv3267,-1.40803607,11.96989488,-5.922749836,0.000183857,0.000837342,0.664817031
Rv3684,-1.468738807,11.51954195,-5.910064121,0.000186881,0.000850152,0.647504744
Rv1625c,-1.57391934,10.32782995,-5.902112772,0.000188804,0.00085793,0.636642044
Rv2190c,-1.6207789,12.10847528,-5.895073611,0.000190524,0.00086477,0.627018166
Rv1520,1.123851379,8.105627568,5.890534085,0.000191643,0.000868866,0.6208081
Rv2682c,-1.61183271,12.18775382,-5.889033727,0.000192014,0.000868953,0.618754979
Rv1696,-1.830467747,10.36095293,-5.888711683,0.000192094,0.000868953,0.618314246
Rv3783,-1.154985477,11.12157716,-5.887370196,0.000192426,0.000869481,0.616478202
Rv3309c,1.346598613,8.119616209,5.883112634,0.000193486,0.000873291,0.610649366
Rv2624c,-1.203828473,13.90732027,-5.880866125,0.000194048,0.000874845,0.607572753
Rv2767c,-1.502916708,8.311794226,-5.870463894,0.000196672,0.000885686,0.593317615
Rv0673,-2.090354198,11.31767389,-5.866088967,0.000197788,0.000889713,0.58731773
Rv2409c,-1.282506441,9.993342529,-5.859135964,0.000199574,0.000896747,0.577776702
Rv0693,-1.724729617,12.35736944,-5.850457916,0.000201828,0.000905865,0.565859052
Rv2216,-1.279282177,11.89710621,-5.846253747,0.00020293,0.000909797,0.560081634
Rv2586c,-1.458429987,12.43622863,-5.831890307,0.000206745,0.000925866,0.540324559
Rv1770,-1.401572272,10.61142513,-5.824978763,0.000208608,0.000932236,0.530807353
Rv3498c,-1.264474768,10.04862106,-5.824895225,0.00020863,0.000932236,0.53069228
Rv1454c,-1.654224957,9.648119942,-5.819610536,0.000210067,0.000937616,0.523410676
Rv3365c,-2.323237596,10.63033539,-5.818252278,0.000210438,0.000938232,0.521538543
Rv0459,-2.482645168,10.53175612,-5.814136427,0.000211567,0.00094222,0.515863947
Rv1226c,-1.591917271,10.44505378,-5.808878844,0.000213018,0.000947635,0.50861177
Rv1184c,-1.474775173,11.97323695,-5.807751166,0.00021333,0.000947978,0.507055774
Rv3510c,1.947898655,8.99164145,5.802597802,0.000214766,0.000953303,0.499942774
Rv1593c,1.106375757,12.71747523,5.799522221,0.000215627,0.000956073,0.495695886
Rv0017c,-1.520169537,11.06056509,-5.79792746,0.000216075,0.000957006,0.493493253
Rv1445c,-3.233803101,9.88874455,-5.795226272,0.000216837,0.000959323,0.489761641
Rv1882c,-1.796783975,10.47130458,-5.793576602,0.000217303,0.000960331,0.487482168
Rv2849c,-1.15512608,11.73091152,-5.790218635,0.000218256,0.000963484,0.482841029
Rv3243c,-1.514808313,10.02211638,-5.788630328,0.000218708,0.000964423,0.480645235
Rv0454,1.19245583,8.712491725,5.785984861,0.000219463,0.000966695,0.476987158
Rv0176,-1.609506167,12.25696856,-5.780798824,0.000220953,0.000972191,0.469813199
Rv1416,-1.426222017,12.49750701,-5.775092057,0.000222604,0.000977108,0.461914533
Rv0383c,-1.31846812,12.69713551,-5.774670035,0.000222727,0.000977108,0.461330236
Rv2951c,-1.575508737,11.65803969,-5.774216416,0.000222858,0.000977108,0.460702164
Rv1097c,-1.835554187,11.0870945,-5.773589731,0.000223041,0.000977108,0.459834422
Rv1564c,-1.231954355,9.525726357,-5.770826855,0.000223847,0.000979573,0.456008131
Rv2523c,-2.089004569,10.82738678,-5.769680215,0.000224182,0.000979975,0.454419841
Rv0290,-1.678450873,13.19483466,-5.768780327,0.000224446,0.000980064,0.453173215
Rv3321c,-2.108600882,10.89257923,-5.758359831,0.000227523,0.000991804,0.438729273
Rv0317c,-1.143185267,11.487109,-5.758009642,0.000227627,0.000991804,0.438243608
Rv3774,-1.8488547,11.70648322,-5.753482401,0.000228979,0.000996614,0.431963376
Rv3168,2.190139543,9.046083066,5.750990534,0.000229726,0.000998789,0.428505404
Rv1066,1.35427237,11.89882094,5.743191603,0.000232084,0.001007949,0.417677153
Rv1650,-1.547477279,10.0928248,-5.739842997,0.000233104,0.001011288,0.413025227
Rv1631,-1.609449937,12.03232928,-5.737828913,0.00023372,0.001012869,0.410226475
Rv0546c,-1.343178824,9.739872258,-5.733429155,0.000235071,0.00101763,0.404110628
Rv3336c,-1.19682803,11.24691384,-5.725759737,0.000237447,0.001026812,0.393443295
Rv2860c,-1.668041413,10.01915741,-5.722543938,0.000238451,0.001030048,0.388967999
Rv1613,-1.308986007,12.8884164,-5.718439445,0.000239739,0.001034502,0.383253827
Rv3509c,-1.303872999,9.656569556,-5.715345761,0.000240715,0.001037601,0.378945307
Rv3156,-2.442163397,12.16885433,-5.712497459,0.000241617,0.001040376,0.374977333
Rv3606c,-1.60595336,11.91197846,-5.709135512,0.000242687,0.001043866,0.370292328
Rv3686c,-1.59182879,11.45604794,-5.706603614,0.000243496,0.001046227,0.366762977
Rv1769,-1.784152175,10.93821969,-5.703165022,0.000244599,0.001049848,0.361968285
Rv1069c,-1.62882343,9.692976109,-5.700682537,0.000245399,0.001052159,0.358505731
Rv2139,-1.871957593,10.58482888,-5.698538678,0.000246092,0.001054008,0.355514789
Rv2107,2.201626052,8.333257493,5.691710295,0.000248314,0.001062393,0.345984049
Rv1150,1.410396023,11.8018466,5.689793689,0.000248941,0.001063385,0.343307757
Rv1574,2.069373496,7.626660234,5.689334998,0.000249092,0.001063385,0.342667178
Rv1127c,-1.14668137,10.25487194,-5.6885838,0.000249338,0.001063385,0.341618037
Rv0337c,-1.539641504,10.96634861,-5.687067208,0.000249837,0.001064384,0.339499685
Rv1020,-1.323406896,10.18367589,-5.684615316,0.000250645,0.001066699,0.336074235
Rv0149,-1.315527387,11.08780711,-5.682765116,0.000251257,0.001068173,0.333488825
Rv1031,1.220280734,8.820412163,5.676066959,0.000253485,0.00107651,0.324124993
Rv2065,-2.239216341,9.416782459,-5.675218326,0.000253769,0.001076526,0.322938176
Rv3846,1.188105263,12.34217417,5.674457652,0.000254024,0.001076526,0.321874283
Rv2028c,-1.54256129,13.8620891,-5.672561374,0.00025466,0.001077288,0.319221758
Rv0183,-2.188260603,10.32048614,-5.672326915,0.000254739,0.001077288,0.31889376
Rv3703c,-1.520787737,10.93489198,-5.669791812,0.000255592,0.001079763,0.315346764
Rv2895c,-1.569402464,10.42422044,-5.667763739,0.000256277,0.001081274,0.312508529
Rv2192c,-1.128553746,10.24635283,-5.667143796,0.000256487,0.001081274,0.311640819
Rv1607,-1.368048174,10.46048156,-5.664636903,0.000257337,0.001083429,0.308131462
Rv0086,-1.95713798,11.52096222,-5.664050578,0.000257536,0.001083429,0.307310547
Rv0973c,-1.199155404,8.700723491,-5.660825487,0.000258636,0.001086918,0.302794224
Rv2133c,-1.418115826,10.73596988,-5.659008117,0.000259257,0.001088394,0.300248585
Rv1766,2.044252978,9.449354626,5.657786588,0.000259676,0.001089016,0.298537294
Rv1447c,-1.558219527,11.12126634,-5.65587832,0.000260332,0.00109063,0.2958635
Rv1559,-1.396596077,11.76856882,-5.653998607,0.000260979,0.001092206,0.293229211
Rv1025,-2.341818371,10.07746169,-5.651906592,0.000261702,0.001093333,0.290296809
Rv1125,-1.210734804,8.995060999,-5.651647291,0.000261792,0.001093333,0.289933301
Rv0351,1.243306673,13.67582648,5.650331128,0.000262248,0.001094102,0.288088054
Rv0471c,-1.10532651,10.83409329,-5.646322326,0.000263642,0.001097985,0.282466246
Rv3124,1.153649372,7.536269876,5.646087021,0.000263724,0.001097985,0.282136192
Rv0277c,1.279370957,12.17875767,5.641567598,0.000265305,0.001101799,0.27579543
Rv3504,1.372792279,8.619703233,5.641421094,0.000265357,0.001101799,0.275589836
Rv1528c,1.413315884,7.612033712,5.641125737,0.000265461,0.001101799,0.275175343
Rv3689,-1.504023533,11.3999435,-5.639903286,0.000265891,0.001102446,0.273459667
Rv3767c,-1.39291286,11.55054458,-5.634329082,0.00026786,0.001109471,0.265633751
Rv3896c,-1.41617676,9.753467783,-5.621483489,0.00027246,0.001126479,0.247582409
Rv1154c,-1.336932679,9.866360297,-5.620942164,0.000272655,0.001126479,0.246821194
Rv3134c,-1.269895057,14.61971216,-5.619283587,0.000273256,0.001126479,0.24448864
Rv0527,-1.255146997,12.42179545,-5.619041441,0.000273344,0.001126479,0.244148063
Rv2696c,-1.43953079,12.27751188,-5.618950537,0.000273377,0.001126479,0.244020206
Rv0749,1.227668037,11.8459446,5.618209677,0.000273645,0.001126479,0.242978129
Rv2574,-1.186124339,10.19712537,-5.617208963,0.000274009,0.001126823,0.241570425
Rv3834c,1.175278072,7.841806096,5.615024429,0.000274804,0.001128941,0.238496949
Rv1671,1.789986355,8.217571496,5.61168549,0.000276025,0.0011328,0.233798006
Rv0276,1.068766693,12.05460504,5.609316148,0.000276895,0.001135212,0.230462634
Rv3431c,-2.144213443,9.680991365,-5.60387411,0.000278904,0.001141319,0.222798755
Rv0694,-1.75662988,12.28903262,-5.603554211,0.000279022,0.001141319,0.222348117
Rv0802c,1.094594137,8.965984782,5.602981076,0.000279235,0.001141319,0.221540717
Rv0042c,-1.263544738,9.965190848,-5.590283579,0.000283989,0.001159575,0.203641235
Rv1402,-1.759110287,9.856291963,-5.5883429,0.000284724,0.001161396,0.200903474
Rv0241c,-1.528945383,12.70371255,-5.582535528,0.000286933,0.001169225,0.192707689
Rv0381c,-1.541593946,9.322944078,-5.5805588,0.00028769,0.001171121,0.189916895
Rv1041c,1.478285737,12.40397796,5.579680041,0.000288027,0.001171309,0.188676064
Rv2124c,-1.184742603,11.55451863,-5.575817224,0.000289513,0.001175193,0.183220363
Rvnt02,4.390168197,9.10886242,5.575680142,0.000289566,0.001175193,0.183026714
Rv1130,1.533557849,7.833423913,5.573204747,0.000290523,0.001177101,0.179529397
Rv0292,-2.057575543,12.15876646,-5.572951954,0.000290621,0.001177101,0.179172194
Rv2438c,-1.100186547,11.77553724,-5.571324893,0.000291252,0.001177926,0.176872898
Rv0093c,-1.938280123,9.436301012,-5.570918888,0.000291409,0.001177926,0.17629909
Rv1107c,-1.553531663,12.23800351,-5.564658987,0.000293852,0.00118661,0.167448991
Rv2328,-1.389826959,9.919413234,-5.563283972,0.000294392,0.001187597,0.165504282
Rv0778,-1.162018303,9.454966909,-5.56122406,0.000295202,0.00118964,0.162590411
Rv3306c,-1.798285776,11.44027326,-5.560496119,0.000295489,0.00118964,0.16156055
Rv3138,-1.333454508,9.833775479,-5.557750797,0.000296574,0.001192251,0.157675903
Rv0043c,-1.177029545,9.293967717,-5.557357129,0.00029673,0.001192251,0.157118773
Rv0555,-2.439441919,10.98431971,-5.549590043,0.000299825,0.001203384,0.146122073
Rv1924c,-1.21786201,10.1030779,-5.548905955,0.000300099,0.001203384,0.145153125
Rv3141,-1.165245283,12.04038654,-5.541170628,0.000303218,0.001214194,0.134192127
Rv3356c,-1.529810753,10.06818633,-5.539837196,0.000303759,0.001214194,0.132301788
Rv2773c,-1.341072867,11.39275829,-5.539460889,0.000303912,0.001214194,0.131768271
Rv1678,-1.047421657,11.73455002,-5.539243467,0.000304001,0.001214194,0.131460007
Rv0844c,-1.244137203,10.97301207,-5.538448605,0.000304324,0.001214281,0.130332984
Rv3135,-1.11411256,12.44844795,-5.52975429,0.000307886,0.001227277,0.117999592
Rv2039c,-1.373533577,8.037970782,-5.527591708,0.000308779,0.001229619,0.114930176
Rv2793c,-2.082906136,10.9429216,-5.524674723,0.000309988,0.001232282,0.11078896
Rv1731,-1.138411784,9.718512165,-5.524501523,0.00031006,0.001232282,0.110543032
Rv3282,-1.52846296,10.45900105,-5.521296067,0.000311395,0.001235215,0.105990804
Rv0122,1.647071463,8.405056953,5.520711761,0.000311638,0.001235215,0.105160846
Rv2541,1.806126351,8.758075279,5.520520278,0.000311718,0.001235215,0.104888848
Rv1063c,-2.22644303,9.746957075,-5.517213635,0.000313103,0.001238458,0.100191027
Rv0839,1.223723166,10.59655919,5.517097369,0.000313152,0.001238458,0.100025816
Rv3016,1.13328212,10.79953443,5.515000822,0.000314034,0.001239715,0.097046365
Rv2610c,-1.576902063,11.37635582,-5.514854892,0.000314095,0.001239715,0.096838958
Rv0014c,-1.96582538,11.16400363,-5.514146359,0.000314394,0.001239715,0.095831889
Rv1423,-1.372644763,11.83829168,-5.5090858,0.000316535,0.001246939,0.088637024
Rv2524c,-1.228584153,12.70274245,-5.505348081,0.000318127,0.001251985,0.083320574
Rv2307A,1.305460657,9.62073579,5.504371435,0.000318545,0.001252403,0.081931087
Rv3890c,1.375837437,11.02315947,5.496948439,0.000321736,0.001263718,0.07136586
Rv0770,2.293335099,9.997734714,5.495719526,0.000322268,0.001264572,0.069615979
Rv2109c,-1.139948993,12.61649091,-5.494976601,0.00032259,0.001264603,0.068558006
Rv1825,-1.355630803,10.84612199,-5.493319729,0.000323309,0.001265716,0.066198228
Rv2325c,-1.555941007,12.47298288,-5.492874469,0.000323503,0.001265716,0.065564007
Rv3752c,-1.393969695,9.375837047,-5.490165481,0.000324683,0.001269101,0.061704757
Rv1486c,-1.58120017,11.54561504,-5.488791394,0.000325283,0.001269331,0.05974682
Rv2398c,1.313241307,10.63506632,5.488587666,0.000325373,0.001269331,0.059456505
Rv0946c,-1.245383344,10.17637803,-5.485171523,0.000326871,0.001273942,0.054587579
Rv0600c,1.17906697,7.895904159,5.473795695,0.000331915,0.001292349,0.038361991
Rv0949,-1.294734347,9.310455206,-5.468439693,0.000334318,0.001299398,0.030716236
Rv2826c,-1.324898149,10.06634545,-5.468323493,0.000334371,0.001299398,0.030550314
Rv3053c,1.105832,14.45014016,5.46527428,0.000335748,0.001303491,0.026195654
Rv0200,-1.175076217,11.43764609,-5.464041203,0.000336306,0.001304402,0.02443429
Rvnt27,1.933770301,11.23477188,5.459160739,0.000338527,0.001311751,0.017460762
Rv2475c,-1.905418893,12.08265417,-5.445395061,0.000344876,0.001335069,-0.002226803
Rv3102c,1.34224272,9.879328467,5.44227776,0.000346332,0.001339415,-0.006688888
Rv0275c,1.257045931,10.29897697,5.439541365,0.000347615,0.001343088,-0.010606886
Rv3224A,-1.848443913,11.68892577,-5.436418593,0.000349085,0.001347477,-0.015079406
Rv2958c,1.064597675,9.49119456,5.434223559,0.000350123,0.001350188,-0.018224024
Rv2537c,-2.59481308,10.19075,-5.431322123,0.0003515,0.0013542,-0.022381691
Rv0307c,1.41463116,10.41340641,5.429073364,0.000352571,0.001357027,-0.025604916
Rv0717,-1.209928549,10.92124314,-5.424507324,0.000354757,0.001364136,-0.032151796
Rv3456c,-1.150787117,13.19435815,-5.422888162,0.000355535,0.001365825,-0.034474096
Rv3417c,1.169957093,12.56619649,5.420697887,0.000356591,0.001368576,-0.037616116
Rv3838c,-1.185065598,10.67230589,-5.416268612,0.000358737,0.001373693,-0.043972138
Rv1397c,1.112482827,14.03016794,5.416090974,0.000358823,0.001373693,-0.044227107
Rv0246,1.330364324,8.487354808,5.415834416,0.000358948,0.001373693,-0.044595361
Rv1751,-1.271119877,11.8848049,-5.40454141,0.000364486,0.001392408,-0.060814199
Rv3082c,1.171164879,7.938796044,5.403846049,0.00036483,0.001392408,-0.06181346
Rv0396,1.474729427,7.759129433,5.403286263,0.000365107,0.001392408,-0.062617943
Rv2185c,1.270916877,11.96205268,5.40305551,0.000365222,0.001392408,-0.062949578
Rv3204,1.327451887,10.47498333,5.401388201,0.000366049,0.001394242,-0.065346032
Rv0015c,-1.699222718,11.45627169,-5.399497602,0.000366989,0.001396502,-0.068063904
Rv2513,1.25358703,11.27510319,5.395844753,0.000368814,0.001401092,-0.07331658
Rv2692,-1.170254047,10.79316473,-5.39568972,0.000368891,0.001401092,-0.073539554
Rv2418c,-1.474734757,8.82334556,-5.392866212,0.000370309,0.001405149,-0.077601031
Rv1282c,-1.302408867,11.11942087,-5.389673333,0.000371918,0.001409928,-0.082195196
Rv0795,1.22169739,11.83148407,5.386889648,0.000373328,0.001411201,-0.086201766
Rv1816,-1.313012056,10.13394042,-5.386810661,0.000373368,0.001411201,-0.086315469
Rv3685c,-1.811763654,9.951220586,-5.386629412,0.00037346,0.001411201,-0.086576381
Rv3553,-1.084912379,7.632381979,-5.386242824,0.000373656,0.001411201,-0.087132901
Rv3483c,-1.523056676,9.757316302,-5.380547427,0.000376561,0.001419828,-0.095334274
Rv0451c,1.635018108,10.89080921,5.380380952,0.000376646,0.001419828,-0.095574069
Rv0814c,1.141206037,12.94382903,5.378782452,0.000377466,0.001421588,-0.097876777
Rv0886,-1.389169366,10.4124806,-5.37410152,0.000379877,0.001429333,-0.104621958
Rv1514c,1.292122375,8.138472271,5.369949718,0.00038203,0.001436091,-0.110607279
Rv0242c,-1.274140893,12.84126048,-5.366893116,0.000383624,0.001440736,-0.115015308
Rv1720c,1.32020884,7.946367483,5.362590103,0.000385879,0.001447855,-0.121223083
Rv3897c,-1.317124177,11.03821193,-5.360714076,0.000386867,0.001449704,-0.123930374
Rv3233c,-1.670007681,10.11103845,-5.359855734,0.000387319,0.001449704,-0.125169213
Rv0859,-1.184494677,12.17653327,-5.359362573,0.00038758,0.001449704,-0.125881037
Rv3372,-1.826869471,8.999853444,-5.358923149,0.000387812,0.001449704,-0.126515326
Rv0723,-1.215675193,13.33203246,-5.355943429,0.000389391,0.001453096,-0.130817145
Rv3677c,-1.436582797,11.84789716,-5.354640439,0.000390083,0.001453096,-0.132698667
Rv0819,-1.190274473,12.1805356,-5.354628829,0.000390089,0.001453096,-0.132715433
Rv0199,-1.333403773,9.996896917,-5.354489777,0.000390163,0.001453096,-0.13291624
Rv1446c,-1.559100575,11.18153315,-5.349271276,0.00039295,0.001462124,-0.140454314
Rv2936,-1.056726013,12.64763663,-5.346324219,0.000394534,0.00146666,-0.144713023
Rv1344,1.20992583,9.383362498,5.341504939,0.000397138,0.001474979,-0.151679896
Rv0579,-1.332744023,10.84056249,-5.33372193,0.000401383,0.001489371,-0.1629382
Rv0249c,1.228638587,12.39698293,5.331866629,0.000402402,0.001491777,-0.165623209
Rv3773c,-1.300336275,9.679174855,-5.32987402,0.000403499,0.00149447,-0.16850748
Rv0439c,-1.354619022,8.497927134,-5.324419899,0.00040652,0.001504275,-0.176405126
Rv1822,-1.276666984,10.36471789,-5.32073045,0.000408578,0.001510251,-0.181749905
Rv0354c,1.025240163,11.79378247,5.319791783,0.000409103,0.001510251,-0.18311003
Rv1695,-2.113978672,11.1929224,-5.319509457,0.000409261,0.001510251,-0.183519143
Rv2994,-1.590910083,10.42970604,-5.310844375,0.000414145,0.001524978,-0.196081088
Rv3626c,-1.528757453,11.48395782,-5.310672806,0.000414243,0.001524978,-0.196329923
Rv0327c,1.395909831,7.81939705,5.30976867,0.000414756,0.001524978,-0.197641305
Rv1045,1.431548749,10.32487592,5.309521012,0.000414897,0.001524978,-0.198000536
Rv3806c,-1.919860597,11.91548024,-5.309083877,0.000415145,0.001524978,-0.198634625
Rv1736c,-1.75932078,14.034094,-5.300838116,0.000419864,0.001540905,-0.210600674
Rv2307D,1.365106177,8.589659897,5.295620786,0.00042288,0.001550558,-0.218176943
Rv1614,-1.650382523,12.55627862,-5.290617531,0.000425793,0.001559821,-0.225445988
Rv1408,-1.52630456,11.2724753,-5.28988107,0.000426224,0.001559979,-0.226516267
Rv2451,1.113658742,7.227278522,5.287963334,0.000427348,0.001562405,-0.229303621
Rv1752,-1.95782952,8.998894471,-5.286469302,0.000428225,0.001562405,-0.231475502
Rv3055,-1.067524109,9.074738496,-5.286447798,0.000428238,0.001562405,-0.231506765
Rv3197A,1.459837725,9.375990272,5.28592355,0.000428546,0.001562405,-0.232268944
Rv2431c,1.053448493,13.28673566,5.285446607,0.000428827,0.001562405,-0.232962382
Rv0027,1.274350649,9.722706719,5.276943676,0.000433867,0.001579114,-0.245330424
Rv2970c,-1.53927558,10.98855042,-5.276389359,0.000434197,0.001579114,-0.24613707
Rv0145,-1.1012386,13.04900386,-5.274564256,0.000435288,0.001581652,-0.248793283
Rv0544c,-1.676967897,12.55755597,-5.27089203,0.000437492,0.001588227,-0.254139194
Rv0891c,-1.212498082,9.065763928,-5.265934861,0.000440486,0.001597164,-0.261358732
Rv2178c,-1.133623907,11.99460371,-5.265504463,0.000440747,0.001597164,-0.261985721
Rv0634A,-1.767656636,10.76012071,-5.263373051,0.000442042,0.001600416,-0.265091081
Rv3540c,-1.521432142,9.025703272,-5.261318733,0.000443294,0.001603506,-0.268084731
Rv3329,-1.211983753,9.4441259,-5.259683609,0.000444293,0.001605678,-0.27046794
Rv2357c,1.361753986,9.462258452,5.256488462,0.000446253,0.001611314,-0.275125999
Rv3788,1.520862591,9.136307355,5.254851169,0.000447261,0.001613505,-0.277513497
Rv2149c,-1.14309908,12.36543195,-5.248748542,0.000451039,0.001625677,-0.286415704
Rv2086,1.603567639,7.923099717,5.245617693,0.00045299,0.00163125,-0.290984888
Rv2344c,-1.247204566,9.545543057,-5.241954321,0.000455285,0.001638049,-0.296333013
Rv1141c,-1.102810543,8.847511163,-5.236674848,0.000458614,0.001648554,-0.304043832
Rv2116,1.105918406,7.855871286,5.232526531,0.000461248,0.001656544,-0.31010535
Rv0213c,1.190335331,8.121225154,5.231017001,0.000462211,0.001657782,-0.312311682
Rv0444c,-1.228124158,10.09835673,-5.230252585,0.000462699,0.001657782,-0.313429078
Rv1681,-2.114671463,9.731475592,-5.229479185,0.000463194,0.001657782,-0.314559691
Rv2790c,-1.911834357,11.88961302,-5.229374962,0.00046326,0.001657782,-0.314712059
Rv2386c,1.715147507,7.799446979,5.228763754,0.000463652,0.001657782,-0.315605637
Rv0821c,-1.012023907,12.36577409,-5.227096524,0.000464721,0.00166013,-0.318043376
Rv2210c,-1.178757405,10.89858335,-5.224052827,0.00046668,0.00166565,-0.322494736
Rv2311,2.176318636,9.009989775,5.22179086,0.000468141,0.001669387,-0.325803684
Rv1605,-1.895719262,11.26416872,-5.218661531,0.000470172,0.001674184,-0.330382661
Rv2112c,-1.563842697,11.53240824,-5.218435675,0.000470318,0.001674184,-0.330713199
Rv3544c,1.219436728,10.57653782,5.217412837,0.000470984,0.001675073,-0.332210198
Rv2129c,-1.481400325,9.873490394,-5.212633687,0.000474109,0.001684691,-0.339206811
Rv2723,1.177046695,8.757137991,5.211998646,0.000474526,0.001684691,-0.340136748
Rv3118,1.010364223,12.77567996,5.20986847,0.000475927,0.001688177,-0.343256538
Rv0599c,-1.217924197,10.67237552,-5.208124308,0.000477077,0.001690768,-0.345811465
Rv3368c,-1.281930875,8.747203068,-5.205423778,0.000478864,0.00169561,-0.349768178
Rv2048c,-1.40475448,12.08908633,-5.198389799,0.000483554,0.001710709,-0.360078965
Rv0590A,-1.742983772,9.363548661,-5.196152024,0.000485056,0.001714517,-0.363360692
Rv0436c,-1.528183562,10.21314767,-5.1946755,0.00048605,0.001716523,-0.365526426
Rv0287,-1.03899131,13.46365826,-5.193136955,0.000487088,0.001718681,-0.36778346
Rv1255c,1.644204489,9.253830668,5.192044959,0.000487826,0.001719778,-0.369385615
Rv2366c,-1.487581773,11.88084112,-5.189380397,0.000489632,0.001720318,-0.373295718
Rv1076,-1.166232052,8.895956115,-5.18928674,0.000489696,0.001720318,-0.373433173
Rv2081c,1.256835593,11.59527851,5.189212158,0.000489746,0.001720318,-0.373542635
Rv1765A,3.161228913,9.158981639,5.18875141,0.000490059,0.001720318,-0.374218872
Rv3028c,-1.368102353,12.02895742,-5.188669018,0.000490115,0.001720318,-0.3743398
Rv0722,-1.73419372,11.765774,-5.184129779,0.000493212,0.001729679,-0.381003681
Rv3682,-1.063723993,12.65807175,-5.179504478,0.000496389,0.001739306,-0.38779692
Rv2271,1.175648518,10.12307043,5.174728638,0.000499693,0.001749359,-0.394814451
Rv2298,-1.202436068,10.80319525,-5.172003895,0.000501588,0.001754469,-0.398819592
Rv0724,-1.03763179,12.9890436,-5.169824534,0.00050311,0.001758264,-0.402023827
Rv2992c,-1.833042737,10.65118135,-5.168271087,0.000504197,0.001759356,-0.404308217
Rv2561,1.323183643,9.099718674,5.168129796,0.000504296,0.001759356,-0.404516007
Rv3223c,1.150705817,13.07155543,5.165150274,0.00050639,0.001765131,-0.408898501
Rv3014c,-1.111373568,8.714055582,-5.162154905,0.000508504,0.001770966,-0.413305578
Rv2370c,1.386582971,8.4067347,5.160701823,0.000509533,0.001772391,-0.415443952
Rv0338c,-1.30163938,12.10323204,-5.160334499,0.000509793,0.001772391,-0.415984557
Rv1103c,1.15855033,10.7967144,5.156098439,0.000512808,0.001781331,-0.422220333
