Gene,Value,AveExpr,t,P.Value,padj,B
Rv2241,-1.004985123,12.38350868,-4.808803586,0.001405065,0.005408023,-1.20145398
Rv1368,-1.04689353,11.66565582,-4.80800721,0.001406477,0.005408286,-1.202526979
Rv1202,-1.040372481,9.509747992,-4.80528067,0.001411321,0.005416386,-1.20620129
Rv3314c,-1.392519625,8.935171745,-4.80519133,0.00141148,0.005416386,-1.206321703
Rv2057c,1.752710803,8.447196733,4.80455173,0.001412619,0.005416386,-1.2071838
Rv1438,-1.76173544,11.82391052,-4.79567007,0.001428543,0.005472229,-1.219161315
Rv2591,-1.045433407,13.10807024,-4.790073327,0.001438677,0.005505812,-1.226714837
Rv2981c,-1.03436679,11.09115991,-4.787696907,0.001443004,0.005517126,-1.229923509
Rv2042c,-1.869755081,10.72538367,-4.785632681,0.001446774,0.005526292,-1.232711325
Rv2174,-1.734133488,10.4857615,-4.783352494,0.001450951,0.005536994,-1.235791529
Rv0723,-1.218370377,13.33068487,-4.780729097,0.001455773,0.005550134,-1.239336305
Rv2858c,-1.860965963,10.5828175,-4.778719517,0.001459478,0.005558997,-1.242052364
Rv2917,1.026838188,7.417245272,4.768308264,0.001478841,0.005627424,-1.256133222
Rv1397c,1.007662073,13.97775756,4.766368766,0.001482479,0.00563594,-1.258758081
Rv3530c,2.918546485,9.623325952,4.765477106,0.001484155,0.005636988,-1.259965012
Rv0892,1.227271051,9.979315655,4.760393267,0.001493749,0.00566808,-1.266848609
Rv3847,1.120973947,12.25359744,4.758728879,0.001496905,0.005674706,-1.269103039
Rv1132,-1.550431856,10.00585713,-4.755505095,0.001503038,0.005692596,-1.273470841
Rv3338,-1.884176131,10.86853472,-4.750316864,0.001512965,0.00572481,-1.280503405
Rv0253,-1.428251129,10.06233118,-4.748828338,0.001515827,0.005730252,-1.282521807
Rv3152,-3.212265003,11.70348907,-4.747041399,0.00151927,0.00573788,-1.284945275
Rv2751,-1.413000465,10.44407404,-4.746064075,0.001521156,0.005739621,-1.286270933
Rv2107,1.478995656,7.971942295,4.743160912,0.001526776,0.00575543,-1.290209654
Rv2864c,-1.033747755,8.371432332,-4.7380026,0.001536816,0.00578786,-1.297210978
Rv1923,-1.089086893,10.74580636,-4.734292732,0.001544082,0.005809789,-1.302248754
Rv1712,-1.8637688,10.88205026,-4.730018224,0.0015525,0.005836008,-1.308055775
Rv1714,-2.433096973,9.59374886,-4.729260757,0.001553997,0.005836185,-1.309085091
Rv3225c,-1.089726169,10.57039272,-4.728133317,0.001556228,0.005839117,-1.310617316
Rv1183,-1.930535871,11.70591014,-4.722718378,0.001566991,0.005869835,-1.317978975
Rv0577,-1.806235386,10.54602595,-4.722548442,0.001567331,0.005869835,-1.318210075
Rv2845c,-1.375079801,10.5831597,-4.718604072,0.001575224,0.005893915,-1.323575281
Rv3391,-1.270095799,8.601059815,-4.717824509,0.001576789,0.005894293,-1.324635928
Rv0079,-0.929791927,14.57719358,-4.716975909,0.001578495,0.005895196,-1.325790605
Rv2710,1.116527433,13.98383614,4.714704959,0.00158307,0.005906801,-1.328881168
Rv3858c,-1.105008497,12.15355015,-4.7066005,0.001599514,0.005957463,-1.339916779
Rv2675c,-1.173504807,11.76437561,-4.706554825,0.001599607,0.005957463,-1.339979
Rv0861c,-1.070245974,10.43941642,-4.70418555,0.00160445,0.005969976,-1.343207006
Rv1408,-1.254581037,11.40833707,-4.702775992,0.001607338,0.005971181,-1.34512784
Rv0290,-2.314956677,12.87658176,-4.702580285,0.00160774,0.005971181,-1.345394558
Rv2387,1.975965971,10.4685701,4.70174011,0.001609465,0.005972078,-1.346539643
Rv0231,1.01078891,8.61502941,4.699446514,0.001614184,0.005982435,-1.349666144
Rv0153c,-1.197256681,9.813145606,-4.698940121,0.001615228,0.005982435,-1.350356534
Rv3179,1.099717143,7.379662505,4.692367753,0.001628844,0.006027322,-1.359320362
Rv0177,-0.93238096,12.76352169,-4.689959696,0.001633864,0.006035614,-1.362606211
Rv1507A,2.093460248,7.613648594,4.689854876,0.001634083,0.006035614,-1.362749259
Rv0948c,1.582293443,10.77184383,4.684916834,0.001644432,0.006068271,-1.369490058
Rv2511,1.222285627,9.274376681,4.683597772,0.001647209,0.006072951,-1.37129128
Rv1293,-1.146514107,10.96813763,-4.681259571,0.001652143,0.006085493,-1.374484796
Rv2970A,2.041885073,12.02238504,4.680030274,0.001654743,0.006085493,-1.37616409
Rv1890c,1.900429051,9.087901294,4.679840594,0.001655145,0.006085493,-1.376423224
Rv3462c,0.961560533,13.6146883,4.678701687,0.001657559,0.00608853,-1.377979269
Rv1264,-1.030834763,10.78801744,-4.67802466,0.001658996,0.00608853,-1.378904354
Rv0995,-2.035024509,10.24624992,-4.67711063,0.001660938,0.006090106,-1.380153386
Rv2005c,-1.042947983,14.26297536,-4.674383273,0.001666747,0.006105846,-1.383881075
Rv1032c,-0.966927513,8.883053113,-4.673381622,0.001668886,0.006107739,-1.385250381
Rv0804,-2.216877363,10.62896611,-4.67272121,0.001670298,0.006107739,-1.386153277
Rv3855,1.274171013,11.54784462,4.670463928,0.001675134,0.006119865,-1.389239849
Rv0019c,-1.33440546,11.78901857,-4.669359938,0.001677505,0.006120135,-1.390749698
Rv2692,-1.04008925,10.85824713,-4.669014034,0.001678249,0.006120135,-1.391222803
Rv1488,-1.074580017,12.33995556,-4.666124859,0.001684473,0.00613324,-1.395175114
Rv2099c,1.895040404,9.171507647,4.665497846,0.001685827,0.00613324,-1.39603301
Rv0949,-1.154362488,9.380641136,-4.665227098,0.001686413,0.00613324,-1.396403473
Rv1683,-1.264283958,10.59525398,-4.66069413,0.001696242,0.00616342,-1.402607499
Rv2330c,0.912753222,7.633680531,4.655205399,0.001708227,0.006201372,-1.410123643
Rv1246c,1.316848271,10.35923168,4.652484187,0.001714203,0.006217461,-1.413851641
Rv2180c,1.190763917,7.922809803,4.65018264,0.001719275,0.006226503,-1.417005552
Rv2625c,-1.370313487,14.42613635,-4.649949945,0.001719789,0.006226503,-1.417324467
Rv3268,-1.525644217,11.32960065,-4.64549742,0.001729652,0.006256583,-1.423428303
Rv1943c,1.109990919,9.915350557,4.644084752,0.001732794,0.006262322,-1.425365493
Rv2281,1.155711577,8.739300817,4.642511597,0.0017363,0.006269366,-1.427523102
Rv1498c,1.514313328,10.28745221,4.640890552,0.001739921,0.006275156,-1.42974677
Rv0702,-1.041740773,13.35552745,-4.640398844,0.001741021,0.006275156,-1.430421347
Rv3028c,-1.303902083,12.06105756,-4.638463541,0.001745358,0.006285161,-1.43307674
Rv1296,-2.072732546,11.2427501,-4.635615381,0.001751761,0.006302584,-1.436985641
Rv1645c,1.512949206,8.695297222,4.629843803,0.001764817,0.006343886,-1.44491036
Rv0229c,-1.202834917,10.99264653,-4.627112287,0.001771032,0.006360549,-1.448662588
Rv2957,-1.314876571,8.506182266,-4.623623001,0.001779007,0.006383495,-1.453457332
Rv3154,-2.559294083,12.00556736,-4.618861005,0.001789953,0.006410669,-1.460003815
Rv1395,1.722807771,8.485060184,4.618675657,0.001790381,0.006410669,-1.460258686
Rv2505c,1.080155012,7.671195999,4.618252695,0.001791357,0.006410669,-1.460840318
Rv0486,-1.17532118,12.52618903,-4.616705876,0.001794931,0.006417757,-1.462967632
Rv2456c,-1.12036563,10.95538948,-4.613276326,0.001802884,0.006440473,-1.467685481
Rv0031,1.632518131,9.173192891,4.612027377,0.00180579,0.006445134,-1.46940402
Rv2796c,-1.105487896,9.311274444,-4.595179271,0.001845491,0.006580997,-1.492609017
Rv1807,2.317168679,8.010541404,4.591765162,0.001853651,0.006604246,-1.497316327
Rv3146,-1.892471403,12.16866779,-4.588904552,0.001860518,0.006622853,-1.501261791
Rv3008,1.28985209,10.31099029,4.587023158,0.00186505,0.006633119,-1.503857331
Rv0635,0.906965007,12.72409776,4.580525098,0.001880794,0.006683211,-1.512825911
Rv1602,-0.929102513,11.63638854,-4.578140997,0.001886607,0.006697955,-1.516117973
Rv3645,-1.498655723,12.43912969,-4.572598373,0.001900197,0.006737421,-1.523774644
Rv1416,-1.512077553,12.45457924,-4.572109865,0.001901399,0.006737421,-1.524449691
Rv0986,2.52283506,9.536233152,4.571564096,0.001902744,0.006737421,-1.525203905
Rv2922c,-1.176876597,8.755744253,-4.569922442,0.001906795,0.006745834,-1.527472818
Rv2361c,-1.378237817,10.50367639,-4.568415176,0.001910523,0.006753088,-1.529556339
Rv1746,-1.17428641,9.59937152,-4.564546363,0.001920128,0.006781068,-1.534905781
Rv2686c,1.518529665,9.473306627,4.563872109,0.001921808,0.006781068,-1.535838301
Rv3227,-1.575649098,9.973645194,-4.56201729,0.001926436,0.006781914,-1.538403928
Rv1662,-1.660963636,9.114406081,-4.561773157,0.001927046,0.006781914,-1.538741657
Rv1992c,1.415336433,10.51629951,4.561750973,0.001927101,0.006781914,-1.538772345
Rv3792,-1.055847767,9.790852803,-4.560672704,0.001929798,0.006785474,-1.540264103
Rv2732c,-1.765448497,10.77177459,-4.556553208,0.00194014,0.006815884,-1.545964877
Rv3282,-2.317810126,10.06432746,-4.550989763,0.001954202,0.0068593,-1.553667778
Rv2417c,-1.34740014,9.312664793,-4.545826309,0.001967352,0.006896582,-1.560820889
Rv3492c,-1.405092356,10.95694695,-4.545475443,0.00196825,0.006896582,-1.561307096
Rv3499c,-1.026230474,10.42938977,-4.539060159,0.00198473,0.006947588,-1.57020013
Rv1500,1.221305352,8.832390761,4.538468642,0.001986258,0.006947588,-1.571020407
Rv2610c,-1.828516842,11.25054843,-4.537345259,0.001989161,0.006951705,-1.572578381
Rv2895c,-1.113378415,10.65223247,-4.536559231,0.001991196,0.00695278,-1.5736686
Rv2764c,1.512769053,11.95715199,4.532737793,0.00200112,0.006981376,-1.578970202
Rv0398c,-1.353163674,9.256152804,-4.524995253,0.002021391,0.007037455,-1.589718164
Rv3032,-1.396631799,8.996296464,-4.524572438,0.002022504,0.007037455,-1.590305354
Rv2539c,-2.683047477,11.42452837,-4.523501236,0.002025328,0.007037455,-1.591793114
Rv0568,-0.964781237,11.95371137,-4.523408026,0.002025574,0.007037455,-1.59192258
Rv2687c,1.241410593,10.72046512,4.523271593,0.002025934,0.007037455,-1.59211208
Rv0058,-1.544536985,11.0456222,-4.519403361,0.00203617,0.007066915,-1.597486066
Rv0341,1.250827217,13.91402509,4.514675651,0.002048757,0.007104476,-1.604057037
Rv1142c,-1.889224365,11.7089723,-4.513691462,0.002051388,0.007105413,-1.605425352
Rv3307,-1.510804672,9.871787751,-4.513254602,0.002052557,0.007105413,-1.606032762
Rv1376,-1.031523908,8.382007889,-4.511394297,0.002057543,0.007116554,-1.608619643
Rv0923c,-1.355070407,9.166238364,-4.510369531,0.002060295,0.007119956,-1.610044862
Rv3642c,0.97840723,12.79849752,4.501859192,0.002083307,0.007193305,-1.621886713
Rv2910c,1.922049348,7.900383269,4.489938921,0.002116009,0.00729996,-1.638490986
Rv1153c,-1.193243579,9.152467414,-4.488479524,0.002120051,0.007307642,-1.640525257
Rv1126c,-1.187548995,9.896152516,-4.486143178,0.002126539,0.007323736,-1.643782558
Rv3799c,-1.121756323,13.58750032,-4.482448277,0.002136845,0.007352937,-1.648935546
Rv1926c,1.240633594,10.52255953,4.476046798,0.002154827,0.007408483,-1.657867855
Rv0773c,-1.713267225,9.555729207,-4.469110479,0.002174497,0.007469732,-1.667553132
Rv2540c,-1.344344243,12.33183915,-4.463460956,0.002190663,0.007518848,-1.675446767
Rv3636,2.310550844,9.380366711,4.462655087,0.002192979,0.007520387,-1.67657312
Rv2518c,1.229335683,11.0470719,4.461839316,0.002195327,0.007522031,-1.677713408
Rv1419,1.085888267,12.70356984,4.458835687,0.002203995,0.007545308,-1.681912719
Rv0257,-1.283573523,10.70407117,-4.456094585,0.002211937,0.007562097,-1.685746132
Rv0605,-1.275111963,11.23592743,-4.455847222,0.002212655,0.007562097,-1.686092122
Rv0457c,1.117018058,8.39519811,4.453085726,0.002220691,0.007583124,-1.689955249
Rv2119,-1.250935987,8.179594504,-4.451998131,0.002223865,0.007587525,-1.691477015
Rv1303,1.035577503,12.8743003,4.450586788,0.00222799,0.007595164,-1.693452024
Rv1082,1.236230283,12.40262559,4.445562394,0.002242745,0.007638994,-1.700485403
Rv1299,-0.988134583,12.48477795,-4.43883868,0.002262656,0.007700299,-1.709903255
Rv0236A,1.219294063,12.10373172,4.436996359,0.002268145,0.00771246,-1.712484914
Rvnt41,1.044863003,14.41896018,4.430330837,0.002288126,0.007773836,-1.721829442
Rv1611,-0.944624977,12.70057385,-4.4270656,0.002297984,0.007800744,-1.726409373
Rv3897c,-1.387714942,11.00291654,-4.426135935,0.002300799,0.00780372,-1.727713633
Rv2723,1.456532329,8.896880808,4.423824757,0.002307813,0.007820923,-1.730956604
Rv0466,0.95917845,11.95785102,4.42104949,0.002316267,0.00784297,-1.734851783
Rv1731,-1.050382803,9.762526655,-4.418224941,0.002324906,0.007865605,-1.738817267
Rv1098c,-1.571767168,10.85225296,-4.41596432,0.002331844,0.007882456,-1.741991858
Rv2065,-1.42429593,9.824242665,-4.412345818,0.002342998,0.007913516,-1.747074848
Rv0405,-1.490186864,9.934076978,-4.401943036,0.002375387,0.008003069,-1.761698327
Rv3663c,-1.211217626,9.915265017,-4.401260366,0.00237753,0.008003069,-1.762658516
Rv3163c,-1.140500742,7.952144071,-4.40048627,0.002379962,0.008003069,-1.763747381
Rv2529,1.362510441,7.374419676,4.400272104,0.002380635,0.008003069,-1.764048647
Rv0406c,0.930365994,9.29016177,4.400101551,0.002381171,0.008003069,-1.764288568
Rv1638A,-1.124054147,11.70903138,-4.40001626,0.00238144,0.008003069,-1.764408552
Rv1341,-1.06284032,10.70426678,-4.398753804,0.002385414,0.00800974,-1.766184624
Rv0052,-2.444534329,9.708678792,-4.392137534,0.002406362,0.008072223,-1.775496389
Rv3317,-1.02142346,10.82373611,-4.391612642,0.002408033,0.008072223,-1.776235392
Rv1046c,1.254086753,12.90212677,4.38363337,0.002433581,0.008144655,-1.787474385
Rv2258c,-0.933679877,11.37923762,-4.383600784,0.002433686,0.008144655,-1.787520302
Rv3206c,0.972182133,13.27177012,4.382020027,0.002438783,0.008154932,-1.789747924
Rv1478,-2.875815241,10.74932167,-4.380232146,0.002444561,0.00816747,-1.792267857
Rv3070,-1.555558519,9.585114764,-4.376064824,0.002458087,0.008205851,-1.798143274
Rv1917c,0.946694848,8.146321674,4.373588306,0.002466163,0.008225992,-1.801636038
Rv3615c,0.852275077,14.05609074,4.372175252,0.002470784,0.008234583,-1.803629336
Rv1062,-1.585501691,8.940097431,-4.367074761,0.002487543,0.008283579,-1.810826616
Rv3364c,-2.367628284,11.19117906,-4.35642602,0.00252293,0.008394475,-1.825864972
Rv3020c,-1.321170583,11.10296037,-4.35541176,0.002526328,0.008398842,-1.827298172
Rv0133,-1.057993563,11.5546859,-4.351253621,0.002540315,0.008438372,-1.833175366
Rv2224c,-0.856859097,11.95435604,-4.348726135,0.002548857,0.008459768,-1.836748965
Rv2923c,-1.221750359,10.154374,-4.345239973,0.002560691,0.008492043,-1.841679525
Rv2248,-0.985640183,10.33870933,-4.337962885,0.002585585,0.008567542,-1.851977251
Rv3362c,-2.315003568,9.897660736,-4.327709277,0.002621107,0.008678107,-1.866499792
Rv1578c,-1.669174611,9.232796972,-4.326695894,0.002624647,0.008682685,-1.867935893
Rv3224A,-1.133454457,12.0464205,-4.32499535,0.002630598,0.008695227,-1.87034612
Rv2205c,1.006735531,8.006081588,4.324070155,0.002633842,0.008698807,-1.871657597
Rv0452,1.823136498,8.439751937,4.322366792,0.002639825,0.008711423,-1.874072455
Rv1842c,-1.586819547,11.7870826,-4.320018241,0.002648099,0.00873157,-1.877402672
Rv0718,-1.127780873,12.36035936,-4.319266602,0.002650753,0.008733169,-1.878468651
Rv1614,-1.41278685,12.67507646,-4.318416397,0.002653759,0.008735922,-1.879674514
Rv1282c,-1.18960337,11.17582362,-4.308421491,0.002689369,0.008845915,-1.893858182
Rv0249c,0.991572357,12.27844982,4.307383737,0.002693096,0.008850943,-1.895331657
Rv1703c,1.03123688,12.3552803,4.306740625,0.002695409,0.008851317,-1.89624487
Rv1765A,3.029870441,9.093302402,4.304903686,0.002702026,0.008865815,-1.898853628
Rv2691,-1.080251321,9.792296566,-4.303216692,0.002708118,0.008878569,-1.901249858
Rv0807,-1.074908721,10.17929205,-4.299973109,0.002719874,0.008909854,-1.905858222
Rv0338c,-0.92094607,12.29357869,-4.299139532,0.002722904,0.008912528,-1.907042778
Rv0523c,1.388351523,8.888694311,4.297429044,0.002729133,0.00892566,-1.909473777
Rv3088,-1.23557125,9.433966789,-4.2941062,0.002741277,0.008955033,-1.914197489
Rv1825,-1.488433424,10.77972068,-4.293755551,0.002742562,0.008955033,-1.914696059
Rv3750c,1.289460333,12.25083484,4.291289209,0.002751619,0.008977325,-1.91820331
Rv0016c,-1.054376797,11.48271421,-4.289540522,0.00275806,0.008991053,-1.920690543
Rv3552,-1.029556732,7.879439681,-4.287784218,0.002764546,0.009004904,-1.923189045
Rv1797,-1.005682873,12.96049044,-4.28446239,0.002776858,0.009037695,-1.927915836
Rv1409,-1.50885024,11.84800927,-4.282347107,0.002784729,0.009051745,-1.930926587
Rv3759c,-1.45110195,11.85292859,-4.28209422,0.002785671,0.009051745,-1.931286571
Rv0955,-0.90429298,11.3440809,-4.280652836,0.00279105,0.00906191,-1.933338552
Rv3918c,-1.70332871,12.09783822,-4.279114726,0.002796803,0.009064232,-1.935528558
Rv2299c,1.171237193,10.01694128,4.278747061,0.00279818,0.009064232,-1.9360521
Rv1021,-0.953590258,9.836352618,-4.278656314,0.00279852,0.009064232,-1.936181323
Rv2974c,-1.396369594,8.995713768,-4.276223892,0.002807649,0.009086492,-1.939645513
Rv2442c,0.935163527,12.30922703,4.273598192,0.00281754,0.009110497,-1.943385901
Rv1399c,-1.179744444,9.001501986,-4.272657787,0.002821092,0.009110497,-1.944725771
Rv1387,-2.42224262,12.80749058,-4.272455882,0.002821855,0.009110497,-1.945013458
Rv1052,2.032434991,10.51822257,4.268126305,0.002838275,0.009156165,-1.951183885
Rv0934,-1.554380973,11.62671134,-4.264209669,0.002853217,0.009197,-1.956768068
Rv0127,-1.095390233,11.13399271,-4.260308555,0.002868185,0.009237851,-1.962332266
Rv2993c,-1.294613733,11.27422942,-4.253894829,0.002892979,0.009310258,-1.971484873
Rv3453,2.2483772,8.035422404,4.2519382,0.002900589,0.009325703,-1.974278199
Rv3808c,-1.054998824,10.90562019,-4.251470465,0.002902411,0.009325703,-1.974946028
Rv0935,-1.735381143,11.8259271,-4.25059866,0.002905811,0.009329182,-1.976190866
Rv0225,-1.584260864,10.51934849,-4.242127311,0.002939074,0.009420998,-1.988292536
Rv2327,-1.920982325,11.99743287,-4.242123349,0.002939089,0.009420998,-1.988298198
Rv2780,1.029046403,12.04113943,4.238890409,0.002951892,0.009454508,-1.992919239
Rv1144,-1.571496128,9.207666795,-4.23523079,0.002966457,0.009492304,-1.998151923
Rv1854c,1.09666005,12.54105919,4.23474207,0.002968408,0.009492304,-1.998850858
Rv2446c,-1.237578493,11.90154004,-4.23193956,0.002979622,0.009520603,-2.002859469
Rv2785c,0.99356835,13.73376572,4.230797339,0.002984206,0.009520741,-2.004493577
Rv2656c,1.00355862,9.6344106,4.230750318,0.002984395,0.009520741,-2.004560851
Rv2653c,1.436972113,7.434687762,4.228824493,0.002992141,0.009537895,-2.007316439
Rv3034c,0.969650937,10.91022936,4.225458062,0.003005735,0.009566644,-2.012134581
Rv0271c,-1.085556847,10.70360386,-4.225414041,0.003005913,0.009566644,-2.012197595
Rv3546,1.724252253,9.517644385,4.223017581,0.003015631,0.009589991,-2.015628464
Rv3098c,1.898027751,9.855718948,4.220818841,0.003024577,0.009610849,-2.018776973
Rv1498A,2.919011864,8.435078166,4.220024198,0.003027817,0.009613557,-2.019915036
Rv3616c,0.902294167,13.84337972,4.215460209,0.0030465,0.00965781,-2.026453148
Rv0647c,-1.544693517,11.36730169,-4.215447453,0.003046552,0.00965781,-2.026471425
Rv2973c,-1.223514386,7.763932411,-4.211914456,0.0030611,0.009696294,-2.031534598
Rv3049c,-0.929497887,12.45871227,-4.203005465,0.003098121,0.009805845,-2.044309875
Rv0122,1.13574657,8.149394506,4.197405737,0.003121637,0.009872516,-2.052345402
Rv1858,-0.894593517,8.554391102,-4.192917773,0.003140625,0.009918238,-2.05878871
Rv3351c,0.990489782,7.118842594,4.1928242,0.003141022,0.009918238,-2.058923081
Rv0377,-1.197544898,8.666053717,-4.191793369,0.003145401,0.009924282,-2.060403438
Rv1300,-1.056309557,12.35182224,-4.188322976,0.003160193,0.009963145,-2.065388292
Rv0962c,1.007410944,8.154491194,4.179350436,0.003198786,0.010076928,-2.078284137
Rv1242,-1.24349317,9.247745077,-4.177476127,0.003206912,0.0100842,-2.08097941
Rv3431c,-2.304792954,9.60070161,-4.177180421,0.003208196,0.0100842,-2.081404682
Rvnt32,4.390963453,11.41284602,4.177085459,0.003208609,0.0100842,-2.081541255
Rv1680,-1.927978432,10.40883824,-4.173182451,0.003225612,0.01012973,-2.087155583
Rv3047c,1.903129117,11.76556847,4.172269338,0.003229604,0.010134361,-2.088469366
Rv2240c,-1.130830719,8.782000234,-4.167890718,0.00324882,0.010186721,-2.094770904
Rv2876,1.249100393,12.03925005,4.166428189,0.003255266,0.01019899,-2.096876308
Rv0131c,1.069091961,8.523949938,4.162763582,0.003271479,0.010241815,-2.102153043
Rv3517,0.937400504,7.58517099,4.161876385,0.003275417,0.010246176,-2.103430812
Rv3586,-1.358502329,9.862215476,-4.160158922,0.003283055,0.010262096,-2.105904666
Rv0303,-2.352681134,9.84032951,-4.157749715,0.003293802,0.010287702,-2.109375603
Rv3800c,-0.89093668,13.49526782,-4.156301142,0.003300282,0.01029026,-2.11146294
Rv0494,0.794230475,7.700233522,4.155297349,0.003304781,0.01029026,-2.112909539
Rv0500A,0.90300107,13.04661422,4.154738892,0.003307286,0.01029026,-2.113714409
Rv2755c,-1.685528184,7.827653714,-4.154638875,0.003307735,0.01029026,-2.113858561
Rv0704,-0.90537463,13.21387299,-4.154201267,0.0033097,0.01029026,-2.114489295
Rvnt11,0.933215687,13.86814242,4.153992815,0.003310637,0.01029026,-2.114789751
Rv0441c,0.995239463,11.32379921,4.153575441,0.003312513,0.01029026,-2.115391358
Rv3899c,-0.861328931,7.819683625,-4.149956446,0.003328828,0.010323085,-2.120608814
Rv2837c,-1.004948233,12.90441206,-4.149516574,0.003330816,0.010323085,-2.121243095
Rv1625c,-1.729177177,10.25020103,-4.149028487,0.003333025,0.010323085,-2.121946931
Rv3846,1.330920133,12.41358161,4.148959719,0.003333336,0.010323085,-2.122046098
Rv1385,-1.083477915,9.124481941,-4.147480811,0.003340038,0.01032826,-2.124178942
Rv1779c,-0.935757717,11.95847179,-4.14745876,0.003340138,0.01032826,-2.124210746
Rv1439c,1.664458447,10.62603459,4.144232151,0.003354811,0.010365669,-2.128865133
Rv3356c,-0.969598106,10.34829266,-4.140473655,0.00337199,0.010410759,-2.134288572
Rv2295,1.25180608,11.92314821,4.137122661,0.003387386,0.010450282,-2.139125629
Rv1557,2.103223172,9.100754927,4.135494334,0.003394895,0.010465428,-2.141476625
Rv0172,-2.645390197,11.51268236,-4.1322475,0.003409922,0.010503707,-2.146165525
Rv3728,-0.852355599,8.432229134,-4.131577626,0.003413031,0.010505246,-2.1471331
Rv3013,1.105092264,8.455385328,4.129714905,0.003421693,0.010523861,-2.149823963
Rv3895c,-0.817327297,9.537886201,-4.124011193,0.003448363,0.010597793,-2.158066429
Rv3733c,-0.964270853,12.00013091,-4.121606506,0.003459674,0.010618374,-2.161542788
Rv0330c,1.074485128,7.608814355,4.120602088,0.003464411,0.010618374,-2.16299507
Rv2698,1.649914427,9.831028598,4.120548517,0.003464663,0.010618374,-2.163072531
Rv3064c,1.395434955,9.090618257,4.120348105,0.003465609,0.010618374,-2.163362323
Rv2307D,1.633084301,8.723648959,4.116485306,0.003483897,0.010666289,-2.168948937
Rv1595,-0.97701744,13.22619336,-4.114020986,0.003495619,0.010687121,-2.172514052
Rv3355c,-0.99949847,11.45726854,-4.113374277,0.003498702,0.010687121,-2.173449778
Rv0313,0.878263627,13.41202809,4.113286622,0.00349912,0.010687121,-2.173576611
Rv0825c,1.451541575,8.47411884,4.112825639,0.003501319,0.010687121,-2.17424365
Rv3302c,-0.927363677,10.37916033,-4.108744692,0.003520858,0.010738618,-2.180150014
Rv0720,-1.98699468,12.47671418,-4.104313062,0.003542209,0.010794226,-2.186566495
Rv0613c,-1.37163006,10.73916349,-4.103849115,0.003544453,0.010794226,-2.18723839
Rv1771,-1.144835179,10.6014702,-4.101227714,0.003557157,0.010824727,-2.191035296
Rv3628,1.774033964,9.429703221,4.097232832,0.003576612,0.010875709,-2.196823386
Rv1647,1.300661792,9.496217745,4.094847441,0.003588283,0.010902965,-2.200280558
Rv3767c,-1.383233973,11.55538403,-4.093877107,0.003593043,0.010909194,-2.201687094
Rv3535c,1.187250952,10.44780941,4.090302159,0.003610637,0.010954351,-2.206870219
Rv1766,2.131697557,9.493076915,4.080980639,0.003656951,0.011079035,-2.22039315
Rv3057c,-1.11530756,11.21945026,-4.080923495,0.003657237,0.011079035,-2.220476086
Rv0337c,-1.471264378,11.00053717,-4.077299181,0.003675419,0.011125742,-2.225737162
Rv1258c,0.814513129,8.596516031,4.074203047,0.003691028,0.011164598,-2.230232937
Rv3840,0.84433261,7.709601971,4.070511516,0.003709733,0.011212752,-2.235594958
Rv3264c,-0.91833498,12.12052369,-4.065913425,0.003733174,0.011275138,-2.242276348
Rv2260,-1.343765277,11.59437765,-4.061287224,0.00375692,0.01133835,-2.249001462
Rv2173,-1.019670377,9.820714895,-4.060022785,0.003763438,0.011346499,-2.250840081
Rv2636,0.800757511,7.591743183,4.059670504,0.003765257,0.011346499,-2.25135237
Rv2752c,-0.97828402,11.60054126,-4.057983212,0.003773979,0.011364276,-2.253806274
Rv2718c,1.064511183,11.65268455,4.05717595,0.003778159,0.011368362,-2.254980447
Rv2068c,-1.202451271,9.798254988,-4.054101209,0.003794128,0.011401825,-2.2594535
Rv2836c,-2.530069542,11.49463397,-4.05378182,0.003795791,0.011401825,-2.25991821
Rv2852c,-1.016113783,11.29160456,-4.053172577,0.003798966,0.011401825,-2.260804698
Rv2359,1.39307184,12.52165063,4.052857493,0.003800608,0.011401825,-2.261263186
Rv3818,1.64853383,10.0897039,4.049506789,0.003818126,0.011445848,-2.266139709
Rv1458c,-1.082852127,9.765034813,-4.048335149,0.003824272,0.011455742,-2.267845237
Rv1004c,-1.346583997,9.54500433,-4.047452256,0.00382891,0.011461109,-2.269130566
Rv0507,-1.080598854,9.074903277,-4.04657272,0.003833537,0.011466433,-2.27041111
Rv2865,2.945302649,9.698173355,4.042979977,0.003852498,0.011514594,-2.27564298
Rv1710,-0.88147863,10.80285139,-4.04193661,0.003858024,0.011522555,-2.27716269
Rv3662c,-2.199796949,9.219694259,-4.036277944,0.003888141,0.011603896,-2.285407324
Rv1208,-1.413299913,10.93693914,-4.034819778,0.003895943,0.011618567,-2.287532557
Rv1206,-1.071570872,9.881908381,-4.031317938,0.003914748,0.011659206,-2.292637541
Rv1986,3.928310936,10.01297274,4.031118494,0.003915822,0.011659206,-2.292928339
Rv2936,-0.96536118,12.69331904,-4.030557096,0.003918847,0.011659206,-2.293746913
Rv2815c,1.536087503,11.33446375,4.030129193,0.003921154,0.011659206,-2.294370866
Rv0748,1.03324258,12.6172671,4.029480618,0.003924654,0.011661,-2.295316641
Rv0515,-0.81229172,12.50779208,-4.026911503,0.00393855,0.01169366,-2.299063573
Rv1928c,3.221577704,8.932171895,4.026280083,0.003941974,0.011695199,-2.299984603
